POA_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
POA6000,555,1292,406,876,331,647,733,1521,406,689,840,1387,1960,3212,2109,3563,0,7,5322,8853,3,3,0,0,280,283,0,7,285,296,36,56,6935,12021,1733,..,8664,12021
POA6003,263,601,70,151,281,532,353,681,167,245,582,989,411,683,82,144,0,0,1247,2061,0,0,0,0,62,62,9,6,69,72,9,8,1934,3429,346,..,2274,3429
POA6004,223,541,13,18,339,754,356,777,117,173,606,1023,1726,3006,3033,5417,0,0,5483,9614,0,0,0,0,40,40,0,0,40,40,25,24,6129,11008,1470,..,7595,11008
POA6005,276,584,131,246,252,525,385,777,113,169,603,976,1192,2017,567,919,0,0,2481,4082,0,0,0,0,5,8,0,0,5,8,3,5,3155,5454,638,..,3791,5454
POA6006,2602,6625,296,514,451,954,744,1461,261,403,199,310,195,264,0,0,4,5,661,986,0,0,0,0,0,0,7,22,9,19,9,16,4017,9108,419,..,4439,9108
POA6007,1613,3984,214,369,680,1360,899,1731,200,299,263,409,500,752,155,250,0,0,1114,1717,0,0,0,0,4,10,15,36,29,39,4,4,3664,7480,404,..,4068,7480
POA6008,3362,8885,266,554,999,2009,1272,2555,583,966,740,1091,1156,1808,36,65,0,3,2519,3931,0,0,0,0,9,14,10,15,22,28,4,14,7177,15409,839,..,8018,15409
POA6009,4304,12519,381,787,553,1224,937,2011,515,1007,361,599,204,389,118,211,10,19,1210,2232,0,0,0,0,3,3,0,0,4,4,3,18,6453,16773,708,..,7155,16773
POA6010,4174,11839,834,1767,660,1368,1496,3136,332,493,298,390,799,1351,259,405,4,6,1694,2643,0,0,0,0,0,0,6,5,6,5,9,16,7381,17635,856,..,8238,17635
POA6011,2466,6831,143,300,294,619,439,916,199,335,364,543,92,151,0,0,3,9,655,1045,0,0,0,0,0,0,0,0,0,0,4,11,3567,8802,536,..,4106,8802
POA6012,2231,6331,302,533,235,447,538,981,91,130,376,504,412,622,45,75,0,0,925,1329,0,0,0,0,3,5,0,0,3,6,4,7,3702,8649,413,..,4113,8649
POA6014,5149,15194,539,1005,571,1129,1101,2138,495,833,1460,2560,305,443,42,68,10,15,2307,3920,0,0,0,0,0,0,0,0,0,0,17,26,8577,21282,775,..,9352,21282
POA6015,2065,6117,32,59,92,154,128,210,172,249,0,0,0,0,0,0,0,0,172,249,0,0,0,0,0,0,0,0,0,0,0,0,2359,6580,193,..,2556,6580
POA6016,2446,6791,457,930,520,1183,973,2114,473,960,194,372,23,28,136,248,0,0,824,1608,0,0,0,0,0,0,19,31,23,34,0,0,4265,10549,370,..,4629,10549
POA6017,394,916,1177,2137,135,279,1312,2411,394,657,193,327,0,0,0,0,0,0,591,981,0,0,0,0,0,0,0,0,0,0,6,12,2302,4324,209,..,2513,4324
POA6018,10788,29133,3104,5856,1507,3314,4616,9170,747,1110,103,171,267,408,0,0,9,14,1129,1706,73,146,28,55,14,31,0,0,117,231,6,14,16659,40251,1341,..,17997,40251
POA6019,4583,11955,2773,5224,1605,3369,4379,8597,681,997,257,376,346,617,176,319,0,6,1459,2316,0,5,0,0,0,0,0,0,4,9,17,29,10443,22898,1264,..,11709,22898
POA6020,6417,18220,898,1733,499,1048,1396,2781,205,249,105,141,115,184,0,0,9,24,436,589,0,0,0,0,0,0,0,0,0,0,5,3,8257,21598,608,..,8864,21598
POA6021,5695,15251,2432,4552,281,637,2711,5182,51,85,0,0,0,0,0,0,5,12,57,101,0,0,0,0,0,0,0,0,0,0,3,14,8467,20549,573,..,9040,20549
POA6022,1833,4686,183,386,6,16,192,398,0,0,0,0,0,0,0,0,5,9,5,9,0,0,0,0,0,3,0,0,0,3,0,0,2028,5091,109,..,2139,5091
POA6023,5138,14669,322,540,43,92,365,622,78,115,19,29,0,0,0,0,12,15,110,169,0,0,0,0,0,0,0,0,0,0,7,17,5621,15475,283,..,5903,15475
POA6024,4845,12524,372,709,40,74,415,781,21,29,0,0,0,0,0,0,6,11,25,39,0,0,0,0,9,3,0,0,9,3,3,3,5296,13356,269,..,5565,13356
POA6025,10702,28465,917,1611,183,329,1097,1941,86,125,15,26,0,6,0,0,19,36,123,204,0,0,6,7,23,25,0,0,25,29,5,6,11957,30645,717,..,12674,30645
POA6026,7281,20225,845,1393,91,136,939,1532,0,0,0,0,0,0,0,0,6,13,9,16,90,130,7,11,4,9,4,10,104,155,0,8,8341,21932,356,..,8698,21932
POA6027,13636,36386,790,1421,689,1456,1485,2877,51,84,358,577,518,855,0,0,30,63,950,1577,0,6,0,0,71,72,21,51,91,121,32,34,16192,41001,1077,..,17263,41001
POA6028,7539,21978,254,449,19,57,269,511,84,147,106,165,0,0,0,0,9,11,197,320,9,14,0,0,10,12,0,0,20,30,6,5,8033,22852,336,..,8366,22852
POA6029,889,2530,67,112,67,102,135,208,0,0,6,15,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,3,1034,2758,87,..,1117,2758
POA6030,13252,36413,1262,2131,222,384,1481,2522,11,14,118,208,3,7,0,0,14,42,151,274,0,0,0,0,9,11,0,7,13,22,11,16,14913,39241,1080,..,15995,39241
POA6031,5993,17776,183,369,23,49,210,419,0,0,0,0,0,0,0,0,9,20,9,20,0,0,0,0,0,0,0,10,4,6,3,7,6214,18226,280,..,6494,18226
POA6032,74,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,3,73,183,7,..,83,183
POA6033,139,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,143,434,20,..,162,434
POA6034,1279,3529,9,24,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1287,3567,91,..,1375,3567
POA6035,3785,10270,84,134,15,27,100,161,0,0,0,0,0,0,0,0,0,11,7,8,0,0,0,0,0,3,0,0,0,3,4,5,3896,10447,428,..,4323,10447
POA6036,5974,16603,104,175,56,84,160,263,42,75,0,0,0,0,0,0,5,8,48,80,0,0,0,0,0,0,0,0,0,0,5,7,6189,16959,390,..,6578,16959
POA6037,1426,3620,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,4,7,0,3,1435,3630,204,..,1637,3630
POA6038,3534,9633,39,82,40,82,83,162,4,9,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,3,5,3629,9803,257,..,3883,9803
POA6041,604,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,9,8,0,0,611,1486,512,..,1117,1486
POA6042,52,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,6,5,60,105,56,..,115,105
POA6043,106,188,3,4,4,9,8,8,5,5,0,0,0,0,0,0,0,0,5,5,0,0,10,17,0,0,0,3,13,19,0,0,130,220,348,..,482,220
POA6044,524,1054,33,49,6,11,38,60,22,31,0,0,0,0,0,0,0,0,19,29,17,24,0,0,9,17,0,0,27,44,4,8,610,1195,861,..,1473,1195
POA6050,3643,9887,608,1009,601,1152,1212,2159,667,945,517,743,419,596,112,160,3,5,1721,2453,0,0,0,0,7,10,12,25,22,39,0,3,6594,14538,694,..,7286,14538
POA6051,2028,4926,536,986,1683,3077,2221,4068,1224,1921,503,752,413,599,281,457,0,0,2429,3732,0,0,0,0,13,11,3,8,16,14,7,29,6697,12765,1268,..,7966,12765
POA6052,3496,9070,442,831,209,434,647,1262,308,448,228,318,76,85,0,0,7,5,616,860,0,4,0,0,0,0,0,0,6,8,6,12,4774,11214,387,..,5163,11214
POA6053,5019,12349,867,1461,160,336,1030,1798,133,211,94,166,15,17,0,0,9,10,251,405,0,0,0,0,5,0,0,0,7,8,4,4,6298,14567,637,..,6937,14567
POA6054,6836,17177,1255,2216,241,494,1497,2712,235,360,43,50,58,90,0,0,10,18,344,513,0,0,0,0,4,15,5,9,10,16,11,27,8700,20446,691,..,9386,20446
POA6055,10400,29770,310,618,80,145,393,761,24,55,31,47,0,0,0,0,9,17,68,117,67,113,128,189,8,5,11,31,213,340,33,75,11099,31058,624,..,11724,31058
POA6056,13299,33623,2209,3821,499,858,2711,4676,261,395,214,322,110,181,63,91,24,55,681,1044,33,41,44,51,385,399,16,25,481,520,52,95,17222,39957,1606,..,18824,39957
POA6057,6150,15531,176,367,16,31,194,406,11,8,0,0,0,0,0,0,8,22,20,39,10,11,0,0,0,0,0,6,14,23,7,12,6370,16004,408,..,6785,16004
POA6058,4673,11817,463,729,22,42,486,775,0,0,0,0,0,0,0,0,9,16,9,16,23,50,110,156,61,80,0,0,197,287,5,9,5366,12908,329,..,5695,12908
POA6059,7008,18574,2216,4156,218,424,2435,4582,407,561,0,0,0,0,0,0,3,6,415,565,0,0,0,0,0,0,0,5,0,3,3,13,9867,23732,659,..,10532,23732
POA6060,4421,10721,4387,7998,1262,2708,5652,10707,1716,2850,155,244,38,63,0,0,0,0,1920,3157,0,0,0,0,0,0,0,0,0,0,10,16,11997,24604,1079,..,13074,24604
POA6061,10593,27538,5355,11406,715,1504,6075,12910,246,411,0,0,17,20,0,0,7,19,273,455,0,0,0,0,22,22,0,0,22,22,23,43,16977,40970,1454,..,18436,40970
POA6062,11194,28861,1846,3747,265,546,2114,4290,61,100,0,0,0,0,0,0,4,7,71,109,0,0,0,0,7,9,3,9,13,19,18,28,13408,33310,967,..,14371,33310
POA6063,4727,14088,296,556,19,30,320,584,31,37,25,35,0,0,0,0,10,21,73,96,0,0,0,0,0,0,0,0,0,0,0,3,5123,14768,283,..,5402,14768
POA6064,9536,27323,1306,2476,242,496,1553,2970,29,37,0,0,0,0,0,0,15,33,39,65,0,0,0,0,21,17,0,0,21,17,8,28,11158,30412,644,..,11800,30412
POA6065,21550,63194,1449,2750,119,259,1571,3006,4,12,39,45,0,0,0,0,15,24,57,82,130,155,21,28,39,54,9,30,198,263,6,21,23381,66566,1093,..,24470,66566
POA6066,5985,17488,284,452,70,135,344,585,0,0,0,0,0,0,0,0,10,25,10,25,0,0,0,0,3,3,0,0,3,3,3,4,6349,18102,290,..,6646,18102
POA6067,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,..,5,27
POA6068,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,10,0,..,5,10
POA6069,14342,42051,956,1953,244,488,1198,2441,43,81,101,180,0,0,0,0,15,21,158,282,0,0,0,0,3,4,0,0,6,8,12,18,15721,44796,932,..,16653,44796
POA6070,1321,3544,13,25,0,0,13,25,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,12,6,12,0,9,1342,3585,91,..,1431,3585
POA6071,1244,3259,16,23,0,0,16,23,0,0,0,0,0,0,0,0,3,4,3,4,0,0,4,4,0,0,0,0,4,4,4,4,1264,3292,85,..,1356,3292
POA6072,303,795,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,793,17,..,324,793
POA6073,1121,2874,99,118,0,0,99,118,0,0,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,14,21,4,3,1234,3026,93,..,1326,3026
POA6074,361,939,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,5,8,367,951,21,..,386,951
POA6076,7665,20336,378,546,46,74,419,619,41,69,0,0,0,0,0,0,28,47,69,116,0,0,0,0,10,23,36,88,49,116,11,22,8221,21215,560,..,8781,21215
POA6077,479,1369,101,143,26,38,125,185,0,0,0,0,0,0,0,0,4,30,4,30,0,0,0,0,0,0,0,0,0,0,0,4,614,1586,40,..,658,1586
POA6078,289,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,4,0,0,0,4,0,0,295,917,18,..,319,917
POA6079,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,4,..,12,34
POA6081,1724,4720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1725,4727,75,..,1805,4727
POA6082,1204,3235,4,4,0,0,4,4,0,0,0,0,0,0,0,0,4,9,4,9,0,3,0,0,0,3,0,0,3,5,0,5,1213,3258,68,..,1284,3258
POA6083,1226,3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,10,0,0,0,3,7,19,0,0,11,21,0,17,1248,3342,155,..,1405,3342
POA6084,3072,8479,9,28,0,0,9,28,0,0,0,0,0,0,0,0,0,3,0,3,3,8,0,0,10,9,3,4,15,15,9,10,3108,8541,328,..,3435,8541
POA6090,11,12,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,21,22,0,..,21,22
POA6100,3076,7455,798,1652,1204,2466,2001,4122,186,299,344,550,997,1601,658,1188,0,0,2186,3638,0,0,0,0,6,8,7,8,12,11,19,22,7290,15253,970,..,8263,15253
POA6101,4851,11813,1448,2823,171,358,1617,3183,536,1063,331,548,64,92,0,0,0,0,932,1700,0,0,0,0,7,10,0,6,9,7,13,23,7422,16728,601,..,8019,16728
POA6102,2702,6881,1805,4024,424,1023,2227,5048,361,488,100,159,114,136,0,0,0,0,583,786,0,0,0,0,4,7,0,0,3,5,15,22,5524,12745,657,..,6182,12745
POA6103,2155,5290,624,1106,461,1023,1087,2126,258,433,525,833,345,514,730,1244,4,4,1856,3032,0,0,0,0,0,0,0,0,0,0,10,20,5110,10470,886,..,5991,10470
POA6104,4673,11425,662,1162,508,999,1173,2162,190,313,21,40,100,160,73,124,6,15,394,649,15,30,7,8,3,3,4,5,28,45,17,28,6285,14319,713,..,7000,14319
POA6105,4783,12160,869,1919,563,1144,1436,3057,183,287,85,138,74,141,0,0,12,17,355,586,6,7,0,0,3,4,3,10,14,19,12,23,6606,15848,733,..,7331,15848
POA6106,12,16,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,18,24,0,..,21,24
POA6107,14067,39700,2119,5025,442,931,2563,5959,355,708,200,364,154,308,111,179,19,37,843,1600,26,51,0,0,15,15,33,78,65,143,48,102,17595,47505,1474,..,19066,47505
POA6108,7878,21849,630,1176,48,76,674,1247,21,48,78,148,0,0,0,0,10,23,112,219,0,0,0,0,0,0,0,0,5,3,5,3,8664,23320,508,..,9173,23320
POA6109,3991,11345,439,769,71,126,510,900,145,314,31,33,0,0,0,0,11,23,190,368,139,182,3,0,8,6,38,80,186,274,15,20,4889,12908,383,..,5269,12908
POA6110,14165,40442,1343,2455,139,257,1480,2716,253,453,6,7,0,0,0,0,13,40,276,498,3,4,0,0,21,18,16,28,41,47,12,20,15977,43723,957,..,16929,43723
POA6111,8179,21025,785,1453,20,46,801,1500,73,102,23,44,0,0,0,0,18,29,113,180,82,101,6,12,9,6,3,4,99,123,15,31,9211,22851,706,..,9921,22851
POA6112,22163,64363,2176,4020,37,61,2210,4082,84,132,28,44,0,0,0,0,21,60,138,238,38,48,133,175,31,27,14,48,213,299,22,58,24749,69033,1616,..,26369,69033
POA6121,967,3002,5,9,0,0,5,9,0,0,0,0,0,0,0,0,6,19,6,19,0,0,0,0,0,5,0,0,0,5,4,4,983,3039,52,..,1036,3039
POA6122,6990,20811,77,136,0,0,77,136,15,20,0,0,0,0,0,0,10,14,25,33,0,0,0,0,0,0,0,0,0,0,0,8,7102,20993,452,..,7551,20993
POA6123,776,2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,777,2165,55,..,829,2165
POA6124,449,1150,3,9,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,3,3,15,0,7,456,1177,33,..,493,1177
POA6125,1033,2923,6,7,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,7,8,95,152,0,5,10,28,117,197,17,23,1167,3154,64,..,1229,3154
POA6126,94,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,227,18,..,113,227
POA6147,4932,13155,613,1112,99,213,714,1329,127,246,0,0,0,0,0,0,13,47,140,292,0,0,0,0,0,0,0,0,4,3,3,20,5793,14798,465,..,6247,14798
POA6148,5679,15890,1031,2049,55,163,1087,2212,52,108,0,0,62,91,0,6,9,22,125,227,0,0,0,0,0,0,0,0,0,0,4,6,6897,18340,491,..,7391,18340
POA6149,5890,16726,515,1057,16,37,536,1089,188,232,0,0,156,231,0,0,15,34,360,489,0,0,0,0,0,0,0,0,0,0,0,4,6784,18315,406,..,7194,18315
POA6150,3925,11372,285,521,57,132,342,654,40,45,48,62,0,0,0,0,7,18,95,130,0,0,0,0,4,0,0,0,3,4,4,5,4370,12161,286,..,4660,12161
POA6151,3320,8989,453,818,1930,3514,2384,4328,328,484,467,737,540,920,562,907,0,4,1890,3051,0,0,0,0,0,0,4,4,4,4,10,16,7602,16387,1261,..,8860,16387
POA6152,5638,14959,2406,4277,1674,3427,4087,7703,643,1146,369,546,83,138,0,0,9,9,1111,1840,0,0,0,0,0,0,0,0,0,0,16,27,10850,24539,1138,..,11993,24539
POA6153,5751,15663,1138,2343,597,1432,1732,3772,240,402,117,180,393,710,182,297,6,6,934,1595,0,0,0,0,0,0,0,6,0,6,9,23,8431,21058,986,..,9416,21058
POA6154,2911,8078,907,1602,134,297,1046,1893,38,62,12,28,52,88,0,0,0,0,107,170,0,0,0,0,0,3,3,11,6,8,0,5,4065,10158,342,..,4412,10158
POA6155,15635,48542,715,1698,86,215,793,1914,415,1009,10,12,0,0,0,0,16,43,444,1067,3,3,0,0,0,0,6,12,9,18,13,14,16893,51558,696,..,17586,51558
POA6156,5413,14566,1021,1757,342,764,1364,2524,117,190,99,146,0,0,0,0,9,18,224,350,0,0,0,0,8,3,0,0,8,3,8,21,7020,17470,552,..,7568,17470
POA6157,3802,9630,1896,3292,167,363,2063,3654,181,229,151,222,36,71,0,0,4,11,372,534,0,0,0,0,3,7,0,0,3,7,25,48,6262,13872,532,..,6793,13872
POA6158,1982,5485,233,494,335,687,570,1182,60,91,163,229,182,289,35,65,4,3,449,675,0,0,0,0,3,3,9,20,18,27,3,4,3022,7377,296,..,3321,7377
POA6159,532,1355,111,236,460,867,567,1098,18,39,87,162,539,972,0,0,0,0,648,1174,0,0,0,0,12,10,6,4,15,18,0,0,1762,3645,284,..,2054,3645
POA6160,1679,4028,654,1200,731,1351,1387,2551,244,335,306,458,663,973,69,97,6,14,1282,1876,0,0,6,11,77,74,5,13,89,97,22,38,4461,8590,679,..,5137,8590
POA6161,73,151,57,123,0,0,57,123,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,24,29,0,0,31,39,20,27,184,345,57,..,238,345
POA6162,3656,9036,505,933,320,644,818,1576,115,156,219,324,49,86,0,0,32,55,412,625,3,6,166,255,8,4,14,30,188,293,15,22,5087,11562,484,..,5570,11562
POA6163,17137,42923,3189,5556,678,1286,3867,6847,532,838,552,838,528,844,141,233,61,128,1818,2881,0,0,0,3,10,18,6,3,19,27,35,48,22871,52728,1924,..,24792,52728
POA6164,20147,58131,1584,3145,407,813,1991,3961,279,407,371,573,503,829,163,242,28,50,1350,2105,0,3,0,0,9,14,3,3,14,16,12,29,23517,64245,1443,..,24958,64245
POA6165,28,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,9,10,6,11,39,75,3,..,41,75
POA6166,3627,9739,139,283,23,65,163,352,29,49,0,0,0,0,0,0,0,4,34,56,15,19,272,402,24,27,0,0,305,448,6,5,4127,10590,230,..,4359,10590
POA6167,9519,24991,350,566,95,158,440,720,330,466,151,261,0,0,0,0,10,18,490,743,0,6,0,0,21,19,4,3,22,26,16,19,10486,26502,878,..,11358,26502
POA6168,7921,18509,1241,1768,453,726,1691,2492,605,871,125,189,318,481,34,54,11,21,1088,1612,141,199,88,134,36,39,5,6,274,386,21,24,10989,23020,1340,..,12331,23020
POA6169,12897,32264,359,532,41,67,400,595,512,729,40,65,0,0,0,0,19,48,572,837,5,3,0,0,0,0,0,0,4,4,3,13,13883,33717,1388,..,15270,33717
POA6170,5583,16350,135,267,7,10,141,279,26,35,77,114,11,8,0,0,0,10,114,168,0,0,0,0,14,11,0,0,14,11,4,6,5853,16816,364,..,6215,16816
POA6171,12251,35319,318,562,102,163,421,720,0,0,39,52,0,0,0,0,7,13,47,68,36,63,26,30,3,7,53,75,117,172,8,17,12845,36304,816,..,13660,36304
POA6172,4352,12382,276,438,11,36,288,467,0,0,0,0,0,0,0,0,6,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,4638,12856,292,..,4931,12856
POA6173,3891,11766,29,73,13,13,38,88,12,16,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,3,5,3944,11868,256,..,4200,11868
POA6174,1952,5316,37,73,7,13,44,88,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,21,64,2020,5465,196,..,2222,5465
POA6175,1367,3818,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,1368,3823,157,..,1524,3823
POA6176,688,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,3,0,692,2023,48,..,742,2023
POA6180,2343,6475,7,10,0,0,7,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2351,6495,182,..,2532,6495
POA6181,148,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,151,456,5,..,162,456
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA6207,404,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,24,0,0,7,28,9,20,416,1198,29,..,444,1198
POA6208,4676,11491,257,402,23,39,286,442,11,8,0,0,0,0,0,0,4,4,9,12,121,168,10,19,0,8,0,3,141,201,6,18,5120,12168,883,..,5996,12168
POA6209,733,1754,6,11,0,0,6,11,0,0,0,0,0,0,0,0,3,11,3,11,74,106,19,30,0,0,0,5,91,136,0,0,837,1909,78,..,913,1909
POA6210,25276,60890,3593,5496,1103,1863,4692,7359,463,673,203,378,212,385,131,248,33,46,1036,1723,55,87,103,134,56,67,15,12,224,302,37,60,31272,70333,6185,..,37455,70333
POA6211,2969,7556,79,105,32,50,108,153,4,4,0,0,0,0,39,79,5,5,45,87,38,54,42,57,0,0,0,0,80,111,4,3,3209,7918,900,..,4108,7918
POA6213,268,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,5,8,0,0,9,25,0,7,284,672,69,..,354,672
POA6214,243,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,5,14,0,0,242,681,46,..,294,681
POA6215,1536,3679,101,164,0,0,105,166,0,0,0,0,0,0,0,0,0,3,0,3,23,39,0,0,3,10,8,10,35,59,15,23,1692,3932,525,..,2216,3932
POA6218,210,509,4,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,0,0,212,516,37,..,256,516
POA6219,223,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,231,591,33,..,256,591
POA6220,1581,3899,84,151,9,29,93,178,0,5,0,0,0,0,0,0,0,4,0,8,43,68,6,12,4,7,4,5,62,94,8,11,1740,4182,275,..,2017,4182
POA6221,77,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,0,0,0,5,7,12,18,51,6,4,97,269,10,..,111,269
POA6223,58,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,149,3,..,63,149
POA6224,448,1131,22,44,0,0,22,44,0,0,0,0,0,0,0,0,0,0,0,0,12,25,3,5,0,0,4,8,23,36,0,5,495,1212,75,..,570,1212
POA6225,3496,8243,123,182,0,0,123,182,116,170,0,0,0,0,0,0,0,8,112,170,19,35,0,3,8,12,5,9,32,59,12,23,3782,8677,488,..,4272,8677
POA6226,306,872,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,309,883,25,..,331,883
