POA_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
POA6161,8,14,32,18,18,26,9,5,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,17,7,0,6,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,6,0,0,0,0,3,3,0,0,0,4,0,0,3,0,0,9,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,4
POA6162,138,206,543,645,647,545,180,26,3,2934,0,0,0,0,0,7,0,0,0,19,0,3,21,29,15,8,0,0,0,75,7,9,17,19,21,18,3,0,0,88,0,0,5,4,3,6,0,0,0,15,0,4,13,12,23,11,6,0,0,66,0,5,8,13,9,4,0,0,0,36,37,33,23,27,36,29,13,0,0,206,66,57,50,25,8,14,6,0,0,221,0,4,8,15,18,11,0,0,0,48,6,0,6,5,12,4,0,0,0,31,0,0,8,16,9,7,6,0,0,48,0,0,7,11,13,6,0,0,0,38,0,12,76,87,57,36,10,0,0,282,3,3,7,8,20,15,6,0,0,61,3,3,27,42,54,32,12,0,0,177,6,32,78,114,155,138,41,0,0,565,10,46,136,133,191,171,44,0,0,737,4,10,22,23,17,10,9,0,0,95,10,15,28,31,29,19,4,0,0,132
POA6163,619,1255,3036,2935,2617,2294,712,60,5,13532,0,4,6,13,14,13,11,0,0,60,0,22,107,88,48,33,4,0,0,308,24,43,103,118,105,97,18,6,0,506,0,0,19,21,18,15,0,0,0,81,6,21,89,79,86,65,21,0,0,363,6,13,35,39,57,44,3,0,0,198,208,253,248,172,183,234,69,7,0,1376,239,206,189,116,89,57,20,0,0,917,0,19,61,65,90,58,12,0,0,310,4,4,9,22,18,8,0,0,0,69,4,12,65,76,60,41,13,0,0,261,3,10,37,42,44,28,15,6,0,180,10,76,308,244,159,103,19,4,0,929,3,25,79,89,76,74,14,0,0,363,5,34,154,193,197,162,33,0,0,772,39,105,432,445,553,444,114,5,0,2147,44,282,782,696,665,629,143,6,0,3253,24,43,70,52,56,40,7,0,0,292,30,60,123,111,112,91,20,0,0,557
POA6164,961,1583,4331,4814,3656,2182,552,41,0,18137,4,4,15,23,19,12,3,0,0,80,3,33,128,149,77,32,4,0,0,427,23,33,139,163,158,95,18,0,0,642,3,8,36,41,38,16,3,0,0,148,12,27,146,165,113,54,10,0,0,525,12,27,66,95,87,48,4,0,0,325,307,294,384,337,303,217,48,3,0,1880,386,220,179,133,114,54,10,0,0,1094,6,40,111,100,106,56,16,0,0,434,5,14,18,11,16,5,0,0,0,71,3,26,147,207,110,50,9,0,0,551,6,24,68,70,51,22,12,0,0,247,11,83,354,378,167,57,23,0,0,1070,18,59,132,121,112,83,24,0,0,545,6,57,240,330,225,132,19,0,0,1003,52,159,504,673,635,301,62,0,0,2388,70,407,1133,1087,883,603,107,3,0,4299,49,29,67,59,31,27,4,0,0,265,45,87,233,198,142,66,17,0,0,791
POA6165,5,0,6,3,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,158,220,478,615,608,580,174,22,0,2857,0,0,4,4,3,9,4,0,0,24,0,3,16,18,10,5,0,0,0,61,4,6,17,26,29,20,4,0,0,97,0,0,0,5,0,3,0,0,0,13,3,8,34,22,12,16,3,0,0,97,0,0,7,13,9,20,4,0,0,56,55,49,44,27,64,52,10,0,0,303,69,19,12,20,15,9,0,0,0,152,0,0,14,9,12,10,11,0,0,60,0,3,3,0,0,0,0,0,0,12,0,4,11,23,13,11,5,0,0,60,0,6,8,3,9,11,6,0,0,45,5,14,34,43,39,28,7,0,0,159,0,4,11,17,22,19,0,0,0,77,0,17,23,36,40,28,13,0,0,149,7,20,70,94,121,78,19,0,0,405,12,53,115,148,127,121,16,0,0,598,6,7,0,14,6,4,0,0,0,34,15,9,40,25,29,28,5,0,0,152
POA6167,343,573,1426,1621,1325,841,218,11,4,6347,3,3,9,15,29,16,0,0,0,76,3,8,32,34,32,15,0,0,0,125,9,19,70,78,46,39,9,0,0,266,0,0,10,10,20,7,0,0,0,47,0,13,55,54,41,30,3,0,0,201,6,8,18,22,26,14,5,0,0,96,95,93,148,174,131,85,12,0,0,741,130,76,88,58,44,22,6,0,0,420,4,4,47,45,39,20,9,0,0,165,4,0,14,4,6,0,0,0,0,31,0,8,47,54,21,15,4,0,0,153,0,6,13,24,21,7,8,0,0,81,0,15,61,81,38,19,5,0,0,224,3,21,48,85,46,33,6,0,0,251,0,11,75,94,64,62,10,0,0,307,20,37,141,174,145,92,26,0,0,627,16,130,334,349,345,207,48,0,0,1427,6,16,21,29,8,10,0,0,0,90,10,20,76,67,39,19,5,5,0,231
POA6168,273,597,1155,955,1057,1079,268,27,0,5407,0,3,9,13,7,14,0,0,0,44,0,7,19,23,18,16,3,0,0,96,5,14,27,44,52,39,14,0,0,196,0,0,6,4,14,6,0,0,0,34,0,5,22,21,32,32,3,4,0,116,0,3,7,18,14,16,0,0,0,61,85,88,103,95,99,105,21,0,0,590,107,65,62,59,38,37,11,0,0,387,0,18,14,18,35,20,9,0,0,114,0,9,6,0,0,0,0,0,0,20,0,0,18,23,23,17,0,0,0,84,4,3,13,7,16,10,4,0,0,56,0,12,42,31,32,25,9,0,0,154,3,9,41,46,58,40,8,0,0,209,11,73,119,81,89,77,21,3,0,474,9,41,90,98,149,135,34,0,0,552,11,79,159,213,270,285,62,0,0,1082,7,8,19,13,9,10,0,0,0,70,12,14,46,35,44,32,8,0,0,187
POA6169,437,667,1484,1511,1621,1533,328,31,8,7623,0,0,13,14,17,0,0,0,0,45,0,7,32,36,41,29,0,0,0,155,17,19,58,59,82,48,4,0,0,292,0,7,12,11,4,11,0,0,0,50,6,9,39,46,53,46,11,0,0,208,10,9,26,15,35,22,4,0,0,106,128,158,154,137,197,170,33,0,0,969,185,79,64,60,54,27,11,0,0,482,0,8,22,23,41,30,5,0,0,133,4,3,4,15,10,4,0,0,0,36,0,11,39,28,26,17,0,0,0,123,0,6,19,21,27,23,8,3,0,97,7,29,56,97,63,36,22,0,0,300,8,17,61,67,79,53,16,0,0,309,0,27,80,122,111,118,13,0,0,467,22,59,167,267,285,255,50,4,0,1119,32,117,297,360,423,389,83,4,0,1705,13,21,24,14,13,10,0,0,0,103,24,27,68,59,58,41,10,0,0,280
POA6170,222,423,1231,1294,775,435,69,15,0,4462,0,0,6,4,10,4,0,0,0,25,0,14,30,37,15,10,0,0,0,100,10,11,44,50,38,14,0,0,0,167,0,0,9,14,10,4,0,0,0,31,0,9,35,28,34,18,5,0,0,118,7,6,28,10,15,4,0,0,0,61,45,70,139,79,78,37,4,0,0,455,95,69,81,37,32,9,0,0,0,322,4,11,32,26,17,10,0,0,0,101,0,0,11,4,3,4,0,0,0,20,0,7,42,46,11,6,0,0,0,123,6,6,7,17,10,5,0,0,0,43,0,23,57,84,31,20,0,0,0,213,3,19,69,51,28,17,0,0,0,195,0,29,63,58,48,27,5,0,0,232,3,39,122,124,105,55,4,0,0,448,15,107,314,326,213,123,10,0,0,1115,3,4,26,3,3,0,3,0,0,41,9,17,58,28,22,7,3,0,0,150
POA6171,580,726,2368,2350,1726,997,207,13,0,8962,0,6,4,7,8,3,8,0,0,40,4,25,78,78,47,27,6,0,0,267,12,18,80,84,57,24,6,0,0,279,0,8,18,16,16,5,0,0,0,56,5,24,89,75,37,30,3,0,0,258,6,8,49,31,26,14,0,0,0,123,153,163,308,233,174,98,15,0,0,1146,288,120,96,90,50,13,3,0,0,667,3,14,63,49,41,33,3,0,0,201,7,3,8,7,3,5,0,0,0,33,8,16,80,86,44,20,0,0,0,246,5,14,53,39,25,12,5,0,0,146,6,28,125,109,62,37,8,0,0,361,7,28,87,94,62,35,9,0,0,332,13,45,160,164,145,64,4,0,0,596,24,65,277,378,312,112,16,0,0,1190,31,166,565,537,441,280,30,0,0,2061,19,25,47,26,14,0,0,0,0,120,22,37,108,92,74,35,7,0,0,366
POA6172,215,318,590,556,739,547,119,3,0,3092,0,0,0,8,5,0,0,0,0,18,0,7,16,21,18,12,0,0,0,70,3,0,17,20,22,21,0,0,0,85,0,0,0,9,3,4,0,0,0,9,0,4,17,19,25,20,0,0,0,87,0,3,10,11,10,0,3,0,0,46,80,64,70,74,109,61,13,0,0,468,98,57,29,22,23,9,0,0,0,240,0,0,9,19,18,19,0,0,0,63,3,5,10,0,0,0,0,0,0,13,0,0,16,8,19,4,0,0,0,60,0,0,10,15,11,8,0,0,0,42,0,7,21,27,28,12,0,0,0,95,3,15,22,28,37,27,0,0,0,128,3,6,31,36,55,38,5,0,0,181,10,21,52,96,126,72,10,0,0,383,14,65,112,129,218,151,12,0,0,704,9,5,8,3,5,9,0,0,0,51,13,12,22,24,12,15,0,0,0,97
POA6173,307,295,471,756,848,487,72,3,0,3244,0,0,0,5,0,4,0,0,0,9,0,4,17,26,23,8,0,0,0,80,7,11,20,22,32,8,0,0,0,104,3,0,3,4,3,4,0,0,0,20,3,5,22,25,31,6,0,0,0,91,0,3,6,10,13,5,0,0,0,36,101,60,55,69,98,48,0,0,0,419,133,48,15,23,14,9,0,0,0,243,0,5,9,20,11,6,0,0,0,47,0,0,7,0,0,0,0,0,0,14,0,5,13,21,27,7,0,0,0,74,0,10,10,18,16,9,0,0,0,63,0,9,26,38,42,11,0,0,0,132,4,8,16,22,17,17,0,0,0,86,5,25,34,52,60,35,0,0,0,212,15,24,62,152,188,68,10,0,0,520,22,53,96,176,228,84,13,0,0,686,8,0,12,15,8,4,0,0,0,48,10,9,33,25,36,7,4,0,0,123
POA6174,115,171,328,319,258,144,32,3,0,1371,0,6,0,3,0,0,0,0,0,3,0,14,11,8,8,0,0,0,0,41,5,3,15,14,6,0,0,0,0,51,0,0,0,0,0,0,0,0,0,5,0,0,17,7,8,0,0,0,0,44,0,0,3,0,4,5,0,0,0,14,33,29,44,39,25,17,0,0,0,191,34,11,17,10,4,0,0,0,0,84,0,0,0,10,6,5,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,0,13,12,9,0,0,0,0,32,0,3,8,0,0,3,0,0,0,21,0,4,23,14,13,7,5,0,0,59,0,10,14,12,18,4,0,0,0,68,4,8,23,17,20,15,0,0,0,80,5,13,35,80,65,25,0,0,0,227,12,31,60,79,69,43,7,0,0,289,9,4,7,6,3,0,0,0,0,26,0,4,26,11,13,8,0,0,0,66
POA6175,82,102,161,213,236,152,17,6,0,975,0,0,0,0,0,0,0,0,0,0,0,4,7,4,3,3,0,0,0,26,4,3,8,12,8,7,0,0,0,36,0,0,3,0,0,0,0,0,0,4,0,0,5,5,4,8,0,0,0,29,0,0,0,3,9,4,0,0,0,10,31,26,14,17,21,3,0,0,0,116,41,12,4,8,3,0,0,0,0,67,0,0,3,3,3,0,0,0,0,13,0,6,0,0,0,0,0,0,0,6,0,0,7,4,5,5,0,0,0,19,0,0,3,0,3,4,0,0,0,16,0,0,8,6,8,3,0,0,0,27,0,3,9,3,6,5,0,0,0,20,0,0,6,12,13,4,0,0,0,42,4,10,26,53,64,30,7,0,0,200,3,13,44,52,56,45,3,0,0,219,0,4,9,0,3,0,0,0,0,17,0,3,13,11,11,6,0,0,0,44
POA6176,25,44,165,95,86,79,14,3,0,514,0,0,0,3,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,5,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,10,3,4,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,8,7,21,13,9,13,0,0,0,73,10,8,5,3,0,4,0,0,0,29,0,0,4,3,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,3,5,0,0,0,0,0,5,0,0,4,3,6,0,0,0,0,16,0,0,6,3,7,0,0,0,0,14,0,9,12,4,9,6,0,0,0,31,0,5,10,17,15,8,3,0,0,65,0,6,43,24,17,14,6,0,0,104,3,0,6,3,3,0,6,0,0,14,4,5,8,0,5,0,0,0,0,29
POA6180,120,135,357,393,277,174,39,8,0,1510,0,0,0,0,0,0,0,0,0,7,0,6,9,10,12,3,0,0,0,42,6,9,14,14,14,10,0,0,0,58,0,0,0,0,0,0,0,0,0,4,0,0,6,12,8,3,0,0,0,32,0,0,5,4,6,0,0,0,0,17,44,22,47,41,37,14,3,0,0,218,47,22,17,14,14,3,4,0,0,121,0,4,7,12,0,9,0,0,0,34,0,0,5,0,0,0,0,0,0,6,0,4,4,8,3,0,0,0,0,26,0,0,10,4,5,0,0,0,0,31,0,3,17,4,11,0,4,0,0,48,0,5,14,17,12,4,0,0,0,45,0,7,15,18,14,10,0,0,0,68,0,12,44,65,61,33,6,0,0,218,7,27,99,101,80,60,16,0,0,379,3,4,5,5,0,0,0,0,0,24,0,4,24,18,10,3,0,0,0,67
POA6181,11,11,13,19,45,31,6,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0,4,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,16,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,5,0,0,0,7,0,0,0,3,4,9,0,0,0,14,0,0,0,0,9,8,3,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,6
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,16,22,44,65,70,49,17,0,0,283,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,0,0,0,0,11,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,3,0,0,0,0,4,9,3,10,10,6,5,0,0,0,35,3,0,0,0,7,4,0,0,0,20,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,3,0,0,7,0,0,0,0,9,0,0,4,0,3,0,0,0,0,10,0,0,7,0,5,0,0,0,0,11,0,0,3,10,7,7,0,0,0,37,0,0,5,8,12,11,0,0,0,37,0,0,0,3,3,0,0,0,0,12,0,0,4,3,3,5,3,0,0,16
POA6208,163,208,475,462,502,473,149,34,6,2471,0,0,9,11,15,10,10,0,0,51,9,13,21,20,19,12,0,0,0,99,13,8,25,25,38,25,5,0,0,130,0,0,4,0,4,0,0,0,0,10,0,0,18,14,20,12,3,0,0,72,5,3,4,4,10,0,0,0,0,30,60,41,50,45,63,51,8,0,0,328,68,30,27,29,33,22,11,0,0,220,0,3,4,8,18,21,3,0,0,52,0,5,0,0,0,0,0,0,0,4,0,0,5,15,8,0,0,0,0,35,3,0,8,14,14,18,5,0,0,58,0,11,27,29,15,15,0,0,0,91,0,7,10,16,24,18,0,0,0,82,4,3,11,20,34,28,3,0,0,102,7,18,43,73,73,70,21,0,0,296,13,34,80,106,97,103,23,3,0,454,8,4,10,8,5,6,6,0,0,52,8,6,30,21,18,14,0,0,0,103
POA6209,32,36,38,55,84,87,28,3,0,369,0,0,3,0,0,0,3,0,0,9,0,0,0,0,3,0,0,0,0,11,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,14,4,0,0,0,0,0,0,0,0,6,7,14,7,3,12,7,4,0,0,61,17,3,0,0,7,6,0,0,0,36,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,7,0,0,0,3,0,6,0,0,0,13,0,0,0,3,0,3,0,0,0,10,0,0,4,7,9,0,0,0,0,18,0,6,10,7,25,9,0,0,0,54,0,8,8,14,19,27,0,0,0,84,0,0,0,0,4,0,0,0,0,8,3,5,6,6,4,4,0,0,0,21
POA6210,919,1239,2487,2609,2985,2827,849,113,4,14032,0,0,10,17,18,16,3,0,0,68,9,44,79,86,105,67,10,0,0,392,32,49,97,104,111,89,15,4,0,504,0,7,15,21,24,13,3,0,0,78,10,11,75,90,89,81,23,3,0,374,0,8,13,26,38,26,13,5,0,120,298,290,349,311,389,326,63,5,0,2033,413,190,194,176,158,119,24,0,0,1270,11,13,26,50,54,75,22,7,0,259,7,10,7,14,12,9,0,0,0,61,0,11,42,59,67,45,6,0,0,225,4,18,45,66,63,61,12,4,0,276,7,53,105,121,124,89,28,0,0,524,8,52,87,131,139,114,31,0,0,563,7,35,107,150,191,158,34,5,0,684,36,100,311,431,604,458,79,5,0,2011,62,256,603,701,861,827,156,0,0,3463,22,28,39,45,35,29,9,0,0,219,41,68,133,122,122,96,20,3,0,603
POA6211,124,107,241,352,391,306,96,12,0,1637,0,0,0,0,3,0,5,0,0,12,0,5,15,16,18,9,0,0,0,66,7,5,9,15,12,3,9,0,0,50,0,0,0,4,3,0,0,0,0,10,0,4,6,9,20,9,0,0,0,55,0,0,3,0,4,4,0,0,0,16,34,35,25,45,47,33,10,0,0,229,60,5,15,15,15,17,3,0,0,128,0,0,3,0,8,7,0,0,0,19,0,0,0,3,0,0,0,0,0,7,0,4,9,3,5,7,0,0,0,27,0,0,4,13,9,10,0,0,0,37,0,0,16,12,19,16,0,0,0,76,3,0,7,8,21,6,0,0,0,51,0,6,12,22,24,19,0,0,0,81,0,7,35,59,77,57,10,0,0,246,12,27,56,88,78,76,13,0,0,339,6,4,3,5,0,4,0,0,0,25,3,4,21,13,18,8,4,0,0,66
POA6213,8,7,21,26,39,32,15,0,0,147,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,0,3,4,4,0,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,7,0,0,0,8,0,0,4,3,5,5,4,0,0,20,0,0,3,0,7,13,3,0,0,22,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,4
POA6214,11,20,21,33,40,24,18,3,0,172,0,0,0,0,0,4,6,0,0,22,0,0,0,3,0,0,0,0,0,3,0,7,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,6,0,0,0,20,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,11,0,0,0,4,8,0,0,0,0,13,0,0,4,9,5,7,0,0,0,23,5,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,3
