POA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
POA6108,4,0,0,0,720,722,21,0,0,0,719,745,425,15,13,0,942,1402,975,58,88,4,513,1642,920,60,129,3,316,1433,877,58,193,16,155,1292,871,41,150,31,58,1150,457,12,38,63,7,581,87,0,4,41,3,142,11,5,3,0,6,22,4657,254,625,162,3444,9132,5,0,0,0,707,710,48,5,0,0,643,693,664,45,46,4,760,1522,1078,91,98,4,367,1631,926,91,215,25,250,1501,932,76,255,72,100,1447,777,49,206,169,40,1243,308,11,64,243,7,627,39,0,11,141,0,193,14,0,4,9,0,28,4780,367,898,661,2875,9584,4,0,0,0,1424,1432,67,5,0,0,1366,1439,1096,58,63,4,1705,2920,2053,143,183,6,884,3268,1844,154,339,30,567,2933,1817,139,451,84,255,2741,1649,87,357,205,98,2391,762,25,102,304,17,1205,128,0,16,183,4,335,23,7,7,9,5,42,9441,622,1522,822,6318,18717
POA6109,3,0,0,0,412,410,3,0,0,0,415,420,347,14,8,0,553,924,634,47,70,3,313,1074,478,40,78,3,226,827,332,38,124,13,132,649,314,24,90,24,45,503,172,9,33,38,14,261,41,4,4,23,0,78,10,0,0,0,3,19,2342,177,410,108,2117,5163,0,0,0,0,363,364,38,7,0,0,396,441,510,19,21,0,433,984,609,47,57,12,225,948,413,41,94,22,155,720,334,27,147,54,93,652,279,23,129,96,33,548,128,4,40,123,11,314,17,0,3,106,6,133,11,0,0,4,0,9,2329,173,489,421,1697,5108,6,0,0,0,773,779,42,8,0,0,808,864,852,37,30,0,987,1908,1245,95,118,21,540,2022,886,83,169,27,381,1546,668,67,272,67,227,1297,593,47,220,115,75,1051,300,14,77,161,23,578,62,3,10,128,8,213,16,0,0,4,4,30,4677,352,897,527,3817,10272
POA6110,3,0,0,0,1422,1424,37,0,0,0,1399,1441,958,45,34,3,1730,2763,2135,127,154,4,869,3284,1727,121,280,17,597,2739,1376,100,318,36,291,2116,1079,71,257,91,111,1614,548,30,91,99,35,804,150,4,24,108,7,293,27,0,0,4,9,41,8037,501,1163,370,6460,16530,3,0,0,0,1384,1388,108,11,5,0,1253,1368,1420,97,76,5,1447,3050,2292,182,244,33,781,3528,1700,161,392,81,479,2806,1327,123,467,129,188,2241,902,77,400,311,64,1748,399,18,152,439,23,1032,97,8,37,347,13,502,31,5,0,11,13,60,8276,672,1776,1357,5630,17711,5,0,6,3,2801,2812,143,9,3,3,2654,2811,2379,138,115,7,3175,5816,4426,307,398,33,1646,6812,3423,279,671,95,1074,5543,2700,225,790,167,478,4356,1984,150,654,405,171,3362,947,49,242,539,56,1837,248,9,61,462,20,799,57,0,0,13,18,97,16314,1177,2940,1725,12091,34246
POA6111,0,0,0,0,727,728,15,4,0,0,651,668,353,24,18,0,941,1330,724,75,96,8,539,1437,789,96,178,9,437,1506,914,62,244,29,225,1482,896,56,178,47,78,1265,409,8,64,78,25,589,97,0,20,46,5,166,5,0,0,0,3,11,4203,334,796,221,3634,9181,0,0,0,0,713,714,34,3,0,0,582,620,516,41,36,4,758,1352,852,90,151,6,453,1548,888,98,254,29,294,1559,885,84,331,84,136,1517,822,44,257,196,45,1367,287,21,101,211,10,629,54,0,18,134,3,207,0,0,0,4,7,15,4338,388,1145,667,3003,9537,0,0,0,0,1438,1437,46,7,0,6,1233,1289,864,66,54,4,1694,2690,1572,166,245,13,992,2986,1675,192,430,40,730,3067,1803,148,573,108,363,3003,1719,99,441,245,125,2631,699,34,157,289,41,1215,148,0,35,179,14,374,11,0,3,4,11,32,8538,719,1936,891,6641,18718
POA6112,3,0,0,0,1959,1964,65,0,0,0,1857,1931,1876,89,67,5,3059,5090,4157,200,244,10,1274,5883,2374,196,393,27,780,3764,1825,156,441,70,383,2880,1322,93,330,92,135,1957,689,39,122,97,37,989,148,9,24,80,8,269,39,4,4,3,9,60,12501,784,1628,374,9495,24781,5,0,0,0,1961,1966,144,17,4,4,1839,2005,2900,172,118,14,2737,5940,4278,281,409,40,1195,6208,2251,263,559,90,657,3818,1758,171,708,225,279,3143,1214,98,470,419,87,2290,479,24,145,400,19,1066,70,6,30,279,5,386,55,7,0,21,10,83,13141,1038,2435,1503,8795,26909,4,0,0,0,3917,3923,206,18,7,4,3698,3938,4768,266,183,16,5793,11031,8436,484,653,46,2469,12092,4622,460,950,114,1438,7587,3583,324,1149,296,660,6021,2534,184,800,508,218,4249,1170,66,264,500,58,2057,223,8,57,361,10,650,93,9,5,26,17,145,25642,1817,4067,1875,18288,51690
POA6121,0,0,0,0,116,116,5,0,0,0,113,111,29,0,4,0,71,106,110,4,10,0,32,158,159,12,13,0,26,213,189,7,36,3,26,261,119,3,25,6,5,153,50,0,4,8,4,65,7,0,0,3,4,17,0,0,0,0,0,3,666,29,86,22,393,1200,0,0,0,0,116,116,0,0,0,0,81,83,50,0,7,0,77,130,148,3,11,0,35,203,196,10,22,5,38,272,170,6,27,7,23,240,117,0,23,8,11,152,22,0,11,17,0,48,4,0,0,10,0,9,0,0,0,0,0,0,713,27,94,46,372,1248,0,0,0,0,224,224,5,0,0,0,192,197,85,5,10,0,145,235,254,13,15,0,67,354,352,22,34,4,69,484,359,15,65,11,52,496,235,3,44,10,17,308,76,0,9,18,4,112,10,0,0,11,4,23,0,0,0,0,0,3,1380,53,180,67,762,2444
POA6122,0,0,0,0,622,623,25,0,0,0,496,520,635,39,32,0,857,1559,1056,44,87,3,428,1623,713,51,116,3,213,1096,592,35,112,10,58,809,405,10,54,33,19,520,185,6,18,28,4,237,29,0,0,18,3,52,7,0,0,0,0,4,3640,182,426,93,2702,7043,0,0,0,0,664,664,48,3,0,0,523,578,972,72,65,3,895,2006,1085,92,137,8,396,1718,731,61,191,19,188,1195,570,58,180,53,64,925,363,17,91,98,14,582,124,0,35,69,0,226,19,0,5,61,0,94,13,0,0,9,0,22,3930,308,708,309,2750,8005,0,0,0,0,1287,1287,77,3,0,0,1016,1097,1603,114,99,3,1746,3567,2144,140,226,4,821,3336,1448,111,311,22,405,2298,1161,92,298,65,122,1732,769,25,149,129,30,1107,307,7,50,93,7,463,48,0,9,82,3,141,15,0,0,7,6,24,7562,492,1136,403,5446,15047
POA6123,0,0,0,0,56,54,7,0,0,0,72,79,71,0,9,0,102,183,65,15,6,0,39,122,66,11,17,0,27,117,76,4,17,0,12,111,55,5,11,6,5,86,23,0,0,0,0,25,7,0,0,3,0,9,0,0,0,0,0,0,371,37,61,11,310,789,0,0,0,0,71,71,12,0,0,0,56,68,95,10,4,0,102,211,77,12,10,0,30,132,72,13,18,0,19,130,84,9,23,9,0,119,45,4,9,9,6,67,16,0,3,8,0,31,4,0,0,3,0,11,0,0,0,0,0,0,404,41,74,27,281,830,0,0,0,0,126,126,18,0,0,0,132,143,169,14,11,0,200,390,140,27,19,0,63,255,141,20,38,0,45,246,159,5,39,9,16,229,99,6,20,13,10,157,40,0,3,8,0,52,16,0,0,9,0,21,0,0,0,0,0,0,779,80,133,35,591,1619
POA6124,0,0,0,0,26,26,0,0,0,0,21,18,21,0,0,0,27,45,46,0,0,0,12,64,53,5,10,0,17,86,53,3,19,5,21,99,36,3,8,0,4,48,24,3,3,4,0,34,5,0,0,3,0,7,0,0,0,0,0,0,231,15,45,13,128,431,0,0,0,0,34,34,0,0,0,0,24,27,32,0,0,0,23,55,48,3,5,0,25,85,66,3,10,4,22,103,56,8,13,9,10,86,35,0,9,4,0,48,16,0,3,10,3,32,3,0,0,3,0,8,0,0,0,0,0,0,250,17,45,29,137,474,0,0,0,0,63,63,0,0,0,0,43,40,50,0,0,0,50,103,91,5,8,0,37,150,115,12,21,5,42,190,107,9,32,9,30,188,68,0,20,4,3,93,33,3,11,14,4,66,6,0,0,6,0,18,0,0,0,0,0,0,480,34,89,40,269,908
POA6125,0,0,0,0,123,123,9,0,0,0,90,100,65,7,7,0,117,195,132,12,11,4,96,247,209,27,43,0,69,345,184,9,40,0,37,272,134,8,33,9,16,195,81,5,6,11,3,109,15,0,5,6,0,19,0,0,0,0,0,0,815,65,137,31,559,1607,0,0,0,0,111,111,9,0,0,0,77,83,63,0,4,0,85,156,118,3,12,5,50,182,180,15,29,6,38,263,182,10,21,14,15,253,118,7,24,24,5,171,58,0,12,23,3,104,8,0,0,16,0,27,0,0,0,0,3,5,729,44,117,85,380,1346,0,0,0,0,239,239,18,0,0,0,163,178,128,8,7,0,207,346,247,14,22,0,145,433,380,41,75,3,105,606,359,23,66,17,56,522,243,12,55,33,22,366,142,5,21,37,3,215,21,0,5,22,0,47,0,0,0,0,3,4,1546,103,251,119,939,2949
POA6126,0,0,0,0,8,8,0,0,0,0,9,9,0,0,0,0,8,7,4,0,0,0,12,20,13,0,0,0,3,14,16,0,4,0,6,31,15,0,9,0,4,27,4,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,55,8,12,0,46,125,0,0,0,0,10,10,0,0,0,0,0,3,3,0,0,0,0,7,13,0,0,0,8,15,14,0,8,0,6,21,11,0,3,0,0,22,11,0,0,0,0,20,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,3,9,6,23,98,0,0,0,0,12,12,0,0,0,0,8,10,6,0,0,0,5,11,14,0,0,0,17,30,21,5,8,0,9,36,32,5,9,0,11,52,32,0,8,0,5,41,13,0,4,5,0,19,3,0,0,0,0,3,0,0,0,0,0,0,117,12,23,9,71,228
POA6147,0,0,0,0,424,428,10,0,0,0,516,525,348,10,20,0,697,1079,682,32,63,0,343,1118,539,50,99,3,196,886,479,37,119,13,130,778,521,35,86,36,56,729,256,16,40,31,15,356,55,0,3,25,0,89,14,0,0,0,10,24,2898,180,433,121,2387,6009,0,0,0,0,347,347,26,3,0,0,386,415,470,34,25,0,510,1035,700,48,69,5,281,1101,539,51,115,24,154,876,537,38,191,62,103,933,449,29,140,113,55,785,176,7,41,171,13,409,25,0,4,95,3,122,10,0,0,3,6,17,2922,213,593,469,1849,6043,0,0,0,0,772,776,37,7,0,0,899,942,822,41,43,0,1211,2114,1382,78,133,4,621,2218,1073,103,207,28,353,1766,1013,80,311,72,231,1710,966,60,225,148,113,1509,430,17,83,205,21,764,77,4,9,116,5,210,20,0,5,3,13,46,5823,392,1022,582,4236,12054
POA6148,0,0,0,0,676,676,6,0,0,0,551,560,262,6,8,0,512,785,891,30,40,0,233,1191,911,30,88,13,149,1188,788,38,102,14,94,1032,679,22,98,32,65,897,429,4,62,43,22,563,150,0,12,62,10,232,19,0,0,0,4,27,4130,140,407,170,2306,7151,0,0,0,0,658,662,22,0,0,0,506,527,396,8,12,4,452,869,1033,53,81,7,193,1374,984,56,126,12,129,1305,758,35,168,40,71,1071,649,32,176,139,45,1044,355,10,86,259,29,742,78,0,11,233,12,337,15,0,4,5,3,28,4296,191,670,700,2097,7963,0,0,0,0,1336,1336,24,0,0,0,1055,1085,654,21,20,4,963,1654,1927,81,124,7,421,2564,1899,86,216,23,280,2495,1546,71,267,57,163,2107,1328,52,273,170,110,1937,783,15,144,303,48,1306,226,0,22,302,21,574,38,0,6,9,7,55,8427,330,1077,875,4403,15114
POA6149,0,0,0,0,606,608,3,0,0,0,482,488,249,4,6,0,556,815,848,36,45,0,225,1151,863,37,64,4,117,1091,851,22,89,11,80,1049,1041,20,107,29,40,1250,444,6,46,43,17,555,106,4,10,66,0,188,6,0,0,0,0,8,4404,143,374,167,2128,7205,0,0,0,0,541,541,6,0,0,0,457,462,371,10,10,0,427,815,992,43,71,6,188,1295,923,58,111,18,103,1209,991,35,153,46,57,1280,907,37,172,154,51,1311,304,9,81,194,18,604,57,0,21,239,0,317,8,0,0,3,8,18,4555,188,611,651,1849,7856,0,0,0,0,1147,1154,7,0,0,0,935,948,616,14,14,0,980,1629,1837,80,114,8,412,2448,1787,98,178,19,221,2303,1838,53,235,59,137,2325,1943,56,279,182,89,2559,747,21,125,230,31,1157,158,11,29,308,5,507,14,0,0,3,5,25,8962,325,983,812,3975,15064
POA6150,0,0,0,0,485,487,5,0,0,0,512,514,155,4,11,0,487,654,483,10,35,0,168,694,589,21,56,0,75,746,632,21,72,10,46,785,734,23,52,21,26,854,425,18,33,55,11,535,151,5,14,88,4,259,9,0,0,0,4,18,3197,99,263,178,1816,5553,0,0,0,0,558,559,8,0,0,0,494,511,273,14,24,0,357,660,605,28,47,6,142,819,696,39,84,3,77,905,717,32,97,20,40,905,680,18,90,95,35,916,315,11,47,185,14,572,67,0,22,246,6,339,11,0,0,0,7,20,3374,139,406,555,1727,6207,0,0,0,0,1041,1046,14,0,0,0,1010,1025,424,21,37,0,842,1316,1089,40,76,3,306,1517,1291,58,132,4,157,1651,1344,50,172,29,87,1686,1413,40,145,112,59,1769,746,30,81,241,26,1112,218,5,32,341,10,604,21,0,4,0,8,35,6575,239,672,734,3544,11760
POA6151,0,0,0,0,556,562,5,0,0,0,587,594,249,8,17,0,927,1198,658,31,69,0,353,1111,693,67,113,3,214,1085,665,50,142,23,132,1010,649,30,138,25,101,939,299,7,67,34,32,441,74,0,9,33,4,115,28,0,0,0,18,48,3318,200,556,123,2914,7109,0,0,0,0,459,456,9,0,0,0,620,627,359,22,27,0,818,1239,687,37,76,4,337,1137,745,70,165,12,163,1155,700,46,228,41,115,1134,585,27,200,104,74,982,217,12,72,138,33,479,32,0,19,117,11,175,18,0,3,0,13,36,3363,217,799,415,2634,7422,0,0,0,0,1013,1019,17,0,0,0,1205,1219,610,32,42,0,1744,2432,1344,70,142,6,688,2250,1442,134,273,16,379,2242,1371,97,375,68,243,2149,1230,59,340,129,168,1925,520,16,139,169,67,915,105,4,27,142,16,293,48,0,4,0,31,82,6683,414,1351,531,5546,14535
POA6152,3,0,0,0,837,842,18,0,0,0,1110,1128,450,16,12,0,1458,1950,1024,37,71,0,487,1626,880,59,150,5,252,1347,859,46,168,34,188,1287,874,39,185,51,96,1240,467,12,65,67,43,652,170,0,18,114,17,327,20,0,0,0,17,43,4773,217,679,258,4511,10438,0,0,0,0,661,657,27,0,0,0,1051,1087,646,34,45,0,1262,1986,1110,58,135,8,448,1752,988,72,202,21,276,1563,928,77,319,65,187,1571,781,51,311,183,108,1432,342,23,151,315,69,894,123,9,41,421,18,616,18,0,5,4,10,35,4966,322,1202,1019,4086,11588,6,0,0,0,1498,1507,50,0,0,0,2164,2214,1102,52,57,0,2715,3932,2134,99,206,8,935,3383,1871,132,346,29,523,2901,1781,121,484,95,374,2859,1653,88,494,232,202,2675,809,35,215,377,113,1551,298,14,62,540,35,941,38,0,4,3,35,75,9734,541,1875,1279,8600,22024
POA6153,0,0,0,0,620,624,3,0,0,0,623,624,280,8,9,0,730,1030,951,51,70,0,259,1326,991,58,101,4,154,1304,939,49,120,20,121,1249,897,29,107,33,51,1113,500,12,36,41,16,609,141,0,9,51,3,211,47,0,6,0,4,52,4748,204,454,155,2586,8146,0,0,0,0,629,628,9,0,0,0,642,657,414,21,29,0,674,1133,1109,65,102,4,263,1536,1061,74,184,19,151,1482,998,67,231,56,101,1446,877,35,195,139,61,1310,363,7,91,208,16,679,69,0,19,204,14,302,30,0,0,5,8,45,4925,265,849,627,2556,9228,0,0,0,0,1246,1251,12,0,0,0,1270,1283,691,27,38,0,1412,2165,2055,117,165,4,514,2866,2049,135,277,19,307,2788,1938,111,343,76,226,2697,1781,62,307,168,115,2426,865,15,130,252,38,1293,212,3,30,262,10,515,69,4,3,5,13,89,9671,473,1302,781,5144,17378
POA6154,0,0,0,0,358,358,0,0,0,0,328,330,126,5,3,0,335,474,450,17,32,0,134,640,493,25,50,4,86,660,394,17,74,8,62,549,315,14,53,14,24,427,248,10,25,38,13,331,93,0,11,69,0,175,10,0,0,0,0,15,2135,84,255,138,1349,3953,0,0,0,0,318,318,6,0,0,0,256,260,171,7,12,0,263,457,553,34,39,7,109,749,520,44,92,14,97,768,396,25,107,18,59,605,338,25,81,60,37,537,182,14,67,157,14,430,56,4,22,295,13,390,7,0,0,5,0,12,2232,152,429,547,1168,4525,0,0,0,0,672,672,9,0,0,0,587,592,295,9,20,7,602,928,1005,53,75,11,247,1383,1015,66,145,14,185,1430,795,35,185,25,121,1158,650,38,134,75,62,959,431,20,92,187,25,759,148,7,36,361,14,567,13,0,3,6,3,25,4361,234,684,687,2515,8481
POA6155,0,0,0,0,2154,2156,43,0,0,0,1834,1881,974,50,37,0,1832,2895,2956,109,115,4,709,3894,3073,106,206,17,340,3744,2285,70,244,35,151,2789,1862,50,153,76,53,2191,749,13,61,78,13,921,160,5,11,77,6,255,73,0,0,0,7,82,12182,403,829,295,7103,20812,8,0,0,0,1993,2001,65,8,0,0,1538,1598,1337,53,51,4,1320,2766,3468,151,207,19,490,4328,3034,173,341,45,304,3895,2343,87,339,116,143,3031,1595,44,284,282,59,2260,499,14,92,346,21,968,88,0,27,276,0,388,45,0,4,26,17,88,12478,526,1344,1113,5869,21329,7,0,0,0,4151,4155,101,8,4,0,3371,3482,2312,106,86,4,3150,5657,6422,259,320,19,1197,8222,6105,275,549,64,640,7644,4631,156,583,154,295,5825,3453,94,434,356,107,4451,1253,24,151,422,33,1889,256,3,29,354,5,646,121,0,9,23,25,172,24652,932,2174,1404,12975,42140
POA6156,0,0,0,0,598,598,0,0,0,0,476,477,208,4,6,0,662,880,710,24,50,0,233,1017,869,46,112,9,213,1246,638,39,122,14,152,962,488,17,102,19,49,676,331,19,46,50,17,458,134,8,16,77,10,236,3,0,0,0,7,13,3369,153,461,174,2420,6572,0,0,0,0,683,680,3,0,0,0,516,523,334,21,11,3,662,1041,837,37,71,3,289,1240,896,74,178,23,202,1371,645,49,238,38,147,1115,444,30,178,107,72,825,268,17,81,218,29,611,76,9,15,296,10,399,4,0,0,0,5,14,3507,236,784,682,2608,7822,0,0,0,0,1285,1289,7,0,0,0,989,1005,545,25,26,3,1329,1917,1545,62,125,3,524,2258,1761,121,289,28,418,2610,1280,87,367,43,300,2080,930,45,279,129,122,1506,595,37,126,262,42,1063,209,11,29,379,12,639,8,0,0,7,11,27,6878,389,1245,855,5028,14396
POA6157,0,0,0,0,389,389,4,0,0,0,322,330,190,9,9,0,579,782,536,24,44,0,260,860,547,45,104,5,188,890,465,30,133,14,134,777,422,26,108,13,84,654,239,10,54,35,24,362,83,0,12,51,7,154,5,0,4,0,8,18,2488,137,459,121,1999,5211,0,0,0,0,403,406,10,0,0,0,393,400,284,9,14,0,653,953,632,37,77,4,304,1047,581,63,157,16,235,1045,479,48,209,41,143,916,390,31,217,94,75,810,187,12,113,150,29,501,58,0,19,191,6,280,5,0,0,0,4,16,2625,203,803,495,2244,6373,0,0,0,0,796,791,9,0,0,0,718,731,471,12,17,0,1228,1734,1165,59,117,4,562,1908,1127,103,261,17,421,1935,949,78,338,53,274,1694,812,52,324,108,161,1462,426,27,166,187,57,861,146,5,34,240,14,436,11,0,4,0,6,28,5116,339,1265,622,4242,11586
POA6158,0,0,0,0,252,252,0,0,0,0,192,192,61,5,4,0,271,341,249,13,17,3,111,389,354,22,46,0,112,544,319,12,61,9,93,490,298,12,48,14,36,409,137,5,40,16,16,209,54,0,6,37,9,102,11,0,0,0,14,34,1485,70,224,83,1105,2969,0,0,0,0,282,282,0,0,0,0,177,179,85,6,10,0,266,364,325,23,27,4,118,502,376,33,91,8,101,615,339,21,104,14,76,555,245,10,79,46,26,406,111,7,48,73,9,254,33,4,18,98,5,151,0,0,0,0,3,3,1517,104,382,243,1066,3308,0,0,0,0,534,534,0,0,0,0,366,367,146,9,16,0,537,710,571,38,48,3,232,893,734,57,141,11,213,1156,661,28,164,18,173,1046,544,25,131,55,63,813,247,9,87,95,27,463,82,4,20,137,16,259,15,0,0,0,20,34,2999,177,601,323,2169,6275
POA6159,0,0,0,0,83,83,0,0,0,0,85,85,35,4,0,0,161,200,120,6,15,0,94,232,100,15,29,0,69,209,185,15,56,4,45,299,156,5,50,12,24,251,89,0,27,9,11,134,24,0,8,11,0,50,4,0,0,0,6,9,704,43,185,42,573,1550,0,0,0,0,78,78,3,0,0,0,116,117,50,0,0,0,210,266,127,8,11,0,107,253,127,8,31,4,59,237,167,17,65,12,41,303,142,3,72,25,14,262,79,0,30,47,0,163,14,0,4,44,0,65,3,0,0,0,4,10,708,50,220,144,634,1752,0,0,0,0,161,158,3,0,0,0,204,206,84,6,0,0,372,463,245,20,30,0,197,490,230,23,59,4,127,447,348,31,119,13,89,601,301,12,125,40,43,513,162,3,58,54,12,300,38,0,12,59,0,111,10,0,0,0,7,15,1413,94,407,184,1207,3299
POA6160,0,5,0,0,170,178,4,0,0,0,324,332,110,0,9,0,705,820,278,29,41,0,407,753,271,50,115,9,256,695,303,39,155,5,177,684,248,27,113,20,100,506,147,11,42,22,28,254,44,6,10,23,7,87,20,0,6,0,41,66,1427,170,491,77,2216,4377,0,3,0,0,187,192,0,0,0,0,375,376,135,3,14,3,704,856,254,23,49,4,272,604,279,32,132,16,205,663,301,39,144,28,124,642,242,30,172,47,73,564,102,11,60,100,8,277,17,0,11,84,3,120,8,0,0,0,28,39,1339,144,584,274,1988,4332,0,5,0,0,362,367,6,0,0,0,697,709,243,10,20,3,1406,1682,531,49,96,4,681,1359,551,85,246,21,460,1364,602,80,302,40,304,1325,486,56,282,65,176,1064,250,20,104,121,41,531,62,6,16,106,15,202,32,0,8,0,72,107,2765,313,1075,349,4204,8702
POA6161,0,0,0,0,8,8,0,0,0,0,14,15,9,0,3,0,33,43,11,0,0,0,15,22,8,0,0,0,10,23,26,0,7,0,5,32,19,0,5,0,3,26,19,0,0,3,0,24,3,0,0,0,0,3,0,0,0,0,0,0,90,0,15,4,82,197,0,0,0,0,5,5,0,0,0,0,13,17,4,0,0,0,24,31,12,4,0,0,3,22,9,3,3,0,0,20,32,0,8,0,9,52,23,0,14,6,5,42,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,91,13,24,5,63,198,0,0,0,0,11,11,4,0,0,0,33,33,12,0,3,0,60,74,23,4,3,0,20,52,20,0,7,0,6,37,59,0,12,6,8,81,41,0,16,6,7,60,27,0,6,0,0,35,3,0,0,0,0,3,0,0,0,0,0,4,184,14,40,8,149,391
