POA_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6395,0,6,5,0,4,0,11,0,0,0,0,4,3,0,0,12,11,30,54,28,28,14,5,3,166,0,8,25,12,20,17,7,0,88,20,36,39,23,27,14,3,0,170,5,0,3,3,0,0,0,0,20,0,0,0,0,7,4,0,0,14,28,43,46,29,33,17,3,0,194,0,0,0,0,3,0,5,7,16,8,15,18,17,37,11,30,21,159,47,106,146,87,124,64,50,29,645
POA6396,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,9,0,7,12,10,0,0,0,0,27,0,3,0,5,9,4,0,0,30,4,11,13,4,13,6,4,0,60,4,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,8,10,15,13,13,15,4,3,0,72,0,0,0,0,0,0,0,0,3,0,3,0,11,11,3,5,0,40,12,26,29,34,41,19,5,3,180
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,4,0,0,3,0,3,0,0,4,0,0,0,15,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,8,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,3,4,5,14,10,7,3,0,37
POA6398,0,5,4,0,0,0,21,0,0,0,0,4,4,0,0,13,0,11,10,8,14,9,12,0,58,0,6,6,3,13,9,4,0,47,0,11,13,22,27,25,5,0,108,0,4,0,0,0,0,0,0,12,0,0,0,4,0,5,0,0,9,3,14,11,28,29,32,8,0,125,0,0,0,0,0,0,0,0,0,0,4,10,9,16,14,5,0,66,6,36,32,56,81,70,36,4,326
POA6401,35,18,30,11,5,0,122,0,10,22,19,24,20,3,0,94,27,77,106,93,85,64,30,4,482,8,46,65,67,103,57,28,0,386,118,196,188,228,204,146,43,13,1131,48,24,23,16,16,11,0,0,147,5,11,16,21,23,20,9,0,106,175,229,223,264,247,185,57,13,1385,3,5,4,0,5,10,7,0,39,139,215,192,175,132,118,100,54,1124,362,605,645,640,625,474,223,75,3639
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,5,5,4,5,6,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,5,11,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,15,6,3,13,15,20,7,3,0,64
POA6405,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,9,8,3,0,0,0,0,20,0,3,3,0,4,0,0,0,14,0,9,12,8,9,0,0,0,38,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5,0,0,4,5,15,11,12,4,9,3,0,52,0,0,0,0,0,0,0,0,0,9,0,3,5,3,4,0,0,24,15,22,26,16,13,18,8,0,121
POA6407,0,3,3,0,0,0,10,0,0,0,3,5,0,0,0,7,0,15,12,12,5,6,0,0,56,3,8,0,7,4,4,0,0,31,25,41,27,21,28,12,11,3,159,6,0,0,4,4,0,0,0,15,0,3,5,0,5,0,0,0,15,30,43,29,24,32,13,11,3,193,0,0,0,0,3,0,0,0,5,17,5,13,10,9,12,3,5,66,54,79,60,63,54,31,21,6,361
POA6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,16,6,0,0,39,0,3,5,4,3,0,0,0,14,4,8,7,8,3,3,6,0,43,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,10,8,8,11,5,3,6,0,50,0,0,0,0,0,0,0,0,0,3,3,0,12,12,6,6,0,45,17,22,20,41,33,15,10,4,161
POA6410,3,0,6,0,0,0,13,0,3,0,0,0,0,0,0,8,3,15,14,8,11,0,0,0,49,0,5,5,3,9,9,4,0,33,3,21,28,18,34,16,8,0,127,0,0,0,0,0,0,0,0,7,0,0,0,3,3,5,0,0,15,8,23,27,18,34,21,11,0,145,0,0,4,0,0,0,5,0,10,7,13,4,18,14,12,23,11,108,23,56,51,56,75,47,40,17,355
POA6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,8,0,0,0,0,0,15,0,0,0,0,3,3,0,0,10,5,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,3,0,0,0,24,0,0,0,0,0,0,0,0,0,6,4,4,4,5,0,3,0,24,12,11,6,12,19,10,6,0,76
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,4,0,4,3,5,0,0,17,6,4,5,4,13,5,0,0,36
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,7,8,6,8,4,0,28
POA6414,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,4,0,18,0,10,4,11,9,10,4,0,38
POA6415,9,16,8,6,0,0,48,0,8,4,6,3,3,0,0,26,11,49,43,27,27,9,0,0,172,7,18,23,16,30,13,9,5,112,49,85,87,74,78,43,10,0,429,19,22,10,9,9,4,0,0,68,0,5,7,6,11,7,0,0,34,74,112,94,92,92,53,12,4,535,0,0,0,0,6,4,0,0,13,45,55,51,52,51,50,32,13,351,139,250,232,207,214,136,56,22,1256
POA6418,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,3,12,19,5,5,0,0,0,49,0,0,6,9,6,8,0,5,36,8,30,24,11,23,7,7,0,112,4,5,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,9,8,29,29,15,29,14,10,0,133,0,0,0,0,5,0,0,0,7,6,10,7,18,17,23,12,9,99,23,57,67,52,51,42,25,9,338
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,13,0,0,0,0,26
POA6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,22
POA6421,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,14,0,0,0,4,0,0,0,0,8,0,6,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,4,5,4,6,5,3,6,0,0,32,8,13,18,14,4,7,0,0,63
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,10,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,7,9,4,3,0,0,0,30
POA6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,9,0,0,0,10,5,3,6,0,27,6,9,13,9,16,0,0,0,55,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,5,6,8,18,12,22,0,4,0,63,0,0,0,0,0,0,0,0,0,5,12,14,20,22,4,0,0,82,11,32,35,45,49,9,10,0,180
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,10,0,6,0,8,4,3,0,0,29
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,13,0,3,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,4,8,4,0,0,32
POA6426,4,10,0,3,0,0,17,0,6,0,0,5,0,0,0,9,7,36,18,7,13,0,0,0,86,0,5,21,21,13,3,7,0,73,16,55,65,46,42,17,4,0,254,5,5,5,0,0,0,0,0,17,4,0,3,3,4,0,0,0,13,27,61,74,50,45,27,4,0,283,0,0,0,3,0,0,0,0,3,25,72,77,66,61,18,9,3,332,54,188,193,164,138,46,12,4,807
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,0,3,0,0,19,0,3,6,5,3,0,0,0,16,4,24,17,18,14,0,0,0,75,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,24,17,22,14,0,0,0,79,0,0,0,0,0,0,0,0,0,6,32,30,41,29,8,0,0,145,14,62,58,71,45,13,0,0,258
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,9,3,5,0,13,12,4,0,0,30
POA6429,0,4,0,0,0,0,14,0,8,0,0,5,0,0,0,9,0,14,7,22,7,3,0,0,53,4,5,11,8,13,13,0,0,56,16,61,57,56,46,24,0,3,259,11,3,0,5,0,0,0,0,19,3,4,0,0,0,4,0,0,15,21,73,60,60,49,27,0,3,291,0,0,0,0,0,0,0,0,8,39,111,91,95,84,31,3,0,450,69,206,176,187,156,74,10,4,877
POA6430,197,111,61,19,8,0,631,7,66,75,62,54,16,3,0,284,156,666,558,325,203,82,26,5,2030,44,242,310,267,213,83,19,3,1181,413,1079,912,768,555,228,68,10,4016,165,79,46,35,19,7,0,0,350,25,54,52,63,48,28,5,0,273,599,1207,1013,868,618,262,71,10,4638,11,22,19,19,12,10,5,0,92,241,409,375,341,331,253,101,69,2129,1083,2826,2550,1995,1488,721,238,86,10986
POA6431,15,3,5,0,0,0,36,0,0,3,5,0,0,0,0,12,14,32,25,15,12,0,0,0,105,3,11,10,17,11,3,0,0,66,26,73,80,77,36,9,0,0,310,4,3,5,0,0,0,0,0,14,0,0,3,0,4,0,0,0,18,30,79,87,78,45,14,0,0,346,0,0,0,0,0,0,0,0,0,55,107,91,92,56,18,6,0,425,111,252,231,211,138,39,8,0,988
POA6432,14,7,11,4,0,0,52,0,6,12,10,7,3,0,0,41,6,58,69,42,41,22,5,0,250,7,46,69,55,54,22,0,0,252,116,284,267,258,214,82,21,3,1245,61,24,9,14,3,3,0,0,117,10,10,13,14,15,12,4,0,80,188,321,285,288,236,97,22,3,1441,0,8,4,10,10,0,0,0,31,157,213,205,161,229,131,29,0,1127,365,664,657,569,584,286,62,6,3188
POA6434,0,3,0,0,0,0,13,0,5,4,0,0,0,0,0,6,4,27,7,9,0,0,0,0,44,0,6,7,8,4,0,0,0,17,3,34,40,14,3,3,0,0,103,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,5,10,33,45,15,11,3,0,0,116,0,0,0,0,0,0,0,0,0,27,84,72,44,25,9,0,0,264,38,161,138,78,42,12,0,0,462
POA6436,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,11,6,5,3,5,0,0,30,0,0,3,4,3,0,0,0,10,0,3,8,11,9,3,4,0,45,4,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,9,11,13,11,7,3,4,0,58,0,0,0,0,0,0,0,0,0,17,31,47,30,32,28,8,0,183,23,47,69,48,54,31,3,0,282
POA6437,17,4,0,0,0,0,39,0,5,0,9,0,0,0,0,17,6,44,29,17,4,4,0,0,104,4,25,31,17,11,6,0,0,92,33,103,94,70,51,13,0,0,366,9,4,3,0,0,0,0,0,24,0,3,7,0,0,0,0,0,12,45,110,105,74,52,13,0,0,404,0,0,0,4,0,0,0,0,9,82,177,139,98,71,7,0,0,592,144,379,329,224,145,33,0,0,1253
POA6438,10,8,0,3,0,0,35,0,8,0,0,0,0,0,0,8,8,44,20,11,18,10,0,0,115,0,16,9,23,19,11,6,0,82,13,51,41,40,33,20,4,0,203,6,0,0,0,0,0,0,0,11,0,3,0,4,5,3,0,0,14,14,56,47,48,37,25,3,0,228,0,0,0,0,0,0,0,0,0,114,277,245,206,144,50,10,0,1039,137,410,333,295,225,99,18,0,1509
POA6440,13,11,6,4,0,0,51,0,10,8,8,8,0,0,0,31,15,87,51,53,39,7,0,0,254,7,25,41,45,32,9,0,0,162,37,184,164,149,117,25,0,0,677,13,14,5,4,6,0,0,0,38,0,8,0,3,6,5,0,0,21,50,200,175,160,126,24,0,0,735,0,0,0,3,0,0,0,0,3,131,449,402,426,309,53,4,0,1772,208,784,683,705,515,99,10,0,3007
POA6442,4,6,4,0,0,0,29,0,0,6,3,4,0,0,0,16,3,36,23,15,17,6,0,0,98,4,17,17,23,13,7,4,0,89,42,112,71,89,70,30,6,0,426,10,8,11,9,6,0,0,0,39,0,0,10,3,3,3,0,0,23,59,120,90,103,84,31,6,0,495,0,0,4,3,0,0,0,0,4,93,169,155,160,91,46,23,5,739,163,353,302,308,214,90,34,4,1470
POA6443,0,8,5,4,0,0,27,0,6,5,8,3,5,0,0,21,10,26,22,13,12,20,0,0,98,0,12,3,15,15,18,0,0,66,5,26,22,39,35,32,5,0,169,3,0,0,0,0,0,0,0,13,0,4,0,3,3,7,0,0,8,15,34,25,41,40,36,5,0,191,0,0,0,5,0,0,0,0,6,31,57,33,87,46,30,12,0,303,59,138,87,177,126,107,18,0,709
POA6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,6,0,8,0,0,0,0,10,0,4,4,5,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,8,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,12,10,17,15,8,0,0,62
POA6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,7,0,5,12,3,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,11,10,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,8,0,13,17,5,10,3,5,0,50
POA6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,0,0,0,0,24,0,0,0,3,5,0,0,0,10,3,8,4,10,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,8,3,12,3,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,11,8,21,16,19,10,4,0,0,78
POA6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,7,0,0,0,15,0,0,10,8,3,5,0,0,22,5,12,15,13,7,11,0,0,64,7,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,9,12,15,14,13,8,0,0,73,0,0,0,0,0,0,0,0,5,6,7,9,13,0,3,3,3,45,17,25,28,38,22,22,3,4,166
POA6450,36,31,26,17,6,0,159,7,18,43,32,29,17,9,0,149,38,241,208,206,135,87,50,13,969,14,84,137,149,156,105,64,20,727,231,456,428,406,337,178,89,10,2132,70,52,39,17,15,8,4,0,215,12,15,25,31,38,20,16,3,154,320,522,491,453,390,208,104,10,2496,4,5,0,8,15,9,9,4,57,181,174,200,240,198,203,180,51,1423,566,1073,1118,1124,947,642,413,103,5989
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6460,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,8,14,6,9,4,0,0,43,0,0,3,0,3,6,0,0,25,5,19,16,16,21,13,0,0,89,6,0,0,0,0,3,0,0,7,0,0,3,0,3,0,0,0,5,10,20,21,16,23,17,0,0,100,0,0,0,0,0,0,0,0,3,21,4,10,10,19,25,8,5,99,29,38,52,39,54,60,12,5,287
POA6461,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,13,6,3,5,0,0,30,4,4,9,12,3,11,0,0,35,5,8,14,17,4,11,0,0,66,4,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,9,7,13,14,10,18,0,0,80,0,0,0,0,0,0,0,0,0,9,0,7,9,6,13,4,0,44,21,19,37,41,28,45,6,3,197
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,6,3,0,0,4,5,0,0,0,14,0,3,4,0,0,3,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,4,3,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,5,10,14,14,7,10,0,0,56
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,10
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,14
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,4,0,0,16
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,5,0,0,10
POA6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,10,0,0,0,0,23,0,0,0,0,6,0,3,0,7,5,0,5,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,3,0,0,0,20,0,0,3,0,0,0,0,0,3,3,3,4,7,3,4,0,0,30,8,13,23,22,16,4,6,0,87
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,4
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,6,5,4,0,3,0,0,26,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,6,5,9,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,13,3,9,11,15,5,4,0,4,58
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,4,0,0,0,0,14
POA6475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,4,0,0,24,0,0,0,4,0,5,0,0,9,0,12,10,6,10,9,5,0,46,0,3,0,4,0,0,0,0,10,0,0,0,0,0,3,0,0,10,0,13,10,11,12,8,5,0,64,0,0,0,0,0,0,0,0,3,4,0,0,4,5,10,8,0,21,8,25,16,30,18,25,10,0,123
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,9
POA6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,3,3,0,0,0,20,0,3,0,3,4,0,0,0,20,4,8,4,10,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,8,10,9,4,3,0,0,40,0,0,0,4,0,0,0,0,4,4,3,0,4,3,0,3,0,18,6,20,17,22,19,9,3,0,97
POA6479,0,0,0,0,0,0,4,0,4,0,5,0,3,0,0,10,0,8,12,7,6,3,4,0,40,0,0,0,3,11,3,0,0,21,12,23,18,14,12,8,0,5,87,0,0,0,3,0,0,0,0,5,0,0,0,5,3,0,0,0,7,16,23,18,22,21,8,0,5,103,0,0,0,0,0,0,0,0,0,9,11,10,11,4,7,11,4,65,22,46,38,42,48,28,14,7,238
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,10,4,0,0,0,23
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,12
POA6485,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,6,0,3,0,0,3,27,0,5,0,9,3,4,0,0,21,10,11,9,9,10,9,0,0,65,4,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,11,16,14,10,15,10,4,0,76,0,0,0,0,0,0,0,0,0,6,10,8,5,6,10,15,0,58,20,36,25,24,26,27,18,9,189
