POA_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
POA6258,1110,660,620,651,781,941,713,388,135,5988,0,0,4,0,0,6,0,0,0,14,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,42,40,33,45,25,13,8,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,43,40,35,45,32,13,8,283,20,36,44,44,41,56,32,13,10,297,0,3,15,0,0,0,0,0,0,23,1130,703,680,692,821,996,741,402,142,6311
POA6260,191,112,146,146,185,194,150,78,42,1246,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,5,0,0,0,5,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,30,23,41,46,47,59,53,11,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,23,46,47,44,66,53,11,0,320,34,20,46,47,46,66,53,5,4,324,0,11,10,3,0,0,0,0,0,26,222,146,198,196,226,265,207,89,44,1596
POA6262,100,37,44,60,105,132,107,51,9,645,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,8,4,8,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,8,9,6,6,0,37,0,5,3,5,8,9,5,7,0,41,0,0,0,0,0,0,0,0,0,0,99,43,47,64,112,140,109,54,9,682
POA6271,652,332,280,374,484,441,371,180,40,3159,3,0,4,3,0,4,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,16,15,11,10,9,10,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,18,11,10,17,18,4,0,98,10,16,22,9,16,23,23,4,0,125,0,0,0,0,0,0,0,0,0,0,663,344,302,385,500,468,398,183,43,3283
POA6275,186,72,76,162,160,248,296,135,29,1367,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,16,7,11,17,8,19,22,10,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,11,17,11,25,22,10,0,129,16,7,17,17,11,22,19,10,0,131,0,0,0,0,0,0,0,0,0,4,205,84,93,182,171,277,321,145,26,1510
POA6280,5451,2733,2626,3368,3712,3565,3620,2087,872,28037,7,0,8,3,13,16,16,15,0,74,0,0,0,3,0,6,0,0,0,14,4,0,10,3,0,9,3,0,0,25,0,0,0,3,3,6,15,4,0,35,5,0,0,0,14,7,0,0,0,30,189,192,229,188,204,321,284,139,41,1777,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,191,240,203,226,351,303,139,46,1893,206,193,247,210,233,359,326,155,43,1973,3,3,16,0,10,8,0,0,0,40,5656,2929,2888,3580,3950,3937,3946,2244,915,30046
POA6281,1703,571,690,1151,1044,886,910,466,101,7518,3,0,0,9,0,5,10,4,3,46,0,5,0,0,0,0,3,0,0,14,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,67,39,87,83,58,125,169,34,3,669,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,71,48,93,85,61,132,175,36,3,709,76,48,91,95,66,137,188,47,8,757,11,0,5,6,3,0,0,4,0,29,1788,621,790,1246,1110,1027,1104,507,108,8302
POA6282,275,100,90,165,233,219,204,55,16,1350,0,0,0,0,0,5,3,5,0,11,0,0,3,0,0,6,0,0,0,9,0,0,5,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,11,63,45,48,95,86,29,4,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,71,50,51,97,87,29,4,433,31,16,71,50,51,99,94,32,4,439,6,0,0,0,3,3,0,0,0,10,306,111,152,218,287,317,296,89,18,1801
POA6284,693,170,220,495,382,294,197,81,32,2567,0,0,0,3,5,0,0,0,0,13,6,0,7,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,5,7,15,22,18,12,16,14,4,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,28,17,15,24,13,4,0,127,8,15,28,24,22,23,19,4,0,142,0,0,6,4,0,0,0,0,0,10,710,188,253,523,403,323,211,82,34,2722
POA6285,2151,819,1098,1544,1456,1113,881,332,122,9506,4,4,3,10,4,9,4,0,0,38,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,6,11,0,0,20,0,0,7,5,3,13,13,0,0,36,0,0,0,0,5,0,0,0,0,11,78,58,138,97,103,196,120,42,10,844,0,0,0,0,3,3,0,0,0,10,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,5,83,64,152,111,118,222,147,45,10,949,87,62,153,118,126,229,151,44,10,989,6,6,29,24,3,5,0,0,0,67,2242,894,1280,1686,1582,1348,1040,374,134,10563
POA6286,153,36,79,133,88,136,77,30,7,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,21,10,6,13,11,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,10,5,13,17,4,0,78,0,8,20,10,5,17,17,4,0,80,4,0,0,0,0,0,0,0,0,7,160,50,98,144,98,148,88,37,7,830
POA6288,87,46,41,59,93,74,70,31,3,517,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,9,7,12,5,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,9,7,13,5,0,0,61,5,3,16,9,7,13,5,0,0,68,0,0,4,0,0,0,0,0,0,6,96,49,63,75,106,91,78,32,3,591
POA6290,174,72,88,136,181,305,374,202,99,1634,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,7,8,7,12,18,33,53,13,5,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,12,21,37,63,11,4,168,7,8,8,12,21,41,64,16,4,178,0,3,3,5,0,0,4,0,0,13,181,80,99,151,207,343,438,220,104,1824
POA6302,478,204,225,311,367,572,629,349,106,3245,0,0,0,0,4,4,5,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,15,28,23,19,40,21,8,0,170,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,25,23,19,49,23,12,0,185,12,17,25,20,26,55,25,17,5,203,0,0,0,0,0,0,0,0,0,0,494,216,257,336,386,620,657,372,106,3450
POA6304,198,87,111,140,200,266,302,157,47,1514,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,9,11,14,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,9,11,17,0,0,64,0,6,0,8,8,11,24,7,0,75,0,0,0,0,0,0,0,0,0,4,200,100,113,151,203,281,332,163,50,1589
POA6306,163,59,72,107,134,132,118,85,41,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,0,7,8,5,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,5,7,7,5,5,0,40,6,8,9,5,7,7,3,5,0,43,0,0,0,0,0,0,0,0,0,0,168,63,85,105,138,135,124,92,41,947
POA6308,232,116,124,141,199,238,219,136,29,1437,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,4,6,19,10,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,4,6,19,11,0,0,57,3,13,0,8,6,17,11,3,6,64,0,0,0,0,0,0,0,0,0,0,237,123,127,146,208,258,232,139,33,1500
POA6309,39,29,19,24,47,44,47,21,7,268,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,39,29,21,24,47,43,47,21,7,276
POA6311,96,34,53,47,77,110,88,44,10,558,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,4,7,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,4,9,0,0,25,3,4,8,0,0,4,9,0,0,26,0,0,3,0,0,0,0,0,0,3,101,42,61,45,84,114,91,44,10,589
POA6312,766,533,484,463,516,561,479,290,151,4250,7,0,0,0,4,3,11,0,0,23,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,106,35,43,50,34,22,9,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,106,35,43,49,40,22,9,0,321,32,105,37,41,46,37,29,9,5,350,0,0,5,0,0,0,0,0,0,8,801,639,528,506,566,598,512,299,159,4602
POA6313,47,19,18,25,38,41,25,18,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,47,19,18,25,38,41,25,20,0,234
POA6315,303,131,172,190,203,262,261,143,47,1716,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,8,5,5,8,12,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,5,6,12,7,0,0,59,4,8,5,5,6,15,4,3,0,65,0,0,5,0,0,0,0,0,0,5,305,143,179,197,208,283,270,143,48,1779
POA6316,84,24,37,41,43,64,52,10,0,365,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,85,31,39,41,46,66,51,16,0,374
POA6317,770,479,500,457,461,488,408,215,93,3869,0,0,0,6,0,3,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,39,15,27,32,23,13,3,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,39,15,30,30,24,13,3,195,14,32,35,27,32,38,24,13,5,214,0,4,4,0,0,0,0,0,0,3,786,506,545,481,487,528,428,226,94,4085
POA6318,105,26,51,65,63,75,62,26,4,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,21,0,0,0,3,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,110,28,50,71,64,75,60,22,4,483
POA6320,116,55,57,57,59,92,38,27,5,514,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,11,0,3,5,0,3,5,4,4,0,17,0,0,0,0,0,0,0,0,0,0,115,54,58,58,63,100,41,31,11,530
POA6321,99,30,35,54,53,73,57,38,4,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,4,5,0,0,0,23,3,8,0,3,5,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,100,37,35,57,61,78,57,38,4,465
POA6322,44,15,16,21,23,32,35,22,0,215,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,0,4,0,0,12,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,44,22,16,27,33,32,42,23,0,236
POA6323,168,71,55,83,137,182,191,92,7,980,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,4,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,4,7,6,4,0,0,36,9,12,4,4,6,6,5,0,0,41,0,0,0,0,0,0,0,0,0,0,171,80,57,84,143,178,195,92,7,1024
POA6324,622,326,326,397,483,539,469,198,103,3461,3,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,16,20,24,32,23,13,5,158,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,19,20,22,30,24,13,5,163,20,13,19,20,22,34,29,13,5,171,0,0,0,0,0,0,0,0,0,9,641,342,342,417,512,576,497,208,101,3639
POA6326,70,48,51,46,68,88,77,26,8,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,12,4,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,78,50,52,46,65,88,80,24,8,492
POA6327,56,18,24,32,49,26,35,17,5,247,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,15,5,3,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,63,16,26,32,47,31,33,13,5,267
POA6328,76,37,59,45,31,63,39,21,0,383,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,6,6,5,6,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,10,6,5,0,0,37,0,7,5,6,10,6,5,0,0,34,0,0,0,0,0,0,0,0,0,0,79,40,69,50,40,71,40,21,0,419
POA6330,6436,3835,3754,3843,4500,4798,4251,2621,1082,35127,6,7,10,9,12,27,19,15,7,107,7,0,3,4,0,8,14,0,0,45,0,0,3,6,0,13,13,0,0,33,6,0,3,3,7,7,3,0,0,35,0,4,5,0,0,0,0,0,0,12,195,282,276,259,279,327,195,110,45,1970,0,5,0,0,0,0,3,0,0,9,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,287,296,274,285,362,239,109,45,2113,218,301,302,282,295,385,261,126,58,2219,0,8,17,6,0,11,8,3,4,56,6652,4147,4073,4134,4797,5192,4521,2747,1142,37401
POA6333,1044,464,351,629,739,898,893,488,145,5652,7,0,0,3,3,0,4,8,0,22,4,0,0,5,0,4,14,0,0,22,0,0,0,0,0,0,12,0,0,15,0,0,0,0,0,5,0,0,0,8,0,0,0,0,3,4,0,7,0,15,46,55,79,92,78,109,78,41,18,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,55,79,90,78,124,105,44,18,658,56,56,79,92,88,128,111,45,18,678,0,0,0,0,0,0,7,0,0,4,1099,523,434,727,824,1025,1006,538,160,6336
