POA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
POA6519,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,99,67,162,0,5,9,3,0,3,0,0,0,0,0,0,0,0,0,11,11,18,117,82,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,39,5,7,9,0,3,4,151,109,257
POA6521,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,56,33,83,3,12,14,0,0,3,4,0,4,0,0,0,12,3,17,9,10,19,86,60,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34,28,65,9,9,21,0,0,5,131,99,230
POA6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,40,113,6,0,5,0,0,0,0,0,0,0,0,0,0,3,0,14,13,23,96,55,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,20,32,17,21,34,0,0,3,128,99,226
POA6525,0,0,5,6,9,9,0,0,0,0,0,0,0,0,6,462,450,909,36,34,72,14,0,17,0,0,6,5,0,10,19,8,29,36,32,63,578,540,1113,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,14,5,13,0,0,0,0,0,0,0,0,0,0,0,0,52,73,131,129,107,241,18,11,23,794,734,1529
POA6528,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,49,52,100,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,62,56,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,33,10,4,18,0,0,3,91,80,169
POA6530,0,0,0,69,26,93,0,0,0,0,0,0,12,13,27,5169,5231,10402,402,463,870,115,8,122,75,10,85,102,50,155,102,20,120,153,134,287,6211,5956,12167,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,7,0,9,3,5,5,9,6,18,15,10,30,61,37,95,81,44,128,0,0,0,4,0,3,3,3,6,8,0,13,198,361,558,830,937,1768,29,22,50,7351,7331,14685
POA6532,0,0,0,23,3,31,0,0,0,0,0,0,0,0,4,1126,1140,2264,60,74,136,36,0,35,11,0,11,8,0,8,41,17,47,63,40,103,1363,1274,2636,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,3,9,5,11,11,7,17,0,0,0,0,0,0,0,0,0,9,0,9,113,145,262,258,232,489,12,6,17,1754,1672,3429
POA6535,0,0,0,16,0,14,0,0,0,0,0,0,0,0,0,168,165,333,13,11,20,4,0,4,0,0,0,0,0,0,7,7,5,17,11,24,222,190,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,62,54,117,50,43,92,10,4,12,351,295,650
POA6536,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,203,180,384,24,21,45,7,0,7,0,0,0,10,8,20,13,6,19,22,30,47,296,239,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,19,33,57,186,149,327,10,6,13,509,436,939
POA6537,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,177,143,317,23,12,32,4,0,10,0,0,0,10,10,17,8,5,11,56,69,124,285,245,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,26,41,66,223,207,432,9,0,11,557,488,1048
POA6556,0,6,6,9,4,10,0,0,0,0,0,0,0,0,0,311,322,636,18,15,37,23,0,21,4,0,4,0,0,0,10,0,11,3,4,9,373,352,724,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,7,0,4,10,13,18,0,0,0,0,0,0,0,0,0,0,0,0,26,54,76,79,76,153,3,6,10,492,493,984
POA6558,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,127,116,238,8,7,15,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,134,127,262,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,17,26,41,19,26,43,3,0,5,180,177,358
POA6560,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,191,194,384,17,21,34,10,0,10,0,0,0,0,0,0,7,3,14,0,3,4,233,223,450,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,3,3,0,0,0,0,0,0,0,3,3,10,18,32,38,33,67,0,0,0,281,273,562
POA6562,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,178,194,369,11,12,21,6,0,6,0,0,0,0,0,0,4,4,8,7,7,4,216,210,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,22,38,56,46,44,92,0,0,3,288,287,579
POA6564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,41,86,6,4,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,54,41,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0,4,0,4,3,9,11,11,5,21,4,4,7,79,63,141
POA6566,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,379,376,756,21,28,49,17,4,20,0,0,0,0,0,0,17,0,21,17,11,28,460,424,883,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,79,85,160,84,95,176,8,4,12,637,607,1238
POA6567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,57,108,0,0,0,6,0,6,0,0,0,0,0,0,0,4,5,0,0,0,62,64,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,28,7,8,19,0,0,0,90,85,180
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,40,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,43,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,23,5,4,8,3,0,3,56,46,95
POA6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,20,62,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,49,29,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,18,5,4,7,0,0,0,59,50,110
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,17,19,35
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,0,0,0,0,0,0,19,8,28
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,5,0,0,0,24,17,39
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,26,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,6,18,26,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,6,0,6,0,0,0,38,31,62
POA6603,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,195,143,341,4,9,14,11,0,14,0,0,0,0,0,0,8,0,9,20,24,40,247,172,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,33,51,25,27,53,3,3,7,305,238,544
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,8,21
POA6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,37,3,3,8,0,0,0,0,0,4,0,0,0,0,0,0,3,3,10,27,29,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0,0,3,0,0,0,38,32,71
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,26,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,14,5,0,7,0,0,4,40,27,67
POA6609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,111,297,8,10,24,4,0,4,0,0,0,0,0,0,3,0,4,14,16,38,220,143,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,13,17,9,13,22,0,0,4,242,174,417
POA6612,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,13,34,0,3,3,5,0,5,0,0,0,0,0,0,8,0,8,14,6,19,44,17,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,15,0,7,7,0,0,0,54,27,80
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,11,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,3,5,0,0,0,19,13,26
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,7,3,11
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,11,7,16
POA6620,0,0,0,99,8,109,0,0,0,0,0,0,3,0,4,106,47,148,30,9,32,4,0,4,0,0,0,0,0,0,72,18,87,19,22,37,323,106,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,12,9,0,9,8,0,10,22,4,20,0,0,0,4,0,4,0,0,0,4,0,4,5,6,19,10,5,16,7,3,11,373,119,490
POA6623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,61,134,6,7,6,4,0,4,0,0,0,0,0,4,5,0,4,3,9,17,92,80,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,11,22,3,7,7,4,0,4,108,98,208
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,15,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,0,0,0,0,0,0,20,18,37
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,5,0,0,0,15,12,31
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,6,7
POA6630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,45,90,6,4,9,6,0,6,0,0,0,0,0,0,3,5,5,31,16,48,93,68,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,20,13,7,18,0,0,0,114,90,202
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,18,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,0,0,0,0,0,0,25,18,40
POA6635,0,0,0,43,9,50,0,0,0,0,0,0,0,4,6,82,17,99,36,11,48,0,0,0,3,0,3,0,5,4,60,15,73,26,21,46,251,73,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,7,6,0,8,12,0,12,0,0,0,5,0,5,0,0,0,6,0,6,12,10,18,8,0,14,3,0,4,291,86,378
POA6638,0,0,0,65,9,78,0,0,0,0,0,0,0,0,0,129,44,173,32,12,47,16,0,16,0,0,0,0,0,0,41,5,49,20,30,52,302,103,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,3,4,3,8,10,8,15,16,10,23,0,0,0,0,0,3,0,0,0,0,0,5,5,5,11,15,9,25,4,4,10,346,131,479
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,17,4,0,4,3,0,3,0,0,0,4,0,4,6,0,5,4,4,8,37,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,6,7,13,0,0,0,45,21,69
POA6640,0,0,0,63,4,70,0,0,0,0,0,0,0,0,0,86,17,107,41,5,50,7,0,7,0,0,0,0,0,0,40,5,49,16,14,31,261,48,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,8,3,12,0,0,0,0,0,0,0,0,3,0,0,3,0,5,5,12,15,30,3,0,4,291,72,363
POA6642,0,0,0,150,20,167,0,0,0,0,0,0,6,0,6,246,78,325,90,22,110,22,0,22,0,0,0,0,5,8,162,39,197,65,71,131,735,225,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,7,11,0,14,14,0,17,35,9,45,47,12,62,0,0,0,0,0,0,5,0,5,3,0,3,21,8,32,28,15,50,14,9,22,846,272,1120
POA6646,0,0,0,98,17,115,0,0,0,0,0,0,0,0,0,113,27,138,57,6,63,12,0,12,0,0,0,0,0,0,97,27,125,53,39,91,435,114,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,3,16,3,18,18,5,24,0,0,0,4,0,4,5,0,6,11,0,12,4,3,6,10,3,14,3,6,7,476,139,613
POA6701,3,0,6,64,12,69,0,0,0,0,0,0,0,0,3,694,669,1357,54,95,154,24,4,34,14,0,12,25,23,45,24,11,33,128,175,303,1032,993,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,15,8,21,14,10,22,0,0,0,0,0,0,3,0,6,3,0,6,149,123,268,440,418,858,14,20,39,1652,1556,3214
POA6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,36,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,16,27,41,28,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,15,19,18,31,0,0,0,62,53,117
POA6707,0,0,5,11,3,16,0,0,0,0,0,0,0,0,0,621,564,1188,49,43,95,15,0,17,13,5,19,38,59,96,23,16,41,86,113,206,867,811,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,9,0,9,15,12,26,23,12,34,0,0,0,0,0,0,3,0,3,3,0,7,82,112,194,538,503,1040,20,13,32,1529,1454,2983
POA6710,0,0,0,85,6,92,0,3,3,0,0,0,0,0,0,208,117,328,56,20,72,0,0,0,0,0,0,5,7,17,55,10,64,62,51,107,473,222,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,7,13,0,13,18,0,18,0,0,0,0,0,0,0,0,3,3,0,7,10,25,37,77,57,137,11,4,13,593,306,906
POA6712,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,5,0,6,10,0,11,0,0,0,0,0,0,0,0,0,17,0,17,28,7,36,83,9,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,95,10,104
POA6713,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,256,208,460,32,13,45,0,0,0,0,4,5,4,0,4,8,0,9,5,19,30,318,243,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,23,32,60,30,96,4,0,3,390,300,693
POA6714,5,0,7,538,58,601,0,0,0,0,0,0,23,12,24,4014,2815,6822,605,292,897,100,5,107,50,8,54,36,14,48,269,64,328,156,205,366,5788,3467,9261,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,8,5,10,11,6,11,17,3,16,34,7,40,103,25,130,140,35,180,3,0,4,24,0,25,13,3,19,36,4,43,54,186,243,557,464,1021,30,21,54,6614,4189,10796
POA6716,0,0,0,373,80,454,0,0,0,0,0,0,0,0,0,232,50,279,106,23,133,11,0,16,0,0,0,0,13,15,121,35,149,47,60,105,885,254,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,7,29,9,39,35,14,47,25,9,31,58,19,81,3,0,3,46,19,65,4,0,3,54,17,72,3,17,21,49,40,89,9,0,15,1064,354,1420
