POA_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
POA6061,3146,962,742,828,1084,383,46,295,15153,4,7,4,3,0,0,0,8,0,31,61,7276,3905,3829,1061,846,949,1211,438,64,443,20020
POA6062,1543,342,243,266,349,128,21,200,8680,9,0,0,0,0,0,0,0,0,11,16,7766,2180,2057,406,301,325,413,157,24,319,13940
POA6063,678,132,80,118,94,61,30,87,4105,0,0,0,0,0,0,0,0,0,3,10,3215,1314,856,152,92,145,104,80,36,144,6145
POA6064,1405,272,232,265,305,98,46,246,8646,6,3,3,0,0,0,0,0,0,22,32,6875,2234,1713,299,258,304,331,108,48,368,12539
POA6065,2437,387,275,291,380,159,57,156,11896,16,3,3,0,0,0,0,0,0,42,74,12484,6665,4508,606,435,425,524,232,88,413,26380
POA6066,730,88,114,82,100,51,8,72,4033,0,4,4,0,0,0,0,0,0,7,20,3962,1164,958,103,143,97,116,66,21,123,6748
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,1606,218,147,143,210,100,19,95,6363,0,3,3,0,0,0,0,0,0,11,20,6038,4404,2985,343,254,231,322,145,41,260,15024
POA6070,14,0,0,5,0,0,0,5,127,0,0,0,0,0,0,0,0,0,0,0,732,155,91,21,5,12,11,3,7,6,1047
POA6071,29,0,0,4,0,0,3,5,142,0,0,0,0,0,0,0,0,0,0,0,628,115,76,4,4,7,5,5,3,10,857
POA6072,4,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,139,16,22,3,0,0,0,0,0,4,187
POA6073,12,0,0,0,0,0,0,3,87,0,0,0,0,0,0,0,0,0,0,3,640,96,63,3,13,0,3,3,0,28,843
POA6074,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,179,15,17,0,0,4,0,0,0,6,221
POA6076,152,16,19,12,20,9,4,19,976,0,0,0,0,0,0,0,0,0,39,39,4643,753,459,30,47,57,35,19,15,170,6229
POA6077,5,0,0,0,9,0,0,0,123,0,0,0,0,0,0,0,0,0,0,4,419,67,14,4,0,0,8,0,0,3,519
POA6078,6,0,0,0,4,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,188,48,23,0,0,5,4,0,0,3,267
POA6079,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11
POA6081,12,4,0,0,0,5,0,4,100,0,0,0,0,0,0,0,0,0,0,0,817,127,83,12,0,3,8,3,0,25,1079
POA6082,14,4,3,0,0,0,0,0,78,5,0,0,0,0,0,0,0,0,0,5,498,113,37,5,7,0,4,0,0,8,676
POA6083,11,0,4,0,0,0,0,4,106,0,0,0,0,0,0,0,0,0,0,0,578,89,47,9,12,7,3,0,0,21,762
POA6084,48,9,8,8,6,5,0,13,274,0,0,0,0,0,0,0,0,0,0,0,1352,347,169,31,8,14,18,10,3,73,2024
POA6090,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6100,691,241,270,336,401,180,43,59,3620,4,0,0,0,0,0,0,0,0,4,9,2560,918,1029,293,324,406,482,208,73,110,6397
POA6101,697,176,179,233,312,126,15,58,3245,0,0,0,0,0,0,0,0,0,6,10,2578,1033,1021,219,227,281,386,156,30,135,6066
POA6102,941,287,363,543,671,308,30,128,4703,3,0,3,0,3,0,0,0,0,65,75,1890,817,1193,342,410,605,770,342,33,296,6702
POA6103,658,154,168,163,227,94,22,51,2770,0,0,0,0,0,0,3,0,0,3,6,1581,811,918,196,208,209,292,111,40,82,4446
POA6104,720,159,152,145,233,71,9,73,3130,0,5,0,0,0,0,0,0,0,9,13,2447,1022,1053,199,186,197,278,95,16,142,5636
POA6105,1178,310,214,285,299,128,25,79,4647,5,0,5,0,0,0,0,0,0,30,34,2420,1448,1531,350,269,331,366,159,30,152,7053
POA6106,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,8
POA6107,4277,1148,937,1398,1597,514,96,301,18581,3,0,7,0,0,0,0,0,0,27,47,6869,5673,4930,1262,1018,1494,1723,574,114,441,24097
POA6108,1235,237,177,230,275,101,13,100,5558,6,0,0,0,0,0,0,0,0,4,13,4763,2006,1596,281,209,259,314,120,19,179,9756
POA6109,1211,176,158,158,274,67,46,78,3993,0,0,0,0,0,0,0,0,0,10,13,1835,1328,1352,198,183,172,296,78,58,120,5617
POA6110,2756,361,362,297,495,183,41,173,10172,16,3,0,5,0,0,0,0,0,13,30,6849,4549,3498,455,440,349,561,222,55,365,17340
POA6111,535,93,57,46,58,43,11,31,2009,0,0,6,0,0,0,0,0,0,16,30,4273,1118,873,127,83,72,85,52,22,144,6864
POA6112,4582,657,516,511,574,223,90,147,14917,11,9,3,0,4,0,0,0,0,22,51,9393,7370,6150,800,653,680,693,286,125,403,26553
POA6121,15,0,0,0,0,0,0,3,127,0,0,0,0,0,0,0,0,0,0,0,514,60,30,0,0,4,0,3,0,14,634
POA6122,608,68,42,50,75,47,16,34,2211,4,0,0,0,0,0,0,0,0,4,9,2445,1661,1088,104,73,86,102,66,21,124,5774
POA6123,20,0,0,0,3,0,0,4,66,0,0,0,0,0,0,0,0,0,0,0,261,66,66,0,3,5,10,0,0,15,434
POA6124,9,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,190,45,22,0,0,7,0,0,0,17,274
POA6125,18,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,65,68,527,82,50,5,4,6,3,3,0,85,765
POA6126,4,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,36,11,11,0,0,0,0,0,0,4,71
POA6147,1014,230,178,192,242,93,10,63,4801,0,0,3,0,0,0,0,0,0,5,10,3346,1599,1229,266,203,208,259,94,9,105,7326
POA6148,1209,229,154,208,237,109,35,66,5222,9,0,0,0,0,0,0,0,0,3,18,3977,1730,1543,283,186,250,294,151,38,148,8595
POA6149,701,139,123,122,114,76,4,39,3909,0,4,0,0,0,0,0,0,0,6,8,4285,1336,1051,177,159,152,140,97,9,114,7509
POA6150,414,74,91,84,122,106,8,52,3347,3,0,0,0,0,0,0,0,0,9,9,3641,806,589,106,112,112,163,132,19,109,5791
POA6151,453,108,101,140,201,100,17,32,2305,0,0,0,0,0,0,0,0,0,3,3,3071,746,789,179,174,199,290,143,39,76,5705
POA6152,887,183,191,231,335,173,21,87,4740,6,0,0,0,0,0,0,0,0,12,18,4866,1257,1327,256,250,310,406,226,39,203,9138
POA6153,700,128,115,109,149,129,26,47,3814,0,0,6,0,0,0,0,0,0,4,6,4756,1131,1099,169,172,164,214,185,52,103,8043
POA6154,234,59,62,47,71,21,10,27,1488,0,0,0,0,0,0,0,0,0,0,4,2137,550,460,85,75,72,86,43,14,73,3600
POA6155,4256,676,676,595,706,308,84,262,18034,10,0,0,0,0,0,0,0,0,172,183,10637,6920,5322,791,797,715,824,367,110,575,27067
POA6156,273,41,52,30,44,31,4,37,1482,3,0,0,0,0,0,0,0,0,3,11,2757,713,566,88,78,71,77,55,17,100,4525
POA6157,171,22,43,20,50,24,0,12,859,0,0,0,0,0,0,0,0,0,3,3,2145,514,430,44,75,51,75,42,12,63,3455
POA6158,53,12,12,18,8,10,0,16,390,0,0,0,0,0,0,0,0,0,0,4,1175,258,225,28,31,41,22,22,8,53,1868
POA6159,34,12,4,12,10,4,4,14,212,0,0,0,0,0,0,0,0,0,3,0,603,125,123,16,18,25,34,14,12,59,1033
POA6160,109,32,31,41,67,56,7,9,820,5,0,0,0,0,0,5,0,0,20,27,1609,346,290,71,49,90,130,109,34,64,2792
POA6161,5,3,0,0,15,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,69,12,9,3,0,0,17,0,3,0,124
POA6162,126,22,26,38,31,13,11,34,1181,4,0,3,0,0,0,0,0,0,4,6,2328,464,375,57,50,77,80,37,17,73,3559
POA6163,1408,276,227,286,332,118,35,188,8129,7,4,3,0,3,0,0,0,0,16,30,10204,2564,2482,407,367,421,486,190,60,399,17578
POA6164,3084,384,389,348,430,205,49,139,12004,10,0,3,0,0,0,0,0,0,12,23,9591,5565,4990,621,561,517,618,300,98,365,23219
POA6165,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,22
POA6166,189,26,18,14,28,13,4,23,1284,0,0,0,0,0,0,0,0,0,14,13,1970,437,437,43,41,30,40,28,5,70,3105
POA6167,1078,157,150,116,183,65,18,58,3845,0,4,0,0,0,0,0,0,0,197,199,3880,1930,1719,227,195,177,234,90,30,371,8853
POA6168,339,51,53,75,73,26,11,47,1771,16,0,6,0,0,0,0,0,0,14,37,5167,1095,850,90,85,112,111,50,39,196,7799
POA6169,387,73,69,40,81,21,14,37,1822,11,0,0,0,0,0,0,0,0,10,25,6025,1739,1351,135,137,73,151,65,24,193,9900
POA6170,1225,203,159,154,160,73,24,47,3923,0,0,0,0,0,0,0,0,0,6,5,1674,2143,1846,255,219,205,200,83,30,100,6761
POA6171,918,132,87,107,93,57,28,41,3141,6,7,0,0,0,0,0,4,0,6,21,4238,3261,2862,305,223,252,225,117,70,181,11721
POA6172,130,20,21,20,18,12,4,13,669,3,0,0,0,0,0,0,0,0,8,5,1995,893,567,57,56,50,48,22,22,77,3785
POA6173,108,25,16,12,10,18,5,3,478,0,0,0,0,0,0,0,0,0,0,4,1377,1265,1159,72,55,72,48,35,9,49,4143
POA6174,52,4,18,6,8,5,0,4,222,0,0,0,0,0,0,0,0,0,0,0,587,370,307,39,28,24,13,9,0,17,1392
POA6175,9,4,5,0,9,6,0,7,109,0,0,0,0,0,0,0,0,0,0,0,484,208,152,24,15,12,14,6,0,21,935
POA6176,41,0,4,0,0,0,9,4,95,0,0,0,0,0,0,0,0,0,0,0,231,100,156,0,3,7,8,4,5,9,530
POA6180,190,29,21,27,26,9,0,9,576,0,0,0,0,0,0,0,0,0,0,3,775,575,460,59,40,39,40,8,0,40,2044
POA6181,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,68,15,8,0,0,0,0,0,0,0,96
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,119,55,26,0,0,0,8,0,0,9,216
POA6208,60,8,14,15,14,0,0,29,346,0,0,0,0,0,0,0,0,0,8,7,1583,271,189,21,17,17,18,0,3,95,2216
POA6209,5,0,6,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,269,48,27,0,0,0,4,0,4,15,370
POA6210,1095,168,126,195,218,75,30,73,3981,17,4,3,0,0,0,0,0,0,37,57,10782,3709,3109,380,281,349,397,163,79,493,19740
POA6211,73,5,18,12,10,0,3,6,299,0,0,0,0,0,0,0,0,0,0,0,1289,362,329,23,29,28,34,4,13,37,2144
POA6213,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,70,11,6,0,0,0,0,0,0,0,96
POA6214,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,69,6,3,0,0,0,0,0,0,3,80
POA6215,27,3,3,3,11,9,0,7,169,0,0,0,0,0,0,0,0,0,18,18,477,102,69,5,8,10,16,9,0,59,767
POA6218,6,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,52,8,3,0,0,0,3,0,0,3,70
POA6219,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,5,78,6,0,3,0,0,0,0,0,8,102
POA6220,163,48,40,76,96,17,9,50,650,0,0,0,0,0,0,0,0,0,0,6,402,121,207,63,46,79,103,17,9,80,1115
POA6221,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,15,4,0,8,0,0,0,0,0,0,35
POA6223,9,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,7,0,0,0,0,21
POA6224,9,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,118,17,13,0,0,0,0,0,0,9,164
POA6225,29,0,3,9,5,0,0,7,173,0,0,0,0,0,0,0,0,0,11,7,767,131,76,7,7,13,6,6,3,38,1063
POA6226,4,0,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,66,31,13,0,0,3,0,5,0,0,119
POA6227,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,65,13,10,8,0,0,0,0,0,5,98
POA6228,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,4,0,0,0,0,0,13
POA6229,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,6,5,0,0,0,0,0,0,0,35
POA6230,861,152,176,159,225,100,26,54,3315,4,0,0,0,3,0,0,0,0,80,88,4632,1858,1515,222,256,234,326,156,46,281,9532
POA6232,197,30,23,16,25,16,0,3,605,0,0,0,0,0,0,0,0,0,0,0,944,408,365,42,27,26,41,28,6,46,1932
POA6233,240,21,47,44,47,15,22,21,935,3,0,0,0,0,0,0,0,0,0,14,1978,816,595,47,64,72,55,27,28,80,3774
POA6236,6,0,0,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,235,48,20,0,0,3,3,5,0,14,325
POA6237,15,0,7,4,3,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,271,45,33,5,9,5,7,4,0,11,387
POA6239,27,4,0,17,16,4,8,9,176,0,0,0,0,0,0,0,0,0,0,0,527,93,63,10,0,20,21,13,5,44,786
POA6240,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,5,5,0,0,0,0,0,0,5,27
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8
POA6244,4,4,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,142,21,8,3,0,0,0,5,0,17,196
POA6251,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,46,6,5,0,0,0,0,0,0,0,54
POA6252,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0,3,33
POA6253,8,0,0,0,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,130,19,15,3,0,0,7,0,0,4,186
POA6254,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,92,22,12,5,0,0,0,0,0,4,124
POA6255,15,0,0,0,5,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,776,98,44,6,9,9,11,3,0,38,983
POA6256,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,46,3,7,0,0,0,0,0,0,0,55
POA6258,57,0,13,10,32,7,11,29,294,0,0,0,0,0,0,0,0,0,0,4,577,79,93,0,18,14,40,11,11,61,906
POA6260,16,0,3,15,23,11,0,3,116,0,0,0,0,0,0,0,0,0,0,6,187,40,30,9,4,19,29,11,3,17,355
POA6262,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,97,7,13,0,0,3,0,0,0,0,128
POA6271,7,7,6,8,0,0,0,0,48,0,0,0,0,0,0,0,0,0,4,5,321,74,52,3,4,8,3,4,0,23,497
POA6275,3,0,6,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,228,31,15,4,9,0,5,0,0,16,310
POA6280,308,56,47,47,58,15,22,17,1168,4,0,0,0,0,0,3,0,0,13,17,3560,817,702,91,82,76,110,55,25,160,5683
POA6281,87,22,14,27,22,13,3,13,342,0,0,0,0,0,0,0,0,0,7,6,1077,232,216,52,40,37,50,32,6,81,1822
POA6282,16,3,0,0,11,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,254,31,44,4,0,3,13,3,0,8,377
POA6284,21,0,11,0,10,3,0,0,86,0,0,0,0,0,0,0,0,0,0,0,268,90,57,6,20,7,16,5,4,19,490
POA6285,155,25,33,28,56,34,0,71,699,0,0,0,0,0,0,0,0,0,9,3,1335,384,382,54,46,56,114,41,8,121,2540
POA6286,11,3,0,0,0,3,0,0,46,0,0,0,0,0,0,0,0,0,0,4,119,28,31,3,4,0,3,3,0,8,209
POA6288,3,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,77,6,18,0,0,0,4,0,0,5,112
POA6290,8,7,0,0,0,0,0,4,35,0,0,0,0,0,0,0,0,0,5,3,339,27,20,8,0,0,0,0,0,21,419
POA6302,13,6,0,4,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,493,41,28,10,5,7,6,0,0,32,618
POA6304,7,8,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,0,0,3,224,33,16,11,0,0,3,0,0,10,294
POA6306,7,5,4,0,7,0,0,5,32,0,0,0,0,0,0,0,0,0,0,3,57,12,10,5,4,0,7,0,0,12,107
POA6308,6,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,179,22,17,0,0,0,6,0,0,5,226
POA6309,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,37,5,0,0,0,0,3,0,0,0,46
POA6311,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,59,8,4,0,0,0,0,3,0,0,82
POA6312,75,24,14,25,36,13,22,6,352,3,0,0,0,0,0,0,0,0,4,8,357,110,112,29,12,30,40,21,23,32,766
POA6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,23
POA6315,7,4,5,7,18,0,3,0,61,0,0,0,0,0,0,0,0,0,0,0,193,19,20,4,3,10,23,0,3,15,289
POA6316,5,0,0,0,6,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,39,5,4,0,0,0,6,0,0,0,44
POA6317,86,33,11,44,23,24,35,23,512,4,0,0,0,0,0,0,0,0,12,11,304,204,111,37,18,59,23,25,40,59,879
POA6318,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,35,10,3,0,0,0,0,0,0,6,58
POA6320,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,38
POA6321,0,7,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,49,9,0,4,3,3,3,0,0,0,65
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,5,0,0,0,0,0,0,0,34
