POA_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
POA6518,0,3,0,62,0,66,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,4,70,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,20,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,36,36,45,9,7,130,36,231
POA6519,0,15,26,190,0,226,0,0,3,36,4,39,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,51,20,20,141,0,232,5,0,0,0,0,5,0,0,0,0,0,0,5,0,4,15,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,25,0,42,7,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,14,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,24,0,35,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,12,7,0,4,0,27,5,0,0,3,106,109,100,26,39,329,112,608
POA6521,4,20,13,128,0,161,0,0,0,4,0,3,4,0,0,0,0,7,0,0,0,0,0,4,5,0,0,0,0,3,30,10,9,90,0,137,0,0,0,0,0,0,3,0,0,0,0,6,3,6,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,18,0,26,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,23,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,6,0,31,0,0,0,0,30,35,95,28,19,195,36,368
POA6522,3,13,18,162,0,202,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,3,0,5,6,0,0,4,0,12,28,11,9,154,0,203,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,38,0,48,6,4,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,26,0,48,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,6,0,0,0,0,7,0,0,0,0,109,113,53,25,23,311,111,530
POA6525,25,157,124,1312,35,1654,0,13,3,112,3,135,9,0,0,6,0,16,11,0,0,8,0,21,35,11,8,15,0,72,343,153,120,1036,29,1685,7,0,0,0,0,7,8,0,0,7,0,10,36,13,12,93,0,151,3,0,0,9,0,10,0,4,0,0,0,5,3,0,0,0,0,7,52,19,19,243,7,338,22,17,3,53,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,5,28,3,4,0,0,40,20,11,9,5,0,45,14,6,4,13,0,37,0,0,0,0,0,4,0,0,0,0,0,4,87,27,24,192,4,329,5,0,0,0,0,5,5,3,0,0,0,6,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,4,11,5,0,5,0,27,72,12,9,51,0,144,4,0,0,9,420,432,652,277,197,2296,481,3893
POA6528,4,8,18,140,0,173,0,4,0,7,0,11,0,0,3,0,0,5,0,0,0,3,0,3,3,0,0,0,0,7,45,13,10,98,5,166,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,0,40,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,27,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,6,16,0,0,0,0,20,0,0,0,0,25,20,93,20,22,227,25,382
POA6530,205,1322,986,10030,116,12656,6,118,53,2915,40,3132,191,14,19,57,0,289,23,15,5,88,3,134,262,74,49,162,5,555,2406,1147,894,8212,125,12782,469,13,65,22,4,578,70,12,15,46,0,138,253,67,67,694,0,1082,32,22,14,26,0,88,21,9,0,12,0,46,276,18,12,31,0,333,422,228,151,2249,18,3067,328,142,64,739,12,1293,6,0,0,0,0,13,6,0,0,3,0,14,27,8,8,27,0,63,21,15,0,22,0,59,182,33,33,27,4,269,115,60,48,36,0,259,69,23,14,71,0,177,34,6,9,23,0,65,14,0,4,5,0,25,542,248,179,1807,24,2807,6,0,0,0,0,6,254,26,14,26,0,322,62,5,3,44,0,121,12,0,5,0,0,22,102,4,8,0,0,117,78,34,15,81,0,217,1266,221,235,587,17,2328,71,9,4,166,3075,3325,6262,2261,1676,19720,3372,33296
POA6532,25,240,227,2390,23,2908,3,23,9,327,3,367,27,0,0,6,0,40,6,8,3,19,0,39,47,23,18,55,0,141,604,274,197,1879,27,2975,16,0,10,0,0,31,21,4,3,5,0,35,82,17,21,173,0,292,5,0,0,12,0,13,3,0,0,0,0,4,9,0,0,3,0,15,112,52,28,438,4,636,49,34,16,156,0,262,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,19,3,3,0,0,0,10,29,9,7,8,0,44,19,10,17,5,0,40,11,0,4,17,0,36,6,0,0,0,0,9,0,0,0,0,0,0,161,38,44,478,0,725,0,0,0,0,0,0,48,6,0,4,0,60,15,4,0,0,0,20,0,0,0,0,0,0,44,0,0,0,0,42,20,10,5,21,0,52,157,24,41,86,0,305,12,0,0,52,521,583,1188,447,372,4337,563,6907
POA6535,11,63,50,583,14,718,0,5,0,94,5,100,4,0,0,0,0,0,0,0,0,0,0,0,12,3,6,0,0,26,147,53,46,495,8,755,9,0,0,0,0,9,0,0,0,0,0,6,14,0,7,33,0,52,9,0,0,4,0,6,5,0,0,0,0,5,8,0,0,3,0,15,21,10,6,124,4,163,5,4,3,27,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,14,86,5,140,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,7,0,0,0,4,0,3,0,0,0,0,0,0,8,6,0,6,0,16,27,0,8,15,0,52,0,0,0,6,217,227,236,100,81,1078,237,1732
POA6536,21,89,84,663,4,861,0,5,6,34,3,52,9,0,0,0,0,9,0,0,0,5,0,6,30,7,10,9,0,55,300,98,85,614,8,1107,4,0,0,4,0,7,8,0,0,0,0,12,25,5,7,63,0,99,5,0,0,4,0,12,0,0,3,3,0,12,3,0,0,0,0,9,49,18,5,130,0,203,25,7,4,33,0,64,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,0,0,0,0,3,8,0,7,0,0,12,12,0,7,0,0,18,7,0,0,0,0,12,3,0,0,0,0,9,0,0,0,0,0,0,77,23,16,151,0,274,0,0,0,0,0,0,9,0,0,0,0,9,3,3,0,4,0,9,0,0,0,0,0,0,8,0,0,0,0,8,8,0,0,7,0,14,74,7,8,18,0,101,0,0,0,16,305,321,567,165,136,1271,322,2464
POA6537,23,100,86,689,18,916,0,3,0,92,0,100,16,0,0,0,0,22,8,0,0,6,0,13,23,3,3,9,0,39,316,90,78,556,16,1058,9,0,0,0,0,9,18,0,0,4,0,25,32,9,3,41,4,86,9,0,0,0,0,9,0,0,0,0,0,5,8,0,0,0,3,9,57,30,15,110,4,205,45,17,7,42,0,108,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,5,0,0,0,0,6,13,0,0,3,0,20,15,3,0,0,0,15,9,6,0,5,0,22,4,0,0,0,0,5,0,0,0,0,0,0,69,27,7,99,0,212,0,0,0,0,0,0,18,0,0,0,0,19,11,0,0,3,0,13,0,0,0,0,0,3,7,0,0,0,0,10,12,0,0,3,0,17,121,21,14,18,4,179,8,0,6,8,442,456,695,187,126,1227,478,2703
POA6556,15,100,107,590,14,821,0,6,0,30,0,36,3,0,0,3,0,13,0,0,0,5,0,10,32,7,5,4,0,41,357,98,86,369,16,924,11,0,0,0,0,11,6,3,0,3,0,14,15,6,5,13,0,43,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,49,15,11,94,0,164,10,17,4,50,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,3,0,0,13,18,3,0,0,0,21,3,9,0,4,0,13,8,0,0,0,0,9,0,0,0,0,0,0,66,24,16,112,6,214,5,0,0,0,0,4,9,0,0,0,0,11,7,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,14,0,3,7,0,26,54,9,13,7,4,85,3,4,4,13,54,67,546,173,146,921,83,1871
POA6558,6,45,32,166,7,253,0,0,0,4,0,4,6,0,0,0,0,5,0,0,0,0,0,0,13,3,0,0,0,15,145,38,36,160,0,382,15,0,0,0,0,15,5,0,0,0,0,4,12,0,3,5,0,22,4,0,0,0,0,5,3,0,0,0,0,5,0,8,0,0,0,7,28,8,7,41,0,77,10,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,3,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,10,3,43,0,79,3,0,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,4,8,3,0,48,0,0,0,8,1885,1891,232,66,57,310,1890,2556
POA6560,13,59,48,426,13,558,0,0,0,47,3,52,0,0,6,0,0,4,0,0,0,0,0,4,15,11,0,4,0,33,189,50,49,309,11,604,27,0,0,0,0,31,3,0,0,3,0,10,11,4,6,16,0,41,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,8,22,11,3,63,0,96,17,4,0,13,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,7,6,0,0,0,0,13,0,10,0,0,0,11,15,0,0,4,0,13,3,0,0,0,0,3,0,0,0,0,0,0,34,13,5,84,0,133,4,0,0,0,0,4,3,3,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,6,3,0,0,0,15,25,8,13,13,0,61,4,0,0,8,104,124,323,102,86,709,128,1340
POA6562,5,67,48,441,3,562,0,0,4,13,0,17,0,0,0,3,0,6,0,0,0,3,0,8,15,4,0,3,0,17,191,60,45,310,16,617,6,0,0,0,0,6,0,0,0,0,0,3,9,4,3,23,0,46,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,37,17,5,84,6,143,4,7,3,24,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,11,4,5,0,0,13,7,4,0,4,0,14,0,0,0,0,0,3,0,0,0,0,0,0,35,12,11,75,0,138,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,10,32,4,10,9,0,53,6,0,0,6,124,134,296,115,83,726,141,1357
POA6564,3,8,12,88,3,115,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,62,10,11,75,3,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,18,0,33,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,16,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,5,7,0,3,10,0,22,0,4,0,8,16,21,93,19,18,160,26,312
POA6566,11,176,137,841,18,1186,0,9,9,73,0,89,9,0,0,8,0,13,6,0,0,13,0,16,34,10,3,18,0,65,447,134,121,697,20,1419,3,0,0,0,0,3,18,0,0,3,0,25,36,19,6,48,3,108,3,3,0,0,0,8,7,0,0,0,0,9,5,0,3,0,0,8,87,21,26,203,5,342,28,10,6,21,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,19,0,7,0,4,28,19,16,4,0,0,38,7,3,5,6,0,27,0,0,0,0,0,3,5,0,0,0,0,5,100,30,37,173,0,345,4,3,0,0,0,6,16,11,0,0,0,25,4,0,0,0,0,10,0,0,4,0,0,4,0,0,0,0,0,0,29,0,0,14,0,48,88,25,11,31,0,149,7,0,6,15,348,381,775,275,219,1529,397,3189
POA6567,0,18,22,107,0,151,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,83,22,22,100,5,229,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,18,0,39,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,20,6,6,29,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,3,3,7,0,21,0,0,0,3,67,71,131,32,31,196,70,460
POA6568,0,11,0,66,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,67,3,89,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,21,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,0,16,0,0,0,0,13,13,22,16,3,130,14,177
POA6569,0,18,14,65,0,94,0,3,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,13,6,55,0,105,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,5,0,0,0,0,30,29,47,24,19,123,31,251
POA6571,0,0,0,19,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,17,7,3,30,5,62
POA6572,0,0,6,28,0,30,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,8,44,8,60
POA6574,0,4,4,24,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,3,17,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,40,0,66
POA6575,0,6,0,30,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,47,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,9,15,4,62,13,115
POA6603,13,41,35,370,5,467,0,3,0,64,0,69,9,0,0,0,0,3,0,0,0,0,0,4,10,0,0,18,0,30,85,41,36,326,5,489,9,0,0,0,0,9,8,0,0,0,0,8,4,3,0,22,0,30,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,8,21,12,9,79,0,119,6,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,10,0,0,0,0,11,3,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,28,3,3,70,0,112,0,0,0,0,0,0,10,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,7,18,5,0,0,0,28,0,0,0,8,79,83,185,70,55,706,89,1105
POA6605,0,0,3,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,9,9,5,0,3,22,9,41
POA6606,0,4,0,56,0,59,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,38,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,6,6,17,4,4,94,8,128
