POA_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
POA6411,0,4,0,0,4,0,4,0,0,4,0,3,3,0,7,0,8,0,0,7,4,0,0,0,10,0,10,7,0,18,0,11,0,0,6,0,3,0,0,10,0,0,0,0,0,7,41,13,0,60,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,3,0,0,3,3,8,4,0,10,3,10,0,0,15,0,10,0,0,9,0,0,0,0,6,0,0,0,0,0,7,44,7,0,55,0,5,0,0,9,0,8,0,0,11,0,6,4,0,12,0,8,4,0,11,3,9,4,0,16,4,22,5,0,27,5,17,0,0,21,0,7,6,0,13,0,0,0,0,0,14,80,25,0,119
POA6412,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,0,0,4,0,4,4,0,6,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,20,7,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,18,0,6,0,0,4,0,3,0,0,4,0,0,4,0,3,0,0,0,0,0,0,9,4,0,11,4,3,3,0,17,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,26,17,0,49
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,5,0,0,5,4,5,0,0,8,0,0,0,0,4,0,0,0,0,0,8,20,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,7,0,0,10,3,10,0,0,16,4,13,0,0,13,0,0,0,0,4,0,0,0,0,0,5,38,8,0,54
POA6414,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,5,0,3,0,0,3,0,3,3,0,7,0,3,3,0,3,0,0,3,0,3,0,0,0,0,0,3,21,7,0,32,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,5,0,4,0,0,6,0,3,0,0,5,0,6,5,0,9,0,0,0,0,0,0,0,0,0,0,3,18,4,0,31,0,3,0,0,3,0,0,0,0,0,0,6,5,0,11,3,8,0,0,4,0,6,4,0,9,3,9,0,0,14,0,9,0,0,14,0,0,4,0,3,0,0,0,0,0,5,40,10,0,61
POA6415,0,61,11,0,73,8,76,18,0,98,11,155,30,0,190,9,127,27,0,166,24,145,22,0,188,30,148,26,0,199,15,131,22,0,164,3,51,9,0,71,4,18,6,0,25,106,919,165,0,1189,0,67,12,0,79,0,63,5,0,66,15,126,24,0,168,24,121,25,0,167,33,120,17,0,168,32,138,26,0,191,20,106,13,0,142,5,55,6,0,72,3,34,7,0,40,132,817,134,3,1093,3,125,21,0,153,6,136,20,0,164,25,286,52,0,363,35,247,53,0,331,50,262,40,0,359,63,285,50,0,394,34,237,40,0,307,11,110,18,0,144,11,53,5,0,65,244,1738,303,3,2276
POA6418,0,15,5,0,19,0,19,3,0,23,0,35,10,0,46,4,41,11,0,54,0,36,8,0,46,0,37,9,0,50,5,48,8,0,61,3,22,6,0,24,0,10,0,0,10,18,256,60,0,336,0,7,0,0,7,0,9,0,0,9,9,24,0,0,36,3,32,0,0,36,11,29,0,0,33,9,26,3,0,41,10,39,3,0,52,5,25,7,0,36,0,8,6,0,12,40,195,28,0,262,0,24,5,0,29,0,24,3,0,28,5,66,10,0,80,15,72,11,0,95,8,65,14,0,81,10,68,15,0,89,14,79,16,0,113,10,42,10,0,62,0,14,9,0,22,55,454,90,0,599
POA6419,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,8,0,0,10,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,7,0,4,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,14,4,0,19,0,0,0,0,0,0,4,0,0,4,0,9,0,0,9,0,0,0,0,0,6,10,0,0,15,0,7,0,0,8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,39,3,0,47
POA6420,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,5,0,3,0,0,7,0,4,0,0,4,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,6,33,0,0,36,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,5,0,6,0,0,6,0,7,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,3,0,0,8,0,6,0,0,12,0,10,0,0,10,0,3,0,0,9,0,4,0,0,6,0,0,0,0,0,6,51,0,0,60
POA6421,0,0,0,0,6,0,0,0,0,3,0,5,0,0,7,0,6,5,0,8,4,14,3,0,17,0,8,0,0,7,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,4,40,15,0,60,0,4,0,0,4,0,0,0,0,0,0,5,0,0,10,0,8,3,0,13,3,3,0,0,11,0,9,0,0,6,4,4,3,0,15,0,0,0,0,0,0,0,0,0,0,9,36,10,0,56,0,6,4,0,14,0,0,6,0,8,0,7,4,0,14,0,15,6,0,26,6,20,5,0,28,0,11,0,0,13,7,13,3,0,19,0,4,0,0,4,0,0,0,0,0,18,81,21,0,116
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,0,4,0,4,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,23,0,0,0,0,0,0,3,0,0,3,0,5,4,0,6,0,3,0,0,5,0,4,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,4,0,24,0,0,0,0,0,0,8,0,0,3,0,7,4,0,7,0,8,0,0,9,0,7,0,0,10,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,4,0,47
POA6423,0,0,0,0,0,0,10,0,0,15,0,14,11,5,31,0,21,17,0,38,3,24,16,0,43,10,28,13,0,52,0,13,0,0,16,4,9,0,0,8,0,4,0,0,4,14,130,63,5,209,0,0,0,0,0,0,0,0,0,0,0,6,6,0,9,0,0,3,0,7,4,6,0,0,11,8,13,0,0,16,0,10,0,0,16,3,6,0,0,3,0,6,0,0,4,11,50,17,0,76,0,5,0,0,5,0,10,0,0,15,0,24,12,5,37,0,23,17,0,47,4,35,20,0,61,14,44,13,0,70,0,23,3,0,29,3,10,5,0,15,0,8,0,0,8,30,177,76,5,282
POA6424,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,6,0,6,0,0,6,4,7,0,0,10,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,20,7,0,28,0,0,0,0,0,0,4,0,0,4,0,4,0,0,7,0,0,0,0,0,0,5,0,0,3,0,5,0,0,7,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,23,4,0,26,0,0,0,0,0,0,3,0,0,4,0,6,4,0,12,0,0,0,0,8,0,7,0,0,9,4,15,4,0,18,0,3,4,0,6,0,3,0,0,3,0,0,0,0,0,4,41,8,0,55
POA6425,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,5,0,0,5,0,3,0,0,3,3,7,0,0,13,0,5,0,0,5,0,0,0,0,0,0,4,0,0,4,0,29,0,0,38,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,4,0,4,0,0,4,0,7,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,24,5,0,28,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,9,0,0,6,0,6,0,0,6,4,19,0,0,23,0,4,0,0,5,0,3,0,0,3,0,4,0,0,4,6,49,3,0,60
POA6426,0,7,0,0,9,4,29,20,0,54,3,122,59,0,187,10,124,63,0,194,9,118,53,0,177,5,140,50,0,201,3,65,11,0,80,4,20,9,0,25,0,3,0,0,4,45,621,264,0,926,0,9,0,0,9,0,18,3,0,21,9,54,11,0,64,0,45,15,0,57,8,60,13,0,81,8,43,7,0,54,7,46,0,0,54,0,14,0,0,17,0,8,3,0,9,35,287,55,0,374,0,13,0,0,15,4,53,24,0,81,14,174,69,0,251,9,169,76,0,250,22,173,65,0,263,13,181,58,0,256,15,109,13,0,131,4,32,10,0,38,3,10,0,0,16,76,902,316,0,1304
POA6427,0,0,0,0,3,0,11,3,0,10,0,34,25,0,58,4,31,25,0,56,3,40,37,0,80,0,33,26,0,57,0,5,5,0,9,0,0,0,0,0,0,0,0,0,0,3,146,127,0,277,0,0,0,0,0,0,0,0,0,0,0,9,10,0,17,0,4,6,0,8,0,4,3,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,39,0,0,0,0,3,0,7,3,0,16,0,42,34,0,71,7,31,29,0,68,3,43,42,0,92,0,29,26,0,58,0,7,8,0,12,0,0,0,0,0,0,0,0,0,0,7,164,149,0,319
POA6428,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,5,0,5,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,23,0,3,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,0,3,3,0,5,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,24,0,3,0,0,3,0,3,0,0,3,0,6,0,0,6,0,0,0,0,6,4,6,7,0,15,0,4,4,0,12,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,3,28,9,0,42
POA6429,0,12,6,0,24,0,35,23,0,52,8,123,87,0,212,5,93,68,0,161,8,113,75,0,191,12,106,58,0,180,4,74,20,0,96,0,19,3,0,19,0,4,0,0,4,31,578,328,0,944,0,17,9,0,27,0,12,5,0,17,0,41,19,0,62,5,38,19,0,65,9,58,18,0,86,11,48,21,0,75,4,40,12,0,61,0,11,5,0,10,0,0,0,0,0,36,265,102,0,402,0,30,14,0,44,0,47,26,0,72,9,167,104,0,277,5,133,83,0,225,18,169,90,0,278,20,155,80,0,252,13,116,28,0,151,0,26,5,0,33,0,6,0,0,4,65,848,430,0,1340
POA6430,11,584,43,0,640,24,680,94,0,798,67,1673,225,8,1975,105,1487,209,3,1800,107,1316,202,0,1624,119,1156,168,9,1449,61,579,111,3,754,22,219,42,0,277,0,39,13,0,51,506,7732,1100,29,9371,19,495,46,0,563,29,623,70,5,729,93,1557,169,11,1832,171,1320,150,3,1635,166,1115,112,0,1398,149,912,94,4,1160,65,468,78,6,619,28,204,23,0,257,6,94,17,0,120,728,6786,774,32,8313,33,1080,90,5,1201,49,1304,167,5,1530,161,3236,393,16,3804,266,2803,360,6,3440,272,2429,312,4,3019,262,2066,265,10,2610,129,1043,193,17,1378,48,427,67,0,539,9,132,34,0,168,1233,14519,1874,63,17687
POA6431,0,23,0,0,25,5,64,28,0,99,15,166,87,0,270,9,164,85,0,255,19,147,73,0,236,6,84,43,0,140,7,23,10,0,39,0,9,0,0,8,0,4,0,0,4,56,686,331,3,1076,0,23,3,0,26,4,48,16,0,65,0,69,19,0,87,11,50,10,0,72,3,57,15,0,75,7,49,14,0,65,0,15,7,0,25,0,4,6,0,4,0,0,0,0,0,34,316,78,0,423,0,44,7,0,54,6,114,45,0,168,15,239,109,0,363,20,216,96,0,328,19,206,90,0,308,16,134,57,0,205,8,44,18,0,61,0,13,4,0,17,0,0,0,0,0,87,1004,414,3,1506
POA6432,5,159,52,0,211,7,216,75,0,295,18,397,182,3,608,25,415,179,5,623,39,382,124,0,544,38,413,133,4,586,23,224,77,0,324,10,60,13,0,85,0,7,0,0,12,169,2281,828,9,3291,7,145,40,0,186,5,152,29,0,184,39,398,102,0,536,42,330,81,0,455,53,337,77,0,459,57,285,82,0,426,22,156,51,0,233,4,54,11,0,69,0,19,0,0,17,230,1881,461,4,2574,8,305,87,0,401,12,369,106,0,490,57,799,283,11,1143,68,747,257,5,1077,90,716,198,0,1004,98,701,219,4,1010,46,381,127,0,559,9,113,21,0,148,0,30,0,0,31,392,4160,1290,15,5864
POA6434,0,4,0,0,4,0,20,20,0,42,7,89,68,0,164,6,62,58,0,128,7,47,32,0,88,0,23,22,0,47,0,5,7,0,12,0,0,0,0,0,0,0,0,0,0,25,253,209,0,487,0,7,0,0,8,0,5,6,0,11,0,16,19,4,35,0,13,15,0,31,0,6,8,0,16,0,0,7,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,49,54,4,109,0,7,0,0,7,0,33,21,0,52,7,100,86,6,201,6,77,75,0,155,7,54,47,0,107,0,26,23,0,56,0,6,9,0,14,0,0,0,0,0,0,0,0,0,0,25,299,263,6,590
POA6436,0,3,4,0,6,0,4,9,3,18,0,21,25,0,49,3,27,40,0,74,0,23,23,0,46,0,20,24,0,48,0,19,19,0,38,0,5,6,0,7,0,0,0,0,0,9,126,139,3,286,0,3,0,0,3,0,4,4,0,9,0,10,6,0,11,0,5,3,0,12,0,13,3,0,22,0,15,10,0,27,0,7,9,0,14,0,0,0,0,0,0,0,0,0,0,6,55,36,0,101,0,9,4,0,7,6,11,13,3,32,0,28,31,0,61,3,31,50,0,84,5,35,29,0,62,3,38,34,0,73,0,26,23,0,50,0,5,6,0,9,0,0,0,0,0,15,181,179,4,382
POA6437,0,14,3,0,18,0,70,57,0,128,10,201,141,3,354,11,193,125,4,330,12,133,82,0,227,3,96,55,3,154,3,29,8,0,40,0,5,0,0,5,0,0,0,0,0,40,739,465,3,1249,0,7,4,0,13,0,26,21,0,48,5,67,37,0,110,0,50,16,0,70,3,32,21,0,56,0,36,21,0,56,0,11,5,0,15,0,0,0,0,0,0,0,0,4,4,17,236,113,0,375,0,20,10,0,35,0,99,74,0,177,15,269,175,3,462,15,245,137,4,398,16,172,100,0,287,4,129,75,3,208,3,37,7,0,53,0,5,0,0,5,0,0,0,4,4,54,974,580,8,1624
POA6438,0,11,9,0,17,0,27,70,0,97,4,134,223,3,363,7,92,193,0,297,15,97,167,0,278,3,82,118,0,202,6,52,33,0,94,4,12,8,0,18,0,3,0,0,3,32,512,816,5,1369,0,11,8,0,17,0,13,26,0,41,3,54,49,0,113,0,38,52,0,92,9,36,32,0,74,0,55,27,0,88,9,37,17,0,62,0,8,3,0,12,0,0,0,0,0,25,257,205,0,494,0,21,14,0,36,0,37,91,0,138,5,191,279,4,479,12,131,245,0,385,18,136,202,0,353,6,138,146,0,289,12,96,45,0,151,4,16,3,0,29,0,5,0,0,5,57,771,1019,14,1858
POA6440,0,24,14,0,36,0,89,79,0,166,17,335,353,3,707,24,320,351,5,696,26,336,366,4,730,30,266,258,0,552,5,59,44,0,110,0,10,3,0,12,0,0,0,0,0,103,1430,1464,18,3006,0,18,6,0,25,0,46,36,0,82,12,115,91,0,219,7,92,50,0,147,10,82,62,0,152,13,74,38,0,121,0,26,6,0,33,0,5,0,0,11,0,0,0,0,0,45,458,291,0,788,0,38,19,0,63,8,132,107,0,246,21,450,441,3,926,31,406,399,5,841,33,413,425,0,876,40,331,300,0,678,11,84,52,0,141,0,19,6,0,21,0,3,0,0,0,146,1885,1750,20,3796
POA6442,0,60,14,0,77,0,52,30,0,83,4,168,111,0,284,10,129,102,0,242,12,158,106,0,280,12,157,62,0,225,5,65,25,0,98,3,23,10,0,30,0,4,6,0,6,53,815,451,3,1326,0,52,23,0,81,7,65,28,0,95,9,117,56,0,178,15,125,52,0,195,17,124,43,0,177,12,100,34,0,147,5,58,20,0,76,5,14,8,0,23,0,5,0,0,5,66,665,253,0,983,8,115,39,0,161,9,118,56,0,180,16,286,167,0,462,27,254,150,0,442,22,281,151,0,465,24,256,92,0,365,11,124,43,0,176,5,35,19,0,52,0,10,6,0,12,123,1476,708,3,2312
POA6443,0,9,7,0,19,0,32,14,0,47,8,68,39,0,116,0,50,18,0,78,10,109,61,0,190,4,92,25,0,121,3,80,19,0,101,3,21,3,0,28,0,0,0,0,5,37,474,193,9,701,0,7,0,0,7,0,15,11,0,24,0,43,21,0,67,6,30,18,0,53,7,47,20,0,74,12,62,18,0,94,6,58,8,0,67,0,15,6,0,19,0,0,0,0,0,42,269,98,5,411,0,14,9,0,27,0,46,26,0,70,12,111,57,0,186,10,84,39,0,126,18,162,80,0,260,19,152,40,0,212,9,136,28,0,173,4,35,6,0,44,0,6,0,0,10,74,746,284,7,1110
POA6445,0,5,0,0,0,0,0,0,0,0,0,6,0,0,6,0,8,0,0,9,0,8,0,0,15,6,9,3,0,12,0,6,0,0,10,0,3,0,0,3,0,0,0,0,0,11,40,6,0,61,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,3,0,0,8,4,9,0,0,14,0,6,5,0,9,0,6,0,0,6,0,3,0,0,3,0,0,0,0,0,12,40,8,0,56,0,5,0,0,0,0,0,0,0,0,0,10,0,0,15,5,11,3,0,15,3,17,0,0,31,11,10,3,0,24,0,17,0,0,18,0,7,0,0,7,0,0,0,0,0,19,79,12,0,119
POA6446,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,9,0,0,10,0,10,0,0,10,4,6,0,0,8,0,5,0,0,5,0,6,0,0,6,0,0,0,0,0,8,47,0,0,54,0,4,0,0,4,0,5,0,0,5,0,9,0,0,9,3,7,0,0,6,0,8,0,0,8,4,6,0,0,10,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,6,36,3,0,44,0,8,0,0,8,0,0,0,0,0,0,15,0,0,15,0,11,0,0,18,0,19,0,0,20,10,4,4,0,15,0,7,0,0,7,0,5,0,0,5,0,0,0,0,0,12,75,6,0,90
POA6447,0,0,0,0,0,0,6,0,0,6,0,16,0,0,16,0,7,0,0,12,0,12,0,0,12,0,17,0,0,22,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,3,69,3,0,73,0,0,0,0,0,0,0,0,0,0,0,9,0,0,16,0,11,0,0,13,0,15,0,0,18,4,3,0,0,10,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,9,48,5,0,54,0,4,0,0,4,0,7,0,0,11,0,29,0,0,31,0,19,0,0,21,0,25,0,0,21,8,23,5,0,28,0,12,3,0,11,0,0,0,0,0,0,0,0,0,0,13,114,10,0,130
POA6448,0,30,0,0,35,0,3,0,0,9,0,20,3,3,27,0,18,4,0,18,4,17,0,0,29,0,15,5,0,26,3,17,3,0,27,0,7,0,0,5,0,3,0,0,3,13,137,25,3,179,0,34,4,0,36,0,3,3,0,7,0,26,4,0,29,7,12,3,0,25,8,16,6,0,31,3,12,3,0,21,0,17,3,0,17,0,8,3,0,5,0,4,0,0,5,16,128,23,0,172,0,62,4,0,68,0,13,0,0,18,0,44,5,3,53,6,30,6,0,43,10,32,7,0,55,7,33,4,0,50,3,34,8,0,46,0,8,3,0,12,0,4,3,0,6,30,265,50,3,347
POA6450,20,353,53,0,428,17,270,46,5,335,28,599,106,10,742,58,624,84,0,767,89,699,132,0,921,112,704,100,5,915,52,552,81,0,686,37,317,73,0,424,9,85,13,0,108,411,4209,681,17,5322,18,292,43,0,358,16,261,33,0,311,71,614,71,4,761,105,614,94,0,809,139,622,79,0,840,146,650,73,3,871,102,520,72,0,694,41,355,55,0,453,12,149,15,0,167,648,4074,533,8,5266,35,649,99,0,785,29,531,83,5,645,101,1214,176,12,1499,161,1234,178,0,1577,226,1322,204,0,1757,253,1357,171,4,1790,157,1074,148,0,1386,77,668,128,0,875,20,233,23,0,272,1068,8285,1215,25,10590
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
POA6460,0,10,9,0,15,0,15,5,0,14,0,26,0,0,26,0,27,3,0,31,7,28,7,0,41,7,36,7,0,51,3,55,7,0,67,4,18,3,0,24,0,8,3,0,10,31,218,42,0,293,0,8,0,0,12,0,8,6,0,16,0,25,3,0,24,11,32,4,0,40,0,33,0,0,35,17,36,12,0,60,12,38,8,0,62,0,19,4,0,21,0,10,0,0,13,47,194,34,0,277,0,16,8,0,26,0,18,11,0,32,0,41,3,0,48,8,56,10,0,75,9,60,9,0,76,25,71,15,0,113,21,91,16,0,127,4,33,11,0,51,0,16,6,0,20,73,414,81,0,569
POA6461,0,3,0,0,8,3,17,3,0,20,0,15,0,0,13,0,27,7,0,28,6,28,3,0,42,0,27,0,0,28,6,42,3,0,52,0,15,0,0,16,0,3,0,0,3,18,176,22,0,211,0,5,3,0,7,0,10,0,0,13,0,15,0,0,18,0,34,0,0,33,4,18,4,0,28,6,18,4,0,27,8,30,0,0,40,0,18,0,0,18,0,3,0,0,9,21,151,16,0,187,0,8,0,0,11,5,23,0,0,34,0,28,3,0,31,5,57,4,0,62,12,49,9,0,65,5,45,5,0,57,17,68,6,0,87,0,30,4,0,34,0,10,0,0,6,43,321,29,0,399
POA6462,0,0,0,0,0,0,0,0,0,6,0,6,0,0,10,0,9,3,0,10,0,6,0,0,7,0,6,0,0,14,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,9,42,4,0,55,0,0,0,0,0,0,0,0,0,0,3,9,0,0,10,5,4,0,0,6,6,5,0,0,14,3,5,0,0,14,0,8,0,0,10,0,3,0,0,3,0,0,0,0,0,10,38,7,0,54,0,0,0,0,3,0,6,0,0,7,7,11,3,0,25,3,13,3,0,17,3,13,0,0,20,5,17,0,0,19,3,12,0,0,19,0,3,0,0,3,0,0,0,0,0,20,81,8,0,107
POA6463,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,3,0,0,3,0,3,0,0,3,0,6,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,21
