POA_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
POA6012,4,7,4,0,0,0,12,0,17,0,0,0,0,13,3,81,0,0,0,0,92,5,30,5,6,0,0,51,56,0,4,24,0,0,86,148,8,5,30,0,0,193,173,4,0,47,7,0,235,100,3,0,52,5,0,159,83,0,0,24,3,0,107,31,0,0,9,0,0,38,33,0,0,10,0,0,45,29,0,0,3,0,0,37,22,0,0,3,0,0,24,52,0,0,21,3,0,72,9,14,4,11,4,4,44,750,166,16,247,26,7,1213
POA6014,0,0,0,0,0,0,5,0,3,0,0,0,0,3,11,13,3,26,0,0,47,27,15,8,20,3,0,72,107,0,0,39,0,0,151,414,4,4,102,24,0,546,368,4,0,120,13,0,510,215,0,0,87,0,0,303,158,0,0,57,5,0,220,114,0,0,34,3,0,148,95,0,0,22,0,0,125,67,0,0,15,0,0,76,47,0,0,5,0,0,53,59,0,0,10,3,0,76,18,5,3,17,5,0,55,1700,46,13,562,66,9,2401
POA6015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,3,0,0,10,13,0,0,7,0,0,25,20,0,0,10,0,0,34,25,0,0,11,0,0,37,27,0,0,5,4,0,33,20,0,0,4,0,0,21,58,0,0,13,0,0,66,0,0,0,0,0,0,10,174,0,5,64,5,0,247
POA6016,0,8,0,0,0,0,7,0,10,0,0,0,0,14,7,89,6,14,0,0,107,4,31,12,10,0,0,62,20,7,3,20,4,0,51,137,20,6,45,16,0,216,180,4,0,81,10,0,278,217,5,0,111,17,0,354,120,0,0,58,5,0,185,79,0,0,23,3,0,101,33,0,0,9,0,0,45,19,0,0,11,0,0,26,11,0,0,5,0,0,19,4,0,0,4,0,0,5,7,13,0,4,5,4,30,843,190,33,389,49,8,1510
POA6017,0,3,0,0,0,0,3,0,17,0,0,0,0,16,0,37,0,9,0,0,47,32,15,10,13,5,0,74,73,9,0,23,0,0,110,152,6,3,53,8,0,229,271,0,0,78,11,3,364,179,0,0,59,3,0,248,44,0,0,11,0,0,57,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,23,776,88,19,263,28,6,1184
POA6018,0,24,3,3,0,0,31,0,51,3,4,0,0,61,6,335,14,23,5,3,380,12,103,28,32,0,3,179,9,49,4,28,0,0,95,54,51,11,43,28,0,178,207,27,3,175,26,0,441,759,22,8,302,19,0,1120,673,7,0,154,6,0,850,302,0,0,85,4,0,389,170,0,0,24,0,0,198,100,0,0,18,3,0,125,50,0,0,11,10,0,68,49,3,0,5,6,0,59,27,38,11,36,14,3,136,2410,717,82,951,126,15,4309
POA6019,0,6,0,0,0,0,8,0,4,0,0,0,0,9,4,49,5,8,0,0,66,11,28,6,25,4,0,82,19,9,3,35,6,0,72,123,9,0,59,6,0,198,371,14,0,150,13,0,549,617,4,0,269,11,4,903,472,0,0,157,7,6,645,263,0,0,72,0,0,335,179,0,0,39,0,0,216,80,0,0,26,0,0,107,43,0,0,7,0,0,57,70,0,0,11,0,0,86,31,10,0,43,4,10,100,2295,131,14,909,64,19,3429
POA6020,0,10,0,5,0,0,8,0,12,0,0,0,0,11,0,64,11,11,0,0,87,3,16,5,25,3,0,47,3,4,0,23,0,0,38,6,0,3,20,0,0,34,56,3,4,66,3,0,127,131,0,0,95,4,0,238,133,0,0,64,5,0,200,92,0,0,32,3,0,131,66,0,0,32,0,0,103,40,0,0,12,0,0,53,22,0,0,0,0,0,25,29,0,0,7,0,0,39,10,8,0,8,0,0,32,602,119,19,404,22,8,1174
POA6021,4,13,0,0,0,0,21,0,17,0,0,0,0,22,0,136,3,14,0,0,157,0,42,13,27,3,0,85,3,10,0,17,4,0,46,30,18,5,48,8,0,108,280,8,0,181,15,0,490,399,5,10,162,16,0,596,180,0,0,72,7,0,258,55,0,0,14,3,0,69,34,3,0,3,0,0,42,22,0,0,0,0,0,22,7,0,0,4,0,0,13,4,0,0,0,0,0,3,8,13,3,31,3,7,69,1041,267,32,572,64,17,2001
POA6022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,12,0,0,9,3,0,0,7,0,0,9,0,0,0,7,4,0,12,22,0,0,23,0,0,48,79,0,0,58,3,0,137,38,0,0,19,0,0,55,9,0,0,6,0,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,8,0,21,158,5,0,140,15,5,324
POA6023,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,4,3,0,0,20,0,5,0,0,0,0,9,0,0,0,7,0,0,7,4,0,0,12,0,0,15,15,0,6,13,0,3,42,112,0,0,52,0,0,172,146,0,0,43,0,0,191,91,0,0,19,0,0,108,25,0,0,5,0,0,29,17,0,0,0,0,0,20,8,0,0,0,0,0,8,3,0,0,0,0,0,9,5,3,5,11,0,0,20,432,30,15,176,9,5,666
POA6024,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,12,0,0,14,0,3,10,6,0,0,23,3,0,0,5,0,0,18,11,7,0,23,3,0,45,55,4,0,40,0,0,108,201,0,3,102,8,0,316,147,0,0,46,5,0,203,37,0,0,8,0,0,43,3,0,0,6,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,17,0,0,24,464,34,16,264,22,0,799
POA6025,0,0,0,3,0,0,5,0,0,0,0,0,0,6,0,19,3,9,0,0,38,0,9,3,25,0,0,37,4,3,0,19,0,0,26,10,6,0,41,0,0,63,145,6,0,116,3,0,273,464,5,0,285,11,3,778,245,0,0,73,5,0,329,131,0,0,34,3,0,169,64,0,0,6,0,0,75,47,0,0,6,0,0,55,10,0,0,0,0,0,8,25,0,0,4,0,0,37,18,5,0,40,5,4,71,1172,57,8,676,38,14,1964
POA6026,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,8,0,6,0,0,21,5,0,6,6,0,0,24,5,0,9,7,0,0,18,0,3,3,16,4,0,24,24,0,0,65,5,0,89,159,0,0,103,3,0,274,225,0,0,53,3,0,283,79,0,0,21,0,0,98,20,0,0,0,0,0,24,9,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,6,0,5,6,3,0,16,4,0,26,538,20,19,304,20,8,905
POA6027,0,8,0,3,0,0,9,0,6,3,4,0,0,13,11,64,0,20,0,0,95,29,37,9,38,0,0,119,21,13,6,41,0,0,78,59,21,6,67,7,0,162,360,15,5,200,17,4,598,1005,8,3,342,17,3,1385,402,0,0,135,5,0,538,179,0,0,34,4,0,220,80,0,0,24,6,0,107,32,0,0,11,0,0,40,19,0,0,5,0,0,27,14,0,0,4,0,0,14,34,17,3,34,5,9,100,2234,194,38,965,62,19,3512
POA6028,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,13,0,10,0,0,22,5,6,0,8,0,0,16,4,0,0,3,3,0,15,5,3,0,22,0,0,22,78,0,0,48,7,0,134,269,0,0,140,3,0,418,157,0,0,64,7,0,224,95,0,0,23,0,0,115,60,0,0,15,0,0,75,36,0,0,0,0,0,36,19,0,0,0,0,0,20,14,0,0,4,0,0,14,10,9,0,17,8,6,38,754,31,8,349,27,3,1169
POA6029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,7,0,0,11,0,0,20,9,0,0,13,0,0,24,9,0,0,6,0,0,21,7,0,0,0,0,0,5,9,0,0,4,0,0,13,8,0,0,4,0,0,13,3,0,0,0,0,0,4,3,0,0,4,0,0,7,0,0,0,0,0,0,3,64,0,3,46,0,0,117
POA6030,0,10,0,9,0,0,12,0,9,4,0,0,0,14,0,57,3,20,11,0,99,14,51,31,29,4,3,122,12,28,9,29,6,0,78,38,62,18,67,4,0,194,520,48,16,274,16,0,881,953,25,4,378,29,3,1392,293,3,0,80,11,0,390,88,0,0,27,0,0,120,48,3,0,13,0,0,64,11,0,0,7,0,0,26,10,0,0,0,0,0,8,5,0,0,6,3,0,17,42,14,5,30,16,3,113,2040,300,95,975,100,14,3526
POA6031,0,8,0,0,0,0,8,0,3,0,0,0,0,3,0,25,3,5,0,0,43,0,29,10,4,0,0,46,3,11,6,9,0,0,25,3,31,15,9,6,0,65,95,32,12,64,7,0,209,340,9,0,140,10,0,500,165,0,0,50,3,0,216,33,0,0,9,3,0,39,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,5,9,0,9,3,0,23,653,153,49,308,33,0,1199
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,11
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,14,9,0,29
POA6034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,7,5,0,0,5,0,0,10,90,0,0,17,0,0,107,99,0,0,18,0,0,118,20,0,0,0,0,0,20,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,217,0,0,53,0,0,272
POA6035,0,0,0,0,0,0,4,0,0,0,5,0,0,5,0,0,0,8,0,0,11,0,0,0,6,4,0,13,19,0,0,10,0,0,34,57,5,5,19,4,0,89,192,4,0,59,0,0,262,222,0,0,60,10,0,293,65,0,0,18,0,0,80,9,0,0,0,0,0,14,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,0,0,28,582,12,5,204,24,0,829
POA6036,5,9,0,0,0,0,10,0,5,0,0,0,0,12,0,29,3,4,0,0,41,10,29,13,8,4,0,63,4,10,4,14,0,0,32,39,22,12,37,0,0,111,418,31,6,136,4,3,606,577,4,7,143,13,0,746,142,0,0,26,0,0,169,34,0,0,3,0,0,40,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,9,12,0,17,0,6,43,1244,162,41,400,16,12,1882
POA6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,8,14,0,0,17,0,0,23,61,0,0,25,0,0,85,49,0,0,13,0,0,65,15,0,0,3,0,0,17,3,0,0,3,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,157,3,0,66,4,0,227
POA6038,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,12,0,0,0,9,0,0,9,19,0,0,14,0,0,30,256,0,0,69,4,0,324,382,0,0,77,5,0,465,93,0,0,18,0,0,113,16,0,0,0,0,0,20,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,7,0,0,25,782,0,0,200,19,3,1007
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,7,0,0,12,0,0,0,6,0,0,13,0,0,0,8,0,0,9,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,32,3,0,52
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,9,0,0,6,0,0,17
POA6044,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,16,0,4,0,0,0,0,10,3,0,0,0,0,0,12,0,0,0,13,7,0,22,7,3,0,6,3,0,27,10,0,0,6,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,18,33,11,8,55,21,3,128
POA6050,0,3,0,0,0,0,4,0,0,0,0,0,0,3,4,22,12,14,5,3,51,13,5,40,26,12,0,95,44,3,28,31,0,5,102,176,4,4,53,4,0,245,341,0,4,107,9,0,467,345,0,6,134,8,0,493,193,0,0,47,6,0,245,87,0,0,31,4,0,128,69,0,0,14,0,0,78,23,0,0,14,0,0,30,7,0,0,3,0,0,10,12,0,0,7,0,0,23,13,0,0,17,7,0,42,1324,44,90,491,47,19,2005
POA6051,3,14,0,0,0,0,15,0,23,3,0,0,0,31,15,159,5,24,0,0,202,58,31,17,36,8,0,144,171,16,3,64,15,0,281,410,14,3,138,18,3,595,506,8,0,192,17,0,730,530,0,0,144,10,0,685,215,0,0,72,3,0,288,56,0,0,20,0,0,72,16,0,0,3,0,0,24,9,0,0,3,0,0,11,0,0,0,0,0,0,0,8,0,0,8,0,0,17,17,14,4,22,10,0,67,2023,288,38,729,77,11,3169
POA6052,0,7,0,0,0,0,14,0,12,0,0,0,0,16,4,89,9,11,0,0,114,8,31,42,21,10,0,112,42,12,0,14,0,0,69,85,17,0,38,3,0,147,159,13,0,79,7,0,259,231,4,0,88,0,0,320,140,6,0,39,4,0,180,89,0,0,19,0,0,112,39,0,0,6,0,0,44,14,0,0,9,0,0,20,5,0,0,0,0,0,5,5,0,0,0,0,0,10,5,16,3,11,0,0,43,811,210,60,338,29,8,1458
POA6053,0,6,0,9,0,0,18,0,19,3,3,0,4,32,0,87,8,13,0,0,105,6,36,14,21,6,0,84,23,15,0,39,0,0,72,97,12,0,52,3,0,168,195,7,0,102,11,0,316,345,0,0,139,13,0,506,194,0,0,47,4,0,249,47,0,0,11,0,0,60,13,0,0,0,0,0,12,5,0,0,3,0,0,10,0,0,0,3,0,0,4,0,0,0,0,0,0,0,12,14,6,20,0,0,52,936,206,40,467,41,8,1698
POA6054,0,9,0,0,0,0,19,3,13,0,3,0,0,18,5,171,21,8,0,4,218,8,80,21,23,0,0,132,19,28,7,40,0,0,90,60,51,14,86,6,0,211,361,27,10,178,14,0,593,492,11,0,174,10,0,690,125,0,0,24,0,0,155,24,0,0,5,0,0,34,11,0,0,0,0,0,11,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,4,0,0,6,11,33,7,30,4,7,97,1131,427,87,587,37,16,2279
POA6055,0,5,0,3,0,0,11,0,10,0,0,0,0,10,9,26,4,9,3,0,57,12,22,4,17,6,0,56,8,13,0,16,8,0,43,60,13,0,41,13,0,133,162,20,4,99,16,0,305,521,17,3,179,9,3,735,204,0,5,51,9,0,266,50,0,0,12,3,0,64,13,0,0,3,4,0,23,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,5,0,12,7,6,3,19,13,0,55,1060,129,22,458,99,4,1773
POA6056,3,20,7,14,0,3,44,0,33,0,6,0,0,41,4,236,15,47,4,0,308,36,120,28,62,8,0,262,57,40,5,69,8,0,175,343,50,16,179,17,0,609,1106,38,12,434,30,3,1625,672,10,25,253,46,6,1008,137,0,4,60,5,0,207,40,0,0,15,0,0,64,8,0,0,3,0,0,17,5,0,0,8,0,0,14,5,0,0,0,0,0,9,4,0,0,3,6,0,8,47,50,13,60,19,19,198,2463,601,125,1207,145,36,4584
POA6057,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,13,3,11,0,0,31,0,15,0,12,0,0,36,6,7,0,21,5,0,26,6,10,0,24,0,0,46,113,12,0,89,9,0,213,393,11,0,135,22,0,560,156,0,0,39,0,0,197,25,0,0,6,0,0,30,7,0,0,6,0,0,8,5,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,10,8,0,21,3,0,51,723,75,10,365,40,3,1213
POA6058,0,0,0,4,0,0,4,0,6,0,0,0,0,9,0,35,9,10,8,0,65,9,26,0,14,5,0,53,11,9,0,23,5,0,44,17,11,0,26,5,0,54,169,7,0,101,10,0,291,313,12,0,108,5,0,438,87,0,0,23,3,0,116,11,0,0,5,0,0,17,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,17,8,5,60,628,117,22,335,50,9,1155
