POA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
POA6168,0,0,0,6,41,22,97,89,20,18,16,23,9,3,7,356,0,0,0,0,8,0,9,7,0,0,0,3,0,0,0,34,0,0,3,8,5,8,9,0,3,0,0,0,0,0,0,42,0,0,7,15,34,29,85,40,0,3,4,8,0,0,6,222,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,13,0,0,0,0,4,9,24,28,9,0,8,0,7,0,6,103,42,183,1204,780,527,240,527,207,13,8,11,19,4,3,90,3856,0,5,5,5,10,9,20,10,0,3,0,0,0,0,0,75,0,0,0,0,12,3,20,18,4,0,6,3,0,3,0,72,13,26,124,106,91,135,138,97,11,17,9,14,0,3,29,794,80,352,1521,1144,1014,700,1447,850,90,85,112,111,50,39,196,7799
POA6169,0,0,0,4,39,39,122,108,23,19,10,17,4,0,0,393,4,0,4,5,15,7,10,5,0,7,0,0,0,0,3,53,0,0,8,13,5,7,14,0,0,0,0,0,0,0,0,59,0,0,3,21,36,56,194,117,7,6,4,14,0,0,4,481,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,14,15,47,49,7,6,9,7,4,0,3,159,63,180,1279,885,721,404,819,453,29,30,13,28,23,6,87,5027,0,0,5,13,14,21,25,13,5,9,0,6,7,0,0,103,3,0,0,0,3,11,32,8,0,4,0,7,3,0,4,81,12,13,90,99,114,145,195,128,28,11,14,21,7,0,22,911,115,320,1589,1235,1311,1046,2141,1351,135,137,73,151,65,24,193,9900
POA6170,0,0,0,8,11,27,459,578,82,74,49,64,17,12,6,1374,0,0,0,3,8,0,6,8,0,0,0,0,0,0,0,22,0,0,0,0,3,11,62,15,0,5,0,0,0,0,0,103,0,0,0,5,17,22,136,49,11,7,5,11,4,3,0,285,0,0,0,0,0,0,18,20,0,3,0,0,0,0,0,51,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,17,0,0,0,0,3,0,18,14,4,0,0,7,0,0,5,53,3,26,218,131,125,98,272,146,7,5,13,3,4,0,12,1066,0,0,4,5,3,3,18,5,0,4,0,0,0,0,0,29,0,0,0,0,10,3,18,3,0,0,0,3,0,0,6,36,0,4,33,25,58,77,456,212,47,36,35,20,8,5,21,1029,13,47,295,225,344,403,2496,1846,255,219,205,200,83,30,100,6761
POA6171,0,0,0,0,19,15,157,173,19,19,14,15,4,3,8,457,0,0,0,0,8,6,14,5,0,0,0,0,0,0,0,30,0,0,0,8,7,9,28,15,0,0,3,3,0,0,0,92,0,0,9,20,33,63,494,222,45,22,28,26,14,8,7,996,0,0,0,0,0,3,16,5,0,0,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,10,23,24,7,0,5,3,0,5,6,93,24,64,546,500,545,351,1356,926,57,47,54,46,15,0,68,4598,4,0,3,13,11,17,27,12,5,4,0,0,6,4,3,114,0,0,0,0,4,0,16,4,4,5,0,3,7,0,0,44,5,16,50,61,70,99,573,285,41,36,32,19,20,12,21,1337,51,158,706,728,1020,898,3938,2862,305,223,252,225,117,70,181,11721
POA6172,0,0,0,0,11,5,19,28,8,8,0,0,6,0,0,89,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,5,6,5,7,0,0,0,0,0,0,0,0,24,0,0,8,3,9,42,132,41,3,3,4,4,0,0,4,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,10,7,3,0,0,3,0,0,0,45,12,41,327,268,210,201,517,220,14,21,13,5,0,5,38,1895,0,0,0,6,14,4,5,0,0,0,0,3,0,0,0,35,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,15,0,5,31,33,51,38,101,43,3,10,9,7,0,4,7,345,17,91,419,379,437,403,1134,567,57,56,50,48,22,22,77,3785
POA6173,0,0,0,0,3,8,14,9,0,0,0,8,0,0,3,46,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,5,0,0,3,0,0,0,0,14,0,0,0,3,12,21,154,75,11,19,9,0,7,0,4,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,6,0,0,3,0,0,0,33,10,22,167,168,195,146,943,782,38,22,35,25,11,0,30,2592,0,0,0,0,3,4,10,8,3,0,3,0,0,0,0,37,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,12,0,0,17,18,24,14,93,42,15,0,6,0,4,3,3,230,8,48,208,242,350,283,1503,1159,72,55,72,48,35,9,49,4143
POA6174,0,0,0,0,0,6,3,6,0,7,0,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,9,10,6,59,19,0,0,0,0,3,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,8,0,13,88,57,55,51,214,156,28,9,9,9,0,0,5,693,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,4,3,9,11,15,14,42,21,0,5,4,0,0,0,3,135,7,21,124,100,136,124,450,307,39,28,24,13,9,0,17,1392
POA6175,0,0,0,0,3,5,6,4,0,3,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,3,16,11,0,0,0,4,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,91,77,47,40,137,89,10,11,10,4,0,0,7,542,0,0,5,0,0,0,12,8,0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,14,5,4,18,3,0,3,3,5,0,0,0,60,7,29,109,122,85,88,247,152,24,15,12,14,6,0,21,935
POA6176,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,12,0,0,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,8,37,25,20,22,65,65,0,0,0,0,0,0,3,248,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,3,3,17,11,0,0,0,0,0,0,5,47,4,10,47,44,40,56,140,156,0,3,7,8,4,5,9,530
POA6180,0,0,0,0,0,3,36,62,10,10,16,4,0,0,0,142,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,13,0,0,0,0,3,0,0,0,22,0,0,0,6,7,18,79,29,11,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,5,0,6,3,0,0,0,0,0,0,0,18,10,19,127,111,87,54,255,125,8,16,3,6,5,0,12,833,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,14,0,7,4,10,20,14,94,44,0,8,0,11,6,0,6,220,19,40,153,152,154,139,684,460,59,40,39,40,8,0,40,2044
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,8,19,3,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,9,17,14,11,12,28,8,0,0,0,0,0,0,0,96
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,17,12,9,34,16,0,0,0,4,0,0,6,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,15,0,8,23,34,29,21,64,26,0,0,0,8,0,0,9,216
POA6208,0,0,0,0,9,3,17,24,11,4,6,10,0,0,7,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,6,13,55,25,0,5,4,0,0,0,0,108,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,26,29,69,381,234,144,64,123,60,6,0,0,0,0,0,59,1161,0,0,7,8,6,0,3,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,18,0,7,21,20,23,12,32,9,0,0,0,0,0,0,3,126,45,136,482,372,283,181,360,189,21,17,17,18,0,3,95,2216
POA6209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,11,10,13,65,27,21,5,29,18,0,0,0,0,0,0,14,199,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,15,17,31,85,54,47,21,62,27,0,0,0,4,0,4,15,370
POA6210,0,0,3,4,73,62,269,278,64,30,54,45,12,3,25,938,4,0,6,0,25,3,12,6,0,0,0,0,0,0,5,65,5,0,9,23,21,4,17,19,0,0,4,0,0,0,4,114,0,4,17,47,51,114,555,262,46,10,42,15,14,0,17,1195,4,5,4,4,0,4,19,41,3,0,5,0,0,0,0,92,0,0,0,0,0,3,8,7,0,0,0,0,0,0,0,24,0,0,0,8,22,33,84,68,19,14,25,19,3,3,10,311,156,476,2209,1505,993,597,1962,1046,87,68,60,62,34,20,236,9508,0,6,22,27,27,27,49,30,3,8,9,4,0,0,8,223,0,0,0,3,8,8,23,29,5,9,8,15,3,0,7,118,36,53,186,168,161,122,453,276,37,43,46,48,23,6,32,1676,327,914,2832,2294,2038,1464,4618,3109,380,281,349,397,163,79,493,19740
POA6211,0,0,0,0,0,7,12,8,0,5,5,3,0,0,0,45,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,10,0,0,5,3,9,13,51,36,0,0,3,3,0,3,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,3,3,0,0,0,18,14,56,237,197,174,65,236,189,8,6,3,10,4,0,22,1210,0,0,4,3,3,0,12,9,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,21,20,23,15,55,30,3,0,4,0,0,0,5,175,33,81,301,272,313,174,475,329,23,29,28,34,4,13,37,2144
POA6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,9,3,6,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,8,6,14,13,16,13,13,6,0,0,0,0,0,0,0,96
POA6214,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,6,9,5,3,0,0,0,0,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,18,11,5,14,3,0,0,0,0,0,0,3,80
POA6215,0,0,0,0,0,0,24,16,0,5,0,0,0,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,15,4,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,18,119,58,31,15,34,17,0,0,3,0,0,0,36,342,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,7,10,5,9,7,0,0,0,0,0,0,3,54,20,58,154,87,81,52,124,69,5,8,10,16,9,0,59,767
POA6218,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,6,9,0,8,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,22,5,11,0,7,3,0,0,0,3,0,0,3,70
POA6219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,11,5,3,4,0,0,0,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,7,23,22,10,14,16,0,3,0,0,0,0,0,8,102
POA6220,0,0,0,0,0,0,58,155,51,41,43,38,4,0,3,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,6,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,6,5,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,70,55,16,18,15,4,0,0,6,0,0,0,14,212,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,5,4,13,10,3,0,17,5,13,0,32,120,20,50,114,92,62,40,139,207,63,46,79,103,17,9,80,1115
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,6,0,8,0,0,0,0,0,0,35
POA6223,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,21
POA6224,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,25,11,7,0,13,0,0,0,0,0,0,0,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,7,0,0,0,0,0,0,0,20,9,13,33,23,19,14,28,13,0,0,0,0,0,0,9,164
POA6225,0,0,0,0,6,3,16,8,0,3,3,0,0,0,0,51,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,28,3,0,0,5,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,8,15,26,164,102,56,17,35,16,5,0,0,0,0,0,15,449,0,0,0,5,4,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,15,13,10,11,15,3,0,0,4,0,0,0,0,72,47,73,227,169,149,71,171,76,7,7,13,6,6,3,38,1063
POA6226,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,8,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,5,5,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,14,5,4,17,18,15,12,34,13,0,0,3,0,5,0,0,119
POA6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,5,3,0,0,0,0,0,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,13,12,12,16,17,10,8,0,0,0,0,0,5,98
POA6228,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,4,0,0,0,0,0,13
