POA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
POA6012,0,0,0,0,0,0,0,21,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,13,7,5,8,3,3,5,23,12,0,0,0,7,9,5,0,105,3,9,4,0,3,9,4,3,0,0,0,0,0,0,3,47,0,0,0,0,0,9,11,0,0,0,0,5,0,0,4,31,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,12,10,14,14,4,3,0,0,3,0,4,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,3,4,9,5,0,0,0,0,0,0,0,25,0,0,13,22,29,25,35,10,0,0,0,0,3,3,3,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
POA6014,3,0,12,12,5,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,21,48,19,34,59,0,0,9,6,3,7,3,238,11,45,6,8,6,6,13,43,6,0,0,4,7,0,3,154,0,0,0,0,8,8,27,19,4,7,16,3,3,7,0,98,0,0,0,7,3,8,11,6,0,0,4,0,0,0,0,42,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,8,17,52,81,45,59,39,3,5,0,6,5,0,0,321,0,0,0,0,0,6,10,7,8,14,10,11,3,0,0,59,3,15,4,10,9,8,14,13,3,0,0,0,0,7,3,89,4,4,28,57,67,34,62,37,0,0,4,3,0,10,10,313,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,3,10,3,4,0,0,0,0,29
POA6015,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,9,3,7,0,0,0,5,5,0,0,54,5,27,4,9,0,0,3,10,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,22,28,11,4,7,6,0,0,0,4,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,5,0,0,3,5,0,0,0,34,0,3,6,21,17,17,18,3,4,0,5,5,0,0,0,95,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6016,0,0,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,6,7,15,9,26,43,0,0,3,0,7,0,0,118,13,49,51,20,4,5,13,7,0,0,4,0,0,0,3,161,0,0,0,0,0,4,6,0,0,3,0,0,0,0,0,20,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,22,24,11,18,3,3,0,0,0,6,0,0,91,0,0,0,0,0,0,8,9,18,18,30,19,6,0,0,107,0,5,0,0,3,0,5,0,0,0,4,0,0,0,0,20,0,3,7,29,36,25,34,20,0,4,0,0,0,0,0,159,0,6,4,11,5,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10
POA6017,4,0,3,0,0,0,0,29,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,14,0,0,0,0,7,6,11,25,4,0,3,8,3,0,0,68,6,26,33,7,0,0,5,15,4,3,0,4,0,0,0,108,0,0,0,0,3,4,6,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,7,14,12,13,14,0,4,4,0,0,0,0,58,0,0,0,0,0,0,3,21,5,0,9,3,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,13,17,19,23,0,0,0,0,0,0,0,82,0,0,4,0,7,6,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,0,9,15,8,0,0,0,0,0,0,33
POA6018,14,3,0,7,0,0,6,214,0,0,0,0,0,8,14,0,5,0,0,0,0,0,0,31,3,7,16,21,84,21,108,149,7,15,7,18,8,0,12,463,32,131,76,27,11,18,38,69,4,8,5,3,4,0,15,443,0,0,0,0,21,48,51,15,3,3,11,6,6,0,8,172,0,0,0,0,8,5,40,25,0,6,0,9,0,0,0,85,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,19,0,8,24,40,120,78,119,81,22,18,25,3,5,0,12,560,0,0,0,0,0,0,12,3,7,0,0,0,0,0,0,23,9,56,7,6,15,13,18,5,4,5,0,3,9,0,3,150,7,3,42,101,192,111,182,131,7,10,16,15,12,9,23,849,0,7,8,10,9,7,0,0,0,0,0,0,0,0,0,43,0,0,0,0,4,6,15,3,0,4,6,0,0,0,0,32
POA6019,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,6,14,52,23,62,88,3,12,10,25,17,11,6,325,3,29,9,5,5,9,32,48,3,5,6,11,3,3,0,193,0,0,0,3,3,20,39,15,4,4,3,10,5,4,4,121,0,0,0,0,6,0,7,9,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,42,18,29,19,0,7,4,4,0,0,4,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,3,0,8,0,14,11,6,3,0,5,0,0,0,85,0,0,25,80,108,96,132,132,12,8,4,15,8,6,12,645,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,15
POA6020,0,0,6,0,0,0,0,31,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,10,0,3,10,18,56,15,66,27,0,0,10,3,0,0,3,217,9,69,33,20,4,6,12,3,0,0,0,0,0,0,9,174,0,0,0,0,7,10,3,4,0,0,0,0,0,0,0,23,0,0,0,0,3,5,4,8,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,11,22,47,19,17,10,7,0,0,3,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,15,15,3,5,18,16,7,4,0,0,0,0,0,107,0,0,28,72,129,63,71,58,3,5,5,0,0,0,11,442,0,0,4,3,0,6,3,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8
POA6021,8,0,6,3,0,0,0,108,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,21,0,0,11,11,17,8,22,88,7,0,11,11,0,0,3,189,31,365,340,81,23,5,39,61,6,12,4,3,4,0,83,1059,0,0,0,0,5,20,26,12,3,0,0,0,0,0,5,71,0,0,0,0,6,0,18,9,0,0,0,0,0,0,0,30,0,0,3,4,4,0,0,7,0,0,0,0,3,0,0,23,0,5,5,22,74,43,89,24,11,4,4,3,8,0,8,288,0,0,0,0,0,0,16,13,5,4,6,0,3,0,0,47,0,13,7,6,0,4,3,3,0,0,0,0,0,0,0,37,0,4,14,29,52,44,74,55,0,0,6,4,0,0,3,284,17,38,86,83,55,28,10,17,0,0,4,0,0,0,18,355,0,0,0,0,0,11,9,31,5,5,0,7,5,0,0,73
POA6022,0,0,0,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,4,3,5,0,21,29,0,0,0,0,0,0,0,72,0,14,16,0,0,0,0,6,0,0,0,0,0,0,0,40,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,6,0,0,0,3,0,0,0,0,36,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,17,0,0,6,10,34,21,36,39,0,0,0,0,0,0,3,154,0,0,9,11,7,4,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,11
POA6023,3,6,4,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,51,15,70,56,3,3,0,0,0,0,0,211,6,46,14,4,3,4,4,7,5,0,0,0,0,0,0,94,0,0,0,0,3,8,10,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,7,17,32,53,18,22,0,0,3,6,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,5,10,4,0,0,0,0,6,0,0,57,0,3,18,43,93,60,50,43,3,0,0,6,5,0,4,336,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6024,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,8,67,83,3,6,0,0,0,0,0,225,6,41,24,9,5,6,7,22,0,0,6,0,0,0,0,113,0,0,0,0,3,8,11,5,0,0,3,0,0,0,0,39,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,10,28,9,14,10,0,3,6,3,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,18,5,6,8,7,4,3,0,0,0,0,4,0,0,53,0,0,18,47,81,58,76,59,6,0,0,0,0,0,11,353,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,10
POA6025,3,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,18,26,96,44,112,156,0,0,6,3,0,0,6,481,8,38,26,15,5,4,27,24,0,0,0,5,5,0,3,172,0,0,0,5,6,17,19,4,0,0,0,4,7,0,0,61,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,20,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,16,0,10,9,24,35,20,30,6,0,0,9,12,0,0,0,154,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,9,43,11,9,17,13,10,6,0,0,0,9,0,0,4,112,0,5,27,100,192,138,168,120,10,12,9,15,4,3,27,826,0,0,0,3,4,3,6,0,0,0,0,0,0,0,0,32,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,25
