POA_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6386,0,4,0,0,3,5,3,0,0,13,0,0,0,0,0,6,0,0,0,5,0,6,0,0,0,5,4,0,0,16,0,10,6,6,3,13,5,0,0,37,0,0,5,4,7,3,6,0,0,26,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,12,8,6,0,0,39,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,5,5,12,8,6,0,0,42,0,0,0,0,0,6,0,0,0,6,0,8,4,7,0,12,7,0,0,37,5,12,8,13,12,20,13,0,0,83
POA6390,9,33,52,84,81,87,22,0,0,379,21,5,36,24,25,32,57,29,5,234,3,0,8,10,10,8,7,5,0,55,32,30,94,120,118,128,90,41,7,669,14,39,121,163,184,147,29,8,0,700,5,16,30,47,42,59,17,6,0,222,3,3,18,19,34,31,3,0,0,111,0,0,0,4,0,4,0,0,0,19,16,62,172,234,263,241,51,13,0,1051,0,4,12,7,0,7,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,4,12,13,0,10,0,0,0,38,16,60,181,244,262,255,55,13,0,1090,38,6,41,33,30,50,126,55,17,403,4,0,18,17,22,24,11,12,3,115,64,71,247,293,318,324,191,85,20,1607
POA6391,4,7,35,52,48,59,22,6,0,240,12,0,11,5,9,18,26,22,8,112,0,0,6,6,5,7,5,4,4,39,15,10,61,66,57,80,51,34,9,390,8,23,60,74,73,64,33,6,0,341,5,3,15,37,21,36,11,9,0,149,0,0,8,0,5,9,5,4,0,29,0,0,0,0,0,0,0,0,0,7,18,27,80,120,100,108,54,15,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,27,80,116,100,111,54,15,0,534,20,0,16,13,13,28,39,45,13,179,0,4,13,19,8,13,16,9,9,80,39,33,110,151,118,149,107,68,17,788
POA6392,3,0,11,18,18,18,13,0,0,87,0,0,4,7,4,8,11,14,3,51,0,0,9,4,5,3,0,0,0,24,3,5,21,26,30,36,24,13,6,167,0,13,19,16,28,36,20,0,0,128,3,0,6,11,15,18,13,9,0,75,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,4,9,21,33,45,56,34,8,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,6,0,9,21,31,45,61,34,8,0,214,6,0,4,7,12,11,21,18,9,83,0,0,8,15,4,10,0,0,3,39,8,16,37,54,54,81,52,31,15,341
POA6393,0,0,0,4,4,0,3,0,0,20,0,0,0,0,3,6,5,0,0,18,0,0,0,0,4,0,0,0,0,5,0,0,5,4,12,8,10,0,0,40,0,0,4,8,3,5,3,0,0,28,0,0,0,3,3,0,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,11,10,8,4,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,10,8,4,3,0,45,4,3,0,0,5,9,10,3,0,34,0,0,0,0,6,4,4,0,0,12,3,3,8,13,22,20,16,6,0,92
POA6394,3,4,15,20,35,26,14,0,0,114,0,0,3,3,4,4,15,10,3,34,0,0,3,0,6,5,3,0,0,20,3,8,14,22,40,30,32,13,0,169,3,12,11,25,48,36,21,3,0,158,4,0,5,17,21,10,7,6,0,74,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,4,0,0,0,7,9,19,24,45,72,56,30,10,0,253,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,19,24,45,72,59,30,10,0,250,7,0,3,3,9,11,19,19,5,76,0,3,5,4,10,7,10,7,0,44,8,21,28,49,86,80,61,43,9,377
POA6395,7,23,57,74,70,80,25,3,0,340,8,9,11,16,13,26,46,49,23,201,0,0,4,4,6,13,0,12,0,54,22,26,74,95,85,117,74,57,28,588,12,29,70,107,80,115,29,3,0,453,8,15,33,45,41,56,33,8,0,242,0,0,15,9,3,5,6,0,0,43,4,0,3,5,3,8,5,0,0,27,22,52,123,164,125,181,72,8,0,759,0,0,0,0,6,4,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,6,6,4,0,0,0,13,22,52,123,170,131,184,72,8,0,770,16,9,14,25,23,55,79,77,43,338,3,0,11,10,10,23,10,17,10,101,46,57,154,211,167,256,155,108,51,1208
POA6396,0,4,10,22,19,8,9,0,0,75,0,0,0,4,0,10,4,5,0,32,0,0,0,0,0,4,3,3,0,17,4,4,16,25,24,24,14,11,0,122,0,12,22,31,33,28,10,3,0,143,5,0,5,12,13,7,8,0,0,52,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,4,0,0,10,4,13,28,48,50,37,21,3,0,206,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,13,28,48,50,38,21,3,0,209,0,0,0,3,5,17,10,13,4,57,0,0,3,0,5,9,3,4,0,33,5,16,34,55,61,65,37,17,3,299
POA6397,0,0,0,0,7,0,3,0,0,19,0,0,0,5,4,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,6,9,4,0,30,0,0,0,3,9,4,4,0,0,21,0,0,0,0,0,5,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,6,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,15,8,6,0,0,36,0,0,0,5,3,7,10,3,0,29,0,0,0,0,4,0,0,0,0,4,0,3,4,7,22,18,17,4,0,76
POA6398,0,3,16,17,31,48,10,0,0,126,7,0,3,3,10,18,35,28,6,106,0,0,0,3,0,4,0,0,0,12,11,5,23,23,40,70,42,29,6,254,3,3,14,17,35,28,12,3,0,104,4,3,10,11,23,39,7,3,0,116,0,0,6,3,0,14,0,0,0,32,0,0,5,0,0,0,0,0,0,3,6,13,42,31,56,77,25,4,0,252,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,6,8,38,31,62,83,25,4,0,260,8,0,3,6,17,37,79,57,12,226,0,0,4,6,8,11,3,0,0,32,20,11,45,46,87,135,108,66,10,522
POA6401,123,140,243,314,382,359,102,10,0,1694,92,30,128,90,92,205,351,220,108,1307,17,30,31,43,56,46,27,41,18,307,240,199,403,445,534,606,482,272,124,3300,70,189,335,366,436,429,125,9,0,1954,125,66,133,176,214,238,105,16,0,1067,11,11,21,27,23,25,15,0,0,133,9,4,9,11,5,7,10,0,0,55,212,268,500,585,678,706,240,25,0,3212,25,7,32,27,23,18,3,0,0,135,20,6,12,10,15,6,3,0,0,71,42,15,44,37,37,23,7,0,0,212,257,285,547,622,713,727,248,27,0,3425,206,89,295,237,199,331,661,421,176,2607,48,50,75,78,106,89,69,66,33,623,507,428,919,936,1021,1150,980,514,205,6659
POA6403,3,3,0,12,10,9,0,0,0,42,4,0,0,0,0,0,6,6,0,21,0,0,0,0,0,3,0,0,0,0,7,5,5,12,8,13,10,5,0,67,0,3,0,7,10,7,0,0,0,32,3,0,5,6,6,9,0,0,0,37,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,5,12,11,18,4,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,6,5,16,12,18,4,0,0,75,4,0,0,0,4,4,18,15,0,44,0,0,0,0,0,8,0,0,0,11,7,10,7,14,20,32,17,17,0,123
POA6405,7,3,8,20,7,10,6,0,0,70,0,0,5,3,3,9,14,3,0,39,4,0,0,4,0,0,0,0,0,11,12,5,15,27,13,22,20,5,0,120,5,8,13,22,17,12,6,0,0,84,6,0,3,15,7,11,5,0,0,42,0,0,5,0,0,6,0,0,0,13,0,0,0,0,0,4,0,0,0,4,8,7,25,35,22,27,14,0,0,141,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,6,16,7,30,35,22,27,14,0,0,147,0,0,5,6,4,20,24,11,5,70,3,0,0,5,5,4,9,0,0,22,18,11,33,43,30,47,47,14,5,241
POA6407,19,14,32,34,43,31,14,4,0,194,29,10,16,8,11,18,30,18,12,151,8,0,3,8,3,0,5,0,0,25,59,21,52,55,57,45,45,22,12,367,16,25,64,51,55,40,13,3,0,276,31,8,12,27,24,25,9,0,0,142,6,0,4,0,5,3,9,0,0,27,0,0,3,0,0,0,0,0,0,12,54,39,89,76,89,71,29,3,0,445,0,5,4,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,6,9,5,7,0,0,3,0,0,0,23,63,39,94,79,86,73,29,3,0,471,107,10,19,13,16,31,53,41,22,300,15,0,3,8,5,0,5,0,0,44,177,50,114,100,108,104,86,44,20,814
POA6409,0,3,9,12,20,11,3,0,0,62,5,0,3,7,0,5,14,9,0,45,0,4,0,0,5,4,0,4,0,24,7,4,15,26,27,22,18,15,0,136,0,7,18,15,24,23,4,0,0,95,0,0,7,14,9,13,3,4,0,53,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,6,33,20,34,41,8,4,0,153,0,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,14,3,7,33,24,37,45,8,4,0,165,9,0,7,7,8,19,22,19,3,93,0,4,3,0,12,12,3,4,4,45,17,13,42,36,61,70,34,27,9,308
POA6410,14,9,24,36,45,45,9,3,0,182,11,3,9,10,8,27,42,44,26,184,0,0,0,4,9,8,3,6,0,38,26,8,38,52,61,80,51,51,30,406,5,15,46,36,60,59,12,0,0,226,8,0,17,29,24,33,9,7,0,127,0,0,5,0,0,8,0,0,0,16,0,0,0,3,0,0,0,0,0,9,24,13,60,70,82,95,21,7,0,375,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,4,3,3,0,0,0,16,26,17,60,72,85,99,23,7,0,393,16,5,16,16,19,44,95,77,35,327,5,4,6,6,14,15,7,13,5,72,50,25,90,97,126,158,119,96,42,796
POA6411,0,5,0,3,6,6,3,5,0,38,0,0,0,0,0,5,6,0,0,13,0,0,0,0,4,0,0,0,0,9,0,5,5,3,10,15,9,6,0,55,0,8,8,5,6,10,5,0,0,38,0,0,0,4,3,5,6,0,0,22,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,8,6,9,13,20,10,5,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,9,13,20,10,5,0,74,0,0,0,0,3,3,6,5,0,23,0,0,4,4,4,5,0,5,0,23,9,11,12,11,16,27,20,13,0,114
POA6412,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,8,0,4,0,3,0,8,0,0,0,18,0,0,0,0,4,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,7,0,0,0,25,0,0,0,0,0,0,6,0,0,7,0,0,4,0,4,3,5,0,0,17,4,4,3,0,11,17,4,0,0,49
POA6413,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,19,0,0,0,0,0,3,3,0,0,11,0,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,0,0,22,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,10,7,4,0,0,27,0,0,0,0,0,4,11,4,0,17,0,0,0,6,0,0,0,0,0,6,0,0,0,10,10,16,13,4,0,54
POA6414,0,0,4,5,3,3,0,0,0,15,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,4,0,0,6,5,6,5,9,0,0,31,0,0,5,5,7,0,5,0,0,20,3,0,3,5,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,9,4,9,5,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,9,4,4,0,0,32,0,0,0,0,0,9,6,0,0,10,0,0,5,0,4,0,0,4,0,10,3,0,11,4,9,14,14,3,0,61
POA6415,47,48,116,116,115,121,32,0,0,600,19,14,34,27,25,52,96,58,36,366,12,5,20,20,21,27,17,6,0,125,79,66,168,167,163,191,142,70,40,1090,23,74,166,157,170,148,46,4,0,796,54,28,65,63,63,82,31,11,0,396,0,6,17,6,16,9,5,0,0,65,3,0,4,4,5,0,0,3,0,31,79,111,255,231,254,251,87,11,3,1279,0,9,14,4,4,3,0,0,0,37,0,4,3,0,6,0,0,0,0,18,0,15,17,10,9,8,0,0,0,54,87,123,270,241,264,259,86,11,3,1338,47,22,45,47,53,89,188,105,56,654,20,20,54,45,38,48,29,14,7,279,153,164,363,331,360,394,307,140,65,2280
POA6418,0,3,22,33,28,27,8,6,0,127,8,3,13,7,3,8,33,24,8,109,0,0,0,0,0,3,5,7,6,30,7,9,36,36,33,41,52,36,12,262,8,15,44,51,46,33,10,5,0,213,0,3,11,15,13,18,6,0,0,77,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,9,21,52,72,59,58,24,4,0,301,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,3,0,0,3,0,5,0,0,0,0,14,9,24,59,72,64,58,25,4,0,315,10,4,13,12,8,25,69,42,16,195,5,3,11,7,14,12,15,12,9,93,29,28,80,95,81,89,113,62,22,599
POA6419,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,5,0,19,0,3,4,0,6,3,0,0,0,23,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,9,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,9,6,0,0,0,33,0,0,0,0,0,3,0,5,0,6,0,0,0,0,3,0,0,0,0,4,0,4,9,0,15,8,0,5,0,47
POA6420,0,0,3,5,6,6,0,4,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,7,0,0,0,24,0,0,7,5,3,5,0,0,0,32,0,0,0,5,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,12,11,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,12,11,0,0,0,44,0,0,0,0,0,0,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,14,8,12,10,9,6,0,60
POA6421,4,0,5,9,9,8,0,0,0,31,4,0,0,0,0,0,11,0,0,13,0,0,0,3,0,5,3,0,0,12,4,0,10,13,11,6,15,0,0,56,0,0,3,3,10,9,0,0,0,34,4,0,0,9,6,4,0,0,0,22,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,7,16,20,10,0,0,0,57,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,7,16,18,11,0,0,0,60,4,0,0,3,0,4,14,0,0,31,4,6,4,6,5,5,3,0,0,21,14,8,14,26,28,13,19,4,0,116
POA6422,0,3,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,5,0,0,0,24,0,0,3,9,0,3,0,0,0,19,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,11,6,8,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,6,8,0,0,0,30,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,5,0,8,7,9,10,9,0,0,0,42
POA6423,0,0,5,7,13,11,4,0,0,34,0,0,3,0,0,7,13,10,6,30,0,0,6,0,0,0,0,0,0,11,0,0,9,7,11,16,16,3,4,76,0,3,18,18,26,37,0,0,0,117,0,0,0,5,10,13,5,0,0,24,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,5,4,20,27,34,50,3,0,0,153,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,20,27,36,50,3,0,0,153,0,0,3,0,5,6,21,14,7,51,0,4,12,14,23,13,3,0,0,76,5,15,37,47,61,70,29,15,8,280
POA6424,0,0,5,0,5,8,0,0,0,20,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,7,0,3,7,3,0,0,26,0,0,8,0,9,11,0,0,0,25,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,16,4,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,0,7,17,4,0,0,38,0,4,0,0,0,0,0,3,0,12,0,0,4,0,0,3,0,0,0,10,0,4,12,8,9,18,6,3,0,55
POA6425,0,0,0,5,3,12,0,0,0,16,0,0,6,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,3,4,4,11,5,0,0,28,0,0,9,4,5,16,0,0,0,34,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,23,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,23,0,0,4,46,0,0,6,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,10,6,6,23,5,3,4,60
POA6426,5,22,45,42,60,31,15,3,0,226,3,0,7,5,13,14,34,17,7,94,0,3,11,10,12,4,4,0,3,52,9,21,64,57,81,54,54,17,9,374,3,41,132,134,139,137,27,0,0,607,0,6,14,27,29,24,10,3,0,112,0,0,16,9,8,3,6,0,0,44,0,4,9,4,0,0,0,0,0,23,10,51,162,172,177,160,46,3,0,779,0,5,4,4,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,5,6,4,0,3,0,0,0,22,10,52,167,172,180,163,52,3,0,805,4,0,15,5,17,30,70,33,9,188,0,22,69,71,66,55,9,5,4,306,15,81,253,250,263,256,131,38,16,1296
POA6427,0,0,9,6,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,0,0,0,20,0,0,17,8,8,3,0,0,0,39,0,11,33,37,48,29,7,0,0,157,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,11,40,37,48,29,5,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,37,48,29,7,0,0,173,0,0,0,0,0,0,0,0,0,0,0,3,32,29,41,26,8,0,0,144,3,16,71,68,92,58,12,0,0,319
POA6428,3,0,4,4,8,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,7,3,0,3,4,5,3,0,0,0,24,0,3,5,4,5,0,3,0,0,19,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,9,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,9,3,3,0,0,27,0,0,0,0,0,0,7,0,0,5,0,0,0,0,7,4,0,0,0,9,3,3,6,6,15,12,9,0,0,42
POA6429,11,6,35,35,59,34,13,0,0,181,10,8,18,14,14,22,36,8,0,120,7,5,18,19,18,14,14,5,0,101,27,17,62,65,86,75,61,10,0,402,6,25,116,94,116,85,19,0,0,468,3,0,14,23,30,22,10,3,0,105,0,0,8,6,13,6,0,0,0,42,0,0,3,0,0,9,0,0,0,19,13,32,138,123,163,125,33,3,0,627,0,0,5,4,0,5,0,0,0,18,3,0,5,0,5,0,0,0,0,9,6,3,3,3,3,7,0,0,0,31,19,33,147,128,165,129,33,3,0,661,18,9,28,19,26,47,95,20,6,267,14,26,107,86,86,71,25,10,0,418,44,72,277,225,278,252,151,33,4,1340
POA6430,358,557,1375,1222,1125,802,162,14,0,5611,174,103,286,272,164,257,372,228,98,1948,35,59,164,143,103,97,76,22,20,719,563,727,1827,1636,1389,1157,614,257,120,8280,285,865,2207,2020,1898,1373,265,14,0,8932,376,206,550,545,378,373,152,17,0,2596,23,40,148,86,95,97,23,4,0,511,5,45,59,43,29,25,7,3,0,210,690,1154,2966,2693,2404,1864,439,42,0,12251,26,40,48,41,53,34,0,0,0,249,42,14,24,28,12,20,0,0,0,138,69,57,68,67,63,57,6,0,0,386,764,1204,3037,2759,2468,1918,442,42,0,12633,373,174,379,335,260,421,732,441,137,3241,68,147,380,340,289,254,186,61,32,1751,1197,1522,3793,3434,3015,2594,1365,539,168,17625
POA6431,10,33,38,32,37,34,4,0,0,183,16,19,32,36,23,24,14,3,0,166,0,15,16,4,17,14,7,6,0,75,26,65,87,72,75,65,25,4,0,423,3,63,150,150,162,92,15,3,0,640,3,3,11,17,3,10,0,0,0,58,0,7,13,6,5,3,0,0,0,39,0,4,0,0,3,3,0,0,0,10,10,79,178,171,170,111,26,7,0,745,5,9,12,7,3,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,5,11,12,8,3,8,0,0,0,41,20,89,192,181,173,113,26,7,0,790,35,35,64,58,54,38,29,8,0,320,3,44,105,89,82,55,18,4,0,392,54,168,359,328,308,203,61,17,0,1502
