DATE,NSW_POPULATION,VIC_POPULATION,QLD_POPULATION,WA_POPULATION,SA_POPULATION,TAS_POPULATION,ACT_POPULATION,NT_POPULATION,NATIONAL_POPULATION
31/07/2015,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/08/2015,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/09/2015,7645324,6057558,4791520,2545509,1703703,515697,397540,244570,23904271
31/10/2015,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/11/2015,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/12/2015,7671401,6093049,4804933,2547745,1705937,515694,398874,244090,23984581
31/01/2016,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
29/02/2016,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/03/2016,7707412,6138627,4826538,2554506,1710334,516861,401673,244627,24103425
30/04/2016,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/05/2016,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/06/2016,7732858,6173172,4845152,2555978,1712843,517514,403104,245678,24190907
31/07/2016,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/08/2016,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/09/2016,7767915,6205852,4865303,2564492,1717275,519606,406040,246443,24297530
31/10/2016,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/11/2016,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/12/2016,7795625,6235781,4882939,2569606,1719580,521981,408878,246065,24385064
31/01/2017,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
28/02/2017,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/03/2017,7833463,6278555,4906370,2579276,1725253,524574,413017,246231,24511409
30/04/2017,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/05/2017,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/06/2017,7855316,6302608,4926380,2585720,1728673,526762,415046,247412,24592588
31/07/2017,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/08/2017,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/09/2017,7884752,6333514,4945129,2594138,1733055,529350,417964,247514,24690071
31/10/2017,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/11/2017,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/12/2017,7900946,6358210,4960965,2599928,1735654,531561,420226,246862,24759018
31/01/2018,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
28/02/2018,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/03/2018,7934688,6398586,4985955,2610320,1742255,534754,423810,246674,24881751
30/04/2018,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/05/2018,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/06/2018,7954476,6423038,5006623,2617792,1746137,537291,426081,247095,24963258
31/07/2018,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/08/2018,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/09/2018,7984525,6454976,5027543,2628121,1751849,540241,428417,247006,25067399
31/10/2018,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/11/2018,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/12/2018,8003564,6479695,5046434,2636404,1755715,542927,430758,245920,25146140
31/01/2019,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
28/02/2019,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/03/2019,8032991,6518716,5070306,2649641,1762889,545803,433801,246016,25264932
30/04/2019,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/05/2019,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/06/2019,8046748,6537305,5088847,2659625,1767395,547841,435730,246559,25334826
31/07/2019,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/08/2019,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/09/2019,8071350,6567898,5110540,2674246,1774006,549947,438633,246677,25438073
31/10/2019,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/11/2019,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/12/2019,8088361,6590050,5129741,2688799,1778928,553340,440267,246213,25520468
31/01/2020,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
29/02/2020,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/03/2020,8112001,6616636,5154305,2706350,1787847,555975,443035,246969,25627924
30/04/2020,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/05/2020,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/06/2020,8110610,6615046,5165613,2712912,1790355,557578,444903,247428,25649248
31/07/2020,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/08/2020,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/09/2020,8098905,6591437,5173071,2720001,1792178,559427,445749,247755,25633341
31/10/2020,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/11/2020,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/12/2020,8094300,6567195,5184329,2728187,1794514,561881,447650,247819,25630698
31/01/2021,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
28/02/2021,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/03/2021,8093015,6555302,5199548,2739105,1798586,564840,449573,248185,25653005
30/04/2021,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/05/2021,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/06/2021,8097062,6547822,5215814,2749365,1802601,567239,452508,248151,25685412
31/07/2021,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/08/2021,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/09/2021,8088503,6552980,5235256,2753214,1802068,566928,451828,248387,25704010
31/10/2021,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/11/2021,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/12/2021,8101223,6566092,5261012,2763015,1805733,568628,452670,248125,25771357
31/01/2022,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
28/02/2022,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/03/2022,8137688,6604868,5294256,2777252,1815442,570272,455657,249525,25909850
30/04/2022,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/05/2022,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/06/2022,8166704,6630631,5320941,2791794,1821215,571051,456915,250228,26014399
31/07/2022,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/08/2022,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/09/2022,8208445,6672483,5351843,2811967,1829284,571650,459686,250693,26160997
31/10/2022,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/11/2022,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/12/2022,8246078,6717009,5384918,2832040,1835576,572229,461172,250690,26304656
31/01/2023,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
28/02/2023,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/03/2023,8298017,6772279,5422844,2858839,1845591,572940,464700,251609,26491774
30/04/2023,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
31/05/2023,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
30/06/2023,8339347,6812477,5459413,2878563,1851704,572780,466813,252473,26638544
