Date,Category,Group,Count,Estimate flag - Waitlist figure,Estimate flag - prior month,Estimate flag - prior year,Metric,Value type,Value
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Value,14494.6
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Value,14494.6
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Value,14494.6
2021-03-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Value,15237.5
2021-04-30,Total Applications,Total,Applications,,*,#,12 month rolling average,Value,15395.555555555555
2021-05-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Value,15550.9
2021-06-30,Total Applications,Total,Applications,,*,#,12 month rolling average,Value,15700.272727272728
2021-07-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Value,15835.25
2021-08-31,Total Applications,Total,Applications,,*,,12 month rolling average,Value,15961.76923076923
2021-09-30,Total Applications,Total,Applications,,*,,12 month rolling average,Value,16177.076923076924
2021-10-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Value,17187.75
2021-11-30,Total Applications,Total,Applications,,*,#,12 month rolling average,Value,17288.11111111111
2021-12-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Value,17382.2
2022-01-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Value,17473.636363636364
2022-02-28,Total Applications,Total,Applications,,*,#,12 month rolling average,Value,17570.0
2022-03-31,Total Applications,Total,Applications,,*,,12 month rolling average,Value,17659.846153846152
2022-04-30,Total Applications,Total,Applications,,*,,12 month rolling average,Value,17848.384615384617
2022-05-31,Total Applications,Total,Applications,,*,,12 month rolling average,Value,18023.46153846154
2022-06-30,Total Applications,Total,Applications,,*,,12 month rolling average,Value,18186.615384615383
2022-07-31,Total Applications,Total,Applications,,*,,12 month rolling average,Value,18333.46153846154
2022-08-31,Total Applications,Total,Applications,,*,,12 month rolling average,Value,18462.153846153848
2022-09-30,Total Applications,Total,Applications,,*,,12 month rolling average,Value,18577.153846153848
2022-10-31,Total Applications,Total,Applications,,*,,12 month rolling average,Value,18679.53846153846
2022-11-30,Total Applications,Total,Applications,,*,,12 month rolling average,Value,18772.76923076923
2022-12-31,Total Applications,Total,Applications,,*,,12 month rolling average,Value,18841.615384615383
2023-01-31,Total Applications,Total,Applications,,*,,12 month rolling average,Value,18899.846153846152
2023-02-28,Total Applications,Total,Applications,,*,,12 month rolling average,Value,18944.076923076922
2023-03-31,Total Applications,Total,Applications,^,*,,12 month rolling average,Value,18978.615384615383
2023-04-30,Total Applications,Total,Applications,,*,,12 month rolling average,Value,19013.76923076923
2023-05-31,Total Applications,Total,Applications,^,*,,12 month rolling average,Value,19036.153846153848
2023-06-30,Total Applications,Total,Applications,,*,,12 month rolling average,Value,19045.846153846152
2023-07-31,Total Applications,Total,Applications,,*,,12 month rolling average,Value,19039.23076923077
2023-08-31,Total Applications,Total,Applications,^,*,,12 month rolling average,Value,19035.076923076922
2023-09-30,Total Applications,Total,Applications,,*,,12 month rolling average,Value,19044.384615384617
2021-08-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Value,30394.0
2021-09-30,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Value,30584.0
2021-10-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Value,30760.666666666668
2021-11-30,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Value,30957.25
2021-12-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Value,31119.4
2022-01-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Value,31277.333333333332
2022-02-28,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Value,31467.571428571428
2022-03-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Value,31643.25
2022-04-30,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Value,31803.333333333332
2022-05-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Value,31958.4
2022-06-30,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Value,32104.272727272728
2022-07-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Value,32232.583333333332
2022-08-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Value,32329.69230769231
2022-09-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Value,32571.30769230769
2022-10-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Value,32800.92307692308
2022-11-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Value,33014.46153846154
2022-12-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Value,33186.07692307692
2023-01-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Value,33342.846153846156
2023-02-28,Total Individuals,Total,Individuals,,*,,12 month rolling average,Value,33482.61538461538
2023-03-31,Total Individuals,Total,Individuals,^,*,,12 month rolling average,Value,33592.846153846156
2023-04-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Value,33695.0
2023-05-31,Total Individuals,Total,Individuals,^,*,,12 month rolling average,Value,33772.692307692305
2023-06-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Value,33821.307692307695
2023-07-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Value,33850.53846153846
2023-08-31,Total Individuals,Total,Individuals,^,*,,12 month rolling average,Value,33880.230769230766
2023-09-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Value,33928.07692307692
2021-08-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Value,7065.0
2021-09-30,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Value,7251.5
2021-10-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Value,7313.666666666667
2021-11-30,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Value,7364.75
2021-12-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Value,7415.0
2022-01-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Value,7446.333333333333
2022-02-28,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Value,7494.857142857143
2022-03-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Value,7558.75
2022-04-30,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Value,7619.444444444444
2022-05-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Value,7679.4
2022-06-30,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Value,7742.545454545455
2022-07-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Value,7807.25
2022-08-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Value,7868.0
2022-09-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Value,7992.615384615385
2022-10-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Value,8103.846153846154
2022-11-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Value,8228.692307692309
2022-12-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Value,8340.307692307691
2023-01-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Value,8448.0
2023-02-28,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Value,8564.692307692309
2023-03-31,Priority Individuals,Priority,Individuals,^,*,,12 month rolling average,Value,8672.692307692309
2023-04-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Value,8769.23076923077
2023-05-31,Priority Individuals,Priority,Individuals,^,*,,12 month rolling average,Value,8864.384615384615
2023-06-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Value,8957.0
2023-07-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Value,9039.538461538461
2023-08-31,Priority Individuals,Priority,Individuals,^,*,,12 month rolling average,Value,9115.615384615385
2023-09-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Value,9190.307692307691
2019-12-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Value,0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Value,5.5
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Value,5.5
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Value,5.5
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Value,5.5
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Value,5.5
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Value,5.5
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Value,5.5
2020-08-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Value,276.0
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Value,238.20000000000005
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Value,238.20000000000005
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Value,238.20000000000005
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Value,238.20000000000005
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Value,238.20000000000005
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Value,238.20000000000005
2021-03-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Value,652.125
2021-04-30,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Value,682.7777777777778
2021-05-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Value,756.6999999999998
2021-06-30,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Value,809.7272727272725
2021-07-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Value,855.9166666666665
2021-08-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Value,854.6923076923076
2021-09-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Value,833.5384615384614
2021-10-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Value,315.875
2021-11-30,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Value,310.1111111111113
2021-12-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Value,317.8000000000002
2022-01-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Value,291.6363636363635
2022-02-28,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Value,348.9166666666665
