SA1_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
50201102201,56,1893,547,323,1292,0.6,919,2.1
50201102202,63,1798,520,375,1323,0.6,1163,2.3
50201102203,44,1733,637,250,2096,0.7,1468,2.4
50201102204,37,1800,701,355,1860,0.7,1644,2.7
50201102205,52,2000,699,450,2174,0.6,1658,2.3
50201102206,46,1950,598,363,1767,0.7,1220,2.5
50201102207,45,1343,601,300,1542,0.7,1133,2.1
50201102208,48,1613,794,365,2531,0.7,1728,2.3
50201102209,50,1695,656,290,1553,0.6,1331,2.1
50201102210,49,1509,593,260,1458,0.6,990,2
50201102211,40,1900,625,385,1890,0.7,1547,2.7
50201102212,47,1636,725,300,1920,0.7,1547,2.4
50201102213,48,1509,569,300,1368,0.6,1274,2.3
50201102214,56,2167,656,290,1921,0.6,1343,2.2
50201102215,42,1448,709,295,1562,0.7,1348,2.3
50201102216,60,1500,537,340,1343,0.6,1149,2.1
50201102217,57,1200,541,268,1057,0.7,984,2.1
50201102218,54,1700,542,300,1057,0.7,877,1.9
50201102219,47,2184,697,365,2424,0.7,1968,2.8
50201102220,39,1517,852,295,1981,0.7,1609,2.5
50201102301,37,1216,476,225,1031,0.7,866,2.4
50201102302,39,2290,670,300,2250,0.7,1812,2.9
50201102303,46,1820,827,350,2444,0.7,2405,3
50201102304,74,1517,493,300,1085,0.7,785,1.8
50201102306,53,1300,498,295,1283,0.7,852,2
50201102307,51,1401,493,300,1287,0.6,909,2.1
50201102308,34,1322,536,300,1174,0.7,1054,2.5
50201102309,50,1921,827,348,2374,0.7,2299,2.8
50201102310,44,2000,627,350,2033,0.7,2017,2.9
50201102311,39,1348,590,270,1625,0.7,1242,2.4
50201102312,46,1517,505,290,1625,0.6,1071,2.3
50201102314,45,1123,457,267,1073,0.6,882,2.2
50201102315,39,1225,466,255,1020,0.8,930,2.4
50201102316,69,1170,494,250,1132,0.6,767,1.8
50201102317,34,1500,636,300,1426,0.7,1194,2.5
50201102318,41,1300,560,280,1333,0.6,1031,2.3
50201102319,36,1399,537,300,1350,0.7,1081,2.3
50201102320,41,1300,511,300,1430,0.6,1008,2.3
50201102321,42,542,1875,740,1125,1,1874,1.7
50201102322,82,0,442,92,805,0.7,674,1.4
50201102323,40,1225,558,300,1235,0.6,1008,2.2
50201102324,38,1404,543,300,1224,0.7,1017,2.4
50201102325,34,1517,669,323,1762,0.7,1661,2.7
50201102326,38,1260,512,283,1547,0.7,1133,2.3
50201102401,58,2600,1119,441,2874,0.6,2323,2.2
50201102402,63,1750,857,380,2291,0.6,1670,2.2
50201102403,44,1700,736,305,1875,0.7,1402,2.4
50201102404,46,1800,789,300,1968,0.7,1387,2.2
50201102405,51,1950,701,270,1854,0.7,1478,2.4
50201102406,48,1733,780,360,2067,0.6,1722,2.4
50201102407,48,1600,671,322,1875,0.6,1275,2.5
50201102408,70,2084,509,275,1089,0.8,786,1.8
50201102409,50,1517,577,250,1183,0.6,833,1.8
50201102410,39,2000,804,355,2367,0.7,2319,2.9
50201102411,43,1500,737,320,1792,0.7,1364,2.5
50201102412,45,1560,779,385,1963,0.7,1839,2.6
50201102413,46,1733,561,300,1724,0.6,1337,2.4
50201102414,40,1699,542,313,1487,0.7,1348,2.7
50201102415,51,1778,610,350,1578,0.6,1449,2.5
50201102416,39,2167,839,400,2323,0.7,2205,2.8
50201102417,37,1695,734,360,2173,0.7,1946,2.8
50201102418,0,0,0,0,0,0,0,0
50201102419,42,1700,711,340,1562,0.7,1517,2.5
50201102420,68,1083,473,300,1079,0.6,602,1.6
50201102421,36,1733,813,413,2360,0.7,2250,3
50201102422,39,1517,693,320,1674,0.7,1375,2.5
50201102423,46,1733,719,355,1833,0.6,1517,2.5
50201102424,48,1647,662,360,1916,0.6,1781,2.6
50201102425,50,1495,519,310,1333,0.6,990,2.2
50201102426,48,1517,475,300,1202,0.6,912,2.1
50201102427,35,1974,824,400,2458,0.8,2240,3
50201102428,38,1742,767,340,1937,0.7,1489,2.6
50201102429,55,1825,625,363,1464,0.6,1315,2.2
50201102430,48,1647,675,290,1602,0.7,1157,2.1
50201102431,59,1703,598,360,1375,0.6,1392,2.2
50201102432,49,1517,569,360,1375,0.6,1187,2.4
50201102433,60,2330,766,390,1908,0.6,1682,2.2
50201102434,55,1733,567,320,1483,0.7,1273,2.5
50201102436,47,1733,759,420,2437,0.7,2265,2.7
50201102437,59,1733,544,350,1205,0.6,1035,2.3
50201102438,81,622,467,374,870,0.7,647,1.3
50201102439,31,1733,744,400,2408,0.8,2176,3.1
50201102440,38,1733,795,400,2487,0.7,2208,2.9
50201102441,0,0,0,0,0,0,0,0
50201102501,54,1257,592,280,1329,0.6,857,1.6
50201102503,51,1024,532,260,1078,0.8,702,1.6
50201102504,54,1118,502,250,949,0.7,639,1.5
50201102505,48,1733,727,370,1892,0.6,1735,2.4
50201102506,45,1733,711,345,1562,0.7,1220,2.5
50201102507,49,1863,610,320,1524,0.6,1257,2.3
50201102508,52,1155,553,280,1199,0.6,880,1.6
50201102509,51,1391,488,270,1261,0.7,749,1.8
50201102510,68,1020,459,250,831,0.8,598,1.7
50201102511,47,1181,548,280,1137,0.7,880,1.9
50201102512,45,1110,501,256,1125,0.7,765,1.8
50201102513,53,1300,476,240,1107,0.7,692,1.7
50201102514,40,1205,475,280,1160,0.7,850,2.2
50201102515,35,1042,561,258,1224,0.8,887,1.9
50201102516,38,1000,546,265,1017,0.7,806,2
50201102517,45,1083,549,250,1163,0.7,911,1.8
50201102518,39,1300,554,273,1309,0.8,939,2.3
50201102519,45,1300,559,268,1302,0.7,1116,2.2
50201102520,49,1083,530,280,1300,0.6,865,1.9
50201102522,30,1350,670,300,1156,0.7,1017,2
50201102523,58,2500,840,490,2130,0.7,1645,2
50201102524,0,0,0,0,0,0,0,0
50201102525,51,0,874,203,900,0.6,1125,1.3
50201102526,53,1699,710,320,1583,0.7,1150,1.8
50201102601,45,2350,639,300,2312,0.8,1924,3
50201102602,49,2025,616,350,1899,0.7,1634,2.7
50201102603,53,2167,643,394,1946,0.6,1579,2.4
50201102604,57,1733,652,350,1906,0.6,1593,2.2
50201102605,49,1604,622,300,1489,0.6,1258,2.2
50201102606,54,1733,541,300,1375,0.7,1187,2.2
50201102607,49,1824,695,360,2025,0.7,1812,2.5
50201102608,55,1582,586,313,1333,0.6,1080,2.1
50201102609,39,1900,689,370,1724,0.7,1520,2.7
50201102611,61,1950,504,320,1312,0.7,866,1.8
50201102612,58,1207,529,216,1187,0.9,768,1.8
50201102613,60,1517,474,250,963,0.8,756,1.9
50201102614,59,1950,775,350,2027,0.6,1571,2.2
50201102615,48,1825,644,400,1875,0.7,1812,2.7
50201102616,38,2167,850,350,2860,0.8,2905,3.1
50201102618,26,2000,2500,0,0,0.5,4750,2
50201102619,28,1733,762,330,1887,0.7,1825,2.8
50201102620,28,1883,865,306,1910,0.8,1803,2.8
50201102705,47,1500,680,330,1600,0.6,1430,2.2
50201102706,47,2028,753,420,2173,0.7,2018,2.7
50201102707,49,1504,431,320,1687,0.7,1410,2.5
50201102708,44,2117,732,350,2394,0.7,2195,3
50201102709,42,1717,676,305,1823,0.7,1557,2.5
50201102710,46,1950,809,363,2545,0.7,2388,2.8
50201102712,38,1733,714,350,2125,0.7,2027,2.8
50201102713,84,670,476,300,934,0.7,726,1.5
50201102716,38,2100,891,400,2630,0.8,2510,3.1
50201102717,41,2058,712,350,2421,0.7,1916,2.8
50201102720,59,1300,482,350,1160,0.6,795,2
50201102721,52,1810,659,450,2125,0.6,1762,2.5
50201102722,33,1480,671,320,1687,0.7,1536,2.8
50201102723,48,1625,589,320,1514,0.6,1302,2.5
50201102724,41,1733,594,315,1847,0.7,1625,2.7
50201102725,45,2382,842,300,2687,0.7,2625,3.1
50201102726,71,2383,404,190,779,1,545,1.5
50201102727,30,1733,873,380,2016,0.8,1983,2.9
50201102728,36,2167,946,445,2793,0.8,2681,3.1
50201102729,36,1733,737,370,2156,0.7,1962,2.8
50201102730,29,1810,812,385,2449,0.8,2317,3.2
50201102731,31,1800,964,380,2287,0.8,2306,3.2
50201102732,29,1733,645,370,2183,0.8,2109,3.3
50201102733,32,1871,817,378,2146,0.8,2129,3.1
50201102734,35,1950,1130,400,2523,0.7,2178,2.5
50201102735,29,1930,869,350,2148,0.8,2094,3
50201102736,40,1733,537,230,1359,0.8,1042,2.3
50201102737,32,1733,959,380,2462,0.8,2239,3.1
50201102738,30,1733,869,370,2339,0.8,2266,3.1
50201102739,37,1895,748,350,1958,0.7,1636,2.8
50201102740,31,1950,935,360,2197,0.7,1976,2.8
50201102741,0,0,0,0,0,0,0,0
50201102743,36,1975,819,370,2549,0.8,2230,3.2
50201102744,27,1820,989,400,2250,0.8,2131,2.9
50201102746,30,1827,795,373,2115,0.8,2093,3.1
50201102747,0,0,0,0,0,0,0,0
50201102748,33,1788,709,375,1924,0.7,1797,2.9
50201102749,69,1625,481,405,1132,0.8,914,2.1
50201102750,29,1690,760,380,1767,0.8,1735,2.9
50201102751,29,1733,706,350,1728,0.8,1625,2.9
50201102752,29,2000,1173,375,2595,0.7,2464,2.9
50201102753,28,1900,1038,350,2069,0.8,2100,3
50201102754,42,2000,805,300,2050,0.7,1847,2.7
50201102755,37,2167,770,318,2704,0.8,2134,2.8
50201102756,29,1742,1015,340,2146,0.7,1906,2.6
50201102801,35,1083,471,250,1041,0.7,924,2.5
50201102802,36,1018,436,192,914,0.8,762,2.3
50201102804,42,1121,446,280,1052,0.7,855,2.5
50201102805,40,1600,530,300,1607,0.7,1266,2.7
50201102807,41,1517,596,330,1833,0.6,1449,2.5
50201102808,51,1300,600,310,1449,0.6,1191,2.1
50201102809,52,1634,626,385,1430,0.6,1331,2.3
50201102811,59,1878,674,420,1731,0.6,1510,2.2
50201102812,45,1950,646,330,1798,0.7,1451,2.5
50201102813,46,1278,488,265,1199,0.7,973,2.3
50201102814,47,1419,533,270,1330,0.7,971,2.3
50201102815,63,1598,533,300,993,0.6,772,1.7
50201102816,66,1545,496,293,1337,0.6,927,1.9
50201102817,59,1083,498,250,1010,0.6,720,1.5
50201102818,50,1517,572,300,1420,0.6,1208,2.3
50201102819,51,1300,585,300,1390,0.6,1097,2.2
50201102820,63,1375,466,290,1171,0.6,817,2
50201102821,49,1381,623,280,1510,0.7,1072,2
50201102822,48,1600,511,338,1208,0.6,1034,2.5
50201102823,0,0,0,0,0,0,0,0
50201102824,72,1150,438,180,909,0.9,537,1.4
50201102825,34,1717,662,380,1765,0.7,1464,2.9
50201102826,50,1700,658,360,1604,0.6,1375,2.3
50201102827,0,0,0,0,0,0,0,0
50201102828,70,1681,443,350,1394,0.6,1298,2.2
50201102829,40,997,420,218,817,0.7,703,2.2
50201102830,54,2750,973,555,2737,0.6,2353,2.3
50201102901,81,401,419,194,766,0.7,675,1.5
50201102904,36,1408,660,290,2041,0.8,2035,3
50201102905,38,2500,836,250,2312,0.9,2250,3.1
50201102907,48,1625,592,250,1887,0.8,1852,2.6
50201102909,45,1083,478,270,1109,0.7,915,2.3
50201102910,47,1408,521,300,1212,0.8,903,2.2
50201102912,36,2500,829,260,2727,0.9,2542,3.2
50201102913,46,2167,632,300,1652,0.8,1375,2.5
50201102914,45,1415,472,300,1137,0.7,854,2.3
50201102915,51,1500,495,260,1726,0.7,1224,2.2
50201102916,54,1517,487,235,1213,0.7,941,2.3
50201102917,45,1354,540,270,1449,0.7,1187,2.3
50201102919,56,1517,598,300,1474,0.7,987,2
50201102920,47,2600,900,188,2374,0.9,2416,2.8
50201102921,47,1853,635,250,2299,0.8,2218,2.9
50201102922,33,1790,806,380,2270,0.8,2125,3.1
50201102923,28,1800,787,340,2067,0.8,1970,3
50201102924,38,1307,504,270,1390,0.7,1125,2.4
50201102925,35,1832,725,350,2132,0.7,1978,2.9
50201102926,0,0,0,0,0,0,0,0
50201102927,0,0,0,0,0,0,0,0
50201102928,37,2292,734,210,2399,0.9,2312,3
50201102929,44,2167,646,400,2533,0.7,2222,2.9
50201102930,52,2167,841,345,2125,0.7,1343,2.4
50201102931,30,1733,866,350,2083,0.8,2100,3.1
50201102932,40,2300,669,315,2136,0.8,2021,2.9
50301103001,78,2700,896,425,2541,0.8,1194,1.6
50301103002,43,2900,1398,840,4654,0.8,4577,3.1
50301103003,0,0,0,0,0,0,0,0
50301103004,15,0,26,0,4750,1,4750,3
50301103005,40,0,0,0,0,0,0,0
50301103006,0,0,0,0,0,0,0,0
50301103007,48,5000,1333,660,4708,0.7,4291,2.8
50301103008,47,4333,1158,625,4702,0.7,4521,2.9
50301103009,45,5000,1268,1000,4732,0.7,4514,3.1
50301103010,46,4333,1278,750,4782,0.7,4521,3
50301103011,44,4222,1345,693,4865,0.8,4741,3.3
50301103012,44,3538,1317,650,4517,0.7,3531,2.9
50301103013,44,3033,1049,698,4437,0.8,3916,3
50301103014,44,1300,1511,825,4916,0.7,4774,3
50301103015,44,3792,1254,785,4592,0.8,4312,3.2
50301103016,48,4333,1263,780,4896,0.7,4671,2.9
50301103017,48,3000,1292,575,3339,0.7,2833,2.4
50301103018,50,4000,1120,845,3562,0.7,2643,2.7
50301103101,53,3000,825,120,4799,0.9,1312,2
50301103102,57,0,3250,0,7000,0.6,7000,2
50301103104,47,1750,1093,623,4250,0.7,2535,2.5
50301103105,52,5794,1486,530,4249,0.7,2799,2.2
50301103106,54,4000,1014,495,3799,0.8,2468,2.5
50301103107,52,3400,1196,501,2750,0.7,1854,2
50301103108,47,2936,1160,450,2812,0.7,2108,2.2
50301103109,51,6000,1336,663,4750,0.7,4539,2.6
50301103110,49,3167,991,450,3291,0.7,2392,2.4
50301103111,36,1603,1018,320,2555,0.8,1773,2
50301103112,42,3000,1080,480,3178,0.9,1932,2.4
50301103113,41,3600,1159,650,3750,0.8,2968,2.8
50301103114,54,2275,1046,460,2886,0.7,1807,2
50301103115,42,3068,936,600,3094,0.8,2392,2.7
50301103117,39,2238,1078,450,3019,0.7,1991,2.4
50301103118,26,2000,785,463,2666,0.9,2013,2.1
50301103119,65,3355,1035,310,4449,0.8,1428,1.9
50301103120,35,1975,892,375,2408,0.9,1472,1.9
50301103121,42,3000,966,460,3018,0.7,2307,2.5
50301103122,47,1975,1320,515,2777,0.9,2080,1.7
50301103123,29,2167,1336,510,2545,0.9,1862,1.8
50301103124,40,3456,1448,570,4250,0.9,2381,2.2
50301103125,0,0,0,0,0,0,0,0
50301103201,44,3225,982,555,3471,0.8,1963,2.3
50301103202,56,4333,1390,700,3874,0.8,3277,2.3
50301103203,47,3309,1545,550,4125,0.7,3285,2.1
50301103204,42,3655,1326,850,4779,0.8,3821,2.6
50301103205,36,4333,1683,700,4797,0.9,4717,3.4
50301103206,41,3553,1229,760,4571,0.9,4249,3
50301103207,37,2019,1552,523,3821,0.8,2639,1.9
50301103208,50,4000,1312,889,4687,0.8,3312,2.6
50301103209,44,4200,1387,520,4687,0.8,3424,2.6
50301103210,43,3925,1309,590,3937,0.8,3071,2.7
50301103211,48,3125,1447,700,4735,0.8,3785,2.7
50301103212,42,3467,1606,500,3694,0.8,2874,2.1
50301103213,40,2701,1503,320,4656,0.8,2397,2.4
50301103214,37,4000,1298,950,4849,0.9,4312,3.1
50301103215,47,5000,1552,500,4083,0.8,2805,2
50301103216,49,4983,1474,660,3799,0.7,3150,2.3
50301103217,42,4167,1576,550,4772,0.8,3299,2.6
50301103218,45,4333,1619,850,5342,0.8,4704,2.7
50301103301,44,3738,1164,520,4349,0.8,3833,3
50301103302,41,3500,1131,805,4562,0.8,4250,3.2
50301103303,41,4050,1202,580,4874,0.8,4583,3.2
50301103304,41,3500,1029,508,3750,0.9,3422,3.3
50301103305,41,3467,1130,565,4031,0.8,3725,3.2
50301103306,40,3250,1206,595,4736,0.9,4579,3.3
50301103307,43,3275,1263,605,4083,0.8,3392,2.9
50301103308,0,0,0,0,0,0,0,0
50301103309,43,2925,1149,745,4583,0.8,3666,3.2
50301103310,42,3588,1073,750,4687,0.9,4062,3
50301103311,41,3375,1141,575,3374,0.8,2937,2.9
50301103312,45,2740,1029,600,3849,0.8,3463,3.1
50301103313,39,4333,1242,692,4772,0.8,4562,3.2
50301103314,45,2700,1474,600,3671,0.8,3101,2.3
50301103315,43,4547,1141,650,4738,0.8,4548,3.1
50301103316,38,3662,1287,580,4416,0.8,4083,3.3
50301103317,41,3000,1171,595,3392,0.7,2928,2.7
50301103318,38,2333,1318,540,3250,0.8,2312,2.7
50301103319,40,2600,1307,545,3468,0.8,2440,2.6
50301103320,39,3467,1144,570,4392,0.9,3353,3.1
50301103321,44,3000,1298,620,4583,0.7,3892,3
50301103322,42,3000,1431,763,5250,0.8,4849,3.2
50301103401,18,3000,564,360,4666,0.7,2428,2.2
50301103402,53,6750,2045,1173,5500,0.6,4808,2.5
50301103403,47,5000,1475,343,4750,0.8,3625,2.6
50301103404,43,4000,1477,1085,5036,0.7,4833,3.1
50301103405,43,3000,1281,695,3805,0.8,3229,2.7
50301103406,44,3848,621,150,3227,0.8,1803,2.6
50301103407,44,3850,939,600,3441,0.8,3291,3
50301103408,38,3500,1319,585,4617,0.9,4514,3.2
50301103409,46,3683,742,513,4690,0.8,3035,2.7
50301103410,51,3625,1156,938,4737,0.7,4437,2.8
50301103411,48,5000,1523,1400,4874,0.7,4727,3.1
50301103412,39,5500,1375,650,5200,0.6,4763,2.4
50301103413,36,1932,915,280,2014,0.9,1262,1.7
50301103414,37,2242,955,273,2463,0.9,1473,2
50301103415,33,1454,807,285,1768,1,1139,1.6
50301103416,40,3250,1227,520,4512,0.7,3150,2.5
50301103417,49,4056,756,875,4916,0.8,4675,3.2
50301103418,49,8667,2206,1125,6437,0.7,5714,3
50301103419,40,3700,1110,610,3071,0.8,2916,3.1
50301103420,38,3149,1109,300,4113,0.9,2277,2.5
50301103421,39,2342,806,260,2683,0.8,1297,1.9
50301103422,42,3250,1162,625,4125,0.8,3392,2.9
50301103423,47,4158,1125,835,4437,0.7,3600,2.8
50301103424,45,1731,737,350,2216,0.8,1255,1.7
50301103501,41,7000,1770,850,5611,0.7,5111,3.4
50301103502,48,0,524,0,0,0,524,0
50301103503,45,3800,1281,750,5167,0.8,3416,2.8
50301103504,26,1276,535,340,1337,1.2,1007,2.1
50301103505,32,1583,787,325,1910,1,1316,1.8
50301103506,28,2200,630,415,1916,1.1,1637,2.5
50301103507,30,2000,582,310,1271,1.3,1032,2.1
50301103508,30,0,909,406,2750,1.8,1499,2.2
50301103509,35,3300,1199,600,3916,0.9,3437,3
50301103510,46,5000,1434,930,4562,0.7,3583,2.7
50301103511,42,3400,1051,430,3446,0.8,2888,2.7
50301103512,47,5000,810,470,4658,0.7,3154,2.6
50301103513,45,4117,1218,625,4318,0.8,4022,3
50301103514,37,4300,1121,520,3957,0.8,3399,2.9
50301103515,46,5000,1155,600,4166,0.7,3250,3.1
50301103516,44,3826,1006,473,3892,0.8,3107,2.9
50301103517,40,4333,1287,700,4694,0.8,3916,2.9
50301103518,44,5000,1166,740,4845,0.8,4718,3.1
50301103519,47,5000,1718,830,5285,0.7,4839,2.9
50301103520,44,6500,1241,838,4785,0.7,4650,3
50301103521,35,2200,932,468,2462,0.8,1942,2.3
50301103522,20,0,226,0,0,0,0,0
50301103523,66,2600,1139,550,2632,0.7,2196,1.9
50301103524,20,1600,274,370,2583,1.1,1312,1.7
50301103525,38,3100,1135,575,3194,0.8,2408,2.6
50301103526,36,2708,866,650,3250,0.9,2656,2.8
50301103527,37,3033,1006,390,2636,0.8,1978,2.5
50301103528,45,5250,1488,623,4796,0.7,4630,3
50301103529,49,6500,1546,875,5233,0.6,4675,2.7
50301103530,41,7000,1392,950,4827,0.8,4691,3.1
50301103531,43,4000,1105,813,4816,0.7,4603,3.1
50301103532,44,4417,1440,800,5083,0.7,4860,3.1
50301103533,46,6000,1175,745,4333,0.7,3481,2.8
50301103534,76,2708,590,438,3250,0.8,1062,2
50301103535,42,4333,1128,450,3535,0.8,2615,2.5
50301103536,37,2940,1157,470,4533,0.8,2791,2.7
50301103537,41,3350,1192,595,4537,0.8,4166,3
50301103538,40,2990,1255,523,3374,0.8,2853,2.7
50301103539,34,2173,949,440,2611,0.9,2271,2.5
50301103540,44,3550,1379,578,4100,0.8,3416,2.8
50301103541,44,3832,1243,800,4868,0.7,4695,3.1
50301103601,0,0,0,0,0,0,0,0
50301103602,54,3250,890,530,3524,0.7,2071,2.4
50301103603,47,4063,1219,988,4821,0.7,4690,2.9
50301103604,36,4333,1166,1325,4966,0.8,4926,3.7
50301103605,45,2850,744,272,3285,0.8,1713,2.5
50301103606,44,3000,811,413,3555,0.8,1843,2.5
50301103607,37,0,1728,50,0,1,900,2
50301103608,38,3000,1303,830,4896,0.8,4708,3.2
50301103609,44,3500,1474,750,4690,0.8,4399,3
50301103610,48,7700,1575,1150,5056,0.7,4722,2.8
50301103611,46,3359,1396,600,4508,0.8,3238,2.4
50301103612,38,2836,1130,525,3963,0.8,3383,3
50301103613,43,4000,1198,875,3625,0.8,2791,3
50301103614,43,2800,1469,720,3694,0.8,3125,2.5
50301103615,27,0,1802,260,3250,1,3281,3.5
50301103616,40,3250,1260,1200,4528,0.8,4449,3.3
50301103617,27,4000,1116,521,4797,0.8,4250,2.9
50301103618,45,2655,900,800,3812,0.8,3178,2.6
50301103619,48,2963,896,169,3886,0.7,1825,2.3
50301103620,44,2600,1368,420,4575,0.7,3650,2.9
50301103621,44,3000,629,165,3468,0.7,1958,2.5
50301103622,0,0,0,0,0,0,0,0
50301103623,29,3375,1424,278,3211,0.9,2970,3.2
50301103624,49,3655,1021,800,3312,0.8,2229,2.4
50301103625,21,0,0,0,0,0,0,0
50302103701,61,9999,2167,1000,4874,0.8,4750,2.2
50302103801,36,2600,1404,450,3150,0.8,2567,2.3
50302103802,58,1926,848,385,2708,0.7,1658,1.5
50302103803,34,1950,1475,415,2923,0.8,2492,2
50302103804,36,2297,1369,450,3360,0.8,2860,2.2
50302103805,37,2383,1310,490,3449,0.8,2845,2.5
50302103806,34,2000,1341,450,2984,0.8,2177,1.9
50302103807,30,2158,1198,560,3666,0.8,2479,2.1
50302103808,33,1613,1461,400,3154,1,2113,1.7
50302103809,33,1940,1103,390,2702,0.8,2091,2.1
50302103810,36,2438,1220,433,3134,0.9,2466,2.7
50302103811,37,2574,1294,320,3874,0.9,2981,2.6
50302103812,40,0,0,0,0,0,0,0
50302103813,36,2800,1396,445,3949,0.9,3232,2.9
50302103814,35,2167,1073,420,3109,0.8,2340,2.3
50302103815,39,3000,1180,420,4349,0.9,3571,2.8
50302103816,39,2437,1330,475,4536,0.9,4374,3.3
50302103817,37,2800,1303,448,3399,0.9,2874,2.9
50302103818,38,2773,1316,470,3611,0.9,3312,2.8
50302103819,43,2184,963,430,3562,0.9,2750,3
50302103820,37,2713,1485,500,3359,0.9,3028,2.6
50302103821,39,2496,1297,500,3899,0.9,3542,2.9
50302103822,41,2600,1519,440,4405,0.8,3463,2.7
50302103823,38,2535,1054,450,3333,0.9,2916,2.8
50302103824,37,2847,1202,468,3437,0.9,3020,2.9
50302103825,39,2600,1174,455,3625,0.9,2843,2.7
50302103826,37,2250,1321,410,3250,0.9,2671,2.5
50302103827,37,2400,1143,470,3374,0.8,2843,2.6
50302103828,34,2545,1119,450,3805,0.8,2807,2.6
50302103901,40,2400,911,375,3143,0.8,2041,2.4
50302103902,46,3100,1292,385,4625,0.7,2971,2.5
50302103903,35,2167,1161,423,2611,0.8,2062,2.2
50302103904,0,0,0,0,0,0,0,0
50302103905,37,1950,1120,280,2687,0.8,1687,1.8
50302103906,38,2045,1016,300,3250,0.9,1739,2.2
50302103907,39,2500,1152,340,3531,0.8,2478,2.5
50302103908,39,2291,1109,373,2704,0.8,2148,2.2
50302103909,37,2238,1087,280,3291,0.9,1696,1.9
50302103910,35,2060,1164,350,2736,0.9,1914,1.9
50302103911,40,2194,1189,365,2795,0.8,2077,2
50302103912,35,2445,1392,397,3388,0.9,2182,1.9
50302103913,46,2464,1294,480,3194,0.7,2772,2.4
50302103914,37,1673,1046,300,2416,0.9,1777,1.8
50302103915,41,1952,893,370,2536,0.8,2039,2.2
50302103916,40,3750,1133,400,4523,0.9,3700,3
50302103917,37,2000,1112,335,3083,0.8,1839,2.1
50302103918,43,3000,1341,350,4555,0.8,3211,2.5
50302103919,21,4050,379,645,3963,0.9,3892,3.4
50302103920,44,2600,1121,425,3399,0.8,2937,2.7
50302103921,42,2600,1280,500,3528,0.8,2916,2.6
50302103922,37,1800,1171,373,3181,0.8,2143,2.3
50302103923,37,1800,657,305,2849,0.8,1307,1.6
50302103924,34,2167,1033,310,2222,0.8,1487,1.8
50302103925,37,2178,1080,360,2905,0.8,1728,2.2
50302103926,40,2383,1301,400,3527,0.8,2452,2.4
50302103927,44,2771,1171,320,4312,0.8,2812,2.6
50302103928,41,2550,1086,370,3408,0.8,2205,2.3
50302103929,35,1913,1255,350,3057,0.8,1863,1.9
50302103930,36,2000,1029,300,2631,0.8,1734,1.9
50302103931,41,2191,1330,350,3250,0.9,2359,2.3
50302103932,36,2167,1135,400,3218,0.9,2340,2.4
50302103933,42,2074,910,280,2559,0.8,1317,1.8
50302103934,44,2656,1035,398,3143,0.8,2474,2.7
50302103935,48,1959,734,217,2478,0.8,1257,2.1
50302103936,40,2600,1218,400,3444,0.8,2750,2.7
50302103937,38,2383,1242,425,3525,0.8,3136,2.7
50302103938,38,2500,1312,485,3471,0.8,2888,2.6
50302103939,38,2799,1275,450,3437,0.8,3267,2.8
50302104001,37,2184,1108,380,2799,0.8,1851,2
50302104002,37,2167,1115,420,2788,0.8,1933,2.1
50302104003,36,2250,1475,460,3485,0.9,2970,2.4
50302104004,38,2817,1134,445,2976,0.9,2692,2.6
50302104005,37,2550,1024,485,3029,0.8,2596,2.7
50302104006,36,2197,1127,390,3042,0.8,2216,2.3
50302104007,37,2419,1228,420,3208,0.9,2787,2.7
50302104008,39,2859,1236,453,3031,0.8,2483,2.7
50302104009,40,2485,1087,420,3454,0.9,2763,2.6
50302104010,39,2600,1072,450,3295,0.8,2625,2.5
50302104011,38,2817,1043,415,3625,0.8,2422,2.6
50302104012,39,2177,1198,400,3125,0.8,2431,2.2
50302104013,36,3000,1172,440,3318,0.9,2711,2.7
50302104014,37,2600,1303,440,3360,0.8,2393,2.1
50302104015,35,1733,1107,250,2431,0.9,1381,1.6
50302104016,53,2300,728,450,3150,0.8,2399,2.3
50302104017,36,2000,1356,415,3305,0.8,2295,2.1
50302104018,39,2275,1050,450,2849,0.7,2374,2.2
50302104019,40,2600,1062,480,3291,0.8,2457,2.5
50302104020,37,3000,805,380,3525,0.8,2042,2.2
50302104021,43,2383,883,380,3143,0.8,2236,2.3
50302104201,51,3180,1294,838,2899,0.7,2725,2.3
50302104205,34,1517,859,300,1827,0.9,1159,1.5
50302104206,44,3113,953,490,3225,0.8,2571,2.7
50302104207,39,3033,1136,550,3656,0.8,2937,2.8
50302104208,36,2270,893,270,2903,0.9,1641,2.1
50302104209,48,2500,1146,420,3416,0.8,2250,2.3
50302104210,37,2500,1111,300,3250,0.9,1857,2
