SA1_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
50101100326,37,1842,864,480,1987,0.7,1852,2.6
50101100328,42,1733,851,490,1977,0.7,1672,2.5
50101100329,44,1860,710,220,1737,0.7,1281,2.3
50101100330,57,2200,1037,1400,1968,0.7,2194,2.2
50101100331,33,1850,1007,503,2291,0.7,2171,2.7
50101100332,45,2654,881,390,1437,0.9,1687,2.6
50101100401,42,1950,885,460,2144,0.7,2011,2.7
50101100405,43,1733,1105,420,2446,0.9,2190,2.7
50101100406,41,1772,900,360,2125,0.7,1670,2.3
50101100407,50,1460,658,330,1468,0.8,900,1.9
50101100408,49,1733,851,355,1485,0.7,1489,2.1
50101100410,32,1619,919,425,2005,0.8,1789,2.7
50101100411,42,1365,762,350,1518,0.8,880,2.1
50101100412,50,1975,751,400,1839,0.8,1489,2.5
50101100413,43,1784,920,400,2267,0.8,2097,2.7
50101100414,45,2220,875,388,2067,0.9,1971,2.8
50101100416,43,1934,866,360,2236,0.9,1912,2.8
50101100417,47,2000,734,308,1942,0.9,1542,2.5
50101100418,51,1733,941,420,1974,0.8,1625,2.3
50101100419,37,1517,686,350,1516,0.7,1286,2.3
50101100420,37,1517,861,390,2083,0.8,1833,2.6
50101100421,38,1733,828,410,2137,0.8,2030,2.8
50101100422,32,1800,929,433,2087,0.8,1925,2.9
50101100423,51,0,750,350,1375,0.6,1375,2
50101100424,36,1517,757,410,1781,0.8,1733,3
50101100425,40,1517,645,282,1387,0.8,1104,2.6
50101100426,35,1549,752,373,1812,0.8,1437,2.4
50101100427,32,1564,928,400,2065,0.8,1848,2.7
50101100428,74,0,575,0,899,0.6,602,1.3
50101100429,46,1742,732,350,1678,0.9,1471,2.6
50101129301,35,1881,918,400,2146,0.7,1952,2.9
50101129302,55,1560,622,300,1463,0.6,1125,1.9
50101129303,55,1619,614,335,1325,0.7,866,1.9
50101129304,45,1700,636,330,2049,0.7,1483,2.5
50101129305,55,2159,669,450,1708,0.6,1550,2.4
50101129306,50,2189,830,290,2374,0.7,2125,2.7
50101129307,39,1300,433,275,1437,1,1625,3.4
50101129308,73,1300,494,300,870,0.7,717,1.6
50101129309,39,1765,1071,250,2666,0.8,2416,2.7
50101129310,32,1625,832,425,2055,0.7,1762,2.6
50101129311,54,3792,417,205,1187,0.8,1041,1.9
50101129312,49,2081,817,410,1937,0.7,1666,2.3
50101129313,52,2334,1117,500,2874,0.6,2312,2.5
50101129314,34,1663,780,400,2013,0.7,1637,2.5
50101129315,31,1733,819,400,1825,0.8,1803,2.8
50101129316,58,1637,683,370,1649,0.6,1275,2.1
50101129317,36,1408,570,370,1593,0.7,1303,2.6
50101129318,37,1733,709,440,2109,0.8,2131,3.1
50101129319,45,1929,978,550,2172,0.7,2014,2.5
50101129320,46,1975,804,500,2437,0.7,2166,2.9
50101129321,51,1699,598,330,1542,0.6,1028,1.9
50101129322,46,1384,613,350,1410,0.6,1180,2.2
50101129323,56,1706,744,415,1937,0.6,1583,2.4
50101129324,41,1517,679,420,1589,0.7,1413,2.5
50101129325,49,2167,850,565,2527,0.7,2222,2.9
50101129326,50,1733,722,355,1541,0.6,1062,2
50101129327,52,1733,602,350,1444,0.6,1114,2.3
50101129328,41,1517,560,330,1259,0.7,968,2.3
50101129329,51,1300,670,300,1578,0.7,989,2
50101129401,41,1884,706,200,2250,0.9,1562,3.1
50101129402,37,2219,1050,475,2440,0.9,2471,3.3
50101129403,41,1387,833,500,1187,0.9,1625,2.6
50101129404,41,1582,779,400,2037,0.7,1847,2.7
50101129405,31,1733,766,400,1737,0.7,1737,2.9
50101129406,43,1733,618,348,1490,0.6,1269,2.3
50101129407,53,2000,857,300,2062,0.7,1857,2.3
50101129408,48,1300,511,230,1178,0.7,743,1.8
50101129409,46,2167,796,380,1978,0.7,1649,2.5
50101129410,45,1504,619,320,1531,0.7,1149,2.1
50101129411,41,1517,624,350,1625,0.7,1279,2.4
50101129412,45,1235,490,310,1187,0.7,1011,2.2
50101129413,27,1900,922,420,2250,0.8,2189,3
50101129414,75,1690,572,383,1609,0.6,840,1.8
50101129415,48,1528,879,450,2416,0.7,1825,2.8
50101129416,53,1603,878,300,2017,0.7,1432,2.2
50101129417,44,1800,636,430,1708,0.7,1406,2.5
50101129418,48,2150,881,400,2250,0.7,1899,2.5
50101129419,35,1724,725,430,2007,0.7,1711,2.9
50101129420,50,2129,767,340,1958,0.6,1387,2.2
50101129421,48,1820,636,340,1325,0.6,1152,2.3
50101129422,38,1517,733,410,1916,0.7,1687,2.9
50101129423,44,1733,623,330,1718,0.7,1387,2.6
50101129424,49,2600,703,200,1625,0.7,1531,2.4
50101129425,55,1625,756,330,1649,0.7,1141,1.9
50101129426,30,1733,795,430,1894,0.7,1587,2.6
50101129427,32,2383,743,500,2549,0.9,2549,3.6
50101129428,43,1767,752,380,1583,0.7,1437,2.6
50101129429,40,2167,835,275,2352,0.9,2282,3.1
50101129430,37,1534,739,350,1562,0.7,1375,2.5
50101129431,30,1681,1022,420,2050,0.8,1987,2.7
50101129432,53,1733,598,330,1213,0.7,1021,2.1
50101129433,45,2000,739,450,2178,0.7,1781,2.9
50101129434,47,1322,588,330,1343,0.6,1018,2.1
50101129435,48,1907,687,450,2015,0.7,1784,2.6
50101129436,51,1300,512,290,1264,0.7,906,1.9
50101129437,48,1767,741,400,1937,0.8,1771,3
50101129438,47,1387,615,310,1531,0.9,900,2
50101129439,79,1541,406,350,993,0.7,828,1.8
50101129440,34,1647,794,400,1625,0.7,1590,2.8
50101129441,41,1700,710,400,1888,0.7,1642,2.8
50101129442,38,1679,699,355,1766,0.7,1297,2.6
50101129443,57,1733,726,350,1861,0.6,1062,1.9
50101129444,37,1733,782,430,2074,0.7,1854,2.7
50101129445,40,1907,767,420,1735,0.7,1647,2.9
50101129446,53,1344,496,198,1153,0.7,742,1.9
50101129447,46,1771,797,410,1770,0.7,1514,2.6
50101129448,36,2000,887,445,2384,0.7,2296,2.9
50101129449,53,1928,770,350,2083,0.6,1294,2
50101129450,50,1715,937,344,2222,0.7,1518,2.2
50101129451,55,1521,622,330,1312,0.7,995,2.2
50101129452,74,774,471,208,810,0.7,654,1.4
50102100502,26,1761,877,378,2230,0.8,2215,3.4
50102100504,46,1500,710,318,1906,0.6,1375,2.4
50102100505,0,0,0,0,0,0,0,0
50102100506,55,1506,1562,245,1062,1.1,1946,1.5
50102100507,0,0,0,0,0,0,0,0
50102100508,50,1333,635,312,1708,0.6,1269,2.1
50102100509,38,1733,744,388,2025,0.7,1771,2.7
50102100510,28,1800,1042,390,2456,0.8,2397,3
50102100511,50,1733,667,320,1841,0.7,1357,2.3
50102100512,44,1330,634,288,1399,0.6,1260,2.2
50102100513,47,1517,760,300,2017,0.6,1721,2.4
50102100514,27,1733,880,378,2225,0.8,2223,3.3
50102100515,65,0,250,0,0,0,250,0
50102100516,47,1509,924,360,2062,0.7,1944,2.6
50102100517,61,1465,572,295,1231,0.7,788,1.8
50102100518,40,1672,775,320,1988,0.7,1458,2.5
50102100519,49,1647,771,350,2184,0.6,1843,2.5
50102100520,43,1668,777,345,1922,0.6,1604,2.4
50102100521,48,1408,710,315,1770,0.6,1268,2.2
50102100522,41,1517,738,300,1859,0.6,1275,2.3
50102100524,40,1500,655,330,1699,0.7,1468,2.5
50102100525,38,1473,623,315,1472,0.7,1325,2.4
50102100526,32,1662,657,320,1800,0.7,1375,2.6
50102100527,47,1369,750,315,1812,0.6,1394,2.3
50102100528,50,1613,615,320,1375,0.6,1218,2.2
50102100529,38,1300,644,327,1424,0.7,1375,2.5
50102100530,39,1950,778,400,2395,0.8,2333,3.1
50102100531,46,2094,836,493,2833,0.7,2607,3
50102100532,54,1733,647,410,2022,0.8,1406,2.4
50102100533,30,1733,921,380,2317,0.8,2250,3
50102100534,37,1733,831,350,2312,0.7,2172,2.8
50102100536,32,1600,749,375,2068,0.8,1954,3.1
50102100537,44,2167,828,450,2250,0.7,2234,2.8
50102100538,45,2025,740,465,2220,0.7,2230,3
50102100539,38,2000,842,430,2410,0.7,2283,2.9
50102100540,48,1950,701,452,2269,0.7,2216,2.8
50102100541,33,2383,1010,475,2888,0.8,2860,3.1
50102100542,31,1733,991,375,2250,0.8,1974,2.9
50102100543,36,1647,681,380,2277,0.8,2305,3.2
50102100544,36,1733,725,393,2150,0.8,2042,3
50102100545,34,1733,831,365,2059,0.8,2048,3
50102100546,37,1733,1025,400,2666,0.7,2308,2.9
50102100547,0,0,0,0,0,0,0,0
50102100548,33,1560,841,360,2299,0.7,2125,3.1
50102100549,41,1544,662,292,1649,0.7,1237,2.2
50102100550,34,1972,868,430,2750,0.8,2616,3.2
50102100551,28,1668,697,360,2139,0.8,2022,3.3
50102100701,49,1517,626,320,1642,0.7,1375,2.3
50102100702,43,1943,710,300,1781,0.9,1597,2.8
50102100704,45,1419,687,250,1733,0.7,1205,2.3
50102100705,43,1367,828,350,2146,0.7,1696,2.5
50102100706,49,2167,722,340,1562,0.8,1458,2.5
50102100708,44,1705,747,255,2087,0.8,1602,2.6
50102100709,49,2167,846,340,2062,0.8,2091,2.8
50102100710,43,2091,816,320,2250,0.8,1952,2.7
50102100711,45,1800,721,350,2096,0.7,1715,2.6
50102100713,39,1300,640,325,1428,0.7,1260,2.6
50102100714,38,1379,634,330,1432,0.7,1232,2.4
50102100715,48,1803,820,380,2083,0.6,1774,2.4
50102100716,37,1578,715,390,1812,0.7,1713,2.8
50102100717,48,1733,825,350,2299,0.7,1850,2.4
50102100718,50,1950,822,350,2107,0.8,1843,2.4
50102100801,41,1365,595,284,1421,0.7,1347,2.3
50102100802,44,1387,632,280,1609,0.6,1256,2.2
50102100803,49,1767,609,430,2471,0.7,2027,2.7
50102100804,41,1561,780,380,2028,0.7,1852,2.8
50102100805,34,1500,752,340,1937,0.7,1678,2.6
50102100806,37,0,0,0,0,0,0,0
50102100807,37,1473,552,290,1333,0.7,1183,2.2
50102100809,36,1300,635,270,1389,0.7,962,2
50102100810,36,1170,655,280,1204,0.7,1028,1.9
50102100811,64,1625,477,200,1406,0.7,866,1.9
50102100812,51,1083,598,300,1424,0.8,774,1.7
50102100813,33,1257,529,280,1125,0.8,933,2.3
50102100814,43,1034,525,250,1162,0.7,919,2
50102100815,35,1181,630,240,1406,0.7,947,2.1
50102100816,40,1083,551,265,1240,0.7,972,2.1
50102100817,0,0,0,0,0,0,0,0
50102100818,30,1674,918,410,2405,0.8,2405,3.3
50102100901,47,1192,629,250,1428,0.6,963,2.1
50102100902,47,1083,526,240,1262,0.6,1006,2
50102100903,39,1397,725,275,1863,0.7,1528,2.4
50102100904,47,867,436,225,1202,0.7,914,2.3
50102100905,40,1517,719,280,1778,0.7,1273,2.2
50102100906,40,1083,491,250,1231,0.8,945,2.3
50102100907,48,1647,665,233,1899,0.7,1421,2.4
50102100908,48,1120,557,220,1531,0.7,1027,2.2
50102100909,54,695,486,250,1328,0.7,909,1.9
50102100910,42,0,374,0,1625,0.6,1074,2
50102100911,40,1196,685,270,1937,0.8,1375,2.5
50102100912,40,1000,545,270,1312,0.7,1042,2.3
50102100913,48,1083,587,273,1428,0.7,1295,2.1
50102100914,49,1502,570,185,2125,0.7,1483,2.5
50102100915,73,0,887,0,1125,0.8,1125,1.3
50102100916,49,1083,599,200,1518,0.7,1271,2.4
50102100917,65,0,450,288,1125,0.8,575,2.5
50102100918,53,1031,490,255,1187,0.7,756,2
50102100920,39,1300,615,300,1488,0.7,1476,2.7
50102100921,37,0,1125,0,2250,0.9,2250,3.3
50102100922,53,920,588,260,1708,0.6,1286,2
50102100923,44,1733,776,310,2360,0.7,2095,2.7
50102100924,43,1720,683,260,2035,0.7,1666,2.5
50102100925,36,1733,687,290,2307,0.8,2044,2.8
50102100926,36,2000,696,198,2333,0.7,1359,2.6
50102100927,43,917,455,220,1020,0.7,706,2
50102100928,40,1300,593,250,1512,0.7,1325,2.4
50102100929,44,1040,543,250,1652,0.7,1134,2.3
50102100930,0,0,0,0,0,0,0,0
50102100931,48,1733,953,250,2288,0.7,1737,2.5
50102101001,50,1733,814,300,2115,0.6,1525,2.5
50102101002,50,2000,920,310,2395,0.8,2269,2.6
50102101003,48,2050,824,260,2974,0.7,2457,2.7
50102101005,34,1684,956,310,2439,0.8,2216,2.8
50102101006,56,2000,626,210,1531,0.8,1233,2.1
50102101008,39,1618,699,270,1974,0.7,1698,2.5
50102101009,48,2253,858,260,2444,0.7,2058,2.6
50102101101,54,0,966,669,2499,0.9,1124,1.4
50102101201,38,1517,655,340,1666,0.7,1442,2.5
50102101202,38,1517,685,320,1458,0.7,1221,2.3
50102101203,42,1461,612,313,1471,0.7,1191,2.4
50102101204,39,1409,749,300,1859,0.7,1660,2.5
50102101205,34,1600,716,345,2214,0.7,2015,2.8
50102101206,33,1517,776,368,1958,0.7,1666,2.7
50102101207,40,1408,701,330,1833,0.6,1571,2.5
50102101208,44,1723,709,330,1604,0.7,1575,2.6
50102101209,50,2222,877,400,2277,0.6,1949,2.5
50102101210,52,1775,940,450,2343,0.6,1987,2.5
50102101213,27,2384,1375,0,2249,0.8,2249,3.3
50102101214,44,1374,743,320,1774,0.6,1261,2.3
50102101215,32,1630,962,400,2391,0.7,2280,3
50102101216,39,1692,868,370,2200,0.7,2042,2.8
50102101217,34,1415,612,260,1963,0.7,1625,2.6
50102101218,36,1550,789,365,1963,0.7,1802,2.8
50102101219,49,1322,673,320,1449,0.7,1176,2
50102101220,37,1317,767,310,1828,0.7,1458,2.5
50102101221,41,1344,735,323,1910,0.7,1739,2.6
50102101222,41,1567,751,330,1980,0.6,1759,2.5
50102101223,0,0,0,0,0,0,0,0
50102101224,37,1733,880,400,2578,0.6,2223,2.6
50102101225,36,1733,871,375,2362,0.7,2098,2.7
50102101226,84,442,456,103,863,0.7,725,1.5
50102101227,33,1625,811,360,1951,0.7,1805,2.9
50102101228,28,1935,1048,420,2437,0.8,2333,3.3
50102101229,29,2071,1057,420,2750,0.8,2660,3.4
50102101230,30,2158,1203,420,2849,0.8,2835,3.1
50102101231,50,1517,607,345,1451,0.7,972,2.1
50102101401,47,1300,551,204,1333,0.7,1125,2.3
50102101402,44,2167,782,250,2175,0.8,1897,2.8
50102101404,39,1733,833,300,2125,0.7,1625,2.6
50102101405,41,1625,722,300,1492,0.7,1326,2.4
50102101406,55,1127,508,250,1362,0.7,929,2.1
50102101407,42,1300,668,300,1625,0.8,1168,2.5
50102101408,39,1083,812,250,1946,0.8,1218,2.3
50102101409,49,1200,474,280,1516,0.7,1093,2.3
50102101410,45,1733,739,280,2140,0.7,1916,2.6
50102101411,43,1387,812,250,1765,0.8,1452,2.4
50102101412,45,1734,610,350,1792,0.8,1761,2.7
50102101413,51,1200,504,250,1275,0.7,987,2.2
50102101414,31,1760,575,280,1208,0.8,1024,2.8
50102101415,47,2167,662,250,1888,0.7,1422,2.4
50102101416,46,2142,766,375,1656,0.7,1531,2.6
50102101417,34,1994,556,300,2449,0.8,1937,2.8
50102101418,40,2000,769,250,2203,0.9,2166,3
50102101419,43,1707,881,320,2217,0.8,2083,2.7
50102101420,46,1950,802,300,2013,0.7,1589,2.3
50102101421,42,1733,815,330,2103,0.7,1826,2.4
50102101423,38,1300,532,250,1538,0.8,1279,2.5
50102101424,52,1343,809,280,1724,0.7,1528,2.2
50102101425,47,2123,878,285,2583,0.7,2146,2.8
50102101426,38,2084,900,285,2694,0.8,2524,3.1
50102101427,43,3250,638,235,1424,0.7,1395,2.7
50102101501,47,1300,669,300,1375,0.6,1097,2.1
50102101502,40,1517,740,300,1857,0.7,1550,2.4
50102101503,40,1509,583,250,1583,0.7,994,2.2
50102101504,46,1400,656,300,1437,0.7,1187,2.4
50102101505,46,1433,727,300,1708,0.7,1369,2.1
50102101506,86,0,1875,0,4250,0.8,2749,1.5
50102101507,47,1389,689,300,1587,0.7,1195,2.1
50102101508,48,1473,817,305,1803,0.6,1392,2
50102101509,46,1550,694,300,1774,0.6,1437,2.2
50102101510,54,1343,564,300,1321,0.6,804,1.9
50102101513,34,1387,619,318,1357,0.7,1338,2.8
50102101514,32,1487,737,320,1656,0.7,1480,2.7
50102101515,34,1623,905,315,2264,0.7,1910,2.6
50102101516,0,0,0,0,0,0,0,0
50102101517,31,1517,834,320,1781,0.8,1600,2.9
50102101518,46,1804,742,380,2132,0.6,2014,2.6
50102101519,0,0,0,0,0,0,0,0
50102101520,35,1517,717,320,1600,0.7,1366,2.6
50102101521,44,1750,856,355,2100,0.6,1954,2.5
50102101601,49,1767,660,325,2031,0.7,1812,2.7
50102101602,45,1500,662,300,1571,0.7,1343,2.3
50102101603,46,1300,450,250,985,0.7,792,2.3
50102101604,49,1842,630,280,2125,0.7,1850,2.6
50102101605,55,1142,450,240,909,0.7,736,2
50102101606,42,1460,578,290,1625,0.8,1325,2.5
50102101607,40,1509,727,278,2125,0.7,1481,2.3
50102101608,47,2000,763,300,2010,0.8,1742,2.6
50102101609,42,1625,764,245,2136,0.8,1875,2.6
50102101610,56,0,1375,0,0,0,2124,0
50102101611,43,1950,599,245,1949,0.9,1562,2.8
50102101612,56,1119,623,250,937,0.6,1008,1.8
50102125101,35,1706,689,227,1885,0.8,1222,2.3
50102125102,29,1517,913,350,2005,0.8,1738,2.7
50102125103,36,1600,687,395,2175,0.8,2021,3
50102125104,28,1683,910,360,2169,0.8,2021,3
50102125105,36,2069,1073,445,2824,0.8,2714,3.1
50102125106,33,1821,803,350,2116,0.7,1928,2.8
50102125107,42,2184,975,430,3159,0.7,2932,3
50102125108,35,1798,743,340,2096,0.8,1850,3
50102125109,36,1781,835,375,2216,0.8,2125,3
50102125110,31,1600,762,360,2014,0.7,1928,3
50102125111,44,2128,1108,385,2867,0.7,2921,2.9
50102125112,32,1866,873,380,2370,0.8,2286,3.2
50102125113,40,1712,820,365,2321,0.7,2218,2.8
50102125114,29,1663,837,340,2134,0.8,1843,2.7
50102125115,32,1500,683,350,1981,0.8,1638,2.9
50102125116,34,2117,1114,383,2711,0.8,2416,2.9
50102125117,46,2000,1026,430,3171,0.8,3097,3
50102125201,34,2024,911,400,2613,0.8,2562,3.1
50102125202,40,2184,986,508,2785,0.8,2678,3.3
50102125203,45,2167,829,415,2511,0.8,2351,2.9
50102125204,46,2100,777,325,2402,0.7,2133,2.8
50102125205,45,2080,1062,358,2583,0.7,2319,3
50102125206,50,1885,756,370,2094,0.7,1699,2.8
50102125207,45,1871,1006,300,2609,0.7,2531,2.9
50102125208,49,1733,735,418,2200,0.7,1875,2.7
50102125301,48,1733,984,320,1974,0.7,1478,1.9
50102125302,50,1409,770,305,1981,0.8,1196,2
50102125303,40,1360,922,300,1531,0.7,1266,2
50102125304,48,1950,990,340,2750,0.7,1770,2.4
50102125305,38,1398,687,270,1812,0.7,1216,2.2
50102125306,41,1733,788,310,1912,0.7,1456,2.1
50102125307,39,1517,844,300,2104,0.7,1671,2.4
50102125308,51,1798,794,275,2225,0.8,1383,2
50102125309,41,1300,746,320,1787,0.7,1416,2.1
50102125310,54,1300,731,330,1978,0.6,1239,1.8
50102125311,41,1408,754,325,1460,0.7,1350,2.4
50102125312,44,1690,645,195,1968,0.8,1125,2.1
50102125313,41,1733,869,350,2511,0.7,1888,2.4
50102125314,51,1409,875,300,2191,0.7,1260,1.9
50102125315,41,1800,1117,340,2218,0.7,1695,1.9
50102125316,46,1800,820,348,2276,0.7,1892,2.5
50102125317,58,2002,697,194,2821,0.8,1125,2
50102125318,54,1997,729,300,2321,0.7,1797,2.4
50102125319,40,1243,788,305,1778,0.6,1168,1.8
50102125320,53,1420,723,313,1550,0.6,1183,1.9
50102125321,54,2167,1357,440,2192,0.7,2007,1.8
50102125322,42,1627,988,310,1968,0.7,1550,2.1
50102125323,43,1452,826,295,2175,0.6,1520,2.3
50102125324,37,1495,900,345,2107,0.7,1640,2.3
50102125325,54,2000,960,450,2609,0.6,2424,2.4
50102125326,39,1517,868,330,2250,0.7,1465,2.2
50102125327,50,2600,1007,420,2035,0.7,1867,2.4
50102125328,38,1465,885,330,2173,0.7,1837,2.3
50102125401,33,1203,498,200,979,0.8,727,2
50102125402,33,1400,760,323,1833,0.7,1605,2.7
50102125403,38,1040,452,220,900,0.8,775,2
50102125404,40,1225,551,250,1266,0.7,1125,2.2
50102125405,41,1382,489,290,1444,0.7,1273,2.5
50102125406,43,980,491,250,1125,0.7,778,2.1
50102125407,40,1354,656,300,1492,0.7,1307,2.4
50102125408,41,1500,704,300,1792,0.7,1430,2.4
50102125409,41,1300,670,300,1531,0.7,1181,2.3
50102125410,41,1461,931,365,2196,0.6,2031,2.5
50102125411,33,1300,551,261,1384,0.8,1160,2.4
50102125412,38,1083,630,263,1534,0.7,1263,2.3
50102125413,44,1674,885,310,2321,0.7,1424,2
50103101701,43,1400,786,200,1850,0.8,1422,2.5
50103101702,50,900,564,220,1276,0.7,917,2
50103101703,49,1822,795,295,2070,0.7,1721,2.5
50103101704,44,1144,807,175,1792,0.7,1391,2.6
50103101705,50,1625,714,270,1875,0.7,1699,2.5
50103101706,49,985,535,200,1446,0.7,1013,2
50103101707,48,1300,973,285,1656,0.8,1454,2.5
50103101708,45,1473,616,240,1812,0.8,1545,2.6
50103101709,50,1105,526,300,1266,0.7,1017,2.1
50103101710,51,1500,627,290,1357,0.7,1031,2.1
50103101711,53,1658,620,318,1843,0.7,1421,2.4
50103101712,51,1278,703,270,1625,0.6,900,1.7
50103101713,57,1231,602,300,1437,0.7,887,2
50103101714,62,1600,475,218,1275,0.7,911,2.1
50103101715,50,1200,511,250,1446,0.7,919,2.1
50103101716,47,1864,661,350,1781,0.7,1428,2.4
50103101717,41,1327,627,373,1583,0.8,1406,2.7
50103101718,57,1539,588,225,1562,0.8,1208,2.4
50103101719,45,2080,835,200,1974,0.8,1708,2.5
50103101801,43,1959,709,350,2036,0.7,1916,2.9
50103101802,49,1560,661,300,1854,0.8,1583,2.5
50103101803,55,1300,524,295,1812,0.7,1416,2.4
50103101804,41,1188,462,250,1363,0.7,1142,2.2
50103101805,40,1534,695,330,1875,0.7,1553,2.5
50103101806,46,2000,826,350,2388,0.8,2103,2.7
50103101807,49,1820,751,300,2062,0.8,1583,2.7
50103101808,50,1800,725,200,2022,0.8,1762,2.6
50103101809,55,2243,717,250,1708,0.7,1428,2.3
50103101810,54,1250,552,270,1312,0.7,909,1.9
50103101811,58,1600,552,245,1303,0.8,1062,2.2
50103101812,51,1517,659,250,1562,0.8,1224,2.4
50103101813,39,1450,710,300,1625,0.7,1257,2.4
50103101814,42,1192,514,270,1228,0.7,971,2.2
50103101816,51,1300,602,220,1357,0.7,958,2.2
50103101817,54,1179,545,350,1271,0.6,949,2.1
50103101818,50,2080,787,320,2200,0.7,1687,2.5
50103101901,41,1105,657,260,1483,0.6,1149,2.1
50103101902,29,1157,751,280,1771,0.7,1390,2.5
50103101903,35,1083,709,258,1516,0.7,1346,2.3
50103101904,47,1237,855,300,1800,0.6,1571,2.4
50103101905,44,1460,766,300,2113,0.7,1841,2.6
50103101906,48,1083,687,280,1968,0.7,1843,2.4
50103101907,53,979,488,150,1536,0.8,934,2.1
50103101908,46,1820,883,175,1971,0.7,1573,2.2
50103101909,42,1919,727,190,1821,0.7,1548,2.6
50103101910,47,2000,878,188,2078,0.7,1699,2.4
50103101911,40,1062,707,300,1442,0.7,1301,2.4
50103101912,46,938,623,200,1361,0.7,875,1.9
50103101913,43,1088,662,220,1327,0.7,1025,2
50103101914,36,1487,773,300,1770,0.7,1578,2.5
50103101915,42,931,593,200,1375,0.7,813,1.9
50103101916,34,1300,559,250,1531,0.7,1262,2.4
50103102001,59,953,505,228,979,0.6,748,1.8
50103102002,53,1192,515,155,1174,0.7,1044,2.1
50103102003,47,1517,846,310,1963,0.8,1768,2.6
50103102004,55,1200,590,170,1375,0.7,1062,2.2
50103102005,48,1500,754,210,1640,0.8,1316,2.4
50103102006,53,1408,620,250,1656,0.8,1125,2.3
50103102007,50,909,578,188,1281,0.8,1098,2.3
50103102008,54,2000,594,260,1375,0.8,1086,2.1
50103102009,55,1159,612,260,1343,0.7,1075,2
50103102010,58,1584,559,252,1433,0.8,1110,2.2
50103102011,50,1004,634,290,1328,0.7,955,2.1
50103102012,48,1733,712,375,1937,0.7,1812,2.5
50103102013,45,1800,975,270,2083,0.7,1687,2.3
50103102014,45,1300,749,280,1583,0.7,1125,2.2
50201102101,51,2264,654,360,2264,0.8,2092,2.7
50201102102,58,2200,566,400,1427,0.7,1350,2.4
50201102103,53,1408,578,260,1318,0.6,963,2
50201102104,38,1874,699,360,1786,0.7,1538,2.8
50201102105,36,1810,663,350,2057,0.7,1847,2.8
50201102106,39,1733,627,315,2062,0.7,1857,2.7
50201102107,42,2069,689,320,1600,0.7,1718,2.9
50201102108,38,1946,662,223,1600,0.8,1158,2.7
50201102109,50,2167,705,420,2043,0.7,1800,2.5
50201102110,18,0,1199,0,7000,2,7000,6
50201102111,29,2072,675,400,2067,0.8,1962,3.1
50201102112,67,1452,480,325,1179,0.6,954,2
50201102113,38,1723,535,350,1516,0.7,1363,2.7
50201102114,42,1980,774,405,2428,0.7,2159,2.8
50201102115,55,1733,543,293,1194,0.7,890,2
50201102116,36,1993,684,355,1866,0.7,1775,2.9
50201102117,58,1973,704,328,1875,0.6,1333,2.1
