SA2_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
507051187,22,20,53,38,34,38,8,0,0,205,26,31,64,70,60,39,5,0,0,304,474,622,1135,1207,1565,1096,177,8,0,6278
507051188,8,23,41,37,64,51,18,6,0,237,13,36,67,65,62,64,26,0,0,345,346,796,1313,1215,1403,1419,343,29,6,6870
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,12,24,30,40,45,34,11,3,0,201,15,20,54,48,52,52,18,7,5,259,286,393,922,1071,1113,1067,243,38,4,5138
507051191,34,46,118,79,89,40,5,3,0,403,45,46,92,127,133,68,11,0,0,523,1032,1098,2061,2744,2877,1524,215,21,0,11568
507051192,14,20,40,46,45,33,3,0,0,196,11,21,57,52,40,45,10,0,0,230,353,510,1052,1124,1305,1055,217,9,0,5633
507051193,9,23,46,40,25,31,7,0,0,182,13,27,53,47,55,40,9,0,0,241,276,442,930,938,1043,896,163,10,0,4682
507051312,11,33,75,54,34,9,3,0,0,228,11,21,83,69,48,31,6,0,0,274,293,530,1864,1368,904,583,118,9,0,5657
507051313,39,39,130,117,93,54,13,0,0,487,32,43,142,136,113,68,14,6,0,548,904,1093,3099,3439,2673,1370,233,9,0,12818
507051314,5,3,19,8,9,4,0,0,0,51,5,5,19,15,6,12,0,0,0,57,55,83,327,205,178,142,28,5,0,1035
509011225,20,26,69,52,42,53,31,0,0,286,16,24,28,43,34,40,15,6,0,214,476,476,1122,1160,1392,1353,465,50,10,6504
509011226,10,9,7,7,7,14,3,0,0,61,4,0,7,9,18,12,8,7,0,66,95,78,243,332,438,454,161,52,3,1845
509011227,6,3,15,15,20,14,7,0,0,81,4,9,13,18,17,13,4,0,0,84,195,173,387,456,574,479,136,17,0,2410
509011228,7,6,19,25,17,16,0,0,0,86,9,0,12,17,26,20,14,5,0,102,162,89,282,528,617,625,239,52,5,2592
509011229,0,0,7,0,6,7,0,0,0,26,3,6,11,12,6,9,6,0,0,50,28,101,278,311,297,274,142,20,0,1448
509011230,10,14,17,9,12,12,8,0,0,82,6,12,12,15,15,28,3,0,0,95,115,185,391,363,377,414,148,27,0,2026
509011231,4,0,11,9,5,8,0,0,0,42,10,6,12,12,14,19,17,5,0,93,60,125,289,392,390,446,207,44,5,1964
509011232,3,4,14,7,11,12,0,0,0,51,4,7,5,3,17,13,10,0,0,63,117,81,202,264,371,389,160,18,0,1606
509011233,12,38,46,55,47,49,12,0,0,264,23,18,39,27,39,30,14,0,0,186,426,452,976,1071,1149,885,237,37,5,5232
509011234,9,11,7,11,11,17,9,0,0,75,6,4,10,17,28,28,9,3,0,101,128,131,310,384,536,538,232,46,0,2308
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,6,10,22,33,13,22,3,0,0,122,10,14,17,30,37,26,9,5,0,148,174,190,378,539,743,667,159,36,3,2893
509021237,0,6,3,7,3,5,3,0,0,30,12,7,8,6,9,11,10,7,0,58,92,85,259,271,304,341,125,33,5,1511
509021238,4,9,11,10,11,11,7,0,0,64,9,8,10,10,3,18,11,3,4,66,61,115,259,350,365,389,208,45,11,1806
509021239,4,6,26,23,28,20,5,0,0,114,3,17,33,27,37,38,24,6,0,190,155,221,717,705,899,927,345,82,9,4057
509021240,5,17,17,18,15,8,3,0,0,88,3,4,10,8,12,21,7,5,0,72,108,161,409,397,446,452,168,41,4,2189
509021241,15,10,19,20,11,13,4,0,0,90,8,3,11,8,16,18,6,0,0,77,91,140,340,396,434,493,204,59,7,2161
509021242,3,4,11,11,7,6,3,3,0,42,5,3,4,6,8,19,8,4,0,51,40,76,248,262,331,346,136,33,3,1479
509021243,10,20,30,40,40,37,16,0,0,201,12,17,34,34,46,35,16,7,0,202,294,364,730,812,1002,1006,336,29,3,4577
509021244,3,9,8,10,15,16,7,0,0,70,6,10,13,7,19,27,5,0,0,99,98,96,208,288,447,563,186,22,3,1904
509021245,4,0,8,15,12,15,7,3,0,67,4,6,10,9,23,27,13,4,0,95,97,84,262,361,422,545,245,43,7,2058
509031246,6,4,3,15,8,10,0,0,0,49,0,8,16,5,11,6,5,0,0,53,62,103,225,276,328,346,176,35,4,1551
509031247,4,7,8,12,10,14,0,0,0,65,7,4,14,7,11,11,9,8,4,66,61,132,339,446,468,486,225,74,12,2233
509031248,0,0,4,6,0,8,0,0,0,30,0,0,5,8,10,9,4,5,0,41,39,52,160,201,252,252,82,15,0,1062
509031249,5,12,19,19,21,14,4,0,0,97,7,7,7,8,16,17,4,4,0,73,112,171,357,344,380,389,140,25,5,1922
509031250,9,5,12,9,15,13,4,0,0,72,5,0,15,12,13,16,8,6,0,73,84,134,317,405,494,525,248,59,7,2271
510011262,12,24,61,81,53,32,11,0,0,273,23,28,82,106,72,40,15,3,0,369,377,439,1735,1809,1473,1003,315,31,0,7176
510011263,0,5,26,11,24,11,3,0,0,86,0,12,27,13,11,11,11,0,0,79,61,159,532,381,362,345,142,11,0,1995
510011264,0,0,5,8,0,8,0,0,0,16,3,0,15,12,10,8,3,0,0,50,19,79,201,168,157,119,31,0,0,789
510011265,7,9,29,32,34,19,0,0,0,123,12,9,45,30,31,29,6,3,0,172,136,215,824,685,640,525,153,17,0,3198
510011266,0,3,5,8,0,0,0,0,0,22,0,3,3,3,4,3,0,0,0,24,23,67,180,148,134,122,43,6,0,715
510021267,0,6,11,11,13,7,0,0,0,39,0,5,7,6,6,9,0,0,0,35,52,212,798,666,524,375,49,6,0,2687
510021268,4,5,36,22,12,10,0,0,0,87,3,3,24,13,10,8,0,0,0,62,95,177,667,607,441,269,47,0,0,2314
510021269,4,10,23,19,15,10,0,0,0,78,10,5,12,27,22,13,3,0,0,89,101,121,629,713,440,303,57,5,0,2351
510021270,17,17,50,46,35,22,3,0,0,193,19,33,60,56,45,32,5,0,0,252,278,392,1506,1353,938,703,116,5,0,5295
510031271,3,14,17,23,9,8,0,0,0,73,13,19,29,32,33,12,5,0,0,145,104,236,1031,1091,733,526,92,11,0,3828
510031272,28,34,96,93,62,26,0,0,0,339,20,45,131,137,82,53,8,0,0,472,489,619,2315,2536,1792,942,168,4,0,8866
510031273,3,0,15,16,9,7,0,0,0,54,3,10,20,21,16,9,5,0,0,79,112,124,522,629,513,299,59,5,0,2266
511011274,28,30,69,50,69,40,10,0,0,299,20,33,41,38,42,46,19,8,0,244,373,435,994,1066,1215,1065,303,49,5,5501
511011275,7,3,9,6,8,11,3,0,0,43,4,5,12,10,4,17,7,6,3,70,68,123,395,397,462,390,114,40,5,2003
511021276,3,3,9,10,15,16,3,0,0,67,8,7,22,16,16,17,12,0,0,87,86,131,385,370,466,423,166,15,0,2050
511021277,12,4,20,9,14,10,0,0,0,80,5,14,44,30,17,20,3,4,0,137,128,202,628,550,482,398,96,18,0,2496
511031278,15,27,45,25,20,21,6,0,0,150,12,13,36,37,53,24,10,0,0,188,189,290,653,649,669,588,151,12,0,3202
511031279,29,37,70,68,80,33,12,0,0,338,20,34,56,63,56,41,15,0,0,287,454,683,1672,1527,1426,1109,275,19,0,7170
511031280,17,29,49,52,40,28,3,0,0,216,13,18,53,40,28,20,9,0,0,179,239,439,1209,1109,919,709,164,18,0,4791
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,3,0,10,4,3,7,3,0,0,30,3,9,10,7,23,16,8,5,0,77,82,137,340,329,401,355,96,15,0,1757
511031283,0,4,14,11,8,3,3,0,0,45,5,4,6,4,8,0,0,3,0,28,41,152,435,356,317,278,69,12,0,1658
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,15,34,35,34,28,44,14,5,0,202,7,20,32,27,41,30,19,4,4,194,343,457,929,874,1022,980,323,41,9,4985
511041286,20,20,41,44,38,22,12,0,0,199,17,13,28,31,29,23,4,0,0,149,285,271,496,618,792,652,148,13,0,3275
511041287,17,19,46,26,40,21,4,0,0,179,13,7,48,35,28,26,9,0,0,162,291,297,867,814,940,700,176,13,0,4087
511041288,19,17,46,36,32,23,10,4,0,198,16,14,20,31,40,29,15,5,0,156,399,390,970,1158,1163,848,261,35,0,5229
511041289,3,5,4,9,3,3,0,0,0,35,6,5,3,10,19,20,9,6,0,82,94,86,143,259,351,354,137,35,0,1465
511041290,0,0,6,3,4,4,5,0,0,18,4,10,6,11,9,7,0,0,0,46,22,103,304,204,228,207,83,14,0,1170
511041291,4,9,6,3,5,9,3,0,0,36,0,3,7,7,10,13,4,0,0,49,35,106,260,330,330,400,161,46,0,1658
511041292,5,9,3,15,14,20,8,0,0,75,4,3,7,16,15,20,14,0,0,87,110,114,280,426,555,639,243,55,0,2437
597979799,0,0,0,0,0,0,0,0,0,4,0,8,6,16,5,4,3,0,0,35,5,17,62,95,59,33,5,0,0,277
599999499,6,9,16,12,3,10,0,0,0,52,3,7,22,25,10,11,3,0,0,78,53,185,501,355,248,216,45,0,0,1614
