SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
505021085,8238,8291,16528,3210,1819,5030,1368,1954,3324,309,275,581,374,392,763,5263,4439,9696,2292,3250,5543,7.1,8.8,7.9,63.9,53.5,58.7,59.3,48.8,54,307,274,582,44,115,164,833,1058,1896,666,745,1410,1494,1012,2505,135,170,305,122,200,323,1748,1381,3135,8347,8310,16661,1262,1196,2460,5086,5146,10230,3801,3760,7562
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,7167,8291,15462,3863,2713,6577,932,2225,3159,224,329,550,203,187,392,5215,5459,10676,1489,2385,3877,3.9,3.5,3.7,72.8,65.8,69,70,63.6,66.5,528,644,1174,195,389,579,1660,2282,3939,689,888,1572,1394,719,2106,69,81,148,93,184,269,1551,977,2529,6632,7464,14091,1425,1670,3091,3831,4266,8097,3744,4342,8093
505021089,8498,9362,17868,4200,2188,6388,1217,2908,4122,223,312,538,207,190,399,5854,5598,11454,2339,3467,5805,3.6,3.4,3.5,68.9,59.8,64.1,66.4,57.7,61.9,707,652,1357,271,468,738,2165,2497,4660,897,983,1879,1496,652,2147,54,101,159,100,252,347,1650,1009,2659,9286,10084,19366,1130,1192,2317,6425,6916,13344,3336,3754,7091
505021090,7941,8401,16341,3655,2419,6070,1331,2089,3421,263,332,597,330,369,699,5578,5206,10783,1738,2630,4363,5.9,7.1,6.5,70.3,62,66,66.1,57.6,61.7,503,522,1030,127,253,383,1317,1669,2994,833,969,1802,1391,944,2338,109,129,240,103,145,249,1597,1220,2821,7351,7677,15028,1505,1594,3101,3874,4096,7965,4350,4554,8909
505021091,106,100,208,67,48,111,13,24,30,4,3,9,0,4,0,78,78,156,9,15,22,1.3,3.9,2.5,74.1,75.5,74.8,73.1,72.5,72.9,4,9,10,5,5,10,29,26,52,16,9,28,15,12,23,6,0,0,4,0,4,21,15,29,47,43,87,45,50,98,10,7,11,80,91,167
505021092,7215,7814,15024,3847,2817,6663,1054,2206,3264,314,355,668,201,191,395,5413,5575,10988,1256,1818,3075,3.8,3.5,3.6,75,71.3,73.1,72.2,68.9,70.5,608,647,1253,181,357,538,1760,2346,4108,695,906,1598,1440,704,2148,60,87,145,82,155,241,1578,945,2533,6230,6527,12754,1605,1877,3488,3348,3493,6844,4049,4559,8608
505021093,6037,6345,12377,2939,1865,4804,994,1800,2795,164,232,392,187,165,353,4282,4067,8345,1471,2033,3507,4.3,4.1,4.2,70.9,64.1,67.4,67.9,61.5,64.6,515,490,1004,144,201,340,1313,1484,2797,584,637,1223,1025,541,1569,58,72,123,59,125,182,1140,735,1876,5900,6213,12117,854,931,1788,3888,4177,8063,2557,2657,5215
505021094,3209,3403,6610,1460,809,2260,529,1056,1582,105,130,234,91,72,156,2176,2062,4234,891,1217,2109,4,3.4,3.7,67.8,60.6,64.1,65.1,58.5,61.7,252,259,504,101,182,277,799,934,1732,327,379,703,577,214,791,11,34,50,47,84,127,631,335,965,3198,3434,6635,507,494,1005,2159,2344,4506,1358,1417,2774
505021095,5242,5868,11109,2710,2087,4789,824,1524,2345,146,214,367,185,140,331,3863,3964,7830,1045,1619,2667,4.8,3.6,4.2,73.7,67.6,70.5,70.2,65.2,67.5,508,561,1064,121,250,368,1197,1529,2725,531,622,1156,941,522,1463,46,99,143,58,107,161,1047,723,1770,4605,5111,9713,1056,1205,2255,2391,2786,5177,2940,3234,6176
505021096,5845,6223,12065,2736,1577,4313,905,1903,2810,148,171,313,152,133,282,3938,3779,7719,1725,2294,4017,3.8,3.5,3.7,67.4,60.7,64,64.8,58.6,61.6,756,649,1402,223,361,584,1700,1937,3637,542,663,1202,656,316,971,46,61,108,71,126,199,779,505,1280,6215,6439,12654,963,920,1887,4086,4364,8454,2779,2709,5490
505021097,6847,7702,14549,3330,2147,5471,1065,2028,3097,176,248,426,212,203,418,4779,4627,9410,1773,2782,4547,4.4,4.4,4.4,69.8,60.1,64.7,66.7,57.4,61.8,541,575,1120,185,302,479,1665,1907,3570,672,863,1535,1087,632,1728,53,106,154,75,162,244,1216,904,2121,6470,7260,13729,1196,1278,2472,4032,4498,8528,3267,3648,6916
505021301,4881,5226,10110,2205,1269,3476,784,1444,2222,105,140,248,146,124,271,3235,2980,6215,1473,2098,3568,4.5,4.2,4.4,66.3,57,61.5,63.3,54.6,58.8,284,251,538,84,157,240,920,1018,1934,473,486,956,916,417,1336,42,81,121,66,118,180,1023,617,1637,5056,5298,10346,579,569,1147,3789,4032,7819,1597,1624,3222
505021302,5195,5796,10985,2372,1523,3890,806,1480,2284,157,191,350,203,151,344,3534,3342,6868,1380,2185,3574,5.6,4.4,5.1,68,57.7,62.6,64.2,55.1,59.4,318,364,681,127,193,319,1038,1327,2369,529,618,1150,906,467,1375,42,87,124,68,151,216,1010,703,1718,4928,5511,10441,870,906,1780,3183,3645,6824,2315,2497,4808
505031098,4684,4718,9407,2039,1092,3130,703,1220,1920,153,146,301,234,194,427,3129,2649,5779,1345,1873,3223,7.5,7.4,7.5,66.7,56.2,61.4,61.7,52,56.8,103,92,198,26,92,117,378,499,879,326,428,750,1080,608,1689,82,113,196,59,115,175,1223,835,2059,5027,5014,10048,520,512,1030,3748,3674,7420,1504,1572,3077
505031099,8675,9764,18437,4011,2358,6361,1124,2618,3744,391,325,722,401,434,838,5922,5739,11665,2187,3539,5725,6.7,7.6,7.2,68.3,58.8,63.3,63.7,54.3,58.7,175,189,362,83,199,280,604,1061,1659,662,1118,1783,2458,1551,4008,147,231,376,115,240,356,2719,2025,4743,9139,9831,18974,1451,1690,3142,6067,6371,12431,3825,4481,8311
505031100,6745,7200,13937,3823,2192,6019,924,2399,3326,301,345,642,256,266,520,5303,5203,10502,1116,1785,2897,4.8,5.1,5,78.6,72.3,75.4,74.9,68.6,71.6,187,202,383,72,182,249,673,1202,1875,585,910,1500,1997,1200,3198,101,168,274,104,187,290,2209,1554,3760,7448,7983,15434,1114,1189,2309,4975,5204,10181,3004,3285,6293
505031101,5261,5656,10922,2683,1596,4282,742,1647,2384,229,231,463,249,249,497,3900,3728,7631,1054,1690,2742,6.4,6.7,6.5,74.1,65.9,69.9,69.4,61.5,65.3,162,183,349,57,127,183,564,924,1487,461,696,1159,1455,893,2348,97,136,232,77,126,200,1627,1158,2790,5450,5645,11094,913,1018,1924,3390,3465,6850,2509,2768,5281
505031102,3566,3582,7154,1378,742,2116,512,820,1336,104,103,211,215,184,402,2215,1857,4068,1104,1524,2633,9.8,10.1,9.9,62.1,51.8,56.9,56.1,46.5,51.3,71,86,159,15,55,68,278,365,645,212,313,522,789,457,1248,73,100,171,45,87,134,907,641,1547,3646,3647,7300,497,496,990,2437,2419,4857,1464,1466,2932
505031104,4184,4387,8574,1795,966,2758,653,1149,1798,129,147,275,209,172,374,2787,2421,5206,1130,1646,2780,7.5,7,7.2,66.5,55.2,60.8,61.6,51.4,56.4,83,96,174,46,77,121,344,517,865,269,393,659,998,494,1495,71,88,162,54,102,156,1124,687,1812,4394,4586,8978,448,431,881,3304,3438,6740,1273,1281,2555
505031105,8281,8681,16955,4309,2409,6720,1209,2848,4060,341,344,684,304,307,610,6159,5911,12068,1693,2474,4165,4.9,5.2,5.1,74.4,68.1,71.2,70.8,64.6,67.6,296,292,589,102,227,327,884,1442,2329,832,1193,2026,2457,1158,3609,123,174,302,129,227,352,2709,1556,4263,8271,8542,16810,1429,1525,2952,5416,5483,10897,3847,4135,7982
505031106,4,0,6,4,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,100,50,75,100,50,75,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0
505031107,5106,5366,10474,2764,1477,4238,714,1715,2422,199,190,393,155,152,306,3830,3530,7358,1042,1672,2714,4,4.3,4.2,75,65.7,70.3,72,62.9,67.3,139,187,323,64,132,194,556,903,1460,455,641,1097,1498,765,2258,71,104,180,76,133,206,1644,998,2645,5645,5861,11509,679,744,1424,4022,4224,8244,1907,2045,3954
505031255,4810,5345,10150,2860,1679,4545,567,1642,2208,213,276,485,205,219,425,3850,3812,7667,649,1344,1993,5.4,5.7,5.6,80,71.4,75.5,75.7,67.3,71.3,143,148,290,53,142,195,495,890,1384,485,737,1226,1508,937,2447,76,118,196,68,134,201,1651,1184,2840,5019,5471,10492,1152,1367,2516,2225,2298,4523,3355,3949,7306
505031256,325,280,606,149,69,218,54,98,154,16,11,27,9,3,13,229,186,415,66,70,131,3.1,2.7,2.9,70.2,66.7,68.5,68,64.9,66.6,7,8,16,3,8,12,33,37,67,15,24,38,87,38,125,9,7,12,7,4,12,106,43,148,320,272,595,29,35,64,259,202,465,79,97,179
505031257,1505,1451,2953,628,297,918,159,388,541,70,55,129,60,60,123,921,798,1721,437,541,975,6.5,7.7,7.1,61.2,55.3,58.3,57.2,51,54.1,13,18,31,13,28,45,64,161,224,102,181,283,509,235,738,31,36,62,23,34,54,556,300,855,1499,1448,2942,276,277,559,907,852,1754,749,782,1532
505031258,3978,4275,8253,1842,955,2797,431,1156,1593,207,169,379,170,184,349,2648,2471,5115,1021,1521,2547,6.3,7.4,6.8,66.5,57.8,62,62.3,53.5,57.8,64,80,146,30,100,137,224,468,692,326,511,836,1328,746,2072,67,114,181,57,111,169,1456,966,2425,4236,4447,8683,723,820,1540,2511,2522,5038,2054,2347,4397
505031303,4997,5366,10361,2763,1581,4345,637,1671,2306,199,205,406,148,153,301,3746,3607,7354,1031,1567,2593,3.9,4.2,4.1,75,67.3,71,72,64.4,68.1,166,174,345,68,150,218,615,964,1576,441,601,1039,1480,781,2266,58,110,164,70,127,197,1610,1023,2626,5321,5682,11007,704,784,1489,3553,3704,7253,2111,2380,4492
505031304,5682,5848,11531,3334,1822,5154,815,1942,2754,225,253,480,200,183,381,4578,4201,8775,889,1506,2400,4.4,4.4,4.4,80.5,71.8,76.1,77,68.7,72.8,299,274,575,59,156,215,884,1184,2069,561,673,1233,1326,724,2050,77,106,183,77,140,218,1477,969,2451,6588,6616,13205,757,784,1549,4351,4274,8629,2426,2608,5035
505031305,5390,5709,11102,2841,1600,4441,833,1826,2659,159,194,355,168,170,337,3998,3791,7790,1191,1783,2968,4.2,4.5,4.4,74.1,66.4,70.2,71,63.4,67.1,235,227,464,79,145,225,884,1151,2034,534,647,1181,1125,602,1728,48,104,150,75,164,240,1249,867,2119,6020,6302,12321,674,692,1367,4272,4477,8751,2041,2185,4231
505031306,5714,5989,11705,2729,1497,4224,701,1659,2363,243,214,458,208,209,419,3886,3579,7469,1527,2155,3685,5.3,5.9,5.6,68,59.8,63.8,64.4,56.3,60.2,154,151,305,50,128,179,455,833,1285,485,723,1202,1782,867,2643,77,120,203,86,166,252,1941,1153,3098,5983,6212,12195,820,882,1706,4133,4255,8391,2258,2416,4673
506011110,8633,9377,18009,3783,2081,5862,941,2020,2964,297,359,658,464,516,980,5483,4973,10464,2418,3733,6150,8.4,10.4,9.4,63.6,53.1,58.1,58.2,47.6,52.7,158,204,362,65,114,172,552,950,1504,591,857,1451,2198,1643,3838,192,255,450,101,195,298,2493,2094,4584,8763,9291,18059,1415,1582,2994,5005,5159,10162,4365,4938,9298
506011111,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,2324,2319,4637,958,529,1484,273,484,759,84,74,164,143,114,251,1454,1203,2658,717,979,1693,9.6,9.4,9.5,62.7,51.9,57.3,56.7,47.1,51.9,48,48,92,16,35,56,129,213,341,146,217,364,615,403,1020,37,59,94,24,63,85,678,522,1203,2396,2354,4751,290,333,629,1667,1626,3290,866,915,1777
506011114,4309,4424,8737,1826,935,2756,548,1096,1642,148,142,295,230,190,417,2749,2364,5116,1213,1738,2953,8.3,8.1,8.2,63.8,53.4,58.5,58.5,49.1,53.7,87,115,200,42,107,151,335,517,851,313,436,747,1193,708,1906,82,102,180,71,89,163,1348,900,2247,4221,4311,8533,598,633,1228,2976,3007,5990,1573,1690,3270
506011115,3402,3451,6849,1653,819,2469,416,981,1406,116,135,252,93,82,177,2281,2017,4300,968,1302,2272,4.2,4.1,4.1,67.1,58.4,62.7,64.3,56,60.1,97,109,207,49,97,153,313,449,756,300,413,710,1109,503,1609,50,74,131,54,100,152,1212,679,1894,3474,3492,6964,445,442,887,2581,2608,5191,1153,1178,2328
506011116,2975,2980,5950,1482,780,2259,425,879,1306,103,101,204,86,79,169,2093,1843,3937,765,1057,1826,4.1,4.3,4.2,70.3,61.9,66.1,67.4,59.2,63.3,110,129,240,52,110,160,386,563,956,279,363,641,944,432,1367,47,66,113,46,77,132,1034,578,1611,3125,3118,6242,363,345,708,2408,2362,4772,935,956,1894
506011117,4096,4241,8341,2131,1052,3176,540,1203,1740,149,163,316,191,194,384,3007,2606,5616,804,1416,2216,6.3,7.4,6.8,73.4,61.4,67.3,68.8,56.8,62.7,76,93,173,26,67,100,282,461,741,302,471,776,1082,734,1818,82,117,197,51,86,140,1212,940,2151,4675,4757,9435,568,580,1148,3080,3065,6146,1759,1878,3636
506011307,4037,4250,8281,2591,1412,3999,535,1375,1904,131,171,301,126,157,282,3381,3114,6488,519,1039,1559,3.7,5,4.3,83.7,73.2,78.3,80.6,69.6,74.9,383,425,812,76,144,219,867,1091,1958,490,473,965,786,516,1300,33,66,102,49,68,113,869,646,1511,4701,4921,9625,790,783,1570,2727,2825,5549,2267,2423,4688
506011308,5503,5773,11278,3522,1987,5509,738,1812,2551,204,271,478,156,205,357,4629,4268,8895,657,1381,2037,3.4,4.7,4,84.1,74,78.9,81.2,70.5,75.7,486,459,945,108,166,272,1126,1717,2844,667,680,1351,1196,681,1880,70,84,149,56,96,149,1321,859,2181,6488,6669,13153,1033,1125,2157,3314,3351,6664,3433,3714,7143
506021118,6500,6261,12760,2990,1821,4814,864,1434,2301,228,232,461,268,217,481,4351,3700,8056,1537,2051,3595,6.1,5.9,6,67,59.1,63.1,62.9,55.7,59.3,338,321,658,67,173,243,915,1121,2034,594,632,1229,1354,684,2042,102,108,206,67,125,193,1525,916,2442,5776,5622,11395,1125,1107,2233,3596,3517,7110,2990,2866,5859
506021119,7324,7212,14540,3645,2352,5994,1110,2042,3153,234,274,505,271,243,517,5259,4909,10169,1496,1892,3385,5.2,4.9,5.1,71.8,68.1,69.9,68.1,64.7,66.4,634,673,1309,188,318,499,1707,1988,3694,617,724,1341,1201,669,1869,89,107,193,92,127,214,1376,901,2280,6443,6516,12959,1561,1467,3029,3760,3846,7605,3792,3689,7487
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,14,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021123,7013,6697,13713,3629,2300,5928,1157,1875,3029,200,255,459,231,215,448,5216,4646,9856,1304,1708,3019,4.4,4.6,4.5,74.3,69.3,71.9,71.1,66.1,68.7,709,738,1449,184,266,455,1636,1842,3473,689,729,1420,1108,609,1718,89,106,197,77,97,174,1277,814,2088,5767,5651,11414,1697,1652,3345,3043,2961,6005,4117,3998,8110
506021309,3661,3674,7333,1653,1056,2705,569,878,1448,124,118,242,154,128,283,2499,2183,4678,865,1233,2094,6.2,5.9,6.1,68.3,59.4,63.8,64.1,55.8,60,142,173,315,38,83,124,512,641,1152,337,372,706,798,418,1210,63,79,135,41,72,116,896,563,1467,3338,3385,6721,689,702,1393,1904,1926,3828,1901,1932,3834
506021310,2971,3030,6000,1443,840,2282,457,717,1172,92,98,190,98,93,190,2096,1743,3836,695,1121,1815,4.8,5.4,5.1,70.5,57.6,64,67.1,54.5,60.8,214,203,416,40,60,100,443,600,1047,266,301,575,647,280,928,29,52,85,42,55,95,716,389,1108,2990,3010,5997,449,461,909,1746,1799,3542,1479,1493,2968
506021311,4853,4570,9419,2504,1613,4121,722,1137,1854,195,177,375,185,161,351,3615,3088,6695,917,1250,2164,5.2,5.2,5.2,74.4,67.6,71.1,70.6,64,67.4,383,314,696,103,143,238,978,1134,2109,526,528,1053,882,492,1376,74,65,137,73,85,160,1035,639,1678,4010,3769,7775,1171,1162,2333,2056,1947,4001,2853,2762,5613
506031124,9047,8940,17989,3435,2024,5456,1907,2338,4246,302,273,575,424,319,744,6072,4952,11025,2257,3221,5480,7,6.4,6.7,67.1,55.4,61.3,62.4,51.8,57.2,867,763,1629,145,263,408,1914,1949,3867,841,838,1678,1301,712,2016,133,141,275,79,132,211,1517,984,2499,7288,7306,14597,2271,1951,4219,3575,3862,7441,5496,4921,10420
506031125,4063,4283,8344,2001,1211,3217,645,1264,1910,146,142,285,141,158,301,2935,2768,5708,993,1435,2423,4.8,5.6,5.2,72.3,64.7,68.4,68.8,61.1,64.8,295,283,574,66,149,215,846,958,1802,358,490,852,765,397,1160,52,70,127,49,88,139,870,550,1418,4249,4489,8742,514,522,1042,3190,3430,6618,1366,1372,2741
506031126,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,40,0,40,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,8533,8221,16758,3940,2137,6072,1688,2256,3947,323,303,619,342,336,684,6289,5033,11319,1609,2674,4288,5.4,6.7,6,73.7,61.2,67.6,69.7,57.1,63.5,715,830,1543,93,194,291,1653,1940,3593,946,802,1752,1296,737,2034,99,102,206,102,119,220,1498,964,2462,7859,7701,15563,1838,1683,3522,3972,4034,8004,4978,4687,9672
506031128,5696,5900,11594,2510,1471,3975,873,1609,2483,165,198,364,225,198,426,3777,3467,7246,1641,2176,3818,6,5.7,5.8,66.3,58.8,62.5,62.4,55.4,58.8,311,310,621,97,177,272,919,1177,2100,521,630,1148,1314,707,2016,86,99,186,70,125,196,1467,925,2395,5809,6016,11822,758,770,1531,3978,4135,8118,2211,2293,4499
506031129,5581,6160,11738,2512,1397,3907,893,1707,2602,119,165,286,192,163,358,3714,3438,7154,1709,2574,4282,5.2,4.8,5,66.6,55.8,60.9,63.1,53.1,57.9,752,626,1380,150,217,370,1438,1691,3131,491,637,1125,813,363,1183,47,62,108,59,128,187,919,550,1476,5797,6223,12020,996,1041,2038,3754,4065,7817,2772,2959,5734
506031130,12,0,16,4,0,8,0,0,0,0,0,0,0,0,0,4,0,11,4,0,4,0,25,12.5,40,100,57.1,40,75,50,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,10,5,0,5,3,0,3,7,0,5
506031131,7334,7712,15044,3401,1902,5294,1178,2326,3506,172,195,366,280,291,577,5035,4708,9742,2100,2849,4948,5.6,6.2,5.9,68.7,61.1,64.8,64.8,57.3,60.9,873,768,1636,172,289,461,1833,2080,3908,699,746,1445,1082,513,1595,77,99,178,74,158,235,1241,765,2008,8124,8370,16493,1116,1132,2244,5493,5701,11202,3407,3453,6861
506041132,8350,7894,16240,3717,1950,5661,1308,1833,3141,304,267,568,364,357,725,5689,4409,10093,2089,3008,5101,6.4,8.1,7.2,68.1,55.8,62.2,63.7,51.3,57.7,379,461,833,83,129,208,1028,1347,2376,753,710,1457,1739,938,2674,112,139,251,103,171,277,1957,1242,3207,8327,7905,16229,1356,1207,2563,5294,5020,10320,3784,3530,7313
506041133,9982,9476,19458,4738,2584,7320,1373,2668,4050,289,301,591,328,336,666,6736,5892,12628,2888,3343,6230,4.9,5.7,5.3,67.4,62.2,64.9,64.1,58.6,61.5,807,743,1550,143,251,396,1704,2180,3884,904,901,1802,1669,859,2527,96,121,212,95,182,275,1858,1157,3020,9667,10126,19794,1278,1314,2596,6616,6843,13462,3704,3978,7679
506041134,8252,8579,16834,3482,1723,5208,1058,1816,2871,278,235,518,440,395,841,5263,4168,9431,2371,3810,6180,8.4,9.5,8.9,63.8,48.6,56,58.4,44,51.1,186,192,382,52,108,162,553,870,1420,560,744,1301,2005,1250,3257,146,208,351,110,203,313,2263,1658,3918,8371,8513,16886,1246,1316,2564,5538,5591,11130,3426,3578,7001
506041135,8046,8545,16594,4361,2432,6796,1163,2482,3642,290,300,590,326,338,662,6138,5549,11689,1567,2707,4274,5.3,6,5.7,76.3,64.9,70.5,72.2,61,66.5,446,433,883,100,204,303,1117,1587,2707,723,889,1614,1897,1111,3005,125,187,306,83,152,234,2102,1452,3555,9130,9357,18481,1160,1237,2396,6197,6251,12450,3377,3673,7050
506041136,6025,5898,11922,2659,1209,3869,808,1413,2219,207,193,403,284,243,526,3960,3057,7012,1585,2427,4010,7.2,7.8,7.5,65.7,51.8,58.8,60.9,47.8,54.4,176,223,395,45,76,123,547,732,1273,438,508,944,1416,769,2186,102,140,246,81,122,194,1598,1031,2635,6051,6019,12067,863,807,1667,3993,3859,7858,2495,2512,5002
506041137,9399,9663,19062,4233,2268,6501,1346,2504,3844,314,279,595,431,402,833,6326,5453,11780,2626,3817,6443,6.8,7.4,7.1,67.3,56.5,61.8,62.7,52.3,57.4,376,359,732,92,210,299,1063,1459,2520,847,972,1819,2352,1184,3534,120,198,316,141,235,374,2609,1613,4220,9866,10057,19920,1216,1287,2503,7015,7207,14223,3445,3569,7016
506051138,7605,7833,15443,3982,2161,6136,918,2084,3006,280,295,578,280,263,540,5467,4799,10263,1693,2654,4349,5.1,5.4,5.3,71.8,61.3,66.5,68.1,57.9,62.9,276,303,585,70,152,216,770,1185,1957,631,794,1425,2160,1157,3316,126,176,301,103,164,268,2385,1497,3882,8091,8268,16359,1022,1087,2109,5516,5658,11174,2980,3124,6102
506051139,4810,5072,9883,2482,1396,3886,612,1355,1965,189,203,397,168,160,326,3448,3114,6560,1097,1720,2814,4.8,5.1,4.9,71.7,61.4,66.4,68.3,58.3,63.1,61,81,142,43,100,140,326,590,923,319,509,827,1510,828,2335,72,111,185,77,134,211,1657,1068,2727,4924,5022,9946,707,819,1528,3537,3658,7193,1753,1914,3674
506051140,6145,6458,12601,2740,1524,4268,841,1767,2608,207,231,441,178,142,326,3966,3670,7645,1927,2556,4480,4.5,3.9,4.2,64.6,56.9,60.6,61.6,54.7,58.1,307,291,606,138,221,356,907,1231,2138,626,852,1479,1623,690,2314,75,119,191,82,169,251,1775,984,2761,6300,6549,12852,797,823,1623,4762,5003,9759,2055,2118,4175
506051141,4657,4816,9481,2116,1128,3242,679,1450,2127,163,171,329,117,86,205,3065,2839,5902,1371,1817,3189,3.8,3.1,3.5,65.8,58.9,62.3,63.3,57.1,60.1,186,185,370,98,203,299,659,928,1590,452,557,1006,1286,587,1874,56,86,141,66,119,188,1411,797,2203,5022,5058,10080,512,579,1098,3902,3856,7754,1416,1554,2973
506061142,7036,7645,14685,4178,2276,6451,793,2280,3071,331,344,673,190,255,443,5487,5149,10637,1172,2212,3376,3.5,4.9,4.2,78,67.4,72.5,75.3,64,69.4,147,183,334,66,180,247,513,906,1421,549,971,1519,2436,1486,3924,113,184,297,97,184,282,2648,1850,4498,8124,8559,16684,1256,1400,2656,5095,5122,10222,3387,3940,7333
506061143,2860,2835,5694,1508,763,2269,357,901,1251,132,136,265,70,70,140,2060,1866,3928,621,872,1490,3.4,3.7,3.6,72.2,65.7,69,69.8,63.3,66.5,48,53,97,21,62,85,180,366,548,186,323,509,974,452,1426,35,67,106,30,91,121,1042,610,1653,3022,3012,6033,346,374,725,2190,2099,4287,1019,1102,2122
506061144,2082,1757,3834,805,413,1225,173,504,680,120,85,207,38,39,72,1143,1039,2183,805,596,1406,3.2,3.6,3.3,54.8,59.3,56.9,53.1,57.2,55,33,26,56,14,39,55,137,215,357,128,186,308,577,282,860,17,26,41,38,41,79,630,348,980,1730,1700,3431,221,237,459,1270,1271,2540,573,598,1167
506071145,5835,6800,12639,2841,2137,4982,896,1728,2625,189,239,432,200,189,389,4130,4297,8425,1397,2172,3569,4.9,4.4,4.6,70.8,63.2,66.7,67.3,60.4,63.6,666,643,1304,175,326,509,1664,1982,3648,502,638,1146,771,475,1248,49,74,126,55,113,167,869,668,1542,5140,5880,11019,1263,1485,2749,2824,3312,6136,3267,3710,6979
506071146,4873,4897,9774,2031,1132,3163,847,1339,2188,119,132,248,158,124,281,3149,2724,5876,1459,1911,3367,5,4.5,4.8,64.6,55.7,60.1,61.4,53.2,57.3,554,442,998,144,199,346,1186,1294,2481,420,504,924,627,305,936,49,46,97,49,93,140,728,441,1168,4710,4709,9423,884,765,1648,3034,3174,6215,2317,2033,4349
