SA2_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
501021011,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7
501021012,..,21,21,4,7,14,13,3,0,94,..,15,35,28,60,87,125,154,63,566,13,12,13,7,5,17,11,5,0,94,1191,598,783,795,722,662,562,380,113,5802,..,25,542,895,799,814,719,418,85,4293,..,143,458,238,155,139,68,18,7,1225,..,8,85,163,133,52,32,8,10,492,2413,..,..,..,..,..,..,..,..,2413,..,418,..,..,..,..,..,..,..,418,..,423,138,52,26,19,0,0,0,654,..,44,44,9,13,19,24,7,9,179,..,47,31,15,12,13,5,0,0,126,..,48,49,17,29,36,24,8,0,214,..,30,109,97,145,145,171,201,89,993,34,34,31,21,11,26,24,11,3,193,2448,1233,1497,1513,1320,1254,1064,673,202,11200
501021014,..,12,32,4,16,18,12,3,0,100,..,19,15,21,43,63,117,95,45,414,7,21,16,6,9,19,16,5,6,111,708,415,468,500,603,622,535,267,77,4201,..,18,310,550,675,776,684,296,55,3367,..,77,222,132,159,132,54,15,0,795,..,16,43,95,88,43,29,23,15,363,1508,..,..,..,..,..,..,..,..,1508,..,309,..,..,..,..,..,..,..,309,..,339,113,58,49,28,4,0,0,589,..,33,43,16,14,20,30,11,3,167,..,20,52,15,6,7,5,0,0,108,..,19,65,42,32,37,21,4,0,221,..,28,50,73,127,146,200,138,66,829,22,41,37,17,23,33,25,8,5,207,1531,899,921,994,1175,1218,1063,506,152,8460
501021015,..,23,24,10,0,20,4,6,0,89,..,20,32,29,57,79,101,107,57,477,10,10,14,3,5,10,8,0,6,70,599,368,473,411,458,465,363,251,90,3477,..,12,239,404,416,498,417,258,60,2308,..,103,265,116,92,75,34,15,0,699,..,17,76,92,114,44,17,16,13,387,1205,..,..,..,..,..,..,..,..,1205,..,215,..,..,..,..,..,..,..,215,..,223,94,25,19,21,6,0,0,389,..,40,30,17,26,21,13,12,7,170,..,27,45,15,10,9,0,0,0,97,..,46,57,36,22,34,20,9,0,227,..,33,90,72,112,148,170,138,75,837,22,19,27,15,24,19,10,5,5,141,1223,733,921,804,817,864,701,451,161,6675
501021016,..,0,0,4,9,9,11,0,0,28,..,6,9,12,22,40,51,42,20,201,13,4,5,3,3,4,4,5,0,45,338,177,169,227,254,302,258,132,40,1906,..,4,89,217,277,353,343,162,30,1478,..,18,96,91,78,61,27,12,0,381,..,0,19,39,44,24,10,4,8,147,647,..,..,..,..,..,..,..,..,647,..,147,..,..,..,..,..,..,..,147,..,160,46,11,13,3,0,0,0,233,..,6,7,0,7,14,15,12,5,62,..,13,12,7,0,4,3,0,0,29,..,5,12,8,8,21,22,4,0,84,..,9,25,30,67,97,105,68,34,438,12,19,5,7,8,9,10,5,0,76,658,372,311,420,498,582,539,270,78,3724
501021251,..,19,23,6,8,7,3,8,0,75,..,14,42,30,25,79,75,47,17,324,16,23,16,11,4,10,7,4,0,86,1161,641,639,765,699,426,300,148,20,4792,..,21,442,858,912,559,353,157,15,3321,..,142,294,187,129,78,13,4,0,850,..,17,85,158,137,43,20,6,3,471,2339,..,..,..,..,..,..,..,..,2339,..,534,..,..,..,..,..,..,..,534,..,397,99,28,12,3,5,0,0,540,..,31,28,9,15,24,28,11,0,155,..,38,32,10,9,5,0,0,0,91,..,31,43,25,16,7,8,6,0,144,..,36,83,68,81,118,107,65,13,573,33,37,28,22,13,17,13,9,0,163,2374,1284,1127,1355,1318,860,547,269,41,9172
501021252,..,0,3,0,3,6,0,5,0,18,..,4,0,0,3,12,19,12,4,51,0,8,0,0,9,0,0,0,0,23,251,174,91,169,257,228,155,48,18,1392,..,8,56,218,360,357,265,61,3,1332,..,21,31,44,61,30,14,0,0,197,..,0,3,12,22,17,11,4,10,75,527,..,..,..,..,..,..,..,..,527,..,163,..,..,..,..,..,..,..,163,..,120,47,18,11,4,5,0,0,199,..,9,3,5,6,11,0,13,3,46,..,9,7,0,0,0,5,0,0,21,..,0,14,0,6,10,3,5,0,35,..,8,3,7,12,27,31,17,8,115,0,15,3,5,6,8,8,0,0,47,530,346,176,312,479,461,338,101,26,2765
501021253,..,51,70,22,22,11,17,3,6,194,..,40,85,63,122,216,246,203,141,1119,12,31,22,13,14,20,13,13,6,152,880,593,685,711,831,824,759,436,230,5946,..,18,336,713,813,841,850,433,112,4110,..,157,344,188,182,153,80,17,0,1120,..,8,64,147,177,54,18,28,31,527,1811,..,..,..,..,..,..,..,..,1811,..,417,..,..,..,..,..,..,..,417,..,275,91,39,36,28,9,0,0,478,..,37,33,11,13,24,21,12,17,156,..,25,26,11,12,0,3,0,0,77,..,85,133,47,49,28,39,7,4,395,..,82,211,164,253,378,370,289,190,1948,36,52,53,38,27,31,30,20,9,301,1846,1145,1294,1358,1550,1538,1419,811,364,11327
501021254,..,15,15,10,17,13,13,0,0,75,..,9,17,29,46,86,98,56,12,353,9,11,3,4,5,6,7,0,0,51,419,299,292,314,311,312,296,125,29,2391,..,9,117,235,256,253,275,120,19,1290,..,91,163,86,71,45,18,4,0,483,..,18,70,96,80,48,37,20,3,379,870,..,..,..,..,..,..,..,..,870,..,143,..,..,..,..,..,..,..,143,..,183,77,37,31,13,0,0,0,338,..,41,17,13,12,15,18,6,3,127,..,31,12,15,4,9,0,0,0,70,..,28,40,19,32,28,11,3,0,170,..,29,60,70,113,172,163,84,17,704,17,15,16,9,7,17,12,0,0,95,892,592,573,587,607,597,541,245,49,4674
501031017,..,4,7,4,3,13,14,0,0,53,..,10,12,16,47,91,104,87,36,404,5,13,7,9,7,16,18,4,0,79,546,261,235,361,419,543,509,249,53,3167,..,8,174,401,472,593,666,282,36,2624,..,65,129,115,135,134,59,25,0,664,..,0,28,58,49,40,16,15,9,210,1121,..,..,..,..,..,..,..,..,1121,..,171,..,..,..,..,..,..,..,171,..,150,47,24,22,10,0,0,0,255,..,18,3,0,3,18,13,18,8,81,..,11,5,0,5,4,3,0,0,25,..,6,17,7,10,22,21,7,0,100,..,18,31,37,90,179,212,145,44,754,8,28,21,14,18,39,32,10,6,182,1126,481,447,652,800,1039,1028,507,106,6190
501031018,..,3,8,8,10,12,9,0,0,44,..,7,9,19,31,61,74,75,28,312,7,8,7,8,8,12,16,6,0,63,480,209,238,334,394,478,404,215,53,2808,..,7,140,356,455,558,521,238,45,2306,..,35,138,109,114,118,77,19,0,609,..,3,29,45,52,26,20,9,10,190,968,..,..,..,..,..,..,..,..,968,..,168,..,..,..,..,..,..,..,168,..,179,50,24,13,13,0,0,0,279,..,21,10,3,5,13,16,17,4,84,..,24,12,7,8,10,3,0,0,61,..,10,19,14,14,18,21,6,0,100,..,17,25,45,66,117,154,106,34,572,10,20,16,14,24,17,27,6,3,140,978,470,424,620,754,890,841,408,99,5479
501031019,..,9,3,0,3,4,8,9,0,42,..,15,29,19,37,81,78,59,30,352,4,11,13,0,6,14,17,9,0,80,459,262,270,281,311,389,293,160,43,2467,..,10,150,294,322,425,329,162,28,1719,..,92,179,80,88,74,29,10,0,559,..,10,32,64,47,31,16,13,7,214,928,..,..,..,..,..,..,..,..,928,..,168,..,..,..,..,..,..,..,168,..,154,51,18,14,11,4,0,0,251,..,28,7,0,3,17,7,4,3,83,..,10,8,11,6,0,0,0,0,35,..,22,10,5,10,14,13,6,0,89,..,41,80,59,91,154,143,107,38,715,10,24,23,13,16,34,24,14,0,153,940,558,544,533,593,766,573,313,83,4907
501031020,..,4,9,0,7,14,0,3,0,42,..,0,8,17,27,68,69,51,22,268,11,10,13,5,12,14,24,8,4,96,291,137,172,238,310,419,356,177,44,2141,..,0,90,222,315,446,450,219,36,1776,..,16,94,96,104,120,61,22,0,512,..,0,15,33,37,24,15,6,3,136,585,..,..,..,..,..,..,..,..,585,..,119,..,..,..,..,..,..,..,119,..,128,37,24,20,10,0,0,0,219,..,10,9,9,0,22,12,8,5,73,..,14,9,0,6,6,0,0,0,35,..,12,28,15,21,25,9,3,5,121,..,3,17,39,83,139,165,96,38,589,30,18,14,12,17,29,42,17,12,194,612,318,310,455,609,820,763,375,99,4355
502011021,..,0,6,3,9,14,9,5,0,42,..,5,10,9,30,56,98,58,7,266,8,15,10,4,12,13,15,5,0,81,768,369,402,481,512,540,606,251,28,3958,..,7,237,499,586,661,852,402,40,3284,..,46,220,162,133,110,68,25,0,769,..,12,60,93,84,43,21,8,9,323,1545,..,..,..,..,..,..,..,..,1545,..,347,..,..,..,..,..,..,..,347,..,236,89,35,22,17,0,0,0,398,..,43,8,12,20,16,17,8,5,135,..,16,12,6,4,3,5,0,0,45,..,5,12,9,20,21,18,9,6,92,..,15,47,58,73,125,189,100,14,621,8,23,17,14,21,16,26,16,3,150,1556,751,703,884,962,1012,1195,575,71,7713
502011022,..,7,11,5,11,21,20,0,0,86,..,10,32,28,58,109,131,90,44,494,4,14,3,6,8,16,11,5,4,74,720,445,411,506,624,711,711,330,93,4561,..,4,198,484,635,791,967,448,80,3609,..,98,258,172,129,146,88,24,4,911,..,17,60,105,124,61,32,17,18,430,1412,..,..,..,..,..,..,..,..,1412,..,369,..,..,..,..,..,..,..,369,..,291,108,36,29,20,4,0,0,489,..,36,15,7,7,15,23,19,6,133,..,18,6,6,6,9,0,0,0,53,..,18,27,7,30,44,36,11,0,173,..,21,77,68,114,233,270,151,63,1001,11,36,19,10,24,29,21,18,3,176,1430,901,767,907,1104,1350,1437,691,179,8758
502011023,..,14,11,8,14,18,12,10,6,95,..,8,29,31,57,119,185,228,144,795,10,17,0,6,11,19,13,14,9,100,834,467,486,487,542,639,603,567,243,4858,..,21,223,348,500,624,595,580,170,3058,..,116,237,157,110,113,64,33,10,842,..,20,121,139,144,88,47,16,10,584,1555,..,..,..,..,..,..,..,..,1555,..,318,..,..,..,..,..,..,..,318,..,320,153,72,42,18,3,0,0,609,..,63,36,12,14,35,40,25,9,240,..,35,27,9,7,7,3,0,0,87,..,28,30,14,33,38,38,18,6,214,..,24,77,81,137,200,303,324,197,1342,33,36,12,21,22,32,15,23,9,193,1588,986,912,866,1010,1146,1110,1013,415,9043
502011024,..,28,28,12,20,25,20,10,0,141,..,24,49,46,81,197,349,327,179,1248,31,27,17,13,19,38,32,19,10,203,1550,956,826,1035,1234,1351,1439,959,285,9638,..,17,451,982,1350,1627,1799,1181,199,7606,..,138,441,318,296,232,155,46,8,1627,..,23,125,220,238,119,53,37,23,850,3076,..,..,..,..,..,..,..,..,3076,..,855,..,..,..,..,..,..,..,855,..,595,211,82,62,21,12,0,0,990,..,81,30,23,26,33,32,36,17,274,..,45,32,19,8,8,0,0,0,119,..,48,76,30,44,48,46,13,0,299,..,50,119,116,166,321,517,483,249,2013,44,54,50,31,37,60,51,31,12,371,3129,1909,1536,1821,2217,2468,2675,1836,512,18092
502011025,..,25,23,16,22,32,21,9,0,150,..,45,78,69,134,240,265,222,117,1172,14,27,16,11,18,21,34,18,7,175,571,510,514,466,591,734,733,423,192,4740,..,20,227,296,362,517,658,371,92,2532,..,156,203,148,140,127,87,18,6,884,..,30,110,131,152,91,39,28,28,610,1090,..,..,..,..,..,..,..,..,1090,..,230,..,..,..,..,..,..,..,230,..,222,113,49,38,27,7,0,0,463,..,70,27,23,24,39,29,14,15,236,..,40,29,9,18,6,5,0,0,105,..,57,76,45,49,60,40,15,6,347,..,84,158,158,289,424,479,323,165,2073,37,52,45,28,35,42,49,20,9,314,1125,952,991,886,1108,1324,1392,791,316,8894
502011026,..,10,5,3,9,9,10,5,0,55,..,8,10,14,23,58,76,63,29,280,15,14,15,6,10,7,15,4,0,79,462,321,302,298,363,459,469,252,60,2978,..,10,142,263,386,538,599,358,47,2343,..,66,166,92,92,99,62,18,0,591,..,14,47,67,81,40,22,15,9,292,946,..,..,..,..,..,..,..,..,946,..,209,..,..,..,..,..,..,..,209,..,210,75,40,23,17,0,0,0,372,..,31,14,4,9,11,28,8,14,118,..,23,20,5,7,4,0,0,0,62,..,16,31,14,12,15,25,6,0,118,..,18,33,47,81,129,178,125,43,658,23,26,23,13,22,20,25,18,5,165,967,613,557,536,714,874,936,549,118,5859
