SA2_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
504031299,31,1950,1005,370,2260,0.8,2151,3
504031300,33,1800,815,350,2064,0.8,1844,2.9
505011070,36,1800,899,370,2162,0.7,1833,2.5
505011071,39,1950,902,400,2437,0.7,2227,2.8
505011072,42,2208,951,460,2817,0.7,2394,2.8
505011073,40,1950,850,400,2292,0.7,1897,2.6
505011074,39,1902,897,380,2264,0.7,1930,2.6
505011075,44,2400,983,490,2877,0.7,2465,2.8
505011076,43,2763,1059,650,3367,0.8,3272,3.1
505011077,40,1820,830,360,2215,0.7,1784,2.4
505011078,44,2000,825,418,2401,0.7,2012,2.6
505011079,43,2300,916,450,2681,0.7,2292,2.7
505011080,44,2253,906,525,2759,0.7,2480,2.9
505011081,38,2000,918,390,2390,0.7,2065,2.6
505011082,47,2600,981,480,3045,0.7,2463,2.7
505011083,43,2167,901,480,2653,0.7,2339,2.8
505021084,39,1863,830,350,2101,0.7,1625,2.3
505021085,33,1482,629,305,1461,0.8,1293,2.6
505021087,39,0,900,0,0,0,0,0
505021088,36,2037,1126,400,2739,0.7,2050,2.3
505021089,42,2500,977,460,3006,0.8,2490,2.8
505021090,34,1552,813,340,1754,0.8,1459,2.3
505021091,29,1658,1211,400,2166,1.1,1666,1.5
505021092,36,2154,1232,405,2790,0.8,2108,2.1
505021093,38,2000,889,310,2319,0.8,1857,2.4
505021094,45,2817,1064,400,3112,0.7,2304,2.5
505021095,36,1733,991,320,2220,0.8,1588,2
505021096,42,2669,990,420,3137,0.8,2370,2.7
505021097,40,2000,931,325,2460,0.8,1746,2.2
505021301,45,2100,740,320,2349,0.7,1881,2.7
505021302,41,1900,817,340,2148,0.7,1528,2.2
505031098,38,1600,628,300,1683,0.8,1494,2.8
505031099,34,1733,730,340,1848,0.8,1542,2.7
505031100,32,1907,920,380,2264,0.8,2116,3
505031101,34,1733,828,350,2011,0.7,1761,2.6
505031102,36,1400,582,293,1422,0.8,1239,2.6
505031104,39,1647,661,350,1763,0.8,1533,2.8
505031105,40,2167,922,400,2597,0.7,2343,2.9
505031106,29,0,574,481,900,0.5,1749,2
505031107,37,2000,880,410,2408,0.8,2128,2.9
505031255,30,1950,983,350,2216,0.8,2031,2.8
505031256,45,2470,787,300,2259,0.8,2120,2.9
505031257,39,1800,716,330,1862,0.7,1526,2.7
505031258,35,1842,762,340,1987,0.7,1697,2.8
505031303,36,1993,918,400,2322,0.7,2096,2.8
505031304,33,2167,955,450,2511,0.8,2439,3.3
505031305,37,2000,854,450,2440,0.8,2261,3
505031306,38,1800,781,350,2065,0.7,1679,2.6
506011110,33,1517,670,280,1600,0.7,1306,2.5
506011111,46,0,0,927,0,0.2,0,1
506011112,38,1408,647,295,1592,0.8,1372,2.6
506011114,40,1500,681,290,1700,0.7,1354,2.4
506011115,45,2000,807,330,2209,0.7,1920,2.7
506011116,44,2056,870,350,2419,0.7,2185,2.7
506011117,31,1600,775,330,1885,0.8,1739,3
506011307,33,2000,1068,420,2491,0.8,2412,3.2
506011308,31,2028,1105,420,2522,0.8,2441,3.2
506021118,38,1754,879,350,2144,0.8,1666,2.3
506021119,35,2000,1014,350,2560,0.8,1974,2.3
506021120,43,0,3250,0,0,0,0,0
506021121,38,0,0,0,0,0,0,0
506021123,36,2000,1057,350,2464,0.8,1896,2.1
506021309,34,1700,812,340,1897,0.8,1520,2.4
506021310,36,1733,797,350,1954,0.8,1597,2.5
506021311,34,1760,1015,350,2246,0.9,1723,2.1
506031124,33,1733,711,330,1963,0.8,1482,2.4
506031125,41,2000,813,450,2425,0.8,2326,3.1
506031126,60,0,349,208,0,1,225,1.5
506031127,31,1647,787,350,1888,0.9,1695,2.7
506031128,40,1625,738,340,1899,0.7,1546,2.5
506031129,42,2167,791,400,2443,0.8,2051,2.8
506031130,53,1000,724,265,7000,0.9,575,1.5
506031131,40,2100,755,400,2379,0.8,2178,3.1
506041132,35,1591,710,320,1756,0.8,1494,2.7
506041133,36,1957,837,420,2356,0.8,2259,3.1
506041134,38,1500,635,290,1550,0.8,1254,2.5
506041135,34,1950,842,380,2256,0.8,2115,3.1
506041136,36,1560,669,300,1689,0.8,1407,2.7
506041137,38,1625,682,330,1825,0.8,1571,2.7
506051138,36,1800,855,360,2141,0.7,1839,2.7
506051139,38,1733,839,380,2112,0.7,1758,2.5
506051140,47,2034,827,375,2302,0.7,1864,2.5
506051141,44,2100,806,350,2400,0.7,2070,2.8
506061142,31,1914,949,380,2217,0.8,2086,3
506061143,39,2167,867,375,2338,0.8,2218,3
506061144,45,2167,784,325,2232,0.8,1956,2.7
506071145,38,2048,1010,352,2556,0.7,1804,2.1
506071146,40,2500,805,341,2720,0.7,2146,2.6
506071147,40,2388,1131,375,3007,0.8,2113,2.2
507011148,34,2000,1035,420,2677,0.8,2456,3
507011150,63,2817,1374,940,2750,1.3,2125,1.4
507011151,0,0,0,0,0,0,0,0
507011152,42,2167,896,400,2510,0.7,2138,2.6
507011153,39,1733,795,310,2123,0.7,1578,2.3
507011154,39,1733,765,320,1864,0.7,1396,2.2
507011155,53,2500,1875,0,4250,1.2,450,1.3
507011158,46,2817,1238,460,3265,0.8,2566,2.3
507011159,37,1680,838,360,2089,0.7,1715,2.4
507011160,41,1733,763,350,1937,0.7,1473,2.3
507011161,33,1993,1064,400,2502,0.8,2273,2.8
507011163,37,1733,879,350,2233,0.7,1915,2.6
507011259,34,2000,1001,385,2400,0.8,2178,2.8
507011260,45,2167,910,443,2493,0.7,2323,2.8
507021164,44,2600,1075,420,3178,0.8,2288,2.5
507021165,43,2167,1059,385,2822,0.8,1952,2.1
507021166,42,2071,874,350,2387,0.8,1811,2.3
507021167,50,0,1062,381,0,1.1,1062,1.2
507031169,31,1800,942,350,2207,0.8,2068,3
507031170,39,1300,594,275,1521,0.7,1213,2.4
507031172,52,833,880,350,1875,0.7,1749,2.8
507031173,56,1334,450,300,900,0.8,1124,1.7
507031174,37,1333,632,270,1543,0.7,1293,2.5
507031261,32,2000,1046,400,2417,0.8,2286,2.9
507041175,43,2700,1110,475,3168,0.7,2435,2.6
507041176,41,2200,852,420,2630,0.8,2284,2.9
507041177,41,2115,994,350,2677,0.7,1842,2.3
507041178,42,2600,954,420,2793,0.7,2148,2.5
507041179,44,2167,756,420,2378,0.8,1880,2.7
507041180,42,2167,907,440,2603,0.7,2330,2.8
507041181,42,2420,995,420,3027,0.7,2292,2.6
507041182,42,2015,740,400,2191,0.7,1824,2.5
507041183,37,1967,829,283,2393,0.8,1660,2.3
507041184,45,2317,762,545,2405,0.7,2324,3
507051186,42,1300,596,300,1480,0.7,1229,2.4
507051187,36,1700,755,350,2112,0.7,1921,2.8
507051188,47,1517,692,300,1645,0.7,1147,2
507051189,77,0,274,0,450,1,450,2
507051190,46,1674,695,300,1846,0.7,1355,2.3
507051191,33,1950,938,365,2470,0.8,2267,3
507051192,39,1600,740,320,1936,0.7,1612,2.6
507051193,38,1517,685,320,1784,0.7,1502,2.6
507051312,31,1842,948,350,2192,0.8,1957,2.8
507051313,32,1915,938,370,2337,0.8,2161,3
507051314,30,1857,895,370,2192,0.8,2122,3
509011225,49,1439,708,300,1743,0.7,1246,2.1
509011226,45,1800,738,250,1899,0.8,1552,2.5
509011227,44,1550,714,340,1709,0.7,1390,2.5
509011228,50,1517,630,300,1491,0.7,1134,2.3
509011229,39,867,931,180,1980,0.8,1484,2.5
509011230,40,1076,714,200,1649,0.8,1347,2.5
509011231,44,1000,829,179,1890,0.7,1385,2.4
509011232,48,1700,721,275,1825,0.8,1495,2.4
509011233,39,1560,697,295,1725,0.8,1387,2.6
509011234,48,1278,626,225,1491,0.8,1181,2.3
509011235,0,0,0,0,0,0,0,0
509021236,44,2100,798,320,2258,0.8,2044,2.8
509021237,47,1000,638,169,1758,0.7,1248,2.3
509021238,47,867,738,163,1699,0.7,1202,2.2
509021239,50,1644,684,295,1654,0.7,1321,2.3
509021240,43,927,796,200,1855,0.7,1387,2.3
509021241,43,1000,892,214,2051,0.7,1583,2.4
509021242,47,719,853,133,1671,0.7,1286,2.1
509021243,43,1393,660,250,1631,0.7,1316,2.4
509021244,54,1564,624,285,1579,0.7,1272,2.3
509021245,56,1300,592,250,1483,0.7,1102,2.2
509031246,50,1083,693,200,1678,0.7,1258,2.3
509031247,44,743,897,160,1947,0.7,1480,2.4
509031248,45,1733,774,280,2074,0.7,1644,2.5
509031249,43,1170,726,240,1802,0.7,1294,2.2
509031250,48,1083,779,190,1814,0.7,1355,2.3
510011262,34,2167,1164,330,2623,0.9,2222,2.7
510011263,32,1629,461,100,1036,1,1327,2.8
510011264,29,1600,362,90,785,1.3,1096,3.3
510011265,33,2000,1016,230,2082,1,1858,2.7
510011266,31,2167,471,100,1017,1.2,1140,3
510021267,36,2435,1801,70,752,1.3,1159,3.3
510021268,31,1032,1624,110,3359,0.9,2995,2.7
510021269,34,1833,1841,210,3940,0.9,3402,2.5
510021270,32,1387,1415,240,3024,0.9,2586,2.7
510031271,34,1613,1865,48,3310,0.9,2937,2.7
510031272,32,1972,1570,320,3497,0.9,3194,2.8
510031273,34,2167,1425,150,3285,0.9,2983,2.9
511011274,42,1600,785,270,2017,0.7,1492,2.4
511011275,41,1040,960,233,2004,0.7,1653,2.4
511021276,41,1300,782,215,1898,0.8,1416,2.3
511021277,37,1950,905,263,2107,0.9,1727,2.4
511031278,35,1309,1014,300,2375,0.8,2001,2.5
511031279,34,1700,1208,300,2924,0.8,2374,2.6
511031280,33,1730,1369,330,3029,0.8,2514,2.6
511031281,0,0,0,0,0,0,0,0
511031282,39,944,893,200,2199,0.7,1627,2.2
511031283,35,634,900,70,1205,1,1405,2.8
511031284,0,0,0,0,0,0,0,0
511041285,46,1300,666,230,1638,0.7,1143,2.1
511041286,37,1517,721,225,1897,0.8,1553,2.7
511041287,36,1733,871,310,2199,0.7,1915,2.7
511041288,38,1661,947,300,2274,0.7,1982,2.6
511041289,53,1537,626,250,1598,0.7,1168,2.2
511041290,38,650,1024,120,1351,0.8,1202,2.2
511041291,47,800,768,175,1684,0.7,1310,2.2
511041292,50,1400,664,225,1639,0.8,1276,2.3
597979799,40,1733,2123,0,1375,0.7,2250,1.7
599999499,0,0,0,0,0,0,0,0
