SA2_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
506011110,690,3400,3013,922,471,8493,162,8651
506011111,0,0,0,0,0,0,0,0
506011112,82,762,798,269,171,2079,31,2110
506011114,267,1494,1419,541,319,4034,64,4102
506011115,67,702,1088,612,456,2931,40,2972
506011116,32,497,1071,544,421,2568,13,2585
506011117,104,989,1597,536,311,3546,43,3591
506011307,34,906,1907,503,211,3562,30,3588
506011308,46,1119,2762,711,281,4913,34,4946
506021118,414,2293,2155,657,276,5792,88,5881
506021119,550,2921,2554,635,261,6915,90,7003
506021120,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0
506021123,575,3275,2242,540,209,6836,84,6920
506021309,262,1325,1187,355,183,3306,96,3402
506021310,191,1178,1033,280,139,2824,42,2861
506021311,426,2347,1550,332,148,4808,64,4873
506031124,799,2950,2491,855,473,7561,135,7694
506031125,33,637,1462,657,405,3191,26,3216
506031126,0,0,0,0,0,0,0,6
506031127,460,2746,2658,809,411,7072,145,7219
506031128,241,1922,2211,650,334,5360,53,5415
506031129,168,1531,2212,698,360,4968,44,5007
506031130,3,0,0,0,0,4,0,6
506031131,136,1703,2848,971,457,6112,40,6159
506041132,316,2576,2553,968,561,6975,142,7118
506041133,116,1852,3248,1268,678,7166,62,7231
506041134,601,3113,2620,913,510,7749,131,7877
506041135,107,1675,3147,1187,665,6775,78,6856
506041136,308,1828,1763,705,521,5126,69,5193
506041137,328,2718,3336,1233,687,8300,104,8401
506051138,226,2087,2931,1035,635,6904,96,7003
506051139,124,1472,1789,726,394,4514,55,4571
506051140,149,1515,2340,962,732,5695,50,5750
506051141,95,772,1538,814,671,3891,35,3927
506061142,85,1626,2945,1094,673,6423,75,6498
506061143,20,294,812,515,601,2247,25,2274
506061144,15,274,531,305,295,1422,38,1463
506071145,388,2972,2337,529,185,6410,52,6474
506071146,196,1211,1647,598,271,3930,40,3968
506071147,401,3187,2638,667,289,7174,78,7254
507011148,103,1879,3379,1078,588,7026,47,7077
507011150,0,0,0,0,0,9,0,9
507011151,0,0,0,0,0,0,0,0
507011152,90,983,1521,592,336,3516,19,3540
507011153,231,1271,1318,415,195,3431,52,3481
507011154,380,1976,1658,464,239,4718,90,4808
507011155,0,5,0,0,0,0,0,0
507011158,29,518,669,173,80,1471,13,1481
507011159,245,1679,1699,594,309,4533,52,4583
507011160,256,1766,1700,511,297,4528,65,4591
507011161,174,1891,2768,788,331,5952,61,6014
507011163,80,841,1191,432,222,2762,25,2787
507011259,90,959,1590,541,303,3487,34,3519
507011260,4,162,392,155,130,849,5,849
507021164,124,1037,1197,371,168,2897,19,2913
507021165,703,3081,2400,573,241,6993,92,7087
507021166,455,2369,2301,588,316,6029,83,6112
507021167,0,4,0,0,0,9,0,9
507031169,200,1840,2603,755,323,5724,77,5798
507031170,228,1204,930,295,161,2817,57,2874
507031172,0,3,0,3,7,12,0,12
507031173,0,3,5,0,0,13,0,14
507031174,294,1709,1466,515,233,4222,80,4305
507031261,43,638,1261,402,294,2639,22,2660
507041175,143,1505,1881,545,301,4384,42,4423
507041176,29,386,574,182,95,1265,14,1276
507041177,359,2429,2370,582,303,6050,71,6123
507041178,284,2087,2366,759,367,5869,56,5922
507041179,123,992,1225,338,165,2847,30,2874
507041180,75,894,1861,632,341,3800,18,3817
507041181,258,2011,2808,791,488,6358,51,6404
507041182,181,1456,1817,659,354,4465,47,4511
507041183,201,772,813,210,102,2091,39,2125
507041184,29,395,948,379,212,1957,9,1966
507051186,192,1280,1121,443,189,3224,52,3278
507051187,114,1349,1888,713,352,4414,73,4488
507051188,649,3341,2089,586,300,6959,136,7091
507051189,0,0,0,0,0,0,0,0
507051190,254,1839,1805,636,285,4818,68,4891
507051191,102,1871,3186,1253,680,7091,69,7160
507051192,184,1496,1827,652,327,4481,64,4543
507051193,196,1314,1538,534,285,3867,46,3916
507051312,71,1346,1736,499,253,3911,51,3962
507051313,141,2576,3804,1197,632,8347,88,8441
507051314,3,159,300,113,74,657,10,665
509011225,439,2563,2072,653,310,6048,103,6152
509011226,8,233,526,269,225,1258,23,1275
509011227,41,567,802,324,180,1921,19,1940
509011228,55,841,954,334,147,2326,35,2362
509011229,12,230,372,198,195,1012,20,1033
509011230,104,501,549,235,184,1572,40,1614
509011231,53,394,486,295,250,1480,35,1520
509011232,17,314,531,235,172,1277,16,1289
509011233,162,1183,1605,629,430,4011,63,4071
509011234,44,549,743,362,266,1963,40,2001
509011235,0,0,0,0,0,0,0,0
509021236,18,307,721,461,403,1911,18,1926
509021237,58,383,460,223,184,1300,32,1335
509021238,42,487,558,264,180,1532,27,1557
509021239,56,904,1252,582,412,3210,68,3282
509021240,85,540,633,270,182,1707,40,1747
509021241,55,434,549,250,212,1499,46,1546
509021242,39,319,370,172,158,1065,24,1092
509021243,198,1265,1430,643,444,3983,88,4070
509021244,30,415,644,310,277,1683,68,1749
509021245,64,642,745,364,245,2058,38,2094
509031246,49,372,467,228,197,1321,26,1345
509031247,32,357,581,216,272,1469,34,1503
509031248,21,230,303,169,97,823,15,837
509031249,111,623,535,230,135,1635,42,1678
509031250,58,480,658,327,291,1813,38,1849
510011262,334,1409,1628,660,354,4381,150,4532
510011263,556,624,360,134,82,1752,84,1836
510011264,404,284,108,33,23,840,66,909
510011265,319,706,624,223,139,2005,116,2122
510011266,151,254,122,57,27,607,29,640
510021267,124,165,70,32,30,422,16,437
510021268,47,423,528,179,90,1275,31,1305
510021269,39,403,607,214,105,1362,24,1389
510021270,208,1005,1367,505,206,3301,83,3377
510031271,60,614,560,211,104,1548,33,1581
510031272,132,1278,2231,886,436,4965,100,5062
510031273,80,287,538,203,116,1221,24,1244
511011274,214,1407,1683,624,388,4311,67,4379
511011275,40,408,501,206,214,1365,28,1398
511021276,150,596,579,193,113,1627,35,1662
511021277,48,561,569,202,189,1573,53,1629
511031278,124,751,842,356,212,2273,55,2329
511031279,235,1411,1702,700,393,4438,100,4538
511031280,115,892,1317,462,265,3047,61,3104
511031281,0,0,0,0,0,0,0,0
511031282,80,481,458,206,122,1343,54,1401
511031283,280,305,172,62,18,844,65,905
511031284,0,0,0,0,0,0,0,0
511041285,448,2095,1555,481,201,4784,108,4890
511041286,103,702,924,404,347,2480,40,2523
511041287,40,766,1286,478,293,2858,38,2904
511041288,82,1200,1623,582,185,3676,40,3710
511041289,50,496,517,214,119,1398,35,1437
511041290,78,244,186,59,62,632,57,685
511041291,39,388,479,216,171,1304,35,1339
511041292,45,552,733,356,268,1956,60,2020
597979799,0,0,0,0,0,3,0,3
599999499,0,0,0,0,0,0,0,0
