SA2_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
501031019,3,4,12,18,90,9,131,0,0,0,4,29,4,33,0,0,3,3,38,3,56,0,0,0,0,6,0,6,0,0,0,4,92,0,98,0,0,0,4,17,0,24,0,0,6,0,31,0,41,0,0,4,0,14,0,19,0,0,0,3,33,0,39,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,4,6,0,17,0,0,0,0,7,0,13,3,0,14,24,32,0,76,0,3,24,5,3,0,36,3,0,12,0,11,0,32,0,0,0,3,0,0,0,0,0,4,0,40,0,47,0,0,0,0,22,5,31,17,9,91,74,488,27,698,0,0,16,14,31,5,62,0,0,0,0,5,0,7,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,4,3,0,11,0,0,0,0,8,0,13,0,0,8,8,38,8,67,0,0,4,8
501031020,5,7,31,20,109,13,182,0,0,9,6,36,0,46,0,0,8,8,32,6,57,0,0,0,0,0,0,7,0,0,8,5,66,7,83,0,0,0,0,3,0,5,0,0,4,3,18,0,25,0,0,11,9,31,8,57,0,0,5,3,15,0,23,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,8,5,5,0,23,0,0,5,7,6,0,17,0,4,9,19,24,0,51,4,3,10,0,4,0,23,4,0,9,3,10,0,30,0,0,5,0,5,0,6,0,0,0,0,19,0,25,0,0,0,0,12,10,27,26,19,115,100,398,47,700,4,5,43,25,45,5,121,0,0,0,0,0,0,6,0,0,0,7,4,4,18,0,0,4,4,0,0,3,0,0,0,0,6,0,11,0,0,0,0,0,0,6,0,0,7,7,26,6,54,5,6,21,20
502011021,0,0,5,0,4,0,6,5,0,17,31,210,8,274,0,0,12,18,101,3,138,0,0,5,3,11,0,25,0,0,9,21,201,0,235,5,0,0,5,8,0,17,4,0,0,5,34,0,53,6,0,5,0,20,3,35,0,0,0,11,18,0,33,0,0,0,0,3,0,3,0,0,0,3,0,0,9,0,0,4,3,8,0,15,0,0,26,9,21,0,58,0,0,3,0,18,0,31,3,3,6,8,31,6,50,6,5,24,3,6,0,49,7,0,13,8,9,0,43,0,0,0,0,3,0,12,0,0,12,8,35,4,51,0,0,6,9,39,4,56,37,14,148,166,805,33,1194,0,0,0,0,4,0,6,5,3,5,13,25,0,49,0,0,10,11,13,5,33,0,0,0,0,6,0,6,0,0,7,9,13,0,30,3,0,3,3,0,0,6,0,0,12,17,62,7,94,0,0,12,9
502011022,0,0,0,0,17,0,16,4,0,25,40,203,9,289,0,0,9,20,119,3,156,0,0,6,4,19,0,25,0,0,9,25,189,12,247,0,0,6,6,15,0,24,0,0,8,7,35,0,51,0,0,4,7,25,3,38,0,0,6,9,20,5,38,0,0,0,0,6,0,3,0,0,6,5,6,0,11,0,0,3,10,12,0,20,0,3,12,13,21,0,53,3,0,0,7,29,0,41,8,3,19,12,17,0,62,13,9,36,0,10,4,80,7,0,15,12,17,3,48,0,0,0,3,9,0,13,0,0,4,4,50,6,57,4,0,0,8,37,11,59,48,22,174,188,843,59,1337,0,0,0,0,0,0,6,5,0,5,5,24,4,50,3,0,11,18,19,9,56,0,0,3,0,0,0,9,0,4,4,8,23,6,46,0,0,5,0,3,0,15,0,0,12,15,71,9,101,0,3,11,11
502011023,0,0,5,4,12,0,12,0,0,6,23,127,8,170,5,0,7,12,83,5,109,0,0,0,3,21,0,23,0,0,3,14,142,9,171,0,0,0,3,12,0,11,0,0,10,17,47,0,74,0,0,4,4,48,4,59,0,0,5,6,51,3,61,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,4,11,14,0,31,0,0,0,3,17,0,28,0,0,3,20,21,0,52,3,0,8,10,20,3,49,0,5,16,8,21,4,50,0,0,0,0,7,0,9,0,0,0,3,41,0,55,0,0,7,0,44,9,59,17,8,91,133,731,48,1027,0,0,0,0,0,0,5,0,0,6,7,18,0,34,0,3,4,4,13,0,23,0,0,6,0,3,0,5,0,0,5,6,11,0,18,0,0,0,0,0,0,0,4,0,6,18,77,13,119,0,0,9,15
502011024,0,0,4,4,4,0,11,14,6,37,73,411,19,558,16,0,40,32,234,12,339,0,0,9,18,36,0,64,3,0,25,56,354,16,450,0,0,5,4,47,0,60,4,0,15,22,81,3,131,0,5,4,20,55,5,89,3,0,8,14,61,3,97,3,4,4,0,5,0,20,0,0,4,16,5,0,30,3,0,5,13,21,0,40,18,3,43,26,48,8,132,0,0,11,0,28,0,41,9,8,37,35,60,8,148,25,7,64,12,21,0,134,25,3,63,22,29,3,146,0,0,4,9,15,3,30,3,0,6,16,80,0,108,9,0,17,11,70,21,123,134,47,401,411,1659,103,2747,0,0,6,3,4,0,13,6,4,22,24,37,0,88,6,0,32,8,35,7,91,0,0,0,6,3,0,7,0,5,6,13,37,0,62,0,0,5,3,4,0,16,6,0,27,58,124,15,232,4,0,24,14
502011025,0,0,0,0,6,0,7,3,0,11,26,118,8,166,5,0,17,21,78,0,120,0,0,5,3,13,0,23,5,0,8,25,141,9,182,0,0,0,4,11,0,18,4,0,13,5,47,5,71,0,0,13,12,42,5,72,0,0,6,8,27,3,51,0,0,0,0,3,0,4,0,0,3,4,3,0,15,0,0,5,0,10,0,24,9,0,15,18,10,4,51,0,0,10,16,23,0,57,4,4,14,10,28,4,65,3,9,26,0,4,3,52,9,0,24,10,15,0,56,0,0,0,4,0,0,6,0,0,5,4,38,0,42,3,0,8,13,30,12,65,39,17,181,186,660,60,1142,0,0,0,0,0,0,3,0,0,3,9,16,0,31,0,0,10,4,22,0,38,0,0,0,0,4,0,9,0,0,6,6,15,0,25,0,0,0,6,0,0,8,0,0,29,23,67,11,134,5,0,20,23
502011026,0,0,0,4,13,9,23,3,0,15,27,165,4,210,3,0,3,12,108,4,135,0,0,0,0,14,0,14,0,0,10,6,96,3,113,0,0,0,5,15,0,17,0,0,3,4,30,0,36,0,0,0,4,19,0,19,0,0,0,4,21,0,34,0,0,4,0,4,0,8,0,0,0,6,3,0,7,0,0,4,0,5,0,8,0,0,6,9,17,0,35,0,0,0,5,14,0,26,0,0,9,5,25,0,42,3,3,6,3,9,0,22,0,0,4,3,12,0,24,0,0,0,3,0,0,3,0,0,0,0,34,0,35,0,0,0,3,31,3,44,12,6,66,100,635,37,862,0,0,5,0,4,0,8,0,0,7,8,19,0,31,4,0,7,10,16,0,36,0,0,0,0,0,0,3,0,0,3,3,18,0,28,0,0,0,0,7,0,9,0,0,3,11,43,9,68,0,0,5,0
502011027,0,0,3,7,12,4,28,20,5,61,80,441,17,625,18,10,48,49,304,4,425,0,0,8,7,44,5,60,0,5,21,51,397,11,486,3,0,11,8,54,0,73,13,0,25,27,113,9,184,0,5,24,21,71,4,119,5,0,18,25,89,0,141,0,0,0,0,14,0,16,0,4,11,9,8,0,34,0,0,8,5,15,0,29,17,6,54,33,50,9,167,3,0,8,15,48,0,76,15,10,46,58,93,5,228,16,17,65,21,36,0,158,26,10,48,21,47,3,153,0,0,3,4,3,0,14,3,0,4,14,97,8,115,5,3,13,23,119,0,165,161,70,477,467,2047,79,3299,0,0,3,0,6,0,11,7,0,32,33,56,0,124,0,3,29,22,57,3,114,4,0,4,3,3,0,11,3,0,13,16,41,3,81,0,0,3,6,9,5,24,8,0,51,50,153,13,275,4,0,23,35
502011028,0,0,5,0,7,0,12,0,4,17,27,130,3,185,5,0,10,14,109,3,136,0,3,0,6,14,4,24,4,0,11,22,151,7,195,0,0,4,3,16,0,25,0,0,5,13,45,4,67,0,0,9,7,36,0,52,6,0,5,15,42,7,71,0,0,0,0,7,0,5,0,0,3,3,5,0,12,0,0,3,5,12,0,21,11,7,13,14,9,0,48,0,0,3,3,13,4,24,6,6,7,16,43,0,68,10,4,16,4,3,0,32,4,4,17,14,27,0,61,0,0,4,0,5,0,15,4,0,7,4,34,0,47,0,0,0,9,40,14,67,42,26,139,175,743,56,1177,0,0,0,0,4,0,3,0,3,7,3,16,3,32,0,0,3,10,11,6,29,0,0,0,0,3,0,5,0,0,5,11,12,0,27,3,0,4,3,5,0,10,0,0,13,31,59,14,109,0,4,11,12
502011029,0,0,13,12,22,9,51,0,3,8,24,208,7,250,3,0,9,18,161,6,201,0,0,0,6,20,0,30,0,0,4,9,173,6,196,0,0,0,0,13,0,11,0,0,4,0,39,0,46,0,0,3,0,16,0,23,0,0,0,5,22,4,32,0,0,0,4,0,0,3,0,0,0,0,3,0,3,0,0,0,6,5,0,14,9,6,5,10,10,0,36,0,0,0,0,21,0,23,0,0,7,22,36,0,65,0,6,13,3,12,0,36,6,0,4,10,15,0,38,0,0,0,0,14,0,14,4,0,3,0,53,5,67,0,0,3,3,31,14,53,31,15,89,130,893,50,1199,0,0,12,3,17,8,39,3,0,9,14,29,4,59,0,3,13,13,26,0,56,0,0,0,0,3,0,6,0,0,0,6,15,0,28,0,0,0,3,6,0,14,0,0,5,15,78,6,109,0,5,8,16
503011030,6,0,3,0,0,0,7,67,11,82,6,19,4,183,11,0,15,5,5,6,36,4,0,3,0,3,0,10,16,0,33,15,33,4,106,5,0,9,3,10,3,24,3,0,31,7,11,3,54,4,0,12,4,8,4,30,0,0,10,5,10,3,29,4,0,11,6,0,0,13,10,9,54,11,0,0,90,7,0,17,5,3,5,41,60,21,178,14,8,5,293,0,0,12,0,6,0,26,13,0,17,6,8,0,45,33,9,31,3,8,0,83,61,11,115,6,0,10,197,0,0,4,5,9,0,18,5,0,5,3,10,0,24,17,4,46,5,13,4,91,328,75,697,119,149,37,1400,0,0,6,0,0,0,3,14,0,27,3,0,0,49,3,4,7,3,0,0,18,4,0,3,0,0,0,8,0,0,12,0,5,0,18,0,4,6,3,0,0,18,5,0,35,9,4,0,58,3,0,17,0
503011031,3,0,7,5,0,0,18,51,6,102,11,14,0,194,12,5,39,5,13,3,68,0,3,10,4,0,0,22,16,0,46,16,33,3,123,6,0,10,3,8,0,30,10,3,35,11,21,0,78,9,0,28,8,16,0,69,6,4,17,13,11,4,48,4,0,10,5,3,0,23,19,5,61,13,3,8,99,7,3,40,15,7,0,70,91,24,230,20,10,3,370,4,7,23,0,6,0,37,26,3,31,11,8,0,81,31,9,48,11,13,3,115,64,7,110,13,6,7,204,7,0,14,3,3,0,29,8,5,19,0,13,0,39,12,0,33,0,9,8,70,393,83,917,167,196,29,1783,0,0,3,4,0,0,11,25,8,46,8,0,0,86,0,6,15,3,0,0,26,0,0,10,0,0,0,12,0,4,22,0,0,0,34,0,0,15,6,5,0,24,14,3,58,17,19,3,107,0,0,24,9
503011032,5,0,14,4,3,3,29,46,10,104,5,21,3,190,5,0,24,10,15,6,55,6,5,11,0,0,0,17,10,0,51,18,46,4,127,5,3,17,0,7,0,26,9,0,36,4,7,0,55,5,0,22,6,17,0,49,8,0,14,13,4,4,42,9,0,6,0,0,0,12,28,9,83,18,0,3,147,8,4,50,12,11,0,83,91,8,186,16,7,4,318,3,0,10,0,5,0,25,28,5,28,11,4,4,76,26,5,36,4,0,3,72,88,0,137,6,4,5,249,8,0,11,0,4,0,19,6,0,9,0,4,5,19,27,3,40,9,5,13,95,410,55,881,142,163,51,1710,0,3,9,4,0,0,16,7,0,52,0,3,0,64,0,0,16,8,6,0,35,0,0,10,0,0,0,6,5,5,16,5,10,0,43,0,0,8,0,0,0,8,6,6,41,14,9,0,81,0,0,23,4
503011033,0,0,5,0,4,0,8,79,15,118,17,16,0,247,9,0,27,8,15,4,60,5,0,17,0,0,0,26,16,4,54,26,61,3,164,13,4,11,6,7,0,46,9,6,26,3,10,0,57,3,0,13,0,16,0,40,8,0,15,4,3,3,37,0,3,14,3,0,0,18,18,15,43,8,0,0,99,5,4,28,7,0,4,56,105,18,221,26,16,0,391,0,0,12,3,0,0,23,24,3,51,11,15,0,100,46,11,40,11,0,3,111,95,13,127,11,6,3,254,6,0,8,4,3,0,31,11,0,9,5,19,0,41,9,3,32,9,8,6,60,459,102,878,177,224,39,1874,0,0,3,0,0,0,10,21,5,45,5,0,0,77,8,0,7,0,4,0,20,8,4,11,0,0,0,21,4,3,25,9,6,4,50,4,3,9,0,0,0,14,8,0,25,15,15,4,73,0,0,20,8
503011034,4,0,19,3,4,3,34,65,6,123,13,23,5,234,15,4,27,16,22,0,80,7,0,16,0,3,0,27,21,4,48,22,56,8,163,7,3,31,8,7,3,56,14,6,44,28,22,3,110,4,4,25,20,19,0,77,9,3,28,4,12,0,66,0,0,17,0,3,0,27,21,10,64,20,3,5,118,10,3,41,16,10,3,81,120,24,201,22,10,5,382,0,0,15,8,10,0,32,21,12,54,7,11,0,105,42,12,39,3,3,3,111,86,9,137,11,4,7,263,4,0,15,3,6,0,26,3,3,15,6,23,0,49,30,3,52,6,20,7,113,487,99,1000,221,281,61,2159,0,0,5,0,0,0,10,24,7,38,5,6,0,73,5,3,17,8,5,0,44,4,3,8,0,0,0,13,12,0,14,8,0,5,46,8,0,12,0,0,0,24,13,3,59,13,22,4,110,0,0,39,14
503011035,10,0,5,3,4,0,26,131,17,182,5,27,4,373,28,3,54,9,22,0,112,9,6,24,4,3,0,41,35,12,97,23,56,3,223,8,0,22,4,10,0,43,20,0,76,10,21,3,132,18,3,70,17,39,4,149,19,0,35,13,13,0,88,8,4,18,4,3,0,39,35,17,104,19,3,3,174,12,6,66,16,19,3,121,231,44,416,40,20,10,754,20,6,26,9,8,0,63,41,5,57,18,7,0,134,213,16,109,9,14,5,367,274,42,348,22,8,16,712,5,0,33,3,12,3,56,15,0,17,14,18,0,65,54,4,82,19,13,15,186,1185,194,1857,255,311,71,3873,0,0,3,0,0,0,8,36,10,71,3,3,0,131,11,3,13,9,9,4,44,12,5,19,0,0,0,37,14,6,29,9,0,0,58,4,3,22,4,7,0,40,23,9,96,27,28,0,177,16,0,77,25
503011036,3,0,3,0,4,0,15,86,19,134,14,20,6,273,8,7,33,8,9,0,59,14,0,7,0,0,0,28,26,3,45,20,44,3,141,3,0,24,12,4,0,41,5,3,41,3,6,0,63,6,0,22,5,9,0,44,4,6,20,6,3,0,37,0,0,12,3,0,0,16,18,4,76,20,0,4,125,7,3,27,14,3,0,58,102,23,238,24,17,6,405,4,0,13,3,4,0,25,29,6,45,33,57,4,172,46,8,45,9,0,0,121,79,9,119,8,0,8,229,6,0,11,5,3,0,28,7,0,15,0,5,0,32,26,0,30,3,11,0,79,482,89,957,183,202,44,1958,0,0,0,5,0,0,6,26,0,45,8,10,0,89,8,0,16,5,3,0,30,0,0,3,5,0,0,8,3,0,20,3,5,0,37,3,3,18,5,0,0,32,4,7,40,12,16,3,79,3,0,21,7
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503021038,0,0,6,4,4,0,12,68,18,160,20,53,4,328,11,4,42,15,33,5,100,15,5,22,3,7,0,51,15,7,86,52,142,3,309,9,0,25,13,20,0,66,8,5,41,15,33,4,108,7,0,24,18,24,0,79,13,5,31,12,22,3,90,5,0,15,6,4,0,30,15,14,58,18,5,0,117,4,0,21,9,7,5,50,120,35,293,51,34,6,547,3,0,24,9,17,0,62,34,24,78,28,23,7,197,66,20,76,13,11,4,189,69,15,119,13,16,10,236,7,0,20,7,8,0,36,4,0,23,4,38,3,74,13,4,35,9,23,13,94,495,172,1195,338,522,63,2784,0,0,3,0,0,0,12,41,12,113,14,11,0,185,3,6,14,10,6,0,44,14,0,30,8,3,0,46,7,5,39,10,6,0,65,5,0,22,0,7,0,35,13,3,48,28,45,0,135,4,3,37,21
503021039,8,0,11,0,0,0,26,87,21,190,33,86,10,424,16,0,59,24,42,8,145,13,3,17,4,15,3,55,19,6,81,63,161,12,336,8,0,32,15,25,0,79,24,4,87,30,54,10,193,14,0,59,48,56,3,185,16,4,53,27,31,6,135,6,3,34,4,11,3,67,22,14,73,39,18,5,167,4,4,31,13,9,3,65,155,41,430,56,42,13,740,8,0,25,13,28,3,72,57,23,126,34,36,9,279,79,38,101,14,19,10,253,79,19,157,25,28,6,312,14,3,48,16,12,0,94,9,3,22,18,50,5,99,19,0,68,20,32,15,151,644,182,1704,486,753,111,3881,0,0,4,0,0,0,7,23,11,99,18,23,0,175,9,3,29,13,9,0,63,9,0,14,4,7,0,37,5,10,30,20,14,3,83,8,0,15,3,9,3,35,14,15,99,47,54,12,241,19,0,77,55
503021040,0,0,6,5,0,0,6,42,6,106,10,43,5,209,12,5,26,8,25,0,83,7,0,15,0,12,0,31,18,3,70,32,94,3,218,10,0,13,3,10,0,37,6,0,40,13,27,0,91,3,0,34,11,40,3,102,3,4,29,9,17,5,63,3,3,18,0,6,0,36,12,5,50,12,12,0,92,4,0,21,9,10,0,48,79,23,276,50,18,3,455,3,0,20,7,15,0,56,22,14,64,18,30,0,145,34,32,67,13,13,0,166,55,20,101,11,27,0,215,7,3,29,20,6,3,61,4,0,12,4,25,0,47,5,4,39,10,14,3,72,341,129,1030,254,435,45,2232,0,5,9,0,0,0,16,21,6,67,6,3,0,106,0,4,13,12,10,0,40,3,6,14,3,0,0,29,0,3,15,12,10,3,48,0,0,13,8,11,0,33,6,6,57,29,21,6,125,7,3,54,24
503021042,4,0,11,0,4,0,23,151,24,202,20,36,3,438,23,5,43,22,27,0,124,17,5,21,0,5,0,46,24,3,90,34,72,5,227,18,6,28,10,17,11,88,22,4,51,12,35,8,134,5,0,56,16,34,4,122,14,0,40,13,25,4,95,10,4,22,3,13,4,51,30,24,89,19,6,4,177,16,0,35,15,14,0,86,300,57,468,40,32,11,902,3,4,27,9,12,0,54,46,13,94,21,21,3,199,136,28,87,6,12,7,276,182,22,264,32,26,16,531,19,6,22,10,14,0,68,14,0,19,5,13,0,59,47,5,70,17,11,12,159,1071,203,1754,321,428,78,3860,5,0,6,0,0,0,17,60,28,99,15,14,0,213,10,4,24,8,9,0,64,9,3,21,3,0,0,38,8,3,48,20,12,0,88,8,3,27,4,6,0,40,28,6,106,20,39,10,207,12,0,53,24
503021043,3,0,4,5,0,0,14,104,14,223,27,53,3,424,28,5,60,20,56,6,167,10,0,29,6,4,0,46,34,0,111,55,149,8,357,26,0,43,19,10,0,100,49,3,126,33,45,3,261,20,9,68,59,44,10,211,41,5,77,28,30,5,188,9,0,30,9,4,0,57,30,13,91,23,11,0,175,9,0,44,22,9,0,81,203,23,409,60,30,13,742,67,11,97,41,25,3,245,54,19,84,27,24,3,211,102,29,108,15,15,6,280,153,27,250,39,46,18,533,10,3,38,11,13,3,83,11,0,23,8,35,0,90,46,8,80,24,25,15,194,1023,185,1983,528,632,109,4456,0,0,0,0,4,0,4,54,8,105,17,9,5,197,15,0,40,5,10,0,77,15,0,19,4,0,0,37,21,6,46,17,16,4,102,13,0,36,11,6,0,65,39,4,103,39,46,11,243,21,0,81,40
503021295,0,0,3,0,4,0,17,127,20,201,45,79,9,469,18,0,48,23,37,0,124,15,0,22,3,11,0,54,37,4,65,30,85,8,233,10,0,29,12,15,5,74,25,5,51,17,36,3,135,22,0,108,75,60,8,269,22,3,61,26,26,7,144,4,0,13,3,3,0,28,17,0,58,20,14,0,106,3,3,32,9,14,4,69,151,26,313,47,33,12,583,19,4,36,17,22,4,95,38,12,69,24,34,5,181,54,6,56,17,6,0,143,68,16,138,17,23,9,264,12,3,24,14,3,3,56,14,3,14,12,29,0,71,40,0,64,17,20,17,164,691,103,1395,431,550,97,3273,0,0,4,0,0,0,8,44,10,85,22,14,4,178,15,0,30,12,8,4,66,4,0,10,3,0,0,19,13,0,36,10,9,3,81,4,0,13,10,5,0,29,20,0,61,24,31,9,148,30,9,139,70
503021296,0,0,5,0,0,0,8,55,11,125,33,58,8,293,15,0,33,13,30,4,92,6,0,15,4,9,0,38,33,6,68,31,91,6,226,12,0,29,6,15,0,66,20,3,77,21,34,7,155,14,3,86,83,90,18,296,14,8,33,19,27,6,107,3,4,29,10,7,0,47,12,11,57,21,8,0,115,0,0,20,11,9,5,44,151,30,323,40,38,11,595,17,0,31,19,21,0,78,43,20,77,18,33,4,191,67,22,65,7,20,0,185,68,15,121,18,20,7,251,11,4,42,24,13,0,90,6,4,21,20,34,0,89,13,7,56,23,30,20,147,543,156,1319,419,595,93,3115,3,0,3,0,0,0,7,38,6,68,6,19,0,131,11,4,17,5,8,3,46,10,3,7,5,3,0,24,8,3,25,13,8,5,61,0,5,12,4,3,0,24,11,5,54,34,31,7,134,20,6,111,91
503021297,0,0,3,0,3,0,6,119,7,199,41,115,4,484,15,8,40,8,21,0,94,9,0,20,0,10,0,43,22,4,86,25,93,8,238,13,0,32,3,16,0,66,27,0,66,20,34,9,151,30,3,122,100,89,7,357,18,9,43,18,26,5,104,9,0,24,9,3,0,49,27,10,62,12,8,0,130,4,0,18,8,11,0,45,194,26,354,30,38,8,656,8,4,47,20,9,3,89,34,9,70,27,22,3,164,57,20,50,10,5,0,147,79,10,149,22,17,11,282,3,0,21,10,11,0,44,15,0,28,8,29,0,79,34,5,54,18,24,16,147,714,115,1490,393,575,91,3378,3,0,5,0,0,0,9,42,8,87,20,19,3,181,5,0,22,13,5,3,52,0,0,15,0,3,0,25,13,3,26,3,6,0,50,3,5,5,3,0,4,24,19,6,76,22,30,9,167,23,4,164,111
