SA2_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
501021251,22,28,20,32,16,5,18,8,4,151,53,54,56,85,50,12,14,10,0,336,101,71,540,224,170,76,131,125,27,1459,13,9,16,26,29,27,13,24,0,148,7,4,11,19,28,4,13,14,0,102,5,7,4,0,8,0,5,3,0,43,7,10,13,10,3,7,10,8,11,75,346,880,699,496,381,152,220,241,50,3465
501021252,20,16,14,8,12,0,0,0,0,73,15,15,17,20,13,6,0,3,4,100,40,33,210,42,36,25,33,32,3,453,4,0,0,0,3,5,3,6,0,33,4,0,0,5,11,5,0,3,0,28,0,3,0,0,0,0,4,0,0,4,4,3,5,4,3,0,0,4,3,24,145,348,261,103,104,46,51,57,12,1130
501021253,43,87,40,27,23,14,8,3,3,253,57,66,65,65,61,22,24,20,6,386,121,101,558,225,178,92,149,121,17,1559,7,3,19,25,23,17,14,22,0,133,15,3,18,15,29,12,9,20,0,123,6,17,7,11,3,0,5,0,0,52,10,14,15,10,8,10,11,8,15,95,503,1434,790,472,465,206,235,246,49,4395
501021254,12,11,6,10,3,6,0,4,0,50,4,14,22,35,14,5,5,16,0,116,35,18,229,109,43,51,64,80,8,631,3,9,0,12,0,9,14,8,0,57,0,4,0,6,8,4,6,4,0,33,0,0,0,0,0,0,6,0,0,10,3,0,0,4,0,8,3,11,3,39,77,191,287,205,90,85,100,148,21,1194
501031017,38,26,17,22,21,8,5,16,0,146,35,27,14,33,18,13,12,13,0,174,120,28,297,101,66,42,107,82,14,859,9,0,9,9,11,10,0,13,0,69,17,4,7,9,15,10,6,10,0,70,8,0,0,0,0,0,0,0,0,18,16,3,8,7,4,4,14,7,7,70,389,384,380,229,171,98,150,151,29,1973
501031018,32,28,25,17,10,7,8,11,0,130,36,21,23,27,22,7,11,8,3,165,107,34,271,91,73,27,89,74,15,788,5,0,8,11,6,12,3,17,0,72,7,0,4,8,12,3,4,11,0,50,4,0,0,0,0,0,0,0,0,14,8,5,4,9,6,4,11,10,3,63,300,362,360,199,156,73,137,164,30,1795
501031019,16,14,9,16,5,7,3,7,0,75,21,10,9,32,19,7,0,6,0,115,86,16,236,106,61,28,58,67,16,676,0,6,10,4,21,15,5,14,0,76,9,5,4,9,12,10,8,10,0,60,0,0,0,0,0,0,0,4,0,11,11,7,5,7,4,6,3,12,5,52,199,246,284,201,132,82,86,145,16,1393
501031020,26,24,15,11,3,5,0,5,4,100,37,20,11,24,14,10,3,10,0,131,115,14,146,71,40,16,37,71,8,529,6,0,5,4,10,3,3,11,0,53,16,0,3,6,12,0,5,8,0,62,7,4,0,0,0,0,0,4,0,27,21,0,7,7,5,4,10,12,10,75,364,264,197,145,119,54,71,182,26,1426
502011021,16,39,17,28,24,8,18,9,0,158,28,34,32,50,32,15,14,8,7,229,86,39,439,149,73,59,126,106,31,1100,7,0,7,11,18,7,11,11,0,64,8,0,12,17,9,10,11,10,0,69,0,3,8,0,0,3,0,0,0,20,0,5,9,10,7,8,8,3,10,65,241,449,555,312,217,125,192,162,46,2293
502011022,31,35,16,36,30,10,3,10,3,173,41,42,44,72,29,13,14,9,4,274,99,48,480,157,105,56,119,104,26,1195,0,0,17,18,14,15,8,18,5,94,9,6,7,12,24,8,8,4,0,86,4,6,4,8,3,0,3,0,0,28,12,13,14,9,12,5,8,14,10,92,316,568,607,356,267,123,176,177,55,2646
502011023,19,21,15,23,8,0,0,3,4,101,30,29,35,63,21,21,12,14,3,231,75,43,384,208,54,62,140,111,12,1081,3,0,12,22,7,14,7,25,0,93,3,6,0,13,12,4,13,9,0,61,4,3,0,5,4,4,0,3,4,26,0,8,10,19,6,3,14,8,4,72,172,322,484,398,143,128,196,181,29,2064
502011024,65,71,51,62,62,13,12,3,5,345,100,97,74,141,91,54,31,35,3,616,183,102,938,364,192,128,254,154,29,2345,12,4,17,30,27,29,15,33,5,168,13,14,9,31,22,19,22,20,3,145,16,12,12,6,9,4,12,0,0,69,15,18,27,14,22,18,19,16,15,162,588,1240,1182,795,541,317,393,301,73,5418
502011025,20,30,24,25,15,5,10,14,0,135,31,28,49,55,26,15,12,25,6,245,75,37,328,144,87,77,102,112,18,981,6,3,11,20,3,15,11,21,0,88,3,3,9,23,8,9,7,14,0,84,5,4,6,3,0,4,3,0,0,27,9,9,3,12,13,10,12,17,16,95,237,417,471,340,205,169,178,232,39,2285
502011026,17,25,7,17,16,5,4,4,0,93,30,27,16,33,21,14,8,3,0,167,62,36,340,98,62,43,108,72,16,840,6,0,14,11,3,11,8,16,0,72,12,4,11,7,7,4,9,0,0,51,3,5,3,0,4,0,0,0,0,16,4,0,10,7,4,6,11,10,0,52,187,274,407,197,142,96,154,114,23,1599
502011027,46,76,60,64,58,20,19,9,5,356,119,114,96,216,118,51,27,32,9,780,233,143,1083,483,270,144,328,217,53,2955,18,5,43,38,34,29,21,46,0,218,16,12,19,39,36,16,21,13,6,177,8,9,10,9,8,10,3,8,0,59,16,15,21,31,20,11,7,13,12,143,725,1443,1415,1047,687,355,465,385,91,6618
502011028,32,31,24,28,29,9,5,6,0,166,28,48,27,61,35,27,20,13,7,271,88,42,381,209,92,62,117,95,19,1111,6,3,5,21,13,15,12,13,3,82,8,5,11,21,14,8,8,9,0,84,9,3,0,3,5,0,0,10,0,32,8,0,9,14,14,10,10,11,16,97,244,430,486,420,244,154,196,187,52,2408
502011029,31,16,9,29,9,4,10,3,0,119,34,26,39,53,36,9,12,15,0,231,96,57,538,180,121,52,139,94,17,1298,3,3,13,24,20,22,18,26,3,130,5,13,11,12,9,5,14,18,3,78,6,0,3,4,0,0,3,3,0,23,9,0,13,18,3,6,10,18,11,90,251,358,654,360,228,106,211,201,34,2397
503011030,43,57,9,11,22,8,0,3,0,150,26,33,11,11,18,11,5,0,0,107,35,11,49,31,14,11,4,11,6,176,4,0,0,3,0,5,0,0,0,18,7,3,0,3,3,8,0,3,0,28,7,8,0,0,3,0,0,0,0,25,13,7,0,3,5,3,0,5,5,39,631,1254,110,131,230,99,20,37,42,2558
503011031,38,55,13,19,32,18,5,3,3,193,41,33,9,29,27,22,4,8,0,172,50,16,78,49,23,20,12,21,7,270,0,0,7,3,8,0,0,0,0,27,0,7,0,10,6,8,0,5,0,35,3,19,0,0,6,0,0,0,0,30,9,5,3,3,12,3,0,3,5,52,697,1760,170,250,341,180,37,65,44,3548
503011032,34,48,16,13,25,12,6,0,5,157,39,25,11,17,15,13,0,7,5,133,40,10,69,32,27,13,9,13,3,213,3,3,3,0,4,6,0,0,0,25,7,10,4,4,10,11,0,6,3,47,4,22,0,0,4,0,0,0,0,33,8,12,5,6,10,4,0,3,13,62,682,1731,140,173,279,150,20,38,72,3290
503011033,39,69,11,26,30,8,4,3,0,194,37,40,28,14,26,8,3,7,6,171,63,20,96,27,30,19,12,13,0,277,9,4,0,4,0,4,0,6,0,26,11,8,0,5,13,3,0,4,0,43,7,9,0,6,7,0,0,0,0,30,15,13,6,3,7,4,0,4,7,50,807,1841,195,193,323,107,32,57,46,3597
503011034,49,60,16,35,30,18,3,12,0,218,45,41,32,29,24,21,9,15,0,223,73,23,105,58,36,26,18,30,9,383,0,5,3,5,3,0,5,7,0,33,8,6,3,4,9,5,0,0,0,45,4,24,3,3,8,4,0,0,0,49,14,16,5,5,10,6,3,3,10,65,867,1928,235,322,339,187,58,127,78,4145
503011035,69,87,29,25,34,22,3,7,4,282,41,49,29,42,45,33,7,22,0,266,51,32,106,76,45,38,10,31,5,388,9,4,3,27,7,16,7,14,0,73,4,12,4,7,14,6,4,3,0,51,8,28,7,8,4,0,0,0,7,67,15,31,5,8,6,3,0,8,12,92,1293,3937,286,485,649,313,82,176,108,7325
503011036,53,70,4,25,36,21,4,5,3,219,37,31,17,32,29,11,4,4,0,161,54,15,82,54,33,19,7,12,7,277,7,0,0,6,6,7,0,0,0,28,11,8,6,6,16,4,0,6,0,53,12,18,0,4,0,0,0,0,0,39,6,17,4,4,8,0,0,0,0,44,871,1944,169,245,340,140,29,52,40,3823
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,15
503021038,64,92,37,31,37,12,9,8,0,287,74,76,47,64,66,25,9,22,4,388,106,52,257,91,71,40,39,36,13,704,4,3,0,8,15,14,0,3,0,52,19,11,11,19,20,9,0,8,0,92,3,19,3,4,4,0,0,3,0,40,7,22,4,8,12,3,5,8,4,80,1002,2800,443,399,497,203,92,143,58,5651
503021039,77,129,49,55,61,38,7,9,4,426,103,102,80,122,83,52,19,26,4,584,133,93,360,146,134,72,55,59,15,1067,7,9,6,21,25,18,6,9,3,89,23,15,10,22,34,11,5,11,0,131,12,28,8,11,8,4,3,0,0,72,17,24,11,13,19,11,3,15,20,126,1323,3478,691,668,816,375,153,216,84,7799
503021040,47,78,33,23,31,6,3,9,3,238,53,58,32,48,34,29,0,14,9,274,74,46,207,90,68,38,26,34,10,593,9,8,5,6,11,7,0,5,0,44,8,5,4,9,22,11,0,3,0,60,3,11,0,7,10,0,0,6,0,35,10,14,4,0,11,5,0,3,8,55,789,2153,386,366,430,178,60,113,46,4513
503021042,63,117,31,36,48,22,10,7,4,334,81,67,49,60,70,26,4,19,0,368,75,41,157,89,74,42,33,51,11,578,5,0,8,17,9,21,0,13,0,72,26,17,12,18,23,9,0,8,0,115,11,36,6,4,5,3,0,4,6,72,19,35,6,10,23,12,0,3,8,107,1264,4344,404,500,698,301,86,203,86,7879
503021043,71,104,62,70,60,27,15,50,4,461,75,98,85,125,76,56,29,72,4,618,94,76,270,183,90,58,42,91,17,918,5,0,6,14,11,12,0,12,0,66,13,11,13,29,26,13,3,12,3,121,5,43,6,10,7,3,3,12,0,99,11,34,10,21,13,6,6,23,19,144,1293,3807,712,934,761,385,266,717,97,8971
503021295,59,77,46,20,45,17,9,4,5,289,85,89,90,107,61,29,24,41,5,521,104,61,232,115,71,57,38,57,9,742,9,3,5,17,18,9,9,4,0,66,11,10,0,14,18,11,0,10,0,78,11,32,4,10,5,3,0,8,0,79,13,21,8,14,15,8,4,9,15,111,921,2487,583,590,644,255,147,296,74,5994
503021296,62,74,51,45,40,11,3,14,3,297,74,77,101,96,63,32,11,41,5,504,73,65,256,135,104,46,46,51,17,795,8,0,9,19,17,8,3,4,0,59,12,8,6,9,18,4,6,3,0,80,11,16,3,15,12,4,5,9,0,69,11,20,13,11,5,7,5,4,23,104,791,2607,619,579,639,238,113,254,90,5925
503021297,50,66,42,28,30,20,7,18,3,260,78,77,98,115,54,27,30,47,8,524,93,66,257,106,75,39,52,48,9,738,5,3,8,11,11,10,11,15,0,77,12,5,11,10,14,6,4,10,0,76,8,31,5,9,13,5,0,11,4,81,14,17,11,9,3,0,0,12,22,94,835,2648,645,588,595,248,163,335,86,6144
504011044,55,102,42,52,39,14,9,13,6,325,98,101,99,107,80,41,18,16,9,571,126,97,644,221,192,104,120,121,24,1646,9,5,12,20,36,24,15,28,0,145,10,15,15,32,31,14,6,7,0,132,0,5,5,7,7,3,3,0,0,36,7,22,10,18,19,10,13,10,17,119,759,1973,930,671,661,306,213,256,73,5845
504011045,107,148,83,98,84,25,16,24,3,585,151,171,135,170,138,50,33,46,8,899,233,135,756,302,213,114,135,162,20,2072,10,6,10,30,40,24,7,18,0,147,14,14,13,36,47,17,15,15,3,171,8,26,14,8,12,6,0,3,4,85,19,31,15,21,26,8,14,9,21,169,1507,3761,1247,1029,1115,402,304,391,101,9863
504011046,45,75,55,58,52,12,15,18,0,337,74,107,93,111,90,39,26,45,5,597,106,84,348,196,138,71,82,78,14,1115,7,8,9,20,18,14,10,18,0,113,17,11,10,22,21,6,10,15,0,112,14,15,8,11,4,0,3,10,0,58,14,18,10,16,8,7,8,8,17,109,830,2469,698,725,677,285,224,319,98,6332
504011047,42,83,77,66,60,25,24,30,3,412,115,98,145,201,135,61,51,55,20,871,148,105,850,298,241,127,190,181,28,2172,20,9,22,36,35,24,13,32,0,182,18,22,28,36,49,23,13,23,0,208,12,18,9,6,10,9,4,14,6,83,16,31,34,32,30,16,22,29,39,231,798,2047,1351,1004,930,442,405,486,146,7617
504011048,22,40,24,19,36,12,3,5,3,171,46,34,47,54,51,13,6,15,3,272,57,32,304,103,79,38,52,50,6,713,9,4,10,9,12,12,0,9,0,62,3,0,3,12,16,5,0,3,0,58,0,5,3,3,5,0,5,0,0,30,8,4,4,12,9,3,6,4,5,51,313,795,448,277,355,138,101,111,22,2563
504021049,17,18,15,3,15,0,3,4,0,72,12,16,16,19,13,0,6,5,0,93,45,37,173,66,47,13,50,25,4,460,3,0,0,0,6,5,6,8,0,25,0,4,0,10,4,3,5,3,0,31,0,5,0,0,4,3,0,0,0,13,0,9,8,6,3,0,0,0,4,24,126,200,212,137,102,37,73,42,12,942
504021050,42,60,20,25,44,18,8,4,5,219,47,28,37,39,34,15,10,10,0,217,84,48,250,95,67,28,37,35,14,675,5,3,9,3,5,8,5,5,0,40,7,3,3,7,20,8,4,3,0,58,3,5,0,5,9,0,0,0,0,29,3,15,4,9,5,5,0,3,3,45,462,1078,392,265,282,102,62,84,41,2769
504021051,20,34,19,20,19,11,6,6,0,123,30,40,26,27,44,19,11,12,3,215,86,37,303,84,96,39,69,44,10,762,6,5,5,14,19,6,8,3,4,67,9,0,5,10,8,5,5,10,0,57,0,0,5,0,3,0,0,0,0,19,6,5,5,5,3,5,11,4,4,51,257,524,385,206,237,110,120,85,33,1946
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021053,47,99,33,45,48,14,4,8,4,313,79,68,69,91,64,25,12,17,7,439,185,93,767,218,188,81,142,115,32,1823,9,3,18,16,17,13,5,22,0,104,15,12,15,40,35,13,20,13,0,155,3,13,0,6,6,4,4,3,0,41,15,15,12,23,16,9,12,6,12,118,590,1216,977,554,498,183,218,210,76,4509
504021054,26,60,29,25,41,10,12,11,0,222,58,62,56,95,67,28,13,16,8,403,133,86,630,245,151,72,130,114,32,1595,12,6,19,24,31,19,15,33,3,154,10,13,15,21,16,10,11,8,0,105,8,5,5,7,10,0,0,3,0,36,10,10,12,24,12,7,13,11,28,126,383,810,836,552,448,187,208,223,72,3729
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
504031056,41,76,45,42,51,15,26,22,3,310,74,70,89,136,102,55,21,31,3,583,175,100,815,332,213,120,218,186,30,2197,7,11,22,30,28,23,22,27,3,178,18,19,25,39,57,28,19,8,0,219,9,15,16,10,8,8,9,10,0,78,19,14,7,19,28,11,6,16,27,152,517,1125,1137,799,677,329,373,383,92,5440
504031057,39,41,62,65,62,23,42,18,3,349,101,104,119,201,117,60,73,49,7,835,150,97,898,399,240,117,236,214,38,2384,14,8,14,22,29,36,25,35,3,183,8,7,34,53,36,16,20,26,7,199,10,11,18,10,19,5,12,11,6,105,18,13,22,29,18,17,22,21,27,181,632,1275,1341,1083,817,408,553,473,118,6707
504031058,15,28,9,14,20,3,8,5,0,102,21,23,27,32,25,10,8,10,4,153,89,23,363,98,103,33,123,60,16,910,10,3,13,10,8,3,13,16,0,70,8,5,0,9,7,4,3,7,0,42,4,5,0,0,6,0,4,6,0,17,3,0,3,3,9,8,6,5,9,46,207,316,432,202,213,71,160,113,37,1758
504031060,20,18,16,11,15,0,0,6,0,78,20,13,13,22,18,3,5,5,0,99,66,20,176,51,38,15,35,19,8,420,0,0,4,4,9,12,0,6,0,35,3,3,6,0,5,0,5,5,0,29,0,3,0,0,0,0,0,0,0,6,5,0,0,5,0,0,5,3,4,28,200,215,220,102,124,43,44,51,20,1016
504031061,16,25,17,23,29,5,3,4,0,122,34,32,22,28,35,8,11,9,0,189,74,43,281,87,97,26,59,44,7,716,3,4,4,0,19,8,0,6,0,46,8,6,8,10,10,6,0,4,0,53,0,6,3,0,0,0,0,3,0,21,6,5,0,3,5,3,0,8,8,36,292,616,379,228,285,81,92,90,28,2087
504031062,25,46,34,38,27,13,15,12,0,216,70,72,72,117,75,28,32,31,5,509,104,83,522,200,167,74,112,109,24,1400,10,3,18,14,14,17,11,21,0,118,8,3,9,27,21,11,9,16,0,114,4,7,8,6,10,3,6,11,0,46,5,7,8,22,10,5,11,13,11,89,415,1043,785,598,522,217,258,285,67,4196
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
