SA2_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
505011074,951,637,206,52,5575
505011075,1324,926,309,60,6207
505011076,1270,521,130,26,5360
505011077,1308,887,402,201,7873
505011078,1213,980,336,202,6846
505011079,1210,880,341,86,6376
505011080,924,636,192,48,4478
505011081,663,510,180,39,4603
505011082,1137,1022,403,104,5800
505011083,1100,603,201,79,5072
505021084,968,804,474,210,8429
505021085,924,638,279,73,8991
505021087,0,0,0,0,0
505021088,1306,860,447,241,11068
505021089,1805,1610,973,403,12463
505021090,990,597,284,91,10698
505021091,6,3,0,0,169
505021092,1318,815,408,112,11383
505021093,1025,698,312,57,8084
505021094,821,704,366,84,4665
505021095,808,528,210,119,7970
505021096,1382,973,694,265,8776
505021097,1332,916,593,328,9840
505021301,983,695,395,132,5917
505021302,962,721,461,194,7082
505031098,764,476,183,38,4660
505031099,1170,753,518,239,10489
505031100,1000,455,141,26,8704
505031101,902,415,151,28,6784
505031102,417,313,141,30,3594
505031104,637,427,231,136,4405
505031105,2070,835,387,134,10769
505031106,0,0,0,0,0
505031107,843,460,268,69,6416
505031255,565,263,82,9,6637
505031256,85,47,13,0,358
505031257,349,201,83,12,1799
505031258,714,465,282,89,5073
505031303,816,571,204,33,6438
505031304,845,330,110,27,7145
505031305,736,466,244,123,6686
505031306,982,768,378,170,7005
506011110,1135,841,433,132,10055
506011111,0,0,0,0,0
506011112,433,266,109,27,2484
506011114,814,604,301,126,5166
506011115,825,542,289,54,4205
506011116,722,593,227,37,3958
506011117,486,241,82,23,4643
506011307,476,223,47,8,5860
506011308,562,240,62,11,8195
506021118,1080,665,334,203,8144
506021119,1132,723,285,87,10472
506021120,0,0,0,0,0
506021121,0,0,0,0,20
506021123,1233,787,238,71,10036
506021309,449,319,151,69,4560
506021310,419,289,160,44,3766
506021311,671,392,160,56,6565
506031124,1069,772,661,552,12192
506031125,1058,565,173,35,5283
506031126,3,0,0,0,3
506031127,891,478,202,50,11261
506031128,1003,877,403,142,7308
506031129,1272,969,617,200,8116
506031130,0,4,0,0,7
506031131,1478,1120,461,86,10159
506041132,989,694,331,77,9569
506041133,1464,822,288,99,11715
506041134,1130,863,562,284,8931
506041135,1172,653,212,42,10105
506041136,821,585,308,157,6625
506041137,1564,1175,549,112,10968
506051138,1210,810,304,121,9290
506051139,752,475,294,70,5478
506051140,1484,1323,769,245,8213
506051141,1061,948,511,194,6205
506061142,965,511,183,44,8999
506061143,577,296,112,24,3308
506061144,425,254,120,23,2146
506071145,1130,959,503,328,9250
506071146,1099,836,447,239,6769
506071147,1739,1397,596,177,10945
507011148,1143,631,253,107,11199
507011150,3,3,3,0,10
507011151,0,0,0,0,0
507011152,851,565,228,48,4997
507011153,617,392,196,73,4544
507011154,827,580,252,109,6096
507011155,0,0,0,0,6
507011158,492,289,75,28,2311
507011159,908,523,225,97,6050
507011160,789,563,280,139,5668
507011161,791,386,177,69,8999
507011163,531,276,97,22,3667
507011259,590,285,86,19,5031
507011260,262,208,65,18,1343
507021164,884,655,308,166,4705
507021165,1882,1384,598,180,10957
507021166,1536,1097,468,183,8897
507021167,0,0,0,0,4
507031169,676,341,106,20,8728
507031170,478,269,149,67,3171
507031172,8,9,0,0,37
507031173,3,0,0,0,13
507031174,632,416,169,49,4719
507031261,439,239,65,11,4151
507041175,1204,1044,467,133,7071
507041176,342,287,159,35,2226
507041177,1348,1053,498,205,8674
507041178,1493,1193,586,263,9041
507041179,668,710,411,176,4556
507041180,1128,968,253,56,6018
507041181,1647,1035,662,370,9860
507041182,1161,917,535,274,7196
507041183,324,203,144,68,2867
507041184,654,574,204,48,3485
507051186,641,439,230,87,3690
507051187,990,443,219,99,5991
507051188,1435,1119,664,261,8398
507051189,0,0,0,0,0
507051190,1169,822,529,214,6291
507051191,1408,534,221,44,10625
507051192,1029,569,241,83,5822
507051193,884,451,214,60,4778
507051312,483,291,179,18,5329
507051313,1273,644,339,51,11826
507051314,114,83,15,12,958
509011225,1372,1177,664,332,7638
509011226,427,296,97,13,1919
509011227,458,367,198,48,2559
509011228,783,682,333,80,3553
509011229,204,126,35,13,1178
509011230,275,200,100,35,1765
509011231,319,217,122,42,1728
509011232,405,372,127,31,1852
509011233,770,535,262,67,4906
509011234,514,443,173,60,2541
509011235,0,0,0,0,0
509021236,619,333,172,31,2892
509021237,301,235,119,45,1609
509021238,259,269,92,28,1552
509021239,809,791,358,59,4241
509021240,362,254,131,55,2119
509021241,321,223,99,39,1881
509021242,237,133,56,21,1327
509021243,910,725,305,92,5101
509021244,625,492,193,27,2374
509021245,499,559,266,77,2476
509031246,261,226,98,33,1455
509031247,318,201,78,18,1758
509031248,217,166,59,9,1076
509031249,328,266,138,75,2038
509031250,412,305,137,28,2085
510011262,1073,512,122,30,7887
510011263,408,236,46,6,2650
510011264,153,70,27,3,1111
510011265,564,246,75,18,3629
510011266,134,58,27,5,833
510021267,476,90,18,0,3734
510021268,219,48,5,0,2041
510021269,307,74,23,0,2438
510021270,674,175,27,13,5243
510031271,479,114,21,0,4031
510031272,907,237,41,3,8921
510031273,351,96,27,0,2611
511011274,863,593,406,98,5441
511011275,307,178,80,9,1807
511021276,368,244,95,23,2259
511021277,386,221,82,13,2539
511031278,506,228,62,8,2994
511031279,819,385,141,72,6224
511031280,549,258,85,11,4201
511031281,0,0,0,0,0
511031282,355,190,59,8,2047
511031283,346,105,22,0,2309
511031284,0,0,0,0,0
511041285,981,724,407,271,5758
511041286,585,292,110,14,3320
511041287,596,359,149,33,3985
511041288,738,469,194,51,4946
511041289,346,316,165,33,1682
511041290,261,163,53,4,1783
511041291,336,301,127,35,1847
511041292,527,486,172,37,2633
597979799,48,15,0,0,428
599999499,876,505,105,20,5668
