SA2_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
507051188,9,43,37,30,31,56,8,28,3,237,18,32,22,19,64,65,11,64,59,345,391,869,721,530,1232,1360,401,1234,139,6870
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,3,31,24,14,37,43,13,20,4,201,22,27,23,21,39,50,12,28,32,259,322,727,637,401,893,965,319,797,77,5138
507051191,15,73,53,33,81,66,24,58,3,403,26,58,33,24,78,129,28,82,78,523,593,1746,1262,837,1938,2201,738,2083,181,11568
507051192,6,25,32,11,29,37,15,30,4,196,8,19,10,13,49,47,11,32,39,230,295,838,636,402,1080,1055,334,897,85,5633
507051193,7,34,22,11,40,38,7,20,3,182,12,20,17,16,48,40,15,42,37,241,254,641,514,354,918,881,275,770,66,4682
507051312,7,32,25,17,41,38,17,33,0,228,14,31,17,10,32,61,21,50,50,274,320,665,574,370,1041,1142,375,1067,102,5657
507051313,11,93,75,38,97,80,27,58,9,487,18,43,45,23,108,118,35,77,91,548,593,1664,1376,897,2378,2538,832,2334,212,12818
507051314,0,11,5,10,6,12,5,9,0,51,3,6,3,0,7,13,4,14,12,57,65,140,123,75,158,181,92,187,19,1035
509011225,12,44,50,20,57,65,15,29,0,286,21,39,23,17,16,26,8,31,36,214,335,1096,854,596,1150,1153,432,804,91,6504
509011226,8,7,6,0,11,13,3,7,0,61,4,12,7,3,4,9,5,12,12,66,114,288,234,164,200,317,109,362,54,1845
509011227,4,10,10,8,18,23,0,5,0,81,3,13,13,4,12,12,8,7,13,84,121,409,309,226,431,431,142,314,26,2410
509011228,7,18,14,9,9,16,3,11,0,86,7,18,13,4,8,5,3,16,17,102,166,530,396,249,295,377,114,411,55,2592
509011229,4,6,0,0,0,5,5,4,0,26,9,7,4,0,6,8,0,10,10,50,61,195,121,84,114,288,105,456,25,1448
509011230,3,9,0,4,15,27,3,14,0,82,8,16,7,11,9,14,0,13,14,95,98,282,193,156,381,421,118,333,50,2026
509011231,0,8,6,0,6,8,4,9,0,42,4,12,7,3,9,8,8,12,21,93,104,238,223,138,181,364,140,518,58,1964
509011232,3,10,5,3,5,11,0,9,0,51,5,10,11,5,8,15,0,9,12,63,110,299,205,144,245,267,109,206,26,1606
509011233,12,35,17,27,62,56,25,26,3,264,12,32,17,13,21,31,6,20,40,186,250,851,644,476,962,919,387,650,102,5232
509011234,6,14,5,8,22,12,0,9,0,75,16,9,14,12,6,13,6,11,22,101,150,331,292,187,307,375,165,444,62,2308
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,5,15,16,8,21,19,8,23,3,122,14,12,13,4,23,23,10,26,31,148,155,366,314,194,449,536,181,617,79,2893
509021237,0,7,4,0,8,4,0,5,0,30,3,8,5,8,3,3,8,7,13,58,80,219,158,96,169,246,116,399,33,1511
509021238,3,3,4,7,5,15,13,7,0,64,3,8,6,4,3,11,7,16,14,66,89,241,190,116,159,342,127,505,38,1806
509021239,8,16,23,7,17,15,5,18,0,114,20,31,18,15,15,25,6,23,34,190,294,559,503,264,495,633,254,950,104,4057
509021240,5,16,5,5,18,23,6,20,0,88,0,13,3,0,13,14,4,9,15,72,99,314,204,135,273,405,160,558,42,2189
509021241,3,10,3,8,10,23,9,24,4,90,3,11,11,3,0,14,3,15,10,77,76,270,195,157,208,385,168,653,36,2161
509021242,5,0,3,4,5,3,10,13,3,42,6,8,5,0,5,5,5,17,9,51,80,131,123,70,135,213,113,575,36,1479
509021243,13,33,19,4,32,57,14,27,4,201,5,25,14,12,30,33,15,35,32,202,215,627,497,362,805,866,303,827,81,4577
509021244,6,8,9,3,14,22,7,7,0,70,5,21,10,7,10,19,12,7,18,99,118,302,194,124,298,326,111,394,41,1904
509021245,0,14,5,3,10,13,6,13,0,67,3,14,6,9,11,8,0,12,33,95,141,296,255,176,243,316,114,453,60,2058
509031246,0,5,3,4,5,12,3,15,0,49,3,10,8,3,0,4,6,5,13,53,85,213,152,94,137,281,110,455,28,1551
509031247,0,5,14,3,8,19,4,12,0,65,3,6,5,0,11,12,3,13,19,66,117,258,217,123,193,401,175,709,39,2233
509031248,0,3,3,3,4,4,5,3,0,30,3,9,4,0,8,0,0,3,6,41,90,140,116,44,113,147,83,294,32,1062
509031249,4,9,11,3,22,24,8,15,0,97,0,8,4,4,4,17,10,5,22,73,86,238,215,175,292,412,137,328,43,1922
509031250,4,16,4,0,7,16,4,13,0,72,0,8,3,6,11,11,5,8,11,73,138,299,263,171,224,361,156,619,37,2271
510011262,6,29,25,25,48,51,24,68,4,273,8,32,25,13,64,50,16,58,101,369,351,688,588,553,1594,1420,447,1351,182,7176
510011263,0,11,12,4,16,21,3,13,0,86,10,6,6,0,10,12,5,9,23,79,114,167,158,110,423,419,145,390,58,1995
510011264,0,4,0,0,9,0,0,9,0,16,4,0,0,0,7,0,4,6,34,50,43,58,76,57,145,126,44,189,49,789
510011265,5,9,7,6,21,33,12,30,0,123,10,22,9,5,26,21,9,22,38,172,155,263,192,206,641,636,240,775,88,3198
510011266,7,4,4,0,9,4,0,0,0,22,3,0,0,5,0,0,0,4,13,24,60,60,56,61,117,110,57,167,21,715
510021267,4,0,7,0,4,7,4,17,0,39,9,0,0,0,0,4,0,7,16,35,188,142,81,44,130,136,140,1751,72,2687
510021268,4,12,6,6,14,15,10,21,0,87,3,0,0,0,4,12,5,22,5,62,175,156,142,84,283,316,245,879,37,2314
510021269,7,3,5,0,12,4,4,35,3,78,11,3,3,0,18,18,4,16,16,89,174,138,132,101,291,405,216,853,48,2351
510021270,6,27,15,12,32,27,16,54,3,193,13,29,14,9,14,27,11,78,62,252,309,476,324,223,759,851,455,1739,152,5295
510031271,0,18,5,4,5,12,6,15,0,73,5,16,4,7,7,15,8,54,30,145,324,276,202,128,216,458,276,1847,101,3828
510031272,9,45,24,22,43,57,32,109,3,339,16,30,19,15,48,94,48,148,59,472,508,811,605,462,1212,1739,908,2491,135,8866
510031273,0,9,7,5,9,11,5,9,0,54,3,13,3,7,5,11,3,23,14,79,181,211,137,113,203,358,235,771,53,2266
511011274,10,29,30,21,48,82,32,43,0,299,12,38,20,14,33,32,12,37,43,244,345,751,590,400,822,1067,371,1042,120,5501
511011275,3,10,6,0,0,7,4,11,0,43,7,7,4,4,0,3,3,15,16,70,126,245,155,112,152,264,148,757,52,2003
511021276,0,10,7,0,14,17,4,10,0,67,0,15,10,0,15,9,3,15,22,87,101,210,184,136,415,400,130,398,66,2050
511021277,9,7,7,9,17,20,7,17,0,80,14,14,15,3,9,20,12,17,34,137,159,269,249,179,384,524,162,489,75,2496
511031278,9,15,13,4,19,30,10,58,0,150,7,25,12,8,20,33,9,39,31,188,124,319,270,168,432,527,265,1019,77,3202
511031279,20,25,24,14,44,53,35,112,6,338,14,19,18,18,30,52,18,67,60,287,323,634,568,363,1026,1246,598,2280,132,7170
511031280,8,18,9,11,27,34,16,77,3,216,12,8,17,10,15,41,7,47,28,179,218,414,356,232,577,873,481,1564,77,4791
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,0,3,0,0,5,0,0,17,0,30,4,0,8,6,19,5,3,14,20,77,105,172,126,80,190,210,138,673,67,1757
511031283,0,0,3,3,5,4,0,22,0,45,0,3,0,0,0,0,0,9,15,28,106,100,105,56,151,182,101,809,54,1658
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,11,17,25,19,50,35,14,28,7,202,15,34,15,12,16,27,11,21,35,194,268,768,574,441,844,879,331,790,88,4985
511041286,13,25,19,5,22,48,15,55,0,199,6,17,12,10,18,26,5,18,23,149,181,502,380,256,532,545,199,600,72,3275
511041287,8,16,15,13,29,53,8,29,0,179,5,20,23,6,14,23,15,37,24,162,242,509,469,315,650,756,293,799,53,4087
511041288,5,36,18,11,44,38,15,34,0,198,4,18,11,5,25,34,7,27,21,156,239,739,571,453,947,936,375,907,55,5229
511041289,6,6,5,0,9,8,0,0,0,35,8,12,0,8,12,12,6,21,15,82,84,244,169,109,183,236,80,313,45,1465
511041290,0,0,0,0,3,4,0,6,0,18,3,5,3,0,3,0,0,9,21,46,66,85,42,36,116,129,48,599,45,1170
511041291,0,3,5,3,0,6,7,11,0,36,0,8,0,6,7,10,0,9,12,49,89,179,150,99,151,256,119,594,29,1658
511041292,0,13,5,3,13,14,0,16,0,75,4,13,8,4,11,7,4,17,17,87,140,354,266,209,239,388,137,635,72,2437
597979799,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,0,0,29,0,35,13,14,5,3,5,5,11,220,5,277
599999499,6,12,6,4,9,4,0,10,0,52,9,13,0,3,5,20,0,24,12,78,181,208,163,110,217,250,70,370,33,1614
