SED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
SED51104,0,0,0,3,40,41,214,201,30,29,17,22,9,4,15,619,4,0,3,6,39,20,23,21,0,0,0,0,0,0,0,119,0,0,6,9,14,18,51,21,4,0,0,0,4,0,3,134,0,0,4,24,58,107,980,642,84,54,77,79,23,14,18,2158,0,0,0,6,6,0,16,10,0,0,0,0,0,0,0,29,0,0,0,0,4,5,4,8,0,0,0,9,0,0,0,33,0,0,0,0,13,14,51,34,8,3,16,12,4,6,3,156,33,121,783,799,1152,1045,3954,2247,220,134,121,112,51,20,224,11021,0,5,12,9,18,22,45,30,0,6,4,8,0,0,0,147,0,0,0,5,18,14,17,21,5,9,0,0,3,3,3,94,9,26,75,126,199,204,1127,433,83,51,63,61,30,12,49,2548,71,254,1047,1233,2080,2141,8164,4937,547,404,413,436,235,105,426,22500
SED51205,0,0,0,7,99,65,547,614,99,59,55,113,37,10,18,1720,4,4,3,4,41,20,11,4,0,0,0,0,0,0,5,97,0,0,15,85,94,94,210,69,23,23,21,17,7,0,8,664,0,0,5,27,65,46,119,53,10,13,6,5,0,0,0,357,0,3,3,7,27,45,168,164,13,18,30,53,25,3,10,566,0,0,0,0,3,21,39,96,11,9,25,21,9,0,4,231,0,0,0,6,30,38,127,38,13,18,9,6,0,5,9,300,60,120,712,559,407,168,301,115,15,12,8,18,6,0,55,2548,0,0,6,14,16,21,25,21,4,8,0,3,3,0,4,136,0,0,0,44,75,35,74,73,26,10,16,21,13,0,14,402,13,24,184,234,371,515,1052,712,258,164,219,277,83,21,63,4188,152,395,1299,1442,2278,2114,7023,5169,1348,1079,1455,1712,575,95,485,26628
SED51304,0,0,3,11,28,11,15,18,3,0,4,0,0,0,5,104,3,0,3,12,55,17,21,10,6,0,0,4,5,0,4,150,0,3,5,27,37,25,36,4,7,6,5,0,0,0,10,171,0,3,14,50,116,248,523,162,38,32,44,30,28,10,3,1296,0,3,3,3,5,10,10,5,0,0,0,0,0,0,0,39,0,0,0,0,10,6,0,3,0,0,8,0,0,0,0,21,0,0,0,0,12,3,14,18,7,3,5,3,0,0,0,66,57,200,639,607,723,520,1126,615,79,48,48,47,27,6,75,4805,5,4,10,19,24,26,53,40,7,4,9,9,15,10,4,251,0,0,0,29,30,15,12,5,0,0,0,9,0,0,0,99,24,43,121,192,241,227,431,205,47,17,37,23,18,3,23,1648,167,555,1141,1342,1978,1549,3051,1552,256,166,214,183,138,35,186,12503
SED51401,0,0,0,4,17,23,103,135,40,13,13,34,19,5,13,419,14,0,0,3,8,5,3,0,0,3,0,0,0,0,0,33,0,4,5,3,8,3,5,0,0,0,0,0,0,0,0,33,0,0,7,9,19,38,126,36,8,3,0,3,0,4,7,258,0,0,0,0,7,0,9,0,0,0,0,0,0,0,19,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,5,3,13,14,0,0,3,11,0,0,4,51,65,139,724,387,224,130,211,91,6,3,11,8,3,0,107,2107,0,0,9,10,9,11,6,13,4,0,0,5,0,0,3,68,0,0,0,0,5,3,0,9,0,0,6,0,0,0,28,55,21,29,84,60,55,51,120,58,16,18,9,21,15,5,110,652,163,330,970,702,611,511,933,627,124,76,75,127,62,21,549,5871
SED51504,0,0,5,6,19,17,41,37,11,14,9,6,8,4,6,170,10,0,0,18,45,11,9,6,4,0,0,0,0,0,7,110,4,10,12,44,68,63,103,35,0,15,6,8,19,0,5,380,0,3,18,54,115,147,338,114,13,21,16,21,17,6,13,882,5,5,5,14,26,19,43,15,0,4,4,18,10,0,3,174,0,0,0,3,15,15,13,27,8,0,7,3,0,0,0,87,0,0,0,4,18,6,33,14,3,3,0,3,3,0,0,91,49,135,410,435,550,422,697,370,39,26,53,58,46,5,76,3361,0,0,12,25,39,36,87,65,7,9,12,25,18,4,5,345,0,0,0,47,42,25,9,34,4,0,0,9,0,0,4,173,36,28,90,146,235,290,511,521,212,249,356,489,213,7,47,3435,198,471,791,1170,1928,1671,3283,2261,496,527,661,897,453,81,273,15166
SED51605,0,0,0,12,45,44,409,582,94,54,52,69,13,4,17,1400,0,0,0,10,69,25,15,18,0,0,3,0,0,0,0,148,0,0,9,16,36,77,147,38,11,10,8,7,3,0,3,364,0,0,11,34,94,150,332,148,6,16,22,24,12,0,3,860,0,0,3,3,19,15,27,29,12,0,0,3,3,0,0,132,0,0,0,0,5,9,14,26,3,0,6,0,0,0,0,59,0,0,0,3,18,14,55,43,9,14,8,6,4,0,9,181,31,84,610,460,514,333,854,501,53,46,38,28,17,11,53,3619,0,4,5,9,20,28,35,20,6,9,5,17,10,4,0,162,0,0,0,14,16,13,15,20,4,5,4,6,5,0,0,90,15,25,189,222,430,450,650,361,56,52,47,32,22,5,37,2601,82,342,1197,1043,1874,1885,4460,3147,389,378,336,389,197,63,242,16021
SED51706,0,0,0,3,24,15,71,94,16,12,11,10,5,0,9,266,6,3,3,0,14,3,4,0,0,0,0,0,0,0,3,36,0,0,0,10,3,7,18,9,0,0,0,0,0,0,7,55,0,5,9,20,29,58,255,117,8,11,10,11,4,0,4,546,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,8,20,3,0,15,21,4,0,0,76,0,0,0,7,4,9,13,7,0,0,7,5,4,0,5,66,67,141,750,513,373,178,349,159,18,11,14,6,13,0,93,2681,0,0,10,17,16,3,25,9,0,0,0,0,0,0,0,95,0,0,0,0,0,4,20,9,6,0,6,5,5,3,4,54,16,13,62,72,87,58,198,104,7,13,17,6,6,15,9,687,155,338,994,852,908,575,1561,926,99,87,127,111,69,34,211,7045
SED51804,0,0,5,3,16,6,17,24,4,3,7,4,0,0,3,96,0,0,4,10,52,11,12,25,0,0,0,0,0,0,4,128,11,8,24,46,47,66,82,30,14,14,16,7,13,6,15,393,0,9,24,63,155,131,341,110,15,18,17,25,11,8,13,948,8,4,3,11,25,14,29,11,4,0,0,5,0,0,0,117,0,0,0,0,6,11,8,3,0,0,0,0,0,0,0,26,0,0,0,0,4,12,22,11,3,3,7,9,0,0,3,80,76,184,628,553,483,480,805,440,49,72,70,108,58,25,108,4129,3,0,29,51,63,57,94,67,14,29,23,24,36,10,13,528,0,0,3,13,12,5,0,9,0,5,0,3,0,0,4,62,21,38,146,147,192,238,410,304,47,70,87,161,47,14,28,1949,208,433,1108,1250,1605,1521,2609,1538,251,331,362,568,332,127,288,12529
SED51902,0,0,0,3,20,16,124,122,17,12,12,10,9,5,5,348,0,0,0,0,31,3,0,3,0,0,0,0,0,0,0,48,0,3,10,8,15,9,58,28,0,4,5,3,3,0,7,144,0,0,5,34,62,90,404,149,7,11,10,12,5,5,18,821,0,0,0,0,9,6,11,14,0,0,0,0,0,0,0,56,0,0,0,0,0,0,3,7,0,0,0,4,0,0,0,11,0,0,0,5,9,10,31,18,3,3,4,0,3,0,7,82,43,150,1190,978,898,533,959,304,13,17,17,8,6,5,144,5267,0,3,12,20,19,18,44,18,3,0,3,5,3,0,8,158,0,0,0,5,13,4,5,12,0,0,3,0,5,0,0,51,14,29,104,104,156,134,543,221,22,16,21,25,9,8,42,1446,92,395,1539,1449,1735,1258,3204,1581,140,103,127,140,92,36,336,12236
SED52006,0,0,4,3,30,27,93,95,12,15,18,21,9,0,5,334,5,0,5,4,13,4,7,3,0,4,0,0,0,0,4,44,0,3,10,8,11,4,12,7,0,0,0,0,0,0,5,60,0,7,13,21,32,80,341,155,24,9,25,8,9,3,11,740,0,3,0,3,0,6,8,10,0,0,0,4,0,0,0,29,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,5,10,13,35,35,10,3,17,9,3,4,0,149,97,281,1215,942,630,348,1322,765,57,40,41,41,18,10,130,5937,0,0,16,16,12,11,28,17,4,5,4,0,0,0,8,129,0,0,0,0,3,3,14,23,6,4,3,8,0,0,4,62,21,29,106,84,92,77,236,123,22,19,15,27,4,0,19,873,200,509,1576,1375,1257,828,2715,1730,163,152,164,194,74,53,255,11256
SED52102,0,0,0,14,50,55,334,264,22,34,33,32,8,5,15,874,0,5,5,4,21,13,12,4,0,0,0,0,0,0,0,58,0,0,7,30,41,24,57,25,0,0,0,0,3,0,9,204,0,0,4,8,58,35,161,56,11,6,5,3,15,0,5,379,0,0,5,0,3,14,84,46,7,0,3,12,9,0,0,178,0,0,0,0,0,9,23,19,0,4,5,6,0,0,0,58,0,0,0,0,29,20,59,31,6,6,11,7,3,0,0,171,44,129,808,583,503,216,350,188,13,12,7,12,13,5,59,2945,0,0,8,13,11,15,24,11,12,0,4,0,0,0,0,91,0,0,0,7,15,14,14,15,5,0,4,0,6,3,5,93,10,38,131,120,204,232,620,290,55,36,43,36,20,6,31,1867,112,369,1212,1090,1439,1124,3683,2130,296,218,260,273,141,43,239,12625
SED52205,0,0,0,0,29,19,96,157,41,19,42,29,16,6,11,471,0,0,3,3,52,10,8,5,0,5,0,6,0,0,5,103,0,8,6,10,15,15,32,10,0,0,4,3,0,0,0,112,0,9,21,40,64,62,159,53,7,0,14,8,10,7,4,464,0,0,0,0,7,8,3,10,6,0,0,0,5,0,3,41,0,0,0,0,0,4,12,11,0,4,5,0,0,0,0,29,0,0,0,0,13,6,33,17,6,0,0,3,10,3,5,102,75,142,716,601,634,437,787,438,42,40,61,87,39,8,75,4170,0,9,16,25,42,40,72,59,19,7,15,16,8,9,10,357,0,0,0,14,12,11,7,10,0,6,0,4,3,0,0,67,18,46,356,306,311,359,518,341,55,65,88,124,54,15,52,2712,201,827,1748,1409,1760,1440,2584,1719,294,233,350,452,222,71,336,13648
SED52301,0,0,0,5,38,33,114,150,31,25,15,24,12,5,11,458,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,12,9,3,16,3,0,0,0,0,0,0,5,50,0,0,8,16,22,25,205,141,7,14,12,8,8,9,3,477,0,0,0,0,3,6,13,6,0,4,0,0,0,0,0,35,0,0,0,0,0,3,6,13,0,0,3,4,0,0,0,35,0,0,0,3,4,15,32,24,11,13,0,6,9,4,6,127,39,123,529,284,152,107,281,160,12,15,10,6,3,3,70,1791,0,0,8,14,14,13,23,17,0,3,0,3,4,0,5,103,0,0,0,11,28,21,12,21,3,4,5,3,5,5,3,117,12,21,63,48,76,58,148,88,15,21,26,15,21,7,8,629,112,277,743,577,539,458,1238,934,132,147,118,106,93,52,156,5679
SED52404,0,0,0,10,45,26,34,22,4,5,4,6,4,0,6,160,6,4,0,10,109,11,10,18,5,0,0,3,0,0,0,174,0,3,8,38,20,26,25,10,0,0,4,0,0,6,4,138,0,3,10,40,85,208,472,196,34,40,39,33,7,23,3,1190,0,0,0,11,5,6,3,3,0,0,0,8,3,0,0,46,0,0,0,0,0,4,10,13,0,0,0,0,0,0,0,25,0,0,0,3,12,18,29,18,0,0,0,4,0,3,9,100,44,119,695,795,1110,733,1426,928,114,59,81,60,49,4,82,6299,0,0,7,13,21,21,44,34,3,8,0,5,12,5,0,183,0,0,0,22,31,14,10,8,3,0,0,3,3,0,4,95,11,24,117,159,285,306,484,251,28,25,36,24,16,5,26,1788,104,327,1073,1461,2417,1860,3349,2181,231,176,218,229,129,52,215,14027
