SED_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
SED51104,208,756,2403,2543,2254,1216,182,4,0,9574,493,392,454,355,320,260,139,26,0,2438,18,44,150,123,135,91,20,0,0,589,15,26,102,70,47,32,3,0,0,288,735,1219,3114,3091,2752,1599,345,36,0,12888,68,107,119,90,97,71,14,0,0,564,181,42,30,14,14,19,12,0,0,313,253,150,152,105,110,90,27,0,0,883,989,1364,3261,3191,2863,1695,373,36,0,13772,789,212,267,198,284,446,1140,827,269,4434,96,69,133,158,135,90,45,51,33,812,1876,1650,3661,3555,3284,2223,1559,918,305,19019,118,522,1387,1334,1508,712,80,4,0,5667,709,615,1300,1546,1212,756,172,5,0,6323,32,52,251,141,120,65,5,0,0,666,16,26,70,41,23,20,3,3,0,211,869,1218,3015,3060,2862,1547,264,14,0,12859,56,63,89,64,55,35,4,0,0,366,158,59,110,113,65,73,14,0,0,600,216,124,197,177,127,107,13,0,0,966
SED51205,121,695,2824,2786,1673,1112,238,16,0,9469,398,791,1033,569,402,333,208,33,0,3764,12,15,94,81,58,54,25,0,0,340,9,76,154,69,57,22,10,6,0,397,539,1575,4107,3505,2180,1525,476,45,4,13960,26,64,146,115,99,76,12,0,0,544,92,80,58,33,20,28,15,0,0,321,119,145,203,151,120,105,30,0,0,867,660,1720,4310,3652,2304,1627,507,51,6,14831,586,327,449,333,394,566,1334,870,260,5115,78,129,314,235,130,91,74,63,34,1148,1320,2170,5072,4218,2825,2284,1916,985,301,21098,48,479,1700,1277,1024,710,121,10,0,5359,404,790,1492,1223,809,701,221,18,0,5645,22,44,185,113,56,43,15,0,0,481,7,33,77,38,30,18,6,0,0,224,475,1341,3452,2651,1926,1477,359,28,0,11706,24,49,120,67,57,55,0,0,0,375,104,62,103,79,50,45,8,0,0,455,127,110,222,150,104,100,9,0,0,827
SED51304,118,394,976,2082,2283,1380,338,35,0,7597,545,392,225,197,258,369,389,75,0,2445,23,20,48,66,57,50,34,6,0,305,9,5,20,17,26,13,7,0,0,98,679,815,1267,2355,2624,1811,767,113,5,10446,11,24,33,29,42,51,16,0,0,212,144,34,22,10,12,21,13,0,0,257,163,58,51,44,53,67,33,0,0,469,847,870,1324,2405,2677,1884,800,113,5,10916,516,103,99,92,133,372,1626,1226,297,4458,14,8,36,52,47,21,41,34,13,259,1366,980,1458,2541,2859,2275,2464,1369,317,15635,40,273,673,943,1172,771,139,5,0,4019,642,505,507,1353,1268,933,398,36,0,5640,16,21,135,149,59,87,29,0,0,495,7,7,17,31,17,8,8,0,0,91,706,803,1325,2474,2512,1799,578,41,5,10238,10,10,17,28,22,16,0,0,0,104,122,16,18,46,38,28,8,0,0,272,128,25,36,71,63,45,12,0,0,371
SED51401,212,479,1337,1417,1628,1629,543,88,10,7344,167,105,186,161,205,354,253,87,9,1529,18,21,73,61,93,118,58,3,3,437,12,16,33,32,38,24,27,12,8,221,409,616,1631,1680,1966,2128,880,187,32,9527,27,54,74,62,55,74,16,0,0,360,17,17,16,6,25,11,13,0,0,106,47,63,95,72,79,86,30,5,0,469,455,682,1721,1751,2047,2209,905,190,33,9999,382,121,263,290,327,598,1580,966,298,4821,97,127,305,313,402,392,263,164,59,2125,937,926,2287,2349,2778,3205,2752,1324,387,16942,85,269,575,599,876,767,204,20,0,3393,234,159,430,709,734,774,286,58,0,3383,14,29,114,62,67,102,41,3,0,431,17,17,27,18,24,16,15,7,3,146,350,470,1146,1391,1696,1662,542,94,9,7353,18,19,34,25,38,35,7,0,0,162,31,11,26,31,25,25,14,0,0,171,50,26,54,57,68,61,19,0,0,340
SED51504,81,365,1455,2213,2253,1422,266,33,3,8090,536,562,465,404,302,351,292,67,14,3003,35,31,50,47,54,63,14,9,0,305,4,11,36,27,18,9,4,0,0,114,659,968,2013,2698,2629,1847,577,109,20,11510,10,27,48,41,62,43,12,0,0,229,111,35,16,13,13,18,12,0,0,222,122,59,62,54,73,56,20,0,0,458,773,1022,2078,2754,2703,1904,603,108,22,11964,819,146,133,135,190,383,1031,920,448,4198,25,17,64,72,42,28,37,34,20,342,1621,1187,2278,2963,2934,2313,1674,1063,482,16507,24,279,1221,1111,1328,747,130,8,0,4836,639,617,809,1353,1272,786,317,49,4,5833,27,29,119,99,43,77,18,4,0,421,0,20,31,21,22,9,7,4,0,121,697,943,2175,2576,2656,1621,469,62,3,11209,4,17,29,30,41,20,0,0,0,144,95,32,31,52,39,31,5,0,0,280,102,50,65,82,75,49,6,0,0,423
SED51605,215,684,2292,2823,2423,1448,248,15,0,10145,523,438,379,289,291,279,164,19,0,2387,20,28,99,86,106,78,25,0,0,445,3,22,49,44,39,25,6,0,0,190,759,1173,2818,3242,2858,1832,441,42,0,13162,33,68,94,74,69,55,9,0,0,401,105,49,28,3,17,22,8,0,0,239,142,119,123,81,83,74,15,0,0,643,906,1293,2938,3318,2940,1909,458,41,0,13805,608,171,170,173,231,358,979,609,165,3466,34,60,120,110,75,51,53,42,24,567,1550,1520,3231,3601,3245,2317,1491,692,189,17838,104,526,1478,1309,1432,742,96,0,0,5688,717,644,1026,1550,1221,788,207,16,0,6154,16,24,229,140,79,67,11,3,0,566,12,11,42,30,25,17,9,0,0,149,852,1207,2770,3030,2750,1607,320,14,0,12553,14,37,46,40,44,18,4,0,0,204,122,44,54,88,56,42,10,0,0,418,134,81,100,135,101,58,9,0,0,623
SED51706,247,579,1528,1794,1849,1480,312,37,3,7822,349,166,225,213,196,317,239,50,3,1755,41,39,72,92,119,141,31,6,0,537,6,28,47,45,31,31,10,6,3,203,637,806,1873,2149,2202,1964,587,96,10,10334,27,54,91,61,54,64,10,0,0,353,52,28,14,16,15,21,12,0,0,162,84,79,106,75,70,83,24,0,0,521,719,886,1983,2220,2267,2047,607,96,10,10848,500,101,116,155,219,634,1716,999,253,4686,80,49,116,132,148,132,140,100,71,973,1294,1043,2212,2508,2637,2808,2460,1202,337,16509,120,318,740,816,1011,658,81,6,0,3762,528,277,762,1205,1092,899,255,36,5,5055,21,32,149,91,93,103,17,3,0,511,23,13,26,28,29,25,8,3,0,157,693,640,1685,2139,2221,1681,360,51,5,9477,30,23,41,25,38,38,6,0,0,193,70,21,38,51,48,48,6,0,0,278,102,46,75,78,82,77,13,0,0,468
SED51804,58,321,1323,1593,2064,1503,427,71,3,7355,508,573,330,244,289,428,505,154,18,3047,29,21,58,58,38,42,23,7,0,282,5,9,25,18,21,13,9,4,0,103,605,930,1737,1907,2409,1985,964,234,18,10783,12,22,53,35,69,60,13,0,0,264,90,46,21,5,10,15,14,5,0,213,103,71,75,43,76,73,28,6,0,476,703,999,1813,1951,2486,2057,992,241,18,11265,867,189,155,125,225,487,1147,1161,479,4830,33,39,94,91,79,77,72,64,60,613,1600,1225,2063,2173,2790,2622,2219,1464,560,16712,32,317,1070,862,1212,737,166,11,0,4401,611,651,562,918,1152,891,425,92,8,5309,38,38,126,101,52,60,29,9,0,460,4,19,23,19,25,11,5,10,3,110,685,1018,1775,1898,2441,1694,627,118,6,10276,5,16,34,30,47,16,0,0,0,148,106,35,29,39,49,41,5,0,0,300,112,48,65,64,91,64,11,0,0,450
SED51902,289,686,1984,2256,2093,1539,280,24,4,9159,401,263,242,243,272,342,242,62,0,2067,20,22,97,115,102,105,32,6,0,496,20,22,47,52,40,38,10,0,0,223,729,999,2368,2663,2505,2020,566,92,10,11949,43,50,64,63,52,44,12,0,0,320,76,23,21,7,3,16,6,0,0,164,122,72,86,71,58,58,21,0,0,483,846,1068,2451,2734,2563,2077,586,92,10,12433,565,138,234,269,297,468,1246,783,192,4204,50,36,80,98,97,65,51,31,17,525,1468,1246,2772,3101,2959,2614,1881,909,212,17157,125,418,1097,1146,1265,778,113,5,0,4952,682,442,1028,1217,1073,819,263,13,0,5542,32,38,205,100,87,82,32,3,0,575,16,17,49,32,29,22,5,5,0,172,861,915,2381,2493,2449,1697,418,37,3,11240,32,33,44,31,32,25,0,0,0,201,101,26,61,56,38,50,4,0,0,334,135,57,101,88,75,70,4,0,0,532
SED52006,173,402,955,1204,1438,1242,266,18,0,5695,367,218,201,171,232,325,251,44,0,1808,31,27,60,80,117,132,34,7,0,489,12,14,54,42,24,19,12,4,4,191,580,662,1270,1502,1808,1715,568,74,3,8189,42,54,82,69,64,67,19,0,0,401,104,24,18,11,11,36,14,4,0,213,140,78,101,80,77,104,33,4,0,613,720,738,1376,1580,1886,1824,594,73,6,8803,430,115,139,180,233,656,2263,1688,416,6118,42,20,62,54,59,50,71,63,45,467,1192,871,1573,1812,2181,2530,2935,1827,469,15386,57,240,549,675,987,688,77,3,0,3271,533,390,600,875,950,857,252,17,0,4475,27,26,95,76,84,87,19,5,0,412,10,20,31,20,28,14,7,0,0,127,631,675,1271,1644,2042,1643,348,33,0,8286,20,31,37,42,56,46,4,4,0,228,88,30,52,53,53,59,17,0,0,352,104,52,89,96,105,101,16,3,0,579
SED52102,167,580,1781,2224,1777,1352,285,15,0,8193,338,310,366,297,268,285,187,30,0,2077,17,29,85,75,57,65,25,0,0,350,11,36,68,45,48,36,5,6,0,242,532,954,2292,2647,2147,1736,500,45,3,10864,33,55,95,87,61,64,17,0,0,414,88,37,24,17,14,21,7,0,0,200,121,91,115,102,76,79,23,0,0,615,653,1045,2410,2745,2227,1817,526,45,3,11477,543,168,163,169,255,414,1164,763,248,3896,51,66,124,140,98,93,56,37,22,682,1250,1282,2697,3060,2578,2322,1738,850,284,16060,89,353,1023,1071,1101,722,137,7,0,4491,481,441,808,1065,764,676,217,18,0,4469,24,29,160,103,70,77,19,0,0,485,12,21,38,27,26,16,6,0,0,158,602,851,2023,2265,1961,1499,382,23,4,9597,24,33,52,54,47,35,0,0,0,244,107,22,57,60,43,32,6,0,0,330,135,56,108,122,86,66,8,0,0,573
SED52205,99,422,1889,1950,1762,1281,279,17,0,7701,310,431,465,394,367,405,299,55,4,2727,17,34,89,114,75,91,31,4,0,446,11,16,45,41,32,20,0,0,0,170,435,897,2491,2492,2238,1799,613,77,6,11043,15,43,71,70,87,90,19,0,0,402,86,41,44,23,43,33,18,0,0,282,101,80,112,97,129,126,34,0,0,682,536,976,2604,2589,2367,1925,646,77,6,11727,401,158,227,252,342,625,1440,986,384,4815,49,88,229,233,219,186,131,112,90,1339,989,1225,3062,3072,2930,2732,2214,1176,474,17880,39,354,1455,1018,1216,806,161,6,0,5056,420,603,923,1128,990,986,322,34,3,5409,17,40,168,148,58,68,24,0,0,528,10,16,25,20,23,18,3,0,0,118,483,1016,2568,2313,2289,1881,512,48,6,11109,9,22,58,39,52,40,3,0,0,221,89,54,63,40,45,51,12,0,0,343,95,72,124,81,93,88,12,0,0,565
SED52301,238,479,1294,1370,1444,1213,272,23,5,6345,356,181,249,200,246,298,200,46,0,1773,16,25,61,69,102,102,45,3,0,428,16,17,51,26,29,22,5,4,0,161,626,702,1650,1661,1820,1641,516,77,7,8710,33,57,68,71,67,63,7,0,0,368,64,13,21,21,20,24,18,0,0,184,102,70,93,93,90,85,20,0,0,554,730,775,1740,1759,1914,1724,536,76,7,9264,417,138,233,244,299,547,1285,835,290,4295,128,77,204,247,202,184,143,120,56,1356,1276,989,2175,2250,2411,2457,1970,1027,354,14908,121,337,727,819,1049,693,125,3,0,3881,539,313,666,835,863,723,248,24,3,4214,21,37,139,74,65,95,23,0,0,460,3,5,21,16,36,15,6,3,3,116,684,700,1550,1748,2007,1530,398,36,3,8671,26,30,23,24,36,20,7,0,0,172,53,24,38,52,39,51,3,0,0,255,76,50,63,73,78,72,6,0,0,430
SED52404,168,503,1576,2113,2014,1419,285,6,0,8083,438,353,273,257,269,361,292,42,3,2287,15,21,80,70,70,72,29,4,0,361,8,11,38,36,16,13,6,0,0,126,625,893,1975,2473,2363,1861,611,49,3,10859,22,44,65,57,64,72,11,0,0,330,115,30,17,12,11,18,18,0,0,224,140,75,77,71,76,87,24,6,0,556,765,964,2051,2548,2439,1947,634,56,3,11407,530,118,133,138,170,399,1463,825,205,3983,30,20,65,68,68,43,38,32,3,358,1328,1105,2249,2755,2679,2386,2128,911,216,15753,49,323,1064,984,1128,752,109,6,0,4420,613,467,733,1240,1085,1025,339,22,0,5521,20,19,199,141,61,88,20,0,0,550,7,10,17,33,14,5,10,0,0,95,695,819,2012,2397,2290,1876,474,24,0,10586,8,15,31,33,38,30,3,0,0,163,110,22,31,50,32,27,13,0,0,294,116,43,54,84,76,60,19,0,0,453
SED52505,163,600,2725,3900,2371,1545,308,27,0,11636,545,550,504,417,298,333,277,37,0,2947,22,30,101,106,65,74,31,5,0,438,7,12,85,55,33,15,10,0,0,221,739,1189,3419,4472,2763,1968,625,67,0,15237,26,42,95,76,62,50,13,0,0,353,130,61,29,12,16,15,21,0,0,282,155,105,118,91,81,63,32,0,0,637,897,1294,3530,4565,2842,2023,655,67,0,15873,736,299,574,453,292,440,1187,597,143,4720,101,26,73,103,59,49,23,18,3,460,1727,1618,4179,5117,3194,2518,1871,678,149,21052,72,451,1822,1950,1451,881,124,0,0,6760,694,668,1354,1819,1061,843,237,21,0,6702,29,34,251,176,66,71,28,3,0,660,9,29,53,39,25,12,6,4,0,180,808,1192,3484,3986,2599,1805,399,26,0,14303,17,29,88,47,47,29,0,0,0,259,138,36,86,113,44,33,6,0,0,455,147,66,168,165,94,65,7,0,0,713
SED52604,172,600,1412,1792,2059,1715,291,15,0,8066,465,480,359,225,253,376,246,27,0,2421,19,31,71,55,76,98,33,5,0,382,3,13,30,26,29,20,9,0,0,131,659,1134,1871,2103,2415,2201,574,46,6,11004,32,67,89,47,57,69,18,0,0,381,118,49,40,17,4,18,8,0,0,238,146,119,125,65,62,84,24,0,0,621,805,1249,1994,2163,2480,2284,599,50,6,11624,550,192,189,148,176,490,1361,725,210,4038,42,60,107,117,94,102,66,72,65,726,1396,1505,2295,2427,2749,2871,2022,847,280,16386,58,393,871,869,1283,900,114,0,0,4498,647,623,708,1033,1123,1048,251,17,0,5462,22,28,141,87,65,129,23,0,0,503,8,13,30,21,18,17,6,0,0,116,739,1058,1749,2018,2500,2094,388,26,0,10572,11,19,35,34,33,22,0,0,0,153,99,43,32,45,42,37,3,0,0,309,110,60,71,85,75,61,3,0,0,460
SED52702,182,419,865,1469,1951,1530,356,36,0,6809,438,331,187,180,266,384,332,81,10,2211,27,17,62,56,88,114,34,0,0,403,9,16,17,26,33,16,15,6,0,134,661,792,1125,1730,2334,2048,742,119,9,9553,16,30,32,36,46,48,14,0,0,227,91,30,13,4,8,18,23,6,0,199,111,56,49,44,60,67,37,6,0,426,768,842,1174,1777,2388,2118,779,125,9,9977,567,112,109,123,181,393,1475,1247,376,4582,20,28,48,51,43,66,58,52,32,404,1362,981,1330,1949,2615,2576,2315,1428,414,14957,60,245,531,766,1225,860,138,11,0,3852,578,383,465,974,1091,915,360,46,0,4823,19,24,104,84,79,105,25,4,0,444,10,10,10,17,23,10,6,0,0,83,674,664,1112,1844,2414,1886,538,66,0,9200,13,15,16,20,29,30,5,0,0,124,74,22,23,31,39,24,6,0,0,221,87,36,45,49,65,51,10,0,0,344
SED52803,276,941,2750,2604,2410,1864,393,23,0,11267,231,117,274,230,211,210,105,25,0,1408,15,56,144,121,144,153,39,0,0,668,7,43,76,50,49,45,8,3,0,279,533,1150,3246,3009,2811,2272,547,50,0,13619,23,38,61,56,66,50,9,0,0,303,36,15,14,10,15,20,11,0,0,116,60,57,78,64,78,71,18,0,0,422,594,1205,3321,3076,2891,2339,563,50,0,14038,332,149,259,210,259,391,769,359,66,2792,123,446,1451,1341,1243,924,362,80,12,5985,1054,1797,5034,4628,4389,3658,1689,487,82,22816,168,563,1266,1092,1204,798,122,3,0,5219,301,188,612,624,487,440,143,9,0,2802,15,34,143,73,71,67,11,0,0,426,8,25,37,24,24,18,3,3,0,147,492,820,2052,1814,1789,1323,281,22,0,8593,20,25,30,40,32,25,3,0,0,165,27,18,29,22,16,18,0,0,0,131,46,39,59,63,49,39,4,0,0,294
SED52903,107,417,1600,1524,1444,1101,342,24,0,6555,164,103,256,249,235,275,215,32,0,1530,16,47,156,291,294,401,182,28,0,1409,10,26,76,50,40,37,15,7,0,257,290,595,2084,2118,2014,1813,751,89,6,9756,42,70,116,74,62,51,7,0,0,419,26,16,34,35,27,24,5,0,0,168,66,85,148,109,94,77,12,0,0,588,359,679,2236,2230,2101,1889,763,94,6,10340,571,392,754,635,584,1024,2246,731,83,7017,166,243,573,510,573,552,388,147,25,3180,1088,1315,3564,3378,3255,3465,3397,969,105,20537,122,368,1397,1115,1084,908,178,13,0,5177,227,200,596,657,464,430,184,28,0,2780,13,59,285,299,287,453,133,5,0,1535,13,18,56,38,31,34,7,3,0,206,369,640,2332,2110,1867,1820,509,54,0,9702,24,36,67,56,30,19,4,0,0,243,29,29,55,43,31,22,8,0,0,208,57,58,123,99,62,39,13,0,3,452
SED53004,154,440,1302,2081,1891,1427,313,8,0,7621,461,388,259,264,253,348,338,51,3,2363,15,17,61,77,75,86,43,3,0,372,4,12,25,15,16,19,3,0,0,97,634,854,1648,2443,2239,1878,691,63,6,10456,24,48,62,58,71,42,6,0,0,318,116,35,16,5,14,18,9,0,0,225,143,83,84,68,85,58,18,0,0,537,778,940,1725,2510,2323,1945,710,67,6,10995,473,137,124,136,160,357,1703,1000,347,4424,24,24,36,58,54,31,40,26,15,312,1274,1096,1891,2702,2527,2327,2454,1093,369,15734,59,309,882,945,1210,807,143,4,0,4365,619,457,622,1272,1065,970,315,29,0,5354,22,19,156,130,41,104,39,3,0,511,0,8,23,17,18,14,5,3,0,86,708,797,1680,2369,2330,1894,500,40,0,10316,11,11,23,28,25,10,3,0,0,108,120,35,25,50,36,30,13,0,3,305,123,44,47,73,62,42,16,0,3,412
SED53105,173,641,2256,2808,1979,1091,183,11,0,9149,388,345,366,332,268,265,140,18,4,2114,22,26,100,122,94,55,20,0,0,427,15,31,71,63,39,24,9,0,0,255,599,1040,2786,3329,2387,1435,351,27,4,11949,43,108,156,114,80,65,6,0,0,564,119,39,34,14,27,25,9,0,0,267,158,146,191,125,107,85,20,0,0,832,759,1184,2975,3455,2489,1519,367,28,4,12781,600,366,708,601,472,516,986,608,187,5041,77,67,155,164,116,91,56,33,9,770,1430,1622,3841,4220,3082,2126,1412,673,200,18598,82,443,1327,1424,1121,599,83,0,0,5073,494,526,1154,1511,931,556,156,5,0,5334,22,35,231,126,83,55,17,0,0,575,20,23,44,36,24,14,4,3,0,165,608,1029,2761,3096,2161,1220,262,7,0,11147,29,44,83,62,52,44,0,0,0,323,127,58,100,88,52,37,7,0,0,459,159,97,181,152,104,80,11,0,0,779
SED53204,170,668,2018,2848,2417,1451,220,7,0,9793,545,479,361,345,341,327,170,36,4,2605,19,22,85,89,86,65,22,0,0,388,9,32,58,55,35,21,0,0,0,219,733,1200,2520,3346,2876,1869,414,46,4,13008,41,68,82,66,48,56,0,0,0,359,152,43,30,12,10,22,3,0,0,265,188,110,109,78,58,75,6,0,0,623,924,1311,2629,3418,2939,1945,421,47,4,13630,736,178,159,186,208,366,983,567,181,3555,38,50,83,72,59,50,38,26,8,413,1695,1542,2876,3673,3205,2352,1442,636,189,17601,71,471,1353,1461,1459,734,78,0,0,5620,746,650,988,1557,1139,794,205,11,0,6085,17,33,227,108,67,69,12,0,0,540,13,19,41,35,34,19,9,0,0,170,849,1176,2606,3156,2697,1615,297,12,0,12414,20,30,41,39,44,21,5,0,0,195,127,43,63,86,70,39,10,0,0,428,146,72,98,126,108,58,12,0,0,624
SED53306,161,478,1324,1404,1419,1087,201,12,0,6094,374,266,294,254,231,301,166,46,0,1932,19,38,99,92,99,111,23,3,0,487,8,26,60,46,27,27,6,0,0,193,563,811,1782,1801,1772,1522,397,58,6,8714,48,100,141,97,93,74,13,0,0,557,96,32,29,23,15,27,15,0,0,228,139,127,169,115,115,95,25,8,0,786,704,936,1951,1912,1889,1617,422,59,6,9506,522,168,245,272,371,645,1852,1456,512,6033,60,83,133,140,141,116,128,137,92,1036,1281,1183,2331,2323,2404,2382,2406,1656,605,16568,76,333,707,784,934,610,81,0,0,3518,503,442,849,949,852,803,209,18,0,4629,11,50,141,77,72,99,19,0,0,468,14,11,30,22,29,14,5,3,4,140,602,843,1734,1832,1886,1528,315,17,5,8762,30,57,60,65,61,49,6,0,0,325,75,30,66,45,55,56,6,0,0,342,108,90,127,111,123,105,9,0,0,665
