SED_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
SED51104,..,39,1048,1989,1986,1415,1085,646,142,8341,..,258,1125,619,395,197,77,24,7,2692,..,7,46,124,171,97,30,14,3,495,6575,..,..,..,..,..,..,..,..,6575,..,1323,..,..,..,..,..,..,..,1323,..,1277,505,149,65,21,3,0,0,2022,..,168,139,49,42,38,48,19,7,507,..,73,108,35,26,18,8,0,0,268,..,85,164,67,58,35,20,10,0,438,..,89,336,326,383,289,216,128,55,1820,59,80,82,61,42,39,24,4,0,384,0,3,20,9,0,6,0,3,0,37,6640,3402,3570,3414,3162,2157,1506,851,214,24914,..,87,1621,2375,2163,1361,982,511,61,9173,..,433,1305,656,398,164,68,15,3,3052,..,88,571,702,617,298,125,59,25,2489,6212,..,..,..,..,..,..,..,..,6212,..,1354,..,..,..,..,..,..,..,1354,..,957,251,42,44,30,0,0,0,1334,..,144,74,37,49,88,122,69,34,621
SED51205,..,65,1644,2456,1604,1281,1222,658,147,9075,..,192,635,340,233,122,67,23,5,1615,..,6,39,76,102,94,41,26,11,404,4743,..,..,..,..,..,..,..,..,4743,..,1175,..,..,..,..,..,..,..,1175,..,751,636,202,126,51,11,0,0,1781,..,303,305,96,68,80,56,25,14,942,..,208,357,121,47,27,10,5,0,777,..,438,732,241,138,113,62,13,4,1742,..,122,420,419,336,385,347,188,75,2297,47,66,75,48,40,31,14,9,3,341,0,10,10,11,8,8,12,0,0,61,4787,3329,4847,4019,2700,2202,1856,945,254,24941,..,170,2294,2426,1538,1353,1086,437,56,9355,..,290,674,364,197,148,43,18,0,1735,..,43,229,373,420,269,159,95,59,1659,4458,..,..,..,..,..,..,..,..,4458,..,1049,..,..,..,..,..,..,..,1049,..,521,381,115,64,37,10,4,0,1134,..,218,188,46,58,152,138,85,37,921
SED51304,..,0,334,1803,2086,1745,2001,1068,176,9224,..,30,360,299,250,178,87,26,3,1235,..,0,0,55,123,54,26,13,9,282,4249,..,..,..,..,..,..,..,..,4249,..,1368,..,..,..,..,..,..,..,1368,..,707,426,141,99,31,4,0,0,1409,..,70,46,20,23,21,24,14,7,211,..,31,46,4,14,12,4,3,0,111,..,51,101,33,21,33,24,25,9,287,..,34,74,95,149,155,222,170,74,966,41,40,34,35,47,16,24,15,6,256,7,3,5,3,0,0,0,0,0,22,4294,2328,1428,2489,2810,2246,2424,1324,274,19632,..,12,578,2138,2153,1887,1942,715,95,9514,..,58,410,373,246,158,61,17,0,1318,..,7,54,212,314,172,87,67,30,938,4090,..,..,..,..,..,..,..,..,4090,..,1323,..,..,..,..,..,..,..,1323,..,509,269,69,46,24,4,0,0,914,..,55,21,13,11,44,68,40,35,293
SED51401,..,14,428,861,1052,1342,1413,724,176,5998,..,159,390,266,273,257,144,45,0,1531,..,0,29,46,79,66,40,20,16,295,2816,..,..,..,..,..,..,..,..,2816,..,328,..,..,..,..,..,..,..,328,..,557,259,135,82,43,6,0,0,1087,..,74,48,29,27,49,50,25,16,313,..,25,36,20,20,20,10,5,0,133,..,66,69,39,47,66,55,17,0,362,..,124,191,163,338,551,583,291,89,2332,57,55,53,46,50,46,53,10,5,375,0,3,10,0,0,0,0,0,0,10,2875,1398,1511,1601,1973,2434,2358,1141,300,15586,..,32,620,1004,1189,1444,1297,539,77,6198,..,216,440,287,271,266,92,26,3,1607,..,22,150,261,255,125,84,57,32,989,2765,..,..,..,..,..,..,..,..,2765,..,377,..,..,..,..,..,..,..,377,..,327,111,40,51,31,7,0,0,569,..,61,4,21,20,58,57,41,31,297
SED51504,..,14,638,1996,2220,1637,1125,729,246,8609,..,68,464,356,244,207,79,44,9,1464,..,0,8,45,86,68,34,13,17,259,4408,..,..,..,..,..,..,..,..,4408,..,1617,..,..,..,..,..,..,..,1617,..,573,348,95,44,41,8,0,0,1108,..,80,79,24,12,13,28,7,12,256,..,36,56,20,6,9,0,0,0,128,..,124,321,72,41,29,38,13,5,644,..,88,240,259,211,259,268,159,108,1593,28,51,59,27,18,23,29,8,5,251,0,3,7,0,8,3,12,7,0,35,4447,2648,2217,2896,2897,2279,1621,981,395,20375,..,23,991,2268,2251,1502,1049,590,126,8803,..,101,543,329,244,160,72,25,4,1480,..,4,47,235,405,195,57,52,56,1054,3959,..,..,..,..,..,..,..,..,3959,..,1541,..,..,..,..,..,..,..,1541,..,351,219,36,47,44,4,0,0,705,..,101,80,21,16,56,78,56,43,449
SED51605,..,16,916,2207,2194,1610,1047,486,100,8576,..,166,803,472,312,170,87,25,4,2038,..,6,31,101,137,63,38,10,10,396,4958,..,..,..,..,..,..,..,..,4958,..,1276,..,..,..,..,..,..,..,1276,..,1051,570,133,83,22,4,0,0,1870,..,137,123,60,38,36,30,17,7,452,..,68,76,44,35,18,9,0,0,254,..,117,217,94,60,49,23,11,0,567,..,86,343,336,266,262,172,95,51,1610,50,60,48,51,49,19,22,12,0,316,0,6,3,0,3,7,6,3,0,30,5006,2986,3133,3503,3174,2260,1440,662,175,22340,..,39,1329,2544,2306,1512,901,319,48,8997,..,267,915,483,311,157,60,16,0,2209,..,37,228,426,464,233,85,50,24,1540,4742,..,..,..,..,..,..,..,..,4742,..,1377,..,..,..,..,..,..,..,1377,..,758,350,77,30,26,8,0,0,1250,..,93,72,22,40,79,102,71,38,517
SED51706,..,20,629,1327,1479,1665,1579,812,156,7670,..,163,632,397,340,298,164,35,7,2044,..,7,32,96,108,45,27,11,13,340,4244,..,..,..,..,..,..,..,..,4244,..,713,..,..,..,..,..,..,..,713,..,894,282,136,77,38,8,0,0,1435,..,83,71,31,22,41,36,13,7,303,..,65,64,37,20,25,5,5,0,212,..,81,80,39,57,68,57,18,0,400,..,79,210,221,294,376,395,195,69,1836,71,83,70,54,31,47,35,17,4,417,4,0,4,0,0,0,3,0,0,16,4319,2195,2073,2335,2433,2599,2307,1097,265,19626,..,52,925,1607,1703,1773,1417,580,66,8123,..,291,704,415,382,289,123,25,0,2233,..,35,262,419,338,135,91,56,35,1370,3946,..,..,..,..,..,..,..,..,3946,..,767,..,..,..,..,..,..,..,767,..,571,181,67,40,29,11,0,0,893,..,71,34,11,25,72,56,50,26,339
SED51804,..,5,360,1265,1929,1765,1469,981,280,8048,..,61,495,300,237,217,152,64,14,1551,..,3,6,39,92,80,27,6,5,268,3422,..,..,..,..,..,..,..,..,3422,..,1628,..,..,..,..,..,..,..,1628,..,492,327,81,61,17,3,0,0,981,..,84,51,10,5,13,18,10,18,205,..,20,51,11,4,0,3,0,0,93,..,163,306,56,34,33,22,18,3,638,..,87,257,233,246,334,357,251,117,1888,56,82,73,51,40,29,25,19,6,379,11,7,14,3,8,13,4,5,0,67,3487,2622,1936,2046,2670,2505,2096,1360,446,19154,..,12,520,1589,2115,1728,1371,755,161,8249,..,112,569,278,254,206,120,34,10,1575,..,3,32,166,438,227,80,42,52,1036,3249,..,..,..,..,..,..,..,..,3249,..,1661,..,..,..,..,..,..,..,1661,..,348,247,39,29,32,12,0,0,700,..,89,36,4,9,31,39,48,30,285
SED51902,..,42,968,1838,1832,1782,1359,661,105,8591,..,163,702,474,381,271,108,12,9,2125,..,4,35,83,126,57,28,20,12,362,5328,..,..,..,..,..,..,..,..,5328,..,995,..,..,..,..,..,..,..,995,..,1098,450,135,95,36,0,0,0,1809,..,108,81,40,35,47,59,19,25,415,..,62,65,38,29,18,8,8,0,230,..,48,72,55,50,57,38,11,0,327,..,48,204,203,195,185,179,125,35,1168,68,59,54,35,34,31,21,10,4,317,5,0,0,4,0,5,4,0,0,19,5392,2619,2630,2903,2789,2493,1800,867,192,21698,..,83,1483,2063,1980,1756,1231,450,48,9107,..,251,843,521,410,228,73,12,0,2346,..,43,265,379,336,148,78,46,23,1318,5026,..,..,..,..,..,..,..,..,5026,..,1172,..,..,..,..,..,..,..,1172,..,794,273,64,36,38,4,0,0,1205,..,96,41,17,35,93,100,77,37,499
SED52006,..,10,368,909,1286,1605,2040,1311,256,7790,..,117,449,329,287,270,181,76,8,1713,..,4,25,81,115,72,37,16,16,356,3339,..,..,..,..,..,..,..,..,3339,..,809,..,..,..,..,..,..,..,809,..,774,288,135,91,31,12,0,0,1329,..,88,43,35,25,28,21,14,4,266,..,44,41,25,15,21,4,0,0,143,..,49,81,37,55,60,59,29,3,368,..,56,176,166,200,345,437,282,112,1764,49,68,55,45,52,31,24,19,7,336,5,0,3,3,4,0,0,0,0,19,3390,2013,1524,1764,2130,2461,2813,1751,404,18239,..,22,622,1248,1545,1805,2017,1004,121,8387,..,203,566,369,333,252,167,53,4,1954,..,46,252,395,400,197,86,61,49,1482,3297,..,..,..,..,..,..,..,..,3297,..,930,..,..,..,..,..,..,..,930,..,502,168,41,43,33,14,3,0,804,..,93,20,13,35,56,64,54,28,359
SED52102,..,15,737,1654,1389,1344,1142,565,156,7003,..,157,637,423,288,195,89,23,0,1818,..,0,21,95,137,77,38,17,3,397,4236,..,..,..,..,..,..,..,..,4236,..,925,..,..,..,..,..,..,..,925,..,889,489,194,101,31,3,0,0,1710,..,139,133,56,43,51,47,23,8,497,..,79,97,38,41,23,5,10,0,296,..,109,187,92,99,79,45,6,3,616,..,53,208,318,336,361,272,161,63,1767,57,62,62,49,50,36,30,12,6,369,4,4,7,0,0,3,5,0,0,17,4303,2442,2577,2925,2481,2200,1675,806,240,19652,..,44,1160,1799,1434,1377,1042,426,66,7338,..,244,738,412,298,170,67,21,0,1951,..,35,220,458,400,256,111,59,32,1572,3917,..,..,..,..,..,..,..,..,3917,..,965,..,..,..,..,..,..,..,965,..,629,285,77,47,27,9,0,0,1074,..,114,64,33,46,103,118,64,39,575
SED52205,..,12,453,1165,1252,1253,1091,678,182,6100,..,113,852,635,414,283,181,42,7,2532,..,0,30,78,140,98,44,18,12,431,3053,..,..,..,..,..,..,..,..,3053,..,780,..,..,..,..,..,..,..,780,..,586,314,160,133,62,19,0,0,1274,..,106,73,25,39,39,34,16,13,337,..,32,98,52,27,14,17,4,0,239,..,206,436,157,92,100,69,33,0,1095,..,89,374,421,491,577,515,237,113,2821,44,72,97,61,35,37,37,11,4,395,0,0,5,3,0,3,5,0,3,32,3096,2001,2732,2760,2620,2471,2014,1038,337,19074,..,17,713,1369,1318,1283,1070,486,67,6329,..,200,1033,603,436,291,127,24,3,2717,..,17,150,348,485,305,124,103,73,1608,2936,..,..,..,..,..,..,..,..,2936,..,835,..,..,..,..,..,..,..,835,..,441,204,54,59,51,14,0,0,820,..,79,56,21,30,59,75,39,46,400
SED52301,..,16,497,947,1161,1201,1059,558,147,5581,..,196,545,327,268,261,111,29,16,1746,..,6,34,80,114,73,35,26,7,375,3501,..,..,..,..,..,..,..,..,3501,..,590,..,..,..,..,..,..,..,590,..,744,261,139,84,29,4,0,0,1255,..,137,59,45,44,40,35,15,10,389,..,54,57,25,21,11,6,4,0,176,..,91,124,51,46,55,39,11,7,417,..,109,223,230,333,442,327,184,74,1921,70,84,64,74,52,53,46,17,5,461,4,3,4,3,0,0,0,0,3,18,3575,2021,1861,1909,2119,2164,1663,852,271,16437,..,49,743,1161,1346,1215,975,436,63,5993,..,318,581,354,325,240,88,26,5,1930,..,62,260,397,350,193,88,65,28,1450,3355,..,..,..,..,..,..,..,..,3355,..,651,..,..,..,..,..,..,..,651,..,442,130,61,47,34,5,0,0,719,..,120,34,24,34,58,72,58,22,425
SED52404,..,4,580,1640,1734,1707,1656,710,130,8157,..,91,651,428,293,182,80,20,7,1763,..,0,10,76,128,75,28,26,14,361,4011,..,..,..,..,..,..,..,..,4011,..,1149,..,..,..,..,..,..,..,1149,..,801,479,164,95,37,3,0,0,1582,..,86,61,22,27,25,23,9,11,262,..,46,54,21,11,16,8,4,0,158,..,101,141,65,53,38,31,9,0,440,..,47,145,213,238,245,233,119,46,1289,62,63,59,45,34,24,19,6,6,316,4,0,0,4,3,0,0,0,0,22,4080,2387,2191,2685,2621,2343,2093,899,212,19516,..,25,859,1915,1829,1814,1486,497,72,8496,..,152,800,446,274,177,70,9,0,1934,..,15,124,304,406,245,101,59,28,1281,3758,..,..,..,..,..,..,..,..,3758,..,1243,..,..,..,..,..,..,..,1243,..,496,268,64,37,29,7,0,0,903,..,66,46,17,19,61,78,54,37,370
SED52505,..,27,1529,3750,2363,1946,1516,525,98,11753,..,98,711,366,232,168,64,19,0,1661,..,0,26,64,100,69,21,12,8,300,6568,..,..,..,..,..,..,..,..,6568,..,1620,..,..,..,..,..,..,..,1620,..,960,642,145,71,23,4,0,0,1849,..,164,199,55,23,21,43,23,4,535,..,77,132,49,30,18,4,3,0,311,..,78,190,71,26,21,26,7,6,426,..,50,234,194,138,144,125,40,26,952,52,46,65,38,39,28,25,10,6,308,3,5,9,5,5,13,27,7,0,78,6625,3121,3736,4748,3029,2457,1859,649,137,26365,..,69,2402,3888,2328,1945,1264,327,34,12256,..,198,785,389,236,147,60,5,0,1820,..,23,156,390,387,223,88,44,31,1351,6393,..,..,..,..,..,..,..,..,6393,..,1687,..,..,..,..,..,..,..,1687,..,700,482,81,44,36,10,0,0,1351,..,146,135,44,28,128,155,89,46,767
SED52604,..,12,457,1385,1877,2068,1522,580,124,8017,..,114,520,315,253,196,77,17,3,1494,..,3,19,61,118,82,38,11,6,339,3458,..,..,..,..,..,..,..,..,3458,..,1177,..,..,..,..,..,..,..,1177,..,978,521,137,81,24,8,0,0,1747,..,87,54,30,16,32,31,21,6,270,..,49,78,37,22,15,0,3,0,202,..,177,232,93,48,52,29,17,0,653,..,76,219,204,181,250,226,111,42,1312,40,58,48,40,43,19,20,6,0,280,0,4,0,0,0,0,0,0,4,14,3504,2735,2145,2310,2637,2746,1953,758,182,18968,..,27,732,1657,2096,2140,1300,427,63,8441,..,167,601,328,265,172,70,8,0,1611,..,20,131,296,347,220,88,40,33,1176,3173,..,..,..,..,..,..,..,..,3173,..,1218,..,..,..,..,..,..,..,1218,..,647,322,65,32,18,10,0,0,1089,..,70,40,3,17,52,73,71,59,377
SED52702,..,10,355,1221,1791,1769,1718,1058,236,8162,..,40,299,272,308,262,137,46,10,1373,..,0,9,53,86,75,40,18,16,300,3463,..,..,..,..,..,..,..,..,3463,..,1087,..,..,..,..,..,..,..,1087,..,904,408,143,116,48,10,0,0,1630,..,52,39,25,25,34,32,26,18,258,..,36,35,10,23,13,15,4,0,135,..,25,25,23,32,51,32,9,0,192,..,36,71,95,144,218,246,183,96,1088,43,45,40,45,39,32,22,16,10,293,0,0,4,5,0,0,3,0,0,16,3505,2241,1290,1898,2570,2508,2250,1358,380,18000,..,13,579,1541,2013,1851,1663,766,121,8548,..,83,340,349,361,224,114,26,3,1494,..,11,83,220,273,174,78,68,45,955,3231,..,..,..,..,..,..,..,..,3231,..,1067,..,..,..,..,..,..,..,1067,..,559,265,75,48,32,10,0,0,983,..,46,10,9,18,40,83,83,49,345
SED52803,..,24,564,1046,1026,1007,545,181,30,4429,..,255,732,420,318,230,59,13,0,2032,..,8,34,78,117,48,30,9,4,323,3454,..,..,..,..,..,..,..,..,3454,..,449,..,..,..,..,..,..,..,449,..,630,209,72,62,21,4,0,0,994,..,135,80,61,35,56,30,15,5,413,..,58,61,29,23,16,11,6,0,204,..,141,188,85,74,49,17,13,0,575,..,121,328,307,373,476,324,123,20,2071,52,73,92,67,39,46,38,13,3,422,0,0,3,0,3,9,0,0,0,20,3507,1880,2290,2175,2069,1964,1058,370,62,15370,..,45,805,1207,1034,931,411,120,14,4557,..,400,788,409,352,160,44,9,0,2169,..,59,217,267,198,107,52,38,11,957,3231,..,..,..,..,..,..,..,..,3231,..,409,..,..,..,..,..,..,..,409,..,406,111,39,25,17,6,0,0,594,..,104,39,26,45,59,64,27,14,373
SED52903,..,77,453,767,715,592,368,93,9,3083,..,172,685,515,390,260,94,20,0,2148,..,12,39,86,99,58,40,13,0,343,3592,..,..,..,..,..,..,..,..,3592,..,324,..,..,..,..,..,..,..,324,..,607,248,128,35,12,0,0,0,1026,..,302,155,122,108,81,39,21,7,835,..,40,76,35,20,16,3,0,0,198,..,56,155,64,51,64,47,9,0,450,..,62,212,205,268,291,218,68,8,1340,111,94,136,102,78,127,178,71,7,901,0,3,13,3,0,0,0,0,0,26,3703,1749,2182,2022,1769,1504,995,291,41,14259,..,96,597,888,709,592,246,61,6,3195,..,243,791,580,377,215,51,15,0,2265,..,126,364,413,302,154,92,33,9,1493,3377,..,..,..,..,..,..,..,..,3377,..,360,..,..,..,..,..,..,..,360,..,496,122,62,33,12,3,0,0,725,..,242,114,71,94,116,74,27,13,747
SED53004,..,3,508,1683,1660,1660,1921,811,184,8434,..,52,468,408,270,177,83,30,4,1489,..,0,14,79,124,87,45,16,11,377,3861,..,..,..,..,..,..,..,..,3861,..,1126,..,..,..,..,..,..,..,1126,..,892,484,190,115,38,4,0,0,1730,..,87,60,26,23,27,26,19,17,280,..,40,43,28,7,11,4,4,0,138,..,48,120,38,35,43,30,4,0,316,..,37,119,151,218,222,269,149,76,1236,51,42,47,42,28,30,23,9,3,274,0,0,7,3,3,5,0,0,0,21,3916,2340,1863,2651,2492,2297,2401,1040,295,19298,..,13,786,1886,1786,1867,1715,574,98,8733,..,106,595,402,274,171,62,20,0,1632,..,13,81,307,415,224,107,60,47,1251,3691,..,..,..,..,..,..,..,..,3691,..,1196,..,..,..,..,..,..,..,1196,..,568,264,86,49,39,11,0,0,1017,..,54,38,11,10,55,99,63,38,366
SED53105,..,23,1002,2313,1700,1149,856,413,88,7549,..,235,860,518,311,182,77,9,0,2192,..,10,42,115,145,77,37,21,8,446,5724,..,..,..,..,..,..,..,..,5724,..,995,..,..,..,..,..,..,..,995,..,964,460,159,93,38,6,0,0,1725,..,164,135,48,43,50,51,29,13,531,..,101,104,64,28,28,7,0,0,331,..,119,199,107,99,81,49,12,3,659,..,80,340,359,367,350,229,115,51,1885,60,71,81,51,49,37,25,6,0,382,4,0,3,0,0,4,3,5,0,24,5792,2763,3226,3734,2823,2012,1338,611,159,22452,..,51,1578,2535,1629,1110,766,274,41,7992,..,359,960,548,307,142,62,12,0,2383,..,89,380,570,439,256,100,59,35,1920,5251,..,..,..,..,..,..,..,..,5251,..,1031,..,..,..,..,..,..,..,1031,..,662,275,64,60,21,5,0,0,1084,..,138,81,25,42,110,121,52,27,605
SED53204,..,22,1030,2635,2358,1799,1086,462,109,9495,..,108,572,394,275,150,53,17,0,1571,..,0,23,67,137,71,32,7,4,338,5464,..,..,..,..,..,..,..,..,5464,..,1535,..,..,..,..,..,..,..,1535,..,1170,657,166,78,26,3,0,0,2099,..,133,113,44,47,43,48,29,12,475,..,51,72,32,25,14,9,0,0,197,..,66,124,62,32,27,21,7,0,341,..,36,164,183,192,164,126,75,39,972,38,49,46,43,24,21,23,15,3,264,4,0,0,6,0,5,8,0,0,25,5508,3173,2808,3622,3164,2321,1415,609,169,22785,..,64,1616,2891,2378,1616,880,353,46,9851,..,162,691,406,254,140,49,17,0,1713,..,26,197,391,453,244,120,46,20,1496,5214,..,..,..,..,..,..,..,..,5214,..,1644,..,..,..,..,..,..,..,1644,..,848,456,82,40,22,0,0,0,1452,..,113,74,35,50,121,140,67,53,660
SED53306,..,24,581,1085,1170,1292,1369,1060,282,6858,..,248,587,381,293,212,155,58,13,1940,..,0,36,101,117,95,39,22,14,428,3983,..,..,..,..,..,..,..,..,3983,..,808,..,..,..,..,..,..,..,808,..,815,366,179,95,47,9,0,0,1508,..,134,83,44,38,45,40,19,13,414,..,66,79,31,36,16,9,3,3,246,..,94,151,69,78,73,74,22,10,551,..,77,253,253,373,427,524,338,169,2414,56,64,73,60,57,47,33,20,3,414,0,5,0,0,0,3,5,0,0,14,4038,2336,2205,2194,2257,2254,2259,1537,500,19587,..,59,908,1364,1326,1422,1368,812,156,7405,..,350,703,416,287,225,114,51,7,2149,..,88,423,498,502,240,114,68,50,1982,4005,..,..,..,..,..,..,..,..,4005,..,860,..,..,..,..,..,..,..,860,..,548,187,69,42,36,14,0,0,901,..,114,51,28,48,111,97,55,43,541
SED53402,..,13,872,1806,1409,1135,896,407,138,6668,..,141,978,631,348,248,109,32,3,2489,..,6,8,60,93,72,42,10,14,294,3425,..,..,..,..,..,..,..,..,3425,..,847,..,..,..,..,..,..,..,847,..,471,328,94,86,39,5,0,0,1034,..,113,106,36,25,38,14,18,10,367,..,59,109,36,25,20,3,4,0,254,..,251,481,156,120,94,60,25,4,1184,..,123,497,542,439,516,474,248,71,2912,36,71,79,53,34,37,26,9,5,352,4,4,3,3,6,6,5,0,0,25,3466,2096,3463,3417,2588,2198,1638,750,241,19845,..,44,1238,1876,1435,1065,788,314,65,6817,..,230,1068,545,356,212,86,20,3,2519,..,18,113,320,409,237,87,59,58,1297,3145,..,..,..,..,..,..,..,..,3145,..,844,..,..,..,..,..,..,..,844,..,348,224,81,31,26,9,0,0,727,..,119,74,28,26,66,73,48,33,471
SED53502,..,31,808,1509,1376,1402,1159,674,151,7105,..,219,754,435,325,246,120,40,8,2141,..,9,36,83,172,92,48,23,15,479,4039,..,..,..,..,..,..,..,..,4039,..,923,..,..,..,..,..,..,..,923,..,986,507,204,122,49,13,0,0,1874,..,159,138,53,52,80,59,20,9,576,..,87,97,44,26,21,10,4,0,288,..,110,225,104,99,112,58,18,5,730,..,85,363,360,440,483,408,230,88,2457,51,96,83,73,55,28,19,21,3,422,3,0,9,3,6,3,9,3,0,26,4090,2689,3018,2864,2664,2512,1902,1032,274,21052,..,56,1230,1663,1497,1404,1044,468,85,7441,..,354,845,455,327,230,86,35,4,2339,..,71,294,467,515,312,132,101,45,1925,3866,..,..,..,..,..,..,..,..,3866,..,921,..,..,..,..,..,..,..,921,..,601,268,84,66,33,10,0,0,1058,..,143,72,23,42,101,123,76,33,620
