SED_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
SED51902,0,0,0,7,0,0,9,0,0,0,3,0,0,3,0,0,3,17,6,0,22,3,3,19,34,5,0,67,18,4,0,36,8,0,61,21,4,3,62,3,0,99,141,0,0,148,20,0,305,484,0,0,218,10,0,719,152,0,0,65,3,0,220,38,0,0,22,0,0,59,14,0,0,10,0,0,23,7,0,0,0,0,0,7,5,0,0,0,0,0,5,5,0,0,4,3,0,12,13,0,4,35,16,7,72,892,13,30,663,72,9,1681
SED52006,4,0,0,5,0,0,12,0,0,0,3,0,0,3,4,8,6,40,3,3,65,52,28,25,47,11,0,162,37,6,7,60,8,0,114,164,6,3,126,12,0,315,625,3,5,312,23,0,979,794,5,29,240,36,5,1104,269,0,3,60,10,3,336,62,0,0,11,0,0,77,19,0,0,3,0,0,19,6,0,0,0,0,0,9,0,0,0,0,0,0,4,4,0,0,5,0,0,10,35,3,6,44,11,4,111,2065,62,89,963,128,24,3334
SED52102,0,5,0,8,5,0,14,0,19,4,0,3,0,24,0,71,11,37,6,3,126,7,47,5,36,19,0,121,12,12,3,56,20,0,105,54,28,0,72,27,0,190,406,30,3,276,48,4,767,853,24,3,320,45,0,1239,327,0,0,94,7,0,423,55,0,0,18,4,0,77,9,0,0,7,0,0,15,5,0,0,0,0,0,4,3,0,0,5,0,0,5,0,0,0,0,0,0,3,44,21,3,67,26,7,167,1779,257,33,995,204,18,3285
SED52205,10,53,3,6,4,0,76,9,74,9,4,3,0,93,12,439,39,32,6,3,531,27,181,74,62,7,5,358,80,75,18,90,7,3,273,190,77,20,165,49,0,506,563,55,14,276,52,4,976,1034,29,8,437,39,0,1552,561,5,0,221,16,0,805,286,0,0,109,0,0,396,132,5,0,54,0,0,193,71,0,0,13,9,0,92,29,0,0,14,3,0,44,50,9,0,31,21,0,107,31,71,15,64,31,10,222,3085,1065,206,1580,260,33,6231
SED52301,4,20,0,13,4,0,34,4,27,0,10,7,0,42,39,165,19,72,14,0,306,209,109,39,139,36,16,552,210,37,11,200,41,4,500,384,66,10,266,53,3,784,644,71,22,304,65,0,1100,412,7,0,171,23,0,616,80,3,0,28,5,0,111,17,0,0,10,3,0,30,6,0,0,7,0,0,7,3,0,0,0,0,0,9,0,0,0,0,0,0,5,3,0,0,0,3,0,7,34,36,7,80,55,6,219,2056,531,106,1302,310,32,4328
SED52404,4,0,0,3,0,0,9,0,8,0,0,0,0,5,4,26,3,17,0,0,54,0,9,3,31,0,0,50,4,3,0,29,0,0,35,13,13,3,56,3,0,88,181,8,0,161,3,0,353,632,3,0,369,14,3,1024,326,0,0,103,5,0,436,169,0,0,47,4,0,217,91,0,0,16,0,0,109,56,0,0,9,0,0,64,21,0,0,3,0,0,26,30,0,0,4,7,0,37,25,5,0,47,6,7,86,1539,80,13,894,50,15,2589
SED52505,0,0,0,0,0,0,5,0,0,0,4,0,0,5,3,7,0,17,0,0,28,6,4,5,28,6,0,45,4,0,0,19,0,0,23,13,0,0,26,0,0,46,68,0,0,104,8,0,178,932,0,0,273,23,3,1231,757,0,0,154,17,0,927,179,0,0,32,4,0,216,40,0,0,7,0,0,43,9,0,0,7,0,0,14,0,0,0,4,0,0,3,9,0,0,5,0,0,9,37,0,0,38,17,6,97,2054,19,6,715,78,9,2881
SED52604,0,8,0,5,0,0,8,0,5,3,4,0,0,11,6,59,0,18,0,0,84,29,36,9,34,0,0,116,21,15,6,32,3,0,71,56,14,5,52,4,0,138,334,15,0,169,15,4,546,889,3,3,282,19,5,1203,371,0,0,118,0,0,487,179,0,0,34,0,0,214,85,0,0,26,0,0,112,39,0,0,8,0,0,47,22,0,0,0,0,0,24,15,0,0,4,0,0,19,36,17,3,28,8,11,92,2069,170,31,815,65,22,3176
SED52702,0,0,0,8,0,0,15,0,0,0,5,0,0,6,0,28,7,14,5,0,52,3,12,32,32,5,0,86,9,0,5,37,3,0,52,18,3,7,61,3,0,94,105,0,9,128,7,0,242,262,0,3,177,12,8,453,149,0,0,72,4,0,226,50,0,0,21,0,0,77,25,0,0,0,0,0,28,9,0,0,6,0,0,10,3,0,0,0,0,0,6,3,0,0,3,0,0,5,18,5,3,35,6,0,66,648,54,56,600,43,11,1418
SED52803,0,17,33,10,74,0,137,5,36,24,11,18,0,98,55,138,56,48,84,9,380,95,95,25,94,102,5,418,101,81,9,92,71,0,349,243,121,11,141,92,3,613,585,59,8,180,82,0,910,657,19,0,188,43,0,908,273,9,0,51,5,0,339,124,4,0,21,5,0,157,30,0,0,3,0,0,34,7,0,0,5,4,0,18,0,0,0,0,0,0,0,3,0,0,6,9,0,21,50,36,13,72,182,10,362,2235,616,179,911,773,35,4743
SED52903,7,415,277,9,112,4,815,0,279,245,3,63,8,595,13,465,190,25,187,7,889,10,332,83,33,150,7,618,23,151,14,46,131,3,372,40,232,33,54,169,5,540,135,183,51,110,179,3,661,265,70,23,141,217,3,723,218,20,3,95,78,0,415,149,3,3,58,20,0,236,97,4,0,54,13,0,173,61,3,0,31,8,0,108,27,0,0,19,9,0,55,41,4,0,53,71,0,162,56,184,72,123,376,20,834,1142,2356,997,842,1794,62,7194
SED53004,0,3,0,4,0,0,7,0,0,0,0,0,0,3,0,13,0,24,0,0,35,8,12,15,26,0,0,54,8,6,5,21,5,0,43,14,10,3,41,7,0,80,101,6,0,127,9,4,248,441,0,3,269,14,0,733,411,0,0,117,7,0,536,121,0,0,33,0,0,154,28,0,0,4,0,0,31,8,0,0,0,0,0,12,0,0,0,0,0,0,5,3,0,0,0,3,0,7,13,9,0,41,10,4,75,1159,62,33,702,63,12,2030
SED53105,7,13,3,3,0,0,19,0,25,5,3,0,0,29,13,121,30,35,4,4,208,75,108,49,52,0,0,282,114,28,11,72,7,0,234,292,47,24,140,8,0,516,714,36,9,268,18,0,1038,1060,7,3,287,29,0,1389,344,0,0,81,5,0,436,64,0,0,16,0,0,74,19,0,0,7,0,0,33,4,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,36,10,61,18,14,191,2769,411,129,1031,100,23,4462
SED53204,0,3,0,0,0,0,9,0,8,0,0,0,0,8,3,55,0,8,5,0,80,5,29,4,13,0,0,54,11,9,0,14,4,0,41,61,21,3,31,0,3,117,114,3,0,90,8,0,212,687,8,0,230,19,0,948,536,0,0,113,18,0,665,125,0,0,26,0,0,154,15,0,0,5,0,0,25,3,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,3,0,0,9,27,11,0,30,19,8,95,1587,153,13,559,85,9,2417
SED53306,8,14,6,8,3,0,39,0,33,7,4,3,0,42,15,216,56,39,11,3,342,88,174,102,88,14,0,463,124,68,34,125,11,4,372,563,59,44,313,34,5,1029,1150,19,24,449,40,7,1682,869,12,11,271,27,0,1195,183,5,3,55,4,0,244,45,0,0,17,0,0,64,11,0,0,5,0,0,17,4,0,0,4,0,0,7,0,0,0,0,0,0,0,3,0,0,4,0,0,7,40,44,20,66,15,14,208,3106,650,313,1444,167,47,5722
SED53402,7,29,3,11,0,0,48,0,53,7,6,0,0,74,29,348,18,56,3,0,452,72,118,74,80,18,0,368,237,48,13,127,11,3,443,605,51,15,256,38,0,958,957,41,10,409,42,0,1467,1200,14,6,419,33,10,1669,562,3,0,169,11,0,751,199,0,0,51,0,0,252,66,0,0,17,0,0,86,30,0,0,9,5,0,44,3,0,0,6,0,0,7,13,0,0,10,0,0,21,40,50,8,66,18,8,189,4017,756,150,1681,186,34,6820
SED53502,3,27,7,13,0,3,47,0,33,0,9,0,0,42,4,243,15,48,7,0,317,45,121,34,62,10,0,266,57,44,6,66,17,0,185,351,50,16,186,33,0,631,1125,43,14,444,36,5,1667,780,15,25,294,47,6,1158,191,0,4,64,4,0,272,49,0,0,18,3,0,71,8,0,0,5,4,0,20,4,0,0,0,0,0,10,0,0,0,0,0,0,3,4,0,0,3,10,0,13,48,49,13,56,23,22,212,2671,630,129,1258,183,38,4916
SED53602,4,36,3,8,0,0,54,0,75,0,8,0,0,87,13,490,16,42,15,8,572,16,189,38,68,9,3,316,19,91,19,59,12,0,205,252,111,29,188,48,0,624,1230,84,15,574,155,7,2060,800,19,9,389,100,11,1333,94,0,3,32,11,0,139,20,0,4,9,0,0,39,6,0,0,4,0,0,15,4,0,0,0,0,0,4,0,0,0,4,0,0,5,4,0,0,0,0,0,0,57,62,15,69,18,24,236,2517,1166,144,1458,354,56,5698
SED53701,0,11,0,17,33,0,66,4,13,8,11,35,0,73,6,89,46,126,54,0,322,30,60,25,140,34,0,295,48,42,9,137,43,0,271,107,52,12,185,56,3,419,186,30,9,157,36,0,423,147,0,5,119,16,5,290,30,0,0,36,4,0,75,16,0,0,8,4,0,31,3,0,0,6,5,0,13,5,0,0,0,7,0,12,0,0,0,4,0,0,5,0,0,0,9,17,0,29,19,10,3,124,181,7,355,601,312,112,1090,539,21,2673
SED53802,3,23,7,7,0,0,37,3,36,7,3,0,0,47,13,185,13,43,8,0,271,17,82,35,62,6,3,206,15,23,3,66,4,0,118,148,36,9,120,15,0,325,923,24,7,399,61,0,1420,1453,8,8,481,67,11,2028,405,8,0,117,7,0,539,56,0,0,22,3,0,79,15,0,0,7,0,0,25,10,0,0,4,0,0,22,5,0,0,0,0,0,7,0,0,0,0,0,0,8,48,46,8,71,25,11,205,3118,484,92,1412,201,34,5347
SED53902,3,12,0,5,0,0,24,0,12,0,4,0,0,22,17,81,12,51,9,7,170,51,45,51,74,9,0,236,118,22,30,87,6,5,267,547,21,11,178,25,0,784,1008,16,9,374,34,4,1449,1157,11,13,413,39,3,1634,522,0,0,158,16,0,697,224,0,0,60,4,0,292,98,0,0,20,0,0,121,33,0,0,19,0,0,46,13,0,0,3,0,0,26,22,0,0,12,5,0,32,45,15,5,61,28,9,154,3856,230,138,1520,166,34,5952
SED54006,6,0,0,5,9,0,19,0,9,0,4,7,0,17,7,65,11,55,17,5,157,20,46,12,79,32,5,192,56,27,7,123,39,3,257,140,28,14,195,51,3,429,527,17,9,322,42,3,915,497,7,6,210,35,5,760,94,0,0,30,9,0,131,17,0,0,13,4,0,36,9,0,0,3,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,24,13,3,63,50,4,160,1396,215,67,1106,290,27,3103
SED54104,4,37,0,9,0,0,54,0,45,16,11,0,0,69,12,227,11,30,3,4,295,36,46,27,48,8,0,163,72,12,10,41,0,0,139,366,26,13,130,20,0,545,650,14,13,227,32,0,936,1237,4,11,296,31,4,1591,936,3,13,240,17,0,1215,539,0,0,133,10,0,687,290,0,0,79,5,0,371,199,0,0,46,5,0,254,156,0,0,32,0,0,196,281,0,0,69,6,0,354,62,18,3,65,18,8,172,4845,433,113,1454,162,17,7037
SED54203,16,186,86,12,812,8,1114,0,87,25,5,67,0,194,3,166,23,44,152,8,400,32,102,44,38,120,10,345,20,50,6,51,81,0,219,58,69,20,64,136,4,348,69,32,12,76,128,5,324,84,18,3,66,107,0,289,67,4,4,42,47,0,157,44,0,0,21,17,0,80,17,0,0,14,14,0,40,13,0,0,4,17,0,32,5,0,0,9,9,0,21,35,0,0,67,119,0,222,34,70,57,141,476,12,794,495,779,286,661,2311,44,4570
SED54304,9,22,4,7,0,0,45,0,42,0,6,0,0,58,15,330,19,48,5,5,428,75,102,86,107,11,0,379,148,23,19,103,10,0,307,472,37,38,174,31,9,759,1113,27,21,340,38,8,1549,3037,16,11,703,63,7,3836,2035,0,5,450,26,3,2519,867,6,4,163,11,0,1049,382,0,0,73,12,0,471,209,0,0,48,10,0,264,97,0,0,24,7,0,128,127,0,0,44,4,4,174,119,28,15,104,52,23,342,8710,642,222,2403,275,63,12311
SED54403,48,53,95,5,1139,0,1351,10,57,23,0,165,0,256,12,201,41,16,967,3,1248,24,183,13,18,300,0,540,32,158,13,21,200,0,424,53,206,23,32,238,0,554,157,200,18,48,220,0,649,397,62,15,89,145,5,717,507,16,0,72,87,0,679,382,4,0,30,55,0,467,245,3,0,24,41,0,308,168,6,0,30,28,0,232,132,0,0,16,22,0,172,188,0,0,29,91,0,321,203,109,26,90,717,13,1148,2577,1257,277,515,4423,23,9074
SED54505,3,6,0,5,0,0,9,0,10,0,3,0,0,9,0,75,4,27,10,0,118,4,16,10,31,9,0,70,10,4,0,30,3,0,52,18,9,13,41,8,0,84,229,5,13,146,11,4,398,788,6,4,261,33,4,1089,578,0,3,133,13,0,720,215,0,0,44,0,0,264,78,0,0,18,0,0,98,36,0,0,0,0,0,37,6,0,0,0,0,0,13,6,0,0,5,0,0,14,19,3,4,46,6,4,84,1987,119,53,789,82,15,3050
SED54605,12,11,0,8,5,0,35,3,30,4,10,0,0,39,8,179,14,35,4,0,244,73,93,37,69,16,0,284,171,29,18,115,14,4,351,487,30,16,279,84,0,896,1002,26,3,436,71,0,1540,789,9,0,267,29,7,1099,166,0,0,34,4,0,200,31,0,0,7,0,0,43,11,0,0,6,0,0,11,0,0,0,4,0,0,3,0,0,0,3,0,0,5,5,0,0,4,0,0,16,47,25,4,72,23,12,179,2805,441,94,1346,250,27,4953
SED54701,9,17,0,34,36,0,90,3,30,7,24,39,5,101,36,175,64,127,86,4,491,118,129,76,185,71,8,584,110,76,4,191,50,5,433,212,102,15,229,66,7,636,247,42,7,257,42,0,598,185,11,3,151,20,5,372,34,0,0,20,17,0,69,6,0,0,12,0,0,18,5,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,0,6,4,0,5,3,0,0,13,3,0,18,21,36,7,114,193,16,384,987,609,190,1355,626,51,3812
SED54804,0,35,3,0,0,0,40,0,61,5,10,0,0,72,8,356,19,23,4,5,414,19,114,33,45,7,3,225,28,53,7,51,5,0,143,146,45,9,81,26,0,302,454,30,5,262,34,0,791,1167,22,6,435,24,4,1655,952,8,0,257,13,0,1234,438,0,0,119,3,0,563,263,0,0,51,0,0,319,108,0,0,32,5,0,144,49,0,0,14,7,0,70,50,0,0,15,6,0,74,52,37,11,68,22,10,201,3732,766,89,1470,161,27,6251
SED54905,4,23,0,12,0,0,38,0,42,12,10,0,0,63,14,236,8,58,6,0,327,31,116,16,78,3,0,245,35,40,5,73,4,5,165,234,53,14,136,20,0,448,946,60,27,362,28,7,1426,1279,43,8,358,22,3,1707,699,4,0,193,9,0,906,389,0,4,64,4,0,458,200,0,0,32,4,0,241,113,0,0,24,0,0,139,48,0,0,13,0,0,67,85,0,0,15,0,0,101,46,37,7,92,15,15,207,4118,653,98,1516,110,31,6524
