SED_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SED53701,..,41,24,12,4,13,8,6,4,110,..,20,63,13,32,56,48,18,0,257,..,52,94,82,137,336,410,300,132,1546,59,73,57,38,56,71,56,22,16,455,0,0,4,0,3,0,0,0,0,8,2718,1240,1494,1877,2187,2653,2262,1055,286,15773,..,30,859,2011,2573,3351,3053,1414,212,13498,..,287,802,612,625,535,321,93,10,3283,..,36,168,272,280,164,88,54,34,1088,5465,..,..,..,..,..,..,..,..,5465,..,887,..,..,..,..,..,..,..,887,..,896,372,156,124,60,10,0,0,1613,..,124,56,38,52,91,118,70,47,594,..,64,70,41,23,30,20,11,6,263,..,42,129,54,71,142,118,51,4,611,..,136,230,250,483,855,1011,567,214,3756,139,159,117,100,107,138,114,45,24,938,0,6,12,3,3,0,0,0,0,23,5612,2656,2809,3542,4333,5358,4851,2312,546,32021
SED53802,..,64,109,16,6,16,3,0,0,215,..,137,220,80,54,59,38,26,0,619,..,66,256,272,301,452,597,513,268,2722,34,68,49,44,44,35,27,14,16,322,0,0,3,5,0,9,11,0,0,41,3500,2381,3503,3197,2657,2554,2287,1418,544,22039,..,100,2337,3591,2932,2804,2648,1524,340,16290,..,354,1569,754,413,269,150,51,4,3564,..,28,212,460,590,339,176,150,114,2075,7230,..,..,..,..,..,..,..,..,7230,..,2114,..,..,..,..,..,..,..,2114,..,1264,917,335,209,164,27,4,0,2911,..,299,311,110,98,170,148,103,57,1295,..,161,270,65,36,34,18,4,0,593,..,366,618,209,168,130,87,46,6,1635,..,123,592,617,636,814,928,702,364,4780,82,121,126,107,102,73,52,23,19,699,3,3,8,6,0,17,17,6,0,59,7313,4943,6957,6259,5187,4832,4246,2616,908,43256
SED53902,..,54,78,16,14,6,0,0,0,157,..,272,321,75,55,52,32,14,0,826,..,108,434,415,329,552,692,677,455,3674,25,54,75,28,30,35,37,20,16,325,0,7,4,6,3,7,0,0,0,33,2930,2191,3273,2992,2564,2357,1979,1410,730,20425,..,49,1762,3157,2943,2486,1959,1255,397,14017,..,329,1678,853,523,353,162,41,4,3942,..,14,104,352,442,286,137,93,83,1519,5860,..,..,..,..,..,..,..,..,5860,..,1962,..,..,..,..,..,..,..,1962,..,813,624,173,153,91,24,0,0,1880,..,197,208,67,64,105,100,58,54,857,..,104,180,49,27,16,6,4,0,384,..,519,776,201,138,131,92,34,7,1898,..,184,852,842,714,1016,1086,895,588,6176,64,91,154,70,72,79,52,30,16,628,7,10,10,6,10,7,5,0,0,58,5923,4272,6357,5778,5074,4564,3626,2415,1162,39179
SED54006,..,59,52,19,16,12,7,3,0,165,..,44,52,27,48,61,48,11,0,300,..,50,56,80,195,342,453,404,175,1752,63,84,43,45,40,49,57,25,9,414,0,0,4,4,4,0,0,0,0,18,3711,2105,2071,2479,2660,2830,2444,1291,346,19935,..,70,1381,2552,2983,3408,3190,1605,281,15478,..,388,1045,788,677,594,282,89,11,3877,..,56,271,502,467,227,130,86,49,1788,7632,..,..,..,..,..,..,..,..,7632,..,1621,..,..,..,..,..,..,..,1621,..,1467,492,240,158,82,12,0,0,2447,..,168,106,48,58,109,150,81,46,765,..,120,124,53,36,29,24,11,0,397,..,77,162,93,109,131,103,29,9,704,..,96,203,291,508,711,884,638,274,3604,123,164,107,90,93,88,95,41,14,821,5,0,8,4,4,3,0,0,0,36,7762,4235,3902,4660,5081,5379,4875,2583,683,39163
SED54104,..,49,49,13,3,4,0,0,0,115,..,480,432,58,24,44,28,19,3,1083,..,187,531,342,288,503,636,560,311,3367,33,64,65,51,27,33,27,13,5,313,0,0,12,4,0,5,15,4,0,52,3421,2658,3071,2969,2785,2523,2214,1363,491,21497,..,56,1455,3577,3523,2967,2739,1498,332,16149,..,315,1535,616,429,371,181,68,16,3529,..,5,60,269,444,293,103,66,36,1282,6898,..,..,..,..,..,..,..,..,6898,..,2656,..,..,..,..,..,..,..,2656,..,611,525,128,93,33,13,0,0,1404,..,223,143,40,31,46,79,56,45,665,..,97,120,28,9,7,5,0,0,262,..,857,973,136,61,82,53,41,7,2219,..,335,1073,723,625,881,1048,810,388,5884,58,116,133,88,63,63,46,32,7,593,0,8,22,8,15,13,24,8,3,93,6960,5281,6038,5611,5288,4765,4289,2574,837,41636
SED54203,..,43,30,12,5,5,4,4,0,98,..,49,103,19,22,31,15,7,0,253,..,43,98,64,112,176,151,67,25,744,35,71,67,32,38,81,102,31,9,479,0,4,5,0,0,3,0,0,0,14,1644,820,1285,1147,1026,1032,687,260,65,7962,..,66,704,1190,973,950,624,263,38,4814,..,230,707,472,356,305,145,31,0,2258,..,29,113,159,164,99,54,28,12,665,3324,..,..,..,..,..,..,..,..,3324,..,322,..,..,..,..,..,..,..,322,..,430,114,65,54,21,0,0,0,687,..,160,81,43,70,83,49,33,12,525,..,70,66,19,22,15,14,8,0,210,..,95,185,60,67,71,42,20,0,538,..,83,230,219,340,449,407,160,43,1937,78,117,125,91,90,143,209,74,18,945,0,3,14,0,0,3,4,0,0,27,3405,1619,2342,2324,2141,2142,1555,606,124,16258
SED54304,..,76,124,40,7,5,3,0,0,252,..,651,1108,199,54,54,25,11,0,2095,..,287,1060,661,478,592,546,297,183,4099,17,69,99,45,26,29,35,10,10,340,0,7,17,8,12,8,6,0,0,57,2840,2651,6161,3905,2733,2266,1559,661,296,23072,..,84,2651,3934,2823,2284,1607,640,138,14154,..,695,3585,1436,731,516,216,50,5,7230,..,7,89,312,455,238,89,65,51,1309,5764,..,..,..,..,..,..,..,..,5764,..,1346,..,..,..,..,..,..,..,1346,..,564,374,123,93,76,10,0,0,1243,..,252,287,73,38,80,78,38,28,882,..,141,301,76,15,10,7,0,0,555,..,1265,2341,498,160,148,77,27,6,4518,..,547,2245,1775,1209,1249,1005,485,252,8764,50,129,216,90,76,60,53,18,7,691,7,14,27,12,17,16,16,0,3,112,5814,5055,12107,8332,5611,4677,3151,1325,496,46572
SED54403,..,47,47,12,7,10,3,0,0,124,..,60,118,44,56,34,13,4,0,334,..,133,293,159,182,191,96,33,3,1090,65,66,85,52,57,121,119,51,5,622,3,6,10,3,3,0,10,0,0,29,4587,1777,3339,3115,2120,1345,536,155,23,16992,..,60,2046,3644,2461,1504,408,73,3,10190,..,661,2268,1351,800,406,88,10,0,5590,..,51,247,377,284,131,49,19,8,1167,9324,..,..,..,..,..,..,..,..,9324,..,1008,..,..,..,..,..,..,..,1008,..,974,276,92,34,15,0,0,0,1388,..,317,161,92,88,130,89,37,14,921,..,108,114,47,34,24,5,0,0,335,..,133,312,142,143,109,43,11,0,885,..,264,742,554,591,587,226,65,12,3045,121,145,165,113,124,220,248,97,8,1243,6,8,12,8,5,4,14,3,0,59,9451,3726,6344,6416,4560,3129,1177,318,46,35164
SED54505,..,44,48,13,8,7,6,0,0,130,..,81,64,27,15,18,26,12,3,246,..,27,70,74,97,219,486,492,257,1713,41,41,52,39,26,27,22,18,11,280,0,3,5,4,3,20,21,3,3,67,4347,2882,1712,3495,3224,2602,2526,1350,468,22608,..,32,1188,4927,4951,3704,3475,1583,303,20171,..,123,430,337,290,224,141,42,3,1597,..,17,50,381,507,302,132,69,57,1517,8991,..,..,..,..,..,..,..,..,8991,..,3903,..,..,..,..,..,..,..,3903,..,1241,1024,267,130,62,18,0,0,2743,..,181,132,44,37,108,181,127,58,868,..,83,126,63,28,12,10,0,0,315,..,187,199,74,50,48,39,19,10,627,..,62,165,172,237,394,729,669,351,2770,87,87,91,80,50,49,40,29,18,529,7,6,11,13,12,38,39,8,5,136,9087,5919,3426,6350,6299,4940,4803,2546,800,44173
SED54605,..,46,19,15,20,17,9,0,0,128,..,81,67,30,67,74,44,15,9,384,..,81,196,169,274,568,690,658,334,2975,59,67,53,38,38,47,33,19,5,358,0,3,3,0,0,0,8,3,0,23,2881,1841,2030,2207,2434,2772,2467,1529,588,18756,..,50,1033,1869,2284,2999,2775,1588,350,12949,..,473,1096,730,620,479,217,52,8,3676,..,50,290,492,530,288,148,111,90,2001,5869,..,..,..,..,..,..,..,..,5869,..,1352,..,..,..,..,..,..,..,1352,..,1171,603,227,192,103,30,0,0,2341,..,174,106,58,71,109,126,66,43,752,..,90,71,48,51,27,20,0,0,311,..,164,196,74,139,151,103,39,12,884,..,169,505,492,691,1144,1176,990,486,5644,121,121,116,92,96,80,62,26,3,712,0,8,10,5,4,4,9,7,0,42,5984,3819,4029,4087,4671,5385,4669,2877,1004,36523
SED54701,..,38,23,3,6,3,0,0,5,81,..,55,70,30,42,47,30,17,6,289,..,103,135,83,213,345,411,409,206,1898,38,79,57,31,40,63,53,20,9,376,0,0,3,0,0,4,0,0,0,9,3082,1456,1870,2005,2052,2218,1704,989,329,15701,..,73,1257,2240,2331,2748,2187,1073,193,12103,..,461,1050,651,581,451,179,49,4,3427,..,44,195,316,287,158,83,81,45,1217,6277,..,..,..,..,..,..,..,..,6277,..,806,..,..,..,..,..,..,..,806,..,837,293,150,130,50,6,0,0,1468,..,164,90,35,52,81,91,54,23,585,..,92,57,27,20,24,12,4,5,240,..,137,197,95,96,121,68,27,0,745,..,272,403,316,590,866,828,646,294,4223,85,156,127,82,87,113,101,42,13,794,0,3,16,0,0,0,0,0,0,25,6361,3054,3680,3915,4182,4619,3544,1971,578,31911
SED54804,..,38,53,19,6,5,3,0,0,132,..,242,701,119,47,71,32,24,7,1236,..,111,483,408,313,523,635,528,290,3292,24,68,75,45,27,46,26,18,8,340,3,6,9,4,4,6,9,0,0,46,3465,2217,4109,3575,2739,2271,1827,1162,463,21823,..,29,1741,3708,3028,2310,1836,1050,249,13955,..,319,2533,1293,603,401,185,44,13,5380,..,10,112,414,589,309,102,77,58,1674,7068,..,..,..,..,..,..,..,..,7068,..,2020,..,..,..,..,..,..,..,2020,..,876,438,142,109,67,15,0,0,1648,..,158,157,53,39,83,79,56,23,644,..,75,149,37,12,12,5,7,0,308,..,422,1269,272,107,118,68,38,5,2289,..,203,914,852,756,933,991,718,374,5745,65,127,137,86,83,86,47,26,12,664,0,6,19,9,14,16,11,3,0,80,7137,4254,7467,6871,5340,4322,3343,2009,741,41486
SED54905,..,66,55,15,9,8,4,0,0,147,..,460,332,52,37,35,41,16,0,980,..,179,432,312,300,550,677,514,285,3255,34,84,69,36,34,45,45,22,7,376,6,7,8,5,9,8,14,0,0,49,2774,2578,3092,2756,2605,2574,2269,1164,455,20261,..,41,1579,3213,3074,2871,2632,1141,248,14807,..,342,1580,681,443,330,224,57,10,3673,..,5,88,286,416,281,114,68,50,1319,5730,..,..,..,..,..,..,..,..,5730,..,2054,..,..,..,..,..,..,..,2054,..,795,586,174,91,57,6,0,0,1713,..,474,245,52,55,82,73,78,39,1096,..,140,138,33,22,13,6,0,0,353,..,905,831,152,84,78,87,35,8,2191,..,333,875,675,642,933,1069,718,376,5626,67,165,141,92,72,87,74,34,9,728,10,10,13,10,10,14,19,0,0,89,5803,5259,6077,5359,4909,4754,4327,2132,747,39369
SED55005,..,57,60,29,15,7,0,6,0,175,..,68,79,37,51,38,25,11,0,310,..,47,130,137,157,265,348,259,95,1442,67,57,56,30,26,38,30,18,8,324,3,4,8,0,4,20,23,3,0,63,5563,3219,3234,4258,3373,2479,1754,783,228,24886,..,111,2501,5782,4580,3279,2276,843,161,19528,..,333,1021,693,528,277,104,18,3,2975,..,59,307,569,569,273,150,66,31,2025,11226,..,..,..,..,..,..,..,..,11226,..,3293,..,..,..,..,..,..,..,3293,..,2010,1155,302,133,37,13,0,0,3658,..,337,264,111,110,202,211,93,59,1376,..,143,194,75,63,39,11,0,0,530,..,140,250,123,125,83,66,27,0,813,..,95,313,351,381,502,549,364,137,2701,119,116,110,80,64,64,59,23,10,644,6,9,10,11,7,31,31,10,4,118,11351,6644,6128,8091,6563,4792,3462,1441,401,48876
SED55102,..,70,41,14,23,14,9,4,0,177,..,51,47,21,34,42,34,9,0,240,..,52,152,121,193,298,281,155,55,1302,68,72,62,49,21,54,45,24,10,408,3,0,8,0,0,4,12,3,0,28,5132,2703,3086,3489,3174,2633,1713,699,161,22784,..,77,2198,4001,3878,3245,2265,911,130,16715,..,417,1405,1006,731,446,174,35,5,4217,..,39,386,588,583,285,111,62,24,2080,10612,..,..,..,..,..,..,..,..,10612,..,2463,..,..,..,..,..,..,..,2463,..,1902,684,195,128,44,0,0,0,2962,..,234,157,50,84,127,157,113,57,975,..,140,120,42,53,31,19,12,6,423,..,87,135,102,95,97,68,19,0,599,..,91,352,326,449,566,490,256,78,2605,134,136,118,116,53,89,70,38,16,772,3,0,6,4,3,15,12,3,6,47,10744,5588,5567,6431,6061,4946,3372,1435,316,44466
SED55202,..,84,64,25,19,13,4,4,0,224,..,106,102,61,70,59,59,22,0,477,..,69,165,153,211,415,590,531,294,2428,77,62,63,44,43,46,46,12,10,397,4,0,7,3,3,11,8,0,0,44,4529,2747,3214,3243,2759,2567,2263,1303,474,23087,..,129,2338,3877,3118,2783,2570,1301,258,16376,..,346,1007,734,527,324,168,51,6,3170,..,87,374,516,585,380,189,120,68,2314,9060,..,..,..,..,..,..,..,..,9060,..,2352,..,..,..,..,..,..,..,2352,..,1657,1039,359,219,90,16,4,0,3380,..,329,274,121,135,204,185,104,42,1394,..,168,195,123,80,27,22,8,0,622,..,271,381,225,204,155,117,51,0,1408,..,138,444,533,573,835,903,742,385,4557,153,127,120,103,90,93,69,26,14,794,7,5,13,10,8,17,18,6,0,83,9227,5614,6185,6601,5535,4909,4262,2411,774,45519
SED55306,..,69,47,16,14,7,8,0,0,171,..,64,125,32,48,69,34,13,5,388,..,48,111,123,247,439,605,487,285,2342,46,87,61,45,37,59,60,40,8,437,3,0,7,0,0,9,0,0,0,17,3879,1719,1919,2858,2895,2703,2573,1346,472,20368,..,30,1173,3073,3181,3118,3283,1632,315,15800,..,288,1044,893,732,522,307,82,10,3874,..,28,170,455,556,209,76,60,36,1592,7858,..,..,..,..,..,..,..,..,7858,..,1522,..,..,..,..,..,..,..,1522,..,1121,367,123,96,52,12,4,0,1776,..,130,66,33,38,84,100,52,37,542,..,124,121,44,39,28,9,8,0,370,..,153,262,91,115,136,68,32,12,870,..,95,253,319,514,744,980,692,374,3967,104,142,124,96,82,100,107,64,16,838,6,3,8,0,3,9,0,3,0,32,7961,3626,3596,5118,5355,5007,4951,2625,795,39041
SED55405,..,175,183,33,15,6,3,0,0,422,..,847,670,150,84,69,32,13,3,1869,..,199,465,368,342,531,599,522,334,3345,36,99,95,36,27,47,27,5,7,376,0,7,9,4,3,17,9,5,0,55,3208,3133,4719,3452,2359,2008,1556,930,478,21832,..,143,2902,3817,2471,1875,1371,654,219,13452,..,591,2223,999,539,286,132,34,0,4806,..,27,146,351,415,312,137,71,54,1512,6460,..,..,..,..,..,..,..,..,6460,..,1434,..,..,..,..,..,..,..,1434,..,709,527,167,95,75,16,0,0,1581,..,569,393,111,83,96,119,52,28,1447,..,366,484,118,51,17,11,5,0,1049,..,1990,2032,426,258,187,108,33,7,5041,..,407,1046,896,799,1085,1065,788,435,6521,77,193,175,83,64,92,55,16,10,761,5,11,25,12,9,20,18,8,0,106,6540,6444,9955,6981,4778,4047,3024,1665,744,44180
SED55504,..,62,55,24,9,12,3,3,0,178,..,67,80,30,36,44,29,10,3,297,..,44,169,123,170,311,416,394,154,1785,63,81,47,30,32,41,35,23,3,355,0,3,3,4,0,7,8,7,0,38,5389,2900,3395,3745,3203,2467,1829,1012,285,24220,..,83,2381,4562,4011,3093,2315,1051,182,17678,..,412,1658,979,688,377,126,29,3,4279,..,45,331,627,628,313,133,70,34,2176,10718,..,..,..,..,..,..,..,..,10718,..,2645,..,..,..,..,..,..,..,2645,..,2019,861,234,121,55,6,0,0,3293,..,213,178,82,71,136,136,85,38,944,..,129,153,65,41,35,23,7,3,453,..,150,254,95,83,88,69,26,9,773,..,111,403,365,414,547,632,546,201,3214,117,150,116,88,69,68,57,36,4,713,8,6,10,4,9,15,12,7,0,62,10839,5978,6344,7099,6132,4730,3499,1859,471,46964
SED55605,..,75,45,15,5,10,3,0,0,158,..,79,72,20,42,43,34,16,4,308,..,59,138,104,182,316,292,235,82,1413,90,99,54,43,41,39,36,15,3,411,4,0,0,4,0,4,5,6,0,22,5296,3147,3010,3375,3595,2615,1509,761,219,23526,..,91,1806,3502,4244,3446,1868,880,149,15979,..,556,1641,1063,803,431,133,43,9,4683,..,68,474,745,722,284,116,64,45,2512,10813,..,..,..,..,..,..,..,..,10813,..,2634,..,..,..,..,..,..,..,2634,..,2217,746,189,111,56,12,0,0,3344,..,256,154,61,87,147,116,89,57,965,..,149,125,60,29,27,15,3,0,406,..,181,175,64,81,102,66,26,4,704,..,147,375,352,449,574,467,341,121,2826,161,187,121,115,70,62,52,23,10,796,3,3,9,8,6,5,4,6,0,39,10974,6488,5630,6159,6600,5144,2856,1470,388,45700
SED55706,..,41,54,25,15,10,8,4,0,153,..,56,96,31,55,91,62,22,8,421,..,47,100,121,234,534,632,459,227,2352,62,63,86,51,52,74,64,21,13,491,5,3,3,0,0,6,3,0,4,30,3338,1454,1740,2495,2637,3029,2628,1260,381,18958,..,47,988,2397,2765,3274,3224,1482,242,14424,..,290,1044,917,842,763,392,108,12,4366,..,15,137,413,442,235,101,65,40,1461,6749,..,..,..,..,..,..,..,..,6749,..,1210,..,..,..,..,..,..,..,1210,..,957,298,149,101,71,18,0,0,1598,..,103,39,29,33,98,88,60,35,494,..,86,100,46,46,31,25,6,0,343,..,127,266,91,129,199,119,45,11,994,..,126,257,329,585,1046,1236,737,324,4636,136,136,150,113,116,137,109,42,21,969,0,9,19,6,0,3,5,0,4,48,6891,3119,3306,4495,5066,5860,5318,2552,696,37300
SED55802,..,62,84,37,17,16,5,0,0,221,..,95,99,30,49,63,38,4,3,382,..,71,248,157,167,304,320,229,104,1604,78,86,81,29,32,38,24,14,6,387,4,6,9,0,3,21,13,0,0,58,5586,3225,4472,3822,3168,2657,1551,807,251,25540,..,141,3558,4925,3897,3329,1942,908,184,18875,..,536,1794,974,632,330,94,43,8,4409,..,57,383,591,610,374,131,74,39,2252,11346,..,..,..,..,..,..,..,..,11346,..,2726,..,..,..,..,..,..,..,2726,..,2076,1083,236,108,61,14,0,0,3572,..,313,348,108,114,201,183,109,53,1432,..,144,206,91,48,30,17,7,0,545,..,200,314,120,93,118,75,16,8,937,..,151,617,420,371,580,480,328,150,3101,147,147,170,91,69,73,45,25,7,771,5,5,11,0,6,28,17,4,0,83,11497,6499,8469,7550,5943,5130,3006,1511,443,50046
SED55905,..,61,52,17,12,7,3,4,0,156,..,214,178,57,48,61,43,12,7,622,..,76,212,161,231,448,586,541,319,2569,41,63,59,30,35,34,33,22,11,335,3,4,0,3,3,4,0,0,0,22,2957,2217,2680,2503,2500,2553,2093,1308,535,19355,..,47,1458,2621,2675,2848,2334,1318,315,13617,..,328,1458,733,537,364,155,40,5,3613,..,22,187,426,536,371,160,117,65,1882,6081,..,..,..,..,..,..,..,..,6081,..,1689,..,..,..,..,..,..,..,1689,..,1317,801,285,188,95,19,0,0,2702,..,245,171,57,66,125,116,81,46,905,..,117,128,45,36,25,11,0,0,366,..,394,452,146,130,126,114,30,11,1402,..,133,460,416,528,758,875,763,415,4344,73,126,129,86,77,85,57,32,12,672,3,4,4,9,11,7,3,0,0,47,6161,4416,5243,4821,4776,4802,3847,2380,868,37310
SED59797,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,15
