SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
SED51104,0,0,0,4,0,0,0,60,0,0,0,0,0,6,17,6,0,0,5,0,0,0,0,38,0,3,12,18,58,35,175,171,5,0,4,9,0,0,4,499,7,16,25,4,6,3,12,35,4,0,0,6,0,0,3,115,0,0,0,0,5,8,29,22,0,0,0,0,0,0,0,72,0,0,0,0,5,9,16,9,0,0,3,0,3,5,0,54,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,12,0,0,12,15,24,15,64,44,5,10,12,7,12,0,6,226,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,24,0,49,15,9,20,12,21,10,0,5,0,3,0,0,3,152,0,4,24,135,309,402,789,650,43,58,40,47,43,17,61,2637,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,24,0,0,0,0,7,6,23,17,0,0,0,0,0,0,0,57
SED51205,8,3,8,23,0,0,0,181,0,0,0,0,0,27,48,42,8,0,17,0,0,0,0,142,4,5,24,22,21,15,43,47,3,0,3,4,0,0,0,186,22,128,113,25,3,7,11,14,5,0,3,5,0,0,4,340,0,0,3,5,9,25,39,13,5,3,7,5,0,0,5,117,0,0,0,4,25,39,196,110,22,19,20,30,5,3,13,486,0,0,7,8,12,18,23,0,12,4,0,0,0,5,0,81,0,0,38,115,482,176,625,430,80,107,113,98,46,4,47,2362,0,0,0,0,0,7,198,138,42,44,75,70,28,0,4,606,3,66,9,12,14,7,4,4,0,0,0,0,0,0,9,130,4,0,28,85,195,140,273,203,20,9,19,11,15,0,30,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,4,7,20,130,211,45,54,45,57,44,3,15,633
SED51304,5,6,9,5,0,0,0,102,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,11,3,3,16,32,124,34,149,97,6,9,8,9,0,0,4,493,16,133,58,30,9,10,19,20,5,0,5,0,0,0,9,324,0,0,0,4,8,19,17,7,0,0,0,4,5,0,0,67,0,0,0,0,8,3,25,8,0,0,0,0,0,0,0,53,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,12,0,9,40,58,112,29,49,11,9,0,4,3,0,0,4,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,21,15,14,14,24,20,3,3,3,0,6,0,3,187,0,3,46,138,249,131,137,104,5,5,5,7,6,5,16,858,0,7,7,3,0,6,5,0,0,0,0,0,0,0,0,31,0,0,0,5,0,7,4,0,0,4,0,0,0,0,0,21
SED51401,0,0,0,0,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,3,12,6,13,5,23,29,3,3,4,5,0,0,4,116,8,40,24,0,0,0,0,3,0,0,0,0,0,0,4,80,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,9,8,8,3,9,3,0,0,4,0,0,0,4,55,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,14,6,74,25,18,4,7,5,0,5,0,0,0,0,0,11,144,4,0,42,152,203,198,192,122,21,12,8,24,3,0,85,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,5,26
SED51504,0,0,5,5,0,0,0,147,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,15,6,17,28,28,86,37,78,80,3,4,8,17,17,12,6,426,25,122,35,26,17,12,37,61,6,7,0,4,7,3,13,361,0,0,0,4,15,36,54,22,13,9,13,21,3,3,7,186,0,0,0,3,9,8,29,13,3,4,3,0,0,0,0,80,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,4,16,26,89,190,94,134,87,23,23,20,8,10,0,6,719,0,0,0,0,0,3,16,16,25,26,37,28,4,0,0,161,7,54,4,6,19,8,26,17,0,10,6,11,9,7,3,184,3,7,44,108,155,99,130,82,10,6,7,7,4,8,16,695,0,0,4,6,8,3,0,4,0,0,0,0,0,0,0,33,0,0,0,0,3,10,8,14,10,3,0,0,0,0,5,54
SED51605,3,15,0,0,3,0,0,162,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,16,0,0,10,15,35,21,61,108,0,0,3,0,6,5,3,277,21,138,140,32,20,17,24,35,4,0,0,4,0,0,14,448,0,0,0,0,6,15,39,14,0,0,3,0,0,0,0,89,0,0,0,0,4,16,92,72,4,5,5,8,4,0,5,215,0,0,4,0,7,0,4,5,0,0,0,0,0,0,0,22,3,0,16,20,103,72,155,111,18,15,18,18,14,0,9,572,0,0,0,0,0,0,21,28,6,3,4,4,0,0,0,69,5,32,17,13,21,6,10,0,0,0,0,0,0,0,0,111,0,3,31,76,198,183,397,312,18,19,19,33,13,13,44,1359,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,14,19,29,4,8,5,3,0,0,0,96
SED51706,0,0,0,0,0,0,0,24,0,0,0,0,6,0,0,5,4,0,0,0,0,0,0,22,0,0,13,20,14,3,39,45,0,0,0,0,0,0,0,146,10,68,43,4,0,3,3,4,0,0,0,0,0,0,13,145,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,18,0,0,0,0,3,0,22,14,0,0,3,5,0,0,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,5,18,18,4,8,0,3,0,0,0,81,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,4,72,19,13,26,13,17,9,0,0,0,4,0,0,0,171,4,3,40,128,243,177,319,158,4,17,8,8,10,6,41,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,10,0,0,4,0,0,0,0,23
SED51804,0,0,3,9,0,0,0,105,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,7,11,19,24,53,24,57,48,8,5,11,36,55,26,5,380,17,45,16,13,14,12,28,23,3,9,5,4,0,3,13,204,0,5,0,5,12,27,32,17,5,18,10,15,4,0,11,163,0,0,0,3,7,7,11,15,4,5,0,0,3,0,0,48,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,14,6,9,36,66,79,36,57,52,9,9,10,9,19,6,6,419,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,8,35,7,9,7,13,39,22,0,4,0,6,0,5,8,165,4,12,60,102,149,93,116,38,4,4,15,10,11,15,18,653,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,5,4,0,0,0,0,3,0,0,21
SED51902,0,0,0,0,0,0,0,30,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,20,0,0,19,21,46,24,47,46,0,0,0,0,0,0,0,214,6,54,56,15,5,3,0,0,0,0,0,0,0,0,9,147,0,0,0,0,5,11,11,0,0,0,0,0,0,0,0,23,0,0,0,0,5,4,15,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,26,30,15,48,17,5,0,5,5,0,0,5,163,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,8,117,17,25,60,13,31,10,0,0,0,4,5,0,3,297,0,4,33,130,264,243,338,255,15,10,12,15,12,16,55,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,39,6,6,3,4,0,0,0,68
SED52006,0,0,0,0,0,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,22,17,34,14,61,58,4,4,0,0,0,0,4,223,12,29,28,7,4,3,10,0,4,0,0,0,0,0,5,102,0,0,0,0,5,8,10,8,0,0,0,0,0,4,0,34,0,0,0,0,4,3,5,19,0,0,0,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,19,11,14,14,17,3,0,0,5,0,0,3,96,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,7,99,18,11,14,9,15,7,0,3,0,0,0,0,6,180,3,0,57,169,272,178,332,223,5,15,8,32,10,19,34,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10
SED52102,0,0,0,3,0,0,0,42,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,21,0,3,27,21,36,3,44,57,9,0,0,0,0,0,5,221,12,78,60,18,4,0,10,10,0,0,0,0,0,0,3,191,0,0,0,0,0,4,18,3,0,4,0,0,0,0,0,40,0,0,0,0,3,4,46,10,0,0,0,0,0,0,0,78,0,0,0,4,0,0,9,7,0,0,0,0,0,0,0,27,0,0,9,27,71,27,131,64,20,11,8,15,4,0,12,405,0,0,0,0,0,4,30,16,0,4,0,0,0,0,0,55,13,66,17,11,16,11,3,3,0,0,0,0,0,0,0,140,0,0,42,114,263,212,445,299,14,12,22,13,11,10,43,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,35,50,11,3,3,0,3,4,0,118
SED52205,0,0,4,6,0,0,0,62,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,16,0,3,12,34,66,44,96,79,9,4,13,11,20,5,9,405,52,433,307,52,33,23,67,106,24,11,5,18,10,0,63,1212,0,0,0,0,15,26,37,17,3,9,8,6,6,0,4,120,0,0,0,0,3,5,10,10,0,0,0,5,0,0,0,38,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,14,0,5,23,23,31,13,30,14,4,0,7,3,3,3,4,166,0,0,0,0,0,0,8,0,4,3,3,0,0,0,0,22,5,42,6,5,16,15,28,27,8,0,0,11,3,0,0,170,3,7,26,143,214,148,195,156,22,18,14,18,9,3,31,1009,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,6,7,8,0,0,0,0,0,0,25
SED52301,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,5,9,15,11,5,11,28,0,3,0,0,0,0,0,87,16,44,34,9,0,0,0,7,0,0,0,0,0,0,5,120,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,7,20,7,0,4,3,4,0,0,5,80,0,0,0,0,0,0,5,5,5,5,3,0,0,0,0,24,6,47,10,6,5,5,3,5,0,0,0,0,0,0,3,96,4,5,35,107,134,113,153,78,14,12,3,7,0,0,26,685,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,18,20,0,0,0,0,3,0,0,44
