SED_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
SED51104,3,0,0,0,1874,1876,39,5,0,5,1603,1650,1093,81,61,9,2420,3661,2081,171,214,4,1086,3555,2073,213,361,21,609,3284,1491,113,351,28,242,2223,1129,86,221,64,56,1559,688,31,69,100,21,918,197,3,16,84,0,305,19,3,0,0,47,64,8816,705,1302,316,7955,19089,0,0,0,0,1799,1802,91,16,0,3,1584,1692,1700,168,132,5,2440,4449,2485,263,353,33,1129,4271,2247,272,646,60,550,3771,1431,159,658,132,182,2564,1047,90,409,258,47,1850,580,27,134,376,14,1134,101,6,29,306,6,446,12,0,8,3,12,32,9690,997,2366,1185,7768,22006,8,0,0,0,3667,3673,132,11,6,3,3184,3341,2789,255,188,11,4860,8105,4559,440,565,35,2219,7821,4321,485,1007,82,1157,7054,2929,271,1015,158,427,4785,2173,174,633,327,102,3414,1271,56,209,476,32,2046,299,9,43,392,6,750,26,0,3,3,61,104,18504,1701,3663,1493,15726,41095
SED51205,5,0,0,0,1316,1320,73,3,0,0,2087,2170,2001,45,81,5,2938,5072,2727,126,198,4,1156,4218,1755,150,267,12,631,2825,1391,109,351,35,396,2284,1290,77,288,94,167,1916,698,41,96,101,49,985,171,10,16,103,3,301,47,0,7,6,20,80,10158,564,1307,371,8775,21176,5,0,0,0,1153,1160,240,12,0,0,1681,1937,2637,112,118,5,2123,4998,2593,138,259,20,910,3923,1643,176,393,63,505,2771,1474,134,538,187,290,2618,1159,85,418,354,123,2140,471,23,162,441,41,1137,80,0,24,349,10,463,45,0,0,15,14,83,10349,683,1920,1439,6839,21230,9,0,0,4,2468,2480,315,22,8,4,3766,4103,4636,162,195,14,5064,10074,5328,265,462,25,2066,8141,3396,328,658,83,1138,5600,2864,240,890,221,687,4901,2450,156,706,445,293,4054,1171,63,259,539,90,2124,249,12,43,454,9,768,92,3,12,16,40,161,20510,1244,3235,1810,15615,42410
SED51304,4,0,0,0,1367,1366,0,0,0,0,977,980,352,3,14,0,1086,1458,1853,63,115,0,510,2541,2139,119,238,13,359,2859,1777,51,222,25,203,2275,2055,37,222,75,78,2464,1119,19,88,124,25,1369,199,9,13,88,4,317,15,0,3,0,9,24,9506,299,910,325,4623,15661,0,0,0,0,1225,1226,16,0,0,5,905,920,605,18,20,3,955,1606,2201,99,162,4,529,2991,2202,118,278,30,310,2949,1954,81,342,87,146,2603,2001,56,346,314,70,2793,767,21,168,413,41,1407,113,0,30,376,11,532,17,0,0,7,7,34,9873,402,1350,1238,4205,17064,4,0,0,0,2589,2595,13,0,0,5,1886,1900,961,25,36,5,2042,3066,4056,160,271,9,1041,5538,4340,232,517,43,672,5803,3729,124,559,114,347,4876,4051,101,569,385,155,5257,1885,37,253,535,68,2782,317,10,43,463,15,848,25,4,5,7,18,57,19377,694,2260,1565,8825,32721
SED51401,5,0,0,0,929,937,20,0,0,0,905,926,618,40,32,9,1587,2287,1236,105,126,13,883,2349,1544,145,334,29,728,2778,1823,200,548,82,553,3205,1706,154,508,138,237,2752,850,50,211,141,73,1324,218,9,20,127,10,387,0,0,0,0,20,22,8025,704,1781,540,5919,16967,0,0,0,0,806,806,41,4,0,0,659,709,696,52,31,8,1038,1823,1157,108,126,14,620,2026,1399,172,350,49,475,2450,1713,171,529,142,274,2827,1502,91,372,327,100,2401,631,20,157,470,38,1313,108,7,39,344,12,505,4,0,5,5,4,17,7265,618,1613,1364,4020,14875,5,0,0,0,1738,1741,63,7,0,5,1558,1631,1319,84,70,12,2628,4110,2389,206,251,29,1498,4381,2943,322,681,77,1203,5227,3537,378,1075,219,824,6029,3212,236,884,471,342,5152,1484,68,366,605,109,2633,329,16,58,474,20,895,8,0,4,5,26,38,15290,1324,3389,1902,9939,31841
SED51504,0,0,0,0,1621,1621,22,5,0,0,1161,1187,727,21,29,0,1500,2278,2092,71,125,3,664,2963,2269,80,182,7,396,2934,1685,72,268,22,260,2313,1185,40,223,55,172,1674,787,25,110,68,70,1063,295,9,28,123,23,482,36,0,0,0,12,49,9108,323,967,282,5875,16552,5,0,0,0,1370,1370,37,4,6,0,1072,1122,1107,34,37,0,1413,2591,2376,100,168,4,576,3227,2339,116,341,49,450,3290,1606,84,389,90,249,2419,1123,59,384,231,136,1934,650,27,188,396,69,1332,152,3,40,570,50,818,26,0,4,8,15,55,9417,417,1565,1354,5401,18153,5,0,0,0,2984,2992,58,3,6,0,2238,2305,1832,58,73,3,2910,4873,4468,168,292,15,1241,6190,4605,193,523,60,848,6223,3298,154,658,114,508,4729,2311,100,608,283,310,3613,1436,54,297,465,139,2393,451,9,73,696,75,1304,63,0,12,5,26,100,18522,744,2535,1638,11273,34706
SED51605,0,0,0,0,1547,1550,18,0,0,0,1499,1520,974,37,41,4,2178,3231,2311,123,210,7,952,3601,2292,148,276,25,508,3245,1683,95,291,31,214,2317,1101,52,201,73,63,1491,512,14,81,69,16,692,112,0,12,67,6,189,21,0,3,0,23,49,9027,466,1113,270,7005,17887,0,0,0,0,1483,1484,43,0,0,0,1480,1526,1398,82,80,5,1966,3531,2625,172,292,29,810,3929,2374,167,457,41,446,3489,1588,120,471,119,194,2503,956,49,345,221,53,1619,348,5,107,277,7,753,59,0,19,184,8,264,20,3,3,11,5,41,9410,604,1782,894,6461,19138,0,0,0,0,3035,3037,60,0,0,0,2975,3042,2370,117,116,7,4153,6764,4934,297,503,34,1761,7526,4667,320,734,60,956,6738,3275,214,763,151,411,4816,2053,99,549,296,115,3113,860,17,191,351,25,1444,169,0,25,249,13,450,39,3,4,11,29,92,18432,1071,2891,1161,13463,37025
SED51706,0,0,0,0,1297,1294,26,5,0,0,1010,1043,683,36,36,0,1449,2212,1438,120,164,6,785,2508,1607,144,296,13,570,2637,1835,119,467,43,354,2808,1713,92,379,118,164,2460,881,24,123,131,36,1202,201,0,19,102,7,337,7,3,5,0,10,28,8387,543,1492,422,5692,16533,0,0,0,0,1236,1241,59,0,0,3,826,890,998,76,62,11,1354,2501,1687,163,230,19,713,2822,1800,178,405,52,482,2922,1912,134,560,131,241,2973,1530,77,390,315,71,2385,653,16,128,495,28,1320,88,3,19,360,15,483,7,7,0,9,19,38,8735,664,1791,1388,4986,17574,0,0,0,0,2533,2541,85,6,0,4,1832,1932,1677,115,96,10,2810,4710,3120,293,397,21,1495,5330,3409,323,705,65,1059,5559,3748,253,1019,174,593,5781,3244,166,763,432,231,4841,1532,43,253,633,66,2527,287,3,36,457,20,815,19,11,5,4,30,68,17124,1213,3286,1806,10674,34107
SED51804,0,0,0,0,1602,1600,10,0,0,0,1214,1225,407,18,18,0,1625,2063,1361,53,105,0,646,2173,2010,102,241,15,418,2790,1865,78,313,25,351,2622,1568,48,312,78,209,2219,1051,30,183,123,84,1464,329,13,36,163,11,560,47,3,3,0,32,88,8644,348,1206,408,6193,16797,0,0,0,0,1658,1657,15,0,0,0,1283,1300,575,26,38,4,1564,2207,1695,92,139,4,584,2513,2242,149,357,44,410,3206,1857,101,478,88,291,2810,1474,57,495,249,143,2421,847,24,257,519,84,1732,192,9,88,604,37,931,38,0,8,4,29,74,8938,458,1858,1513,6083,18852,0,0,0,0,3255,3260,20,0,0,0,2498,2519,982,42,47,8,3189,4270,3056,146,240,10,1232,4687,4254,250,599,61,832,5994,3717,176,790,108,639,5431,3043,107,808,332,352,4638,1898,56,441,641,164,3202,522,20,124,764,58,1488,80,6,8,9,59,163,17584,807,3062,1920,12276,35650
SED51902,0,5,0,0,1460,1468,47,0,0,0,1198,1246,1024,59,48,0,1630,2772,1933,114,169,12,868,3101,1937,150,294,9,570,2959,1872,87,356,33,263,2614,1432,42,238,84,83,1881,692,26,61,99,27,909,125,0,11,62,12,212,15,0,0,0,9,18,9090,482,1181,293,6122,17175,0,0,0,0,1509,1509,87,5,0,0,1107,1202,1538,111,93,4,1545,3284,2138,157,254,11,763,3317,2050,142,428,47,465,3136,1843,121,426,131,181,2703,1297,49,287,251,57,1940,472,9,116,232,16,845,66,0,11,163,0,251,17,0,0,10,8,37,9501,603,1609,863,5658,18233,0,5,0,0,2971,2980,135,5,0,0,2304,2447,2561,173,143,4,3175,6058,4077,264,419,20,1633,6414,3990,293,715,61,1041,6096,3715,217,783,165,443,5324,2729,89,525,331,141,3821,1171,32,175,330,45,1757,190,0,28,228,16,461,25,0,4,13,16,53,18595,1085,2791,1159,11782,35413
SED52006,0,0,0,0,1192,1192,12,0,0,5,861,871,403,37,19,0,1117,1573,958,92,125,4,629,1812,1335,118,278,14,426,2181,1691,124,392,41,283,2530,2140,100,426,116,153,2935,1390,39,175,176,34,1827,300,9,21,139,4,469,11,0,0,0,10,23,8242,523,1446,490,4712,15408,0,0,0,0,1145,1140,25,6,0,6,876,905,651,76,71,4,1105,1906,1314,159,210,16,607,2293,1606,164,455,53,446,2724,1915,150,564,123,240,2983,2108,95,539,368,94,3194,1075,36,214,553,15,1902,138,10,33,436,10,621,6,0,5,3,7,25,8834,684,2089,1558,4533,17695,0,0,0,0,2336,2338,32,6,0,3,1733,1776,1051,111,92,4,2224,3478,2270,246,332,20,1237,4105,2946,284,732,70,878,4903,3605,269,960,159,523,5515,4246,193,964,483,244,6128,2469,82,394,736,47,3725,437,10,51,576,11,1088,20,0,5,3,16,47,17077,1208,3531,2048,9241,33107
SED52102,0,0,0,0,1244,1250,22,0,0,0,1260,1282,806,54,43,0,1791,2697,1770,130,183,7,971,3060,1465,162,317,15,620,2578,1417,97,380,44,377,2322,1194,74,267,75,127,1738,593,28,88,117,25,850,191,3,16,64,4,284,8,0,4,0,5,20,7469,552,1303,324,6434,16083,0,0,4,0,1212,1213,51,5,0,0,1082,1141,1223,68,66,4,1520,2883,1892,160,247,27,807,3130,1489,186,405,51,481,2607,1490,141,475,132,235,2466,1096,80,380,304,74,1932,471,15,137,370,22,1020,76,8,29,251,5,368,6,0,0,5,0,15,7803,656,1750,1135,5435,16780,5,0,4,0,2457,2463,75,5,3,0,2337,2418,2030,125,105,4,3307,5577,3661,290,431,28,1776,6190,2951,345,718,66,1100,5189,2907,238,863,170,612,4793,2294,155,646,383,203,3676,1067,40,230,486,50,1869,267,11,48,315,6,650,15,0,9,4,9,40,15275,1215,3053,1457,11864,32864
SED52205,0,5,0,0,985,989,18,0,7,0,1204,1225,535,26,42,5,2456,3062,1319,110,187,8,1457,3072,1375,184,404,23,949,2930,1403,127,548,28,625,2732,1227,99,456,98,331,2214,764,40,164,128,80,1176,266,11,38,130,29,474,31,0,10,0,53,99,6934,599,1853,422,8173,17981,0,3,0,0,965,967,29,5,0,0,1325,1358,784,65,50,6,2438,3343,1458,131,252,23,1188,3054,1423,196,523,54,829,3025,1434,165,709,127,541,2969,1179,99,639,286,222,2415,568,28,227,458,54,1327,118,6,53,532,12,726,18,3,3,3,54,87,7008,701,2454,1482,7621,19273,0,5,0,0,1946,1955,42,0,7,0,2530,2581,1326,91,87,9,4890,6404,2782,239,433,26,2645,6129,2799,379,927,76,1780,5955,2832,291,1257,153,1164,5700,2404,196,1094,383,559,4628,1333,67,389,586,132,2502,385,18,95,664,39,1206,53,4,16,5,105,190,13943,1297,4308,1902,15796,37251
SED52301,0,0,0,0,1273,1276,23,4,0,0,964,989,619,23,33,3,1496,2175,1141,85,140,11,865,2250,1346,155,241,19,648,2411,1408,144,361,49,488,2457,1317,90,313,113,147,1970,688,34,112,156,44,1027,190,4,27,114,13,354,8,0,3,0,11,25,6737,540,1236,467,5953,14937,0,0,0,0,1202,1206,64,6,0,0,982,1043,832,69,43,8,1418,2370,1302,159,208,13,788,2482,1499,159,384,57,580,2681,1404,145,486,145,353,2524,1239,78,342,341,85,2084,527,21,128,416,31,1129,100,4,21,354,7,487,6,0,0,3,11,17,6969,644,1623,1340,5440,16016,0,0,4,0,2475,2477,83,4,0,0,1944,2040,1449,88,78,11,2914,4548,2440,249,354,26,1654,4730,2844,319,623,83,1222,5092,2811,293,853,194,843,4986,2549,167,653,447,227,4048,1214,54,237,572,77,2152,291,6,49,467,22,836,14,0,3,7,20,46,13706,1178,2856,1811,11400,30954
SED52404,3,0,0,0,1322,1328,3,0,0,0,1096,1105,608,22,26,0,1587,2249,1703,86,148,0,807,2755,1776,127,230,18,525,2679,1753,70,272,41,254,2386,1711,49,230,72,72,2128,720,15,76,86,20,911,129,7,17,59,0,216,7,0,5,0,9,21,8422,374,1002,277,5693,15774,3,0,0,0,1247,1248,26,0,0,0,963,990,893,50,48,0,1481,2475,1966,146,189,13,646,2956,1898,150,349,40,380,2817,1874,110,469,106,220,2779,1534,58,359,273,70,2294,509,17,125,298,14,959,74,4,28,225,0,336,5,0,0,6,5,17,8776,537,1561,963,5029,16867,7,0,0,0,2564,2569,30,0,0,0,2055,2095,1508,73,69,0,3073,4723,3672,232,339,16,1457,5712,3675,275,582,56,900,5491,3625,180,736,145,478,5165,3249,108,584,343,141,4422,1222,30,200,387,31,1873,204,7,49,287,10,554,19,0,3,6,8,41,17199,908,2571,1242,10722,32644
SED52505,6,0,0,0,1730,1727,44,5,0,0,1574,1618,1759,60,60,0,2303,4179,3977,132,166,8,841,5117,2484,123,235,17,337,3194,2041,62,233,38,151,2518,1581,39,151,66,39,1871,563,12,44,55,7,678,100,0,4,35,0,149,66,0,4,0,11,81,12613,427,896,211,6982,21131,3,0,0,0,1615,1619,84,4,4,0,1428,1519,2525,83,67,6,1885,4565,4014,180,276,21,673,5158,2410,167,345,50,294,3258,2054,87,401,141,116,2793,1354,43,230,286,60,1982,342,12,51,263,8,682,39,0,11,158,3,209,61,3,3,23,5,88,12890,582,1378,948,6074,21872,7,0,0,0,3341,3346,121,3,4,0,3002,3137,4287,139,123,11,4186,8744,7985,313,444,27,1515,10279,4892,285,581,65,632,6455,4096,148,634,174,263,5312,2936,84,391,351,96,3847,906,28,93,323,17,1363,139,3,15,193,3,355,127,4,3,25,14,172,25501,1011,2281,1159,13055,43008
SED52604,0,0,0,0,1396,1396,10,0,0,0,1493,1505,504,18,27,0,1743,2295,1445,103,138,6,732,2427,1956,134,244,13,393,2749,2155,112,352,42,202,2871,1592,66,216,78,73,2022,644,18,81,80,21,847,176,5,18,78,0,280,14,0,7,0,4,26,8502,459,1084,302,6060,16411,0,0,0,0,1291,1291,29,4,0,0,1276,1312,779,47,62,4,1378,2267,1716,123,199,10,555,2608,2188,154,387,36,299,3066,2224,142,467,106,156,3094,1368,61,350,253,60,2093,484,17,140,323,16,981,104,8,27,316,6,463,10,0,0,3,10,27,8906,558,1632,1062,5059,17204,0,0,0,0,2688,2684,36,4,0,0,2769,2816,1287,65,83,6,3127,4565,3166,233,336,11,1288,5031,4145,292,631,56,692,5811,4377,256,819,148,362,5973,2957,128,566,327,132,4115,1125,37,225,408,35,1827,279,10,43,398,10,735,23,0,5,4,17,54,17406,1015,2717,1362,11116,33617
SED52702,0,0,0,0,1354,1362,10,0,0,0,976,981,375,12,17,0,920,1330,1265,71,99,7,506,1949,1835,83,233,11,448,2615,1827,98,306,42,304,2576,1776,74,268,76,114,2315,1111,31,122,126,29,1428,261,4,17,121,8,414,7,0,0,0,8,22,8472,385,1069,384,4670,14980,0,0,0,0,1215,1215,20,3,0,0,782,811,609,32,34,7,799,1471,1590,97,153,15,489,2344,2071,129,358,37,374,2971,1934,94,405,110,209,2754,1712,61,360,250,105,2485,811,23,161,482,29,1505,140,10,49,373,0,566,7,0,5,0,4,18,8890,441,1523,1276,4015,16145,0,0,0,0,2572,2572,30,4,0,0,1760,1793,987,41,50,8,1721,2799,2855,166,250,23,991,4294,3906,209,592,50,829,5585,3762,188,713,153,513,5328,3488,137,631,321,217,4798,1919,58,285,608,63,2925,395,14,67,497,11,980,14,5,0,5,12,36,17361,821,2590,1655,8690,31119
SED52803,7,0,0,0,1045,1054,43,4,3,0,1744,1797,1237,80,107,10,3594,5034,2423,217,302,7,1677,4628,2457,242,510,30,1153,4389,2176,193,572,85,639,3658,987,111,303,88,202,1689,257,38,85,57,52,487,37,0,5,30,9,82,39,4,5,0,41,90,9660,902,1891,304,10147,22908,4,0,0,0,934,937,46,14,4,5,1221,1280,958,75,71,10,2076,3193,1450,122,200,18,984,2776,1315,166,368,59,636,2544,1291,120,411,120,289,2232,664,48,199,206,77,1184,164,14,65,149,14,412,28,3,9,112,0,149,13,0,3,9,22,53,5937,560,1332,681,6248,14761,9,0,0,0,1976,1987,96,19,6,4,2957,3078,2199,164,181,14,5672,8225,3873,343,503,19,2659,7407,3779,405,883,79,1789,6930,3466,309,979,206,928,5888,1646,160,500,297,276,2878,419,45,153,215,71,899,64,7,9,144,9,229,53,4,7,9,71,138,15600,1458,3223,990,16397,37663
SED52903,16,0,0,3,1070,1088,102,7,0,4,1195,1315,806,53,39,8,2666,3564,1593,113,140,13,1523,3378,1671,167,329,26,1071,3255,2137,140,466,92,640,3465,2503,93,407,136,259,3397,718,27,82,85,58,969,53,6,8,36,9,105,46,0,4,0,113,163,9640,598,1469,391,8602,20700,28,0,0,0,1119,1145,111,3,5,0,1301,1418,904,76,60,12,3037,4088,1573,158,149,28,1583,3486,1541,146,351,58,1008,3090,2311,183,564,193,577,3826,2035,61,349,286,187,2920,420,12,87,162,40,717,13,4,5,81,8,112,26,0,3,0,165,198,8960,647,1563,820,9021,21012,42,0,0,3,2190,2240,219,13,4,3,2501,2734,1706,128,91,20,5703,7651,3164,266,289,44,3101,6861,3206,310,677,78,2075,6349,4445,319,1022,278,1216,7293,4540,159,756,422,443,6318,1140,43,160,244,99,1687,63,4,14,113,18,216,71,0,14,3,275,365,18598,1244,3035,1213,17623,41713
SED53004,0,0,0,0,1274,1274,3,0,0,0,1094,1096,515,33,9,3,1335,1891,1723,89,139,4,749,2702,1699,103,242,13,476,2527,1687,85,281,42,232,2327,1984,54,237,80,98,2454,858,20,94,97,28,1093,219,3,12,125,6,369,14,3,3,0,7,23,8700,389,1018,365,5291,15754,0,0,0,0,1222,1225,16,4,0,0,916,937,800,51,39,0,1146,2042,1930,135,213,10,616,2914,1848,138,390,26,357,2758,1929,84,456,105,198,2772,1769,70,418,320,72,2647,621,15,181,410,26,1256,132,3,40,441,13,638,5,0,6,9,6,28,9054,500,1742,1324,4583,17203,0,0,0,0,2491,2497,22,4,0,0,2011,2037,1318,83,53,3,2477,3936,3656,227,351,14,1365,5616,3537,240,629,41,836,5290,3619,169,743,143,427,5095,3756,127,655,397,173,5105,1476,36,269,511,54,2345,352,7,59,565,20,1002,19,3,7,9,14,53,17751,887,2755,1688,9874,32961
SED53105,8,0,0,0,1423,1430,53,9,0,0,1567,1622,1225,63,74,4,2471,3841,2560,179,200,4,1275,4220,1839,186,309,20,727,3082,1237,123,352,42,367,2126,921,68,233,77,108,1412,446,33,74,96,21,673,101,4,12,77,8,200,20,0,4,0,9,38,8412,665,1261,327,7967,18635,0,0,0,0,1326,1323,63,9,0,0,1361,1433,1663,106,85,3,2036,3895,2623,236,300,24,1009,4200,1688,194,454,56,500,2889,1210,134,507,138,211,2200,820,59,315,258,73,1529,300,22,117,295,12,749,56,8,25,220,3,307,22,0,0,6,6,37,8448,780,1801,1005,6532,18554,7,0,0,0,2745,2759,113,18,0,4,2924,3059,2888,170,157,8,4507,7729,5189,424,501,30,2280,8422,3527,380,762,71,1228,5967,2444,252,867,182,581,4322,1745,127,551,337,178,2939,742,59,186,389,37,1423,160,7,29,301,5,502,42,0,4,10,11,71,16861,1442,3061,1324,14498,37191
SED53204,0,0,0,0,1694,1695,25,0,0,0,1515,1542,1086,22,42,3,1720,2876,2703,88,143,4,730,3673,2425,113,277,20,370,3205,1855,86,238,23,151,2352,1131,51,148,58,49,1442,487,18,50,75,7,636,126,6,4,55,9,189,20,0,0,3,3,29,9849,379,904,245,6241,17626,0,0,0,0,1630,1635,67,0,0,0,1384,1455,1672,71,69,0,1563,3387,2947,154,283,16,635,4040,2439,155,430,47,317,3390,1681,107,428,162,110,2494,933,53,302,286,40,1615,381,15,84,299,13,793,62,0,22,204,3,290,21,0,0,11,13,43,10210,559,1623,1026,5713,19132,0,0,0,0,3325,3330,91,0,0,0,2898,2996,2762,92,111,7,3285,6264,5654,246,431,23,1366,7709,4860,268,706,65,690,6593,3534,192,666,182,263,4842,2065,102,450,348,90,3059,868,26,133,376,19,1423,189,6,23,254,9,476,39,0,0,13,17,69,20059,938,2527,1274,11957,36759
SED53306,0,0,0,0,1280,1281,20,0,0,0,1154,1183,631,66,34,3,1594,2331,1154,125,145,8,902,2323,1231,158,338,26,650,2404,1402,132,441,51,354,2382,1466,145,515,124,152,2406,1150,62,209,191,40,1656,336,9,39,208,15,605,6,4,0,0,9,17,7402,706,1718,615,6150,16589,0,0,0,0,1224,1228,63,10,3,0,1205,1279,975,132,83,9,1592,2793,1436,202,242,10,907,2802,1420,227,536,70,549,2788,1523,189,738,155,303,2908,1455,137,615,432,109,2755,888,36,275,686,30,1912,208,5,56,677,11,959,8,0,0,8,11,16,7970,932,2552,2045,5947,19443,0,0,0,0,2509,2509,90,11,5,4,2359,2463,1610,200,112,15,3190,5125,2587,323,384,17,1808,5123,2652,381,874,95,1189,5191,2926,327,1181,208,657,5293,2922,280,1129,559,266,5155,2037,96,484,879,71,3566,544,11,95,886,26,1565,10,4,0,4,21,37,15371,1636,4267,2665,12096,36029
SED53402,0,0,0,0,946,945,11,0,0,0,1218,1231,950,38,54,6,2561,3614,1916,101,205,5,1322,3553,1498,131,299,14,767,2704,1215,114,371,32,566,2300,958,88,319,64,289,1722,454,30,172,75,102,842,181,3,31,90,20,328,8,6,3,0,17,37,7195,518,1465,296,7810,17272,0,0,0,0,892,892,58,6,3,0,1283,1351,1318,83,92,6,2392,3891,1962,155,298,16,1095,3529,1508,182,442,36,688,2856,1139,132,538,102,425,2331,850,79,481,231,196,1832,359,19,201,353,75,1006,106,5,63,395,15,582,17,0,0,0,10,40,7326,656,2122,1141,7066,18316,0,0,0,0,1836,1834,72,6,3,0,2495,2575,2266,122,148,15,4952,7507,3885,255,503,25,2424,7083,3002,318,746,47,1449,5559,2352,247,913,135,988,4635,1806,165,796,293,493,3562,810,50,384,430,176,1851,296,5,97,479,37,909,30,3,6,0,23,74,14520,1173,3584,1435,14878,35586
