SED_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
SED51104,278,8,0,0,0,294,98,7,0,0,0,104,92,5,0,0,0,105,172,4,0,0,0,177,282,7,0,0,0,290,1310,37,0,0,3,1349,2410,40,0,0,0,2452,3220,26,0,0,0,3252,1273,5,0,0,0,1279,599,0,0,0,0,595,335,0,0,0,0,335,619,10,0,0,0,627,10693,141,10,0,9,10855
SED51205,277,33,8,0,0,318,99,17,0,0,0,117,96,18,0,0,0,111,169,36,8,0,0,215,229,52,18,0,0,302,919,209,51,0,6,1185,1298,235,48,0,0,1581,1412,129,26,0,0,1572,471,35,3,0,0,507,333,34,4,0,0,363,204,9,4,0,0,217,316,52,8,0,0,378,5818,866,173,7,9,6871
SED51304,279,17,0,0,0,300,80,17,0,0,0,98,64,0,3,0,0,71,111,7,5,0,0,124,142,13,4,0,0,156,399,46,7,0,0,450,491,74,11,0,0,577,1011,107,5,0,0,1126,898,62,0,0,0,963,1004,58,3,0,0,1065,753,44,5,0,0,796,329,22,4,0,0,355,5558,475,49,0,0,6082
SED51401,310,4,0,3,0,314,180,0,0,0,0,185,184,3,0,0,4,188,317,4,0,3,0,328,371,0,0,4,0,374,768,3,0,0,5,776,558,0,0,0,0,561,499,0,0,0,4,504,188,0,0,0,0,195,132,0,0,0,0,130,92,0,0,0,0,95,215,3,0,4,0,223,3820,15,4,12,18,3874
SED51504,303,37,35,0,0,369,61,3,12,0,0,79,45,9,12,0,0,62,66,20,35,0,0,119,80,35,49,0,0,169,221,115,126,0,0,458,201,112,110,0,0,416,514,203,54,0,0,774,408,97,21,0,6,536,831,105,23,0,0,962,1306,103,12,0,0,1422,263,56,19,0,0,337,4296,893,508,0,4,5702
SED51605,299,17,7,0,0,326,88,3,0,0,0,95,97,5,7,0,0,109,164,9,10,0,0,180,242,12,26,0,0,274,787,59,75,0,0,917,1430,73,72,0,0,1570,2286,38,50,0,0,2372,1110,16,4,0,0,1135,741,9,12,0,0,757,405,5,0,0,0,413,425,14,10,0,0,454,8070,255,267,3,7,8595
SED51706,235,0,0,0,3,240,145,4,0,0,0,149,126,5,3,0,0,135,235,5,0,0,0,245,392,8,0,6,0,404,1233,20,3,0,4,1264,1534,13,0,0,0,1553,1524,4,0,3,3,1533,546,0,0,0,0,552,337,4,0,0,0,349,211,4,0,0,0,215,373,7,0,0,0,381,6907,83,6,14,11,7020
SED51804,217,35,36,0,0,290,41,3,4,0,0,53,24,7,7,0,0,37,45,12,20,0,0,81,55,24,22,0,0,96,150,46,82,0,0,271,125,71,77,0,0,275,329,107,92,0,0,521,255,64,39,0,0,362,494,130,57,0,0,676,1540,115,64,0,0,1729,281,41,30,0,0,357,3556,649,539,0,0,4746
SED51902,311,0,0,0,0,315,88,0,0,0,0,88,90,0,0,0,0,91,151,0,0,0,0,155,255,4,0,0,0,262,1031,17,4,0,0,1046,1714,15,0,0,0,1735,2596,4,0,0,3,2608,1251,0,0,0,0,1252,903,0,0,0,0,903,483,0,0,0,0,483,496,0,0,0,0,498,9371,45,12,5,11,9436
SED52006,236,18,7,0,0,262,102,11,0,0,0,114,91,14,0,0,0,104,170,9,0,3,0,181,244,10,0,3,0,255,832,50,3,0,0,884,1209,25,7,0,0,1241,1490,28,5,0,0,1521,536,8,4,0,0,553,389,7,0,0,0,399,266,0,0,0,0,271,370,15,3,0,0,387,5934,189,37,8,0,6167
SED52102,247,3,0,4,0,253,97,5,0,0,0,99,101,3,0,0,0,108,177,0,0,0,0,178,267,9,0,0,0,273,1008,31,4,0,0,1043,1539,46,0,0,0,1584,1929,23,0,0,0,1959,640,3,0,0,0,642,412,3,0,0,0,423,255,0,0,0,0,264,431,6,5,0,0,447,7099,147,7,13,7,7275
SED52205,220,55,24,0,0,306,81,16,10,0,0,103,72,19,11,0,0,94,108,23,20,0,0,147,135,41,33,0,0,207,451,140,95,0,0,689,617,173,95,0,0,890,1097,180,94,0,0,1382,537,92,44,0,0,678,613,104,35,0,0,752,416,44,31,0,0,497,265,56,30,0,0,354,4609,952,530,7,6,6097
SED52301,183,11,0,0,0,197,112,0,0,0,0,109,85,6,0,0,0,93,233,10,6,0,4,253,318,15,0,0,0,343,920,39,3,8,0,970,966,28,3,3,3,1010,979,29,0,0,0,1011,315,3,0,0,0,324,256,13,0,0,0,272,156,7,0,0,0,170,270,6,4,0,0,281,4794,187,20,15,5,5020
SED52404,322,21,3,0,0,346,100,4,0,0,0,106,82,10,0,0,0,83,146,14,0,0,0,161,199,21,4,0,0,220,550,57,9,0,0,619,884,98,14,0,0,995,1666,96,5,0,0,1775,920,40,0,0,0,961,803,19,0,0,0,822,550,8,0,0,0,560,401,31,6,0,0,432,6626,413,42,0,0,7080
SED52505,333,14,0,0,0,345,77,4,0,0,0,78,87,3,0,0,0,90,138,10,0,0,0,148,191,3,0,0,0,191,818,34,7,0,0,853,1726,74,0,0,5,1812,3249,73,0,0,3,3327,1609,22,0,0,6,1641,987,17,0,0,0,1008,563,10,0,0,0,575,514,10,0,0,0,528,10289,280,16,5,11,10588
SED52604,302,21,7,0,0,329,109,11,4,0,0,123,86,5,3,0,0,88,127,16,13,0,0,150,180,7,4,0,0,193,578,63,44,0,0,682,824,71,43,0,0,939,1471,65,15,0,0,1550,814,25,10,0,0,852,732,15,9,0,0,753,516,8,0,0,0,524,367,10,4,0,0,383,6103,308,158,0,0,6571
SED52702,290,4,3,0,0,298,105,0,0,0,0,105,98,0,0,0,0,100,143,0,0,0,0,144,205,3,0,0,0,208,558,11,6,0,0,573,805,10,0,0,0,817,1464,10,0,0,0,1477,850,0,0,0,0,852,777,0,0,0,0,782,481,0,0,5,0,483,336,3,0,0,0,338,6119,47,14,8,8,6184
SED52803,124,5,0,0,0,134,81,4,0,0,0,86,97,11,0,0,0,105,220,17,0,0,0,239,294,31,0,4,0,325,864,78,5,4,0,947,875,42,0,0,0,920,863,42,0,4,0,913,299,7,0,0,0,309,237,9,0,0,0,249,126,4,0,0,0,127,240,10,0,4,0,255,4327,252,12,22,4,4610
SED52903,56,5,0,12,5,77,12,0,0,5,4,22,13,4,0,7,0,17,38,5,0,18,0,53,51,8,5,11,0,78,164,14,5,18,0,203,216,17,6,17,0,251,372,22,5,25,3,419,238,13,0,10,3,262,246,4,0,9,0,259,141,0,0,14,7,169,105,3,0,12,5,128,1648,97,23,153,24,1943
SED53004,306,29,0,0,0,335,100,8,0,0,0,100,96,3,0,0,0,100,135,12,0,0,0,149,208,12,0,0,0,218,608,53,7,0,0,668,884,102,0,0,0,988,1849,110,0,0,0,1958,963,30,0,0,0,999,641,20,0,0,0,659,323,12,0,0,0,332,344,14,0,0,0,364,6463,411,6,5,0,6883
SED53105,286,18,6,0,0,306,125,0,0,0,0,137,120,7,3,0,0,126,205,5,5,0,0,212,372,20,15,0,0,403,1394,57,23,0,0,1474,1914,70,5,0,0,1993,2200,66,6,0,0,2274,874,18,0,0,0,891,525,9,0,0,0,534,308,0,0,0,0,312,413,9,0,0,0,424,8731,281,75,0,5,9088
SED53204,327,17,0,0,0,346,104,0,0,0,0,105,76,5,0,0,0,80,159,9,0,0,0,175,262,5,0,0,0,269,879,64,0,0,0,947,1372,102,0,0,0,1473,2692,82,0,0,5,2773,1366,13,0,0,0,1382,800,16,0,0,0,820,417,0,0,0,0,422,474,17,0,0,0,494,8936,340,0,0,5,9282
SED53306,220,28,4,0,0,253,109,16,5,0,0,128,91,22,3,0,0,115,190,26,7,0,0,220,247,47,17,0,0,307,1068,79,23,0,0,1167,1338,51,11,0,0,1400,1444,31,21,0,0,1491,448,11,4,0,0,464,284,10,11,0,0,308,188,11,11,0,0,213,337,14,11,0,0,364,5965,335,128,0,5,6433
SED53402,240,51,18,0,0,314,68,25,12,0,0,101,46,14,14,0,0,82,117,35,44,0,0,196,135,56,58,0,0,250,430,201,197,0,0,824,613,276,125,0,0,1015,1179,219,92,0,4,1496,735,107,27,0,0,863,685,89,11,0,0,787,409,43,12,0,0,466,243,29,36,0,0,317,4901,1145,649,0,8,6703
SED53502,301,16,6,0,0,317,91,11,0,0,0,101,111,10,3,0,0,122,189,29,10,0,0,216,283,43,3,0,0,328,1009,142,17,0,0,1172,1412,85,13,0,0,1511,1949,58,6,3,3,2022,827,18,3,0,7,849,525,11,3,0,0,538,281,7,0,0,0,286,400,22,0,0,0,418,7368,448,58,9,9,7887
SED53602,325,47,0,0,0,374,116,17,0,0,0,134,110,21,0,0,0,135,178,62,4,0,0,244,272,75,6,0,0,353,1057,275,27,0,0,1358,1250,217,11,0,0,1482,1045,105,9,0,0,1162,317,30,0,0,0,347,197,13,0,0,0,212,150,8,0,0,0,166,355,51,7,0,0,408,5383,936,63,0,0,6380
SED53701,334,4,0,8,3,347,116,3,0,0,0,121,136,0,0,0,3,136,222,0,0,0,0,229,237,4,0,0,0,245,635,6,0,6,5,649,677,6,0,11,4,694,819,0,0,5,0,824,403,4,0,3,0,412,296,0,0,0,0,297,176,0,0,0,7,182,314,0,0,11,0,327,4362,32,10,41,22,4460
SED53802,240,52,0,0,0,298,57,21,0,0,0,82,87,19,3,0,0,105,120,49,4,0,0,168,172,63,4,0,0,242,574,313,4,0,0,897,870,369,4,0,0,1249,1173,314,0,0,0,1484,501,85,0,0,0,586,421,58,0,0,0,478,231,28,0,0,0,259,286,79,0,0,0,365,4726,1448,18,0,0,6202
SED53902,199,87,23,0,0,305,56,12,9,0,0,72,29,27,6,0,0,68,72,45,24,0,0,142,102,57,45,0,0,202,297,262,128,0,0,682,354,302,116,0,0,771,663,383,96,0,0,1132,438,145,31,0,0,618,543,126,14,0,0,684,580,64,0,0,0,650,214,76,14,0,0,303,3543,1587,503,0,0,5639
SED54006,271,3,0,3,0,278,118,5,0,3,0,123,117,0,0,0,0,122,205,3,0,0,0,211,275,5,0,5,0,287,962,13,0,4,0,974,1290,3,0,3,0,1300,1439,4,5,0,3,1448,596,0,0,3,0,601,462,0,0,0,0,465,262,0,0,0,0,262,365,0,0,0,0,363,6360,36,3,24,7,6430
SED54104,211,31,45,0,0,286,39,7,15,0,0,61,26,11,16,0,0,58,42,17,30,0,0,86,38,23,38,0,0,102,131,54,149,0,0,337,129,77,201,0,0,405,280,112,194,0,0,584,233,78,90,0,0,398,468,99,75,0,0,640,1218,83,50,0,0,1353,183,33,33,0,0,251,3001,615,939,3,4,4563
SED54203,51,0,0,24,4,81,39,0,0,0,0,38,32,0,0,12,0,39,48,7,0,7,0,59,56,3,0,16,0,72,139,0,0,26,0,172,123,4,0,22,0,148,174,4,0,36,3,215,88,0,0,12,0,100,62,0,0,12,0,77,56,0,0,16,3,78,65,0,0,16,0,82,926,26,0,188,20,1159
SED54304,105,61,113,0,0,273,38,10,38,0,0,86,27,9,35,0,0,79,42,15,53,0,0,110,77,33,107,0,0,216,148,99,397,0,0,643,188,148,539,5,0,875,442,213,548,3,0,1207,382,153,239,4,0,777,552,146,232,0,0,925,519,94,150,0,0,763,119,57,120,0,0,294,2629,1034,2573,15,5,6248
SED54403,68,12,5,0,0,83,32,9,0,4,0,45,23,9,0,4,0,43,87,18,0,0,0,104,104,19,3,3,0,130,312,46,4,10,0,372,357,29,0,6,0,396,448,47,3,5,0,502,222,12,0,4,5,233,220,7,0,0,0,241,203,7,0,4,6,216,125,7,0,0,0,138,2202,221,23,49,9,2508
SED54505,325,26,10,0,0,361,83,5,0,0,0,94,71,5,8,0,0,84,107,10,6,0,0,127,133,10,0,0,0,143,425,45,16,0,0,490,521,61,29,0,0,609,1021,83,38,0,0,1137,759,36,8,0,0,805,699,34,5,0,0,735,579,21,0,0,0,603,320,12,12,0,0,342,5044,360,125,0,0,5529
SED54605,250,20,11,0,0,280,111,14,6,0,0,126,83,7,4,0,0,102,163,27,11,5,0,202,269,29,23,0,0,331,1008,57,53,0,0,1116,1118,34,26,0,0,1182,1012,26,21,0,0,1054,355,7,19,0,0,378,245,11,8,0,0,259,151,5,6,0,0,158,311,12,7,0,0,332,5065,242,203,5,7,5522
SED54701,328,0,0,0,0,329,119,0,0,3,0,122,154,4,0,0,0,160,284,9,0,3,0,291,306,7,0,0,0,317,708,12,0,0,3,728,545,6,0,0,0,550,479,10,0,0,0,489,180,0,0,0,3,186,121,0,0,0,3,124,87,3,0,0,0,94,234,3,0,0,0,240,3548,48,3,15,12,3621
SED54804,192,81,12,0,0,287,57,24,5,0,0,85,39,29,8,0,0,67,69,50,10,0,0,139,91,67,18,0,0,190,291,254,46,0,0,591,376,438,83,0,0,905,824,652,77,0,0,1554,654,296,27,0,0,976,787,219,26,0,0,1031,554,111,21,0,0,689,222,135,18,0,0,372,4164,2351,351,6,0,6879
SED54905,191,96,25,0,0,312,44,21,4,0,0,67,46,20,12,0,0,78,63,40,9,0,0,109,54,34,17,0,0,108,173,191,98,0,0,458,228,225,90,0,0,543,477,306,84,0,0,870,407,147,42,0,0,596,515,134,38,0,0,688,738,116,26,0,0,882,188,79,26,0,0,295,3116,1409,478,0,7,5013
SED55005,329,8,0,0,0,333,120,5,0,0,0,118,110,7,0,0,0,117,185,4,0,0,0,193,274,15,0,0,0,292,1135,47,0,0,0,1182,1617,42,0,0,0,1666,2226,42,3,0,0,2268,979,3,0,0,0,981,609,3,0,0,0,615,377,5,0,0,0,380,488,3,0,0,0,493,8445,175,15,0,0,8639
SED55102,276,3,0,0,0,278,94,0,0,0,0,96,77,4,0,0,0,78,123,0,0,0,0,130,257,8,0,0,0,270,1042,40,0,0,0,1087,1618,40,0,0,0,1663,2428,59,3,0,0,2494,1160,18,0,0,0,1171,858,11,4,0,0,878,510,5,0,0,4,514,481,12,3,0,0,490,8921,198,19,0,3,9145
SED55202,305,22,7,0,0,332,105,14,0,0,0,120,103,7,0,0,0,112,222,28,14,0,0,257,355,38,6,0,0,400,1287,104,30,0,0,1425,1618,79,17,0,3,1716,1514,53,10,0,0,1579,454,6,0,0,0,462,242,12,4,0,0,253,152,3,0,0,0,159,373,15,0,0,0,391,6741,380,96,0,3,7216
SED55306,258,14,0,0,0,267,114,11,0,0,0,125,83,7,0,0,0,90,173,10,0,0,0,190,230,12,0,0,0,245,724,38,3,4,0,765,1101,37,3,4,0,1149,1441,44,0,0,0,1483,572,11,3,0,0,585,414,13,0,0,0,431,274,14,0,0,0,285,299,16,0,0,0,316,5673,231,11,17,6,5941
SED55405,186,52,16,0,0,252,71,13,6,0,0,93,53,15,12,0,0,75,93,23,11,0,0,132,110,40,26,0,0,177,421,199,82,0,3,702,574,260,103,0,0,933,969,284,84,4,0,1338,555,104,40,0,0,692,482,64,19,0,0,565,277,42,11,0,0,329,190,49,27,0,0,269,3971,1142,438,4,4,5562
SED55504,268,0,0,0,0,273,85,6,0,0,0,92,88,3,0,0,0,95,165,4,0,0,0,172,271,4,0,0,0,278,988,46,0,0,0,1043,1858,58,0,0,0,1917,2830,28,3,0,0,2861,1096,8,0,0,0,1103,646,0,0,0,0,650,384,0,4,0,0,392,514,11,0,0,0,525,9194,184,13,6,0,9395
SED55605,265,3,0,0,0,271,124,7,0,0,0,129,95,3,0,0,0,97,192,0,0,0,0,195,278,8,0,0,0,284,1335,17,0,0,0,1350,1951,19,0,0,9,1976,2339,8,6,5,12,2366,819,0,0,0,0,817,557,0,0,0,0,557,321,0,0,0,0,320,539,0,0,0,0,546,8815,71,8,5,22,8910
SED55706,296,3,4,0,4,308,167,3,0,0,0,164,117,4,0,0,0,123,266,7,0,3,3,276,325,11,3,0,0,346,1000,26,0,6,4,1041,921,18,0,0,0,945,856,19,3,0,6,883,321,6,0,0,0,333,286,5,0,0,0,295,173,7,0,0,4,180,294,4,3,0,5,305,5026,123,14,17,21,5198
SED55802,312,12,0,0,0,319,114,0,0,0,0,123,86,4,0,0,0,91,169,11,0,0,0,178,238,7,0,0,0,248,1164,51,5,0,0,1223,2312,100,0,0,0,2415,3222,111,4,0,0,3329,1187,16,0,0,0,1209,550,14,0,0,0,570,368,4,0,0,0,369,555,9,0,0,6,569,10278,346,14,0,8,10638
SED55905,269,14,0,0,0,289,70,17,0,0,0,92,100,10,3,0,0,116,149,17,4,0,0,169,210,35,17,0,0,263,631,121,50,0,0,804,964,114,40,0,0,1122,1400,90,9,0,0,1504,631,32,7,0,0,672,493,13,9,0,0,513,219,7,0,0,0,226,300,27,5,0,0,334,5443,509,159,0,0,6108
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
