SA3_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
50502,17,137,4,2961,7,5,12,15,15,19,8,7,10,56,1249,1403,16,3,11,8,3,8,0,3,6,94,112,266,5365,1147,152,3305,360,1722,190,1498,186,6397,1468,21784
50503,11,46,3,1272,12,4,6,18,10,13,7,15,8,41,1288,1417,7,4,11,11,4,3,0,6,5,91,110,257,4040,755,115,2719,355,1749,188,1101,226,5306,1472,18039
50601,9,20,0,566,11,4,0,3,3,6,3,0,0,34,518,584,7,0,5,4,0,0,0,5,6,45,47,119,1922,325,76,1231,170,900,75,556,87,2394,589,8311
50602,4,20,0,1133,8,0,0,3,3,9,0,4,4,8,619,663,3,0,8,0,3,0,0,3,0,11,40,77,2512,480,65,1422,146,848,74,495,98,1536,686,8367
50603,9,30,0,705,6,5,0,6,8,8,3,4,0,22,450,510,4,0,0,6,0,4,0,6,0,34,46,99,1602,543,63,1292,126,887,71,740,87,2984,517,8909
50604,8,11,0,472,3,5,5,5,0,6,5,10,4,23,585,654,3,4,5,10,0,0,0,0,4,54,69,150,1939,444,83,1442,155,1212,81,737,126,3390,732,10339
50605,11,36,0,607,7,0,0,5,3,3,3,6,3,28,384,436,6,3,3,4,0,5,0,0,3,34,29,98,1228,271,41,849,105,617,49,485,86,2337,446,6515
50606,0,10,0,272,5,7,0,0,0,4,0,0,0,10,226,246,7,0,3,4,0,0,0,0,0,15,16,46,735,103,40,503,61,292,29,187,33,751,250,2993
50607,4,80,0,1070,0,0,0,0,3,3,3,0,0,7,265,286,4,0,4,0,0,0,0,0,0,10,18,39,1185,259,24,763,62,529,34,427,35,1408,301,5030
50701,6,32,0,1170,8,0,4,6,4,11,0,8,3,21,734,805,10,0,0,4,0,0,0,4,0,31,60,112,2983,471,61,1841,240,1170,110,715,105,3055,826,11573
50702,5,60,0,932,3,0,0,0,3,5,0,6,0,3,293,326,3,0,0,5,4,0,0,0,0,13,9,35,964,243,33,732,84,401,55,390,44,1237,312,4496
50703,4,3,0,205,0,0,0,0,7,7,0,0,0,4,305,327,3,0,0,0,0,0,0,0,0,16,17,36,877,170,26,553,82,413,36,211,47,882,342,3640
50704,10,141,3,1800,3,0,3,12,4,10,4,9,3,24,497,571,9,0,0,9,0,0,0,3,0,67,45,132,1977,523,65,1430,140,922,80,1002,124,4542,576,11379
50705,22,29,0,951,9,0,0,9,9,20,3,4,4,41,1127,1235,15,0,5,6,0,7,0,4,4,76,63,180,2412,407,109,1784,256,1446,160,809,196,4322,1258,13164
50901,3,41,6,451,9,0,3,10,6,10,4,6,0,21,449,512,11,4,6,5,0,0,3,0,0,60,45,139,1243,483,96,1108,131,577,98,623,109,2667,564,7696
50902,15,37,0,489,3,3,0,3,0,9,0,14,0,14,553,609,11,6,12,5,0,5,0,0,3,54,56,157,1242,380,83,962,121,727,81,515,120,2339,662,7236
50903,0,17,0,203,3,0,0,3,0,3,0,5,5,8,164,194,7,5,3,5,0,0,0,0,0,11,25,65,535,148,32,422,46,211,22,159,43,654,201,2474
51001,0,4,0,293,3,0,3,3,3,0,4,0,4,6,261,297,5,0,3,0,0,0,0,0,0,20,31,68,879,92,35,300,46,205,25,98,25,451,312,2469
51002,4,0,0,454,0,0,3,0,0,4,0,0,0,5,156,169,0,0,3,3,0,0,0,0,0,0,19,29,718,37,30,217,59,171,11,32,23,127,175,1601
51003,4,3,0,667,4,0,0,0,0,0,0,0,0,4,194,211,0,0,0,0,0,0,0,0,0,0,15,18,934,40,43,281,91,195,18,51,31,115,214,2012
51101,5,16,5,169,4,0,6,4,0,0,0,0,0,8,147,168,0,0,0,4,0,0,0,0,0,17,9,34,400,88,24,280,28,148,23,108,11,522,173,1806
51102,0,0,0,76,0,0,0,0,0,0,0,0,0,0,95,103,0,0,4,0,4,0,0,0,0,13,5,28,288,48,19,134,32,90,11,45,19,215,109,1009
51103,8,0,0,577,0,0,5,3,3,4,4,0,0,8,240,270,3,0,3,3,0,0,3,7,0,13,32,70,1136,88,36,459,77,411,38,129,43,472,288,3178
51104,3,27,0,468,8,0,0,6,0,4,0,3,3,20,506,552,4,4,3,7,0,5,0,4,0,42,56,133,1210,281,66,867,108,543,64,423,86,1928,592,6165
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
