SA3_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
50502,1039,342,48,0,0,1429,288,99,18,0,0,406,244,121,26,0,0,391,421,250,53,0,0,721,593,360,63,0,0,1021,1925,1414,241,0,0,3586,2428,1846,247,0,0,4520,3767,2008,182,0,3,5963,2352,769,54,0,0,3179,2793,590,52,0,0,3437,2284,301,36,0,0,2626,1154,436,47,0,0,1642,19286,8540,1072,8,4,28908
50503,1241,55,6,5,0,1302,408,24,0,0,0,431,395,33,0,0,0,426,698,47,0,0,0,751,1104,61,3,0,0,1180,4394,316,22,3,3,4741,7354,321,8,0,3,7694,10713,207,10,0,6,10943,4508,46,8,0,0,4558,2629,32,0,0,0,2661,1475,20,5,0,0,1500,2069,70,6,0,0,2137,36992,1229,77,10,17,38320
50601,557,18,0,0,0,580,219,23,0,0,0,242,199,15,3,0,0,216,413,54,0,6,0,473,626,67,5,0,0,697,2421,146,11,0,0,2578,3611,122,5,0,4,3739,4550,41,0,0,0,4588,1822,10,0,0,4,1843,1075,7,0,0,0,1084,579,8,0,0,0,598,856,19,5,0,0,881,16928,542,35,10,13,17523
50602,328,72,33,0,0,435,122,20,11,0,0,144,71,11,15,0,0,101,178,43,22,0,0,247,223,71,58,0,0,353,792,304,198,0,3,1294,1112,376,253,0,3,1746,1627,395,214,4,4,2238,856,148,81,0,0,1092,756,92,73,0,0,922,399,59,51,0,0,507,339,66,57,0,0,466,6816,1658,1070,4,10,9554
50603,580,53,17,0,0,649,158,24,4,0,0,193,157,21,13,0,0,191,249,54,16,0,0,312,325,54,22,0,0,405,1213,276,71,0,0,1562,1720,290,72,0,0,2081,2426,232,64,0,0,2724,1163,70,14,0,0,1251,966,61,9,0,0,1040,753,32,3,0,0,785,595,65,23,0,0,679,10305,1225,317,7,4,11855
50604,782,36,7,4,0,819,281,16,0,0,0,306,269,15,0,0,0,287,501,31,14,0,0,546,777,70,10,0,0,862,2947,206,44,0,0,3204,3909,187,35,4,3,4132,4470,122,18,3,3,4615,1709,31,0,0,0,1747,1084,20,5,0,0,1112,678,13,0,0,0,692,1069,39,3,0,0,1110,18473,795,140,15,8,19426
50605,358,13,3,0,0,372,123,5,0,0,0,131,136,8,0,0,0,142,206,5,5,0,0,211,307,11,0,0,0,324,1130,42,3,0,0,1179,1719,49,0,3,0,1769,2538,34,0,0,3,2572,1039,3,0,0,0,1045,796,7,3,0,0,806,476,0,0,3,3,488,539,9,0,0,0,553,9375,179,15,13,3,9588
50606,162,0,0,0,0,162,50,0,4,0,0,48,47,0,0,0,0,47,81,0,0,0,0,83,162,6,0,0,0,161,701,7,4,0,0,719,1293,12,0,0,0,1307,1900,4,0,0,3,1909,854,0,0,0,3,855,552,0,0,0,0,552,312,0,0,0,0,317,326,0,0,0,0,327,6441,30,5,5,6,6488
50607,187,96,24,0,0,303,44,21,4,0,0,67,46,18,12,0,0,77,60,38,9,0,0,107,56,38,17,0,0,115,174,193,92,0,0,460,229,220,90,0,0,549,472,303,89,0,0,866,413,149,42,0,0,596,522,137,38,0,0,701,745,109,26,0,0,884,189,78,24,0,0,292,3133,1395,482,0,7,5012
50701,682,72,24,0,0,782,191,24,0,0,0,218,231,24,13,0,0,268,387,43,21,0,0,452,512,65,53,0,0,631,1819,307,152,0,0,2274,3233,383,138,0,0,3753,5028,278,104,0,7,5407,2282,105,25,0,0,2411,1654,56,28,0,0,1740,927,34,19,0,0,980,915,69,35,0,6,1027,17862,1458,614,3,9,19938
50702,201,47,26,0,0,272,69,13,13,0,0,96,51,21,3,0,0,67,79,14,12,0,0,106,97,25,25,0,0,147,311,80,102,0,0,496,379,99,93,0,0,568,811,182,88,0,0,1080,517,107,46,0,0,676,617,110,53,0,0,778,565,65,53,0,0,687,232,48,40,0,0,316,3938,806,550,3,3,5305
50703,252,0,6,0,0,261,121,0,4,0,0,128,104,3,3,0,0,111,203,0,3,0,0,212,366,15,16,0,0,392,1409,29,27,0,0,1458,1939,21,11,0,4,1977,2112,17,8,0,0,2138,694,3,0,0,0,699,371,3,0,0,0,379,222,0,0,0,0,220,410,7,0,0,0,415,8210,105,80,0,5,8400
50704,656,88,17,0,0,759,181,23,9,0,0,207,171,26,8,0,0,206,222,54,6,0,0,284,296,63,24,0,0,380,851,248,77,0,0,1170,1004,351,110,0,0,1470,2140,444,79,0,0,2663,1631,196,40,0,0,1867,1901,180,23,0,3,2105,1724,141,22,0,4,1894,656,109,23,0,0,787,11434,1928,429,0,7,13801
50705,683,37,11,0,0,721,312,18,6,0,0,330,253,8,4,0,0,273,507,34,11,5,0,554,753,52,26,0,0,834,3423,109,55,3,3,3590,5153,78,33,0,9,5262,6033,59,26,5,12,6127,2046,11,16,0,0,2074,1217,12,8,0,0,1245,736,6,6,0,0,751,1258,18,7,0,0,1294,22368,433,215,16,24,23053
50901,407,10,0,0,0,416,219,7,0,0,0,227,184,12,0,0,0,192,361,12,0,0,0,375,437,10,3,0,0,453,1354,29,0,3,5,1391,1367,20,0,0,0,1390,1229,20,0,0,8,1257,402,11,0,0,0,415,283,14,0,0,0,298,191,3,0,0,0,199,381,4,0,5,0,392,6811,153,10,16,21,7006
50902,465,4,0,3,0,475,224,0,0,0,0,227,251,3,0,0,5,257,404,6,0,0,0,413,471,5,0,4,0,483,1104,4,0,4,4,1120,1004,0,0,0,5,1019,1051,4,0,5,4,1062,505,0,0,4,3,507,342,0,0,0,0,347,207,0,0,0,3,208,373,3,0,3,0,381,6414,28,9,28,26,6502
50903,178,0,0,0,0,178,76,0,0,0,0,80,87,0,0,0,0,87,172,0,0,0,0,169,170,0,0,0,0,175,362,0,0,0,0,361,249,0,0,0,0,254,186,0,0,0,0,190,68,0,0,0,0,70,49,0,0,0,0,50,42,0,0,0,0,42,130,4,0,0,0,135,1778,5,0,4,6,1790
51001,54,5,0,0,0,64,12,0,0,0,0,14,13,4,0,0,0,17,38,5,0,5,0,44,51,4,5,4,0,62,162,14,5,0,0,184,212,17,6,0,0,235,370,22,5,10,0,399,235,7,0,4,0,253,242,4,0,3,0,250,139,0,0,7,6,157,99,5,0,3,3,112,1619,94,23,40,18,1794
51002,32,3,0,0,0,36,24,4,0,0,0,26,16,8,0,0,0,25,54,9,0,0,0,64,69,15,0,4,0,87,151,15,3,0,0,169,117,8,0,0,0,129,117,12,0,3,0,133,55,4,0,0,0,58,68,0,0,0,0,68,61,4,0,0,0,64,57,0,0,0,0,66,819,84,11,13,3,929
51003,39,4,0,0,0,44,9,4,0,0,0,11,11,4,0,0,0,13,35,8,0,0,0,42,31,6,0,0,0,42,165,33,4,6,0,200,242,21,0,0,0,268,336,32,0,0,0,366,156,10,0,0,0,168,158,7,0,3,0,165,151,0,0,0,0,160,65,5,0,3,0,78,1401,141,12,14,0,1563
51101,112,0,0,0,0,112,26,0,0,0,0,33,35,0,0,0,0,39,65,7,0,0,0,72,97,5,0,0,0,106,315,10,0,0,0,321,285,6,0,0,0,284,302,10,0,0,0,314,125,0,0,0,0,121,82,0,0,0,3,86,44,0,0,0,0,48,88,0,0,0,0,92,1574,36,0,7,9,1623
51102,35,0,0,5,0,36,22,0,0,0,0,25,25,0,0,3,0,27,34,0,0,0,0,34,39,5,0,0,0,47,111,4,0,6,0,121,100,3,0,0,0,109,139,0,0,10,0,151,69,0,0,3,0,75,51,0,0,5,0,57,35,0,0,6,6,47,46,0,0,4,0,50,713,17,0,40,3,770
51103,124,9,0,0,0,132,76,4,0,0,0,84,96,11,0,0,0,106,220,17,0,0,0,237,290,31,0,0,0,321,857,74,5,4,0,942,870,37,0,0,0,910,858,43,0,4,0,908,298,6,0,0,0,309,237,9,0,0,0,249,120,4,0,0,0,123,236,10,0,0,0,247,4291,248,12,12,0,4561
51104,270,14,0,6,5,296,158,5,0,0,0,165,119,9,0,0,0,130,308,15,6,3,0,335,381,25,3,0,0,405,1086,39,3,4,0,1134,1098,30,3,7,4,1150,1162,30,0,5,0,1203,383,7,0,0,0,396,317,13,0,0,0,333,197,7,0,0,4,216,358,6,4,7,0,371,5843,206,24,33,22,6127
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
