SA3_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
50705,0,0,0,7,11,6,3,4,0,38,0,4,14,78,46,30,17,4,0,189,0,3,0,14,11,15,28,13,5,84,0,0,4,8,0,3,3,3,3,26,4,324,677,1510,1581,1911,1237,1024,327,8598,0,0,4,21,14,8,4,0,0,50,0,0,0,21,12,6,13,0,4,56,0,10,6,80,40,47,79,46,6,311,0,0,0,6,0,0,0,4,0,12,0,7,0,19,11,3,3,0,0,41,4,26,34,261,47,45,33,33,3,489,0,14,17,117,50,14,14,0,4,228,0,0,3,18,4,4,0,0,0,25,0,5,3,7,0,0,0,0,0,17,0,35,31,131,57,42,44,32,8,378,0,6,7,18,6,23,31,17,6,121,0,0,9,30,20,9,5,0,0,73,0,3,0,32,10,6,0,0,0,49,0,0,0,6,0,11,0,0,0,16,0,10,9,53,37,29,21,13,0,171
50901,0,0,0,0,0,0,0,0,0,0,0,0,4,32,10,10,4,0,0,74,0,0,0,0,0,5,3,3,0,12,0,0,0,0,0,0,0,0,0,3,0,15,44,193,284,578,528,433,169,2238,0,0,0,0,5,0,0,0,0,5,0,3,0,12,4,4,7,3,0,28,0,0,4,56,32,23,66,37,10,230,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,0,0,0,9,0,3,3,36,10,7,15,10,3,87,0,3,3,39,16,5,14,0,0,83,0,0,5,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,16,5,16,9,12,3,59,0,5,0,16,5,12,16,21,16,92,0,0,0,12,0,5,0,0,0,28,0,0,3,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,16,4,4,0,53
50902,0,0,0,0,0,0,0,0,0,0,0,0,3,11,16,8,0,0,0,38,0,0,0,0,0,4,3,0,0,5,0,0,0,3,0,0,5,0,0,5,0,18,47,220,306,523,405,246,71,1845,0,0,0,0,0,0,0,0,0,3,0,0,5,15,4,5,3,0,0,29,0,0,0,34,14,28,58,23,8,147,0,0,0,0,0,0,0,6,0,4,0,0,0,11,4,5,0,0,0,11,0,10,0,47,3,18,13,11,3,100,0,4,3,11,14,6,6,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,43,12,12,11,10,0,87,0,0,0,7,0,9,18,7,3,47,0,0,0,6,4,0,0,0,0,11,0,0,0,9,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,8,7,4,0,36
50903,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,56,52,109,106,69,23,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,8,16,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,4,20,0,5,0,0,0,35,0,0,0,10,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,3,5,0,30,0,0,0,0,0,0,6,9,0,16,0,0,0,7,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,17
51001,0,0,0,16,0,0,0,0,0,16,0,0,9,66,3,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,19,137,82,114,41,11,0,412,0,3,0,6,3,0,0,0,0,16,0,0,7,41,0,5,0,0,0,57,0,0,11,41,12,18,3,5,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,0,10,0,49,4,5,4,0,0,73,0,0,0,14,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,32,6,0,0,0,0,46,0,0,3,23,3,0,0,5,0,35,0,0,0,15,8,0,0,0,0,23,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,21,6,7,4,0,0,34
51002,0,0,0,4,0,0,0,0,0,4,0,0,4,37,5,6,6,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,7,84,25,59,13,3,0,202,0,0,0,4,7,0,0,0,0,18,0,0,3,11,0,0,0,0,0,16,0,0,0,16,6,0,5,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,10,0,12,5,71,11,7,0,0,0,104,0,13,5,40,14,4,0,0,0,84,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,0,0,0,42,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,20,7,5,0,5,0,40
51003,0,0,0,3,4,3,0,0,0,6,0,0,5,31,9,0,0,0,0,45,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,9,18,147,61,76,12,12,0,325,0,0,0,3,0,0,3,0,0,11,0,0,6,20,4,0,0,0,0,32,0,0,3,15,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,11,4,11,5,86,15,4,0,0,0,132,0,11,4,43,17,5,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,46,7,6,0,0,0,62,0,0,5,6,0,0,0,0,0,15,0,0,0,13,3,0,0,0,0,22,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,11,6,5,0,0,0,31
51101,0,0,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,56,33,78,66,47,20,308,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,13,7,3,8,9,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,14,0,0,0,4,3,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,22,0,0,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,10
51102,0,0,0,7,0,0,0,0,0,10,0,0,0,15,3,0,0,0,0,19,0,0,0,0,0,4,4,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,44,21,54,33,16,8,187,0,0,0,0,4,0,0,0,0,5,0,0,4,11,0,0,0,0,0,16,0,0,9,18,5,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,14,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,10,0,0,0,3,0,19,0,0,0,14,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,32
51103,0,0,0,12,3,5,0,0,0,22,0,0,0,44,12,7,3,0,0,64,0,0,0,0,4,7,0,0,0,18,0,0,0,5,0,0,4,0,0,7,0,11,18,87,63,104,59,26,3,366,0,4,5,31,4,4,0,0,0,49,0,0,0,7,0,0,0,0,0,16,0,0,0,16,8,4,10,0,0,46,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,11,8,107,16,7,11,4,0,167,0,0,4,31,16,4,0,0,0,66,0,0,0,11,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,5,0,31,0,3,0,4,0,48,0,0,0,4,0,5,0,0,4,17,0,0,0,0,4,0,0,0,0,7,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,14,7,9,0,0,0,36
51104,0,0,0,0,0,0,0,0,0,7,0,0,0,23,11,9,3,0,0,47,0,0,0,0,0,0,0,3,0,3,4,0,0,5,0,0,0,0,0,12,0,16,39,147,184,271,229,174,57,1116,0,0,3,11,8,9,0,0,0,29,0,0,0,7,0,4,0,0,0,18,0,0,3,37,20,26,26,15,5,131,0,0,0,4,0,6,0,0,0,8,0,0,0,5,0,0,0,0,0,10,0,17,3,70,6,8,5,9,0,131,0,6,4,36,16,0,4,0,0,73,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,20,13,3,20,7,4,62,0,3,0,5,3,8,19,19,15,72,0,0,0,4,7,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,8,4,0,0,44
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,4,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,44,18,45,31,4,0,155,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,15,0,0,4,7,3,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,20,0,0,0,12,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
