SA3_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
50602,1801,1494,655,362,447,287,127,5174,304,276,144,83,109,26,16,960,405,330,158,93,103,44,30,1150,1189,954,513,314,402,149,56,3566,24,8,0,0,3,3,0,42,3730,3060,1469,852,1057,503,221,10893,94,173,109,82,119,79,56,715,64,71,52,36,48,16,15,306,43,60,34,30,35,11,12,223,184,284,170,153,158,44,34,1034,13,23,10,0,11,0,0,61,400,602,384,303,373,153,116,2335,4128,3663,1846,1154,1436,658,342,13233
50603,2969,3303,1961,1255,1608,1013,623,12735,350,322,206,157,184,99,51,1367,412,366,241,139,196,83,53,1481,984,1000,670,464,601,252,114,4086,9,12,10,4,0,4,0,47,4722,5010,3090,2022,2588,1450,838,19716,154,274,223,187,307,154,122,1430,57,78,80,48,60,22,4,354,34,67,55,44,85,29,21,336,178,276,189,168,201,67,29,1107,29,20,20,3,7,0,0,88,456,715,570,451,662,279,174,3309,5174,5726,3663,2475,3253,1725,1015,23026
50604,4289,4547,2342,1374,1879,1087,740,16258,466,448,303,199,228,78,36,1750,583,530,255,175,206,69,41,1856,1645,1737,1112,726,855,231,115,6423,47,37,20,18,5,0,0,124,7028,7295,4028,2494,3176,1464,929,26412,236,387,246,176,284,169,126,1617,123,189,106,80,84,27,26,635,79,117,84,69,67,29,17,463,585,726,491,337,373,83,53,2642,39,30,23,17,9,3,4,129,1062,1447,950,678,816,316,224,5497,8085,8745,4978,3172,3992,1781,1151,31911
50605,756,805,490,317,378,183,112,3052,293,275,183,152,165,64,36,1169,316,344,185,137,157,48,33,1213,1461,1560,1004,651,741,252,124,5795,18,16,18,4,9,0,0,62,2849,3007,1871,1264,1450,544,309,11285,39,80,74,44,51,22,21,316,37,80,38,40,42,22,10,267,32,51,55,27,35,11,7,223,223,416,334,227,245,47,29,1530,11,19,13,3,3,0,5,55,345,653,513,334,380,102,71,2388,3191,3656,2390,1592,1825,643,372,13676
50606,466,538,290,170,209,95,35,1810,281,251,123,84,94,30,5,873,256,251,133,74,86,17,8,814,1347,1165,636,426,420,79,41,4112,11,15,9,7,0,0,0,49,2359,2219,1192,763,812,222,92,7658,33,62,33,18,33,10,6,193,47,54,35,18,22,3,5,187,31,49,20,25,21,8,0,155,204,253,150,104,98,12,12,829,3,3,3,5,0,0,0,20,323,424,245,172,173,33,19,1380,2687,2639,1435,931,987,254,111,9042
50607,633,620,293,162,253,177,124,2270,231,168,117,86,123,67,27,812,230,222,135,107,120,70,36,913,659,597,436,318,383,226,92,2708,12,6,0,0,0,0,0,16,1768,1611,977,674,879,534,283,6719,32,66,55,40,60,50,24,323,26,46,30,23,15,12,9,160,20,29,31,6,15,10,12,122,65,104,91,74,90,44,27,491,6,9,10,4,0,5,0,31,148,254,208,146,182,114,81,1129,1916,1870,1182,814,1064,649,358,7846
50701,2213,2100,1076,667,904,477,318,7772,738,651,326,199,245,113,60,2341,886,745,373,220,267,114,63,2656,2824,2497,1524,980,1125,381,193,9522,17,24,10,8,0,0,4,66,6685,6015,3309,2077,2546,1091,632,22348,112,232,160,119,172,65,67,920,127,177,134,85,108,43,19,693,73,143,88,75,70,23,19,499,422,707,470,347,403,112,53,2500,30,31,14,15,6,4,3,104,762,1290,863,636,759,242,153,4717,7443,7310,4176,2717,3302,1329,784,27065
50702,326,257,140,98,139,70,28,1054,266,247,152,102,155,61,38,1019,306,237,133,101,113,60,25,972,870,746,426,328,410,189,92,3059,3,0,5,3,0,0,0,19,1773,1496,847,620,815,380,189,6116,21,28,34,33,36,12,8,184,25,52,33,27,32,9,13,190,13,39,34,24,40,14,8,175,84,159,137,87,125,59,31,685,11,8,4,0,0,0,0,21,166,280,240,169,243,98,65,1258,1941,1776,1090,786,1053,476,251,7372
50703,1228,1188,564,332,431,216,114,4073,290,232,105,81,72,19,12,808,341,227,101,73,57,14,8,812,1145,976,547,324,353,71,26,3442,6,12,10,4,0,0,0,34,3012,2634,1319,810,909,315,162,9166,81,110,90,59,69,48,23,477,95,79,56,37,42,4,9,327,44,73,37,25,25,5,5,217,352,434,244,197,169,24,9,1430,21,19,3,3,4,0,0,51,590,719,424,326,316,87,49,2505,3605,3353,1746,1135,1223,398,216,11675
50704,1380,1935,1167,745,1001,670,349,7241,551,605,366,242,323,186,86,2370,640,695,409,265,312,167,98,2581,2002,2186,1398,983,1272,658,364,8862,9,19,12,6,0,0,0,49,4586,5439,3354,2236,2915,1673,897,21100,53,158,164,128,177,108,62,861,61,88,90,72,88,54,17,475,38,79,57,55,88,37,18,380,156,308,276,230,304,118,71,1469,12,20,15,11,4,6,0,61,319,661,604,508,664,318,172,3248,4905,6098,3960,2744,3572,1993,1075,24348
50705,1526,1933,1273,903,1147,396,217,7389,952,884,463,259,341,62,31,3007,978,929,488,288,321,92,30,3124,3668,3522,2179,1392,1550,350,139,12795,30,39,21,14,8,0,0,108,7152,7310,4421,2862,3362,901,420,26427,143,258,213,162,229,68,45,1125,242,310,213,129,137,34,18,1088,111,198,137,107,118,25,14,713,926,1266,840,626,618,103,61,4445,43,37,36,8,7,5,0,140,1473,2071,1441,1029,1116,237,138,7516,8628,9384,5862,3886,4482,1136,563,33937
50901,281,322,209,162,211,38,16,1230,181,219,132,88,120,19,3,760,268,250,152,109,108,10,0,902,1818,1919,1159,740,816,67,5,6522,11,18,9,12,10,0,0,58,2565,2727,1662,1113,1258,127,21,9476,25,34,32,21,35,3,3,159,24,46,37,32,46,6,0,197,16,52,53,39,42,3,0,214,337,551,345,275,306,26,9,1842,19,29,16,9,0,0,0,80,426,716,483,372,430,43,8,2485,2993,3444,2145,1487,1692,173,39,11964
50902,169,211,145,98,133,20,14,791,139,146,89,59,68,6,10,521,237,201,127,84,73,9,6,733,1500,1741,1019,563,533,80,14,5445,12,13,5,10,4,0,0,42,2054,2314,1385,815,806,113,39,7533,12,22,16,7,17,3,6,74,26,61,27,25,16,3,0,156,28,42,28,16,25,0,0,144,290,406,304,203,225,14,5,1443,21,21,10,15,4,0,0,69,382,546,387,272,284,21,8,1888,2431,2855,1772,1086,1093,132,48,9416
50903,72,79,41,20,26,3,0,245,39,48,22,17,9,3,0,144,105,93,39,24,22,0,0,284,592,702,404,183,144,8,4,2038,8,7,5,5,0,0,0,26,825,925,510,250,196,17,4,2737,8,9,5,0,5,0,0,23,8,16,7,8,7,0,0,45,0,8,7,4,7,0,0,31,86,153,112,68,64,4,4,489,8,9,0,7,6,0,0,25,116,185,128,83,91,0,5,612,930,1116,640,331,283,24,8,3341
51001,176,144,76,30,45,4,0,479,80,72,38,24,14,3,0,237,116,114,47,24,25,3,0,336,1283,1314,761,422,301,23,3,4101,17,18,12,5,0,0,0,54,1672,1664,929,508,389,36,3,5206,9,14,7,8,6,3,0,46,6,12,5,11,4,0,0,45,8,18,14,14,4,0,0,56,532,686,434,267,210,14,0,2146,24,44,22,14,0,0,0,107,573,779,490,305,228,15,5,2392,2243,2441,1412,814,622,54,10,7592
51002,263,280,133,90,80,4,4,861,141,82,44,17,14,0,0,296,172,137,59,35,20,0,0,424,938,838,448,243,169,5,4,2643,12,11,0,3,5,0,0,31,1514,1343,696,386,288,11,3,4247,10,18,12,10,19,0,0,63,12,17,14,11,10,0,0,55,8,19,3,3,0,4,0,36,136,213,110,78,60,9,0,620,14,11,7,0,0,0,0,40,183,272,151,106,91,14,0,814,1699,1616,844,487,382,25,9,5066
51003,322,272,157,77,121,10,0,961,172,148,49,26,31,0,0,426,237,235,115,45,41,3,0,673,1157,1306,639,377,355,20,0,3848,10,14,0,0,0,0,0,22,1894,1971,961,523,550,26,5,5933,8,15,9,11,16,0,0,63,4,13,12,6,11,0,0,43,11,13,5,9,9,0,0,53,106,146,110,82,64,0,0,510,0,6,4,0,0,0,0,17,127,196,146,111,102,0,0,685,2021,2168,1109,633,652,29,5,6617
51101,65,78,39,21,31,5,0,227,58,72,25,26,16,0,0,201,72,89,30,11,13,0,0,220,508,523,331,227,199,15,5,1803,4,9,0,0,0,0,0,14,701,763,423,282,269,19,6,2462,12,6,9,0,8,0,0,28,10,18,5,7,7,0,0,56,10,17,5,13,8,0,0,46,99,121,64,62,78,3,3,438,4,12,4,0,3,0,0,26,138,177,90,82,99,7,3,592,838,936,513,371,371,24,4,3056
51102,48,36,20,19,8,0,0,132,25,22,14,5,7,0,0,76,73,39,20,9,8,0,0,143,266,294,148,78,75,4,3,865,3,5,4,0,0,0,0,12,412,396,204,109,100,6,4,1230,5,9,10,0,5,0,0,25,0,6,4,0,5,0,0,19,0,12,8,5,0,0,0,19,69,72,52,24,31,0,0,254,0,5,3,3,0,0,0,14,76,96,74,37,39,0,0,324,490,490,274,145,143,7,4,1553
51103,433,495,245,157,177,22,8,1540,163,153,77,38,44,0,0,478,213,189,97,57,54,0,0,609,1200,1073,582,393,369,14,7,3636,18,11,7,0,0,0,0,33,2037,1928,1006,647,644,41,11,6303,34,47,31,26,36,4,0,174,38,47,21,18,16,0,0,134,25,29,16,14,14,0,0,91,258,327,227,147,119,10,0,1087,17,19,13,8,0,0,0,68,367,469,309,209,181,15,0,1550,2399,2388,1311,856,826,51,16,7851
51104,208,239,162,103,111,12,14,852,112,143,93,50,60,10,0,477,196,186,80,66,76,5,3,614,1647,1732,1017,656,717,68,12,5854,6,12,11,0,0,0,0,33,2179,2316,1364,883,962,97,30,7834,12,23,27,14,26,6,0,98,33,61,49,24,33,3,4,209,19,30,31,21,33,5,0,135,407,601,441,281,278,23,7,2034,13,32,7,19,6,0,0,76,484,748,554,358,374,35,7,2552,2664,3060,1920,1240,1337,127,44,10385
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
