SA3_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
50703,0,3,14,33,25,11,5,5,0,98,0,9,48,145,79,46,22,9,0,360,0,3,3,36,11,7,0,7,0,71,0,0,4,4,0,0,0,0,0,6,0,14,13,11,0,0,0,0,0,35,0,0,0,6,0,0,0,0,0,4,0,7,7,30,10,13,5,0,0,65,0,0,5,15,12,13,0,0,0,46,0,4,0,20,7,7,3,11,4,60,0,15,30,86,41,19,0,0,0,189,0,47,74,307,130,91,57,36,9,744,78,157,137,475,171,120,76,27,10,1256,1932,3457,2998,8007,2950,2031,1301,628,179,23482,0,0,0,3,0,0,0,0,0,5,1757,2567,1718,3946,1362,955,687,255,74,13319,0,0,0,20,3,0,0,0,0,33,0,0,0,4,4,4,0,0,0,16,0,0,0,15,0,3,0,0,0,26,0,3,0,10,4,0,0,0,0,16,0,7,3,19,3,4,5,0,0,44
50704,0,59,90,232,121,92,119,46,16,775,0,37,125,194,191,127,105,44,19,841,0,11,20,65,51,33,57,20,4,259,4,11,4,43,12,4,12,0,0,96,6,19,25,19,9,6,11,3,0,94,0,0,0,14,3,4,5,0,0,22,5,37,42,69,33,27,36,15,0,265,0,6,12,40,31,33,15,0,0,143,0,4,9,30,34,27,29,23,3,157,0,0,26,62,57,53,25,13,5,237,12,110,127,402,197,242,215,148,44,1502,55,131,152,506,269,258,204,154,119,1855,2593,6775,6518,11962,6704,6295,5675,3128,1261,50918,0,0,0,3,6,0,0,0,0,10,2369,5504,4946,7097,3973,3708,3235,1899,1173,33910,0,5,5,33,10,0,0,0,0,56,0,0,0,11,6,12,7,0,0,44,0,4,13,69,16,4,3,0,0,108,3,0,3,13,0,0,0,0,0,18,5,18,13,66,35,25,17,0,4,177
50705,0,9,10,28,32,22,9,6,0,106,7,91,198,411,283,168,67,32,9,1260,0,0,0,12,5,0,0,4,0,39,0,0,0,8,0,0,0,0,0,13,0,26,20,14,3,0,0,0,0,65,0,0,0,0,0,4,0,0,0,8,5,17,29,65,24,39,20,10,0,213,0,13,17,35,16,11,7,0,0,91,0,14,29,62,43,66,45,33,13,300,0,18,46,99,73,48,20,6,0,313,0,75,118,321,246,234,174,120,30,1319,175,422,549,1532,647,490,280,223,127,4453,4816,10329,8679,17806,8747,7755,5146,2947,853,67085,0,0,0,0,0,0,0,0,0,3,4115,8403,5974,11995,4847,3723,2928,1362,511,43853,0,3,0,16,0,0,0,0,0,19,0,0,0,19,9,19,7,3,0,60,0,4,0,30,9,7,0,3,0,65,0,5,0,8,3,0,0,0,0,19,0,12,3,72,30,16,13,3,0,151
50901,0,0,0,3,10,5,4,3,0,27,0,25,34,92,74,50,26,20,10,336,0,0,6,7,0,3,3,5,0,29,0,0,0,10,0,0,0,0,0,11,0,27,39,16,0,0,0,0,0,85,0,0,0,7,0,0,0,0,0,8,0,4,6,12,11,31,21,15,3,99,0,5,5,16,6,3,0,0,0,39,0,0,0,9,9,15,20,11,3,63,0,0,4,13,17,13,26,3,0,75,0,15,33,129,50,62,84,46,19,433,107,261,225,557,313,370,310,169,76,2381,1701,4016,3292,6605,3860,4472,4040,2136,709,30830,0,0,11,21,10,0,0,0,0,40,1474,3370,2467,4855,2923,3054,2644,1345,570,22697,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,6,29,13,19,8,9,0,93
50902,0,0,0,0,8,0,3,0,0,21,3,11,14,57,43,44,31,3,0,206,0,0,4,23,3,0,3,0,0,29,0,0,0,18,0,0,0,0,0,21,0,0,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,5,7,7,20,6,7,0,58,0,0,10,25,11,8,0,0,0,55,0,0,0,9,9,10,13,9,0,51,0,0,6,19,18,22,7,9,0,77,0,4,33,162,52,66,78,46,10,450,111,314,316,745,552,594,494,273,78,3472,1411,3328,2756,5961,3832,4708,4321,2058,504,28873,0,0,0,0,0,0,0,0,0,0,1205,2794,1874,3954,2482,2854,2465,1190,450,19270,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,14,0,3,0,6,8,12,0,0,0,34
50903,0,0,0,0,0,0,3,0,0,7,3,12,4,27,25,11,6,0,0,83,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,3,0,0,11,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,4,0,0,6,0,0,0,8,0,5,0,0,0,20,0,3,4,44,12,13,17,13,3,107,45,148,107,241,156,176,152,85,18,1129,525,1252,916,2068,1342,1521,1387,692,203,9908,0,0,0,0,0,0,0,0,0,0,479,1008,652,1480,919,1042,826,454,203,7071,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,3,0,4,0,3,3,0,0,15
51001,0,0,0,3,0,0,3,0,0,9,0,0,3,30,13,15,7,0,0,67,0,0,0,12,6,0,0,0,0,24,0,0,0,9,0,0,0,0,0,9,0,0,3,8,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,3,0,0,0,13,9,7,8,0,4,39,0,5,3,8,0,0,0,0,0,18,0,0,0,4,0,5,4,0,0,18,0,0,0,14,5,10,4,0,0,36,0,10,17,126,27,21,17,7,0,235,150,356,298,736,392,347,182,61,11,2529,1380,2839,2140,5255,2355,1892,1070,321,66,17306,0,0,0,0,0,0,0,0,0,0,1119,2299,1839,4048,1594,1256,608,192,49,13017,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,8,0,0,0,14,3,4,0,0,0,29
51002,0,5,0,8,7,3,6,0,0,30,0,3,18,61,43,29,0,0,0,158,0,3,0,21,8,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,3,0,0,0,20,0,0,0,5,0,5,0,0,0,10,0,0,0,4,3,3,4,0,0,18,0,0,3,11,0,0,0,0,0,19,0,0,0,5,0,0,0,0,0,8,0,0,8,37,41,25,0,0,0,115,0,10,9,138,54,52,14,0,0,293,86,210,269,1420,540,406,76,12,6,3022,1020,1748,1435,5873,2195,1704,409,86,19,14487,0,0,0,0,0,0,0,0,0,0,857,1376,850,2520,684,498,171,42,18,7015,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,21
51003,0,3,0,7,3,0,0,0,0,18,0,6,12,71,41,15,5,0,0,163,0,6,3,27,6,5,0,0,0,44,0,0,0,17,0,0,0,0,0,18,0,10,19,8,4,5,0,0,0,49,0,0,0,3,0,0,0,0,0,3,0,4,0,14,3,0,0,0,0,29,0,0,0,19,4,4,0,0,0,25,0,0,0,8,0,0,3,0,0,20,0,0,3,29,16,12,0,0,0,60,0,10,14,129,45,31,14,4,0,253,175,341,303,1267,462,324,97,16,4,2988,1345,2498,1678,6262,2392,1594,445,105,12,16330,0,0,0,4,0,0,0,0,0,4,1047,1860,922,3030,1043,526,185,53,3,8678,0,0,0,4,0,0,0,0,0,8,0,0,0,3,5,0,0,0,0,8,0,0,0,5,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,10,0,0,0,24,0,5,0,0,0,37
51101,0,0,0,0,5,0,0,0,0,4,4,10,15,39,19,18,7,3,0,116,0,4,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,13,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,11,0,0,0,6,3,0,0,0,0,21,0,4,6,25,9,7,3,9,0,64,41,112,100,207,150,141,102,72,12,936,490,1081,872,1839,1145,1162,876,504,127,8093,0,0,0,0,0,0,0,0,0,0,434,892,640,1341,760,713,574,374,140,5863,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,6,0,0,0,11,4,4,0,0,0,18
51102,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,0,0,0,0,32,0,0,0,3,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,9,0,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,13,5,4,3,0,0,30,0,5,6,16,25,15,4,0,0,63,0,0,0,0,0,6,5,0,0,10,0,0,0,7,4,3,0,0,0,12,0,6,3,54,12,14,21,8,0,123,47,94,89,221,114,96,74,33,5,766,325,593,490,1306,722,709,542,227,35,4954,0,0,0,0,0,0,0,0,0,0,244,432,350,793,390,390,263,110,22,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,16
51103,0,0,0,8,4,3,0,0,0,13,4,21,38,97,67,37,12,4,0,287,0,0,0,19,9,0,6,0,0,26,0,0,0,10,0,0,0,0,0,10,0,11,11,16,4,0,0,0,0,46,0,0,0,5,0,0,0,0,0,4,0,3,0,11,9,5,3,0,0,29,0,0,6,11,4,0,0,0,0,19,0,0,0,7,5,6,5,0,0,18,0,11,22,71,40,26,4,0,0,181,10,25,20,164,71,42,26,15,7,375,149,292,338,1106,474,411,197,73,13,3052,1429,2711,2532,6573,2891,2599,1364,460,82,20641,0,0,3,3,0,0,0,0,0,7,1169,1984,1564,3254,1465,1199,662,274,100,11668,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,3,0,15,0,0,0,0,0,27,0,0,4,5,0,0,0,0,0,10,0,0,0,6,8,11,0,0,0,28
51104,0,3,0,8,5,0,0,0,0,19,0,22,40,96,60,47,19,12,0,275,0,0,0,6,7,4,0,0,0,17,0,0,0,8,0,0,0,0,0,12,0,13,8,7,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,19,10,9,12,3,0,59,0,0,0,19,9,8,10,3,0,53,0,0,6,13,9,9,6,5,0,36,0,5,6,14,11,19,8,0,0,73,0,11,20,91,51,51,37,29,11,292,135,424,374,1018,511,492,354,213,64,3580,1530,3717,3058,6534,3748,3984,3211,1623,484,27893,0,0,0,0,0,0,0,0,0,0,1350,2983,2317,4566,2641,2663,2179,1058,411,20161,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,15,0,0,0,4,3,0,0,0,0,10,6,4,0,13,13,6,0,0,0,51
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,0,14,0,0,14,110,46,25,4,0,0,197,0,0,30,262,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,3,0,3,0,14,8,4,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,4,0,0,21,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,9,0,0,0,3,6,0,0,0,0,6,3,0,10,49,9,15,7,3,0,102,31,31,87,456,250,169,93,35,9,1156,149,244,414,1753,842,667,444,118,14,4639,5,0,0,0,0,0,0,0,0,13,119,194,247,755,298,267,167,20,4,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,13
