SA3_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
50502,2809,5062,14317,12755,10517,7536,2101,198,14,55303,1946,781,2312,2643,2205,3602,7568,6159,3113,30323,191,300,941,729,476,399,436,392,296,4164,4947,6140,17572,16124,13195,11536,10103,6750,3425,89795,557,3932,18531,16860,13950,8945,1799,136,5,64728,3813,4819,7324,7377,5886,5116,2440,403,31,37208,147,267,1243,1002,503,632,218,35,0,4061,56,217,541,340,234,145,57,23,7,1626,4574,9236,27650,25582,20583,14837,4520,605,40,107619,137,291,596,552,558,408,67,0,0,2612,769,320,410,382,281,303,97,16,0,2578,914,612,1008,937,839,702,171,14,0,5192,5485,9845,28654,26516,21422,15543,4688,619,42,112810,4406,1569,3283,3635,3466,5831,13053,10697,4995,50937,368,637,2085,1715,1167,889,781,689,480,8812,10259,12049,34023,31870,26057,22258,18519,12003,5514,172558
50503,4074,5338,11414,12331,11712,7169,1367,74,6,53489,2468,959,3100,3022,2379,3546,6071,3812,1325,26684,226,261,626,574,494,351,317,323,262,3430,6765,6559,15137,15918,14585,11075,7753,4214,1592,83602,1232,4958,14198,15902,15526,9063,1337,51,3,62270,4923,4466,6212,7287,6271,4624,1593,190,14,35574,175,313,1378,930,825,704,175,19,0,4516,122,228,528,405,320,211,48,11,4,1887,6448,9964,22315,24536,22939,14597,3156,273,22,104251,338,586,731,547,558,437,48,0,0,3238,1175,398,437,414,299,291,69,4,0,3101,1511,983,1168,960,853,725,122,12,0,6333,7964,10948,23479,25491,23790,15329,3273,285,19,110581,5413,1837,4039,3896,3516,5467,10843,6953,2202,44164,479,625,1467,1417,1305,929,599,544,394,7761,13859,13403,28995,30810,28617,21721,14711,7781,2616,162511
50601,1474,2024,5305,5826,4163,2906,644,42,9,22395,1072,517,1760,1646,1070,1663,2910,1523,490,12647,134,138,361,350,241,183,157,138,86,1779,2684,2680,7429,7815,5471,4755,3710,1703,581,36821,514,1995,6765,8106,5712,3771,629,37,0,27526,1685,1583,2794,3337,2205,1846,725,99,0,14275,82,133,583,434,310,302,78,8,0,1909,37,93,240,157,116,72,13,5,4,746,2317,3799,10371,12042,8338,5989,1443,155,9,44453,153,240,440,335,312,186,32,0,0,1701,400,148,257,225,132,114,33,0,0,1316,556,387,692,569,445,300,69,0,0,3013,2872,4183,11069,12608,8784,6281,1510,150,9,47471,2245,871,2274,2116,1645,2583,5215,2900,853,20715,283,288,798,803,605,467,291,233,141,3915,5404,5350,14140,15526,11039,9336,7019,3289,1006,72096
50602,879,2249,6139,4497,3394,2419,648,38,0,20274,573,438,1092,1012,732,1185,2166,1364,702,9262,70,166,478,353,226,205,154,145,116,1915,1526,2859,7712,5860,4350,3809,2973,1551,819,31450,240,1959,8387,6490,4861,3249,633,28,0,25850,1136,1987,3320,2505,1710,1502,707,86,4,12958,60,118,477,397,221,218,74,10,0,1570,18,101,241,122,102,56,14,4,3,660,1447,4164,12429,9508,6890,5024,1428,127,16,41031,63,141,352,256,234,199,25,0,0,1269,191,170,217,162,114,103,35,4,0,1005,253,319,574,414,349,298,57,3,0,2274,1701,4482,13002,9930,7245,5322,1487,129,16,43306,1259,824,1633,1452,1234,2122,3963,2495,1103,16092,161,414,1087,843,589,495,339,253,200,4393,3126,5725,15720,12221,9070,7947,5790,2880,1318,63786
50603,1587,2898,5614,5502,4566,3303,816,79,6,24371,1352,704,1330,1532,1214,1883,3466,2366,1092,14935,80,165,387,274,189,166,140,223,286,1911,3017,3773,7335,7309,5976,5344,4423,2667,1385,41222,300,2065,7126,7315,6271,4047,780,46,0,27938,2092,3325,3918,3345,2634,2212,1017,144,11,18692,75,157,428,330,228,292,89,8,0,1614,33,168,312,143,127,71,20,4,3,879,2496,5710,11783,11130,9258,6621,1907,206,13,49120,81,189,396,302,281,207,29,0,0,1483,475,328,274,213,152,114,41,3,0,1595,554,523,672,517,434,318,70,3,0,3087,3044,6231,12449,11643,9692,6940,1976,208,13,52205,2865,1477,2017,2012,1793,2955,6096,4265,1762,25243,163,400,922,640,469,383,270,379,411,4034,6072,8103,15390,14301,11957,10281,8341,4849,2191,81486
50604,1953,2980,6008,6866,5878,3913,869,69,4,28530,1642,856,2384,2464,1732,2443,4131,2495,975,19108,167,197,477,405,334,223,226,214,182,2414,3753,4035,8866,9731,7942,6571,5225,2770,1156,50054,626,2702,7758,9767,8322,5180,968,35,4,35364,2413,2777,3612,4089,3211,2523,1026,119,0,19770,99,157,511,478,333,359,115,8,0,2060,48,159,352,262,206,135,31,12,4,1198,3184,5796,12233,14594,12076,8195,2145,167,10,58391,181,359,523,488,395,281,47,3,0,2278,594,319,309,298,219,184,46,0,0,1974,777,679,833,787,613,467,91,6,0,4249,3962,6475,13067,15379,12686,8661,2233,177,10,62643,3497,1568,3533,3484,2699,3748,7491,4631,1573,32233,343,415,1021,999,833,541,449,351,287,5233,7795,8452,17620,19859,16225,12945,10175,5162,1869,100107
50605,1072,1212,2513,3223,3233,2442,669,52,6,14420,622,192,644,688,600,1120,2482,1732,669,8751,64,51,156,160,124,127,109,117,82,998,1759,1460,3315,4066,3963,3689,3266,1902,750,24174,366,1205,3310,4245,4472,3221,676,37,7,17530,1298,1102,1358,1880,1648,1533,761,113,8,9703,61,80,303,255,243,258,74,7,3,1289,26,69,89,91,101,46,26,7,0,457,1751,2454,5057,6472,6454,5058,1537,163,16,28979,71,97,132,136,127,122,23,0,0,705,269,76,96,83,71,60,27,3,0,691,338,172,222,222,198,188,49,3,0,1396,2092,2625,5276,6693,6657,5245,1589,173,16,30369,1393,408,812,895,907,1657,4409,3219,1133,14837,117,127,355,384,321,311,224,197,145,2193,3608,3163,6450,7970,7889,7218,6227,3593,1292,47399
50606,667,694,1952,1830,1590,1085,219,18,3,8053,316,132,562,449,341,544,795,406,126,3679,20,47,105,96,81,70,42,27,13,504,1013,872,2620,2376,2012,1704,1054,455,138,12239,291,794,2446,2523,2203,1445,225,10,5,9945,700,478,1002,1009,824,684,260,41,0,5008,35,50,258,174,141,137,42,3,0,847,29,28,70,62,46,42,13,4,6,300,1056,1346,3784,3768,3217,2309,545,61,3,16089,57,51,63,68,54,38,3,0,0,343,109,32,62,44,31,31,9,0,0,315,168,87,125,111,84,67,15,0,0,656,1223,1432,3909,3883,3300,2374,560,61,3,16747,687,224,746,660,563,850,1485,835,224,6273,66,91,241,236,217,172,91,51,19,1187,1975,1741,4898,4782,4076,3405,2133,955,249,24215
50607,612,1409,2779,2355,2197,1790,598,66,7,11808,452,257,369,458,452,876,1777,1184,623,6441,32,71,156,113,95,104,138,134,160,1005,1098,1741,3302,2925,2739,2771,2508,1382,794,19254,124,1025,3762,3164,2991,2212,532,50,5,13864,897,1469,1344,1307,1125,1094,743,138,8,8124,55,79,223,195,109,125,50,6,0,842,18,36,78,56,23,25,13,6,3,255,1088,2619,5411,4717,4248,3459,1337,200,10,23087,19,61,135,95,106,91,27,0,0,533,148,120,73,58,44,69,38,7,0,555,164,183,211,151,148,159,65,9,0,1091,1254,2803,5623,4866,4401,3616,1400,203,10,24176,1165,518,624,609,653,1313,3133,2075,978,11067,57,147,362,243,225,223,236,226,237,1964,2471,3465,6604,5723,5276,5155,4773,2503,1233,37202
50701,2001,3058,7385,7418,6338,4288,906,65,7,31467,1042,490,1355,1503,1227,2007,3642,2177,952,14405,82,147,378,313,250,208,182,203,143,1904,3117,3696,9119,9228,7822,6511,4736,2446,1097,47774,640,2787,9694,9860,8617,5335,920,37,0,37896,2479,2544,3605,4301,3353,2770,1055,119,9,20235,82,170,803,609,423,413,111,10,0,2622,48,105,228,191,140,103,25,0,6,855,3247,5602,14330,14963,12537,8624,2117,169,12,61612,117,242,355,287,284,205,28,0,0,1516,504,236,228,204,176,168,47,5,0,1570,625,476,583,495,459,368,74,4,0,3087,3870,6083,14918,15460,12997,8995,2190,174,12,64696,2311,910,1857,1986,1896,3110,6512,4122,1551,24254,193,324,881,837,630,472,369,363,229,4292,6378,7320,17653,18277,15520,12579,9066,4655,1782,93241
50702,603,937,2269,2225,2291,1967,565,50,3,10912,373,142,318,401,429,754,1645,1150,575,5778,36,75,175,141,130,101,107,88,93,950,1016,1154,2759,2765,2848,2829,2313,1287,668,17638,128,561,2735,2716,2885,2184,452,43,0,11697,757,998,1172,1390,1287,1399,688,108,7,7804,32,60,254,234,122,193,64,8,0,971,15,21,61,50,48,25,13,3,0,241,927,1639,4223,4387,4346,3806,1209,165,11,20713,19,40,97,83,102,120,20,0,0,483,161,75,78,56,66,60,32,0,0,522,177,115,174,136,171,184,53,0,0,1008,1104,1754,4393,4519,4510,3982,1263,175,11,21719,796,273,497,583,709,1283,2981,2068,958,10150,80,127,416,340,337,258,211,162,141,2074,1982,2156,5303,5448,5556,5531,4455,2407,1107,33939
50703,688,1081,2840,2727,2045,1206,220,10,0,10821,482,264,844,807,557,794,1135,625,214,5719,67,66,180,161,116,109,60,50,26,820,1230,1413,3861,3693,2719,2106,1416,685,236,17364,247,1073,3492,3809,2796,1585,235,9,0,13242,806,820,1523,1505,1104,743,235,22,4,6760,36,65,310,211,180,114,31,0,0,951,28,51,131,106,72,35,12,0,0,426,1119,2011,5458,5621,4142,2473,508,38,4,21377,89,167,236,167,129,96,11,0,0,898,205,88,146,100,78,56,15,0,0,688,296,254,387,264,210,151,26,5,0,1593,1412,2258,5846,5892,4353,2626,536,38,4,22972,1060,618,1563,1424,1028,1282,2053,1195,376,10599,143,142,442,403,288,224,129,74,37,1888,2620,3020,7857,7718,5670,4134,2717,1314,416,35457
50704,2027,2633,4720,5873,6032,4663,1360,116,5,27433,1257,455,758,1211,1170,2262,4892,3343,1880,17226,81,91,202,184,195,192,188,192,215,1551,3370,3175,5682,7274,7401,7119,6442,3645,2102,46216,390,1911,6142,7289,7993,5624,1206,79,7,30635,2811,2795,2437,3556,3283,3077,1713,274,15,19957,107,140,445,401,314,414,164,18,0,2009,35,73,146,103,89,65,37,9,3,571,3346,4925,9172,11356,11684,9182,3115,376,30,53172,60,130,228,208,240,180,34,3,0,1085,502,228,153,148,147,151,64,4,0,1408,566,358,384,359,391,327,101,9,0,2490,3907,5282,9556,11712,12072,9511,3218,386,30,55666,2630,909,1167,1550,1560,3448,8518,6060,3000,28852,157,185,456,474,464,457,383,331,331,3244,6691,6374,11181,13737,14104,13415,12123,6774,3363,87766
