SA3_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
50602,69,1419,117,1599,119,2477,273,2868,342,6975,692,8001,435,5388,544,6363,490,3818,409,4720,523,3295,316,4138,326,2298,197,2823,128,1105,100,1330,43,387,66,499,2467,27154,2723,32341,69,1363,90,1526,161,2494,200,2859,473,6698,540,7712,601,4870,390,5860,727,3371,257,4350,801,2782,225,3809,482,2323,166,2973,148,1263,140,1551,26,673,122,819,3485,25837,2129,31450,135,2782,204,3126,281,4968,474,5725,815,13674,1231,15720,1036,10256,928,12221,1214,7182,672,9070,1324,6072,546,7947,802,4622,360,5790,271,2365,240,2880,69,1064,189,1318,5949,52992,4851,63786
50603,124,2820,110,3056,188,3863,284,4335,376,7045,631,8055,541,6027,424,6990,642,5024,318,5985,635,4055,245,4934,487,3286,146,3918,236,1795,159,2186,77,597,138,809,3297,34514,2455,40263,150,2745,120,3017,190,3364,213,3773,460,6383,494,7335,812,6169,333,7309,1007,4732,228,5976,1100,4047,198,5344,761,3492,165,4423,335,2088,244,2667,54,1021,306,1385,4874,34046,2303,41222,277,5564,233,6072,377,7227,503,8103,835,13429,1126,15390,1356,12198,754,14301,1646,9758,546,11957,1737,8096,449,10281,1249,6781,311,8341,562,3883,398,4849,126,1623,442,2191,8166,68558,4765,81486
50604,156,3643,251,4043,190,3852,371,4420,531,7176,1058,8758,828,8322,987,10134,877,6714,689,8278,681,5292,391,6373,564,4149,238,4954,274,1969,152,2388,53,552,116,717,4148,41657,4252,50056,188,3351,214,3753,263,3522,253,4035,754,7468,646,8866,1270,7903,555,9731,1369,6176,405,7942,1270,5048,258,6571,839,4117,260,5225,287,2269,219,2770,56,917,187,1156,6286,40774,2995,50054,345,6990,461,7795,451,7373,628,8452,1279,14638,1705,17620,2092,16226,1545,19859,2240,12884,1092,16225,1953,10345,647,12945,1411,8271,500,10175,558,4232,369,5162,103,1464,302,1869,10431,82431,7247,100107
50605,70,1698,72,1845,74,1529,101,1705,177,2729,229,3137,352,3307,249,3904,472,3222,231,3919,486,2829,210,3531,412,2424,125,2962,197,1386,97,1686,50,430,55,539,2289,19567,1370,23227,88,1584,85,1759,103,1299,58,1460,307,2844,166,3315,541,3349,173,4066,802,3013,149,3963,865,2680,144,3689,567,2574,127,3266,242,1532,126,1902,32,640,81,750,3540,19515,1117,24174,161,3291,160,3608,175,2831,163,3163,481,5577,389,6450,896,6654,423,7970,1268,6231,384,7889,1353,5508,350,7218,977,4996,249,6227,433,2924,229,3593,83,1069,137,1292,5832,39082,2488,47399
50606,43,855,59,964,33,779,64,867,88,1963,225,2276,194,1934,277,2407,186,1641,234,2067,213,1338,151,1699,110,884,88,1081,66,397,35,500,7,90,14,113,950,9892,1142,11974,41,930,41,1013,52,775,52,872,252,2243,134,2620,316,1945,111,2376,372,1549,91,2012,352,1277,71,1704,172,835,48,1054,50,369,36,455,5,114,12,138,1620,10028,587,12239,82,1784,104,1975,84,1555,112,1741,339,4206,351,4898,511,3875,386,4782,563,3191,320,4076,562,2613,225,3405,284,1718,133,2133,122,762,69,955,18,208,25,249,2565,19916,1734,24215
50607,54,1275,43,1370,58,1575,90,1729,128,2944,232,3307,191,2458,149,2796,299,2088,144,2538,415,1851,123,2388,264,1881,116,2263,92,928,101,1121,33,326,79,439,1541,15332,1078,17954,62,989,45,1098,111,1555,73,1741,164,2961,174,3302,327,2456,137,2925,534,2099,108,2739,663,1989,121,2771,483,1878,138,2508,171,1071,140,1382,44,577,165,794,2562,15578,1114,19254,116,2267,84,2471,166,3133,166,3465,291,5907,406,6604,519,4908,293,5723,831,4189,253,5276,1074,3841,245,5155,752,3767,256,4773,266,1996,245,2503,82,905,249,1233,4101,30912,2193,37202
50701,132,2977,147,3256,155,3269,200,3626,408,7574,556,8536,642,7804,596,9047,828,6443,428,7706,832,4939,298,6072,497,3617,219,4332,265,1747,192,2210,66,503,116,684,3834,38877,2754,45466,138,2862,122,3117,223,3295,168,3696,640,8057,425,9119,1170,7712,353,9228,1475,6072,274,7822,1410,4856,244,6511,750,3759,226,4736,243,1965,242,2446,46,835,213,1097,6104,39407,2263,47774,273,5837,263,6378,383,6570,368,7320,1043,15631,981,17653,1813,15513,950,18277,2304,12513,704,15520,2241,9798,542,12579,1253,7367,446,9066,512,3708,436,4655,119,1340,325,1782,9937,78285,5019,93241
50702,41,872,50,963,61,875,70,1005,124,2169,252,2541,204,2264,217,2681,341,2138,232,2714,447,2085,174,2703,293,1738,108,2141,133,914,78,1118,45,340,54,436,1689,13387,1227,16298,54,917,45,1016,76,998,84,1154,179,2385,199,2759,346,2268,152,2765,602,2103,138,2848,769,1944,111,2829,451,1745,119,2313,149,1042,92,1287,35,534,103,668,2659,13933,1044,17638,94,1790,91,1982,136,1874,151,2156,309,4553,448,5303,555,4529,368,5448,948,4234,377,5556,1211,4029,282,5531,738,3481,230,4455,276,1953,172,2407,78,874,157,1107,4353,27321,2269,33939
50703,48,1204,131,1385,71,1299,242,1609,172,3044,770,3988,297,3100,621,4018,269,2338,348,2950,222,1641,163,2031,143,1052,105,1301,72,519,34,628,11,146,23,179,1314,14354,2424,18092,74,1074,87,1230,73,1258,80,1413,368,3277,215,3861,481,3025,192,3693,477,2103,135,2719,416,1579,104,2106,219,1120,75,1416,74,570,44,685,6,208,22,236,2193,14221,953,17364,122,2275,217,2620,146,2559,314,3020,542,6327,984,7857,780,6124,808,7718,747,4440,483,5670,641,3222,268,4134,362,2177,183,2717,140,1089,76,1314,17,354,43,416,3505,28571,3378,35457
50704,123,3099,104,3325,141,2920,133,3197,264,4931,298,5497,511,5616,334,6463,845,5561,296,6704,1079,4935,287,6295,808,4660,214,5675,374,2577,178,3128,143,985,134,1261,4296,35280,1970,41551,159,3076,133,3370,211,2844,120,3175,359,5053,270,5682,857,6175,239,7274,1455,5725,221,7401,1820,5083,217,7119,1237,4986,219,6442,451,2986,211,3645,104,1758,241,2102,6651,37686,1874,46216,284,6178,233,6691,347,5766,259,6374,622,9989,566,11181,1376,11793,570,13737,2297,11279,521,14104,2900,10020,500,13415,2044,9643,435,12123,829,5565,381,6774,249,2740,376,3363,10944,72968,3851,87766
50705,182,4100,252,4536,180,3560,408,4142,468,7597,880,8950,717,7271,873,8860,881,7173,699,8747,958,6280,520,7755,585,4291,271,5146,356,2354,240,2947,81,635,138,853,4402,43258,4283,51935,186,3832,236,4249,238,3462,265,3968,846,7948,582,9380,1319,7735,467,9524,1607,7122,407,9141,1572,5928,299,7800,935,4551,270,5757,358,2592,311,3268,55,926,240,1225,7117,44113,3080,54306,374,7928,488,8784,419,7020,670,8106,1312,15550,1462,18324,2040,15011,1340,18382,2489,14296,1110,17886,2526,12208,818,15559,1516,8846,539,10901,713,4942,547,6210,134,1559,387,2083,11520,87373,7360,106248
50901,103,1635,182,1918,75,1166,126,1372,189,2596,422,3209,296,2666,431,3391,463,3037,361,3860,665,3452,354,4472,446,3310,288,4040,225,1735,177,2136,80,541,87,709,2540,20137,2435,25111,96,1479,161,1735,86,1041,90,1216,316,2562,232,3111,575,2735,230,3537,791,3081,283,4157,990,3327,298,4617,634,3145,301,4076,298,1775,217,2284,55,752,128,935,3835,19892,1932,25658,199,3109,344,3654,161,2210,216,2587,501,5160,655,6315,866,5399,663,6934,1252,6115,645,8013,1657,6781,649,9084,1084,6455,588,8126,520,3510,390,4420,141,1287,220,1644,6379,40027,4366,50772
50902,79,1215,193,1487,59,1028,188,1274,142,2233,513,2886,245,2339,500,3078,413,2843,574,3832,511,3600,594,4708,419,3446,455,4321,190,1598,270,2058,45,381,81,504,2096,18675,3361,24135,56,1086,146,1293,62,827,119,1017,235,2160,284,2677,437,2295,317,3048,664,2645,396,3703,842,3188,409,4435,581,2821,353,3758,194,1431,264,1894,31,537,114,686,3104,17000,2407,22507,137,2307,338,2781,118,1858,312,2283,375,4389,795,5560,681,4634,818,6125,1076,5490,966,7536,1353,6788,996,9141,1002,6267,806,8072,388,3027,533,3947,72,924,197,1196,5200,35682,5762,46644
50903,16,380,66,463,25,371,55,455,63,790,103,953,98,873,139,1114,133,1063,145,1342,203,1156,171,1521,136,1118,131,1387,58,552,85,692,20,145,38,203,752,6457,924,8132,23,343,58,425,22,316,50,379,90,795,107,992,147,833,133,1109,227,893,124,1247,281,1054,129,1462,158,909,108,1174,57,502,95,659,11,197,60,268,1020,5835,871,7726,43,724,118,891,42,691,105,836,149,1586,208,1943,246,1705,276,2226,363,1957,268,2586,485,2208,296,2989,295,2027,241,2561,116,1057,179,1351,28,349,96,471,1776,12292,1792,15859
51001,49,822,187,1062,77,775,223,1077,169,2070,527,2770,200,1844,442,2490,167,1711,479,2355,115,1404,367,1892,75,805,188,1070,17,238,66,321,0,45,13,66,880,9717,2487,13093,66,841,202,1110,126,845,195,1161,289,2423,576,3291,295,2053,430,2778,311,1618,378,2305,220,1378,282,1882,91,644,149,885,25,211,55,290,3,54,29,81,1423,10065,2299,13786,118,1666,390,2175,197,1621,414,2235,461,4497,1102,6066,492,3898,874,5272,471,3326,862,4658,340,2781,651,3773,169,1448,338,1958,43,450,115,607,6,100,38,139,2302,19782,4784,26876
51002,47,481,108,639,28,571,189,798,121,2093,773,2988,131,2034,724,2886,102,1534,551,2195,86,1207,417,1704,22,302,81,409,4,69,12,86,0,16,3,19,545,8306,2869,11720,25,442,88,556,37,513,133,694,126,1855,420,2405,183,1468,310,1966,112,959,232,1304,95,686,157,944,37,230,39,308,10,47,22,77,0,18,4,23,630,6227,1413,8268,66,927,203,1200,74,1089,327,1489,249,3947,1194,5394,313,3500,1036,4851,218,2491,788,3497,180,1897,571,2645,56,530,123,716,8,115,32,157,4,28,7,39,1177,14530,4282,19985
51003,23,648,153,819,23,623,210,858,103,2159,700,2958,197,2386,723,3304,118,1776,495,2392,82,1185,332,1594,19,323,97,445,10,78,15,105,0,8,4,12,574,9185,2731,12489,34,498,111,637,21,534,127,686,140,2081,449,2670,203,1945,392,2538,182,1327,257,1770,73,766,174,1018,35,242,50,330,10,59,12,80,0,7,0,10,705,7460,1577,9732,56,1143,263,1455,43,1159,340,1542,244,4239,1148,5629,402,4327,1111,5841,300,3104,759,4161,160,1953,504,2611,57,570,147,775,20,140,26,186,0,14,3,19,1275,16647,4305,22223
51101,21,397,60,482,16,314,63,389,39,754,119,909,73,755,103,933,106,880,154,1145,137,892,130,1162,77,689,104,876,38,393,83,504,11,102,15,127,516,5177,826,6518,14,333,55,403,14,306,34,359,81,780,81,941,136,728,111,974,175,775,99,1054,195,773,93,1059,112,636,81,832,49,416,68,535,13,159,18,190,799,4902,643,6340,37,730,112,885,35,616,98,749,121,1529,196,1852,208,1483,210,1905,280,1657,259,2190,334,1662,224,2219,195,1326,184,1705,92,801,150,1039,23,260,27,315,1312,10078,1465,12856
51102,8,182,48,237,9,188,56,250,37,514,119,661,41,495,108,637,55,550,122,722,67,549,88,709,41,438,68,542,20,164,39,227,3,25,6,35,276,3107,649,4030,11,158,33,203,14,210,54,285,47,617,104,767,55,486,94,632,78,461,80,616,98,438,80,613,40,320,49,411,14,140,26,184,0,37,14,55,358,2869,540,3763,19,341,86,445,26,398,112,533,82,1130,218,1432,91,978,200,1271,129,1009,197,1335,165,991,167,1322,77,759,118,953,38,309,66,410,3,64,27,90,635,5973,1189,7794
