SA3_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
50502,1822,1692,3519,5036,4722,9765,1871,1805,3681,928,949,1878,7842,7505,15342,3151,2961,6115,1650,1606,3263,1433,1388,2823,6244,5970,12212,457,416,874,533,795,1327,409,273,680,773,1257,2030,10,8,19,2180,2746,4923,2298,2901,5201,988,1287,2275,398,458,856,1051,1545,2593,14,15,30,4745,6210,10952,6946,8972,15918,306,366,677,555,862,1415,9,13,25,869,1241,2118,5313,4848,10158,29040,30228,59272
50503,2105,1958,4068,7588,7024,14613,1472,1528,2995,1644,1556,3201,10722,10131,20859,5155,4837,9986,1321,1368,2694,1713,1633,3348,8206,7842,16055,561,541,1103,292,630,923,715,416,1134,651,1224,1872,8,11,22,2226,2818,5052,1613,2327,3940,520,914,1434,364,467,830,662,1280,1940,4,9,13,3154,4997,8155,5400,7826,13225,341,350,690,528,944,1476,9,5,21,873,1306,2177,5146,4107,9257,32463,33176,65637
50601,1090,958,2049,3584,3387,6975,598,540,1139,813,810,1617,5001,4747,9750,2229,2108,4336,330,376,703,664,715,1377,3225,3203,6426,208,209,411,161,277,440,285,216,505,344,576,923,0,8,9,1005,1288,2288,562,791,1354,238,408,651,105,169,272,297,549,851,3,7,5,1207,1924,3134,2213,3218,5429,162,181,339,230,423,653,8,3,13,391,604,999,2697,2312,5014,14626,15041,29664
50602,575,528,1106,1457,1327,2782,613,614,1232,337,362,696,2404,2310,4714,834,797,1629,579,523,1102,285,272,554,1697,1593,3295,246,215,454,271,401,672,187,106,294,331,556,893,12,4,12,1048,1273,2322,857,1140,2003,599,695,1293,163,199,356,460,660,1115,10,5,9,2083,2697,4779,3135,3976,7115,188,175,361,242,304,548,8,9,14,433,488,924,2702,2182,4878,10954,11079,22038
50603,780,781,1559,3260,3000,6260,498,480,974,421,408,832,4180,3893,8072,2774,2587,5359,428,401,823,413,446,856,3615,3431,7045,425,273,703,387,475,859,252,131,383,386,604,994,4,8,9,1457,1488,2942,2105,2278,4382,960,950,1911,242,264,507,409,587,992,5,10,16,3713,4099,7809,5180,5593,10768,288,278,567,237,351,585,9,7,10,533,634,1168,2344,2249,4591,16637,16577,33211
50604,1158,1138,2291,4241,4060,8295,742,736,1479,1015,1012,2026,6012,5816,11825,2984,2738,5721,746,702,1445,825,858,1686,4561,4306,8870,388,354,742,317,566,884,415,238,652,437,829,1268,10,11,25,1571,2007,3572,1271,1604,2877,448,587,1041,210,267,484,393,588,980,3,8,11,2326,3061,5389,3903,5076,8980,265,262,526,368,501,870,9,8,16,639,768,1406,4342,3187,7535,20621,20292,40907
50605,493,477,975,2004,1837,3837,313,327,641,344,356,704,2665,2528,5188,1248,1272,2523,648,500,1149,307,332,643,2207,2107,4311,118,109,229,64,122,183,234,124,364,200,295,492,0,3,3,609,662,1272,413,546,958,116,192,312,76,126,203,170,372,543,0,0,0,780,1235,2016,1395,1898,3292,73,71,142,126,192,315,10,0,11,204,266,470,1387,1136,2521,8347,8413,16762
50606,372,359,733,1211,1139,2351,269,243,511,325,341,665,1807,1726,3532,792,744,1535,118,104,220,311,300,607,1217,1152,2369,52,64,113,25,72,100,139,75,210,113,208,321,0,0,0,327,420,749,111,226,340,45,113,160,36,46,85,71,157,238,0,0,0,273,550,820,607,967,1571,45,41,86,77,130,204,0,0,0,122,172,291,1163,631,1796,5287,5001,10292
50607,358,314,670,808,706,1514,332,274,609,246,222,471,1392,1203,2599,388,339,729,629,329,958,525,514,1036,1545,1178,2719,119,84,205,69,113,175,89,62,146,124,206,335,3,0,0,401,457,859,953,1065,2017,367,361,733,138,142,281,302,396,696,3,7,10,1767,1967,3734,2172,2427,4596,60,47,111,98,148,244,0,3,3,157,200,360,1058,1087,2148,6681,6418,13093
50701,1182,1041,2225,3635,3551,7190,966,1019,1984,388,406,803,5003,4980,9982,1973,1804,3774,1287,1285,2570,585,543,1129,3845,3630,7479,220,222,435,186,299,490,401,213,615,405,688,1092,5,0,5,1210,1429,2634,974,1464,2440,379,653,1034,205,300,501,516,945,1461,6,4,6,2086,3357,5442,3297,4793,8089,125,111,236,298,457,753,10,5,6,424,568,996,2744,2226,4971,16499,17244,33741
50702,311,300,613,917,915,1834,154,193,346,131,120,252,1206,1232,2432,543,557,1104,357,381,739,213,223,438,1116,1159,2277,46,42,86,48,77,130,66,55,121,119,177,293,0,0,0,279,352,636,430,619,1042,206,332,538,95,103,200,234,433,672,3,0,11,968,1491,2460,1251,1843,3098,29,37,69,104,153,248,3,0,3,136,190,324,1284,1105,2388,5295,5837,11131
50703,484,507,997,1674,1459,3134,293,293,586,319,364,685,2281,2123,4405,898,798,1694,246,238,486,389,334,725,1537,1371,2908,107,109,218,100,168,271,160,121,275,164,322,486,0,4,9,532,728,1260,247,369,620,119,226,343,64,65,129,162,270,426,0,4,5,594,933,1526,1126,1669,2791,94,88,183,124,201,329,3,4,7,211,293,509,2511,1029,3543,8160,6993,15150
50704,920,831,1749,3234,3122,6359,767,789,1561,306,324,627,4321,4235,8558,2197,2007,4197,1069,1198,2272,708,661,1375,3978,3874,7850,170,161,333,135,200,333,298,122,423,256,459,713,8,3,14,861,952,1810,1733,2172,3904,509,557,1063,310,270,580,534,779,1314,6,11,18,3090,3787,6878,3958,4750,8704,75,126,201,230,333,565,3,5,13,308,466,770,1919,1754,3668,15404,15906,31307
50705,1257,1135,2396,5033,4729,9763,822,798,1620,873,867,1744,6738,6405,13144,3404,3254,6651,748,841,1585,972,980,1956,5132,5081,10210,313,312,619,132,364,496,549,337,889,449,858,1308,10,8,11,1453,1874,3326,632,975,1615,224,528,757,120,238,360,387,798,1184,0,6,7,1369,2550,3918,2829,4433,7257,186,202,390,332,529,863,6,4,11,522,735,1262,4590,3402,7995,21066,21196,42267
50901,493,444,938,1740,1629,3365,212,197,414,426,460,894,2380,2294,4676,1456,1332,2788,144,176,314,447,512,960,2042,2025,4064,124,99,222,47,115,164,234,110,345,159,426,589,3,6,7,575,758,1331,59,119,177,51,114,166,27,64,84,116,354,465,0,6,3,253,649,904,827,1409,2235,52,62,112,128,182,305,5,0,9,180,239,426,2755,2152,4902,8674,8567,17240
50902,339,343,676,1503,1415,2917,415,426,840,143,133,275,2064,1972,4029,1064,1007,2068,286,273,555,165,229,398,1513,1515,3031,54,54,103,22,67,88,171,103,270,95,281,376,3,4,6,349,499,845,73,116,191,26,84,112,14,48,63,63,203,269,0,0,0,178,450,633,530,947,1478,48,54,98,61,114,168,7,4,5,107,169,277,3658,2707,6358,8207,7643,15853
50903,135,126,259,687,654,1344,65,83,152,18,19,36,776,761,1531,407,419,826,10,18,31,42,46,88,466,481,944,14,18,37,6,16,24,49,31,78,35,95,127,0,0,0,104,169,273,16,52,64,10,28,37,7,15,22,17,74,97,0,0,0,45,172,218,152,335,490,14,19,32,12,41,58,0,0,0,25,65,94,1072,988,2057,2618,2752,5374
51001,300,252,553,1244,1144,2388,408,369,779,89,76,161,1743,1588,3334,654,715,1363,187,194,385,60,90,147,899,1005,1899,35,38,78,19,24,39,48,50,107,100,204,310,0,0,0,206,321,531,27,55,85,33,86,116,4,37,45,77,225,311,0,0,0,145,407,550,353,730,1080,24,18,45,34,69,102,0,0,0,58,89,149,2894,2712,5608,6250,6374,12628
51002,202,194,389,954,971,1926,80,81,163,60,42,100,1098,1090,2188,586,529,1119,8,6,12,36,39,74,629,573,1206,34,18,47,26,43,69,61,45,110,116,184,305,4,0,5,248,296,542,8,28,36,21,54,76,12,11,22,89,127,219,0,0,0,127,218,344,371,515,888,26,36,68,43,87,127,0,0,0,71,128,197,3064,1653,4720,5432,4153,9592
51003,341,307,645,1348,1221,2569,176,154,331,57,47,99,1585,1429,3007,652,601,1255,195,195,390,19,18,38,866,808,1681,25,22,49,28,31,59,81,56,146,132,241,379,4,0,4,275,358,630,13,26,40,16,43,68,7,17,24,94,191,284,0,0,0,129,283,415,406,640,1040,16,22,37,51,93,144,0,0,0,69,110,177,3125,1960,5080,6388,5253,11639
51101,132,134,266,556,567,1126,49,39,95,35,37,69,640,644,1288,387,368,758,17,16,32,96,103,193,498,486,985,24,19,36,7,4,11,49,38,89,36,114,148,0,3,3,116,175,290,7,33,47,13,23,35,6,8,19,24,59,83,0,0,0,53,127,180,164,305,473,5,6,18,18,35,53,0,0,0,25,42,67,913,767,1688,2382,2384,4766
51102,74,76,141,239,224,464,86,76,158,30,29,60,353,323,680,126,117,243,48,50,95,16,13,24,187,169,363,3,0,5,3,7,8,19,15,39,31,60,89,0,0,0,60,80,142,4,8,17,8,14,17,5,14,15,15,56,72,0,0,0,27,99,122,87,173,265,6,0,14,13,15,31,0,0,0,23,18,48,791,653,1445,1523,1415,2938
51103,333,360,689,1311,1177,2489,259,254,512,100,108,206,1672,1542,3215,651,681,1332,330,305,631,79,68,153,1065,1058,2124,51,45,98,43,36,80,150,92,237,173,275,448,5,0,4,418,454,870,66,68,134,77,78,155,13,26,38,114,202,319,7,3,10,271,381,646,685,832,1517,48,27,75,68,114,191,3,4,9,122,149,268,3269,2058,5330,7156,5996,13146
51104,427,420,844,1366,1193,2565,514,543,1055,268,296,558,2157,2039,4193,954,827,1779,486,578,1072,225,248,469,1671,1652,3323,77,113,191,46,90,134,185,138,321,171,388,563,0,5,8,473,738,1209,41,96,139,31,125,158,24,57,79,112,301,409,3,0,4,206,579,781,676,1319,1995,46,49,97,84,145,232,3,0,6,136,192,331,3715,2864,6575,8781,8484,17265
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,9,0,8,13,0,17,0,0,0,0,0,3,0,0,0,0,0,3,193,20,219,209,28,237
59999,22,18,41,94,92,181,13,7,22,23,17,35,121,114,243,39,47,83,4,3,6,9,4,19,51,55,109,13,11,16,9,18,33,11,6,15,7,25,34,0,0,0,44,59,99,14,25,42,13,17,31,0,3,9,15,25,46,3,0,3,52,68,122,96,130,224,16,16,32,7,16,23,0,0,4,23,34,55,2227,1260,3489,2535,1623,4160
