SA3_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
50502,823,1160,587,656,662,306,177,253,57,4679,1115,1235,1145,1556,1259,559,344,455,96,7761,1579,937,6201,2399,1716,937,1065,1362,281,16481,92,76,147,229,252,199,86,167,13,1264,199,176,165,339,397,181,101,156,14,1733,135,231,82,122,131,64,43,90,18,914,163,269,206,247,210,126,105,184,222,1735,11277,28736,10526,8907,8892,4128,2869,4115,1184,80641
50503,656,937,552,679,720,229,186,237,43,4229,1125,1211,1017,2079,1313,575,368,427,122,8242,2100,1209,10089,3875,2701,1319,2115,2163,397,25984,142,77,209,386,373,335,171,374,22,2089,188,146,236,410,447,229,149,241,30,2071,100,152,117,127,142,69,70,85,14,878,148,185,228,276,239,138,141,219,276,1838,7610,15657,13706,10099,8381,3832,3755,4485,1107,68636
50601,251,366,252,266,246,84,118,83,15,1689,409,463,537,804,576,203,267,205,48,3520,860,508,3971,1741,1168,517,1092,861,150,10864,54,32,104,124,135,151,92,164,10,873,68,40,84,155,157,77,76,74,11,746,44,48,53,44,42,23,42,43,7,344,54,79,93,112,98,62,86,76,125,778,3074,7398,5808,4354,3595,1544,2192,1894,488,30346
50602,252,351,274,216,218,80,103,94,21,1601,448,449,566,626,456,206,169,210,40,3168,584,436,2484,984,767,396,588,501,109,6848,39,36,69,121,103,103,68,104,7,652,66,38,64,119,130,52,61,55,8,596,39,91,58,36,42,8,32,41,7,351,58,88,85,115,81,47,57,79,110,714,3778,10114,4522,3548,3404,1522,1505,1723,479,30604
50603,257,411,335,298,265,117,139,139,33,1993,325,376,627,752,472,227,273,343,45,3441,578,371,2474,1153,659,374,619,642,102,6978,42,24,85,122,91,99,68,128,7,659,70,50,85,123,136,52,54,72,3,647,47,107,54,59,57,34,34,49,3,437,53,84,104,111,73,51,52,101,141,772,3859,12081,5106,4583,4011,1877,2024,2568,587,36690
50604,280,434,397,310,315,116,167,160,25,2207,457,492,702,971,662,272,378,297,41,4268,881,508,4528,1894,1229,668,1219,1167,181,12269,34,37,123,170,176,206,131,216,12,1106,73,59,123,225,198,92,96,128,13,1014,40,80,74,75,68,31,61,45,5,478,71,118,145,140,105,65,109,126,159,1039,3524,9107,7232,5439,4593,2127,2855,2914,638,38424
50605,186,307,182,183,217,66,59,47,10,1242,331,302,291,375,382,102,113,78,29,2005,708,386,2841,943,786,346,670,471,118,7266,36,17,72,81,110,89,57,102,4,571,45,37,58,103,144,35,46,46,11,528,27,38,41,22,31,13,9,7,0,189,57,57,63,52,76,26,52,34,65,479,2522,5017,3869,2275,2452,866,1130,935,303,19375
50606,91,120,72,83,97,30,37,21,8,560,182,135,153,312,230,68,72,50,10,1214,420,177,2028,595,534,212,502,368,90,4925,15,14,39,38,76,44,36,48,4,319,40,15,50,69,65,30,37,24,6,337,11,26,22,9,11,6,20,12,3,117,30,32,30,40,36,18,37,31,52,295,1148,1855,2530,1417,1301,479,824,623,210,10395
50607,182,272,95,103,131,62,34,30,8,919,234,219,147,228,223,112,42,64,20,1296,289,184,822,360,318,177,132,167,40,2483,9,9,26,54,50,36,12,19,0,218,35,30,25,33,66,35,7,14,5,249,26,51,9,24,33,8,3,16,3,173,29,76,20,35,33,24,9,17,48,302,2906,8196,1564,1529,1934,835,400,583,256,18207
50701,400,595,373,341,360,126,104,133,32,2463,665,671,693,927,743,308,189,243,59,4501,1281,726,5618,1866,1487,667,1056,1026,222,13949,85,64,128,160,196,152,77,170,12,1052,137,82,142,203,243,116,78,102,17,1114,52,126,86,62,58,26,27,45,7,494,110,157,142,136,127,60,75,102,135,1049,5317,12958,8207,5138,5093,2028,1970,2280,661,43650
50702,175,318,129,112,119,45,13,31,16,956,244,220,157,211,172,69,21,50,16,1162,342,195,1018,378,234,127,131,209,33,2676,21,25,19,48,29,36,15,32,3,228,40,40,29,64,61,33,14,28,0,314,28,52,17,15,16,14,3,7,0,153,32,66,28,49,26,28,5,19,39,297,2761,7391,1737,1513,1348,605,292,536,196,16372
50703,80,118,115,107,95,42,58,38,4,651,192,209,232,439,270,81,112,104,12,1654,354,232,2101,887,553,289,583,474,82,5554,23,17,60,89,82,79,60,108,3,526,25,30,51,92,75,32,42,55,6,401,10,22,32,26,14,14,22,20,0,163,14,32,49,45,46,26,65,61,46,387,1196,2936,3034,2259,1654,778,1155,1098,210,14317
50704,426,704,260,263,437,169,55,81,37,2436,540,541,406,510,561,260,85,101,22,3020,921,463,2559,957,850,438,343,441,106,7083,48,38,66,110,114,125,32,82,11,634,104,104,84,138,229,92,45,41,11,851,74,148,40,42,58,25,13,24,10,432,78,147,68,80,115,59,24,54,109,738,6746,16787,4366,3435,4798,1963,883,1268,544,40781
50705,387,507,362,414,344,117,113,125,41,2405,704,729,728,1261,777,305,236,207,57,5001,1518,926,7483,3187,1767,890,1724,1538,315,19349,95,47,191,252,232,235,165,280,10,1497,126,80,153,283,217,135,128,124,9,1262,46,88,55,67,56,29,32,36,16,429,65,100,139,206,140,79,95,137,141,1112,4366,8197,9647,6746,4401,2102,2702,2720,670,41553
50901,283,277,92,200,163,64,38,67,14,1204,300,229,180,404,245,95,55,131,23,1662,929,289,2353,1111,597,431,577,805,86,7177,70,30,81,114,109,123,61,137,12,741,106,28,49,101,100,49,39,84,3,567,34,42,9,20,13,10,10,21,7,178,90,44,66,84,52,48,34,115,51,579,2862,4064,3033,2460,1671,935,883,1621,228,17763
50902,223,155,66,127,126,40,46,50,8,844,283,143,132,258,213,66,69,86,16,1251,987,257,2108,655,564,263,720,609,98,6266,65,17,55,92,104,53,57,100,4,554,103,26,39,68,76,45,47,65,5,485,35,22,14,18,24,3,8,24,0,157,138,33,62,76,54,48,75,101,71,667,2707,2447,2622,1572,1438,586,1101,1221,235,13929
50903,114,53,24,38,35,13,13,23,0,308,125,47,34,94,68,22,24,45,0,446,425,65,621,233,183,85,237,233,37,2128,35,6,18,22,34,20,19,27,0,195,50,3,12,23,25,3,9,27,0,153,13,3,3,4,0,0,3,5,0,43,57,13,25,23,21,12,13,43,15,219,1220,878,769,534,472,179,357,482,71,4964
51001,91,151,36,99,62,26,13,36,6,522,184,173,62,242,147,45,19,52,5,933,414,248,985,492,350,130,239,324,68,3258,27,46,15,77,67,32,13,27,9,313,33,32,16,62,46,15,10,27,9,244,16,11,5,8,6,3,4,12,3,76,31,72,45,72,47,29,26,67,67,447,1423,2783,1288,1452,1044,378,362,678,201,9608
51002,58,64,79,46,37,14,36,26,4,370,114,104,159,122,115,24,92,54,14,792,256,173,2196,215,277,72,678,294,102,4256,20,7,58,36,52,27,60,51,5,319,18,12,25,28,28,17,44,24,0,205,4,0,18,4,11,8,4,10,0,51,17,15,30,23,22,11,53,40,50,267,770,1403,2772,614,713,222,1054,611,193,8352
51003,70,85,102,56,58,22,33,17,4,461,144,125,182,183,152,35,85,60,9,974,398,192,2494,319,446,109,695,332,126,5107,23,16,61,35,70,33,57,50,7,359,29,20,27,33,35,15,41,30,4,230,9,11,19,7,10,6,13,16,3,96,30,24,39,18,26,13,50,37,34,278,1154,1889,3186,860,1018,307,1072,663,211,10366
51101,61,41,21,30,26,13,16,9,0,228,102,58,42,69,77,21,23,25,8,435,279,82,699,204,187,86,266,206,41,2053,22,4,20,19,38,23,24,35,9,199,23,5,11,18,30,12,10,12,0,124,8,11,4,4,3,0,8,9,4,47,33,14,27,12,14,12,28,33,17,193,810,847,861,411,488,192,404,373,101,4483
51102,36,34,17,25,21,13,8,8,0,156,45,37,30,51,32,11,11,21,0,244,161,78,400,135,120,57,97,124,21,1198,11,15,14,19,23,20,4,28,0,133,15,3,7,8,12,3,6,21,0,74,6,6,3,0,4,3,0,3,0,24,14,13,15,18,11,20,8,27,17,142,421,542,531,387,307,160,134,320,69,2877
51103,73,93,52,48,65,10,44,24,6,423,145,134,145,199,154,47,111,45,13,1009,415,215,2485,428,424,155,837,294,86,5333,31,19,73,67,78,37,93,80,6,477,32,25,37,45,51,26,68,19,6,305,15,9,16,8,15,10,9,12,0,94,26,32,49,45,39,21,79,61,49,398,1165,2355,3048,1070,1029,374,1381,635,178,11240
51104,207,211,86,111,94,38,42,37,18,836,241,232,140,415,243,74,52,95,17,1506,701,310,2495,923,649,334,681,655,100,6857,56,25,53,107,124,129,72,124,11,711,64,22,40,86,79,37,26,66,4,423,28,30,21,17,22,11,15,18,5,162,62,63,48,69,45,30,54,78,52,499,2029,3435,3000,2041,1534,744,990,1187,236,15202
59797,0,4,7,0,0,0,0,0,0,11,0,0,5,0,0,0,0,4,0,17,4,6,50,0,0,0,15,15,3,100,0,0,0,0,0,0,0,6,0,5,0,0,4,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,3,4,33,67,9,3,0,18,60,6,199
59999,10,12,4,12,3,0,3,13,0,52,10,17,20,27,17,4,7,21,0,121,13,26,164,51,33,19,49,63,5,421,0,0,4,7,0,5,6,17,0,43,0,0,0,3,4,0,5,5,0,21,0,0,0,0,4,0,0,0,0,13,6,0,3,0,4,0,3,6,3,32,80,233,220,161,97,42,89,176,23,1126
