SA3_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
50502,21,280,2711,23480,18365,3349,498,530,49230,17,1145,6889,12372,706,57,20,323,21537,5,284,1419,3058,883,54,7,66,5771,23,1426,8311,15430,1587,114,24,388,27302,20,890,2744,439,15,0,3,62,4182,4,186,496,81,0,0,0,11,779,0,183,449,156,0,0,0,17,808,0,30,42,78,6,0,0,0,159,0,13,9,8,3,0,0,5,39,18,1301,3748,750,29,3,3,103,5957,5,27,4,3,10,0,0,3,58,0,11,8,24,7,0,0,12,56,80,3045,14780,39690,19990,3466,526,1039,82612
50503,37,238,1918,19953,38021,3956,605,717,65445,6,342,1262,2387,228,16,8,111,4356,0,47,221,379,36,3,0,7,697,6,389,1482,2762,262,21,10,118,5051,0,12,51,20,0,0,0,0,77,0,47,84,12,0,0,0,0,149,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,21,8,10,5,4,0,74,0,77,164,38,11,5,4,5,302,20,65,58,6,8,0,0,17,183,3,0,7,15,6,0,3,10,41,60,771,3628,22778,38309,3983,621,866,71023
50601,24,118,819,11489,14474,1674,315,350,29258,4,237,673,1675,83,9,3,74,2760,0,14,9,19,0,0,0,0,49,4,245,688,1699,87,9,3,74,2807,0,34,68,19,0,0,0,10,136,0,4,43,6,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,7,3,0,4,0,38,0,50,117,36,3,0,4,9,219,24,71,94,28,4,0,0,14,231,0,3,9,9,8,0,0,4,31,46,482,1726,13250,14574,1687,324,444,32549
50602,19,287,2135,9759,5423,699,153,211,18681,3,430,1123,2265,246,11,9,72,4155,22,242,845,1298,258,11,6,48,2721,27,664,1964,3564,504,21,7,116,6877,3,353,509,284,60,11,3,45,1261,11,337,739,94,0,0,0,19,1203,0,640,657,128,10,0,0,13,1446,0,303,750,288,19,0,3,8,1377,0,6,3,3,3,0,0,0,18,16,1639,2660,799,94,12,5,86,5308,5,5,8,3,0,0,0,6,30,0,6,3,13,11,0,0,10,44,67,2604,6769,14142,6025,738,168,434,30940
50603,13,223,1165,10026,12792,2179,502,275,27167,25,275,1176,2798,466,51,53,95,4948,0,92,171,282,133,36,48,20,786,29,368,1348,3084,592,93,105,113,5735,5,222,419,441,33,5,0,15,1140,0,42,42,40,0,0,0,0,127,12,53,219,3,0,0,0,8,297,0,41,61,3,0,0,0,0,108,0,11,14,6,4,0,5,4,46,16,364,757,494,40,5,4,29,1716,5,8,12,4,0,0,0,4,38,0,14,16,7,6,0,0,11,61,69,985,3300,13611,13428,2273,611,424,34710
50604,33,152,1170,14567,19039,2131,342,485,37916,10,253,918,1870,134,9,9,56,3252,0,44,248,181,10,0,0,9,491,10,294,1166,2049,145,12,9,66,3746,0,64,189,199,9,0,4,10,479,0,58,163,44,0,0,0,4,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,4,6,4,0,0,54,3,131,373,248,17,4,12,18,801,17,87,24,17,20,3,4,7,176,0,3,12,8,4,0,0,3,40,58,670,2739,16897,19220,2150,361,580,42675
50605,15,109,846,7128,9579,1707,326,211,19923,4,141,319,445,39,0,0,25,975,0,11,27,32,6,0,0,0,80,4,146,344,480,38,0,0,23,1048,0,3,33,0,0,0,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,3,4,0,38,0,15,45,7,5,3,4,7,86,8,22,77,26,10,7,8,3,165,0,5,6,0,7,0,0,0,20,29,294,1319,7640,9643,1727,339,247,21248
50606,13,50,287,2296,6196,807,209,138,9979,0,10,12,48,5,0,0,0,74,0,0,0,0,0,0,0,0,0,0,10,12,48,5,0,0,0,74,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,3,17,0,0,24,3,0,0,0,3,36,0,8,48,36,4,3,0,9,112,0,3,3,3,8,0,0,0,26,12,77,379,2379,6212,810,211,148,10232
50607,5,65,803,3215,3580,829,150,66,8709,4,127,1428,994,124,9,0,34,2717,0,197,930,1937,305,35,8,39,3450,4,318,2356,2930,434,48,11,72,6163,5,135,534,177,32,3,7,5,895,0,210,474,90,5,0,0,4,781,0,139,201,232,3,0,0,4,580,0,79,315,117,5,3,0,0,529,0,0,0,0,0,0,0,0,9,5,563,1525,624,47,7,3,16,2787,0,0,0,0,0,0,0,0,4,0,3,7,6,0,0,0,3,24,11,955,4686,6764,4059,883,165,167,17690
50701,26,156,960,12041,18876,1990,281,318,34655,0,342,1227,2130,271,17,3,73,4060,3,97,293,454,84,5,4,13,953,4,440,1516,2585,350,22,7,83,5012,0,135,443,54,3,0,0,16,652,0,200,504,142,0,0,0,11,856,0,273,593,77,3,0,0,6,958,0,62,200,25,0,0,0,3,295,7,13,25,15,5,3,4,0,71,8,684,1760,312,15,3,4,47,2826,6,47,116,34,5,0,0,0,206,0,8,9,5,6,0,0,11,39,44,1338,4370,14976,19255,2021,290,452,42742
50702,19,205,1395,4718,2831,489,102,85,9837,8,196,834,546,82,11,0,31,1705,15,181,578,848,121,16,4,23,1786,17,377,1415,1391,206,30,4,63,3494,7,175,188,35,4,3,3,4,428,9,159,382,129,10,0,0,7,700,40,387,625,235,13,0,0,16,1314,0,30,51,4,0,0,0,0,89,3,15,8,4,10,0,0,0,51,54,767,1256,414,40,6,11,26,2570,20,67,64,12,3,0,0,8,178,0,5,7,11,4,0,0,6,43,115,1423,4134,6547,3084,521,120,180,16121
50703,15,105,587,5676,7213,632,119,218,14566,0,72,159,215,13,0,0,5,462,0,12,51,25,0,0,0,0,87,0,87,212,237,13,0,0,11,552,0,59,192,49,0,0,0,10,308,0,18,140,39,0,0,0,8,201,0,3,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,15,0,82,339,91,0,0,0,13,529,0,3,0,3,0,0,0,0,9,0,3,0,6,0,0,0,0,7,18,278,1136,6013,7226,630,115,243,15666
50704,9,101,1398,9774,14945,3108,573,217,30129,4,211,2397,2752,391,50,16,67,5880,0,29,202,697,315,57,5,11,1321,4,241,2597,3446,706,99,18,76,7200,7,193,526,117,4,0,3,14,874,0,86,267,40,0,0,0,5,397,3,89,322,153,10,0,0,7,581,0,48,104,19,0,0,0,4,177,0,6,22,5,4,0,0,0,45,17,416,1242,334,24,0,3,31,2069,0,0,0,0,0,0,0,0,4,0,0,13,15,14,0,0,0,44,32,756,5251,13573,15692,3219,598,334,39453
50705,22,207,1370,12743,25891,2645,373,528,43771,4,191,943,894,51,0,0,65,2168,3,54,228,254,35,5,0,8,578,8,251,1177,1148,84,5,0,73,2745,0,114,635,236,24,0,0,39,1046,0,24,149,9,0,0,0,4,190,0,48,163,61,0,0,0,3,275,0,0,15,14,0,0,0,0,27,0,3,5,8,14,3,0,0,40,0,195,966,325,42,4,0,46,1582,25,128,100,9,7,0,0,9,271,0,6,6,5,25,4,0,15,56,51,784,3615,14231,26044,2655,375,675,48428
50901,55,423,2530,9726,6965,1039,294,308,21343,10,299,571,329,81,13,4,45,1352,0,15,50,31,14,0,0,5,107,8,313,616,360,96,13,4,49,1462,0,32,11,15,4,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,7,3,0,0,0,21,0,36,23,20,9,4,0,0,83,35,101,94,43,3,0,4,15,292,0,9,20,30,12,0,3,5,76,95,886,3284,10174,7083,1056,305,376,23262
50902,70,444,2416,8134,6362,1186,360,376,19351,5,96,244,125,19,0,4,27,524,0,0,8,10,13,0,0,0,31,5,100,254,133,31,3,4,27,550,0,21,36,13,11,0,4,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,10,0,27,38,11,13,0,4,0,94,28,67,55,30,22,11,0,42,252,6,19,19,36,29,10,8,16,138,109,660,2785,8347,6457,1199,375,463,20393
50903,16,156,908,3022,2141,386,91,115,6830,0,55,156,39,4,0,0,17,272,0,6,0,0,0,0,0,0,5,0,60,159,42,4,0,0,17,279,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,16,3,20,11,14,10,0,3,0,54,0,0,3,11,5,3,6,0,35,20,243,1084,3083,2157,386,95,136,7212
51001,43,307,1024,3613,2259,275,52,207,7777,22,178,371,223,40,0,0,38,876,9,34,120,91,11,0,0,5,273,33,209,497,312,50,3,0,35,1147,0,31,146,61,4,0,0,5,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,35,141,60,4,0,0,11,253,100,235,74,61,37,11,4,96,627,15,54,47,31,30,7,6,42,242,191,843,1784,4081,2388,294,67,400,10043
51002,6,142,413,2443,1623,167,27,88,4910,0,121,203,281,56,4,0,15,683,0,27,57,122,49,6,0,5,261,0,152,260,399,102,4,0,21,942,4,80,164,45,0,0,5,8,300,0,23,79,11,0,0,0,0,116,0,24,33,17,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,129,268,76,0,0,3,9,486,20,46,5,13,6,3,0,7,103,6,25,10,8,5,3,3,4,61,35,484,965,2934,1737,182,37,136,6508
51003,9,52,264,3016,2616,218,42,109,6325,4,53,377,300,50,6,0,23,814,0,34,42,70,7,0,0,4,155,4,87,420,366,62,6,0,27,972,10,52,34,24,0,0,3,3,125,0,31,14,12,0,0,0,3,58,0,7,28,10,0,0,0,0,40,0,61,65,5,0,0,0,0,137,0,0,3,0,0,0,0,0,3,13,155,141,53,0,0,3,3,362,19,59,22,17,18,4,0,11,154,6,25,8,6,9,3,3,14,70,47,376,855,3462,2702,231,46,163,7888
51101,12,118,442,2303,1790,285,61,73,5082,5,65,187,93,15,4,0,17,381,0,0,17,13,3,0,0,0,40,5,66,205,104,20,3,0,17,421,0,36,35,18,0,0,0,5,100,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,36,38,20,0,0,0,5,105,23,51,20,4,0,0,0,4,99,0,6,9,18,21,10,0,0,72,37,276,712,2454,1836,302,64,95,5777
51102,11,75,272,1340,625,74,32,50,2480,0,45,117,55,3,0,0,9,230,0,5,11,20,0,0,0,4,37,0,49,131,74,3,0,0,12,271,0,78,19,5,0,0,0,6,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,19,5,0,0,0,6,112,67,134,41,44,49,8,4,19,372,4,13,10,13,4,0,5,6,60,80,347,471,1481,685,87,50,87,3291
51103,13,152,733,4612,3714,547,101,231,10107,3,221,575,570,41,0,6,58,1477,0,9,67,103,41,4,0,8,229,3,233,638,667,84,4,6,63,1700,0,53,75,13,3,0,0,8,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,53,79,20,3,0,0,8,176,31,118,18,21,8,7,0,12,210,6,16,19,11,15,3,8,10,84,56,582,1487,5329,3829,557,116,318,12275
51104,38,264,1424,7019,6895,822,182,269,16914,4,154,749,451,38,6,4,30,1416,0,12,93,127,105,28,0,6,381,3,159,842,575,145,29,0,38,1796,0,77,102,58,6,0,0,24,264,0,4,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,12,4,83,116,59,6,0,0,24,296,39,142,48,42,22,4,6,22,329,3,37,42,37,17,7,12,20,163,89,679,2474,7737,7084,859,197,370,19497
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
