SA3_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
50903,4,0,0,0,4,0,0,4,553,41,16,6,611,6,0,6,616,38,6,661,1004,92,25,7,1132,17,0,17,1147,29,5,1183,81,12,15,0,109,0,0,0,109,0,0,107,7,0,0,29,42,0,0,0,42,0,0,42,1647,145,58,43,1890,18,0,18,1914,69,7,1984,5,0,0,0,5,0,0,0,5,0,0,10,17,0,0,0,17,6,0,6,16,3,0,23,26,0,0,0,26,6,0,6,30,0,0,35,1676,145,58,43,1917,23,0,23,1941,70,7,2019,387,48,16,19,469,17,0,17,485,57,0,541,0,0,3,0,3,0,0,0,3,0,3,8,2061,185,78,62,2392,38,0,38,2433,127,8,2570
51001,3,0,0,0,3,0,0,0,1090,153,31,18,1294,8,5,18,1313,117,0,1432,976,173,29,24,1201,22,3,20,1226,79,5,1313,148,23,35,5,208,0,0,0,210,11,0,223,13,3,0,31,48,0,0,0,46,17,3,71,2230,356,92,77,2749,36,9,42,2798,224,17,3041,28,0,0,0,29,54,0,54,83,5,0,90,20,5,4,0,27,11,14,25,56,16,0,66,44,6,4,0,53,62,14,80,137,19,0,159,2275,359,92,77,2808,98,25,122,2933,245,21,3197,391,140,38,25,592,103,23,123,714,822,9,1548,4,4,0,6,17,0,0,0,17,7,69,95,2665,502,133,110,3411,204,48,246,3658,1081,99,4835
51002,3,0,0,0,3,0,0,3,1161,46,33,15,1255,18,0,25,1272,26,7,1307,1005,104,64,15,1193,6,0,0,1194,30,5,1231,150,15,40,0,211,0,0,0,213,5,0,220,22,3,0,22,45,0,0,0,45,3,0,49,2335,165,142,57,2708,28,3,33,2735,66,9,2806,27,0,0,0,27,7,0,7,26,11,0,40,33,4,5,6,48,7,3,8,54,7,0,60,50,4,5,6,65,9,3,15,79,17,0,96,2388,173,148,56,2774,33,10,43,2816,81,9,2904,635,78,61,34,809,33,15,49,857,161,0,1017,13,0,0,9,22,0,0,0,22,3,41,63,3041,246,210,103,3598,66,27,92,3694,243,49,3983
51003,5,0,0,0,5,0,0,5,1421,101,67,3,1594,14,0,16,1614,80,0,1695,1751,160,103,31,2046,4,0,4,2052,15,0,2062,218,12,66,0,301,0,0,0,301,10,0,312,23,0,0,32,52,0,0,0,52,8,0,60,3413,268,246,73,3996,20,0,23,4013,110,0,4128,33,0,0,3,41,9,0,9,51,0,0,51,46,0,12,0,58,0,0,0,60,0,0,60,79,0,12,6,101,9,0,9,110,0,0,110,3496,268,256,75,4097,27,4,35,4126,110,0,4236,984,62,93,34,1171,13,0,14,1186,71,4,1263,14,0,0,0,13,0,0,0,13,0,21,33,4487,332,348,110,5282,43,0,49,5330,179,22,5529
51101,5,0,0,0,5,0,0,6,422,29,10,11,461,0,0,8,467,26,0,490,977,81,31,11,1094,0,4,6,1099,22,0,1121,61,8,23,0,87,0,0,0,87,0,0,90,16,0,0,16,32,0,0,0,32,0,4,39,1474,117,54,33,1678,3,0,7,1687,45,4,1741,0,5,0,0,5,0,0,0,5,3,0,7,8,0,0,0,8,0,0,0,8,0,0,8,15,5,0,0,15,0,0,0,15,3,0,19,1486,117,54,33,1695,3,0,7,1702,48,4,1756,348,38,24,16,427,9,10,15,439,52,0,486,9,0,0,0,7,0,0,0,7,0,0,9,1842,151,86,52,2125,11,15,27,2151,100,3,2260
51102,4,0,0,0,4,0,0,4,264,31,12,8,316,0,3,3,321,25,0,344,323,60,13,6,407,3,3,6,414,15,0,433,30,0,7,0,37,4,0,4,44,6,0,47,4,0,0,5,12,0,0,0,12,0,0,12,629,88,31,21,768,6,8,17,787,47,0,831,0,0,0,0,0,3,0,3,3,0,0,3,9,0,0,0,9,0,0,0,9,0,0,9,9,0,0,0,9,4,0,8,15,0,0,15,635,88,31,21,774,13,6,20,799,47,0,847,145,15,14,3,174,9,0,9,188,79,0,269,0,0,0,0,0,0,0,0,0,0,0,0,779,102,43,23,948,20,6,31,984,129,0,1112
51103,7,0,0,0,7,0,0,13,1482,119,42,14,1654,16,6,22,1675,54,0,1732,1663,155,67,9,1893,10,0,13,1906,57,3,1965,188,21,30,20,249,0,0,0,249,8,0,261,22,5,0,10,40,0,0,0,40,7,4,53,3346,297,135,53,3833,28,5,36,3873,123,10,4005,18,4,5,0,21,4,0,4,29,3,0,32,51,12,4,5,70,9,3,12,82,0,9,85,71,11,6,5,90,11,4,16,111,3,9,119,3420,309,142,60,3927,38,12,49,3982,128,12,4122,1126,86,53,38,1296,66,10,77,1374,262,0,1640,20,0,0,7,24,0,0,0,24,5,50,81,4564,392,193,101,5253,103,22,127,5380,395,67,5842
51104,27,0,0,0,27,0,0,28,1557,174,34,9,1779,27,10,33,1816,97,0,1916,2265,313,103,31,2707,25,5,29,2743,103,5,2847,210,37,40,0,293,0,0,0,293,14,0,308,27,0,3,24,54,6,0,6,58,9,0,68,4057,531,181,67,4840,55,13,64,4903,221,4,5132,15,0,0,5,18,10,0,6,30,3,0,36,56,7,4,5,78,8,0,5,87,4,0,87,71,14,4,8,94,15,6,18,112,11,0,123,4134,542,183,73,4934,69,19,81,5014,236,4,5259,1002,149,57,38,1249,45,13,57,1311,281,11,1600,4,0,0,7,9,0,0,0,9,0,27,38,5137,693,245,115,6197,111,25,142,6340,518,36,6889
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
