SA3_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
50702,18,127,101,69,108,107,33,89,8,662,36,116,107,60,116,174,43,125,104,882,971,3351,2687,1766,3085,4003,1403,3203,241,20713
50703,27,115,107,48,197,185,65,98,6,847,35,111,97,49,196,243,70,147,190,1139,951,2817,2378,1563,4463,4270,1335,3175,426,21377
50704,56,336,278,135,284,310,103,207,12,1719,65,351,230,119,331,499,123,289,259,2267,2009,9384,6624,3945,8800,10838,3533,7469,571,53172
50705,70,409,308,192,421,449,140,308,34,2338,146,274,194,157,495,614,165,437,462,2952,3381,8652,6971,4586,11474,12010,3971,10923,1062,63025
50901,56,160,120,88,198,232,59,134,7,1050,82,182,112,59,99,136,43,133,196,1043,1517,4521,3476,2403,4267,4897,1821,4489,546,27938
50902,38,127,92,58,139,201,70,150,13,890,62,151,96,58,116,151,65,167,208,1063,1350,3338,2644,1697,3238,4277,1632,5924,541,24641
50903,10,36,31,16,40,75,25,59,8,312,16,42,21,8,34,47,21,39,70,308,523,1141,964,609,956,1600,657,2410,178,9034
51001,18,57,42,31,97,110,40,119,5,524,39,61,38,27,106,85,27,101,203,691,726,1242,1067,984,2933,2720,934,2872,390,13873
51002,16,46,31,17,65,55,27,130,10,395,32,32,12,16,44,62,25,117,99,439,851,914,681,456,1455,1703,1054,5221,304,12640
51003,12,74,36,26,60,73,47,136,3,469,23,53,30,24,67,123,54,224,107,702,1018,1295,950,702,1635,2553,1420,5106,293,14957
51101,14,37,30,25,52,91,32,52,4,342,19,47,22,8,35,40,14,50,61,312,469,994,743,506,968,1335,515,1792,176,7499
51102,9,21,13,7,28,33,6,26,3,148,14,26,19,6,27,36,16,34,48,222,267,481,435,315,802,922,294,889,143,4545
51103,37,64,50,33,101,131,60,285,11,773,38,61,53,37,85,134,39,171,148,765,877,1640,1426,896,2379,3035,1586,6343,404,18575
51104,33,120,98,60,160,213,51,181,11,935,44,123,78,54,104,134,43,166,171,921,1303,3379,2632,1914,3665,4122,1586,5237,470,24307
59797,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,0,0,29,0,35,13,14,5,3,5,5,11,220,5,277
59999,6,12,6,4,9,4,0,10,0,52,9,13,0,3,5,20,0,24,12,78,181,208,163,110,217,250,70,370,33,1614
