SA3_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
50502,296,610,414,260,349,164,92,2192,31,23,25,22,16,5,6,131,14,22,12,10,13,8,3,71,546,1188,894,654,905,460,298,4946,14,52,34,20,36,13,7,178,43,78,48,25,40,10,3,259,59,129,80,47,83,30,16,443,601,1315,978,704,981,485,308,5385,500,555,291,205,225,83,68,1938,17,36,15,3,6,0,0,73,1121,1903,1285,914,1220,573,380,7395
50503,454,923,617,423,492,143,73,3120,60,48,32,19,33,7,12,210,30,39,22,15,16,4,0,136,797,1664,1257,931,1196,393,256,6492,33,71,56,44,53,16,10,291,79,119,70,54,42,7,6,389,114,197,131,93,100,24,20,675,910,1855,1388,1026,1293,415,276,7169,974,966,510,360,373,105,52,3338,19,21,14,18,11,4,6,92,1897,2843,1913,1404,1679,524,335,10600
50601,178,316,203,172,177,47,28,1117,27,15,10,10,12,7,4,84,10,12,11,8,16,0,0,59,351,650,487,391,465,124,84,2562,27,42,27,24,26,9,0,151,45,78,41,19,19,0,0,214,67,123,68,48,45,10,0,366,422,769,555,437,517,134,86,2923,538,490,289,188,138,26,16,1693,14,16,10,14,0,0,0,54,972,1272,853,638,660,165,111,4672
50602,100,160,104,79,92,38,38,613,10,9,6,3,7,7,0,42,0,5,0,3,4,0,0,14,185,342,240,193,269,112,94,1427,7,15,18,9,17,6,5,72,17,34,20,17,21,0,0,111,27,51,32,27,38,9,6,183,207,395,276,216,306,118,96,1609,188,208,104,88,71,36,24,714,0,3,6,4,0,0,0,12,400,602,384,303,373,153,116,2335
50603,91,223,181,140,206,77,53,971,16,18,5,6,11,0,0,64,3,14,9,0,3,0,3,35,195,440,376,313,491,224,134,2171,5,19,5,11,16,4,3,73,14,31,21,22,20,0,5,109,22,46,25,32,39,3,10,184,212,488,403,346,529,228,144,2358,219,220,153,100,137,46,30,899,20,12,12,4,0,0,0,47,456,715,570,451,662,279,174,3309
50604,181,401,270,195,224,79,49,1397,27,38,21,11,21,3,3,124,10,13,12,8,15,4,7,72,364,745,549,415,563,223,156,3020,28,47,34,21,29,9,10,173,45,88,40,30,29,4,5,240,72,139,72,50,59,15,11,416,433,889,624,467,621,237,171,3436,602,540,315,200,189,79,43,1974,23,22,15,14,6,0,4,86,1062,1447,950,678,816,316,224,5497
50605,95,221,175,109,92,30,9,729,6,9,14,4,9,4,3,48,8,5,4,3,3,0,0,23,172,412,364,260,287,84,53,1633,4,14,20,3,12,0,0,48,17,43,17,11,15,0,4,105,23,52,38,17,22,0,3,156,191,464,401,276,303,90,57,1786,154,182,109,55,69,12,9,585,6,4,4,3,3,0,0,23,345,653,513,334,380,102,71,2388
50606,76,153,76,53,67,11,4,442,11,17,11,8,0,0,0,36,5,3,5,0,4,0,0,14,154,276,168,132,134,21,15,906,3,12,10,6,10,3,0,38,7,17,5,0,8,0,0,37,16,23,16,7,11,4,0,75,170,303,189,138,148,26,15,982,151,120,58,32,24,3,4,395,4,0,0,0,0,0,0,6,323,424,245,172,173,33,19,1380
50607,39,77,70,37,51,38,14,318,3,7,3,0,0,0,0,18,0,0,0,3,0,0,0,12,84,159,144,102,130,93,57,768,0,4,3,9,0,4,5,27,5,4,9,4,4,0,0,21,8,8,11,15,10,4,5,49,87,168,152,108,136,97,61,814,57,83,54,34,45,20,15,305,0,3,0,0,0,4,0,9,148,254,208,146,182,114,81,1129
50701,190,468,324,211,240,75,34,1537,14,33,9,12,15,8,10,102,8,20,13,9,0,0,3,50,353,866,625,461,585,204,128,3220,10,25,16,13,16,3,0,78,36,51,28,16,22,7,4,160,41,73,41,33,33,13,8,242,391,938,668,493,619,215,133,3462,362,349,189,141,143,24,23,1222,9,9,3,4,0,0,0,28,762,1290,863,636,759,242,153,4717
50702,41,79,80,56,83,23,18,390,9,5,3,3,7,0,0,27,0,0,0,0,3,4,0,8,85,189,169,134,188,79,54,900,0,7,8,0,13,7,4,34,12,17,7,3,6,0,0,37,8,25,13,5,12,7,4,72,94,215,190,140,198,84,56,968,66,66,52,34,44,14,11,283,5,0,0,0,0,0,0,8,166,280,240,169,243,98,65,1258
50703,117,174,113,81,96,22,18,619,17,13,6,7,4,0,0,51,15,10,10,5,5,0,3,47,219,348,260,190,217,66,40,1332,27,31,9,13,11,5,0,97,18,47,17,10,11,0,0,110,44,81,24,32,24,3,0,203,262,421,282,221,237,66,43,1534,327,290,141,96,75,13,9,953,0,8,8,0,6,0,0,21,590,719,424,326,316,87,49,2505
50704,113,233,200,166,202,95,42,1059,8,10,9,10,16,5,3,58,6,13,3,3,3,0,0,32,181,462,450,386,533,267,137,2416,7,14,13,5,12,4,0,51,14,27,24,13,10,3,5,96,21,35,39,21,22,6,5,151,203,498,483,410,562,275,137,2564,118,150,117,90,99,46,36,654,0,7,9,8,6,0,0,34,319,661,604,508,664,318,172,3248
50705,314,612,421,317,316,72,32,2075,49,51,32,22,26,4,0,182,14,18,17,7,13,0,0,66,580,1131,909,664,793,185,114,4376,41,64,46,34,36,9,0,225,55,82,62,33,18,0,0,260,99,144,107,67,55,13,3,483,680,1278,1015,732,849,198,114,4859,766,777,410,285,267,37,26,2574,29,19,14,14,3,0,0,76,1473,2071,1441,1029,1116,237,138,7516
50901,107,253,173,121,151,15,0,822,12,13,14,4,5,0,0,50,5,3,6,7,3,0,0,23,166,384,319,251,309,28,5,1459,4,16,4,11,9,3,0,46,11,27,12,6,9,0,0,65,18,42,19,15,21,3,0,115,175,427,337,263,328,29,10,1571,244,286,137,103,95,13,3,874,7,11,14,5,4,0,0,40,426,716,483,372,430,43,8,2485
50902,66,121,122,64,90,5,5,468,11,8,13,4,7,0,0,36,4,7,4,6,0,0,0,24,121,252,230,152,206,13,8,976,11,16,8,9,11,0,0,43,22,26,24,12,12,0,0,92,29,45,31,20,15,0,0,142,144,295,260,171,220,13,8,1115,231,227,121,93,63,3,0,733,4,19,8,7,0,0,0,39,382,546,387,272,284,21,8,1888
50903,16,56,36,25,23,0,0,155,3,5,3,3,0,0,0,19,0,0,0,0,0,0,0,3,40,96,73,49,59,0,0,315,4,13,10,5,8,0,0,32,0,11,0,3,0,0,0,21,10,15,9,9,5,5,0,52,41,110,83,59,63,0,5,373,68,74,41,21,19,0,0,225,4,0,0,0,0,0,0,15,116,185,128,83,91,0,5,612
51001,55,137,71,40,29,4,0,345,10,10,7,12,0,0,0,42,5,8,11,6,0,0,0,28,136,311,214,144,124,9,5,941,4,14,8,4,5,0,0,42,10,14,11,7,8,0,0,46,15,29,17,13,8,0,0,85,150,338,230,159,129,9,5,1027,402,399,234,136,94,8,0,1279,20,41,23,3,5,0,0,85,573,779,490,305,228,15,5,2392
51002,15,39,14,23,6,0,0,96,5,0,0,0,3,0,0,10,10,7,0,0,3,0,0,18,74,159,84,60,61,8,0,455,6,9,0,9,3,0,0,28,6,10,3,3,0,0,0,24,11,16,7,11,0,0,0,54,92,179,87,69,67,8,0,506,87,88,51,31,22,4,0,295,5,3,8,0,0,0,0,12,183,272,151,106,91,14,0,814
51003,19,37,21,17,19,0,0,116,4,9,3,3,8,0,0,23,4,11,0,3,0,0,0,19,78,131,105,76,81,0,0,480,4,3,4,6,6,0,0,13,0,6,0,3,0,0,0,13,4,8,4,6,6,0,0,25,84,146,104,79,87,0,0,503,48,47,34,27,18,0,0,173,0,3,3,0,0,0,0,9,127,196,146,111,102,0,0,685
51101,23,49,14,20,25,0,0,142,0,5,5,3,5,0,0,15,0,4,0,0,3,0,0,4,42,106,52,54,77,3,3,337,0,0,0,0,0,0,0,8,0,5,0,0,4,0,0,13,0,7,3,4,4,0,0,25,40,111,60,54,76,3,3,357,88,55,31,24,25,0,0,224,4,4,4,0,0,0,0,10,138,177,90,82,99,7,3,592
51102,12,25,20,9,7,0,0,80,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,3,24,46,48,20,25,0,0,164,5,3,0,0,0,0,0,13,0,3,4,4,0,0,0,17,7,7,4,3,7,0,0,32,34,59,54,24,28,0,0,194,44,36,17,16,4,0,0,121,0,3,6,0,0,0,0,5,76,96,74,37,39,0,0,324
51103,60,106,62,48,34,3,0,310,0,8,9,3,0,0,0,25,8,9,7,4,0,0,0,29,132,267,197,139,139,13,0,889,4,5,8,3,5,0,0,35,3,13,7,8,4,0,0,30,7,20,14,12,12,0,0,63,142,288,215,152,144,17,0,950,204,166,84,53,34,3,0,539,23,20,13,11,3,0,0,61,367,469,309,209,181,15,0,1550
51104,99,192,153,75,102,3,0,625,14,14,14,12,11,4,0,64,0,9,7,3,0,0,0,20,155,359,333,211,269,16,11,1350,3,17,25,12,4,0,0,66,17,31,16,10,17,0,0,92,21,52,40,25,17,0,0,161,175,409,372,239,284,16,7,1505,298,311,170,106,85,12,3,1000,5,23,7,7,4,0,0,46,484,748,554,358,374,35,7,2552
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
