SA3_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
50502,0,16,42,303,125,90,192,128,32,930,0,5,17,31,31,81,157,252,160,720,4,50,60,319,95,92,83,28,12,745,45,273,592,3680,483,401,329,241,91,6136,11,38,94,355,137,86,60,26,9,811,0,55,62,527,174,133,66,37,14,1061,12,58,98,338,162,102,43,9,0,816,12,62,77,1507,180,156,148,96,38,2264,4,43,66,562,205,332,958,967,599,3739,7,47,56,251,188,73,30,15,6,670,9,24,27,304,55,21,13,4,5,459,0,8,12,35,21,29,17,4,0,124,18,148,177,971,376,337,386,189,42,2640,0,0,0,5,6,10,24,25,10,66,0,10,44,186,47,79,65,42,20,487,3,22,93,500,224,184,185,73,34,1323,0,18,61,275,20,7,9,0,0,397,5,18,20,85,62,41,133,140,71,586,27,177,294,1670,718,693,455,157,32,4233,3,18,22,257,196,283,353,176,96,1409
50503,0,14,44,190,150,115,165,97,23,801,0,0,0,18,10,31,40,35,14,141,0,20,20,157,40,38,23,7,0,297,11,204,325,2254,556,346,305,185,38,4233,13,43,62,245,122,50,21,8,0,566,0,21,65,223,97,69,26,4,0,510,0,28,55,234,112,58,20,6,0,519,5,143,213,945,262,179,152,91,23,2011,0,14,25,126,76,169,270,182,95,961,0,11,18,86,43,9,17,5,0,181,0,6,19,116,36,21,3,0,0,207,0,6,12,30,19,24,18,5,0,108,11,91,129,556,230,233,171,51,11,1482,0,0,0,5,4,21,36,15,8,89,0,22,42,233,61,118,98,33,14,622,0,38,137,458,264,236,166,70,35,1406,0,4,17,81,12,3,3,0,0,118,0,7,24,63,42,48,142,118,49,502,52,528,787,2593,1321,1075,589,178,32,7157,0,10,22,298,193,192,170,65,13,967
50601,0,0,8,64,39,47,76,72,17,321,0,0,0,0,0,0,5,3,0,10,0,12,11,83,23,7,9,0,0,142,35,482,374,3638,519,246,206,66,18,5582,4,29,61,314,100,52,29,5,0,590,0,11,8,64,24,17,0,3,0,124,0,0,14,59,13,9,6,3,0,103,0,48,17,119,29,44,46,43,9,362,0,0,3,30,16,43,93,66,22,278,6,6,4,45,23,6,8,3,4,100,8,24,8,166,30,10,12,0,0,255,0,6,3,17,14,7,5,3,0,55,4,67,132,647,177,139,126,39,3,1324,0,0,3,0,3,6,11,7,0,29,0,13,34,129,28,13,16,5,0,233,0,6,32,238,76,100,58,16,10,530,0,0,8,81,9,4,0,0,0,103,0,7,12,50,70,58,164,131,49,545,29,265,307,1027,506,490,259,54,16,2953,0,0,0,4,0,0,0,0,0,11
50602,0,6,16,103,36,32,59,35,14,298,0,0,0,6,4,8,5,9,11,44,5,3,42,203,43,30,23,8,3,362,40,162,243,1465,214,152,133,105,54,2556,14,43,66,377,149,40,60,9,3,758,3,11,17,180,28,13,8,4,0,269,0,7,16,64,23,15,17,3,0,143,4,6,24,387,52,62,43,30,15,635,0,5,16,145,34,54,126,202,111,697,4,6,13,124,58,14,7,4,0,229,0,12,28,381,70,32,13,0,6,536,0,0,4,26,14,5,16,10,0,77,9,46,143,739,204,172,134,59,10,1510,0,0,0,4,0,4,13,3,3,32,0,5,31,145,26,25,23,15,0,265,0,3,12,100,61,105,62,31,30,405,3,11,174,591,24,13,0,0,0,821,0,0,4,35,18,15,46,42,11,178,15,91,192,843,376,422,232,49,12,2232,0,0,0,15,0,4,7,0,0,30
50603,0,3,7,58,44,43,64,54,16,292,0,3,0,7,5,4,10,3,0,39,6,36,181,379,87,93,73,23,8,880,66,517,1054,3968,1027,475,282,168,79,7633,14,85,256,795,305,147,151,34,12,1801,0,31,39,184,73,34,27,17,4,407,0,28,43,79,60,17,15,4,0,250,0,49,29,140,53,46,62,41,14,427,0,6,3,57,19,49,178,153,92,572,3,13,26,88,61,24,15,12,3,243,6,85,101,573,217,103,30,6,0,1123,0,10,12,20,24,20,13,9,0,114,14,269,971,1991,859,763,737,311,58,5978,0,0,0,0,0,0,17,4,0,28,0,13,47,185,42,33,19,3,5,356,4,10,31,147,96,113,122,47,30,596,9,14,153,531,43,16,0,0,0,768,6,0,6,31,19,20,76,98,38,293,9,183,237,482,293,327,199,71,21,1819,0,0,0,3,3,6,4,0,0,13
50604,0,3,8,60,29,60,98,70,18,344,0,0,0,0,8,6,4,5,3,21,3,10,27,195,30,46,30,4,0,342,65,451,817,4237,907,511,398,215,57,7659,14,120,185,805,361,151,125,43,3,1805,0,24,71,194,37,33,20,4,0,383,0,22,42,202,108,72,19,3,6,477,0,32,12,136,48,54,75,59,12,428,0,0,10,48,25,64,169,109,85,510,3,10,6,60,39,9,4,0,0,130,3,32,30,317,71,33,16,4,0,511,4,7,12,44,54,32,26,3,0,179,26,185,405,1383,560,605,515,147,38,3863,0,0,0,3,0,15,15,10,0,46,0,29,58,263,69,46,36,13,0,511,0,31,144,664,302,240,216,89,39,1725,0,7,23,211,17,8,6,0,0,279,0,0,6,12,26,33,129,110,55,379,27,281,400,1065,628,590,281,90,15,3376,0,0,0,4,0,0,5,0,0,11
50605,0,7,12,45,46,42,91,63,13,307,0,0,0,5,0,0,3,3,0,14,0,0,3,45,3,8,4,0,4,78,8,86,72,626,135,84,89,74,22,1208,3,10,16,79,41,24,16,3,8,201,0,0,5,17,5,0,0,0,0,31,0,0,0,0,5,3,0,0,0,8,0,11,28,144,65,60,51,53,13,429,0,5,0,17,15,54,130,106,69,398,0,0,0,29,10,6,3,4,0,53,0,0,0,25,6,3,0,0,0,42,0,0,0,11,0,4,6,7,0,36,0,8,16,169,51,55,67,16,8,402,0,0,0,0,0,9,14,3,0,25,0,3,14,36,15,18,11,6,3,102,0,0,0,21,27,34,37,11,9,139,0,0,0,21,0,0,0,0,0,30,0,0,7,25,30,40,69,69,26,265,3,123,161,586,379,409,216,55,15,1940,0,0,0,0,0,0,0,0,0,0
50606,0,0,0,16,17,22,17,9,0,81,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,4,3,0,0,13,3,39,32,509,50,36,28,18,0,721,0,4,7,32,4,0,4,0,0,54,0,0,0,8,5,4,0,0,0,24,0,0,0,0,0,0,0,0,0,7,0,4,0,43,21,13,15,13,0,119,0,0,0,3,5,11,29,15,12,72,0,0,0,0,0,0,0,0,0,11,0,0,3,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,9,5,34,33,17,14,3,0,111,0,0,0,0,0,4,0,5,0,5,0,4,5,44,14,5,0,0,0,75,0,0,0,8,0,3,3,7,0,29,0,0,0,0,0,0,0,0,0,5,0,0,5,20,26,19,66,30,10,180,12,83,105,411,210,186,78,18,0,1100,0,0,0,0,0,0,0,0,0,0
50607,0,4,10,37,21,19,24,24,8,141,0,0,3,0,4,3,15,20,12,56,0,8,33,79,28,26,36,10,8,227,3,48,68,423,119,85,72,56,19,897,0,23,63,219,90,70,59,21,3,559,0,16,10,172,42,33,17,12,8,298,0,10,7,16,15,10,3,3,0,67,0,5,3,158,38,40,37,22,12,316,0,6,7,67,25,28,85,41,23,289,3,14,20,63,27,16,9,4,0,169,0,6,15,103,34,21,9,6,0,200,0,0,0,8,3,11,10,0,0,35,3,32,99,423,168,165,173,91,17,1162,0,0,0,0,0,0,5,0,0,10,0,0,8,44,7,19,11,3,5,98,0,0,6,26,19,24,22,16,9,121,0,0,25,104,0,0,0,0,0,134,0,4,6,28,14,20,36,27,4,139,4,23,50,218,135,161,126,49,6,780,0,0,0,3,5,0,8,0,0,18
50701,3,24,28,208,88,70,77,45,11,554,0,0,0,0,8,6,9,7,3,30,11,9,41,144,28,38,26,3,0,298,20,133,154,1288,280,158,136,54,30,2252,4,24,58,367,140,58,51,25,7,735,0,23,32,211,58,32,12,10,0,380,0,4,0,24,6,6,3,0,0,41,8,44,32,388,97,61,45,28,14,720,0,18,14,242,86,199,434,378,227,1605,3,14,18,99,57,11,11,4,0,218,5,15,28,258,56,33,10,0,0,407,0,4,4,19,12,16,10,0,0,63,0,55,152,612,220,192,160,61,16,1471,0,0,0,5,0,6,10,5,4,27,0,6,16,100,14,27,22,7,0,199,0,0,0,37,17,22,23,12,10,133,0,8,22,114,7,0,0,0,0,154,0,9,15,50,39,50,61,53,39,312,27,179,311,1281,600,460,251,53,12,3174,0,0,0,6,0,7,7,4,0,24
50702,0,7,12,147,62,38,43,29,3,348,0,0,0,0,0,0,3,3,6,15,0,6,7,30,10,8,6,0,0,62,6,3,11,55,25,24,36,19,9,179,3,13,13,37,18,11,6,5,0,99,0,0,3,20,6,8,10,0,0,47,0,0,0,4,3,6,0,0,0,10,5,15,21,186,57,57,26,26,7,407,4,4,20,97,46,69,159,235,209,840,0,4,8,37,28,15,9,0,0,102,0,3,0,18,3,4,0,0,0,33,0,0,0,0,0,7,6,0,0,10,0,10,13,31,34,30,30,11,0,161,0,0,0,0,0,0,3,3,0,8,0,0,0,6,7,6,9,4,0,24,0,0,0,0,8,9,0,3,6,18,0,0,6,8,0,0,0,0,0,9,0,0,8,50,23,16,36,22,13,163,10,20,31,265,158,194,110,35,0,830,0,0,0,0,0,3,5,0,0,10
50703,0,0,5,34,15,16,29,26,12,145,0,0,0,0,0,0,0,0,0,8,0,0,3,28,6,8,0,0,0,57,17,98,141,1246,109,83,57,21,8,1782,0,3,17,90,37,18,11,0,0,179,0,0,4,38,3,4,0,0,0,59,0,0,4,18,5,6,3,0,0,31,0,9,9,89,17,15,16,9,6,170,0,5,0,21,5,26,33,17,9,112,0,0,0,32,17,0,5,0,0,62,0,3,6,95,17,17,3,5,0,149,0,0,0,0,6,5,0,0,0,15,0,12,41,133,56,38,20,9,0,316,0,0,0,3,0,4,6,8,0,18,0,0,15,35,12,0,0,0,0,78,0,0,0,6,11,9,14,8,0,45,0,6,5,49,7,0,0,0,0,65,0,0,6,6,14,17,31,26,11,102,21,161,237,838,347,268,132,35,0,2047,0,0,0,8,0,3,0,0,0,13
