SA3_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
50502,298,254,183,42,71,20,866,57,31,27,10,12,0,144,92,70,69,16,25,5,279,91,68,57,23,34,0,274,150,136,76,35,57,9,465,229,177,113,46,77,8,644,339,346,165,66,105,17,1035,419,480,202,97,121,21,1339,484,590,151,111,127,14,1481,588,690,179,129,102,21,1705,418,596,160,71,71,13,1333,702,1076,350,153,108,26,2411,305,552,115,48,52,12,1091,266,520,128,34,18,8,980,486,969,220,73,58,16,1818,708,1800,486,91,87,7,3177,297,752,211,41,43,3,1348,233,643,229,31,23,3,1159,376,505,249,56,85,19,1285,6540,10241,3382,1182,1266,221,22832
50503,320,195,192,41,75,20,843,71,34,35,13,16,0,169,115,64,87,33,38,7,341,111,80,69,12,46,8,329,197,135,105,57,84,7,592,280,271,187,87,111,12,946,362,507,243,116,164,15,1407,647,876,345,201,248,39,2354,713,1193,382,263,219,36,2805,980,1782,494,258,202,31,3751,754,1646,411,199,133,43,3196,1079,2273,783,296,211,33,4666,491,1175,372,102,64,14,2219,314,806,254,70,44,4,1498,574,1456,576,119,94,13,2834,594,1189,608,106,78,11,2594,221,369,208,28,30,5,858,140,284,127,28,15,0,593,464,737,404,110,133,18,1862,8420,15083,5887,2135,2016,314,33848
50601,134,100,78,13,29,7,356,31,15,17,5,11,0,79,65,31,39,11,15,6,165,53,36,23,17,17,4,156,124,82,41,22,57,8,343,182,169,80,55,63,4,557,236,315,91,59,84,8,798,317,538,135,105,111,20,1223,365,748,142,104,97,21,1480,407,899,183,120,89,20,1725,332,807,158,65,43,7,1416,495,1036,224,111,65,18,1946,225,511,102,35,24,7,901,140,398,84,18,17,0,662,257,600,171,40,27,7,1103,262,520,195,32,25,5,1045,89,161,78,13,14,4,357,72,121,35,6,3,0,235,219,308,123,55,44,15,759,4009,7393,2004,894,847,155,15304
50602,82,68,48,9,19,14,241,20,11,5,0,7,0,39,41,24,15,6,14,4,101,29,10,11,5,5,0,62,54,31,16,7,19,5,140,86,53,35,14,14,8,208,115,125,44,18,30,6,337,199,153,50,32,30,7,465,238,216,44,32,21,12,560,282,261,59,37,26,7,675,210,202,59,27,24,7,529,299,402,92,45,36,10,885,152,184,14,14,11,0,379,119,169,39,15,6,5,353,196,281,56,25,19,3,587,245,384,109,20,30,6,797,85,138,27,5,3,4,268,67,76,17,3,14,0,179,125,111,57,11,23,3,350,2645,2901,795,328,365,106,7142
50603,151,132,100,17,34,5,434,29,28,21,4,3,0,83,55,35,29,5,11,5,146,55,41,39,7,6,4,146,66,75,44,14,22,0,226,89,111,57,17,25,4,303,177,194,105,37,37,10,552,176,267,121,36,44,9,656,211,349,127,42,48,16,790,243,457,134,46,57,11,952,161,368,121,35,49,16,747,270,642,212,60,48,9,1242,87,282,93,18,20,0,503,72,275,79,9,14,0,456,131,390,167,28,29,3,750,190,541,191,33,31,4,993,86,229,89,10,15,0,431,59,178,83,6,10,0,347,131,251,138,25,28,8,589,2440,4852,1942,442,543,111,10337
50604,166,141,99,31,50,12,494,54,28,23,4,11,0,122,77,64,54,3,32,10,237,71,49,49,9,26,3,208,127,113,97,21,46,4,415,182,234,124,44,66,14,662,281,414,186,81,98,16,1071,375,700,216,93,121,17,1518,390,834,224,110,109,12,1683,401,977,308,128,94,17,1929,295,727,215,79,70,12,1396,435,1085,353,94,87,20,2077,165,424,140,38,29,8,806,107,336,110,29,17,7,608,239,510,220,35,41,6,1055,224,517,244,50,26,3,1066,79,182,74,17,16,8,362,60,152,78,8,8,0,318,233,379,202,48,84,15,968,3956,7873,3025,919,1037,195,16999
50605,97,57,44,6,28,0,236,21,6,10,0,0,0,46,37,27,24,0,17,0,103,41,15,26,3,11,4,106,68,34,29,11,22,0,166,82,77,53,14,28,4,265,105,117,73,39,50,4,381,161,212,88,46,59,11,571,179,298,83,38,46,4,652,237,399,114,51,41,8,851,177,323,86,35,23,4,662,290,552,175,61,48,9,1143,130,285,71,27,26,9,541,66,184,50,12,8,0,319,152,339,119,34,25,6,674,193,366,130,23,30,6,752,70,122,58,12,5,0,271,48,93,52,0,3,0,199,103,183,96,31,28,9,453,2247,3708,1383,459,512,85,8388
50606,46,32,20,10,5,0,116,15,3,6,0,0,0,22,20,8,12,0,3,0,46,15,5,7,5,3,0,44,19,18,14,5,7,0,59,43,51,18,10,9,0,135,65,68,26,34,18,3,202,107,172,56,35,26,7,398,137,256,56,40,18,3,515,170,325,58,47,22,9,625,109,311,50,34,20,0,522,211,413,120,34,19,8,810,110,204,51,22,12,0,401,79,157,27,10,5,0,286,147,284,74,21,13,6,543,166,246,97,24,12,0,548,72,83,43,4,4,0,202,42,45,19,0,8,0,113,67,115,52,30,14,0,272,1635,2790,792,375,233,40,5864
50607,62,54,45,4,18,9,197,7,4,0,4,4,0,23,22,7,7,0,9,0,46,14,8,11,4,3,0,41,32,12,27,0,5,0,77,24,23,13,4,10,0,71,48,45,23,10,14,5,139,62,36,27,3,12,3,146,69,57,30,11,10,0,175,72,58,27,12,14,0,178,78,50,23,5,8,4,169,127,130,51,22,19,0,347,49,81,14,7,8,0,157,63,94,26,11,0,0,194,104,166,44,7,7,0,330,171,334,87,13,23,11,635,98,209,82,19,17,3,423,99,219,77,5,13,4,413,83,78,45,8,9,5,231,1272,1672,669,148,184,49,4000
50701,173,141,75,28,47,7,467,54,21,14,3,7,0,103,57,38,34,6,16,0,162,76,40,47,20,29,0,221,102,105,82,19,30,5,346,154,123,87,44,60,9,482,201,229,140,65,53,7,700,293,336,163,96,83,11,982,426,545,157,100,81,15,1328,531,767,210,97,79,11,1684,426,725,144,88,65,17,1456,563,1174,324,113,84,15,2269,287,599,148,35,28,4,1104,176,454,96,27,19,10,781,336,771,229,58,54,3,1453,399,805,314,61,44,13,1640,153,239,109,24,6,0,544,100,197,67,14,14,3,395,220,330,170,46,61,21,839,4721,7629,2625,932,867,159,16939
50702,65,35,25,6,13,3,151,21,6,8,0,0,0,37,20,8,15,3,13,0,66,13,16,6,3,10,0,46,27,13,19,0,7,3,71,26,16,20,16,9,0,98,52,42,25,7,10,6,143,69,55,26,14,10,0,171,65,69,20,8,15,0,179,78,96,30,13,15,0,236,67,112,26,11,12,0,226,122,204,68,29,21,0,440,77,109,17,9,3,0,223,64,98,16,13,3,0,195,124,197,40,22,23,0,400,165,366,95,28,25,0,682,87,165,54,14,8,0,327,97,145,57,3,6,0,312,84,98,34,18,22,0,245,1307,1848,597,230,225,23,4234
50703,48,40,24,10,16,3,137,23,4,11,6,0,0,35,44,15,9,7,14,0,97,27,26,7,10,6,0,73,44,45,23,21,17,3,154,95,78,55,17,41,6,286,118,163,47,45,47,3,423,187,296,88,56,57,9,696,191,379,78,65,36,5,752,231,493,90,47,50,10,914,178,369,78,34,27,4,697,206,428,113,44,27,4,825,116,202,49,10,12,3,397,46,132,34,14,11,0,229,103,226,55,18,16,8,416,102,171,63,11,12,4,355,35,58,22,6,4,0,119,13,51,19,0,4,0,91,80,148,45,29,37,7,339,1880,3324,902,448,433,70,7057
50704,198,135,117,23,37,9,518,32,20,23,4,14,0,93,43,39,45,4,21,3,157,63,43,47,6,13,0,172,75,45,48,9,27,3,217,102,80,69,20,35,0,306,134,139,104,12,46,9,439,119,174,95,23,33,6,456,158,191,76,36,56,3,520,172,263,108,42,39,3,627,164,263,81,33,26,4,568,296,567,185,54,55,5,1168,151,311,84,23,20,5,582,117,374,86,32,17,0,621,237,672,150,31,33,5,1129,364,1207,328,52,61,8,2025,155,519,184,29,20,3,918,172,459,208,23,33,8,906,167,273,153,30,42,8,676,2910,5781,2196,498,623,93,12099
50705,184,78,79,30,42,6,417,63,20,25,3,10,4,125,111,49,44,22,31,4,256,81,37,41,13,29,0,211,144,100,73,35,63,4,413,200,152,94,62,59,7,575,365,375,161,96,105,18,1121,507,689,219,147,118,13,1700,590,921,228,156,109,15,2021,614,1184,295,206,145,21,2473,428,981,232,129,70,12,1856,606,1334,437,163,97,20,2655,253,552,149,59,30,8,1046,153,342,119,53,13,5,682,345,594,230,60,25,4,1258,336,491,264,58,41,7,1189,138,187,81,18,13,0,433,94,118,59,15,7,0,290,317,411,194,79,77,11,1090,5529,8612,3019,1413,1068,159,19806
50901,119,74,32,16,13,3,256,27,15,10,3,4,0,65,80,27,19,12,14,3,159,54,33,15,10,12,0,126,104,80,31,16,25,9,264,143,125,36,28,25,0,360,180,182,59,36,30,0,496,212,246,72,55,36,5,628,192,292,55,43,26,3,614,174,267,85,37,28,4,593,91,211,42,14,4,0,363,188,257,78,23,13,0,562,55,116,31,6,0,0,209,38,57,18,5,3,0,123,84,129,44,8,4,0,266,87,130,39,12,6,0,279,26,41,18,4,4,0,90,31,34,18,5,0,0,89,115,100,41,11,23,0,297,2015,2423,755,347,273,32,5841
50902,133,56,41,12,27,3,273,41,13,5,7,3,0,77,60,32,12,11,20,0,142,78,44,26,5,21,4,174,145,82,44,21,23,5,315,145,118,44,29,31,0,367,171,165,56,38,28,5,461,146,182,64,40,26,7,465,150,176,59,22,27,0,429,168,190,77,19,10,4,467,91,132,42,12,9,0,293,170,206,77,12,11,0,485,59,87,31,7,4,3,190,60,72,21,3,6,0,153,130,122,49,22,5,0,328,154,110,56,13,6,0,344,52,27,21,0,8,0,103,50,24,14,4,0,0,91,123,79,64,20,18,3,308,2116,1924,799,304,291,41,5474
50903,52,32,10,7,0,0,99,15,3,0,3,3,0,33,18,13,3,3,12,0,46,25,19,5,8,8,0,64,45,33,16,19,13,0,123,56,54,12,6,11,0,135,49,69,14,10,9,0,156,55,57,18,5,9,0,148,30,66,12,5,0,0,111,27,44,19,6,3,0,111,11,25,8,0,0,0,44,25,44,13,3,0,0,88,11,14,3,0,0,0,26,3,10,3,0,0,0,17,11,20,8,5,0,0,42,22,17,8,0,0,0,46,7,9,3,0,0,0,19,10,4,6,0,0,0,19,40,19,15,9,3,0,91,528,548,175,86,77,11,1431
51001,16,10,5,0,0,0,38,4,3,0,0,0,0,6,0,5,3,4,0,0,9,9,0,0,0,0,0,12,14,8,3,0,0,0,26,23,20,6,3,0,0,49,29,26,9,10,5,0,74,29,30,3,5,3,3,78,36,26,12,4,3,0,77,37,53,10,9,5,0,111,19,49,11,9,4,0,91,54,92,21,15,3,0,183,19,42,7,3,3,0,81,20,43,3,7,0,0,65,40,81,13,17,7,0,154,65,126,29,6,9,0,237,29,38,12,3,0,0,88,19,25,7,3,0,3,56,30,30,7,8,7,0,87,494,709,150,110,44,8,1524
51002,5,7,0,0,0,0,17,0,5,0,0,0,0,6,8,13,0,0,5,0,19,7,14,0,0,0,0,18,15,31,8,0,0,0,53,21,30,7,7,6,0,69,20,31,12,4,0,0,67,24,31,7,6,4,0,76,23,28,8,0,0,0,59,25,28,4,3,0,0,56,10,16,3,4,6,0,44,26,28,5,6,0,4,67,8,0,3,0,0,0,9,8,11,0,0,0,0,23,12,13,4,0,0,0,26,23,21,10,5,3,0,64,22,12,0,6,0,0,33,8,10,5,0,3,0,24,16,18,5,5,0,0,48,279,346,71,47,22,9,782
51003,16,3,0,4,0,0,24,8,3,0,0,0,0,9,3,6,0,0,0,0,15,4,4,0,0,0,0,9,15,7,0,0,6,0,33,10,9,0,0,0,0,25,28,39,4,3,0,0,74,38,49,3,5,0,0,95,33,63,7,4,0,0,111,35,69,8,4,0,0,113,26,51,12,7,0,0,95,49,77,21,3,5,4,149,24,52,6,4,0,0,79,17,27,4,0,0,0,46,26,55,9,0,0,0,101,41,85,17,4,6,0,152,24,46,4,4,0,0,87,19,22,13,0,0,0,57,18,34,8,3,0,0,69,426,715,127,48,22,8,1344
51101,26,22,6,0,5,0,64,6,0,5,0,0,0,11,5,11,3,0,0,0,24,17,10,4,0,0,0,29,20,26,7,0,0,6,56,33,33,6,3,8,0,82,41,31,12,16,8,3,109,53,56,15,8,10,0,148,36,57,11,7,4,0,115,43,68,23,6,5,0,131,26,55,20,3,3,0,104,46,54,18,0,7,5,128,11,26,3,0,4,0,48,9,15,8,0,4,0,37,22,39,14,6,0,0,81,29,28,9,0,0,0,74,4,10,3,0,0,0,27,6,8,3,0,0,0,21,28,29,11,3,3,3,75,470,572,188,66,59,13,1375
51102,13,9,3,0,0,0,30,0,0,0,0,0,0,0,4,8,0,0,0,0,13,9,7,3,0,0,0,19,14,10,4,3,3,0,31,7,12,7,5,0,0,34,18,23,3,3,0,0,52,17,26,0,3,7,0,52,13,10,3,6,0,0,28,18,30,5,0,5,0,59,16,13,3,0,0,0,34,31,23,14,0,0,0,66,15,15,0,0,0,0,31,7,14,3,0,0,0,22,17,14,10,5,0,0,43,23,18,4,0,8,0,50,9,13,6,0,0,0,20,7,4,10,0,0,0,24,20,14,5,0,0,0,40,239,252,82,36,31,5,641
51103,32,15,11,4,5,0,73,6,13,0,0,3,0,27,27,18,5,9,4,4,64,27,32,11,5,3,0,77,56,62,17,12,16,0,169,91,90,18,24,10,5,238,106,126,40,29,19,0,325,117,167,47,30,20,3,388,114,198,51,22,18,3,402,116,177,48,19,15,0,381,70,129,26,14,9,3,247,107,199,50,16,16,3,393,38,83,13,0,0,3,136,28,40,9,5,0,0,85,49,96,39,7,10,0,204,80,98,38,3,3,0,226,23,32,14,0,3,0,67,17,16,17,0,0,0,43,73,79,30,7,10,5,199,1181,1658,478,218,169,31,3739
51104,88,49,20,10,11,5,182,25,10,6,0,3,3,44,58,24,16,4,7,0,116,38,23,12,9,6,4,91,88,58,43,24,16,0,224,111,89,42,27,14,3,292,153,126,48,39,28,0,401,161,216,54,46,44,0,522,144,213,58,30,33,0,475,155,227,55,32,21,0,509,88,161,34,25,19,6,334,161,269,82,32,17,0,563,47,94,29,6,7,4,175,24,54,11,7,0,3,97,74,119,49,9,5,0,262,98,142,62,11,6,0,317,46,43,18,4,6,0,114,32,28,21,0,0,0,85,111,96,51,25,23,3,309,1704,2039,710,336,281,42,5108
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
