SA3_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
50604,355,399,753,113,110,226,141,348,486,198,734,933,522,1677,2197,641,1063,1703,1847,696,2547,1702,880,2577,2071,1076,3150,2436,800,3231,1955,673,2628,2005,495,2497,4380,724,5108,3224,105,3330,2498,150,2649,1446,44,1483,3208,190,3397,2938,230,3177,320,290,609,31996,10678,42675
50605,143,181,323,78,74,152,66,151,218,78,306,388,233,765,995,238,564,807,796,334,1133,700,411,1112,968,474,1441,1070,375,1437,789,314,1101,871,220,1098,1994,408,2399,1645,48,1688,1403,88,1488,946,9,958,2375,114,2492,1608,103,1710,159,146,307,16165,5090,21248
50606,62,56,116,28,17,45,29,50,81,40,72,112,105,170,270,114,139,250,337,96,436,297,121,420,382,183,567,494,164,658,444,148,594,533,133,667,1220,180,1400,963,17,980,755,41,797,423,12,432,1093,39,1140,1079,49,1134,89,42,135,8492,1739,10232
50607,123,261,381,42,97,139,68,179,247,48,330,382,143,680,821,177,586,767,355,370,725,363,457,823,477,555,1030,610,482,1093,459,478,938,502,368,868,1115,721,1830,895,90,990,888,207,1095,617,36,655,3300,376,3674,825,204,1030,81,123,205,11092,6598,17690
50701,263,355,616,119,118,233,128,341,475,160,659,823,425,1586,2015,490,878,1367,1387,619,2001,1262,847,2106,1511,1067,2577,1764,927,2687,1553,833,2390,1638,667,2309,4143,1068,5209,3426,148,3566,3048,268,3313,2046,50,2096,4896,316,5214,2932,291,3224,237,287,522,31427,11318,42742
50702,82,192,279,32,84,112,47,221,269,48,397,445,139,811,951,151,479,628,417,349,770,375,397,769,466,432,901,512,404,918,397,318,719,449,315,765,999,590,1591,799,80,878,880,191,1073,621,25,644,2722,353,3077,920,208,1128,66,150,219,10119,6001,16121
50703,81,110,193,28,47,75,44,128,175,82,260,340,169,575,749,276,337,612,579,213,794,564,352,913,655,425,1081,790,361,1150,740,328,1064,764,221,985,1597,345,1945,1238,47,1286,956,69,1024,572,19,590,964,60,1030,1330,111,1445,107,112,218,11540,4123,15666
50704,296,375,675,177,159,339,145,342,485,119,627,746,431,1554,1976,376,1101,1473,1133,711,1848,1099,784,1885,1420,811,2235,1578,669,2253,1129,653,1786,1263,510,1775,2870,944,3811,2410,101,2511,2504,255,2756,1741,43,1788,7765,435,8196,2259,198,2455,212,248,461,28923,10530,39453
50705,319,366,683,113,131,247,156,352,504,185,809,994,539,1956,2496,781,1365,2145,2014,779,2797,1840,955,2793,1985,1112,3103,2191,925,3119,1957,828,2786,2009,604,2620,4501,1034,5538,3449,113,3563,2983,232,3221,1859,31,1894,4065,217,4282,4625,277,4893,388,373,761,35958,12471,48428
50901,155,212,369,91,107,196,82,270,349,92,526,622,364,1396,1752,382,948,1329,1251,556,1810,1015,677,1695,1197,670,1865,1343,420,1763,913,347,1260,986,231,1221,1928,380,2305,1433,29,1455,1004,82,1084,531,12,549,1266,117,1377,1641,96,1738,210,291,504,15882,7380,23262
50902,165,222,391,73,77,151,81,251,332,95,455,550,308,1323,1624,326,629,951,1149,377,1522,861,560,1425,912,543,1457,1049,390,1435,680,344,1025,787,253,1038,1578,404,1983,1174,30,1204,883,89,974,515,18,536,1231,115,1340,1867,67,1935,269,263,528,14002,6395,20393
50903,62,69,128,31,28,58,28,100,124,23,154,175,102,461,558,87,239,329,334,149,488,278,207,487,340,235,572,371,138,507,248,133,380,295,90,384,587,136,725,389,9,397,323,30,353,183,0,183,445,46,483,617,27,647,99,119,219,4842,2369,7212
51001,44,79,121,38,42,78,81,157,240,99,235,326,233,222,450,187,131,319,349,121,467,319,160,485,386,238,630,365,252,612,253,271,528,304,220,524,727,366,1093,620,57,674,621,67,693,350,23,374,860,110,963,991,91,1086,208,165,372,7035,3008,10043
51002,24,45,67,7,13,16,14,36,52,21,60,80,50,38,96,44,37,80,87,49,136,81,57,146,108,105,216,117,145,265,129,176,303,166,177,346,407,438,848,441,29,467,520,161,685,418,24,438,1360,195,1554,516,55,567,82,63,149,4604,1903,6508
51003,18,42,61,11,13,24,16,35,49,19,44,63,35,57,96,49,31,79,58,51,110,71,68,138,103,104,205,106,142,244,124,166,289,188,200,390,575,473,1047,503,28,531,706,159,860,521,20,542,2083,236,2321,670,59,730,47,58,102,5904,1984,7888
51101,42,56,92,19,32,49,19,59,83,24,131,155,81,322,400,65,190,255,222,114,341,202,128,330,223,171,395,261,128,389,193,107,301,234,83,316,515,143,657,350,13,360,304,49,351,144,8,155,403,42,445,526,33,558,65,82,151,3894,1882,5777
51102,25,36,59,9,15,24,10,49,61,16,86,97,46,155,197,32,91,131,125,74,193,102,104,201,109,96,210,131,77,210,92,55,145,135,51,184,254,100,350,209,12,224,155,25,183,95,8,107,210,38,251,301,43,344,44,76,118,2104,1185,3291
51103,52,115,166,29,39,64,36,116,151,35,185,217,110,399,511,130,185,318,295,159,453,251,238,482,280,294,578,336,265,603,290,361,648,336,306,641,974,609,1593,856,46,905,904,164,1065,583,26,606,1769,176,1945,925,94,1023,166,146,313,8373,3905,12275
51104,162,216,374,57,68,130,95,245,336,94,475,567,288,1045,1329,301,638,940,930,406,1339,754,497,1252,757,527,1287,890,406,1297,719,315,1035,712,265,972,1608,428,2038,1222,32,1254,988,96,1080,611,11,624,1280,116,1391,1700,91,1794,218,240,452,13382,6115,19497
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
