SA3_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
50502,80644,86292,166940,2071,2266,4338,309,339,650,419,407,823,253,287,543,60,63,124,9541,10251,19792,44,37,80,60,67,124,35,26,65,0,0,5,10720,11484,22206,875,898,1777,234,179,407,13899,14826,28727,5224,4771,9996,99768,105897,205662
50503,84019,87565,171583,2141,2421,4558,222,242,466,227,250,484,202,238,437,72,48,121,8384,9077,17466,43,44,82,57,50,110,19,12,32,3,6,8,9226,9972,19198,584,644,1233,246,215,461,12199,13254,25449,4868,3833,8698,101078,104649,205729
50601,37842,38914,76758,786,817,1604,92,101,200,109,106,211,77,93,167,37,50,83,3986,4211,8192,15,19,37,20,19,38,6,13,18,0,0,0,4348,4610,8952,249,274,527,114,119,230,5499,5822,11317,2576,2173,4741,45910,46909,92818
50602,28317,27949,56268,860,877,1741,164,114,281,207,172,379,135,108,241,51,44,99,4661,4648,9314,21,15,37,34,37,70,9,17,28,0,0,4,5276,5160,10445,432,426,864,120,92,203,6692,6560,13244,2665,2156,4820,37675,36663,74340
50603,39147,40099,79246,1368,1340,2712,186,139,326,227,159,385,106,93,201,49,50,93,4784,4602,9386,19,24,39,31,30,64,24,22,49,0,4,7,5436,5124,10551,553,523,1078,153,107,256,7502,7094,14591,2222,2065,4289,48867,49259,98125
50604,51400,51969,103374,1139,1112,2252,161,119,279,148,130,278,120,109,230,55,59,118,4881,4967,9848,21,25,45,41,39,80,15,11,28,12,8,19,5445,5476,10917,411,483,894,121,100,220,7120,7168,14282,4187,3000,7195,62713,62138,124854
50605,24331,24901,49232,595,665,1257,44,36,75,42,60,103,35,28,61,15,11,22,2120,2282,4398,10,6,13,13,20,30,7,7,6,0,0,0,2270,2441,4712,122,147,266,57,62,123,3042,3312,6354,1386,1139,2516,28752,29346,58104
50606,12875,13271,26148,358,400,758,20,30,53,15,36,52,25,23,51,10,3,11,1286,1422,2704,4,10,15,9,9,19,4,0,5,0,0,0,1375,1531,2910,53,44,104,34,37,69,1821,2018,3843,1148,591,1736,15845,15878,31723
50607,16521,17270,33793,568,590,1157,83,80,161,113,117,229,80,75,149,20,21,42,2325,2473,4794,14,14,24,17,17,37,11,17,26,3,4,3,2666,2817,5481,257,240,497,75,78,157,3567,3721,7290,978,976,1950,21065,21961,43027
50701,45801,47391,93194,1020,1128,2148,183,168,344,186,180,363,104,120,219,53,45,96,5596,6197,11794,28,21,45,35,33,59,13,17,33,0,0,3,6188,6776,12963,358,376,732,154,131,288,7726,8410,16132,2689,2228,4923,56213,58034,114247
50702,14963,16000,30960,501,603,1108,119,125,245,118,148,266,79,84,164,21,27,43,1719,1975,3696,16,18,33,19,20,39,18,10,32,0,0,0,2108,2406,4514,222,223,443,59,74,125,2889,3308,6195,1260,1072,2331,19110,20379,39492
50703,17734,18008,35737,468,490,950,70,58,134,64,60,128,53,40,90,17,17,35,2001,2130,4132,16,13,30,21,31,59,7,0,9,0,0,0,2251,2359,4609,120,129,248,64,55,113,2901,3029,5930,2493,994,3484,23124,22028,45156
50704,42059,45645,87710,1097,1240,2334,134,157,291,160,173,338,75,97,175,41,37,77,4439,4963,9400,12,19,31,27,19,48,11,15,26,0,0,0,4904,5483,10389,470,483,955,101,116,218,6576,7318,13891,1852,1790,3649,50487,54758,105249
50705,52835,54948,107785,1735,1882,3617,332,302,634,346,267,620,259,272,526,93,89,183,5513,6173,11687,38,60,89,74,62,132,29,25,55,0,0,4,6684,7252,13937,372,381,753,176,170,343,8961,9696,18656,4417,3127,7550,66216,67772,133985
50901,23791,24385,48180,1202,1263,2468,43,47,85,53,53,108,52,58,109,23,25,45,2313,2539,4855,23,18,44,16,16,34,0,8,9,4,0,4,2525,2758,5288,179,99,278,67,75,148,3976,4203,8179,2744,2147,4890,30515,30734,61248
50902,21549,20740,42282,1001,1055,2054,42,43,90,48,47,96,74,77,151,33,37,66,1941,1888,3826,6,12,15,22,19,41,0,4,4,0,0,0,2168,2119,4287,120,114,230,45,39,84,3332,3322,6650,3742,2785,6523,28620,26841,55456
50903,7564,7177,14744,413,448,859,25,12,35,20,14,33,27,14,39,5,3,10,593,636,1224,0,0,0,6,4,13,0,0,0,0,0,0,675,690,1364,45,36,80,15,7,29,1154,1188,2333,1103,992,2098,9814,9361,19178
51001,11499,11783,23280,1011,1200,2213,99,120,223,104,137,235,149,182,331,28,32,61,1028,1242,2266,10,16,26,94,101,192,4,3,10,0,0,3,1515,1839,3356,89,89,176,71,63,135,2688,3193,5887,2854,2586,5444,17045,17559,34606
51002,8444,6651,15099,879,928,1815,106,71,176,82,69,152,192,155,345,40,21,65,1341,1111,2444,15,16,30,33,24,54,3,5,4,0,0,0,1817,1468,3280,98,79,172,36,32,63,2828,2501,5330,3039,1609,4644,14308,10761,25072
51003,9805,8183,17983,1203,1178,2381,62,51,114,87,65,155,139,110,245,40,38,77,1409,1306,2714,7,4,16,39,38,77,5,4,6,0,6,3,1797,1613,3415,88,86,175,59,37,95,3149,2916,6063,3154,1958,5104,16102,13049,29153
51101,5917,5858,11772,544,572,1117,14,10,26,27,22,60,30,27,60,20,9,29,441,437,871,0,6,5,4,9,11,0,0,0,0,0,0,542,518,1062,39,31,64,32,16,49,1156,1141,2297,923,803,1726,7998,7797,15794
51102,3269,3038,6309,300,283,588,27,31,57,19,21,37,37,39,77,9,14,28,345,387,726,4,5,10,9,11,20,0,0,0,0,0,0,453,510,959,35,32,73,24,24,46,813,844,1658,796,653,1451,4884,4530,9410
51103,13589,12265,25858,920,895,1824,123,82,213,99,81,184,165,129,292,63,50,115,1779,1601,3386,26,18,46,39,29,63,3,0,4,4,0,4,2302,2001,4303,158,135,296,93,50,146,3475,3088,6566,3290,2037,5327,20353,17392,37750
51104,20266,20177,40444,972,982,1951,54,58,110,57,78,129,74,68,138,31,31,59,2126,2233,4361,9,8,17,36,51,94,9,4,16,0,0,0,2392,2530,4921,119,105,223,57,58,109,3542,3670,7210,3801,2974,6776,27611,26821,54428
59797,200,24,229,0,0,0,7,0,3,0,0,0,6,3,10,0,0,0,31,4,39,0,0,0,3,0,3,0,0,0,0,0,0,46,9,55,10,0,14,0,0,0,55,10,71,200,19,216,455,58,514
59999,650,443,1089,269,221,487,144,127,273,133,121,259,180,191,365,40,42,86,775,793,1565,27,17,42,30,25,58,3,12,8,0,0,0,1335,1324,2661,99,96,192,43,20,61,1743,1662,3403,2228,1281,3513,4620,3386,8005
