SA3_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
50502,4,15,4954,4971,97,487,4785,5371,4060,3659,6778,14504,8191,2133,3786,14109,7182,1112,3384,11676,6028,725,3048,9795,5177,383,2163,7720,3404,124,1183,4704,1034,27,574,1630,35167,8665,30652,74487,6,50,4549,4608,276,832,4526,5638,5818,4163,6067,16049,9001,2007,4077,15086,7246,1027,4192,12460,5831,643,4291,10767,4870,281,4120,9274,2590,82,3354,6028,475,14,1912,2403,36116,9103,37096,82313,12,67,9504,9583,373,1322,9308,11007,9878,7823,12845,30553,17195,4140,7860,29199,14423,2135,7578,24139,11855,1367,7336,20562,10045,666,6282,16995,5992,202,4537,10735,1509,38,2491,4036,71285,17767,67747,156801
50503,5,49,6713,6764,122,664,5460,6245,3825,3179,5330,12330,8487,1966,2941,13398,8391,1345,2801,12534,6722,782,2074,9575,4723,291,1385,6398,2412,91,734,3237,495,18,262,772,35173,8377,27697,71249,5,72,6346,6425,279,1074,4718,6076,5924,3740,4562,14216,9712,2022,3467,15199,8876,1390,3611,13882,6312,663,3419,10389,4143,238,2820,7197,1786,69,1917,3767,218,14,806,1037,37246,9282,31662,78192,6,122,13059,13191,396,1744,10179,12318,9744,6917,9886,26544,18199,3987,6401,28593,17271,2734,6413,26414,13029,1448,5487,19967,8861,524,4207,13596,4193,158,2653,7006,713,31,1069,1811,72420,17663,59363,149443
50601,0,30,2501,2531,74,352,1980,2402,2065,1439,2497,6004,4651,796,1501,6949,3006,594,1358,4957,2599,371,1148,4115,2119,148,801,3071,1029,38,398,1462,201,14,134,350,15750,3784,12312,31852,0,51,2454,2502,152,555,1707,2417,3221,1552,2129,6907,4911,856,1631,7401,2984,577,1554,5110,2495,340,1598,4433,1929,129,1405,3462,703,22,817,1544,87,0,346,438,16493,4082,13643,34216,0,74,4953,5031,226,910,3687,4822,5292,2992,4623,12911,9568,1656,3138,14355,5997,1170,2904,10070,5097,709,2744,8553,4050,274,2207,6535,1730,62,1212,3005,288,11,488,789,32239,7873,25957,66064
50602,0,12,1472,1486,56,336,2160,2551,1759,1675,3606,7047,2950,839,1779,5572,2141,503,1451,4086,1769,331,1512,3608,1385,160,987,2534,661,44,459,1165,210,5,167,380,10932,3903,13594,28432,0,30,1370,1401,121,548,1907,2577,2502,1834,2630,6971,3116,762,1484,5363,2109,454,1427,3986,1643,286,1522,3453,1211,105,1376,2695,471,23,863,1359,94,6,501,594,11265,4048,13081,28397,0,43,2844,2888,183,882,4066,5123,4260,3511,6237,14014,6071,1603,3265,10932,4245,958,2873,8075,3414,621,3034,7068,2599,268,2361,5228,1131,66,1325,2525,298,11,671,980,22203,7954,26676,56833
50603,0,20,2914,2944,66,266,3597,3927,2173,971,4129,7277,4321,491,1584,6400,3915,355,1215,5483,3156,244,1117,4515,2700,138,826,3658,1450,49,454,1953,357,5,217,580,18148,2538,16053,36731,0,32,2822,2852,178,389,2850,3406,3014,1028,2734,6775,4884,541,1529,6952,3872,339,1462,5674,3175,259,1596,5028,2427,98,1595,4119,1013,30,1304,2349,167,4,710,876,18729,2713,16591,38039,9,53,5737,5790,248,648,6441,7331,5185,2002,6866,14053,9209,1029,3115,13350,7787,695,2673,11151,6331,500,2715,9544,5124,238,2421,7784,2468,75,1762,4303,525,10,929,1454,36873,5256,32643,74765
50604,0,26,3797,3822,79,327,3591,3994,2451,1178,3976,7601,5749,873,2346,8972,4763,642,1942,7345,3799,393,1613,5799,3277,196,1126,4594,1559,48,589,2201,339,10,222,566,22013,3691,19194,44898,11,48,3504,3559,243,489,2971,3704,3884,1360,2929,8170,6260,869,2054,9191,4698,650,2122,7476,3763,368,2082,6211,2749,131,1989,4871,1089,39,1370,2493,158,3,642,799,22855,3953,19665,46468,12,72,7300,7381,328,817,6559,7703,6329,2538,6902,15771,12009,1744,4401,18159,9466,1287,4067,14820,7557,759,3694,12011,6024,326,3115,9462,2649,88,1960,4695,494,11,864,1367,44865,7640,38860,91362
50605,0,5,1725,1733,21,158,1371,1545,794,728,1240,2765,2132,519,841,3496,2229,425,859,3509,2098,297,734,3134,2033,152,505,2691,1167,39,330,1532,299,8,149,451,10762,2333,7762,20859,0,21,1575,1600,40,249,1055,1349,1268,841,958,3074,2440,538,869,3848,2385,449,914,3743,2196,253,965,3411,1934,126,974,3031,869,30,834,1728,145,0,456,602,11267,2504,8609,22387,0,26,3303,3328,63,403,2430,2892,2066,1568,2202,5837,4568,1060,1717,7343,4612,876,1767,7252,4290,548,1702,6545,3964,277,1479,5722,2033,68,1158,3265,442,6,609,1056,22035,4839,16366,43237
50606,0,10,886,888,38,126,612,773,771,545,622,1933,1329,351,361,2028,1119,242,344,1712,1034,176,247,1450,706,61,185,953,340,8,95,444,52,0,38,93,5383,1520,3376,10282,0,18,942,961,71,190,534,788,1171,674,594,2439,1437,369,445,2248,1200,268,416,1892,1015,135,418,1568,638,41,291,969,225,3,172,403,25,0,76,103,5783,1700,3884,11366,0,27,1824,1848,106,318,1140,1565,1943,1216,1218,4376,2758,717,802,4279,2323,517,764,3601,2044,311,658,3015,1341,103,473,1919,564,14,268,851,82,4,111,193,11174,3224,7257,21654
50607,0,9,1083,1089,18,128,1385,1531,622,749,1535,2910,1559,340,658,2562,1473,230,576,2282,1410,169,559,2140,1395,128,489,2018,671,31,262,961,161,6,121,289,7314,1791,6665,15772,0,8,944,955,26,201,1317,1544,934,824,1233,2999,1685,339,705,2732,1623,213,741,2577,1466,161,895,2529,1241,99,884,2220,475,26,649,1149,85,0,365,447,7540,1877,7735,17147,0,15,2025,2046,45,331,2704,3080,1554,1582,2770,5905,3246,679,1362,5290,3098,439,1319,4857,2876,335,1454,4664,2645,229,1372,4235,1146,57,909,2109,249,10,483,736,14858,3664,14397,32925
50701,0,14,3069,3085,50,405,2861,3312,2163,2140,3324,7629,4945,1190,1968,8100,4475,743,1741,6961,3675,459,1376,5511,2782,244,942,3967,1434,57,465,1960,328,8,204,536,19847,5264,15954,41065,0,33,2939,2970,104,661,2653,3416,3283,2425,2820,8523,5497,1198,2038,8734,4620,769,2032,7416,3610,440,2016,6063,2522,164,1713,4392,991,26,1124,2141,137,0,592,736,20761,5708,17928,44397,0,48,6005,6056,152,1060,5520,6728,5445,4567,6144,16158,10445,2381,4004,16836,9093,1507,3770,14380,7283,898,3395,11575,5300,404,2656,8359,2422,85,1593,4102,465,15,796,1270,40608,10965,33881,85459
50702,0,7,884,892,0,72,782,856,350,686,1047,2085,1118,519,665,2300,1240,370,702,2308,1300,319,739,2351,1092,199,601,1890,619,47,291,951,171,10,127,303,5889,2221,5829,13939,0,11,918,926,9,123,856,986,522,822,1036,2378,1324,522,666,2510,1371,409,832,2613,1312,304,965,2587,1027,143,902,2066,475,39,579,1092,65,5,329,392,6096,2370,7086,15560,0,18,1804,1820,10,188,1636,1839,871,1505,2084,4461,2438,1039,1339,4820,2607,775,1531,4917,2608,624,1706,4937,2118,344,1500,3957,1092,78,867,2045,234,12,453,700,11987,4598,12920,29503
50703,0,18,1235,1252,26,223,1083,1331,972,779,1278,3033,1950,493,835,3279,1448,315,740,2503,998,172,615,1783,734,74,361,1166,369,10,184,563,77,3,64,145,6580,2090,6397,15061,0,26,1111,1139,60,338,901,1300,1496,894,1174,3566,2124,499,869,3492,1425,302,823,2553,988,140,810,1943,663,52,599,1311,249,6,347,605,32,0,143,175,7044,2264,6791,16095,0,47,2343,2395,88,557,1982,2626,2479,1673,2456,6604,4071,993,1706,6767,2872,620,1570,5059,1991,311,1428,3723,1395,126,958,2481,623,16,525,1165,107,3,211,320,13619,4355,13181,31155
50704,0,3,3164,3169,22,157,2723,2903,1262,1142,2568,4972,4114,662,1142,5915,4516,495,1144,6157,4195,428,1076,5698,4087,212,898,5199,2207,81,578,2862,633,17,366,1015,21033,3199,13663,37892,0,17,3019,3031,36,265,2538,2841,1887,1272,2078,5234,4848,700,1410,6953,4842,500,1736,7082,4409,388,1859,6655,3810,177,1985,5966,1589,49,1682,3319,316,7,1232,1559,21743,3375,17530,42643,0,21,6182,6203,57,426,5260,5738,3150,2412,4646,10205,8960,1361,2557,12875,9363,995,2882,13243,8599,813,2938,12351,7897,389,2884,11166,3802,128,2256,6180,946,27,1602,2574,42772,6567,31193,80535
50705,3,53,4179,4233,69,575,2782,3430,2171,2183,3113,7467,4189,1303,1912,7400,4612,962,1910,7482,4399,616,1733,6748,3158,243,1179,4580,1870,91,687,2642,398,9,279,683,20867,6036,17773,44673,0,93,3870,3965,160,909,2384,3465,3265,2561,2751,8566,5179,1419,2333,8933,5136,1026,2402,8562,4325,572,2286,7181,3048,206,1996,5248,1379,51,1516,2945,204,8,715,922,22693,6852,20244,49786,3,144,8048,8201,233,1491,5169,6895,5431,4743,5865,16035,9370,2724,4245,16335,9745,1985,4312,16043,8724,1191,4013,13925,6201,451,3178,9829,3253,146,2197,5591,599,18,990,1614,43554,12891,38021,94462
50901,0,30,1600,1631,50,225,864,1139,817,698,1065,2582,1530,500,714,2742,1865,468,893,3228,2220,449,1112,3777,2186,275,865,3326,1277,60,459,1795,338,9,214,561,10285,2719,7790,20789,6,66,1406,1473,98,310,642,1059,1097,754,892,2748,1847,560,794,3202,2101,509,1070,3677,2331,421,1213,3963,2041,181,1188,3409,947,52,937,1941,160,7,504,676,10625,2851,8652,22133,6,96,3008,3105,155,536,1508,2198,1915,1454,1957,5325,3375,1060,1510,5944,3962,980,1959,6904,4549,866,2325,7741,4228,455,2056,6738,2222,114,1398,3733,498,17,722,1232,20907,5569,16440,42926
50902,0,28,1069,1098,19,181,770,970,591,543,948,2083,1253,399,671,2326,1646,403,874,2918,2194,375,1140,3705,2207,234,1099,3541,1130,65,526,1723,222,4,159,383,9252,2241,7259,18750,0,39,976,1020,45,240,517,803,847,643,732,2218,1567,441,639,2644,1917,431,798,3136,2388,392,965,3739,2038,166,949,3147,803,41,709,1550,102,0,355,461,9700,2395,6634,18729,4,71,2048,2122,60,423,1292,1776,1433,1186,1682,4300,2824,848,1307,4974,3556,832,1670,6056,4577,767,2100,7446,4252,398,2041,6686,1930,111,1236,3273,319,3,515,843,18954,4632,13894,37479
50903,0,13,291,301,4,76,277,356,235,225,312,768,528,141,215,887,597,157,351,1104,729,117,387,1233,724,56,347,1126,373,16,166,560,96,3,60,157,3290,793,2406,6488,0,17,282,302,13,101,168,282,349,259,219,828,602,155,200,953,632,142,278,1052,767,119,315,1206,649,32,285,957,261,10,260,533,42,4,124,166,3317,832,2127,6275,0,29,576,600,14,173,442,634,586,484,538,1606,1133,296,416,1845,1228,297,620,2149,1501,229,707,2437,1371,85,626,2084,635,21,431,1091,138,5,181,325,6608,1617,4533,12768
51001,8,21,814,840,62,154,571,781,446,683,882,2013,759,513,625,1902,713,390,583,1681,584,261,521,1365,365,95,348,809,94,20,111,218,9,0,23,32,3049,2135,4471,9647,19,34,816,875,72,204,611,887,585,784,1112,2481,882,577,800,2255,708,380,699,1790,593,209,634,1429,244,51,381,675,60,15,129,203,6,0,31,32,3158,2247,5221,10634,28,58,1633,1718,131,359,1178,1673,1031,1471,1994,4490,1643,1086,1426,4149,1417,771,1288,3472,1177,467,1148,2795,610,147,733,1487,155,32,240,424,12,4,49,66,6208,4385,9683,20278
51002,4,17,478,499,24,115,293,430,423,565,554,1539,782,363,416,1564,543,200,392,1132,440,136,351,924,131,27,115,273,20,3,30,56,4,0,8,15,2357,1426,2651,6429,7,30,407,439,17,179,256,452,601,671,443,1717,847,326,321,1492,492,182,268,938,324,91,252,669,83,21,124,224,12,0,45,57,0,0,14,18,2383,1502,2124,6006,10,48,882,938,40,295,549,881,1023,1231,1001,3258,1626,691,739,3052,1035,383,658,2075,760,231,602,1592,214,42,239,495,33,8,72,113,3,0,25,24,4740,2922,4774,12434
51003,0,11,602,618,11,137,377,525,528,621,559,1707,1237,453,428,2120,884,252,376,1512,540,145,319,999,148,31,124,307,41,3,39,79,0,0,3,3,3388,1652,2826,7867,0,24,498,522,18,214,239,476,813,672,449,1936,1272,392,287,1952,841,250,280,1366,409,111,214,736,98,29,116,241,18,0,42,68,0,0,7,7,3468,1698,2132,7298,0,36,1099,1135,29,358,620,1005,1339,1291,1007,3638,2517,847,718,4072,1724,504,653,2880,949,251,529,1730,252,60,238,555,61,6,82,148,0,0,10,10,6855,3351,4953,15166
51101,0,4,384,392,11,64,218,290,218,218,287,721,402,161,191,754,485,141,260,890,532,108,280,918,428,50,207,680,263,13,132,409,53,0,47,104,2392,761,2004,5156,0,24,292,316,15,108,170,293,313,247,226,784,464,162,198,827,507,143,219,875,537,99,232,867,414,30,230,673,187,5,245,437,27,0,109,137,2465,819,1928,5217,0,26,678,710,24,172,388,580,535,463,507,1505,869,324,388,1580,987,287,485,1764,1067,204,513,1787,834,83,438,1354,450,23,377,846,85,0,157,245,4858,1583,3933,10368
51102,0,3,173,183,0,32,132,168,105,144,209,462,236,107,140,487,243,103,197,547,249,88,219,557,201,46,196,438,95,13,74,180,19,0,13,32,1145,540,1369,3052,0,3,148,154,0,59,141,200,169,187,230,586,275,114,110,499,235,107,150,496,266,71,151,487,168,38,136,331,63,7,79,147,5,0,39,44,1180,586,1181,2942,0,9,317,335,4,90,278,367,279,334,436,1041,510,224,256,983,477,211,352,1044,516,155,378,1048,366,81,331,777,160,24,155,333,20,0,50,69,2332,1122,2551,6000
51103,8,30,903,937,33,233,719,983,605,739,937,2281,1106,420,668,2196,1057,316,717,2097,1032,230,682,1939,559,60,423,1041,181,13,166,360,30,0,34,57,4604,2046,5240,11896,14,50,796,859,54,360,510,921,853,793,736,2384,1251,415,542,2211,1070,354,581,2006,945,165,553,1664,422,44,382,846,120,9,197,320,19,0,71,84,4738,2185,4366,11296,23,84,1696,1793,92,592,1222,1903,1455,1528,1675,4661,2355,832,1217,4409,2126,674,1305,4102,1976,394,1235,3607,979,101,805,1892,301,24,361,683,39,0,102,143,9343,4234,9610,23186
