SA3_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
50606,8,90,0,88,..,35,4,37,0,37,..,4,0,4,0,4,..,19,14,32,0,32,..,876,81,954,21,971,..,3172,283,3451,40,3494,..,125,15,135,1660,1794,26955,3296,296,3591,1702,32242
50607,3,134,0,133,..,136,25,163,0,163,..,45,7,60,0,60,..,221,51,266,0,270,..,938,111,1052,33,1088,..,7917,866,8789,109,8895,..,200,22,217,1988,2204,32350,8117,889,9005,2092,43448
50701,16,283,7,286,..,265,54,315,0,318,..,50,12,59,0,59,..,263,75,338,3,348,..,2429,304,2727,77,2802,..,21808,2903,24706,283,24992,..,537,72,606,4518,5122,85716,22338,2972,25312,4798,115824
50702,0,11,0,11,..,54,5,59,0,58,..,26,0,25,0,25,..,34,8,49,6,49,..,589,73,664,9,671,..,4104,556,4659,46,4709,..,111,16,125,2207,2331,32872,4211,577,4785,2255,39910
50703,15,158,0,158,..,130,21,145,0,148,..,0,0,0,0,0,..,86,27,111,0,114,..,1435,116,1553,44,1592,..,8779,887,9666,146,9812,..,195,23,219,3374,3602,32453,8980,909,9891,3523,45867
50704,10,473,0,474,..,258,43,300,0,300,..,48,3,54,0,54,..,292,45,336,0,337,..,1399,141,1535,26,1566,..,19300,2167,21468,170,21636,..,412,36,451,3347,3796,80696,19714,2205,21918,3510,106127
50705,0,128,0,129,..,377,54,432,4,436,..,24,0,26,0,25,..,206,71,280,6,285,..,2357,256,2614,64,2683,..,9937,980,10917,134,11049,..,512,40,553,7340,7890,116738,10449,1022,11473,7473,135678
50901,0,24,0,24,..,78,12,88,0,88,..,8,0,6,0,6,..,61,17,81,0,81,..,876,335,1214,18,1228,..,3453,602,4061,40,4098,..,151,22,170,4503,4678,53100,3606,630,4233,4550,61880
50902,0,20,0,20,..,51,21,68,0,68,..,0,0,0,0,0,..,49,30,80,4,81,..,550,63,613,29,642,..,2361,272,2634,69,2703,..,141,16,157,6002,6157,47076,2509,285,2791,6068,55937
50903,0,9,0,9,..,6,4,15,4,14,..,0,0,0,0,0,..,8,7,12,0,12,..,204,22,221,6,227,..,830,67,896,17,914,..,44,12,52,1983,2036,16411,875,76,947,2000,19357
51001,0,16,0,16,..,81,16,97,0,95,..,10,0,9,0,10,..,42,7,51,0,51,..,4739,361,5100,163,5264,..,6417,479,6898,201,7101,..,374,190,561,5177,5738,22253,6791,672,7462,5378,35092
51002,5,27,0,32,..,128,21,146,6,152,..,10,4,12,0,18,..,54,0,54,0,54,..,1742,157,1897,27,1925,..,3957,314,4275,55,4333,..,223,15,242,4580,4823,16293,4181,333,4514,4642,25443
51003,0,32,0,32,..,169,24,191,3,194,..,3,0,3,0,3,..,41,13,54,0,54,..,1135,64,1198,36,1233,..,3304,221,3523,60,3584,..,188,13,200,5055,5254,20757,3487,234,3725,5111,29594
51101,0,6,0,6,..,37,0,42,0,42,..,0,0,0,0,0,..,20,0,27,0,27,..,158,12,167,3,170,..,682,52,730,8,742,..,65,5,66,1591,1660,13572,750,53,797,1600,15970
51102,0,3,0,3,..,14,8,20,0,20,..,0,0,0,0,0,..,103,77,174,0,178,..,170,19,193,5,199,..,791,172,967,22,984,..,39,4,45,1353,1396,7157,831,175,1013,1372,9537
51103,0,48,4,49,..,152,27,183,0,184,..,10,0,10,0,10,..,46,14,59,0,61,..,2308,163,2471,48,2520,..,5134,371,5509,80,5591,..,252,37,293,5133,5424,27246,5391,410,5803,5214,38267
51104,0,24,0,24,..,116,23,140,0,140,..,4,0,4,0,4,..,114,53,166,4,169,..,785,68,855,22,874,..,3264,337,3602,53,3657,..,223,15,242,6437,6673,44652,3490,352,3844,6492,54981
59797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,61,3,66,0,66,..,0,0,0,219,221,232,59,3,65,218,514
59999,3,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,15,0,15,..,97,16,114,3,117,..,432,51,479,9,486,..,70,5,78,3411,3488,4079,497,56,555,3421,8055
