SA3_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
50502,18438,5378,829,36,10,24693,19286,8540,1072,8,4,28908,5978,7062,2393,0,12,15450,762,1842,367,0,5,2972,97,312,111,0,0,522,3054,2767,601,0,8,6435,440,321,81,6,0,849,71,83,17,0,0,176,10402,12384,3578,7,28,26397,564,624,375,9,3,1569,542,385,105,0,7,1039,49230,27302,5957,58,56,82612
50503,13756,1010,53,110,4,14924,36992,1229,77,10,17,38320,8228,930,125,0,0,9284,696,646,8,0,0,1353,134,150,0,0,0,286,3678,346,25,16,0,4066,417,65,3,30,3,520,59,16,0,0,0,75,13211,2152,167,47,7,15586,777,548,11,6,0,1343,713,121,4,13,10,859,65445,5051,302,183,41,71023
50601,6407,443,16,151,8,7031,16928,542,35,10,13,17523,3294,910,54,0,8,4264,281,297,32,0,0,611,25,116,25,0,0,166,1577,238,17,4,6,1842,161,55,3,50,0,266,23,17,0,0,0,41,5367,1628,134,55,11,7189,218,129,24,8,4,381,344,70,12,9,4,436,29258,2807,219,231,31,32549
50602,5239,1017,579,4,3,6850,6816,1658,1070,4,10,9554,3664,2346,2731,0,9,8755,657,714,150,0,5,1527,86,134,17,0,0,235,1562,720,549,0,3,2836,158,81,47,6,4,293,49,21,13,0,0,87,6178,4020,3513,11,15,13735,241,78,57,0,0,372,216,102,92,6,10,430,18681,6877,5308,30,44,30940
50603,9343,895,239,6,11,10493,10305,1225,317,7,4,11855,4168,1813,552,14,18,6567,393,443,60,0,0,896,101,138,94,0,0,337,1841,661,135,0,11,2651,273,114,48,8,3,448,34,28,19,0,0,84,6812,3208,910,17,31,10989,426,298,217,0,3,945,277,107,26,4,13,426,27167,5735,1716,38,61,34710
50604,10474,629,72,58,8,11247,18473,795,140,15,8,19426,4545,1023,350,17,9,5942,546,309,58,0,0,918,71,127,63,0,0,266,2509,290,64,15,4,2879,369,62,16,54,4,517,53,21,4,0,0,82,8099,1830,555,84,16,10592,347,404,15,13,4,786,518,86,13,8,3,623,37916,3746,801,176,40,42675
50605,7063,277,16,124,4,7484,9375,179,15,13,3,9588,1721,194,25,0,3,1942,139,96,0,0,0,242,16,42,3,0,0,62,1060,89,8,8,0,1167,83,8,0,12,0,107,19,5,0,0,0,18,3036,435,40,23,8,3538,230,126,9,3,0,372,229,32,3,3,0,266,19923,1048,86,165,20,21248
50606,2073,7,24,86,11,2198,6441,30,5,5,6,6488,705,18,0,0,0,724,9,0,0,0,0,4,3,10,0,0,0,12,470,8,3,4,0,492,40,5,6,9,0,49,10,0,0,0,0,12,1227,41,9,12,0,1288,121,0,0,9,4,133,119,0,3,3,0,120,9979,74,36,112,26,10232
50607,3465,1598,511,0,3,5577,3133,1395,482,0,7,5012,1043,1925,1104,0,3,4074,326,201,123,0,0,659,11,56,36,0,0,100,482,659,333,0,0,1474,37,37,28,0,0,100,9,13,5,0,0,32,1915,2886,1625,0,8,6433,121,224,166,0,0,511,77,66,20,0,3,165,8709,6163,2787,4,24,17690
50701,9480,1054,366,158,12,11071,17862,1458,614,3,9,19938,4268,1216,1294,3,5,6785,511,485,167,0,3,1165,46,87,58,0,0,190,1740,424,227,0,0,2396,175,44,18,29,0,267,18,17,8,0,0,49,6760,2273,1777,34,13,10851,231,161,38,3,4,428,324,72,36,3,11,451,34655,5012,2826,206,39,42742
50702,3889,958,546,98,13,5500,3938,806,550,3,3,5305,895,684,843,11,3,2439,181,458,230,0,0,872,24,85,35,0,0,143,627,309,279,16,3,1226,63,20,33,42,0,154,5,0,10,0,0,16,1800,1557,1425,65,13,4858,122,113,34,9,0,266,95,63,26,0,8,194,9837,3494,2570,178,43,16121
50703,2457,71,40,3,0,2571,8210,105,80,0,5,8400,2295,111,203,0,0,2611,239,141,106,0,0,483,62,44,31,0,3,141,861,36,40,0,0,932,114,0,11,0,0,132,20,7,0,0,0,23,3595,336,396,3,6,4324,84,33,0,3,0,126,220,10,16,0,0,242,14566,552,529,9,7,15666
50704,13350,2241,434,0,22,16046,11434,1928,429,0,7,13801,2918,1481,601,4,3,5011,319,415,20,0,0,757,43,51,21,0,0,119,1288,617,163,0,4,2076,77,40,23,0,0,141,15,17,6,0,0,41,4666,2621,841,4,12,8146,433,305,334,0,0,1072,250,96,36,0,4,389,30129,7200,2069,4,44,39453
50705,10902,679,290,183,6,12070,22368,433,215,16,24,23053,6085,683,659,0,5,7440,410,239,154,0,0,801,51,69,39,0,0,155,2648,253,148,9,0,3057,459,37,22,44,5,572,33,9,5,0,0,48,9683,1294,1021,63,8,12073,306,255,15,7,0,581,515,82,40,4,15,654,43771,2745,1582,271,56,48428
50901,8766,241,12,185,17,9217,6811,153,10,16,21,7006,1770,301,16,6,0,2089,666,233,7,0,3,907,172,187,21,0,3,381,1626,104,9,8,9,1755,406,51,3,62,10,534,28,15,0,0,0,47,4667,896,54,75,25,5712,762,112,4,14,12,906,343,57,0,12,5,419,21343,1462,83,292,76,23262
50902,8324,94,11,125,56,8604,6414,28,9,28,26,6502,880,64,23,10,4,975,461,187,7,3,9,673,109,64,15,12,0,197,1420,42,12,11,9,1497,475,34,7,16,15,549,30,5,4,0,0,36,3368,401,70,46,34,3921,847,11,0,17,11,889,402,25,0,35,10,480,19351,550,94,252,138,20393
50903,3119,28,0,25,19,3184,1778,5,0,4,6,1790,297,34,5,3,0,338,182,85,0,0,0,267,68,54,0,0,0,127,591,17,0,0,0,612,248,18,0,5,4,278,15,4,0,0,0,22,1410,210,5,9,3,1639,409,18,3,8,0,444,125,19,3,5,3,152,6830,279,16,54,35,7212
51001,931,59,13,281,46,1325,1619,94,23,40,18,1794,684,287,100,12,12,1089,1877,352,41,3,16,2294,859,61,14,13,7,955,495,71,28,30,28,649,652,122,23,89,35,922,39,8,0,0,3,53,4602,896,210,147,103,5958,384,52,0,66,36,542,234,50,11,88,47,427,7777,1147,253,627,242,10043
51002,345,52,21,50,11,480,819,84,11,13,3,929,717,263,206,4,7,1198,530,126,28,0,5,693,229,9,3,0,0,243,142,34,12,3,4,194,1639,301,163,15,14,2130,12,8,0,0,0,19,3271,732,419,24,28,4472,384,49,34,16,11,486,95,23,8,5,4,135,4910,942,486,103,61,6508
51003,445,39,5,73,10,564,1401,141,12,14,0,1563,847,248,184,4,3,1279,458,136,35,0,3,629,80,18,7,0,0,106,201,54,14,7,3,281,2338,255,68,40,20,2718,8,5,4,0,0,17,3929,715,311,47,26,5030,448,54,35,20,18,571,101,26,5,11,12,157,6325,972,362,154,70,7888
51101,1849,89,20,55,25,2046,1574,36,0,7,9,1623,400,111,22,0,0,531,136,72,7,0,0,218,16,16,26,0,0,56,520,58,11,8,6,607,163,15,5,16,3,195,15,9,3,0,0,21,1239,269,69,32,9,1622,339,14,6,7,21,380,82,15,8,0,5,107,5082,421,105,99,72,5777
51102,677,32,0,205,20,932,713,17,0,40,3,770,215,46,21,4,0,289,245,70,12,0,0,330,56,22,49,5,0,132,212,48,5,24,8,282,194,21,9,51,12,294,3,3,6,0,0,10,923,208,106,87,17,1338,108,4,0,26,17,155,62,8,4,11,3,93,2480,271,112,372,60,3291
51103,2132,115,14,75,20,2358,4291,248,12,12,0,4561,1391,687,83,4,0,2170,555,246,12,0,6,820,121,65,12,0,10,197,718,110,10,9,8,856,373,113,12,84,17,598,20,20,0,3,0,42,3176,1240,131,102,37,4684,254,36,4,12,23,329,255,63,10,10,10,349,10107,1700,176,210,84,12275
51104,6183,381,27,193,68,6851,5843,206,24,33,22,6127,1679,491,103,3,9,2288,471,227,58,6,7,769,118,60,9,0,0,189,1449,189,22,12,10,1686,354,66,3,33,13,469,28,13,0,0,0,39,4096,1041,208,58,36,5431,499,114,7,21,21,671,291,59,30,24,20,423,16914,1796,296,329,163,19497
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
