SA3_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
50502,723,772,1496,1889,1886,3776,7,4,6,0,0,4,256,206,463,36287,32284,68578,1853,2877,4727,423,11,433,312,30,347,597,122,721,1005,280,1284,483,505,989,43840,38980,82821,820,750,1575,0,0,0,0,0,0,403,430,837,55,77,132,31,12,43,1309,1270,2579,0,0,0,0,0,0,120,135,259,70,107,173,46,40,93,235,282,520,424,222,645,1973,1782,3753,169,183,355,41,33,72,23,11,34,236,233,466,4058,4795,8857,4467,6855,11323,244,156,401,54814,52801,107619
50503,1260,1345,2606,930,434,1367,17,6,27,4,0,4,155,89,248,35103,31888,66993,2350,2573,4924,776,23,795,221,11,229,129,23,152,1503,274,1776,463,438,899,42914,37100,80018,660,613,1272,0,0,0,0,0,0,675,607,1285,83,128,211,34,22,58,1455,1365,2824,0,0,0,0,0,0,41,43,86,42,56,96,49,11,60,140,108,251,506,216,728,2103,1692,3796,266,294,563,40,23,54,29,10,31,327,322,653,2663,4274,6939,5650,6785,12436,249,159,407,53908,50335,104251
50601,445,478,915,341,154,500,9,0,9,0,0,6,66,47,112,16419,13560,29980,930,993,1926,273,14,287,92,7,103,70,15,79,518,140,661,207,184,397,19380,15593,34968,237,268,501,0,0,0,0,0,0,285,206,494,26,35,63,20,12,26,567,522,1089,0,0,0,0,0,0,9,23,30,10,21,36,22,4,29,46,49,96,207,74,279,822,643,1461,93,149,243,22,9,30,12,0,13,123,160,276,989,1524,2508,2171,2866,5044,112,77,187,23594,20859,44453
50602,349,361,710,1621,1491,3115,5,0,3,0,0,0,165,135,298,13344,10717,24058,783,1281,2058,122,8,129,110,13,125,310,80,387,524,175,703,343,300,648,17675,14565,32235,173,191,362,0,0,0,0,0,0,62,86,144,11,15,31,14,3,20,263,297,559,0,0,0,0,0,0,62,51,108,37,67,108,53,39,90,157,158,317,170,99,264,586,549,1135,57,95,154,41,29,65,12,8,23,112,134,241,1310,1421,2736,2020,2481,4502,126,56,186,21825,19211,41031
50603,494,556,1049,744,803,1547,0,0,3,0,0,4,109,106,214,17557,13698,31257,808,1410,2217,180,5,183,100,16,116,225,61,283,423,95,520,243,249,495,20885,16997,37885,664,568,1235,0,0,0,0,0,0,220,173,399,38,52,93,30,8,35,958,805,1763,0,0,0,0,0,0,49,47,89,28,94,125,34,27,59,112,164,272,207,123,331,1273,1093,2368,204,179,382,35,21,59,11,7,22,253,208,462,1508,1659,3166,2174,2860,5032,127,82,205,26220,22904,49120
50604,561,646,1213,572,406,980,7,9,17,0,0,0,164,88,246,22416,16966,39379,1340,1611,2954,370,12,385,119,11,131,121,13,136,639,139,779,205,201,407,26517,20101,46623,504,521,1024,0,0,0,0,0,0,274,229,503,49,56,111,20,4,25,840,813,1653,0,0,0,0,0,0,36,48,81,25,62,85,29,15,40,87,120,209,266,126,396,1202,1063,2264,155,210,369,20,12,32,13,5,10,185,227,412,1193,1723,2920,2668,3257,5925,159,100,255,31927,26460,58391
50605,54,72,125,381,237,622,5,4,10,4,0,0,47,27,79,10488,9071,19557,545,557,1100,277,6,285,77,4,84,60,11,72,324,83,404,177,149,330,12442,10229,22661,16,36,55,0,0,0,0,0,0,84,81,162,4,11,11,4,0,4,103,123,224,0,0,0,0,0,0,30,30,66,14,26,40,28,8,32,75,61,138,113,56,169,299,232,533,20,22,46,5,4,8,3,0,9,33,30,61,864,1271,2137,1497,1964,3464,75,46,114,15207,13769,28979
50606,53,78,136,156,41,203,0,4,6,0,0,0,11,11,27,5539,4969,10511,332,321,657,236,17,252,28,0,28,15,0,15,206,66,270,129,105,232,6717,5616,12333,14,24,35,0,0,0,0,0,0,82,72,147,11,13,18,0,0,0,110,98,213,0,0,0,0,0,0,0,6,11,4,3,3,20,0,21,21,13,31,92,29,118,223,146,364,15,33,48,3,0,8,6,0,6,30,35,67,417,771,1190,966,1089,2052,45,42,93,8394,7699,16089
50607,148,113,261,850,745,1596,20,17,40,0,0,0,52,62,123,7003,6289,13290,372,646,1021,38,0,38,50,5,59,277,67,342,192,58,251,182,209,382,9185,8215,17400,130,111,240,3,0,4,0,0,0,29,33,65,11,9,21,12,3,11,179,158,339,12,3,10,0,0,0,31,23,51,13,35,50,23,14,41,77,80,157,73,53,126,324,291,621,31,45,72,11,8,20,3,3,10,50,58,104,1166,1211,2378,992,1496,2490,65,30,91,11782,11304,23087
50701,854,794,1650,584,373,959,9,3,13,4,0,4,104,72,175,21234,18861,40093,1205,1462,2663,287,7,296,132,16,151,154,49,203,630,155,785,249,279,531,25448,22080,47526,411,422,837,0,0,0,0,0,0,365,338,708,49,73,123,38,10,48,862,849,1709,0,0,4,3,0,3,36,37,68,29,30,65,31,20,51,97,88,183,247,152,398,1212,1083,2297,163,164,327,21,5,29,16,0,20,198,179,372,1684,2478,4161,2988,4069,7053,114,83,199,31642,29973,61612
50702,275,254,535,319,303,613,6,7,14,0,0,0,38,28,67,5660,5632,11297,310,421,732,58,3,57,71,14,88,300,145,445,137,66,204,392,428,822,7570,7304,14873,194,138,333,0,0,0,0,0,0,76,90,165,10,12,29,30,18,50,310,260,573,0,0,0,0,0,0,6,21,28,11,12,22,9,9,25,36,38,77,82,48,133,429,358,784,22,31,56,13,0,14,13,8,19,52,35,84,1086,1287,2373,1056,1458,2517,37,37,82,10229,10478,20713
50703,416,484,900,228,138,365,3,3,4,0,0,0,36,19,49,7434,6011,13451,502,525,1025,131,0,131,38,0,42,22,3,25,285,68,356,96,95,183,9186,7352,16538,187,278,462,0,0,0,0,0,0,114,109,222,22,37,56,12,6,19,330,424,755,0,0,0,0,0,0,12,10,20,11,14,27,13,8,13,29,27,56,100,45,139,462,492,956,65,133,196,10,4,18,9,0,7,85,140,223,378,676,1050,1170,1352,2524,57,37,88,11332,10044,21377
50704,564,424,989,972,646,1619,8,5,7,0,0,0,69,59,123,16945,15691,32633,883,1308,2187,134,5,140,120,13,137,353,88,443,355,84,442,289,309,594,20681,18628,39308,614,470,1086,0,0,0,0,0,0,178,135,319,30,53,85,33,8,40,859,662,1520,0,0,0,0,0,0,40,45,86,26,32,56,20,11,33,88,91,184,183,96,286,1134,854,1987,114,97,210,14,7,24,4,3,12,134,109,247,2520,2799,5319,2387,3765,6154,93,72,165,26939,26234,53172
50705,558,656,1214,803,322,1123,8,4,10,0,0,0,56,35,90,20710,19023,39733,1530,1381,2910,304,12,320,140,9,153,117,37,157,1129,244,1373,423,378,799,25779,22103,47886,309,357,674,0,0,0,0,0,0,335,315,648,47,67,108,16,10,28,714,752,1464,0,0,0,0,0,0,24,17,41,25,29,52,39,9,48,81,52,140,340,116,462,1141,920,2069,161,197,361,54,13,68,15,6,21,228,210,440,1317,2235,3550,4322,4486,8805,166,114,281,32954,30071,63025
50901,0,0,0,205,62,270,3,0,3,0,0,0,24,18,38,9575,8655,18228,667,728,1389,216,3,220,50,8,58,93,33,129,229,62,286,562,491,1044,11611,10066,21672,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,4,3,12,3,0,7,6,0,10,16,12,28,99,65,160,120,79,199,5,3,3,7,0,7,7,0,6,15,0,21,1286,1427,2718,1375,1743,3116,126,92,210,14532,13402,27938
50902,12,11,23,274,96,371,3,0,3,0,0,0,7,12,19,7756,6807,14569,523,565,1088,338,14,354,53,12,58,69,30,98,396,108,512,816,581,1400,10251,8237,18485,0,0,0,0,0,0,0,0,0,20,26,39,0,7,6,0,0,0,18,35,49,0,0,0,0,0,0,13,3,19,3,0,10,10,4,14,28,10,40,159,52,204,204,89,294,5,10,15,19,6,19,13,3,20,40,14,56,1287,1490,2782,1385,1392,2774,144,113,255,13307,11330,24641
50903,0,0,0,79,16,98,0,0,0,0,0,0,3,0,3,2799,2355,5152,153,161,306,92,4,97,20,0,20,39,13,50,103,40,141,380,329,706,3668,2919,6587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,0,11,5,0,5,3,0,6,16,0,16,49,20,70,66,21,93,0,0,0,5,0,5,11,0,10,18,0,19,697,585,1282,426,533,963,55,39,96,4931,4110,9034
51001,3,4,9,115,74,192,3,0,4,0,0,0,10,17,23,3828,4018,7844,420,539,962,76,4,86,107,43,151,165,122,291,194,69,265,769,980,1749,5701,5883,11576,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,6,0,10,4,3,3,4,0,3,10,8,14,69,42,107,77,53,132,0,0,0,0,0,0,4,0,4,0,3,4,267,384,649,569,707,1281,125,108,227,6742,7131,13873
51002,9,0,14,713,137,850,3,0,3,0,0,0,27,22,52,4250,3132,7389,476,344,817,100,4,100,62,11,75,60,20,82,482,149,629,316,339,647,6494,4166,10662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,23,22,42,6,3,10,46,10,47,73,29,100,127,32,158,201,65,264,0,0,0,19,5,26,8,0,13,30,6,38,97,190,283,720,551,1269,81,43,121,7623,5019,12640
51003,4,4,11,993,241,1227,0,0,5,0,0,0,29,11,42,4991,3895,8885,590,395,980,93,7,96,63,10,75,55,57,113,289,77,360,254,390,644,7357,5094,12442,0,4,4,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,27,16,40,8,4,10,25,0,27,55,23,83,79,45,121,137,71,209,6,0,3,20,6,27,9,4,12,32,11,44,81,305,387,1006,775,1783,60,35,94,8667,6287,14957
51101,0,0,4,99,34,133,0,0,0,0,0,0,7,3,8,2683,2137,4816,147,148,293,84,0,84,25,7,36,36,29,70,66,27,95,161,163,323,3307,2552,5856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,9,3,0,4,0,0,3,7,3,19,39,22,62,54,33,80,0,0,0,4,0,4,0,0,0,3,0,3,270,403,676,396,428,828,42,27,64,4066,3439,7499
51102,3,0,3,77,13,93,0,0,3,0,0,0,3,0,0,1206,1179,2385,119,133,251,40,4,39,18,10,28,68,81,150,37,12,53,248,316,568,1822,1747,3569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,21,16,44,32,16,51,0,0,0,0,0,0,5,0,5,5,0,6,188,198,388,242,232,470,37,19,61,2323,2217,4545
51103,4,0,9,491,127,615,13,4,15,0,0,0,43,49,101,6776,5429,12203,762,647,1409,153,14,163,58,9,71,76,31,100,305,77,382,381,468,851,9057,6865,15925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,63,22,83,7,3,17,23,5,23,103,24,124,135,72,205,238,99,336,3,0,3,16,0,19,7,0,3,24,3,27,140,308,453,939,801,1742,66,46,107,10460,8118,18575
51104,4,0,5,347,77,425,3,0,4,0,0,0,16,18,36,7982,7730,15708,664,650,1321,220,10,230,92,15,104,140,76,209,373,105,482,513,449,964,10365,9127,19497,4,4,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,8,14,0,0,0,0,0,0,14,0,14,5,3,12,22,7,32,40,16,56,109,60,163,151,79,229,0,0,0,13,0,14,14,0,17,27,3,32,637,857,1490,1458,1440,2896,95,75,165,12734,11575,24307
59797,0,0,0,39,0,38,0,3,3,0,0,0,0,0,0,13,0,13,3,0,3,0,0,0,0,0,0,0,0,0,138,20,155,32,8,34,228,26,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,9,5,11,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,246,29,277
59999,12,6,22,65,25,86,0,0,0,0,0,0,11,3,11,302,239,536,76,56,134,10,3,13,3,0,3,14,11,23,54,13,72,91,111,201,629,470,1098,4,6,10,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,8,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,4,11,7,15,19,20,44,4,0,7,0,0,5,0,0,0,8,3,10,54,52,108,176,158,334,7,8,17,899,715,1614
