SA3_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
50502,39,98,6,7213,196,50,14,238,30,101,16,59,27,111,1328,2163,13,0,17,22,6,12,0,4,6,15,73,158,4893,1146,191,8017,952,3950,262,1171,249,1682,1450,23971
50503,39,41,15,4701,361,59,52,325,68,136,32,83,42,133,2651,3933,17,0,33,16,6,6,3,0,9,11,121,229,6112,1179,331,8884,1108,4619,460,1318,428,1630,2837,28906
50601,13,24,5,1782,110,13,15,95,17,72,8,29,17,45,1053,1473,6,4,5,3,5,3,0,0,0,3,29,70,2525,471,108,3643,460,2567,187,548,186,695,1113,12495
50602,14,25,7,1644,58,14,5,45,13,33,6,16,5,33,467,687,0,0,4,0,0,0,4,3,3,4,19,43,1451,344,63,2132,321,1344,108,376,87,494,507,7229
50603,15,47,0,2622,98,32,10,131,16,64,8,29,15,76,793,1278,5,0,3,0,0,0,0,0,4,0,22,41,2738,643,86,3547,365,2493,140,784,140,939,849,12738
50604,27,50,5,2296,120,22,22,141,29,123,17,61,30,105,1176,1837,8,0,11,9,6,6,0,3,6,3,69,117,3384,659,135,4218,478,3647,211,1072,255,1398,1299,16749
50605,12,27,0,1558,88,12,3,85,10,46,17,13,7,34,613,927,4,0,4,4,0,0,0,0,3,3,26,52,1645,282,57,2337,307,1219,120,267,92,426,646,7406
50606,8,3,0,708,51,5,3,62,3,30,7,11,7,12,528,728,3,0,6,6,0,0,6,0,3,0,18,34,960,132,58,1369,178,836,78,148,88,168,547,4567
50607,14,36,0,2035,34,3,3,41,10,26,0,7,0,13,278,415,4,0,0,4,0,0,0,0,0,4,13,27,1021,197,37,1475,179,763,47,197,37,247,295,4491
50701,23,39,0,3277,148,26,16,148,26,88,17,31,9,57,1114,1694,9,0,10,15,0,5,0,0,8,5,39,81,3226,591,145,5022,709,2540,230,570,171,732,1179,15118
50702,14,17,0,1611,42,9,4,52,3,21,8,8,0,22,269,442,0,0,0,6,0,3,3,0,0,0,9,18,820,239,34,1431,193,568,66,168,34,223,285,4068
50703,12,3,0,626,51,4,8,61,10,51,10,11,16,20,591,816,0,0,0,0,0,0,0,0,4,4,21,28,1141,183,54,1603,219,1140,94,277,111,327,627,5783
50704,33,95,4,5505,156,28,13,134,20,73,4,32,3,72,825,1362,4,0,3,6,4,3,5,0,0,0,24,55,3149,580,78,4777,455,2188,175,644,130,890,872,13938
50705,60,29,3,2742,212,24,17,177,29,107,25,41,33,69,2109,2842,14,0,4,15,9,3,0,0,11,9,62,124,3311,485,157,4575,650,3046,276,653,368,927,2205,16640
50901,6,10,0,695,103,20,5,131,13,46,6,23,4,50,499,909,0,0,0,0,0,4,0,0,0,3,25,47,1159,342,68,1966,210,884,95,300,79,345,542,5994
50902,7,9,0,612,188,20,4,174,14,48,13,20,6,39,533,1071,6,0,0,13,0,3,4,0,0,4,28,49,1062,178,61,1530,188,799,82,192,90,335,570,5091
50903,6,5,0,209,97,11,6,83,7,11,0,4,0,5,130,358,3,0,3,3,0,0,0,0,0,5,0,16,425,56,28,605,74,272,30,54,22,83,136,1786
51001,3,3,4,453,61,11,3,35,9,20,4,8,6,52,248,466,4,3,5,3,0,0,0,0,3,18,40,77,713,101,37,611,123,312,47,128,55,628,317,3070
51002,16,0,3,822,40,3,0,12,3,15,0,8,0,6,193,289,4,0,0,7,6,0,0,0,0,0,21,31,723,56,38,543,129,395,49,69,50,132,222,2389
51003,31,3,5,1309,55,7,7,32,10,24,0,7,0,10,271,412,5,0,3,0,0,0,0,0,0,0,13,21,868,88,62,952,184,600,73,53,76,72,287,3316
51101,0,0,0,204,55,4,8,58,4,11,6,0,5,3,134,290,0,0,0,5,5,0,0,0,0,4,0,19,319,56,26,560,55,219,28,47,30,61,147,1546
51102,0,0,0,94,32,3,0,13,3,5,0,0,0,5,86,150,5,0,0,0,0,0,0,0,0,0,7,8,201,37,13,211,30,112,11,23,14,63,93,805
51103,9,3,3,1036,66,3,5,29,11,22,5,13,4,27,323,520,0,0,6,0,0,0,0,0,3,6,29,43,1001,96,45,1015,155,723,60,106,71,233,364,3878
51104,13,8,5,719,89,12,7,88,15,38,4,10,3,38,615,926,5,0,0,5,0,6,0,0,3,3,16,38,1069,196,49,1447,178,710,116,219,83,326,644,5032
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
