SA1_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
50101129313,57,2334,1125,500,2874,0.6,2343,2.5
50101129314,35,1625,796,400,2013,0.7,1612,2.5
50101129315,31,1733,850,400,1825,0.8,1821,2.8
50101129316,58,1637,692,370,1649,0.6,1283,2.1
50101129317,38,1447,608,370,1593,0.7,1321,2.6
50101129318,37,1733,716,440,2109,0.8,2131,3.1
50101129319,46,1929,982,500,2172,0.7,1978,2.5
50101129320,47,1950,804,500,2437,0.7,2187,2.9
50101129321,51,1699,608,330,1542,0.6,1028,1.9
50101129322,49,1430,612,350,1410,0.6,1152,2.2
50101129323,58,1706,725,415,1937,0.6,1583,2.4
50101129324,42,1517,690,420,1589,0.7,1413,2.5
50101129325,49,2167,905,565,2527,0.7,2222,2.9
50101129326,54,1733,714,355,1541,0.6,1089,2
50101129327,50,1733,632,350,1444,0.6,1135,2.3
50101129328,42,1517,566,330,1259,0.7,962,2.3
50101129329,53,1409,702,300,1578,0.7,1161,2
50101129401,42,1884,687,200,2250,0.9,1562,3.1
50101129402,37,2219,1112,650,2440,0.9,2485,3.3
50101129403,42,1387,833,500,1187,0.9,1625,2.6
50101129404,42,1550,764,400,2037,0.7,1861,2.7
50101129405,32,1733,783,400,1737,0.7,1737,2.9
50101129406,45,1733,647,348,1490,0.6,1260,2.3
50101129407,53,2000,833,300,2062,0.7,1821,2.3
50101129408,48,1300,519,230,1178,0.7,748,1.8
50101129409,46,2167,789,380,1978,0.7,1724,2.5
50101129410,46,1504,629,320,1531,0.7,1149,2.1
50101129411,41,1517,639,350,1625,0.7,1279,2.4
50101129412,45,1244,497,305,1187,0.7,1006,2.2
50101129413,28,1900,973,420,2250,0.8,2189,3
50101129414,76,1733,543,380,1609,0.6,807,1.8
50101129415,49,1501,900,450,2416,0.7,1825,2.8
50101129416,55,1733,826,300,2017,0.7,1420,2.2
50101129417,44,1800,654,430,1708,0.7,1421,2.5
50101129418,49,2139,938,400,2250,0.7,1875,2.5
50101129419,37,1724,739,430,2007,0.7,1730,2.9
50101129420,51,2090,725,340,1958,0.6,1375,2.2
50101129421,46,1820,633,340,1325,0.6,1145,2.3
50101129422,39,1517,741,410,1916,0.7,1718,2.9
50101129423,44,1733,644,330,1718,0.7,1399,2.6
50101129424,50,2600,697,200,1625,0.7,1531,2.4
50101129425,56,1625,744,325,1649,0.7,1149,1.9
50101129426,31,1733,788,430,1894,0.7,1575,2.6
50101129427,36,2383,824,500,2549,0.9,2549,3.6
50101129428,45,1767,700,380,1583,0.7,1404,2.6
50101129429,42,2167,844,275,2352,0.9,2318,3.1
50101129430,37,1534,736,350,1562,0.7,1375,2.5
50101129431,31,1681,1055,420,2050,0.8,1987,2.7
50101129432,49,1733,619,335,1213,0.7,1079,2.1
50101129433,46,2000,745,450,2178,0.7,1781,2.9
50101129434,47,1322,599,330,1343,0.6,1018,2.1
50101129435,49,1907,702,450,2015,0.7,1762,2.6
50101129436,52,1300,537,285,1264,0.7,906,1.9
50101129437,48,1767,756,400,1937,0.8,1792,3
50101129438,48,1387,580,300,1531,0.9,916,2
50101129439,79,1541,403,350,993,0.7,828,1.8
50101129440,34,1647,802,400,1625,0.7,1597,2.8
50101129441,41,1700,725,400,1888,0.7,1660,2.8
50101129442,40,1679,715,355,1766,0.7,1297,2.6
50101129443,57,1733,718,350,1861,0.6,1033,1.9
50101129444,38,1733,797,430,2074,0.7,1843,2.7
50101129445,41,1907,808,420,1735,0.7,1670,2.9
50101129446,50,1344,516,210,1153,0.7,745,1.9
50101129447,46,1800,816,370,1770,0.7,1514,2.6
50101129448,36,2000,868,450,2384,0.7,2327,2.9
50101129449,53,1928,787,350,2083,0.6,1281,2
50101129450,50,1715,944,340,2222,0.7,1518,2.2
50101129451,57,1521,603,365,1312,0.7,985,2.2
50101129452,74,774,470,208,810,0.7,652,1.4
50102100502,27,1772,901,378,2230,0.8,2211,3.4
50102100504,51,1500,747,318,1906,0.6,1375,2.4
50102100505,0,0,0,0,0,0,0,0
50102100506,56,1506,569,245,1062,1.1,979,1.5
50102100507,0,0,0,0,0,0,0,0
50102100508,53,1333,673,316,1708,0.6,1269,2.1
50102100509,40,1733,740,388,2025,0.7,1778,2.7
50102100510,28,1800,1060,390,2456,0.8,2400,3
50102100511,49,1733,675,320,1841,0.7,1357,2.3
50102100512,44,1330,680,288,1399,0.6,1260,2.2
50102100513,48,1517,792,300,2017,0.6,1735,2.4
50102100514,28,1733,903,378,2225,0.8,2229,3.3
50102100515,0,0,0,0,0,0,0,0
50102100516,48,1509,837,360,2062,0.7,1902,2.6
50102100517,62,1465,562,293,1231,0.7,792,1.8
50102100518,42,1672,768,320,1988,0.7,1470,2.5
50102100519,50,1647,772,350,2184,0.6,1854,2.5
50102100520,43,1668,787,345,1922,0.6,1604,2.4
50102100521,48,1354,725,315,1770,0.6,1259,2.2
50102100522,38,1517,760,300,1859,0.6,1274,2.3
50102100524,40,1500,665,330,1699,0.7,1468,2.5
50102100525,39,1473,655,320,1472,0.7,1333,2.4
50102100526,34,1662,725,320,1800,0.7,1375,2.6
50102100527,49,1348,734,315,1812,0.6,1384,2.3
50102100528,52,1613,640,320,1375,0.6,1218,2.2
50102100529,42,1300,665,327,1424,0.7,1375,2.5
50102100530,41,1950,780,400,2395,0.8,2355,3.1
50102100531,47,2094,865,493,2833,0.7,2643,3
50102100532,55,1733,715,410,2022,0.8,1437,2.4
50102100533,31,1733,954,380,2317,0.8,2250,3
50102100534,38,1733,860,350,2312,0.7,2172,2.8
50102100536,34,1600,766,390,2068,0.8,1965,3.1
50102100537,49,2167,822,450,2250,0.7,2234,2.8
50102100538,45,2025,732,465,2220,0.7,2230,3
50102100539,44,2000,866,430,2410,0.7,2299,2.9
50102100540,49,1950,700,452,2269,0.7,2216,2.8
50102100541,34,2383,1077,475,2888,0.8,2860,3.1
50102100542,32,1733,956,375,2250,0.8,1974,2.9
50102100543,37,1647,710,380,2277,0.8,2305,3.2
50102100544,37,1733,729,393,2150,0.8,2023,3
50102100545,34,1733,855,365,2059,0.8,2059,3
50102100546,38,1733,1024,400,2666,0.7,2308,2.9
50102100547,0,0,0,0,0,0,0,0
50102100548,33,1560,857,360,2299,0.7,2125,3.1
50102100549,42,1544,642,292,1649,0.7,1224,2.2
50102100550,36,1972,852,430,2750,0.8,2633,3.2
50102100551,31,1668,697,360,2139,0.8,2022,3.3
50102100701,51,1517,620,320,1642,0.7,1357,2.3
50102100702,44,1950,721,350,1781,0.9,1583,2.8
50102100704,45,1419,678,250,1733,0.7,1198,2.3
50102100705,44,1377,885,350,2146,0.7,1696,2.5
50102100706,49,2167,757,340,1562,0.8,1430,2.5
50102100708,44,1690,760,255,2087,0.8,1625,2.6
50102100709,49,2167,882,340,2062,0.8,2091,2.8
50102100710,43,2091,846,320,2250,0.8,1968,2.7
50102100711,46,1800,721,350,2096,0.7,1715,2.6
50102100713,40,1300,657,325,1428,0.7,1260,2.6
50102100714,38,1379,647,335,1432,0.7,1216,2.4
50102100715,47,1733,870,380,2083,0.6,1825,2.4
50102100716,38,1578,711,390,1812,0.7,1696,2.8
50102100717,51,1733,796,350,2299,0.7,1899,2.4
50102100718,51,1950,811,350,2107,0.8,1843,2.4
50102100801,41,1365,587,284,1421,0.7,1347,2.3
50102100802,44,1387,661,280,1609,0.6,1263,2.2
50102100803,45,1767,725,430,2471,0.7,2083,2.7
50102100804,41,1561,753,380,2028,0.7,1852,2.8
50102100805,35,1500,782,340,1937,0.7,1696,2.6
50102100806,37,0,0,0,0,0,0,0
50102100807,38,1441,568,290,1333,0.7,1174,2.2
50102100809,36,1300,641,270,1389,0.7,965,2
50102100810,35,1170,657,280,1204,0.7,1021,1.9
50102100811,64,1625,486,200,1406,0.7,866,1.9
50102100812,51,1083,598,300,1424,0.8,787,1.7
50102100813,32,1257,549,280,1125,0.8,953,2.3
50102100814,42,1034,537,250,1162,0.7,919,2
50102100815,35,1181,652,240,1406,0.7,986,2.1
50102100816,43,1083,570,265,1240,0.7,981,2.1
50102100817,0,0,0,0,0,0,0,0
50102100818,30,1674,918,410,2405,0.8,2405,3.3
50102100901,51,1192,594,250,1428,0.6,972,2.1
50102100902,48,1116,535,240,1262,0.6,1012,2
50102100903,42,1397,686,273,1863,0.7,1528,2.4
50102100904,48,867,441,225,1202,0.7,956,2.3
50102100905,38,1517,642,280,1778,0.7,1281,2.2
50102100906,41,1083,484,250,1231,0.8,949,2.3
50102100907,48,1674,687,233,1899,0.7,1410,2.4
50102100908,48,1102,577,220,1531,0.7,1029,2.2
50102100909,55,695,472,250,1328,0.7,909,1.9
50102100910,41,0,949,0,1625,0.6,1625,2
50102100911,41,1196,720,270,1937,0.8,1375,2.5
50102100912,40,1000,541,270,1312,0.7,1052,2.3
50102100913,49,1083,571,265,1428,0.7,1284,2.1
50102100914,50,1502,595,185,2125,0.7,1483,2.5
50102100915,73,0,887,0,1125,0.8,1125,1.3
50102100916,49,1083,601,200,1518,0.7,1281,2.4
50102100917,66,0,574,288,1125,0.8,575,2.5
50102100918,51,1031,494,255,1187,0.7,756,2
50102100920,39,1300,622,300,1488,0.7,1488,2.7
50102100921,37,0,1125,0,2250,0.9,2250,3.3
50102100922,51,920,581,235,1708,0.6,1268,2
50102100923,44,1733,806,310,2360,0.7,2095,2.7
50102100924,45,1720,725,255,2035,0.7,1583,2.5
50102100925,36,1733,690,290,2307,0.8,2031,2.8
50102100926,38,2000,704,200,2333,0.7,1406,2.6
50102100927,43,917,457,220,1020,0.7,706,2
50102100928,41,1325,592,250,1512,0.7,1333,2.4
50102100929,45,1040,514,250,1652,0.7,1135,2.3
50102100930,0,0,0,0,0,0,0,0
50102100931,48,1733,804,250,2288,0.7,1825,2.5
50102101001,50,1733,804,300,2115,0.6,1525,2.5
50102101002,51,2000,948,300,2395,0.8,2259,2.6
50102101003,48,2050,850,260,2974,0.7,2525,2.7
50102101005,36,1668,961,310,2439,0.8,2215,2.8
50102101006,55,2000,624,205,1531,0.8,1208,2.1
50102101008,40,1618,737,270,1974,0.7,1705,2.5
50102101009,50,2253,865,260,2444,0.7,2096,2.6
50102101101,53,0,1062,669,2499,0.9,966,1.4
50102101201,38,1517,670,338,1666,0.7,1422,2.5
50102101202,38,1517,715,320,1458,0.7,1228,2.3
50102101203,44,1461,653,313,1471,0.7,1199,2.4
50102101204,39,1409,763,300,1859,0.7,1678,2.5
50102101205,37,1600,696,345,2214,0.7,2016,2.8
50102101206,36,1517,775,368,1958,0.7,1645,2.7
50102101207,41,1408,718,330,1833,0.6,1571,2.5
50102101208,44,1723,696,330,1604,0.7,1575,2.6
50102101209,52,2222,897,405,2277,0.6,1973,2.5
50102101210,55,1775,911,465,2343,0.6,1952,2.5
50102101213,27,2384,1375,0,2249,0.8,2249,3.3
50102101214,44,1374,727,321,1774,0.6,1261,2.3
50102101215,33,1635,949,400,2391,0.7,2287,3
50102101216,40,1651,879,370,2200,0.7,2058,2.8
50102101217,34,1415,642,260,1963,0.7,1649,2.6
50102101218,37,1550,793,370,1963,0.7,1833,2.8
50102101219,48,1322,651,320,1449,0.7,1130,2
50102101220,38,1317,736,310,1828,0.7,1433,2.5
50102101221,40,1387,727,323,1910,0.7,1767,2.6
50102101222,43,1567,752,330,1980,0.6,1759,2.5
50102101223,0,0,0,0,0,0,0,0
50102101224,39,1733,883,400,2578,0.6,2223,2.6
50102101225,36,1777,881,378,2362,0.7,2107,2.7
50102101226,83,442,458,103,863,0.7,730,1.5
50102101227,34,1663,844,360,1951,0.7,1812,2.9
50102101228,28,1935,1092,420,2437,0.8,2347,3.3
50102101229,31,2071,1060,420,2750,0.8,2660,3.4
50102101230,31,2158,1208,420,2849,0.8,2835,3.1
50102101231,52,1517,611,350,1451,0.7,972,2.1
50102101401,47,1300,550,204,1333,0.7,1115,2.3
50102101402,46,2167,763,250,2175,0.8,1862,2.8
50102101404,40,1733,819,300,2125,0.7,1625,2.6
50102101405,43,1625,729,300,1492,0.7,1333,2.4
50102101406,55,1138,498,250,1362,0.7,939,2.1
50102101407,41,1300,704,300,1625,0.8,1183,2.5
50102101408,38,1083,810,250,1946,0.8,1218,2.3
50102101409,50,1200,470,280,1516,0.7,1062,2.3
50102101410,45,1733,768,280,2140,0.7,1916,2.6
50102101411,43,1387,810,250,1765,0.8,1463,2.4
50102101412,45,1735,610,350,1792,0.8,1773,2.7
50102101413,50,1200,515,250,1275,0.7,1013,2.2
50102101414,33,1760,565,280,1208,0.8,1024,2.8
50102101415,47,2167,669,250,1888,0.7,1413,2.4
50102101416,47,2142,844,375,1656,0.7,1531,2.6
50102101417,41,1987,712,300,2449,0.8,1812,2.8
50102101418,41,2000,807,250,2203,0.9,2166,3
50102101419,43,1707,906,320,2217,0.8,2071,2.7
50102101420,47,1950,805,300,2013,0.7,1518,2.3
50102101421,42,1733,822,330,2103,0.7,1840,2.4
50102101423,37,1300,548,250,1538,0.8,1288,2.5
50102101424,51,1343,833,295,1724,0.7,1474,2.2
50102101425,47,2123,877,285,2583,0.7,2166,2.8
50102101426,38,2084,900,285,2694,0.8,2524,3.1
50102101427,45,3250,664,235,1424,0.7,1424,2.7
50102101501,48,1300,654,300,1375,0.6,1097,2.1
50102101502,44,1517,740,300,1857,0.7,1562,2.4
50102101503,40,1509,580,250,1583,0.7,983,2.2
50102101504,43,1400,682,300,1437,0.7,1187,2.4
50102101505,46,1433,745,300,1708,0.7,1358,2.1
50102101506,86,0,1875,0,4250,0.8,2749,1.5
50102101507,48,1389,711,300,1587,0.7,1208,2.1
50102101508,50,1473,815,305,1803,0.6,1401,2
50102101509,47,1550,661,300,1774,0.6,1437,2.2
50102101510,56,1335,582,300,1321,0.6,793,1.9
50102101513,34,1387,623,318,1357,0.7,1338,2.8
50102101514,32,1487,779,320,1656,0.7,1509,2.7
50102101515,35,1623,902,313,2264,0.7,1910,2.6
50102101516,0,0,0,0,0,0,0,0
50102101517,31,1517,839,320,1781,0.8,1600,2.9
50102101518,49,1804,736,380,2132,0.6,2014,2.6
50102101519,0,0,0,0,0,0,0,0
50102101520,35,1517,698,320,1600,0.7,1357,2.6
50102101521,46,1750,852,355,2100,0.6,1954,2.5
50102101601,49,1767,643,325,2031,0.7,1812,2.7
50102101602,47,1500,679,300,1571,0.7,1342,2.3
50102101603,48,1300,458,250,985,0.7,792,2.3
50102101604,49,1842,639,280,2125,0.7,1850,2.6
50102101605,54,1200,456,240,909,0.7,736,2
50102101606,42,1460,581,295,1625,0.8,1300,2.5
50102101607,42,1500,771,275,2125,0.7,1515,2.3
50102101608,48,2000,744,300,2010,0.8,1720,2.6
50102101609,42,1648,764,250,2136,0.8,1861,2.6
50102101610,0,0,0,0,0,0,0,0
50102101611,42,1950,626,250,1949,0.9,1593,2.8
50102101612,62,1138,510,250,937,0.6,850,1.8
50102125101,35,1706,701,227,1885,0.8,1227,2.3
50102125102,29,1517,902,350,2005,0.8,1727,2.7
50102125103,37,1600,725,395,2175,0.8,2021,3
50102125104,29,1690,927,360,2169,0.8,2021,3
50102125105,39,2058,1076,445,2824,0.8,2738,3.1
50102125106,35,1821,837,350,2116,0.7,1928,2.8
50102125107,44,2184,946,430,3159,0.7,2932,3
50102125108,36,1798,772,340,2096,0.8,1850,3
50102125109,37,1781,827,375,2216,0.8,2156,3
50102125110,31,1600,774,360,2014,0.7,1916,3
50102125111,45,2128,1058,385,2867,0.7,2921,2.9
50102125112,32,1866,888,380,2370,0.8,2286,3.2
50102125113,40,1712,842,365,2321,0.7,2229,2.8
50102125114,30,1663,847,335,2134,0.8,1828,2.7
50102125115,33,1509,728,350,1981,0.8,1656,2.9
50102125116,34,2117,1130,383,2711,0.8,2409,2.9
50102125117,47,2000,1060,430,3171,0.8,3097,3
50102125201,36,2024,985,400,2613,0.8,2562,3.1
50102125202,41,2184,993,508,2785,0.8,2714,3.3
50102125203,45,2167,864,420,2511,0.8,2366,2.9
50102125204,47,2080,777,325,2402,0.7,2150,2.8
50102125205,46,2080,989,358,2583,0.7,2343,3
50102125206,51,1820,772,370,2094,0.7,1874,2.8
50102125207,46,1871,968,360,2609,0.7,2531,2.9
50102125208,50,1733,759,418,2200,0.7,1875,2.7
50102125301,48,1733,1002,320,1974,0.7,1486,1.9
50102125302,52,1430,763,310,1981,0.8,1178,2
50102125303,40,1355,719,300,1531,0.7,1228,2
50102125304,48,1950,975,340,2750,0.7,1875,2.4
50102125305,37,1398,707,275,1812,0.7,1208,2.2
50102125306,42,1733,793,310,1912,0.7,1461,2.1
50102125307,41,1517,825,300,2104,0.7,1656,2.4
50102125308,49,1798,770,275,2225,0.8,1384,2
50102125309,43,1300,748,320,1787,0.7,1416,2.1
50102125310,56,1300,703,315,1978,0.6,1220,1.8
50102125311,42,1408,747,325,1460,0.7,1358,2.4
50102125312,44,1679,681,195,1968,0.8,1114,2.1
50102125313,42,1733,896,350,2511,0.7,1888,2.4
50102125314,52,1409,861,300,2191,0.7,1284,1.9
50102125315,41,1800,984,340,2218,0.7,1789,1.9
50102125316,46,1800,848,348,2276,0.7,1883,2.5
50102125317,58,2002,674,195,2821,0.8,1149,2
50102125318,55,2000,716,300,2321,0.7,1781,2.4
50102125319,40,1243,787,305,1778,0.6,1161,1.8
50102125320,54,1420,740,313,1550,0.6,1176,1.9
50102125321,60,2167,1103,430,2192,0.7,2008,1.8
50102125322,42,1627,903,310,1968,0.7,1525,2.1
50102125323,46,1452,828,295,2175,0.6,1542,2.3
50102125324,39,1495,933,345,2107,0.7,1625,2.3
50102125325,56,2000,966,450,2609,0.6,2424,2.4
50102125326,39,1552,870,330,2250,0.7,1465,2.2
50102125327,52,2600,991,410,2035,0.7,1867,2.4
50102125328,38,1465,903,330,2173,0.7,1837,2.3
50102125401,34,1203,504,200,979,0.8,734,2
50102125402,34,1400,784,323,1833,0.7,1615,2.7
50102125403,39,1040,455,220,900,0.8,763,2
50102125404,40,1225,556,250,1266,0.7,1125,2.2
50102125405,42,1382,489,290,1444,0.7,1273,2.5
50102125406,42,980,493,250,1125,0.7,783,2.1
50102125407,42,1408,671,300,1492,0.7,1312,2.4
50102125408,40,1500,725,300,1792,0.7,1444,2.4
50102125409,43,1300,676,300,1531,0.7,1170,2.3
50102125410,42,1461,931,365,2196,0.6,2031,2.5
50102125411,33,1300,571,261,1384,0.8,1142,2.4
50102125412,39,1083,631,263,1534,0.7,1264,2.3
50102125413,46,1674,805,310,2321,0.7,1174,2
50103101701,43,1400,748,200,1850,0.8,1420,2.5
50103101702,50,900,575,220,1276,0.7,930,2
50103101703,49,1811,805,295,2070,0.7,1768,2.5
50103101704,45,1144,803,175,1792,0.7,1410,2.6
50103101705,51,1625,734,270,1875,0.7,1699,2.5
50103101706,52,985,482,200,1446,0.7,979,2
50103101707,49,1300,772,285,1656,0.8,1431,2.5
50103101708,47,1473,625,240,1812,0.8,1545,2.6
50103101709,50,1083,542,295,1266,0.7,1033,2.1
50103101710,53,1454,612,290,1357,0.7,1027,2.1
50103101711,54,1658,628,315,1843,0.7,1437,2.4
50103101712,53,1278,591,270,1625,0.6,900,1.7
50103101713,56,1231,653,300,1437,0.7,912,2
50103101714,61,1600,481,218,1275,0.7,911,2.1
50103101715,49,1250,519,250,1446,0.7,922,2.1
50103101716,47,1885,687,350,1781,0.7,1446,2.4
50103101717,41,1327,626,375,1583,0.8,1343,2.7
50103101718,58,1539,570,200,1562,0.8,1140,2.4
50103101719,45,2080,833,200,1974,0.8,1708,2.5
50103101801,43,1959,711,350,2036,0.7,1916,2.9
50103101802,49,1560,656,300,1854,0.8,1583,2.5
50103101803,54,1300,545,295,1812,0.7,1452,2.4
50103101804,42,1188,472,250,1363,0.7,1142,2.2
50103101805,43,1550,706,340,1875,0.7,1562,2.5
50103101806,47,2000,831,350,2388,0.8,2147,2.7
50103101807,48,1820,764,300,2062,0.8,1625,2.7
50103101808,51,1842,722,200,2022,0.8,1778,2.6
50103101809,56,2243,711,250,1708,0.7,1416,2.3
50103101810,56,1250,552,258,1312,0.7,881,1.9
50103101811,59,1600,547,245,1303,0.8,1038,2.2
50103101812,51,1539,681,250,1562,0.8,1212,2.4
50103101813,41,1447,700,300,1625,0.7,1271,2.4
50103101814,43,1192,534,270,1228,0.7,971,2.2
50103101816,52,1300,598,220,1357,0.7,972,2.2
50103101817,57,1179,494,350,1271,0.6,949,2.1
50103101818,49,2080,766,320,2200,0.7,1791,2.5
50103101901,40,1116,680,265,1483,0.6,1159,2.1
50103101902,29,1157,764,278,1771,0.7,1390,2.5
50103101903,35,1083,715,258,1516,0.7,1346,2.3
50103101904,47,1237,841,300,1800,0.6,1571,2.4
50103101905,44,1460,771,300,2113,0.7,1837,2.6
50103101906,52,1083,693,280,1968,0.7,1812,2.4
50103101907,53,979,489,150,1536,0.8,934,2.1
50103101908,49,1885,851,175,1971,0.7,1562,2.2
50103101909,42,1919,720,190,1821,0.7,1548,2.6
50103101910,48,2000,817,188,2078,0.7,1762,2.4
50103101911,41,1062,689,300,1442,0.7,1323,2.4
50103101912,46,938,618,200,1361,0.7,875,1.9
50103101913,44,1088,642,220,1327,0.7,1020,2
50103101914,36,1473,790,300,1770,0.7,1586,2.5
50103101915,42,931,581,200,1375,0.7,807,1.9
50103101916,38,1300,551,250,1531,0.7,1262,2.4
50103102001,62,964,489,222,979,0.6,728,1.8
50103102002,56,1192,503,150,1174,0.7,1068,2.1
50103102003,48,1517,810,300,1963,0.8,1767,2.6
50103102004,55,1200,626,160,1375,0.7,1066,2.2
50103102005,48,1500,762,210,1640,0.8,1326,2.4
50103102006,53,1408,609,200,1656,0.8,1125,2.3
50103102007,50,909,557,188,1281,0.8,1080,2.3
50103102008,54,2000,598,260,1375,0.8,1057,2.1
50103102009,56,1159,610,256,1343,0.7,1042,2
50103102010,58,1567,552,250,1433,0.8,1135,2.2
50103102011,53,1172,553,270,1328,0.7,862,2.1
50103102012,50,1733,718,350,1937,0.7,1766,2.5
50103102013,42,1850,850,270,2083,0.7,1768,2.3
50103102014,42,1300,705,265,1583,0.7,1116,2.2
50201102101,51,2264,670,360,2264,0.8,2097,2.7
50201102102,58,2200,599,425,1427,0.7,1362,2.4
50201102103,53,1440,599,260,1318,0.6,949,2
50201102104,40,1874,716,360,1786,0.7,1557,2.8
50201102105,36,1810,682,348,2057,0.7,1875,2.8
50201102106,40,1733,654,315,2062,0.7,1857,2.7
50201102107,43,2069,716,320,1600,0.7,1718,2.9
50201102108,37,1948,705,223,1600,0.8,1170,2.7
50201102109,51,2145,713,420,2043,0.7,1779,2.5
50201102110,23,0,1199,0,7000,2,7000,6
50201102111,31,2072,725,400,2067,0.8,1962,3.1
50201102112,67,1452,493,330,1179,0.6,959,2
50201102113,39,1723,553,350,1516,0.7,1363,2.7
50201102114,42,1980,787,405,2428,0.7,2150,2.8
50201102115,55,1733,571,283,1194,0.7,900,2
50201102116,37,1993,693,355,1866,0.7,1775,2.9
50201102117,60,1973,691,328,1875,0.6,1333,2.1
