SA1_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
50102101505,55,32,17,5,311
50102101506,0,0,0,0,0
50102101507,69,49,18,3,331
50102101508,47,40,11,0,227
50102101509,22,22,4,3,118
50102101510,28,30,44,14,259
50102101513,31,12,8,0,191
50102101514,38,18,0,0,260
50102101515,23,19,9,0,246
50102101516,0,0,0,0,0
50102101517,28,12,5,0,247
50102101518,27,21,7,5,136
50102101519,0,0,0,0,0
50102101520,20,13,7,3,137
50102101521,36,16,3,0,156
50102101601,27,18,6,0,118
50102101602,51,23,9,0,208
50102101603,16,15,0,4,87
50102101604,25,6,6,0,100
50102101605,24,32,25,35,190
50102101606,12,14,9,0,83
50102101607,24,25,24,6,219
50102101608,67,46,23,0,350
50102101609,28,18,7,0,126
50102101610,0,0,0,0,0
50102101611,60,37,19,0,299
50102101612,35,40,20,4,156
50102125101,31,43,34,3,360
50102125102,44,27,0,0,470
50102125103,12,12,3,0,139
50102125104,41,27,3,3,525
50102125105,53,22,6,0,293
50102125106,34,23,10,0,219
50102125107,43,13,8,0,222
50102125108,22,10,8,0,145
50102125109,29,23,4,0,188
50102125110,28,19,10,0,263
50102125111,44,8,0,0,177
50102125112,36,14,4,0,253
50102125113,60,24,5,0,262
50102125114,40,16,3,0,356
50102125115,35,15,8,0,228
50102125116,29,21,3,0,302
50102125117,62,33,7,0,280
50102125201,29,21,3,0,153
50102125202,23,18,3,0,120
50102125203,87,68,14,4,414
50102125204,72,44,14,0,317
50102125205,51,15,12,0,186
50102125206,42,24,8,0,145
50102125207,41,31,0,0,171
50102125208,34,19,0,0,115
50102125301,77,68,20,4,417
50102125302,39,30,4,4,177
50102125303,28,15,14,0,180
50102125304,86,44,20,3,351
50102125305,28,18,10,5,181
50102125306,57,31,20,14,362
50102125307,25,27,11,3,171
50102125308,47,44,32,27,311
50102125309,32,22,16,4,229
50102125310,48,36,21,10,208
50102125311,31,24,7,5,246
50102125312,33,26,11,8,195
50102125313,40,27,22,4,249
50102125314,55,43,29,37,309
50102125315,46,25,11,0,317
50102125316,56,67,21,8,336
50102125317,20,37,24,40,213
50102125318,71,64,34,10,344
50102125319,35,24,23,14,264
50102125320,43,28,16,16,225
50102125321,64,56,28,4,264
50102125322,39,18,8,0,212
50102125323,29,29,18,0,181
50102125324,25,11,4,8,188
50102125325,39,44,8,0,166
50102125326,38,26,15,3,285
50102125327,42,46,13,0,192
50102125328,39,23,6,8,219
50102125401,24,20,12,5,190
50102125402,13,4,3,0,141
50102125403,19,21,13,4,164
50102125404,26,6,4,0,141
50102125405,23,17,5,0,124
50102125406,33,20,11,0,205
50102125407,36,29,11,0,238
50102125408,41,34,8,0,252
50102125409,21,16,9,0,151
50102125410,23,12,3,0,119
50102125411,20,15,5,4,140
50102125412,23,23,9,0,180
50102125413,21,20,11,0,111
50103101701,32,30,5,0,197
50103101702,38,28,23,8,239
50103101703,86,79,29,0,379
50103101704,42,29,23,0,219
50103101705,47,30,12,4,184
50103101706,38,30,14,0,153
50103101707,50,28,11,0,195
50103101708,22,24,7,0,125
50103101709,43,24,10,5,160
50103101710,47,54,12,0,225
50103101711,60,56,14,0,236
50103101712,23,12,14,4,101
50103101713,24,27,8,3,103
50103101714,37,67,45,11,240
50103101715,33,32,10,0,150
50103101716,25,39,9,0,171
50103101717,26,48,10,3,217
50103101718,25,27,9,0,117
50103101719,25,23,8,0,140
50103101801,28,17,4,0,127
50103101802,40,39,13,0,223
50103101803,23,21,14,12,115
50103101804,12,8,11,0,98
50103101805,29,41,18,4,223
50103101806,72,42,11,5,312
50103101807,29,27,4,0,146
50103101808,45,28,8,0,180
50103101809,29,38,19,0,172
50103101810,32,41,19,0,174
50103101811,53,67,25,5,229
50103101812,44,30,7,0,205
50103101813,39,32,20,4,253
50103101814,21,21,11,0,137
50103101816,42,26,20,8,192
50103101817,6,12,9,0,46
50103101818,44,29,5,6,190
50103101901,34,19,11,5,199
50103101902,13,11,3,0,80
50103101903,25,15,12,0,182
50103101904,19,19,4,0,109
50103101905,42,24,14,0,169
50103101906,13,9,3,3,63
50103101907,19,39,19,15,193
50103101908,40,35,6,0,169
50103101909,50,16,3,0,185
50103101910,39,26,5,0,163
50103101911,18,22,5,5,114
50103101912,11,13,9,0,77
50103101913,19,18,10,0,129
50103101914,24,19,3,5,180
50103101915,23,11,6,0,115
50103101916,8,8,8,0,80
50103102001,40,48,32,3,178
50103102002,20,26,9,3,102
50103102003,45,22,3,3,140
50103102004,71,45,19,3,263
50103102005,43,32,21,6,243
50103102006,49,38,11,5,203
50103102007,41,26,6,0,153
50103102008,31,44,18,0,180
50103102009,65,51,41,7,280
50103102010,75,116,29,7,359
50103102011,13,11,4,7,63
50103102012,36,20,7,0,140
50103102013,33,14,18,3,174
50103102014,37,19,9,6,197
50201102101,60,28,23,6,261
50201102102,64,61,21,4,253
50201102103,47,45,17,0,225
50201102104,53,62,12,7,380
50201102105,57,26,16,0,277
50201102106,30,29,17,4,202
50201102107,24,18,7,0,132
50201102108,28,12,7,0,155
50201102109,93,94,30,0,441
50201102110,0,0,0,0,3
50201102111,32,14,0,0,198
50201102112,37,104,44,7,261
50201102113,55,54,36,10,426
50201102114,31,13,3,0,133
50201102115,52,65,38,3,303
50201102116,48,27,11,0,313
50201102117,34,32,15,0,115
50201102201,43,37,28,3,193
50201102202,23,44,21,0,131
50201102203,42,21,15,6,163
50201102204,73,50,28,5,504
50201102205,83,102,43,7,423
50201102206,29,39,19,0,202
50201102207,33,28,19,4,197
50201102208,32,20,7,0,131
50201102209,50,47,16,0,220
50201102210,47,45,32,8,311
50201102211,48,55,12,0,305
50201102212,57,33,11,0,236
50201102213,41,43,10,7,232
50201102214,93,96,19,0,332
50201102215,30,21,8,7,189
50201102216,32,50,16,10,165
50201102217,40,26,11,3,148
50201102218,44,37,28,6,228
50201102219,76,52,24,5,319
50201102220,41,21,12,3,186
50201102301,43,28,17,5,223
50201102302,9,17,0,0,74
50201102303,37,18,7,0,151
50201102304,16,34,82,36,243
50201102306,36,23,26,8,203
50201102307,27,19,21,5,143
50201102308,33,19,14,8,224
50201102309,76,35,17,0,261
50201102310,51,20,6,3,193
50201102311,43,28,13,6,241
50201102312,16,11,8,0,122
50201102314,29,19,11,3,154
50201102315,16,13,14,7,126
50201102316,10,20,53,32,176
50201102317,14,18,8,0,171
50201102318,41,27,11,0,209
50201102319,40,27,11,5,213
50201102320,29,26,10,0,202
50201102321,0,0,0,0,4
50201102322,0,35,116,129,282
50201102323,23,10,10,5,122
50201102324,25,26,4,0,110
50201102325,31,15,8,4,201
50201102326,24,20,13,4,147
50201102401,89,66,32,0,307
50201102402,34,50,37,8,191
50201102403,43,29,10,11,205
50201102404,36,21,14,4,170
50201102405,56,39,17,5,197
50201102406,67,44,16,11,313
50201102407,56,53,13,8,246
50201102408,69,123,119,22,412
50201102409,37,41,20,10,219
50201102410,42,24,3,0,220
50201102411,44,42,13,5,203
50201102412,34,13,9,3,152
50201102413,39,23,11,6,176
50201102414,34,21,19,4,198
50201102415,43,44,25,0,229
50201102416,80,45,14,0,450
50201102417,56,19,12,3,267
50201102418,0,0,0,0,0
50201102419,22,22,14,3,154
50201102420,18,29,52,20,172
50201102421,33,15,9,0,241
50201102422,37,12,12,3,167
50201102423,52,32,16,6,236
50201102424,30,26,4,0,158
50201102425,36,35,18,0,176
50201102426,33,27,14,7,169
50201102427,132,69,25,3,809
50201102428,34,11,9,4,174
50201102429,127,199,110,8,848
50201102430,63,73,27,9,329
50201102431,33,28,16,3,139
50201102432,37,35,21,10,212
50201102433,91,91,39,5,335
50201102434,19,24,36,40,205
50201102436,38,25,7,3,188
50201102437,28,56,39,3,201
50201102438,0,27,94,38,165
50201102439,24,18,0,0,195
50201102440,46,28,15,0,282
50201102441,0,0,0,0,0
50201102501,40,45,18,8,236
50201102503,19,32,23,5,160
50201102504,40,39,40,13,248
50201102505,62,51,22,7,300
50201102506,34,48,17,7,199
50201102507,51,42,17,12,265
50201102508,32,35,12,10,195
50201102509,17,27,9,0,135
50201102510,15,36,88,83,317
50201102511,42,36,21,9,265
50201102512,20,29,18,5,199
50201102513,39,33,20,4,191
50201102514,35,17,14,0,171
50201102515,24,24,8,3,221
50201102516,39,36,13,4,273
50201102517,32,27,11,0,180
50201102518,42,23,13,0,239
50201102519,33,19,19,9,174
50201102520,50,51,27,10,306
50201102522,3,0,0,0,59
50201102523,127,95,40,10,412
50201102524,0,0,0,0,0
50201102525,3,0,0,0,5
50201102526,74,64,24,4,329
50201102601,17,4,12,0,94
50201102602,37,24,15,0,184
50201102603,60,60,33,0,306
50201102604,67,51,21,4,255
50201102605,46,50,29,8,255
50201102606,31,34,13,6,152
50201102607,24,34,10,0,149
50201102608,27,38,24,9,154
50201102609,20,21,9,4,169
50201102611,35,23,14,3,121
50201102612,29,38,11,4,132
50201102613,43,49,44,10,237
50201102614,50,59,26,9,221
50201102615,12,23,0,0,94
50201102616,18,7,4,0,107
50201102618,0,0,0,0,4
50201102619,33,14,10,0,312
50201102620,15,14,6,0,142
50201102705,39,22,21,6,198
50201102706,25,33,8,4,167
50201102707,26,24,18,9,184
50201102708,68,51,10,0,284
50201102709,52,24,16,5,260
50201102710,50,28,7,0,191
50201102712,28,7,3,0,115
50201102713,14,26,91,118,264
50201102716,70,35,7,3,377
50201102717,41,40,10,4,221
50201102720,19,24,17,6,109
50201102721,72,49,24,3,298
50201102722,30,17,12,4,197
50201102723,39,31,28,3,230
50201102724,41,21,11,7,251
50201102725,58,27,3,0,248
50201102726,6,17,13,5,44
50201102727,15,23,4,0,242
50201102728,82,53,12,0,472
50201102729,47,27,8,0,248
50201102730,36,11,4,5,291
50201102731,21,13,3,0,245
50201102732,21,17,13,0,227
50201102733,31,8,0,0,202
50201102734,23,12,4,0,132
50201102735,31,18,8,0,365
50201102736,10,16,15,0,118
50201102737,29,18,7,3,226
50201102738,23,4,3,0,229
50201102739,33,17,12,0,196
50201102740,26,20,6,3,303
50201102741,0,0,0,0,0
50201102743,26,14,3,0,153
50201102744,20,3,0,3,205
50201102746,37,31,7,0,436
50201102747,0,0,0,0,0
50201102748,18,7,5,0,137
50201102749,24,66,82,8,288
50201102750,27,14,0,0,211
50201102751,27,17,7,3,266
50201102752,30,9,0,0,351
50201102753,19,13,3,0,224
50201102754,26,19,0,0,125
50201102755,42,20,0,3,209
50201102756,17,11,8,0,296
50201102801,19,19,0,0,124
50201102802,21,11,6,0,108
50201102804,34,38,19,0,202
50201102805,40,16,15,4,213
50201102807,27,7,3,0,91
50201102808,35,32,21,0,182
50201102809,38,36,24,0,237
50201102811,63,45,43,23,276
50201102812,64,55,36,11,371
50201102813,52,46,13,7,259
50201102814,42,31,8,8,169
50201102815,19,48,47,20,230
50201102816,44,54,72,56,308
50201102817,32,45,33,11,219
50201102818,38,23,8,8,155
50201102819,39,51,21,3,230
50201102820,14,44,23,13,161
50201102821,43,38,12,6,222
50201102822,25,17,14,0,115
50201102823,0,0,0,0,0
50201102824,17,57,50,28,164
50201102825,33,18,14,0,243
50201102826,31,25,6,0,133
50201102827,0,0,0,0,0
50201102828,19,50,22,11,158
50201102829,23,13,8,3,131
50201102830,86,77,15,3,346
50201102901,4,19,79,33,137
50201102904,18,6,3,0,70
50201102905,10,13,0,0,78
50201102907,29,9,3,0,118
50201102909,30,21,17,4,176
50201102910,43,59,31,7,308
50201102912,46,30,4,6,295
50201102913,43,31,14,0,230
50201102914,47,50,26,8,297
50201102915,33,24,16,9,166
50201102916,31,33,42,47,257
50201102917,33,28,7,0,140
50201102919,43,36,21,3,200
50201102920,14,11,3,0,52
50201102921,18,20,9,0,124
50201102922,26,3,9,0,150
50201102923,26,32,9,0,363
50201102924,27,20,7,4,187
50201102925,23,12,11,0,172
50201102926,0,0,0,0,0
50201102927,0,0,0,0,0
50201102928,33,18,0,0,210
50201102929,27,29,10,0,179
50201102930,12,9,3,0,65
50201102931,19,15,6,0,159
50201102932,36,29,7,5,236
50301103001,27,38,83,60,267
50301103002,47,25,15,3,223
50301103003,0,0,0,0,0
50301103004,4,0,0,0,14
50301103005,0,0,0,0,0
50301103006,0,0,0,0,0
50301103007,67,39,28,10,290
50301103008,79,58,20,8,325
50301103009,69,26,14,11,262
50301103010,75,46,41,20,344
50301103011,95,50,26,14,456
50301103012,51,31,19,4,231
50301103013,66,24,35,14,313
50301103014,29,16,14,3,153
50301103015,71,40,36,7,364
50301103016,89,42,15,7,312
50301103017,36,30,21,12,201
50301103018,75,41,44,15,313
50301103101,31,22,10,3,131
50301103102,0,0,0,0,0
50301103104,42,48,32,10,230
50301103105,42,42,36,8,250
50301103106,48,59,66,55,401
50301103107,26,36,33,14,210
50301103108,52,71,39,15,383
50301103109,39,36,20,3,186
50301103110,34,25,22,4,188
50301103111,39,35,19,0,313
50301103112,35,20,13,4,197
50301103113,48,32,25,8,255
50301103114,55,86,64,22,422
50301103115,46,39,24,14,301
50301103117,60,21,13,5,293
50301103118,28,26,32,10,266
50301103119,37,34,55,86,317
50301103120,33,26,20,0,308
50301103121,77,50,22,3,371
50301103122,44,45,40,12,365
50301103123,18,15,9,3,278
50301103124,46,35,32,3,315
50301103125,0,0,0,0,0
50301103201,38,34,16,7,216
50301103202,45,38,46,47,288
50301103203,40,48,44,10,287
50301103204,38,32,21,0,222
50301103205,43,27,20,0,287
50301103206,37,31,14,10,218
50301103207,47,28,20,5,298
50301103208,49,42,20,6,222
50301103209,75,69,36,4,403
50301103210,53,36,23,10,273
50301103211,72,56,31,7,323
50301103212,46,36,19,4,237
50301103213,53,38,17,7,325
50301103214,56,38,13,0,271
50301103215,78,58,31,12,375
50301103216,41,35,30,6,202
50301103217,60,35,17,9,267
50301103218,69,52,15,8,327
50301103301,39,19,11,9,182
50301103302,40,19,13,5,202
50301103303,71,28,16,7,313
50301103304,38,18,8,3,199
50301103305,52,34,20,6,296
50301103306,51,21,6,4,232
50301103307,67,36,21,8,285
50301103308,0,0,0,0,0
50301103309,43,27,10,8,185
50301103310,37,27,11,7,194
50301103311,43,16,10,0,163
50301103312,59,47,12,3,284
50301103313,22,22,4,3,139
50301103314,122,94,39,0,590
50301103315,63,42,13,10,286
50301103316,50,18,4,4,193
50301103317,28,23,13,4,189
50301103318,29,20,12,5,185
50301103319,42,19,10,0,200
50301103320,74,38,17,11,347
50301103321,43,24,17,5,203
50301103322,41,28,14,3,199
50301103401,26,15,9,7,135
50301103402,29,36,20,9,137
50301103403,90,61,31,14,368
50301103404,33,39,15,5,220
50301103405,63,38,21,3,309
50301103406,63,53,19,7,298
50301103407,68,41,23,3,323
50301103408,37,22,9,0,234
50301103409,38,34,26,16,266
50301103410,89,61,33,5,357
50301103411,35,41,15,0,194
50301103412,47,46,20,3,171
50301103413,48,37,16,3,407
50301103414,28,32,17,0,268
50301103415,32,19,7,0,320
50301103416,53,24,16,6,253
50301103417,38,45,30,20,263
50301103418,38,24,14,6,155
50301103419,25,19,17,0,175
50301103420,35,24,22,4,304
50301103421,56,66,31,0,508
50301103422,45,32,18,0,217
50301103423,53,41,20,0,227
50301103424,36,38,38,37,385
50301103501,28,28,8,4,158
50301103502,0,0,0,0,0
50301103503,36,43,26,16,288
50301103504,18,10,0,0,331
50301103505,23,46,23,5,350
50301103506,9,12,8,0,283
50301103507,3,10,0,0,230
50301103508,0,0,0,0,43
50301103509,21,8,6,4,136
50301103510,62,76,34,11,378
50301103511,55,41,30,8,310
50301103512,90,83,32,8,453
50301103513,83,63,29,15,390
50301103514,51,35,21,13,333
50301103515,32,40,31,6,217
50301103516,51,40,18,5,262
50301103517,52,38,29,5,287
50301103518,37,41,24,0,227
50301103519,39,36,18,9,188
50301103520,48,36,19,4,230
50301103521,49,67,38,11,553
50301103522,0,0,0,0,480
50301103523,65,112,100,21,421
50301103524,5,10,0,0,268
50301103525,46,53,24,4,331
50301103526,23,22,18,5,198
50301103527,34,38,15,12,269
50301103528,71,55,33,7,329
50301103529,37,38,23,9,215
50301103530,35,36,21,3,206
50301103531,53,44,15,5,240
50301103532,86,55,22,5,398
50301103533,81,84,55,11,496
50301103534,17,27,46,68,210
50301103535,67,45,23,4,359
50301103536,47,36,16,11,309
50301103537,49,44,7,0,256
50301103538,54,32,34,9,324
50301103539,34,31,16,6,300
50301103540,57,58,35,6,301
50301103541,54,45,21,7,308
50301103601,0,0,0,0,0
50301103602,51,61,51,54,370
50301103603,79,35,19,8,281
50301103604,35,24,4,0,171
50301103605,31,45,37,12,232
50301103606,37,51,32,20,311
50301103607,0,0,0,0,19
50301103608,36,18,7,7,216
50301103609,65,64,20,8,359
50301103610,37,36,10,0,154
50301103611,112,73,44,10,555
50301103612,62,45,23,8,355
50301103613,24,36,6,5,174
50301103614,69,47,17,3,290
50301103615,0,0,0,0,89
50301103616,53,28,12,3,280
50301103617,57,42,20,3,333
50301103618,49,28,12,3,217
50301103619,67,62,31,6,349
50301103620,52,29,15,4,220
50301103621,41,35,15,7,235
50301103622,0,0,0,0,0
50301103623,25,23,9,0,272
50301103624,38,24,32,32,239
50301103625,0,0,0,0,0
50302103701,11,4,7,0,35
50302103801,25,14,9,0,226
50302103802,28,46,45,50,353
50302103803,20,19,0,0,358
50302103804,37,19,0,0,205
50302103805,44,17,4,3,252
50302103806,37,47,6,0,487
50302103807,25,9,0,6,327
50302103808,7,5,0,0,320
50302103809,32,10,4,0,367
50302103810,36,21,3,0,284
50302103811,41,22,0,5,299
50302103812,0,0,0,0,0
50302103813,44,25,3,0,341
50302103814,35,5,6,5,189
50302103815,38,23,8,0,206
50302103816,43,17,4,0,186
50302103817,46,21,11,0,328
50302103818,28,14,3,4,187
50302103819,30,14,4,3,147
50302103820,27,11,3,0,218
50302103821,21,12,0,0,162
50302103822,74,29,4,0,363
50302103823,28,11,4,0,161
50302103824,39,10,5,0,232
50302103825,41,18,3,0,180
50302103826,61,29,11,3,396
50302103827,27,15,3,0,171
50302103828,44,25,15,3,287
