SA2_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
503011032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,132,245,3,3,9,122,135,259,0,0,0,122,134,260,3,3,9,121,143,268,9,17,22,3427,3444,6875,8,16,15,3439,3475,6913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,284,489,0,0,0,208,281,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,46,0,0,0,16,26,46,0,7,7,1577,1850,3431,3,10,12,1585,1871,3454,0,0,0,15,9,32,0,0,0,15,9,32,0,0,0,9,5,12,0,0,0,9,5,12,0,0,0,16,3,20,0,0,0,16,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,27,0,0,0,13,12,27,0,0,0,13,12,27,0,0,0,13,12,27,4,9,17,1915
503011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,69,124,0,0,0,55,69,122,0,0,3,60,70,128,0,0,0,54,70,128,15,9,21,3656,3693,7351,11,14,21,3681,3710,7388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,590,1065,0,0,0,472,590,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,72,127,0,0,0,56,72,127,5,9,14,1925,2208,4129,3,11,11,1940,2226,4162,0,0,0,33,34,67,0,0,0,33,34,67,0,0,0,18,31,51,0,0,0,18,31,51,0,0,0,10,3,17,0,0,0,10,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,34,0,0,0,17,15,34,0,0,0,17,15,34,0,0,0,18,15,34,6,4,7,1982
503011034,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,8,18,20,118,167,287,3,8,15,129,189,319,8,18,20,129,186,316,3,8,15,143,210,346,42,70,107,4062,4567,8636,11,18,26,4112,4659,8773,5,7,11,0,0,0,0,0,0,5,7,11,0,0,4,618,786,1407,3,0,7,623,789,1412,0,0,0,0,0,0,0,0,0,0,0,0,5,9,12,0,0,0,0,0,0,5,9,12,0,0,0,112,136,245,0,0,0,110,136,251,21,23,43,2028,2623,4647,3,15,17,2050,2656,4709,0,0,0,41,60,104,0,0,0,41,60,104,0,0,0,57,56,118,0,0,0,57,59,115,0,0,0,23,17,38,0,0,0,23,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,36,75,0,0,0,41,36,75,0,0,0,41,36,75,0,0,0,41,36,75,21,43,68,2303
503011035,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,44,42,89,547,696,1242,255,304,557,842,1041,1885,46,42,91,555,706,1263,257,304,555,855,1057,1912,58,85,136,6908,6981,13895,25,26,45,6992,7090,14078,0,9,7,0,0,0,0,0,0,0,9,13,0,0,0,1992,2225,4219,0,0,3,1994,2224,4220,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,9,13,0,0,0,193,272,464,0,0,0,193,272,464,16,29,49,3663,4349,8009,23,13,35,3700,4389,8092,0,0,0,240,235,471,0,0,0,240,232,474,0,0,0,218,219,445,0,0,0,218,219,445,0,0,0,59,55,113,0,0,0,59,55,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,64,143,0,0,0,76,64,144,0,0,0,78,64,143,0,0,0,76,64,144,39,59,102,4199
503011036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,116,88,199,20,12,32,136,96,233,0,3,4,121,90,218,20,12,32,146,111,250,36,20,48,4083,4003,8088,14,14,28,4130,4034,8165,8,0,8,0,0,0,0,0,0,8,0,8,0,0,0,488,554,1045,0,7,9,490,561,1052,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,9,0,9,0,0,0,43,75,118,0,0,0,43,78,119,12,7,20,2134,2488,4625,11,8,24,2159,2510,4669,0,0,0,35,34,75,0,0,0,35,34,75,0,0,0,17,19,35,0,0,0,17,19,35,0,0,0,23,20,46,0,0,0,23,20,46,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,24,14,40,0,0,0,24,20,41,3,0,3,24,14,40,0,0,0,23,20,39,21,10,33,2205
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,33,0,0,0,15,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
503021038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,100,87,188,6,0,6,107,96,208,4,7,10,107,95,203,6,0,6,117,100,216,34,50,89,4720,4843,9567,9,12,18,4762,4910,9670,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,736,993,1731,3,0,9,743,1006,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,128,232,0,0,0,94,128,232,14,23,35,2064,2513,4582,6,8,12,2086,2547,4633,0,0,0,58,50,102,0,0,0,58,47,108,0,0,0,37,54,86,0,0,0,33,54,86,0,0,0,36,43,75,0,0,0,36,43,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,52,0,0,0,22,35,51,0,0,0,22,28,52,0,0,0,22,35,51,23,30,52,3053
503021039,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,6,21,191,243,440,21,14,42,234,272,498,13,6,21,209,263,470,21,20,44,244,289,530,52,64,119,6557,6813,13374,23,18,39,6629,6898,13530,0,5,8,0,0,0,0,0,0,0,5,8,0,0,0,1237,1468,2706,6,13,19,1249,1481,2724,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,5,8,0,0,0,132,192,326,0,0,0,134,190,330,24,33,55,3038,3601,6642,16,16,30,3074,3646,6726,0,0,0,121,104,216,0,0,0,117,104,217,0,0,0,106,69,179,0,0,0,106,69,179,0,0,0,76,71,141,0,0,0,76,74,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,90,0,0,0,44,47,90,0,0,0,44,47,90,0,0,0,44,47,90,37,41,75,4117
503021040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,79,95,175,4,5,3,82,103,182,0,0,3,78,104,182,4,5,3,84,112,198,24,33,60,3734,3721,7448,12,5,11,3763,3757,7520,3,4,10,0,0,0,0,0,0,3,4,10,0,0,4,821,970,1784,0,0,3,828,970,1796,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,3,4,10,0,0,0,96,127,230,0,0,0,96,132,227,13,11,26,1769,2032,3805,10,5,14,1793,2049,3844,0,0,0,29,31,59,0,0,0,29,31,59,0,0,0,34,32,60,0,0,0,36,32,65,0,0,0,41,52,93,0,0,0,41,55,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,31,0,0,0,16,14,31,0,0,0,16,14,31,0,0,0,21,14,32,20,27,48,2476
503021042,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,24,35,236,271,510,99,100,195,349,397,739,8,24,35,246,281,528,99,100,195,358,404,765,62,58,119,6476,6982,13459,23,18,42,6558,7060,13620,0,0,3,0,0,3,0,0,0,5,0,6,0,4,6,1341,1688,3031,4,5,10,1348,1705,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,6,0,0,0,166,251,419,0,0,0,166,250,416,27,19,49,2801,3745,6551,14,20,31,2844,3783,6631,0,0,0,117,115,235,0,0,0,117,115,235,0,0,0,108,99,205,0,0,0,108,99,205,0,0,0,28,42,75,0,0,0,28,42,75,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,43,52,95,0,0,0,43,54,96,0,3,3,43,52,95,0,0,0,43,52,96,39,42,76,4359
503021043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,275,341,618,36,45,77,314,394,706,9,5,8,285,347,636,36,45,77,322,398,724,50,64,117,6426,6753,13185,10,30,39,6490,6848,13339,0,4,4,0,0,0,0,0,0,0,4,7,3,4,6,2302,2608,4917,5,0,5,2315,2615,4933,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,7,0,0,0,777,866,1650,0,0,0,781,866,1651,16,21,40,2954,3848,6803,3,17,21,2977,3885,6862,0,0,0,462,456,916,0,0,0,462,456,916,0,0,0,102,99,203,0,0,0,102,99,202,0,0,0,35,38,69,0,0,0,35,38,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,82,162,0,0,0,80,80,157,0,0,0,80,79,162,0,0,0,80,80,160,41,50,92,4186
503021295,12,17,9,20,0,0,0,3,3,5,0,0,0,0,3,5,27,29,57,519,311,829,411,220,630,954,559,1515,33,27,62,546,335,880,425,235,656,995,592,1591,56,47,103,3427,2760,6189,13,4,18,3499,2813,6310,3,0,4,0,0,0,0,0,0,3,0,4,0,0,5,2079,2368,4447,0,8,8,2077,2372,4453,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,3,250,333,582,0,0,0,250,336,581,12,23,40,1895,1905,3800,10,0,10,1914,1927,3847,0,0,0,259,276,540,0,0,0,259,276,540,0,0,0,239,232,477,0,0,0,239,232,477,0,0,0,21,16,43,0,0,0,21,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,46,57,101,0,0,0,47,58,105,0,0,6,46,57,101,0,0,0,47,58,105,43,26,68,2698
503021296,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,13,30,163,121,287,68,40,111,245,176,423,16,13,30,164,128,299,72,40,111,254,188,435,50,41,94,3917,3405,7324,7,3,7,3971,3451,7428,6,10,15,0,0,4,0,0,0,8,11,17,0,0,0,1392,1621,3016,0,4,5,1392,1623,3020,0,0,0,0,0,0,0,0,0,0,0,0,6,10,15,0,0,4,0,0,0,8,11,17,0,0,0,157,252,406,0,0,0,159,252,412,20,19,40,1484,1625,3110,6,5,6,1506,1653,3158,0,0,0,152,130,283,0,0,0,152,130,283,0,0,0,127,81,205,0,0,0,128,81,210,0,0,0,34,32,69,0,0,0,34,32,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,54,102,0,0,0,45,54,102,0,0,0,45,54,102,0,0,0,45,54,102,34,28,64,3203
503021297,0,13,9,18,0,0,0,0,0,4,0,0,0,0,3,0,94,103,206,1050,683,1726,530,286,820,1675,1076,2750,96,103,204,1079,702,1781,530,288,819,1712,1097,2805,56,50,106,3421,2491,5914,9,5,15,3484,2556,6040,3,9,11,0,0,0,0,0,0,3,9,15,10,4,6,2204,2398,4607,3,0,3,2212,2404,4618,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,0,0,0,3,9,11,0,0,4,211,326,543,0,0,0,213,329,543,18,25,40,1726,1630,3354,6,0,12,1754,1652,3407,0,0,0,295,289,579,0,0,0,295,289,579,0,0,0,230,199,431,0,0,0,228,200,433,0,0,0,20,19,37,0,0,0,20,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,62,115,0,0,0,52,61,115,0,0,0,52,62,115,0,0,0,52,61,115,41,38,72,2957
504011044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,139,145,286,14,0,16,163,153,314,8,4,12,153,156,310,14,0,16,175,164,340,184,172,362,6118,6319,12436,25,33,56,6327,6529,12856,8,10,14,0,0,5,0,0,0,6,11,23,6,3,8,970,1214,2182,0,0,5,977,1225,2201,0,0,0,0,0,0,0,0,0,0,0,0,8,10,14,0,0,5,0,0,0,6,11,23,0,0,0,105,191,296,0,0,0,107,196,303,67,65,132,2827,3483,6308,11,28,42,2900,3580,6483,0,0,0,95,101,193,0,0,0,95,98,199,0,0,0,92,76,170,0,0,0,92,76,170,0,0,0,11,9,14,0,0,0,11,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,69,109,0,0,0,44,67,110,0,3,3,44,69,109,0,0,0,44,72,111,128,118,251,3765
504011045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,38,236,218,452,26,11,33,282,244,527,27,16,38,245,229,475,26,13,38,286,255,546,183,202,378,8986,9204,18190,26,29,57,9194,9436,18629,4,5,12,0,0,0,0,0,0,4,5,12,0,9,4,2254,2591,4840,5,10,13,2258,2602,4864,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,0,0,0,0,0,0,4,5,12,0,0,0,299,410,712,0,0,3,302,415,715,61,104,168,4487,5228,9712,15,21,37,4563,5350,9913,0,0,0,208,193,391,0,0,0,208,193,391,0,3,3,288,263,551,0,0,0,291,268,556,0,0,0,37,36,74,0,0,0,37,36,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,93,191,0,0,0,96,96,189,0,0,6,98,93,191,0,0,0,96,97,193,123,114,239,5623
504011046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,23,163,142,307,16,11,29,197,164,360,16,11,23,175,151,329,16,11,29,209,174,385,94,74,165,4613,4457,9067,20,5,26,4721,4534,9254,6,7,6,0,0,0,0,0,0,6,4,6,0,0,0,1506,1657,3166,3,4,4,1513,1664,3171,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,0,0,0,0,0,0,6,4,6,0,0,0,142,232,375,0,0,0,142,235,374,27,34,60,2077,2278,4356,5,5,10,2112,2313,4422,0,0,0,274,240,519,0,0,0,274,240,519,0,0,0,173,124,296,0,0,0,173,123,297,0,0,0,25,23,48,0,0,0,25,23,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,100,104,203,0,0,0,101,104,207,4,0,4,100,104,203,0,0,0,101,104,207,66,43,112,3176
504011047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25,200,166,368,6,11,16,215,188,406,12,11,23,211,185,389,6,11,16,226,205,432,160,156,315,6745,6521,13264,24,14,45,6928,6695,13625,10,18,19,0,0,0,0,0,0,10,18,19,11,9,17,3850,4191,8040,13,12,23,3873,4211,8081,0,0,0,0,0,0,0,0,0,0,0,0,10,14,19,0,0,0,0,0,0,10,14,19,0,0,4,520,661,1180,0,0,0,520,660,1185,70,69,136,4868,5544,10418,19,24,42,4957,5633,10592,0,0,0,383,309,696,0,0,3,386,311,699,0,0,0,539,496,1032,0,0,6,540,493,1042,0,0,0,66,79,139,0,0,0,66,79,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,153,132,284,0,0,4,157,134,286,0,0,6,153,132,284,0,0,4,157,138,287,103,109,210,3946
504011048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,66,73,136,0,3,3,65,73,141,0,4,4,73,75,148,0,3,3,77,84,155,49,48,101,2589,2571,5154,8,9,16,2645,2630,5276,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,1173,1315,2483,0,5,5,1173,1317,2488,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,182,218,394,0,0,0,182,221,397,13,13,32,2099,2319,4423,9,13,17,2122,2348,4467,0,0,0,39,38,76,0,0,0,39,38,76,0,0,0,146,153,300,0,0,6,150,154,297,0,0,0,121,132,255,0,0,0,121,129,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,48,90,0,0,0,43,48,90,0,0,0,43,48,90,0,0,0,43,48,96,39,37,71,1055
504021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,46,0,4,0,23,28,49,0,0,0,23,32,52,0,4,0,25,28,58,23,19,35,1247,1229,2474,6,8,13,1271,1256,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,51,92,0,0,0,44,55,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,20,0,0,0,5,17,20,0,0,4,425,478,905,0,0,5,433,482,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,21,0,0,0,16,12,21,0,0,0,16,12,21,0,0,0,16,12,21,23,16,35,797
504021050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,69,132,0,0,0,63,70,134,0,0,0,68,72,139,0,0,0,68,79,142,32,39,69,3195,3252,6444,19,13,35,3243,3304,6551,3,0,3,0,0,0,0,0,0,3,0,3,3,0,5,169,212,376,0,0,0,165,211,375,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,5,25,37,62,0,0,0,28,42,66,6,16,20,1214,1379,2589,10,10,17,1231,1396,2628,0,0,0,6,12,19,0,0,0,6,12,19,0,0,0,6,6,17,0,0,0,6,6,17,0,0,0,7,16,23,0,0,0,10,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,58,0,0,0,27,26,58,0,0,0,27,26,58,0,0,0,27,26,58,29,29,56,1990
504021051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,56,64,121,6,0,6,67,63,129,6,0,4,66,68,132,6,0,6,70,67,140,67,75,144,2493,2524,5016,9,15,20,2568,2612,5181,6,4,10,0,0,0,0,0,0,6,4,10,0,4,3,141,200,344,0,0,0,146,200,344,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,0,0,0,0,0,0,6,9,13,0,0,0,20,41,61,0,0,0,23,41,59,28,32,57,1194,1333,2527,9,4,11,1226,1369,2594,0,0,0,16,20,33,0,0,0,16,20,33,0,0,0,6,10,18,0,0,0,6,10,18,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,37,0,0,0,18,20,34,0,0,0,19,20,37,0,0,0,18,23,35,37,47,81,1319
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,4,5,10,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
504021053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,116,170,290,12,11,24,134,181,312,5,0,5,131,178,310,12,11,24,145,193,338,113,93,207,5915,6053,11970,22,30,56,6056,6175,12230,5,4,9,0,0,0,0,0,0,5,4,9,8,0,5,206,265,473,0,0,0,214,266,481,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,3,0,7,37,81,124,0,0,0,43,80,121,36,39,71,2263,2745,5004,16,13,30,2312,2798,5105,0,0,5,3,3,4,0,0,0,9,4,13,0,0,0,6,17,22,0,0,0,8,17,26,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,51,0,0,0,17,34,51,0,0,0,17,34,51,0,0,0,17,34,51,88,58,144,3620
