SA2_CODE_2021,Co_LTHC_1ms_LTHC_twoc_In_ns_P,Co_LTHC_1ms_LTHC_twoc_Tot_M,Co_LTHC_1ms_LTHC_twoc_Tot_F,Co_LTHC_1ms_LTHC_twoc_Tot_P,Co_LTHC_1ms_LTHC_3oMc_Ind_M,Co_LTHC_1ms_LTHC_3oMc_Ind_F,Co_LTHC_1ms_LTHC_3oMc_Ind_P,Co_LTHC_1ms_LTHC_3oMc_NoInd_M,Co_LTHC_1ms_LTHC_3oMc_NoInd_F,Co_LTHC_1ms_LTHC_3oMc_NoInd_P,Co_LTHC_1ms_LTHC_3oMc_In_ns_M,Co_LTHC_1ms_LTHC_3oMc_In_ns_F,Co_LTHC_1ms_LTHC_3oMc_In_ns_P,Co_LTHC_1ms_LTHC_3oMc_Tot_M,Co_LTHC_1ms_LTHC_3oMc_Tot_F,Co_LTHC_1ms_LTHC_3oMc_Tot_P,Co_LTHC_1ms_LTHC_Tot_Ind_M,Co_LTHC_1ms_LTHC_Tot_Ind_F,Co_LTHC_1ms_LTHC_Tot_Ind_P,Co_LTHC_1ms_LTHC_Tot_NoInd_M,Co_LTHC_1ms_LTHC_Tot_NoInd_F,Co_LTHC_1ms_LTHC_Tot_NoInd_P,Co_LTHC_1ms_LTHC_Tot_In_ns_M,Co_LTHC_1ms_LTHC_Tot_In_ns_F,Co_LTHC_1ms_LTHC_Tot_In_ns_P,Co_LTHC_1ms_LTHC_Tot_Tot_M,Co_LTHC_1ms_LTHC_Tot_Tot_F,Co_LTHC_1ms_LTHC_Tot_Tot_P,Co_LTHC_Ns_Ind_M,Co_LTHC_Ns_Ind_F,Co_LTHC_Ns_Ind_P,Co_LTHC_Ns_NoInd_M,Co_LTHC_Ns_NoInd_F,Co_LTHC_Ns_NoInd_P,Co_LTHC_Ns_In_ns_M,Co_LTHC_Ns_In_ns_F,Co_LTHC_Ns_In_ns_P,Co_LTHC_Ns_Tot_M,Co_LTHC_Ns_Tot_F,Co_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_Tot_p_M,Tot_p_In_Tot_p_F,Tot_p_In_Tot_p_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P
501011001,6,153,198,347,0,0,4,70,86,154,0,0,5,75,90,166,13,6,22,778,889,1667,13,17,27,800,911,1709,4,5,3,130,92,218,280,248,532,414,346,758,42,37,75,2934,2982,5917,312,290,603,3291,3307,6595
501011003,3,269,294,557,0,0,0,82,102,189,0,0,0,85,107,192,15,10,22,1300,1475,2777,8,7,17,1320,1501,2816,0,0,4,178,185,366,417,356,767,594,545,1137,59,38,97,5433,5528,10964,452,387,837,5942,5958,11900
501011004,0,175,243,418,0,0,3,58,91,141,0,0,4,57,96,149,14,20,32,966,1146,2112,5,13,13,985,1174,2157,4,7,14,160,168,331,398,296,690,563,464,1035,72,78,156,4601,4693,9290,420,323,744,5094,5099,10193
501011293,0,293,342,633,0,7,11,132,172,307,0,0,0,137,178,317,36,38,71,1335,1577,2915,15,7,20,1382,1620,3000,11,6,15,165,156,320,245,195,438,416,365,775,137,108,247,4167,4466,8634,263,220,476,4564,4794,9359
501011294,12,585,826,1410,11,8,19,313,391,702,4,4,11,329,404,738,51,66,115,2677,3353,6029,22,28,53,2755,3443,6196,24,25,45,358,404,763,412,350,758,795,776,1568,229,226,451,8505,9464,17971,457,411,861,9192,10095,19292
501021005,7,468,629,1099,0,6,10,211,257,462,0,4,7,209,265,478,66,69,134,2386,2849,5242,6,15,25,2463,2938,5401,17,17,27,376,369,749,439,297,739,837,679,1516,270,268,541,8792,9122,17916,465,339,801,9521,9730,19256
501021007,5,163,219,385,3,5,3,75,111,182,0,0,0,79,110,192,14,25,39,741,880,1618,5,4,7,755,908,1668,5,8,11,118,108,226,167,145,313,286,259,542,69,64,134,2415,2575,4991,181,151,335,2658,2800,5457
501021008,4,220,325,542,3,16,19,109,212,321,0,4,4,114,232,341,58,75,136,917,1249,2163,7,10,18,980,1340,2318,120,17,139,514,129,646,217,231,446,856,377,1231,286,184,469,3030,2992,6019,240,247,483,3552,3422,6976
501021009,0,281,387,666,5,7,11,177,201,379,0,0,4,186,205,395,50,52,109,1310,1527,2837,9,6,12,1370,1592,2956,8,18,25,211,171,392,303,257,565,521,452,976,200,178,374,3936,3881,7823,324,287,615,4468,4347,8812
501021010,0,97,93,184,0,0,0,53,37,94,0,4,4,53,42,91,10,0,11,452,448,896,5,4,4,461,454,913,0,0,0,53,61,112,102,76,182,154,143,294,17,10,30,1560,1495,3055,111,94,204,1694,1594,3286
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,7,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,5,0,7,3,0,3,10,0,8
501021012,6,369,494,863,7,3,11,164,208,375,0,0,0,172,218,390,57,71,131,1647,2007,3655,8,10,18,1714,2093,3802,11,21,29,248,254,503,329,241,572,586,514,1101,198,227,427,5512,5782,11295,345,264,611,6051,6273,12327
501021014,8,285,364,651,14,10,23,145,181,331,0,0,4,161,191,357,56,51,111,1275,1403,2678,13,19,30,1341,1476,2812,5,0,7,187,165,348,272,205,472,468,369,833,143,135,278,4307,4175,8484,304,242,546,4758,4553,9309
501021015,0,205,282,480,0,7,12,111,127,238,0,4,4,109,140,251,28,53,78,973,1196,2165,5,6,10,1005,1255,2254,4,21,29,134,122,248,149,130,283,285,275,562,122,181,304,3206,3372,6583,161,148,310,3490,3703,7195
501021016,4,138,201,344,0,0,3,70,71,145,0,0,0,74,74,147,31,23,54,592,688,1280,5,5,8,627,713,1338,5,4,7,123,94,215,140,105,250,267,204,468,85,71,159,1878,1927,3800,159,122,280,2114,2120,4234
501021251,6,200,306,511,0,10,8,85,116,203,6,0,6,91,123,215,42,48,84,1089,1351,2439,0,8,8,1131,1397,2531,11,12,26,162,160,321,194,153,351,369,329,697,141,174,314,4388,4688,9080,208,165,372,4743,5027,9770
501021252,0,77,72,144,0,0,3,29,34,69,0,0,0,35,35,72,11,12,19,389,425,817,0,0,0,401,441,842,0,0,4,68,56,128,60,28,85,125,87,212,26,24,51,1447,1454,2907,57,29,90,1535,1510,3042
501021253,7,396,480,877,3,12,17,189,284,468,3,0,0,195,299,491,37,43,83,1724,2188,3913,10,23,34,1766,2259,4029,5,12,17,253,250,501,328,259,582,592,510,1103,123,131,251,5679,6172,11853,357,302,655,6157,6603,12760
501021254,5,165,246,415,10,12,19,96,132,233,0,3,3,108,150,256,47,73,119,773,950,1723,7,11,18,822,1031,1858,11,12,20,108,98,205,178,159,341,295,275,564,167,197,363,2162,2215,4381,195,184,377,2525,2594,5119
501031017,4,221,300,521,4,5,6,103,138,239,0,0,0,106,140,247,20,25,41,988,1173,2156,12,9,18,1017,1200,2219,3,0,4,111,113,223,280,245,528,392,356,752,63,53,116,3125,3231,6361,316,278,595,3503,3564,7068
501031018,9,195,230,422,0,0,0,80,103,182,0,3,4,79,111,194,19,20,40,863,977,1838,16,16,31,900,1012,1907,7,4,9,81,89,175,190,147,338,277,241,517,75,79,153,2753,2859,5612,218,173,391,3039,3112,6155
501031019,6,169,234,408,3,3,8,73,104,178,0,3,4,76,110,187,32,35,68,734,922,1660,8,14,16,777,974,1744,3,8,8,107,88,192,159,138,296,269,236,502,113,107,223,2417,2473,4891,175,154,329,2710,2737,5447
501031020,0,162,177,337,4,0,5,83,110,190,0,4,4,89,109,203,22,26,44,722,771,1492,8,9,14,749,799,1555,0,4,0,81,72,156,247,235,482,330,306,643,60,56,113,2333,2225,4555,266,254,520,2657,2539,5198
502011021,0,281,283,564,6,3,6,156,108,265,0,0,0,159,109,271,18,19,37,1263,1298,2561,4,0,5,1279,1319,2596,6,4,11,160,168,326,214,133,348,379,314,691,87,79,164,3925,4015,7943,232,156,390,4250,4250,8498
502011022,4,352,347,699,5,4,8,178,193,370,3,0,0,185,200,380,32,33,65,1432,1580,3014,10,6,16,1478,1616,3096,10,0,11,204,176,372,232,140,374,443,316,756,107,94,209,4402,4650,9047,251,160,413,4766,4903,9664
502011023,15,380,594,976,12,20,32,266,315,580,0,4,7,274,341,615,74,95,168,1596,2054,3651,11,22,35,1679,2179,3860,18,18,30,221,253,479,248,227,471,487,498,985,239,257,492,4107,4743,8846,271,256,532,4621,5246,9869
502011024,16,676,827,1504,3,9,14,349,412,758,0,4,3,355,423,779,76,67,141,2873,3482,6357,15,31,47,2965,3575,6542,18,21,36,376,411,785,426,288,715,819,726,1544,218,229,449,8834,9806,18644,469,343,813,9525,10379,19905
502011025,5,369,509,881,5,16,24,232,314,537,3,4,6,234,331,570,49,79,124,1583,1981,3558,14,19,28,1641,2072,3713,20,13,32,230,286,514,432,386,817,679,687,1361,167,204,373,4208,4776,8986,474,420,899,4858,5404,10256
502011026,0,266,275,542,0,0,5,132,134,261,3,0,3,130,136,265,21,26,39,1065,1116,2182,9,8,22,1090,1152,2250,3,4,5,134,131,263,245,157,401,381,288,671,70,63,131,3007,3022,6025,263,179,443,3342,3257,6599
502011027,6,502,740,1243,4,3,7,278,361,639,3,3,8,285,366,647,45,76,124,2478,3190,5671,7,11,22,2534,3276,5813,11,18,30,374,392,760,500,361,863,893,768,1654,245,255,494,9474,10370,19845,523,391,917,10244,11014,21261
502011028,26,480,659,1140,9,17,23,297,344,645,5,8,13,310,370,678,62,87,146,1853,2291,4149,23,30,57,1940,2408,4345,11,19,33,241,256,499,289,256,552,546,534,1085,201,253,454,4808,5415,10224,334,310,645,5338,5981,11323
502011029,7,328,411,739,3,8,12,218,201,415,4,0,4,217,217,431,39,62,99,1539,1735,3277,11,14,23,1593,1805,3399,14,12,24,232,236,464,336,295,628,577,545,1122,166,153,325,4511,4733,9247,359,333,688,5042,5219,10263
503011030,0,146,158,300,0,0,0,74,72,143,0,0,0,74,72,143,0,10,9,754,849,1608,0,5,5,758,862,1618,0,0,0,92,109,202,84,87,170,184,189,374,17,14,30,3240,3347,6593,98,96,188,3351,3453,6805
503011031,9,209,294,496,0,0,0,110,125,236,0,0,0,116,125,238,5,0,5,1068,1403,2471,8,9,16,1081,1411,2496,3,0,3,141,124,268,203,217,421,345,336,685,30,33,61,4079,4644,8727,224,235,462,4331,4914,9248
503011032,0,121,173,292,0,0,0,59,52,112,0,0,0,61,52,115,0,5,9,852,902,1752,3,4,9,857,909,1765,0,0,0,140,155,293,142,115,265,280,272,549,4,14,27,3666,3778,7443,152,126,279,3828,3918,7750
503011033,0,181,193,373,0,0,0,55,58,117,0,4,4,59,59,119,4,0,0,894,1028,1920,6,4,7,901,1031,1930,0,0,0,127,136,263,71,62,132,195,201,394,16,10,23,4142,4298,8436,81,77,156,4238,4386,8621
503011034,0,221,265,490,0,3,3,106,107,223,0,0,0,106,117,225,16,21,39,1182,1359,2542,3,9,14,1203,1388,2589,0,0,3,169,213,382,243,202,440,412,414,828,51,83,131,4733,5432,10165,250,221,475,5032,5728,10764
503011035,7,402,457,856,0,5,5,140,146,282,0,5,6,136,155,289,21,37,56,2091,2441,4531,12,14,25,2124,2490,4612,4,4,6,255,252,514,260,267,525,521,525,1047,63,90,154,8951,9259,18211,283,291,575,9296,9641,18936
503011036,0,196,246,443,0,0,0,77,76,150,0,4,4,77,79,156,6,0,9,1089,1238,2332,4,8,9,1100,1253,2351,0,0,3,156,140,296,177,158,330,332,297,628,43,20,58,4599,4591,9190,188,176,360,4828,4781,9612
503021037,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,20,0,0,0,7,11,20,0,0,0,0,0,0,9,9,13,9,9,13,0,0,0,22,19,35,9,9,13,23,22,48
503021038,4,193,332,523,0,0,5,91,108,201,0,0,0,90,111,204,9,19,36,1207,1589,2796,0,5,7,1219,1618,2829,3,0,5,169,166,334,213,192,402,384,360,743,45,57,101,5488,5868,11357,218,201,419,5750,6128,11872
503021039,7,363,502,861,0,0,0,152,176,334,0,0,3,157,180,337,17,30,49,1975,2498,4467,13,14,29,2003,2545,4546,3,6,8,252,253,502,309,245,561,570,498,1069,64,73,130,7843,8342,16183,344,275,615,8244,8690,16934
503021040,3,210,298,511,0,0,0,73,96,174,0,0,0,78,100,179,15,20,29,1094,1378,2469,3,4,6,1108,1398,2507,7,0,10,145,152,293,176,130,307,325,279,600,36,38,76,4581,4723,9302,189,134,331,4809,4897,9707
503021042,4,378,514,891,0,0,0,149,192,342,3,0,0,151,194,346,25,17,48,2032,2468,4503,16,10,25,2076,2502,4574,8,0,6,248,274,520,367,317,683,619,589,1203,67,62,125,7909,8754,16662,397,341,738,8366,9158,17527
503021043,9,334,464,802,0,0,0,176,231,407,5,0,5,186,236,421,16,26,46,1879,2406,4288,11,13,27,1911,2446,4363,6,3,14,249,237,487,283,297,577,544,540,1080,62,72,131,8841,9509,18347,303,315,623,9207,9902,19102
503021295,0,216,234,445,5,4,6,89,80,171,0,0,0,92,83,179,18,21,40,1151,1086,2241,3,4,10,1170,1113,2289,7,0,7,152,139,292,553,366,922,718,506,1223,69,53,123,5561,5168,10734,568,373,944,6200,5601,11798
503021296,0,200,219,415,4,6,4,64,82,147,0,0,0,67,89,154,14,27,44,1223,1289,2514,5,3,4,1246,1318,2565,0,0,6,176,126,294,483,353,837,658,479,1137,59,51,112,5372,5085,10455,492,359,852,5923,5497,11414
503021297,4,186,188,370,3,7,8,76,69,138,0,0,0,78,78,148,22,28,54,1156,1039,2191,4,0,9,1188,1066,2252,4,0,7,146,108,261,839,521,1358,997,633,1619,67,69,131,5672,4931,10611,854,528,1378,6594,5522,12119
504011044,9,431,599,1030,3,7,13,195,278,475,0,5,4,197,298,491,57,73,130,2040,2630,4672,8,19,25,2108,2718,4828,21,13,35,289,271,563,418,318,733,726,602,1328,205,196,399,7151,7586,14740,443,350,796,7797,8135,15932
504011045,11,568,812,1384,3,17,20,269,394,657,0,0,0,270,411,681,53,87,139,2879,3714,6593,16,18,30,2941,3818,6765,5,13,18,365,388,758,472,358,833,842,758,1603,194,223,420,11316,11887,23199,503,395,901,12010,12509,24523
504011046,3,315,356,665,0,5,5,125,145,273,0,0,0,130,153,281,28,33,58,1559,1832,3390,8,3,9,1587,1873,3460,4,11,13,199,155,350,403,367,766,609,523,1129,97,81,174,6158,6167,12327,417,375,786,6673,6617,13294
504011047,8,514,736,1246,0,6,7,293,331,624,0,0,0,295,338,633,38,56,95,2737,3173,5905,8,14,19,2784,3237,6021,11,7,23,382,374,753,435,326,757,825,705,1536,183,183,368,10712,10820,21529,469,349,816,11358,11355,22714
504011048,0,211,243,453,0,0,0,98,118,217,0,0,0,98,122,219,10,14,28,1068,1219,2288,0,3,5,1081,1242,2324,5,5,10,129,124,254,89,68,155,223,200,420,55,56,110,3787,3921,7708,102,78,182,3944,4061,8002
504021049,0,75,91,164,0,0,0,28,40,72,0,0,0,35,40,71,6,3,6,356,412,775,5,3,6,365,418,789,593,0,593,1295,38,1332,99,54,153,1987,92,2075,615,18,634,2548,1290,3838,103,56,163,3269,1370,4633
504021050,3,196,254,448,0,0,0,83,71,152,0,0,0,83,75,149,7,19,29,922,1051,1976,6,3,10,935,1076,2011,0,4,11,118,115,232,146,106,252,264,223,496,38,42,84,3375,3485,6860,158,115,281,3577,3643,7223
504021051,3,155,191,348,0,9,9,73,115,188,0,0,0,72,123,193,12,20,32,753,953,1701,0,5,4,767,968,1741,9,8,15,104,115,220,127,90,220,243,212,455,73,86,156,2646,2743,5389,139,101,238,2854,2932,5780
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,4,5,10
504021053,3,356,433,789,3,4,7,176,197,378,0,0,0,184,200,383,20,40,59,1820,2116,3938,0,11,11,1848,2168,4012,0,4,6,251,241,493,296,215,509,551,458,1008,124,99,225,6170,6351,12518,320,242,560,6611,6691,13305
504021054,3,399,552,951,7,12,21,190,257,441,0,4,6,195,272,474,98,106,202,1763,2104,3868,9,15,29,1874,2229,4096,34,23,57,242,202,445,351,287,638,625,505,1131,361,343,704,5585,5845,11433,382,320,707,6326,6515,12838
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,3,5
504031056,0,449,612,1065,6,9,14,231,230,461,0,0,0,240,236,476,48,54,102,2225,2554,4779,4,7,12,2279,2616,4896,15,15,31,363,356,717,316,263,576,694,638,1324,202,224,425,8677,8776,17454,340,290,629,9218,9290,18505
504031057,3,366,516,872,6,13,21,165,226,394,8,0,6,177,245,426,74,93,172,2109,2380,4488,13,9,26,2202,2483,4689,35,156,193,377,499,876,411,302,714,826,956,1783,289,429,717,9953,9893,19850,444,334,778,10686,10657,21348
504031058,0,139,199,338,0,0,0,61,78,141,0,0,0,61,80,140,22,9,27,681,818,1496,0,6,10,699,830,1535,5,5,8,111,101,213,189,137,326,311,241,552,75,40,114,2600,2531,5131,214,152,360,2886,2721,5605
504031060,0,69,81,151,0,5,5,32,25,54,0,0,0,32,30,61,3,10,17,354,368,720,0,3,3,355,382,736,0,0,0,46,53,102,87,65,154,135,116,252,18,28,47,1282,1331,2618,94,67,155,1393,1420,2818
504031061,0,149,168,318,3,3,4,50,80,127,0,0,0,52,80,132,17,18,33,677,804,1480,4,0,0,697,825,1518,3,0,5,103,91,194,98,80,175,199,174,379,78,46,123,2519,2574,5096,101,87,185,2706,2708,5408
504031062,3,272,348,617,3,12,23,116,199,311,0,0,0,122,214,334,70,78,146,1361,1607,2965,6,0,12,1437,1683,3121,22,13,36,217,214,434,280,205,483,519,435,951,258,270,526,5708,5755,11460,305,220,532,6274,6246,12518
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,5,0,9,0,0,0,0,0,0,4,0,4,4,0,9,0,0,0,14,8,14,4,0,4,17,8,25
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,4,172,213,380,5,9,14,72,98,168,0,0,0,80,103,182,27,36,63,740,830,1575,4,8,13,779,875,1655,11,17,25,110,102,214,131,121,251,253,238,489,115,141,260,2566,2581,5144,140,130,277,2819,2856,5678
504031066,4,316,490,806,3,15,23,157,266,423,0,0,3,166,286,452,74,103,176,1547,1857,3406,9,12,22,1629,1976,3608,18,18,36,223,230,456,404,302,706,645,558,1200,240,266,506,4843,4980,9824,425,335,758,5511,5575,11087
504031067,4,147,243,391,4,9,13,82,114,195,0,3,3,85,128,207,52,62,109,930,1090,2017,3,4,10,982,1160,2141,4,10,15,128,126,258,126,95,222,263,232,492,215,210,424,3142,3197,6336,146,115,262,3505,3519,7019
504031068,0,252,315,571,0,3,4,97,117,216,0,0,0,97,121,221,44,51,87,1336,1569,2909,0,3,10,1382,1627,3005,17,22,37,218,214,432,231,144,367,464,371,836,198,196,394,5763,5899,11660,246,155,404,6204,6253,12457
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,0,215,393,605,5,4,9,95,126,223,0,0,0,103,136,233,39,67,106,1436,1862,3294,3,3,8,1478,1926,3403,10,8,12,284,265,547,266,185,449,554,451,1010,205,209,414,7124,7667,14793,274,195,473,7606,8070,15680
504031299,0,128,209,338,0,0,0,47,68,113,0,0,0,48,66,118,31,44,79,906,1093,1997,0,4,8,938,1143,2081,13,7,22,161,160,316,186,121,305,356,289,644,141,169,315,5243,5280,10523,194,132,326,5577,5582,11164
504031300,5,415,684,1097,8,8,16,224,324,543,0,6,4,233,335,570,92,93,182,2091,2820,4917,13,20,31,2194,2937,5123,13,16,32,354,312,667,503,421,921,867,753,1622,350,316,670,8376,8985,17367,523,449,974,9254,9753,19011
505011070,4,226,354,583,3,0,6,114,132,244,5,0,5,124,132,253,27,23,46,1239,1588,2829,8,3,8,1274,1610,2883,9,5,12,183,184,364,167,134,302,355,325,678,83,82,163,4983,5069,10055,184,149,334,5248,5307,10556
505011071,5,306,370,679,0,4,4,96,153,244,0,0,0,97,152,248,21,14,31,1575,1924,3504,4,4,10,1605,1946,3548,0,0,4,255,267,523,227,151,384,482,423,906,44,51,99,6570,6725,13302,245,173,419,6871,6956,13819
505011072,0,356,475,833,0,0,0,164,217,382,0,0,0,164,221,385,10,14,17,1938,2271,4212,0,4,7,1947,2290,4243,6,3,9,248,291,543,164,126,288,419,418,833,46,45,92,7681,7882,15562,181,153,329,7904,8079,15982
505011073,3,396,463,857,3,0,5,150,187,342,4,0,4,156,192,345,23,15,39,1852,2129,3982,7,4,12,1884,2153,4036,7,9,16,211,215,427,227,187,415,447,412,859,67,88,152,6462,6653,13116,250,205,454,6776,6941,13723
505011074,0,229,311,534,4,0,6,100,125,224,0,0,0,105,126,235,24,24,51,1307,1481,2792,7,10,13,1343,1518,2859,4,3,9,167,171,337,214,146,359,386,328,711,86,59,146,4964,5063,10020,228,173,400,5280,5290,10572
505011075,0,252,256,509,0,0,0,101,115,214,0,0,0,101,117,218,13,16,23,1355,1485,2850,0,9,5,1372,1508,2876,0,4,3,160,176,339,145,85,236,313,268,583,44,31,75,5304,5559,10863,154,104,256,5503,5696,11200
505011076,0,173,167,336,0,0,4,43,55,98,0,0,0,44,57,97,10,3,11,989,1063,2047,0,0,0,995,1072,2067,4,0,6,182,180,367,108,62,170,292,241,535,35,27,60,4713,4774,9492,110,69,187,4861,4876,9737
505011077,5,369,513,877,0,4,8,166,215,375,0,0,0,170,218,385,18,23,44,1758,2134,3888,3,5,13,1789,2163,3948,4,7,8,217,209,430,325,240,568,550,456,1000,80,69,152,6523,6566,13089,348,260,608,6946,6897,13845
505011078,5,367,516,887,4,3,3,165,219,380,5,0,4,164,215,385,16,18,43,1848,2245,4098,15,7,24,1884,2276,4164,6,3,11,229,234,464,158,101,261,392,340,734,56,71,123,6155,6613,12767,185,122,307,6397,6799,13204
505011079,10,254,315,568,0,0,0,115,106,218,3,4,3,112,112,221,11,11,21,1302,1512,2813,10,15,25,1314,1539,2856,5,0,0,186,213,401,182,112,291,373,328,702,27,33,57,5453,5645,11096,203,138,345,5684,5808,11493
505011080,0,188,221,411,0,0,0,68,68,140,0,0,0,77,68,144,3,0,10,974,1077,2047,0,4,4,984,1083,2065,0,0,0,142,150,294,139,94,234,285,244,527,32,22,56,3900,3901,7802,160,110,265,4093,4039,8125
505011081,4,204,255,456,0,4,6,101,111,210,0,4,4,97,117,217,14,15,31,998,1231,2233,0,6,10,1019,1254,2270,3,0,8,184,165,355,118,75,196,314,239,552,49,43,94,4112,4204,8314,132,82,216,4295,4333,8626
505011082,6,248,271,515,0,0,0,97,96,189,0,0,0,100,99,195,13,6,19,1271,1393,2666,4,4,5,1286,1404,2690,0,0,0,191,197,384,143,103,244,333,298,635,31,25,60,4809,5060,9864,149,115,265,4994,5197,10193
505011083,4,234,254,484,0,0,0,69,105,177,5,0,3,70,110,180,9,11,18,1161,1326,2483,4,11,12,1170,1341,2512,0,0,0,167,182,355,76,56,136,244,240,484,23,30,51,4551,4823,9373,85,71,152,4659,4923,9579
505021084,3,383,546,925,8,11,18,189,256,448,0,6,6,198,269,471,34,39,71,1832,2414,4249,3,20,23,1863,2474,4338,8,6,9,272,264,538,293,256,555,574,528,1101,92,103,193,7332,7881,15214,321,293,612,7743,8279,16025
505021085,7,428,594,1022,7,27,34,245,328,573,0,0,4,252,359,612,96,129,223,2028,2463,4493,16,15,32,2142,2602,4750,28,20,51,367,357,719,739,628,1375,1137,1000,2139,326,317,642,9505,9426,18928,787,671,1460,10621,10412,21032
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,5,368,559,932,6,6,15,155,237,387,0,3,3,162,240,401,31,38,71,1902,2635,4541,16,13,22,1946,2692,4638,10,5,15,252,316,574,462,411,870,720,732,1455,120,111,222,8129,9192,17323,491,435,924,8734,9735,18468
505021089,10,534,703,1237,0,0,0,261,355,614,0,10,6,256,360,619,13,17,26,2788,3286,6074,14,23,38,2816,3328,6144,9,4,4,368,397,760,259,231,491,628,635,1264,67,74,135,10520,11392,21912,286,271,554,10871,11736,22602
505021090,10,363,553,916,5,15,18,178,249,431,0,0,8,184,274,453,46,98,141,1888,2302,4190,17,14,34,1948,2416,4366,11,10,18,287,304,593,609,583,1193,908,897,1804,141,216,361,8933,9257,18191,648,622,1265,9719,10097,19818
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,28,0,0,0,15,12,28,0,0,0,0,0,0,19,12,33,19,12,33,3,0,0,90,95,184,19,12,33,112,109,219
505021092,5,307,411,720,3,3,3,104,156,255,0,0,0,102,160,264,20,28,50,1680,2179,3862,12,7,16,1709,2217,3928,6,5,8,229,252,482,533,438,968,771,686,1456,83,78,166,7876,8483,16361,567,459,1025,8533,9017,17552
505021093,6,300,368,669,0,7,7,136,173,308,0,0,0,136,178,310,17,25,40,1556,1833,3393,0,8,14,1579,1872,3447,0,3,5,224,214,438,266,213,478,489,429,924,52,53,100,6808,7200,14008,280,227,510,7144,7478,14620
505021094,0,147,215,361,0,0,0,62,81,141,0,0,0,64,81,144,11,4,13,920,1085,2002,0,9,4,933,1095,2020,3,0,6,103,155,262,132,103,235,239,258,496,24,23,49,3718,3950,7669,139,115,251,3877,4087,7965
505021095,0,246,405,651,3,0,7,121,159,283,0,0,0,124,162,285,19,24,44,1347,1802,3149,11,9,16,1377,1838,3216,0,0,6,184,175,358,299,284,583,480,467,946,49,77,124,5717,6353,12074,321,306,624,6087,6732,12820
505021096,0,297,388,684,0,0,0,122,159,286,0,0,0,125,159,285,3,5,15,1698,1995,3690,5,8,12,1706,2010,3712,5,0,5,205,212,416,187,125,314,399,338,734,48,22,71,7211,7411,14624,199,150,352,7454,7591,15044
505021097,11,380,575,955,0,5,5,238,290,522,0,0,0,238,294,530,23,30,51,1975,2680,4658,11,15,22,2011,2723,4732,0,9,13,234,279,517,289,250,539,529,535,1065,75,82,157,7727,8589,16319,312,279,593,8118,8950,17066
