SA2_CODE_2021,Ofh_Cfnc_Np_UR_One_HATSIP,Ofh_Cfnc_Np_UR_Two_HATSIP,Ofh_Cfnc_Np_UR_Three_HATSIP,Ofh_Cfnc_Np_UR_Four_HATSIP,Ofh_Cfnc_Np_UR_Five_HATSIP,Ofh_Cfnc_Np_UR_Six_m_HATSIP,Ofh_Cfnc_Tot_HATSIP,Ofh_Cfc_Np_UR_One_HATSIP,Ofh_Cfc_Np_UR_Two_HATSIP,Ofh_Cfc_Np_UR_Three_HATSIP,Ofh_Cfc_Np_UR_Four_HATSIP,Ofh_Cfc_Np_UR_Five_HATSIP,Ofh_Cfc_Np_UR_Six_m_HATSIP,Ofh_Cfc_Tot_HATSIP,Ofh_Opf_Np_UR_One_HATSIP,Ofh_Opf_Np_UR_Two_HATSIP,Ofh_Opf_Np_UR_Three_HATSIP,Ofh_Opf_Np_UR_Four_HATSIP,Ofh_Opf_Np_UR_Five_HATSIP,Ofh_Opf_Np_UR_Six_m_HATSIP,Ofh_Opf_Tot_HATSIP,Ofh_Oth_f_Np_UR_One_HATSIP,Ofh_Oth_f_Np_UR_Two_HATSIP,Ofh_Oth_f_Np_UR_Three_HATSIP,Ofh_Oth_f_Np_UR_Four_HATSIP,Ofh_Oth_f_Np_UR_Five_HATSIP,Ofh_Oth_f_Np_UR_Six_m_HATSIP,Ofh_Oth_f_Tot_HATSIP,Ofh_Tot_Np_UR_One_HATSIP,Ofh_Tot_Np_UR_Two_HATSIP,Ofh_Tot_Np_UR_Three_HATSIP,Ofh_Tot_Np_UR_Four_HATSIP,Ofh_Tot_Np_UR_Five_HATSIP,Ofh_Tot_Np_UR_Six_m_HATSIP,Ofh_Tot_Tot_HATSIP,Mul_fh_Np_UR_One_HATSIP,Mul_fh_Np_UR_Two_HATSIP,Mul_fh_Np_UR_Three_HATSIP,Mul_fh_Np_UR_Four_HATSIP,Mul_fh_Np_UR_Five_HATSIP,Mul_fh_Np_UR_Six_m_HATSIP,Mul_fh_Tot_HATSIP,Tot_fh_Np_UR_One_HATSIP,Tot_fh_Np_UR_Two_HATSIP,Tot_fh_Np_UR_Three_HATSIP,Tot_fh_Np_UR_Four_HATSIP,Tot_fh_Np_UR_Five_HATSIP,Tot_fh_Np_UR_Six_m_HATSIP,Tot_fh_Tot_HATSIP,Lone_ph_Np_UR_One_HATSIP,Lone_ph_Np_UR_Two_HATSIP,Lone_ph_Np_UR_Three_HATSIP,Lone_ph_Np_UR_Four_HATSIP,Lone_ph_Np_UR_Five_HATSIP,Lone_ph_Np_UR_Six_m_HATSIP,Lone_ph_Tot_HATSIP,Group_h_Np_UR_One_HATSIP,Group_h_Np_UR_Two_HATSIP,Group_h_Np_UR_Three_HATSIP,Group_h_Np_UR_Four_HATSIP,Group_h_Np_UR_Five_HATSIP,Group_h_Np_UR_Six_m_HATSIP,Group_h_Tot_HATSIP,Tot_Np_UR_One_HATSIP,Tot_Np_UR_Two_HATSIP,Tot_Np_UR_Three_HATSIP,Tot_Np_UR_Four_HATSIP,Tot_Np_UR_Five_HATSIP,Tot_Np_UR_Six_m_HATSIP,Tot_Tot_HATSIP,Ofh_Cfnc_Np_UR_One_Oth_h,Ofh_Cfnc_Np_UR_Two_Oth_h,Ofh_Cfnc_Np_UR_Three_Oth_h,Ofh_Cfnc_Np_UR_Four_Oth_h,Ofh_Cfnc_Np_UR_Five_Oth_h,Ofh_Cfnc_Np_UR_Six_m_Oth_h,Ofh_Cfnc_Tot_Oth_h,Ofh_Cfc_Np_UR_One_Oth_h,Ofh_Cfc_Np_UR_Two_Oth_h,Ofh_Cfc_Np_UR_Three_Oth_h,Ofh_Cfc_Np_UR_Four_Oth_h,Ofh_Cfc_Np_UR_Five_Oth_h,Ofh_Cfc_Np_UR_Six_m_Oth_h,Ofh_Cfc_Tot_Oth_h,Ofh_Opf_Np_UR_One_Oth_h,Ofh_Opf_Np_UR_Two_Oth_h,Ofh_Opf_Np_UR_Three_Oth_h,Ofh_Opf_Np_UR_Four_Oth_h,Ofh_Opf_Np_UR_Five_Oth_h,Ofh_Opf_Np_UR_Six_m_Oth_h,Ofh_Opf_Tot_Oth_h,Ofh_Oth_f_Np_UR_One_Oth_h,Ofh_Oth_f_Np_UR_Two_Oth_h,Ofh_Oth_f_Np_UR_Three_Oth_h,Ofh_Oth_f_Np_UR_Four_Oth_h,Ofh_Oth_f_Np_UR_Five_Oth_h,Ofh_Oth_f_Np_UR_Six_m_Oth_h,Ofh_Oth_f_Tot_Oth_h,Ofh_Tot_Np_UR_One_Oth_h,Ofh_Tot_Np_UR_Two_Oth_h,Ofh_Tot_Np_UR_Three_Oth_h,Ofh_Tot_Np_UR_Four_Oth_h,Ofh_Tot_Np_UR_Five_Oth_h,Ofh_Tot_Np_UR_Six_m_Oth_h,Ofh_Tot_Tot_Oth_h,Mul_fh_Np_UR_One_Oth_h,Mul_fh_Np_UR_Two_Oth_h,Mul_fh_Np_UR_Three_Oth_h,Mul_fh_Np_UR_Four_Oth_h,Mul_fh_Np_UR_Five_Oth_h,Mul_fh_Np_UR_Six_m_Oth_h,Mul_fh_Tot_Oth_h,Tot_fh_Np_UR_One_Oth_h,Tot_fh_Np_UR_Two_Oth_h,Tot_fh_Np_UR_Three_Oth_h,Tot_fh_Np_UR_Four_Oth_h,Tot_fh_Np_UR_Five_Oth_h,Tot_fh_Np_UR_Six_m_Oth_h,Tot_fh_Tot_Oth_h,Lone_ph_Np_UR_One_Oth_h,Lone_ph_Np_UR_Two_Oth_h,Lone_ph_Np_UR_Three_Oth_h,Lone_ph_Np_UR_Four_Oth_h,Lone_ph_Np_UR_Five_Oth_h,Lone_ph_Np_UR_Six_m_Oth_h,Lone_ph_Tot_Oth_h,Group_h_Np_UR_One_Oth_h,Group_h_Np_UR_Two_Oth_h,Group_h_Np_UR_Three_Oth_h,Group_h_Np_UR_Four_Oth_h,Group_h_Np_UR_Five_Oth_h,Group_h_Np_UR_Six_m_Oth_h,Group_h_Tot_Oth_h,Tot_Np_UR_One_Oth_h,Tot_Np_UR_Two_Oth_h,Tot_Np_UR_Three_Oth_h,Tot_Np_UR_Four_Oth_h,Tot_Np_UR_Five_Oth_h,Tot_Np_UR_Six_m_Oth_h,Tot_Tot_Oth_h
501021011,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,4,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,4,..,..,..,0,0,0,0,..,4,0,0,0,0,4,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,4,0,0,0,0,3
501021012,..,30,4,0,0,0,33,..,..,16,29,16,8,74,..,7,12,3,4,4,39,..,0,0,0,0,0,0,..,34,33,35,23,13,144,..,..,..,3,0,4,8,..,34,33,42,23,19,151,12,..,..,..,..,..,12,..,4,0,0,0,0,4,12,42,37,42,23,19,172,..,1293,42,3,0,0,1338,..,..,467,560,256,77,1363,..,178,149,52,15,7,408,..,27,8,0,0,0,32,..,1497,663,625,271,91,3151,..,..,..,19,10,15,46,..,1497,663,638,287,109,3196,985,..,..,..,..,..,985,..,78,10,7,0,0,97,985,1580,672,645,287,109,4279
501021014,..,23,0,0,0,0,23,..,..,10,24,8,3,40,..,10,9,8,4,0,32,..,0,0,0,0,0,3,..,34,16,33,8,5,103,..,..,..,0,4,8,7,..,34,16,33,8,6,106,17,..,..,..,..,..,17,..,8,0,0,0,0,8,17,43,16,33,8,6,130,..,1044,27,13,0,0,1082,..,..,295,364,205,64,922,..,159,86,33,5,4,286,..,35,0,6,0,0,39,..,1235,407,410,212,69,2325,..,..,..,19,19,27,64,..,1235,407,433,228,94,2390,809,..,..,..,..,..,809,..,55,10,0,3,7,78,809,1292,411,430,227,98,3276
501021015,..,14,0,0,0,0,16,..,..,12,11,5,8,36,..,14,11,3,8,4,38,..,5,0,0,0,0,0,..,31,23,18,12,15,95,..,..,..,0,0,0,4,..,31,23,17,11,20,98,14,..,..,..,..,..,14,..,5,0,0,0,3,7,14,36,23,17,11,20,121,..,778,32,3,3,3,814,..,..,241,275,95,38,648,..,176,84,34,13,6,318,..,25,8,0,0,0,36,..,988,364,314,108,44,1818,..,..,..,12,5,15,28,..,988,364,328,110,58,1850,823,..,..,..,..,..,823,..,69,14,0,0,0,92,823,1062,376,329,110,63,2761
501021016,..,13,0,0,0,0,13,..,..,11,8,5,4,26,..,3,0,0,0,0,13,..,0,0,0,0,0,3,..,18,11,10,5,4,56,..,..,..,0,0,4,4,..,18,11,10,9,7,56,11,..,..,..,..,..,11,..,0,0,0,0,0,0,11,17,11,10,9,7,69,..,496,8,0,0,0,507,..,..,125,144,83,27,380,..,69,35,21,4,4,125,..,7,0,0,0,0,12,..,571,167,169,83,34,1021,..,..,..,3,4,18,25,..,571,167,170,87,43,1044,430,..,..,..,..,..,430,..,37,0,0,0,0,41,430,609,173,170,87,43,1514
501021251,..,13,0,0,0,0,15,..,..,15,17,10,10,52,..,10,9,13,8,3,39,..,0,0,0,0,0,0,..,24,31,28,20,8,110,..,..,..,3,0,0,6,..,24,31,27,20,12,120,13,..,..,..,..,..,13,..,5,0,0,0,0,3,13,30,32,27,20,12,132,..,728,27,7,0,0,763,..,..,380,563,274,76,1291,..,172,155,54,23,6,410,..,18,0,0,0,0,20,..,919,562,631,289,83,2487,..,..,..,9,10,17,32,..,919,562,639,300,102,2521,565,..,..,..,..,..,565,..,53,14,6,0,0,66,565,966,574,641,303,102,3145
501021252,..,10,0,0,0,0,7,..,..,3,3,0,3,16,..,0,0,0,0,0,3,..,0,0,0,0,0,0,..,10,8,9,4,3,28,..,..,..,0,0,0,0,..,10,8,9,4,3,28,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,7,8,9,4,3,29,..,336,7,0,0,0,346,..,..,122,187,63,27,400,..,24,19,10,0,5,58,..,3,0,0,0,0,5,..,365,151,199,65,30,806,..,..,..,0,9,16,27,..,365,151,201,69,45,831,117,..,..,..,..,..,117,..,17,3,0,0,0,17,117,378,155,201,69,45,958
501021253,..,23,4,0,0,0,21,..,..,9,17,4,4,35,..,13,8,3,0,0,27,..,5,0,0,0,0,5,..,28,21,22,4,3,84,..,..,..,0,0,0,5,..,28,21,20,4,10,88,29,..,..,..,..,..,29,..,6,4,0,0,0,7,29,36,28,18,4,10,126,..,1493,32,3,0,0,1533,..,..,371,492,161,45,1061,..,260,161,45,13,3,484,..,27,6,0,0,0,36,..,1779,576,540,173,49,3117,..,..,..,17,13,12,35,..,1779,576,557,180,56,3152,1913,..,..,..,..,..,1913,..,143,20,10,0,0,174,1913,1925,592,567,181,60,5241
501021254,..,14,0,0,0,0,24,..,..,12,10,6,4,28,..,20,21,12,0,3,57,..,3,0,0,0,0,3,..,39,37,24,9,9,114,..,..,..,0,3,3,7,..,39,37,24,12,13,117,27,..,..,..,..,..,27,..,7,0,0,0,0,11,27,44,36,24,12,13,154,..,438,13,0,0,0,456,..,..,138,156,63,23,379,..,146,101,37,16,5,305,..,17,3,0,0,0,21,..,604,251,201,83,28,1162,..,..,..,6,3,8,18,..,604,251,202,83,35,1180,683,..,..,..,..,..,683,..,54,18,0,0,0,72,683,655,268,207,87,34,1929
501031017,..,17,0,0,0,0,23,..,..,6,0,4,8,15,..,0,8,5,0,0,12,..,0,0,0,0,0,0,..,23,9,6,3,8,45,..,..,..,0,0,0,0,..,23,9,5,3,5,48,23,..,..,..,..,..,23,..,0,0,0,0,0,0,23,23,9,5,3,5,68,..,983,21,0,0,0,1009,..,..,190,251,137,43,625,..,110,49,22,3,0,191,..,14,0,0,0,0,16,..,1111,261,279,143,43,1840,..,..,..,11,7,7,24,..,1111,261,283,147,55,1862,734,..,..,..,..,..,734,..,46,7,0,0,0,56,734,1153,273,285,147,55,2647
501031018,..,9,0,0,0,0,9,..,..,10,10,11,3,32,..,6,3,4,0,0,25,..,0,0,0,0,0,0,..,11,15,16,12,10,59,..,..,..,4,0,6,6,..,11,15,15,10,11,70,14,..,..,..,..,..,14,..,3,0,0,0,0,6,14,20,15,17,10,11,82,..,839,24,0,0,0,871,..,..,170,234,100,45,546,..,81,47,20,8,0,148,..,20,0,0,0,0,23,..,937,244,260,104,43,1591,..,..,..,7,18,7,32,..,937,244,268,116,50,1622,554,..,..,..,..,..,554,..,39,4,0,0,0,43,554,978,251,268,116,50,2221
501031019,..,10,0,0,0,0,15,..,..,3,12,9,8,29,..,5,14,6,0,4,31,..,0,0,0,0,0,6,..,22,20,18,7,6,81,..,..,..,0,0,0,0,..,22,20,18,11,10,81,21,..,..,..,..,..,21,..,10,0,0,0,0,6,21,28,21,18,11,10,108,..,608,16,4,0,0,623,..,..,169,181,93,36,473,..,89,43,28,8,3,174,..,15,0,0,0,0,15,..,719,222,217,96,40,1290,..,..,..,4,9,5,13,..,719,222,218,101,47,1307,699,..,..,..,..,..,699,..,30,3,0,0,0,39,699,748,225,220,101,47,2038
501031020,..,17,0,0,0,0,15,..,..,9,11,0,0,23,..,0,3,0,3,0,10,..,0,0,0,0,0,0,..,17,15,14,6,0,51,..,..,..,0,0,0,4,..,17,15,11,6,0,55,6,..,..,..,..,..,6,..,4,0,0,0,0,4,6,23,15,11,6,0,64,..,717,18,5,0,0,745,..,..,162,154,68,18,397,..,65,34,15,0,3,119,..,15,0,0,0,0,14,..,797,217,168,72,21,1273,..,..,..,0,0,3,13,..,797,217,169,73,24,1282,580,..,..,..,..,..,580,..,34,0,0,0,5,47,580,829,221,169,73,29,1907
502011021,..,3,0,0,0,0,3,..,..,18,3,6,7,32,..,12,8,6,3,3,25,..,0,0,0,0,0,0,..,17,23,8,11,10,64,..,..,..,4,0,4,8,..,17,23,15,8,10,75,6,..,..,..,..,..,6,..,3,0,0,0,0,3,6,19,23,15,8,10,86,..,1112,31,4,0,0,1152,..,..,285,387,165,53,893,..,105,99,39,10,13,260,..,12,0,0,0,0,17,..,1233,418,430,171,65,2315,..,..,..,16,13,18,50,..,1233,418,449,183,83,2362,618,..,..,..,..,..,618,..,40,3,0,0,0,43,618,1268,421,449,183,83,3025
502011022,..,16,0,0,0,0,20,..,..,9,6,11,3,34,..,10,14,3,3,0,24,..,3,0,0,0,0,3,..,27,21,15,13,7,78,..,..,..,3,4,0,4,..,27,21,13,19,6,87,14,..,..,..,..,..,14,..,4,0,0,0,0,0,14,27,21,13,19,6,102,..,1350,32,4,0,0,1386,..,..,314,377,141,38,864,..,195,124,39,14,8,374,..,21,0,0,0,0,18,..,1559,472,423,151,43,2644,..,..,..,16,17,12,49,..,1559,472,437,169,56,2692,984,..,..,..,..,..,984,..,76,9,0,0,0,79,984,1630,481,437,173,56,3762
502011023,..,29,3,0,0,0,30,..,..,15,12,19,19,59,..,20,14,11,9,11,67,..,3,0,0,0,0,8,..,51,38,20,30,27,166,..,..,..,3,0,3,11,..,51,38,29,29,30,175,16,..,..,..,..,..,16,..,3,0,0,0,0,5,16,58,38,28,29,30,195,..,1066,42,3,0,0,1105,..,..,315,281,107,55,761,..,220,152,70,19,4,468,..,34,5,0,0,0,39,..,1321,510,360,130,61,2380,..,..,..,12,12,24,49,..,1321,510,370,145,83,2432,1325,..,..,..,..,..,1325,..,89,4,3,0,0,96,1325,1410,519,372,142,83,3859
