SA2_CODE_2021,Med_ag_pe_In_pe,Me_ag_ps_N_In_ps,Med_age_psns_Tot,Me_p_in_wk_In_pe,Me_ps_in_wk_No_In_pe,Med_psnl_inc_wk_Tot,Me_hh_in_wk_Hh_In_pe,Me_hh_in_wk_No_Ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_Hh_In_pe,Me_mo_re_mt_Ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_Hh_Ind_psns,Me_re_wk_No_Oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_Hh_w_In_p,Av_Nu_ps_pe_be_Ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_Hh_wi_Ind_psns,Avg_hh_si_Othr_hhd,Avg_household_size_Tot,P_d_n_x_b_Hh_w_In_p,P_d_n_x_b_No_Oth_hh,P_d_n_x_b_Tot
503021040,38,38,38,1125,1149,1149,2071,2332,2328,1667,2494,2492,390,400,400,0.9,0.8,0.8,1.9,2.3,2.3,1.7,1.5,1.5
503021042,28,41,41,949,1205,1203,2067,2145,2143,3473,2558,2585,405,405,405,1,0.9,0.9,2.4,2.1,2.1,3.8,2,2
503021043,27,36,36,790,1056,1055,1333,2017,2012,2800,2167,2167,300,300,300,1,0.9,0.9,2.4,2.3,2.3,8.5,3.5,3.5
503021295,39,35,35,908,1177,1175,1600,2016,2009,2034,1950,1950,400,410,410,0.9,1,1,1.8,1.9,1.9,2.6,3.8,3.8
503021296,31,34,33,1138,1156,1156,1875,1893,1893,2167,1900,1900,331,380,380,1,1,1,1.9,1.9,1.9,3.9,3.4,3.4
503021297,30,33,33,1053,1177,1176,1833,1967,1966,2084,1837,1840,450,410,410,1.1,1,1,1.8,1.7,1.7,7.9,4.3,4.4
504011044,23,40,40,534,883,872,1597,1742,1738,1958,1800,1801,300,330,330,1,0.7,0.7,3.2,2.3,2.4,10.6,1.6,1.8
504011045,26,39,39,606,971,964,1437,2023,2011,1997,2000,2000,295,350,350,0.9,0.8,0.8,2.7,2.4,2.4,7.9,1.8,1.9
504011046,29,36,36,735,1054,1050,1375,1628,1623,1625,1733,1733,270,300,300,1,0.8,0.8,2,1.9,1.9,6.1,2.2,2.3
504011047,21,39,39,676,738,737,1759,1579,1583,1870,1733,1733,358,360,360,1,0.7,0.7,3.3,2.5,2.5,8.2,2.3,2.4
504011048,21,45,45,597,716,715,1812,1629,1632,2000,1907,1907,340,350,350,1,0.7,0.7,3.4,2.6,2.6,7.5,1.3,1.3
504021049,32,42,39,416,814,807,1499,1974,1959,1907,1929,1920,365,369,367,0.8,0.7,0.7,2.8,2.6,2.6,4.3,1.5,1.6
504021050,23,46,45,780,917,915,2549,2283,2286,1838,2023,2015,465,400,400,0.8,0.7,0.7,3.2,2.7,2.7,0,0.6,0.6
504021051,24,41,41,665,837,830,2625,1843,1861,2075,1950,1973,257,320,315,1,0.7,0.7,3.6,2.5,2.6,3.1,0.9,1
504021052,0,62,62,0,424,424,0,1374,1374,0,1517,1517,0,0,0,0,0.7,0.7,0,2.5,2.5,0,0,0
504021053,21,45,44,739,821,820,2312,2008,2013,2195,2000,2000,380,380,380,1,0.7,0.7,3.5,2.7,2.7,3.7,1.3,1.3
504021054,22,43,42,546,746,740,1507,1450,1453,2021,1704,1733,300,305,300,1,0.7,0.7,3.4,2.4,2.4,8.7,1.6,2.1
504031055,0,39,39,0,762,762,0,1375,1375,0,0,0,0,295,295,0,1,1,0,2.3,2.3,0,0,0
504031056,20,38,37,737,714,715,1575,1729,1725,1690,1705,1703,310,350,350,1,0.8,0.8,3.4,2.9,2.9,12.7,2.8,3
504031057,25,34,34,585,783,778,1654,1796,1791,2000,1755,1765,330,350,350,0.9,0.8,0.8,3.3,2.9,2.9,6.9,3.2,3.3
504031058,23,38,38,769,870,869,1916,1912,1912,2000,1950,1950,500,350,350,0.9,0.7,0.7,3.4,2.8,2.8,3.6,1.2,1.2
504031060,21,47,47,550,923,917,3250,2431,2449,3000,2286,2300,230,350,350,0.9,0.8,0.8,3.8,2.9,2.9,0,2.8,2.7
504031061,28,38,37,1100,1015,1017,2874,2091,2107,2080,2000,2000,355,390,390,0.8,0.7,0.7,3.1,2.5,2.6,3,0.7,0.8
504031062,21,35,35,568,839,827,1625,1823,1812,1733,1820,1820,300,330,325,1,0.8,0.8,3.4,2.7,2.7,10.7,2.2,2.6
504031063,0,43,43,0,1350,1350,0,1749,1749,0,0,0,0,775,775,0,1.2,1.2,0,1.4,1.4,0,20,20
504031064,0,70,70,0,1249,1249,0,2250,2250,0,0,0,0,0,0,0,0.6,0.6,0,2,2,0,0,0
504031065,19,42,41,569,738,732,1625,1497,1502,1800,1616,1625,325,320,320,0.9,0.7,0.7,3.1,2.5,2.5,7.1,1.5,1.7
504031066,26,41,40,492,759,749,1144,1309,1300,1712,1595,1600,290,300,300,1,0.7,0.7,2.6,2,2,11.4,2.2,2.7
504031067,18,37,36,631,835,827,1662,1815,1802,1733,1716,1723,320,330,330,1,0.7,0.7,3.7,2.7,2.7,6.3,1.4,1.7
504031068,16,36,36,759,945,940,2125,2222,2218,2004,2167,2167,348,370,370,1,0.8,0.8,3.8,2.9,3,4.6,1.6,1.7
504031069,0,84,84,0,450,450,0,450,450,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
504031298,20,31,31,1089,1027,1028,2348,2128,2136,2039,1950,1950,380,385,380,0.9,0.8,0.8,3.3,2.9,2.9,2.1,1.6,1.6
504031299,25,31,31,937,1006,1005,1976,2158,2151,2154,1950,1950,370,370,370,0.9,0.8,0.8,3.2,3,3,9.3,2,2.3
504031300,17,34,33,653,819,815,1862,1843,1844,1900,1800,1800,341,350,350,1,0.8,0.8,3.5,2.9,2.9,10.7,2.1,2.5
505011070,25,36,36,662,902,899,1666,1835,1833,1788,1800,1800,350,370,370,0.9,0.7,0.7,3,2.4,2.5,12.8,0.6,0.8
505011071,19,39,39,1208,900,902,2542,2223,2227,1800,1950,1950,400,400,400,0.9,0.7,0.7,3.5,2.8,2.8,2.1,0.7,0.7
505011072,26,42,42,1036,951,951,3035,2388,2394,2167,2210,2208,473,460,460,0.8,0.7,0.7,3.4,2.8,2.8,2.3,0.6,0.6
505011073,20,40,40,575,852,850,1916,1897,1897,2139,1950,1950,350,400,400,1,0.7,0.7,3.1,2.6,2.6,5.5,0.7,0.8
505011074,22,39,39,591,901,897,1906,1930,1930,1842,1907,1902,375,380,380,0.8,0.7,0.7,3.2,2.6,2.6,8,0.9,1.1
505011075,20,44,44,1125,982,983,2333,2468,2465,2513,2400,2400,450,490,490,0.8,0.7,0.7,3.2,2.8,2.8,0,0.5,0.5
505011076,17,43,43,1125,1058,1059,4249,3263,3272,3033,2760,2763,645,650,650,0.9,0.8,0.8,3.7,3.1,3.1,0,0.5,0.5
505011077,21,40,40,599,833,830,1645,1786,1784,1840,1820,1820,390,360,360,0.9,0.7,0.7,3.1,2.4,2.4,5.5,1.7,1.7
505011078,20,44,44,710,825,825,2363,2004,2012,2253,2000,2000,435,410,418,0.9,0.7,0.7,3.5,2.6,2.6,5.3,0.7,0.7
505011079,27,43,43,1145,914,916,3250,2288,2292,2621,2300,2300,390,450,450,0.8,0.7,0.7,2.9,2.7,2.7,2.8,0.4,0.5
505011080,25,44,44,599,907,906,2812,2475,2480,2059,2253,2253,630,525,525,0.9,0.7,0.7,3.6,2.9,2.9,3.4,0.6,0.7
505011081,30,38,38,919,918,918,2222,2062,2065,1900,2000,2000,355,390,390,0.8,0.7,0.7,3,2.6,2.6,1.9,0.7,0.7
505011082,36,47,47,1274,980,981,2583,2462,2463,1701,2600,2600,595,480,480,0.8,0.7,0.7,2.8,2.7,2.7,0,0.4,0.4
505011083,28,44,43,1166,900,901,2750,2333,2339,2383,2167,2167,495,480,480,0.8,0.7,0.7,3.2,2.8,2.8,0,0.3,0.3
505021084,29,39,39,661,832,830,1468,1627,1625,2383,1856,1863,300,350,350,0.9,0.7,0.7,2.7,2.3,2.3,4.7,1.5,1.5
505021085,24,33,33,459,635,629,1125,1299,1293,1733,1473,1482,290,310,305,0.9,0.8,0.8,2.9,2.6,2.6,9.6,5.5,5.7
505021087,0,39,39,0,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,28,36,36,592,1132,1126,1271,2057,2050,1996,2037,2037,270,400,400,0.9,0.7,0.7,2.5,2.2,2.3,4.3,1.2,1.3
505021089,22,42,42,1031,977,977,3062,2487,2490,2750,2500,2500,400,460,460,0.9,0.8,0.8,3.4,2.8,2.8,3.4,0.6,0.6
505021090,27,34,34,495,819,813,1101,1466,1459,1572,1552,1552,300,340,340,0.9,0.8,0.8,2.4,2.3,2.3,9.4,3.6,3.7
505021091,32,29,29,1125,1214,1211,1125,1708,1666,0,1658,1658,270,400,400,1,1.1,1.1,1,1.5,1.5,0,1.8,1.7
505021092,29,36,36,1166,1232,1232,2308,2104,2108,2167,2150,2154,395,410,405,0.9,0.8,0.8,2.4,2.1,2.1,7.1,1.1,1.1
505021093,28,38,38,774,890,889,1624,1857,1857,2438,2000,2000,300,310,310,0.9,0.8,0.8,2.6,2.4,2.4,5,1.8,1.8
505021094,36,45,45,1416,1062,1064,3083,2297,2304,2909,2817,2817,300,400,400,0.8,0.7,0.7,2.4,2.5,2.5,0,0.6,0.6
505021095,30,36,36,844,992,991,1312,1591,1588,1284,1733,1733,300,320,320,1,0.8,0.8,2.2,2,2,7.9,2.1,2.2
505021096,16,42,42,630,992,990,2624,2369,2370,3000,2665,2669,400,420,420,1.1,0.8,0.8,3.2,2.7,2.7,8.7,1.4,1.4
505021097,26,40,40,933,931,931,1774,1746,1746,2074,2000,2000,335,323,325,0.8,0.8,0.8,2.5,2.2,2.2,3.3,1.9,1.9
505021301,23,45,45,749,740,740,2083,1879,1881,2448,2094,2100,350,320,320,0.9,0.7,0.7,3.3,2.7,2.7,8.3,1.3,1.4
505021302,30,41,41,825,817,817,1452,1530,1528,1792,1900,1900,325,340,340,0.9,0.7,0.7,2.4,2.2,2.2,3.8,2,2
505031098,20,38,38,467,632,628,1412,1497,1494,1517,1600,1600,300,300,300,1,0.8,0.8,3.6,2.8,2.8,10.5,4.5,4.7
505031099,18,35,34,560,734,730,1386,1548,1542,1733,1733,1733,338,340,340,1,0.7,0.8,3.5,2.7,2.7,6.3,1.8,1.9
505031100,18,32,32,593,925,920,1886,2122,2116,1950,1907,1907,318,380,380,1,0.8,0.8,3.6,3,3,9.2,1.9,2.1
505031101,19,34,34,402,838,828,1485,1770,1761,1400,1733,1733,350,350,350,1,0.7,0.7,3.6,2.6,2.6,10.7,1.8,2.1
505031102,23,36,36,461,590,582,1151,1243,1239,1547,1400,1400,280,295,293,0.9,0.8,0.8,2.9,2.6,2.6,11.5,5.8,6.1
505031104,21,39,39,495,664,661,1587,1530,1533,1588,1647,1647,340,350,350,0.9,0.7,0.8,3.4,2.8,2.8,14,3.2,3.5
505031105,19,40,40,563,928,922,2095,2350,2343,2146,2167,2167,350,410,400,0.9,0.7,0.7,3.3,2.8,2.9,3.8,0.8,0.8
505031106,0,29,29,0,574,574,0,1749,1749,0,0,0,0,481,481,0,0.5,0.5,0,2,2,0,0,0
505031107,21,37,37,674,882,880,2687,2124,2128,2000,2000,2000,420,410,410,0.9,0.8,0.8,3.5,2.9,2.9,4.3,0.9,1
505031255,20,30,30,940,984,983,1981,2032,2031,1907,1950,1950,360,350,350,1,0.8,0.8,3.3,2.8,2.8,7.7,0.9,1
505031256,38,45,45,725,789,787,2250,2110,2120,0,2470,2470,320,300,300,1,0.8,0.8,4,2.9,2.9,20,0.9,1.4
505031257,15,40,39,454,725,716,1708,1517,1526,1729,1806,1800,353,320,330,1.1,0.7,0.7,4,2.6,2.7,12.3,0.8,1.3
505031258,16,36,35,719,763,762,1670,1699,1697,1831,1842,1842,340,340,340,0.9,0.7,0.7,3.5,2.7,2.8,4.2,1.1,1.3
505031303,25,36,36,703,920,918,2166,2095,2096,2205,1972,1993,393,400,400,0.8,0.7,0.7,3.3,2.8,2.8,3.9,1.2,1.2
505031304,18,33,33,671,957,955,2583,2438,2439,2139,2167,2167,440,450,450,0.9,0.8,0.8,3.9,3.2,3.3,7.4,1.8,1.9
505031305,17,37,37,762,854,854,2457,2259,2261,2600,2000,2000,455,450,450,1,0.8,0.8,3.8,3,3,4.3,1.7,1.7
505031306,21,38,38,602,784,781,1699,1679,1679,1800,1800,1800,350,350,350,0.9,0.7,0.7,3.3,2.6,2.6,5.3,1.6,1.6
506011110,20,34,33,513,680,670,1258,1308,1306,1517,1517,1517,283,280,280,1,0.7,0.7,3.3,2.4,2.5,9.8,2.3,2.7
506011111,0,46,46,0,0,0,0,0,0,0,0,0,0,927,927,0,0.2,0.2,0,1,1,0,0,0
506011112,24,39,38,480,654,647,1354,1373,1372,1617,1408,1408,275,300,295,0.9,0.7,0.8,3.2,2.5,2.6,6.9,3.1,3.3
506011114,26,41,40,563,687,681,1538,1347,1354,1560,1500,1500,300,290,290,1,0.7,0.7,3.1,2.4,2.4,8.9,1.9,2.2
506011115,20,45,45,566,810,807,1890,1922,1920,2167,2000,2000,355,325,330,0.9,0.7,0.7,3.5,2.6,2.7,7.9,1.4,1.5
506011116,15,44,44,1374,868,870,3125,2174,2185,2167,2050,2056,350,350,350,0.9,0.7,0.7,3.4,2.7,2.7,6.9,1.3,1.4
506011117,17,32,31,558,782,775,1485,1748,1739,1562,1600,1600,320,330,330,1,0.8,0.8,3.7,3,3,9,2.6,2.9
506011307,21,33,33,1224,1067,1068,2550,2410,2412,2167,2000,2000,430,420,420,1,0.8,0.8,3.7,3.2,3.2,5.8,1.4,1.4
506011308,19,31,31,1034,1106,1105,2681,2438,2441,2464,2015,2028,437,420,420,0.9,0.8,0.8,3.6,3.2,3.2,4.5,1.4,1.5
506021118,28,39,38,586,887,879,1491,1670,1666,2167,1740,1754,300,350,350,1,0.7,0.8,2.8,2.3,2.3,9.5,2.3,2.6
506021119,29,35,35,551,1024,1014,1375,1993,1974,1961,2000,2000,300,350,350,0.9,0.8,0.8,2.6,2.3,2.3,6.7,2.2,2.3
506021120,0,43,43,0,3250,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021123,28,36,36,1007,1057,1057,1921,1895,1896,2167,2000,2000,395,350,350,0.9,0.8,0.8,2.4,2.1,2.1,3.3,2.8,2.8
506021309,22,35,34,575,819,812,1424,1523,1520,1863,1700,1700,300,340,340,0.9,0.8,0.8,2.8,2.4,2.4,6.5,3.5,3.6
506021310,21,36,36,680,799,797,1550,1598,1597,1743,1733,1733,300,350,350,0.9,0.8,0.8,2.7,2.5,2.5,7.7,3.2,3.3
506021311,31,34,34,597,1020,1015,1461,1729,1723,1656,1765,1760,305,350,350,0.9,0.9,0.9,2.3,2.1,2.1,5.8,2.9,3
506031124,24,33,33,469,717,711,1302,1488,1482,1800,1733,1733,300,330,330,1,0.8,0.8,2.9,2.4,2.4,9.3,2.9,3.1
506031125,22,41,41,674,814,813,2687,2323,2326,1480,2000,2000,455,450,450,0.9,0.8,0.8,3.9,3.1,3.1,8.6,1.5,1.6
506031126,0,60,60,0,349,349,0,225,225,0,0,0,0,208,208,0,1,1,0,1.5,1.5,0,0,0
506031127,22,31,31,474,791,787,1050,1706,1695,1517,1647,1647,310,350,350,0.9,0.9,0.9,2.7,2.7,2.7,8,5.1,5.2
506031128,22,40,40,495,742,738,1274,1550,1546,1500,1625,1625,330,340,340,0.9,0.7,0.7,3.1,2.5,2.5,8.3,1.5,1.6
506031129,28,42,42,471,793,791,1562,2054,2051,1613,2167,2167,360,400,400,0.8,0.8,0.8,2.7,2.8,2.8,9.5,1.6,1.7
506031130,0,53,53,0,724,724,0,575,575,0,1000,1000,0,265,265,0,0.9,0.9,0,1.5,1.5,0,0,0
506031131,18,40,40,537,755,755,2250,2178,2178,2539,2100,2100,430,400,400,0.9,0.8,0.8,3.7,3.1,3.1,0,2,1.9
506041132,24,35,35,553,716,710,1286,1505,1494,1517,1600,1591,300,320,320,0.9,0.8,0.8,3.1,2.7,2.7,9,4.4,4.5
506041133,31,36,36,695,838,837,1946,2263,2259,2053,1950,1957,440,420,420,0.9,0.8,0.8,3.5,3.1,3.1,5.2,2.2,2.2
506041134,22,38,38,478,641,635,1286,1252,1254,1517,1500,1500,288,290,290,0.9,0.8,0.8,3.1,2.5,2.5,6.6,3.3,3.5
506041135,20,34,34,660,844,842,1958,2119,2115,2106,1950,1950,370,380,380,0.9,0.8,0.8,3.5,3.1,3.1,5.1,2,2
506041136,26,37,36,493,674,669,1437,1407,1407,1625,1560,1560,290,300,300,1,0.8,0.8,3.1,2.7,2.7,9.9,4.1,4.3
506041137,22,39,38,502,687,682,1528,1572,1571,1733,1625,1625,320,330,330,1,0.7,0.8,3.5,2.7,2.7,10.5,2.6,2.9
506051138,22,37,36,581,860,855,1638,1846,1839,1780,1800,1800,350,360,360,0.9,0.7,0.7,3.1,2.7,2.7,7.4,1.8,2
506051139,22,38,38,755,841,839,1865,1753,1758,1820,1733,1733,370,380,380,0.9,0.7,0.7,3.3,2.5,2.5,6.1,1.4,1.6
506051140,20,47,47,827,827,827,2365,1853,1864,2167,2028,2034,420,375,375,0.9,0.7,0.7,3.6,2.5,2.5,5.1,0.9,1
506051141,17,45,44,371,809,806,2535,2066,2070,2340,2100,2100,385,350,350,0.9,0.7,0.7,3.4,2.8,2.8,1.6,1,1
506061142,15,31,31,918,950,949,2175,2083,2086,1950,1907,1914,400,380,380,0.9,0.8,0.8,3.7,3,3,3,1.2,1.3
506061143,20,39,39,776,869,867,2360,2213,2218,2200,2167,2167,425,370,375,0.9,0.8,0.8,3.4,3,3,1.3,1.9,1.9
506061144,32,45,45,1125,781,784,2041,1954,1956,2084,2167,2167,375,313,325,0.9,0.8,0.8,3.3,2.7,2.7,4.8,1.5,1.6
506071145,28,38,38,626,1015,1010,1604,1807,1804,2039,2048,2048,328,355,352,0.8,0.7,0.7,2.3,2.1,2.1,3.4,1.3,1.3
506071146,17,41,40,321,821,805,1541,2156,2146,2383,2500,2500,250,350,341,1,0.7,0.7,3.4,2.6,2.6,8.9,1.3,1.5
506071147,26,41,40,739,1135,1131,1666,2119,2113,2334,2388,2388,340,375,375,0.9,0.8,0.8,2.4,2.2,2.2,9.3,1.2,1.3
507011148,19,34,34,769,1036,1035,2474,2456,2456,2100,2000,2000,400,420,420,0.9,0.8,0.8,3.4,3,3,4.2,0.8,0.9
507011150,61,66,63,1399,1374,1374,2750,1874,2125,3467,2167,2817,0,940,940,2,1.2,1.3,2,1.3,1.4,100,14.3,25
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,26,42,42,945,894,896,2437,2135,2138,1950,2167,2167,420,400,400,0.8,0.7,0.7,3.2,2.6,2.6,3.5,1.1,1.2
507011153,23,39,39,450,805,795,1267,1589,1578,1843,1733,1733,300,310,310,0.9,0.7,0.7,2.9,2.3,2.3,10.9,1.6,1.9
507011154,23,40,39,425,772,765,1145,1403,1396,1733,1733,1733,300,320,320,0.9,0.7,0.7,2.9,2.2,2.2,9,1.5,1.8
507011155,0,53,53,0,1875,1875,0,450,450,0,2500,2500,0,0,0,0,1.2,1.2,0,1.3,1.3,0,0,0
507011158,35,46,46,1593,1232,1238,2374,2573,2566,2200,2817,2817,460,463,460,0.9,0.8,0.8,2.4,2.3,2.3,5,1.6,1.7
507011159,22,38,37,628,845,838,1770,1714,1715,1625,1685,1680,345,360,360,1,0.7,0.7,3.5,2.4,2.4,12,1.8,2.2
507011160,24,41,41,615,767,763,1424,1475,1473,1835,1733,1733,350,350,350,0.9,0.7,0.7,3,2.3,2.3,5.7,1.9,2
507011161,21,33,33,854,1066,1064,2095,2278,2273,2050,1989,1993,420,400,400,0.9,0.8,0.8,3.3,2.8,2.8,6.7,1.5,1.6
507011163,20,37,37,562,885,879,1392,1927,1915,1678,1747,1733,310,350,350,1,0.7,0.7,3.5,2.6,2.6,10,1.1,1.3
507011259,20,34,34,683,1006,1001,1875,2185,2178,2102,2000,2000,350,390,385,0.9,0.8,0.8,3.3,2.8,2.8,9.2,1.6,1.8
507011260,28,45,45,450,913,910,1625,2329,2323,2387,2167,2167,500,430,443,0.9,0.7,0.7,3.8,2.8,2.8,0,0.2,0.2
507021164,26,44,44,450,1082,1075,1593,2298,2288,2383,2600,2600,440,420,420,1,0.8,0.8,2.6,2.5,2.5,5.3,1,1
507021165,27,43,43,531,1067,1059,1431,1961,1952,2600,2167,2167,263,390,385,1.1,0.8,0.8,2.6,2.1,2.1,9.1,1.8,1.9
