SA2_CODE_2021,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
501021011,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,8
501021012,24,1745,7,1781,17,579,0,603,32,1369,3,1406,7,238,0,249,3,153,0,159,3,17,0,19,0,58,300,361,96,4162,313,4569,48,2167,7,2222,24,581,3,604,45,1336,0,1387,7,184,3,191,5,145,5,149,0,9,0,11,4,65,208,277,131,4492,225,4842,78,3909,16,4006,41,1159,6,1204,76,2706,5,2790,19,422,5,442,6,299,5,306,3,22,0,28,5,127,507,642,235,8652,539,9421
501021014,24,1345,0,1369,9,403,0,421,45,1159,7,1211,14,207,8,225,3,153,3,162,0,14,0,16,4,91,232,321,89,3371,251,3712,26,1602,9,1637,14,393,6,407,43,973,5,1017,5,144,0,156,0,152,5,163,0,9,0,9,4,95,176,270,96,3369,202,3655,45,2947,14,3006,26,799,3,830,82,2129,6,2222,19,350,8,376,5,304,7,319,0,24,0,23,8,180,404,593,184,6735,446,7374
501021015,22,1023,3,1054,8,299,0,305,18,892,3,916,5,169,0,170,0,100,0,108,0,16,0,16,3,50,128,184,68,2545,137,2747,38,1252,5,1299,15,351,0,364,31,829,6,862,11,128,0,139,9,109,4,118,0,10,0,16,11,60,110,170,119,2733,117,2968,63,2274,5,2348,24,648,0,673,54,1718,6,1777,21,296,3,318,9,210,6,224,0,26,0,26,17,103,237,355,183,5278,257,5718
501021016,17,485,4,506,9,194,0,207,13,586,9,605,10,119,0,125,3,75,0,83,0,8,0,8,0,64,127,197,45,1531,139,1721,25,587,0,613,12,214,0,224,14,495,0,512,6,91,0,94,0,74,6,88,0,3,0,3,0,69,92,161,53,1539,102,1695,41,1074,8,1118,21,411,0,431,28,1082,5,1112,11,205,0,222,3,155,7,169,0,9,0,9,6,139,219,356,99,3074,244,3415
501021251,33,1603,4,1641,7,405,5,412,29,767,4,803,4,130,0,136,5,46,0,56,0,11,0,9,0,36,168,202,71,2998,180,3253,34,2072,3,2111,18,361,4,378,28,737,0,768,12,95,0,102,3,58,0,61,0,8,0,8,0,42,118,166,99,3372,132,3605,62,3678,10,3749,29,764,3,793,54,1510,4,1573,18,223,0,243,4,107,0,117,0,18,0,18,0,76,285,368,175,6373,310,6854
501021252,4,546,0,547,3,125,0,127,10,355,0,364,0,51,0,51,0,14,0,16,0,0,0,0,0,7,56,63,14,1097,61,1168,6,686,0,695,3,109,0,116,5,245,0,254,0,27,0,28,0,11,0,11,0,0,0,0,0,8,29,38,16,1098,27,1146,7,1229,0,1245,11,236,0,247,17,603,0,618,0,82,0,82,0,22,0,22,0,0,0,0,0,15,82,98,36,2191,86,2311
501021253,25,2312,6,2342,13,491,4,499,35,1271,9,1317,3,220,0,223,3,140,3,148,0,18,0,22,0,117,297,415,76,4561,326,4966,36,2793,9,2840,13,517,3,531,28,1283,12,1323,3,204,3,210,3,168,9,181,0,14,0,14,0,119,240,361,92,5109,277,5471,61,5107,21,5182,23,1009,5,1036,64,2558,18,2642,8,422,6,437,8,315,8,332,0,33,0,36,6,231,538,775,172,9669,595,10439
501021254,30,652,4,686,19,242,0,265,33,548,0,587,16,109,0,128,4,80,0,81,0,10,0,10,4,56,152,207,105,1697,161,1965,37,746,0,781,27,239,3,266,42,568,3,618,16,107,3,124,9,75,0,84,0,4,0,6,9,43,129,180,135,1790,141,2062,64,1398,6,1465,46,484,3,533,74,1119,6,1208,31,217,4,247,12,158,3,168,0,16,0,15,11,101,278,391,236,3489,299,4027
501031017,12,1118,3,1132,8,282,3,292,11,806,15,835,0,141,4,142,0,82,0,84,0,3,0,3,4,55,231,287,41,2488,255,2788,13,1374,5,1389,4,291,0,302,12,697,4,713,0,123,0,121,0,69,0,74,0,4,0,4,0,56,210,264,33,2610,218,2864,24,2486,9,2525,10,572,4,591,23,1506,17,1542,0,256,7,268,0,160,4,162,0,13,0,13,8,110,438,553,74,5097,479,5651
501031018,11,853,16,873,10,265,0,271,23,756,4,784,5,167,0,172,0,99,5,100,0,15,0,15,0,45,163,211,52,2196,190,2432,17,1192,10,1221,10,266,4,282,21,641,6,666,0,100,0,103,0,69,0,69,0,15,0,15,0,49,128,176,46,2332,150,2535,27,2047,24,2094,18,536,5,557,43,1393,9,1449,3,269,0,271,3,161,9,175,0,24,0,24,3,100,290,387,98,4527,342,4969
501031019,23,741,3,762,13,239,6,250,25,606,3,631,3,145,3,153,0,100,0,104,0,26,0,26,6,42,129,176,64,1899,142,2102,26,902,4,932,12,299,5,312,16,510,3,536,4,98,0,99,3,90,3,98,0,15,0,20,5,49,117,171,62,1963,131,2158,53,1639,12,1702,22,533,3,558,39,1122,3,1167,6,245,3,251,3,190,7,198,0,46,0,44,11,88,244,344,126,3860,272,4261
501031020,15,859,0,872,5,206,0,203,19,652,8,676,3,120,5,131,0,75,4,75,0,10,0,10,0,49,217,274,44,1967,235,2246,11,1006,6,1016,3,224,0,236,11,468,6,488,0,79,0,83,4,58,0,61,0,6,0,6,0,42,201,248,33,1881,217,2128,20,1859,6,1896,3,431,0,437,33,1119,10,1162,3,199,4,208,4,134,4,137,0,12,0,12,3,91,426,516,78,3853,448,4376
502011021,15,1325,5,1347,5,365,3,377,20,1005,5,1034,6,182,4,190,0,99,0,102,0,0,0,0,0,55,195,253,50,3040,213,3300,10,1577,10,1597,3,397,0,401,13,904,4,921,0,159,0,160,0,59,0,62,0,5,0,5,5,52,106,159,35,3150,116,3303,25,2898,10,2942,11,759,3,777,38,1912,11,1955,3,335,3,345,8,160,0,164,0,3,0,3,3,106,300,408,86,6184,331,6601
502011022,30,1582,12,1623,13,434,3,441,13,1175,8,1197,7,227,4,232,3,120,0,125,0,15,0,15,0,50,209,263,68,3604,235,3902,20,1897,10,1929,6,433,0,441,18,1148,4,1170,4,187,0,193,3,98,0,101,0,21,0,21,3,52,121,172,56,3835,136,4024,54,3481,22,3551,16,863,3,882,33,2324,9,2364,8,415,4,428,4,224,0,230,0,33,0,33,0,102,335,437,126,7438,369,7924
502011023,32,1252,3,1283,17,431,0,448,49,1098,9,1155,12,245,0,253,4,195,4,204,0,18,0,16,4,115,199,312,118,3340,220,3680,50,1558,8,1615,15,442,4,469,44,1246,7,1300,14,285,0,298,3,194,8,203,0,15,0,15,4,161,177,342,135,3900,204,4243,83,2804,9,2894,36,871,6,914,94,2341,19,2455,24,525,0,558,9,394,13,412,0,32,0,29,9,276,374,652,253,7243,426,7920
502011024,35,3341,11,3393,21,800,0,827,47,2083,8,2140,9,409,0,421,7,201,5,209,4,17,0,22,4,169,392,560,128,7029,420,7578,53,3940,18,4013,16,933,5,953,42,2331,12,2388,5,382,3,392,0,235,0,242,0,16,0,21,0,206,258,466,126,8043,296,8464,94,7282,29,7402,34,1739,8,1784,89,4420,16,4524,18,791,4,816,9,437,9,446,6,30,0,36,5,373,644,1020,251,15069,721,16044
502011025,31,1555,9,1596,14,396,5,414,40,1086,13,1131,10,232,3,251,8,164,0,175,3,21,0,28,8,165,384,553,111,3624,413,4155,35,1787,4,1824,23,493,5,519,52,1209,14,1266,11,247,0,259,6,185,4,202,0,15,5,16,8,236,329,577,131,4167,359,4659,61,3340,17,3420,37,883,12,928,90,2294,18,2404,26,482,3,512,17,352,6,376,3,35,5,45,15,409,709,1126,247,7791,769,8814
502011026,18,915,5,931,11,298,3,309,7,877,8,902,5,177,0,180,0,119,0,121,0,17,0,17,0,46,224,273,45,2443,244,2734,17,1044,11,1069,3,339,0,344,13,840,9,859,3,132,0,128,0,71,0,75,0,11,0,11,0,49,138,186,42,2481,152,2676,35,1952,12,1998,13,633,5,655,28,1719,17,1756,6,308,5,316,0,188,3,195,0,24,0,24,4,103,359,461,84,4929,399,5409
502011027,40,3571,11,3626,19,829,0,849,36,1795,3,1839,12,328,0,345,3,192,0,195,3,22,0,25,0,102,417,522,120,6842,438,7395,58,4311,8,4385,19,945,0,968,36,1848,12,1896,12,342,0,354,0,201,5,208,0,15,0,18,3,159,285,451,135,7837,311,8274,107,7886,16,8004,40,1775,0,1817,77,3646,17,3736,24,672,7,698,5,392,5,403,7,37,0,44,0,260,708,969,255,14675,743,15669
502011028,37,1575,14,1625,12,475,7,491,27,1241,7,1282,14,312,8,334,3,209,4,222,0,9,0,16,4,140,247,398,104,3975,289,4368,48,1896,8,1958,17,515,4,540,48,1449,13,1511,12,307,4,322,5,216,7,221,0,13,0,13,7,212,234,453,149,4602,270,5019,85,3470,26,3586,27,994,12,1033,80,2694,22,2790,26,613,14,651,11,430,7,444,3,29,0,24,13,353,479,852,253,8575,554,9385
502011029,23,1260,3,1287,24,433,6,456,30,1203,3,1239,8,265,3,279,7,167,3,176,7,4,0,15,5,136,256,396,99,3466,279,3843,23,1558,6,1592,16,532,0,549,35,1128,7,1172,9,203,4,215,0,127,0,134,0,3,0,3,6,146,235,388,92,3701,253,4050,50,2817,14,2880,33,967,6,1007,66,2331,10,2415,13,474,5,494,8,295,5,312,7,8,0,15,3,275,496,782,191,7174,535,7896
503011030,9,2098,5,2111,0,80,0,77,0,164,0,164,0,41,0,41,0,11,0,11,0,5,0,5,0,20,78,97,9,2417,86,2506,6,2124,7,2135,0,97,0,97,0,280,0,282,0,48,0,48,0,31,0,36,0,10,0,10,0,24,69,98,7,2615,81,2705,12,4221,16,4250,0,177,0,176,0,445,0,446,0,86,0,86,0,47,0,50,0,8,0,8,0,49,152,200,14,5032,169,5215
503011031,12,2780,13,2807,5,108,0,114,5,224,4,230,0,30,0,31,0,22,0,28,4,3,0,5,0,56,189,242,24,3234,210,3463,13,3190,13,3213,0,173,0,172,4,353,0,359,0,52,0,51,4,33,0,33,0,3,0,3,0,66,195,259,15,3868,212,4090,23,5971,27,6019,6,282,3,289,6,582,7,595,0,83,3,84,4,52,0,56,4,8,0,6,0,120,383,503,35,7097,423,7556
503011032,0,2517,4,2524,0,96,0,97,0,157,0,163,0,23,0,27,0,16,0,16,0,0,0,0,0,51,138,190,4,2868,140,3016,10,2607,4,2624,0,120,0,120,0,217,3,214,0,23,0,23,0,15,0,15,0,0,0,0,0,72,105,175,12,3054,113,3183,15,5130,6,5146,0,215,0,218,3,371,3,379,0,50,0,49,0,31,0,31,0,4,0,4,0,120,243,362,13,5921,259,6194
503011033,3,2565,3,2576,0,105,0,105,0,216,0,214,0,29,0,29,0,12,0,12,0,7,0,6,0,22,68,87,12,2946,75,3032,4,2700,5,2710,0,115,0,115,0,270,0,272,0,32,0,32,0,19,0,21,0,12,0,12,0,19,53,77,4,3173,60,3241,14,5263,7,5287,0,221,0,221,0,486,0,488,0,57,0,65,0,31,0,28,0,17,0,16,0,38,123,164,10,6120,141,6270
503011034,16,3131,7,3161,4,171,0,166,9,298,0,308,0,41,0,46,4,40,0,45,3,6,0,16,0,58,210,274,32,3760,217,4005,18,3452,12,3482,6,175,0,180,6,331,0,340,3,54,0,56,0,34,3,41,0,15,0,17,0,92,168,266,38,4155,188,4374,33,6591,19,6640,5,343,0,349,14,632,0,650,6,99,0,103,8,75,3,87,8,21,0,31,3,153,384,533,68,7907,404,8382
503011035,52,6418,21,6489,0,175,0,179,0,275,3,272,0,52,0,53,0,33,0,33,0,8,0,8,0,78,229,306,53,7041,248,7338,64,6643,12,6720,5,195,3,208,3,425,6,433,0,65,0,70,0,47,0,47,0,12,0,12,0,95,244,339,71,7483,264,7822,115,13063,29,13204,5,372,3,385,9,701,8,710,0,119,0,121,0,79,0,79,0,19,0,19,0,172,471,638,127,14525,509,15161
503011036,10,2828,12,2848,0,130,0,128,0,189,0,187,0,27,0,27,0,27,0,27,0,0,0,3,0,39,149,188,8,3243,164,3413,3,2992,10,3007,0,123,0,125,0,314,0,327,0,51,0,51,0,30,0,30,0,7,0,7,0,42,141,181,11,3555,153,3722,14,5821,17,5854,0,253,3,255,4,500,0,514,0,74,0,74,0,59,0,57,0,8,0,12,0,81,292,373,23,6794,319,7136
503021037,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,22,9,23,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,19,9,22,0,28,0,28,0,3,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,35,13,48
503021038,15,3342,6,3356,4,210,0,215,0,418,0,423,5,51,0,50,4,74,0,77,0,9,0,9,0,29,197,225,20,4130,203,4359,22,3751,4,3790,0,203,0,202,8,448,0,457,0,59,0,56,0,136,0,140,0,29,0,29,0,26,167,192,37,4647,176,4866,39,7098,10,7140,6,408,0,414,12,867,5,881,5,106,3,111,3,212,0,216,0,38,0,38,0,58,361,417,63,8787,381,9224
503021039,34,5084,11,5126,6,380,0,384,14,635,3,652,0,98,4,103,0,104,3,110,0,26,0,26,3,99,293,393,50,6430,314,6794,36,5442,12,5486,4,388,4,392,13,692,4,704,0,96,0,96,0,154,0,157,0,48,0,48,0,106,223,333,55,6921,245,7225,71,10524,22,10609,9,764,3,781,22,1323,13,1363,0,198,4,202,0,261,4,267,0,79,0,79,4,206,515,722,109,13350,555,14016
503021040,14,2888,9,2903,4,208,0,208,9,385,0,397,0,48,0,46,3,86,0,89,0,23,0,23,3,68,154,226,32,3696,163,3891,21,3003,9,3030,7,191,0,196,3,376,4,384,0,47,0,50,0,153,0,153,0,54,0,54,6,83,115,200,33,3919,126,4073,32,5895,14,5933,11,395,0,407,10,764,4,777,0,96,0,103,5,240,0,244,0,77,0,77,6,148,270,424,65,7609,286,7968
503021042,39,5389,18,5441,4,234,0,239,7,412,8,425,0,82,0,82,5,59,6,60,0,15,0,15,0,123,323,445,47,6311,347,6709,36,6033,13,6083,6,256,0,260,4,584,0,584,0,96,0,103,0,84,0,87,0,13,0,13,0,149,281,434,47,7208,303,7560,67,11422,31,11523,8,486,0,493,10,992,11,1010,0,175,0,182,0,141,4,152,0,25,0,28,5,274,600,881,94,13526,651,14271
503021043,26,5720,4,5750,3,291,0,294,8,509,3,524,0,95,0,100,0,84,0,85,0,26,0,26,0,125,263,387,48,6846,278,7164,26,6231,11,6272,5,315,0,322,12,693,5,716,0,87,0,87,5,121,0,125,0,41,0,41,3,175,257,442,53,7673,278,8007,55,11950,15,12018,13,610,0,617,18,1212,8,1241,6,176,0,186,8,206,0,213,0,67,0,67,3,301,528,828,95,14522,557,15170
503021295,26,4137,9,4177,7,302,0,306,11,419,5,436,4,67,0,71,0,39,0,41,0,26,0,31,7,96,517,613,55,5084,527,5672,25,3885,3,3909,11,237,0,245,8,389,0,404,3,54,0,53,3,49,0,52,0,30,0,30,0,85,340,426,51,4723,350,5123,52,8026,13,8086,21,534,0,558,19,814,3,841,6,117,0,124,5,88,0,92,0,53,0,53,10,177,856,1040,108,9810,878,10797
503021296,32,3891,3,3934,3,306,0,313,12,421,0,434,3,73,0,73,0,63,0,61,0,30,0,30,0,89,463,557,54,4877,472,5397,32,3757,3,3786,3,223,0,226,9,322,0,327,0,57,0,57,0,87,0,90,0,43,0,46,0,53,326,384,43,4535,335,4917,65,7644,5,7720,7,527,0,542,18,742,0,757,3,120,0,128,0,147,5,150,0,72,0,77,0,141,793,940,98,9410,805,10310
503021297,34,4399,7,4437,11,319,0,326,13,371,3,384,4,77,0,87,0,40,0,41,0,35,0,35,0,80,816,892,60,5331,821,6208,31,3875,0,3908,10,212,0,223,9,304,3,314,0,55,0,58,0,49,0,51,0,29,0,29,0,56,496,559,58,4578,500,5135,65,8272,6,8340,17,535,0,551,19,672,6,703,4,136,5,144,3,93,0,94,0,59,0,59,0,138,1312,1451,114,9902,1326,11342
504011044,49,3447,9,3500,12,508,0,528,36,1153,9,1205,14,192,0,206,3,175,4,185,0,36,0,37,3,97,350,449,115,5621,373,6109,57,4017,7,4085,17,460,5,482,34,1151,7,1199,10,182,0,197,7,236,0,247,5,44,0,46,4,96,266,369,135,6186,300,6620,102,7461,16,7585,32,969,3,1003,77,2308,19,2402,24,378,0,403,9,421,4,431,3,81,0,87,9,191,617,817,254,11812,670,12733
504011045,55,6168,11,6238,16,693,5,710,34,1323,11,1367,5,242,3,253,6,259,0,268,0,59,0,66,5,111,417,530,123,8857,445,9429,83,6747,16,6840,18,616,0,636,31,1401,6,1441,7,261,0,267,16,342,0,358,3,80,4,87,4,184,310,501,162,9630,338,10129,138,12913,29,13080,32,1310,3,1344,68,2725,12,2806,13,503,7,515,18,601,0,625,9,143,4,148,9,295,720,1034,288,18487,779,19551
504011046,34,4002,9,4044,13,346,0,358,23,583,4,608,0,99,0,106,7,86,0,94,0,15,0,15,3,73,352,430,77,5207,367,5653,28,4147,4,4178,12,300,6,309,21,546,0,566,3,80,0,84,7,102,0,105,0,33,0,33,0,70,326,400,64,5276,331,5675,63,8149,10,8224,19,644,4,666,38,1127,3,1171,4,183,0,187,7,188,0,202,0,49,0,49,5,147,676,827,141,10486,697,11327
