SA2_CODE_2021,One_f_h_N_pe_UR_One_ATSIF,One_f_h_N_pe_UR_Two_ATSIF,One_f_h_N_pe_UR_Three_ATSIF,One_f_h_N_pe_UR_Four_ATSIF,One_f_h_N_pe_UR_Five_ATSIF,One_f_h_N_pe_UR_Six_m_ATSIF,One_f_h_Tot_ATSIF,Two_f_h_N_pe_UR_One_ATSIF,Two_f_h_N_pe_UR_Two_ATSIF,Two_f_h_N_pe_UR_Three_ATSIF,Two_f_h_N_pe_UR_Four_ATSIF,Two_f_h_N_pe_UR_Five_ATSIF,Two_f_h_N_pe_UR_Six_m_ATSIF,Two_f_h_Tot_ATSIF,Thr_m_f_h_N_pe_UR_One_ATSIF,Thr_m_f_h_N_pe_UR_Two_ATSIF,Thr_m_f_h_N_pe_UR_Three_ATSIF,Thr_m_f_h_N_pe_UR_Four_ATSIF,Thr_m_f_h_N_pe_UR_Five_ATSIF,Thr_m_f_h_N_pe_UR_Six_m_ATSIF,Thr_m_f_h_Tot_ATSIF,Tot_N_pe_UR_One_ATSIF,Tot_N_pe_UR_Two_ATSIF,Tot_N_pe_UR_Three_ATSIF,Tot_N_pe_UR_Four_ATSIF,Tot_N_pe_UR_Five_ATSIF,Tot_N_pe_UR_Six_m_ATSIF,Tot_Tot_ATSIF,One_f_h_N_pe_UR_One_Oth_f,One_f_h_N_pe_UR_Two_Oth_f,One_f_h_N_pe_UR_Three_Oth_f,One_f_h_N_pe_UR_Four_Oth_f,One_f_h_N_pe_UR_Five_Oth_f,One_f_h_N_pe_UR_Six_m_Oth_f,One_f_h_Tot_Oth_f,Two_f_h_N_pe_UR_One_Oth_f,Two_f_h_N_pe_UR_Two_Oth_f,Two_f_h_N_pe_UR_Three_Oth_f,Two_f_h_N_pe_UR_Four_Oth_f,Two_f_h_N_pe_UR_Five_Oth_f,Two_f_h_N_pe_UR_Six_m_Oth_f,Two_f_h_Tot_Oth_f,Thr_m_f_h_N_pe_UR_One_Oth_f,Thr_m_f_h_N_pe_UR_Two_Oth_f,Thr_m_f_h_N_pe_UR_Three_Oth_f,Thr_m_f_h_N_pe_UR_Four_Oth_f,Thr_m_f_h_N_pe_UR_Five_Oth_f,Thr_m_f_h_N_pe_UR_Six_m_Oth_f,Thr_m_f_h_Tot_Oth_f,Tot_N_pe_UR_One_Oth_f,Tot_N_pe_UR_Two_Oth_f,Tot_N_pe_UR_Three_Oth_f,Tot_N_pe_UR_Four_Oth_f,Tot_N_pe_UR_Five_Oth_f,Tot_N_pe_UR_Six_m_Oth_f,Tot_Tot_Oth_f
507051190,..,31,18,18,14,0,88,..,..,..,0,0,0,5,..,..,..,..,..,0,0,..,31,18,21,12,0,97,..,1620,654,566,193,64,3101,..,..,..,36,19,35,89,..,..,..,..,..,9,9,..,1620,654,605,208,109,3196
507051191,..,40,50,41,36,19,191,..,..,..,0,3,10,13,..,..,..,..,..,0,0,..,40,50,44,36,26,200,..,1930,1293,1556,677,216,5677,..,..,..,61,72,86,214,..,..,..,..,..,17,17,..,1930,1293,1612,749,318,5902
507051192,..,32,34,24,14,16,127,..,..,..,6,8,0,12,..,..,..,..,..,0,0,..,32,34,34,19,24,139,..,1431,722,637,273,107,3163,..,..,..,33,37,56,130,..,..,..,..,..,13,13,..,1431,722,672,309,172,3305
507051193,..,48,36,28,16,16,144,..,..,..,0,0,3,9,..,..,..,..,..,0,0,..,48,36,33,20,23,157,..,1206,631,533,203,99,2667,..,..,..,58,29,47,136,..,..,..,..,..,10,10,..,1206,631,588,233,156,2808
507051312,..,38,36,30,15,14,122,..,..,..,0,4,4,10,..,..,..,..,..,0,0,..,38,36,30,15,17,128,..,1090,673,678,320,114,2874,..,..,..,40,36,56,139,..,..,..,..,..,6,6,..,1090,673,725,352,182,3017
507051313,..,46,45,55,38,13,193,..,..,..,8,6,4,15,..,..,..,..,..,0,0,..,46,45,55,39,14,204,..,2237,1496,1818,744,293,6595,..,..,..,57,110,138,307,..,..,..,..,..,12,12,..,2237,1496,1883,855,441,6911
507051314,..,5,7,7,0,0,23,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,5,7,7,0,6,25,..,181,131,131,57,22,525,..,..,..,12,8,18,34,..,..,..,..,..,10,10,..,181,131,141,58,45,565
509011225,..,58,40,27,22,9,156,..,..,..,3,0,3,10,..,..,..,..,..,3,3,..,58,40,32,21,13,166,..,2026,662,514,195,88,3490,..,..,..,33,16,34,78,..,..,..,..,..,6,6,..,2026,662,542,211,131,3572
509011226,..,7,0,3,6,0,21,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,0,3,6,3,17,..,505,172,153,87,37,945,..,..,..,0,10,7,28,..,..,..,..,..,3,3,..,505,172,158,94,49,979
509011227,..,20,16,18,8,9,71,..,..,..,0,0,6,6,..,..,..,..,..,0,0,..,20,16,18,8,10,71,..,748,261,252,97,29,1389,..,..,..,11,11,6,29,..,..,..,..,..,3,3,..,748,261,265,110,39,1423
509011228,..,10,6,13,0,0,30,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,10,6,13,0,0,30,..,892,271,236,109,36,1543,..,..,..,9,15,16,38,..,..,..,..,..,0,0,..,892,271,240,122,56,1578
509011229,..,9,6,8,8,4,37,..,..,..,0,0,4,4,..,..,..,..,..,0,0,..,9,6,8,8,3,37,..,331,99,150,71,19,669,..,..,..,8,0,5,11,..,..,..,..,..,0,0,..,331,99,154,71,24,683
509011230,..,42,31,17,14,10,110,..,..,..,3,0,6,11,..,..,..,..,..,4,4,..,42,31,20,14,23,124,..,484,183,171,63,50,950,..,..,..,3,6,37,50,..,..,..,..,..,0,0,..,484,183,176,73,87,1000
509011231,..,22,15,13,10,13,68,..,..,..,0,3,3,7,..,..,..,..,..,0,0,..,22,15,13,12,15,76,..,495,155,161,87,25,928,..,..,..,3,0,9,15,..,..,..,..,..,0,0,..,495,155,168,91,36,945
509011232,..,7,0,5,0,0,24,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,0,6,0,0,23,..,511,150,154,77,14,907,..,..,..,10,12,17,44,..,..,..,..,..,0,0,..,511,150,167,88,31,948
509011233,..,57,46,29,29,19,189,..,..,..,3,3,12,15,..,..,..,..,..,0,0,..,57,46,36,31,31,197,..,1260,516,556,231,113,2671,..,..,..,36,29,64,131,..,..,..,..,..,7,7,..,1260,516,587,263,187,2818
509011234,..,18,17,10,10,4,64,..,..,..,4,0,0,3,..,..,..,..,..,0,0,..,18,17,16,10,3,72,..,755,235,175,78,46,1284,..,..,..,16,17,27,61,..,..,..,..,..,0,0,..,755,235,195,94,71,1352
509011235,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
509021236,..,13,15,9,5,4,44,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,13,15,9,4,5,49,..,702,319,271,127,65,1489,..,..,..,39,26,52,123,..,..,..,..,..,9,9,..,702,319,309,159,125,1612
509021237,..,24,13,13,0,3,59,..,..,..,0,3,0,3,..,..,..,..,..,0,0,..,24,13,13,6,3,65,..,444,126,122,66,37,800,..,..,..,6,6,8,20,..,..,..,..,..,0,0,..,444,126,127,72,49,813
509021238,..,29,12,10,7,3,66,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,29,12,10,7,8,67,..,508,135,124,96,16,888,..,..,..,8,0,6,14,..,..,..,..,..,0,0,..,508,135,134,99,25,903
509021239,..,35,22,16,9,3,82,..,..,..,5,3,14,18,..,..,..,..,..,0,0,..,35,22,19,11,13,106,..,1297,333,290,145,56,2125,..,..,..,24,14,51,95,..,..,..,..,..,10,10,..,1297,333,319,159,118,2222
509021240,..,23,22,21,11,7,74,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,23,22,21,11,4,81,..,598,189,172,102,30,1086,..,..,..,3,3,3,14,..,..,..,..,..,0,0,..,598,189,172,105,29,1100
509021241,..,35,20,13,14,11,103,..,..,..,10,0,0,10,..,..,..,..,..,0,0,..,35,20,29,16,10,111,..,503,151,184,77,16,928,..,..,..,11,12,8,30,..,..,..,..,..,6,6,..,503,151,196,93,33,968
509021242,..,16,5,4,3,0,37,..,..,..,0,0,5,5,..,..,..,..,..,0,0,..,16,5,4,3,3,39,..,382,95,101,40,18,628,..,..,..,5,0,10,12,..,..,..,..,..,0,0,..,382,95,105,40,26,641
509021243,..,63,48,47,18,27,204,..,..,..,4,0,14,19,..,..,..,..,..,4,4,..,63,48,51,22,50,229,..,1343,458,407,194,86,2488,..,..,..,41,26,40,105,..,..,..,..,..,3,3,..,1343,458,445,218,129,2601
509021244,..,12,10,8,11,3,42,..,..,..,0,6,3,8,..,..,..,..,..,0,0,..,12,10,8,13,10,52,..,735,188,138,70,26,1157,..,..,..,3,15,33,52,..,..,..,..,..,0,0,..,735,188,142,85,58,1202
509021245,..,19,18,12,0,7,57,..,..,..,0,5,0,5,..,..,..,..,..,0,0,..,19,18,12,3,7,65,..,814,215,146,79,26,1279,..,..,..,16,10,20,40,..,..,..,..,..,0,0,..,814,215,163,85,46,1319
509031246,..,24,8,10,8,11,66,..,..,..,3,0,0,3,..,..,..,..,..,0,0,..,24,8,13,11,11,67,..,501,131,112,72,17,828,..,..,..,4,4,13,14,..,..,..,..,..,0,0,..,501,131,117,75,29,850
509031247,..,17,19,4,7,3,48,..,..,..,0,0,0,3,..,..,..,..,..,0,0,..,17,19,6,7,3,53,..,541,130,164,110,22,973,..,..,..,3,0,6,17,..,..,..,..,..,0,0,..,541,130,173,111,32,994
509031248,..,4,7,0,3,0,23,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,7,0,5,0,25,..,299,106,106,48,17,578,..,..,..,5,7,3,11,..,..,..,..,..,0,0,..,299,106,108,54,23,591
509031249,..,25,18,20,6,10,70,..,..,..,5,0,0,5,..,..,..,..,..,0,0,..,25,18,21,6,10,74,..,515,188,141,75,17,935,..,..,..,3,10,8,21,..,..,..,..,..,4,4,..,515,188,147,81,29,961
509031250,..,23,7,5,6,3,44,..,..,..,0,0,0,3,..,..,..,..,..,0,0,..,23,7,9,6,9,48,..,712,164,186,86,39,1191,..,..,..,16,6,3,30,..,..,..,..,..,0,0,..,712,164,197,96,44,1222
510011262,..,261,207,196,116,79,859,..,..,..,21,18,49,83,..,..,..,..,..,8,8,..,261,207,216,137,135,957,..,997,441,538,202,61,2250,..,..,..,16,17,32,71,..,..,..,..,..,0,0,..,997,441,557,227,88,2319
510011263,..,224,157,128,101,99,713,..,..,..,33,54,153,242,..,..,..,..,..,76,76,..,224,157,163,162,321,1032,..,233,61,53,17,4,371,..,..,..,10,0,6,11,..,..,..,..,..,0,0,..,233,61,62,17,13,385
510011264,..,108,116,85,56,74,442,..,..,..,10,36,142,193,..,..,..,..,..,65,65,..,108,116,97,96,282,695,..,44,18,9,0,0,73,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,44,18,9,0,0,73
510011265,..,146,126,104,72,70,522,..,..,..,24,16,83,121,..,..,..,..,..,24,24,..,146,126,125,84,185,673,..,442,182,150,73,15,866,..,..,..,8,9,20,40,..,..,..,..,..,3,3,..,442,182,159,84,41,906
510011266,..,73,64,61,43,26,271,..,..,..,11,15,43,69,..,..,..,..,..,28,28,..,73,64,74,54,101,368,..,82,25,31,3,3,144,..,..,..,0,0,4,4,..,..,..,..,..,0,0,..,82,25,31,3,9,147
510021267,..,31,30,36,22,26,144,..,..,..,7,18,77,100,..,..,..,..,..,57,57,..,31,30,39,44,158,301,..,40,12,17,9,0,80,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,40,12,17,10,3,85
510021268,..,40,29,45,24,13,154,..,..,..,4,0,11,13,..,..,..,..,..,0,0,..,40,29,48,24,26,162,..,301,176,183,79,35,774,..,..,..,3,4,7,17,..,..,..,..,..,0,0,..,301,176,188,86,43,789
510021269,..,46,25,17,16,3,103,..,..,..,0,0,3,6,..,..,..,..,..,0,0,..,46,25,14,16,9,105,..,350,173,203,91,25,843,..,..,..,0,3,4,6,..,..,..,..,..,0,0,..,350,173,208,91,29,851
510021270,..,206,140,123,84,70,627,..,..,..,13,9,39,58,..,..,..,..,..,6,6,..,206,140,136,91,114,694,..,687,395,375,175,79,1715,..,..,..,13,13,27,53,..,..,..,..,..,3,3,..,687,395,392,190,104,1772
510031271,..,76,41,37,25,13,195,..,..,..,0,3,0,7,..,..,..,..,..,0,0,..,76,41,42,31,12,199,..,374,182,247,118,36,958,..,..,..,8,0,3,13,..,..,..,..,..,0,0,..,374,182,255,117,39,971
510031272,..,112,99,114,57,46,425,..,..,..,7,4,17,30,..,..,..,..,..,0,0,..,112,99,122,61,61,451,..,1183,705,914,399,99,3289,..,..,..,13,23,41,78,..,..,..,..,..,8,8,..,1183,705,931,422,142,3375
510031273,..,62,56,41,35,18,204,..,..,..,7,8,24,35,..,..,..,..,..,3,3,..,62,56,49,38,39,247,..,273,136,192,90,24,721,..,..,..,0,0,9,16,..,..,..,..,..,0,0,..,273,136,198,97,33,739
511011274,..,66,45,36,21,16,181,..,..,..,4,5,4,12,..,..,..,..,..,0,0,..,66,45,38,25,18,191,..,1430,516,484,207,82,2714,..,..,..,22,23,30,80,..,..,..,..,..,3,3,..,1430,516,507,228,120,2797
511011275,..,29,8,0,7,3,48,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,29,8,0,7,6,54,..,463,137,173,82,26,879,..,..,..,10,0,11,22,..,..,..,..,..,0,0,..,463,137,180,82,37,899
511021276,..,86,46,43,18,19,211,..,..,..,0,6,15,17,..,..,..,..,..,7,7,..,86,46,47,23,45,237,..,446,153,155,52,15,817,..,..,..,8,6,11,27,..,..,..,..,..,3,3,..,446,153,160,55,32,848
511021277,..,44,12,22,7,6,91,..,..,..,0,0,0,0,..,..,..,..,..,4,4,..,44,12,22,7,12,94,..,476,162,190,81,21,926,..,..,..,11,7,20,37,..,..,..,..,..,0,0,..,476,162,201,86,37,964
511031278,..,59,33,35,30,17,174,..,..,..,5,4,8,20,..,..,..,..,..,0,0,..,59,33,37,33,29,198,..,605,291,262,106,43,1311,..,..,..,18,16,22,49,..,..,..,..,..,0,0,..,605,291,280,123,60,1358
511031279,..,75,47,48,37,28,231,..,..,..,12,0,16,22,..,..,..,..,..,0,0,..,75,47,52,41,47,266,..,1194,628,597,282,118,2814,..,..,..,19,22,56,102,..,..,..,..,..,3,3,..,1194,628,619,306,173,2919
511031280,..,40,47,30,15,14,141,..,..,..,3,5,12,21,..,..,..,..,..,0,0,..,40,47,38,20,24,161,..,845,469,493,194,66,2064,..,..,..,19,11,24,57,..,..,..,..,..,0,0,..,845,469,515,208,84,2122
511031281,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
511031282,..,48,34,22,9,9,126,..,..,..,0,0,0,6,..,..,..,..,..,5,5,..,48,34,27,11,9,134,..,395,143,108,49,24,723,..,..,..,7,0,11,19,..,..,..,..,..,0,0,..,395,143,118,48,36,739
511031283,..,76,74,50,42,47,287,..,..,..,13,29,71,117,..,..,..,..,..,34,34,..,76,74,62,70,148,433,..,148,37,40,17,5,255,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,148,37,45,17,5,259
511031284,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
511041285,..,120,71,60,25,20,305,..,..,..,8,9,19,35,..,..,..,..,..,3,3,..,120,71,70,33,46,342,..,1453,469,330,120,48,2416,..,..,..,10,21,20,56,..,..,..,..,..,0,0,..,1453,469,339,138,72,2476
511041286,..,78,60,54,37,39,265,..,..,..,5,4,26,39,..,..,..,..,..,0,0,..,78,60,65,44,57,301,..,748,325,306,132,48,1568,..,..,..,36,16,42,95,..,..,..,..,..,0,0,..,748,325,342,148,89,1663
511041287,..,61,54,59,36,21,231,..,..,..,10,7,15,31,..,..,..,..,..,0,0,..,61,54,65,44,38,266,..,926,435,432,159,41,1994,..,..,..,16,29,14,64,..,..,..,..,..,3,3,..,926,435,451,185,59,2063
511041288,..,72,46,40,28,17,202,..,..,..,3,0,5,16,..,..,..,..,..,0,0,..,72,46,44,34,31,223,..,1173,546,494,224,80,2523,..,..,..,24,23,29,74,..,..,..,..,..,0,0,..,1173,546,520,246,107,2592
511041289,..,18,17,9,4,0,51,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,18,17,9,4,0,52,..,545,157,123,58,12,909,..,..,..,11,4,4,18,..,..,..,..,..,0,0,..,545,157,140,69,19,923
511041290,..,56,43,26,15,17,154,..,..,..,3,8,19,29,..,..,..,..,..,7,7,..,56,43,27,26,40,197,..,150,29,16,11,0,207,..,..,..,4,4,0,11,..,..,..,..,..,0,0,..,150,29,18,11,4,215
511041291,..,30,17,5,5,4,61,..,..,..,0,0,9,12,..,..,..,..,..,0,0,..,30,17,4,5,12,71,..,484,103,135,53,23,788,..,..,..,10,6,7,26,..,..,..,..,..,0,0,..,484,103,146,59,26,818
511041292,..,25,19,27,12,9,94,..,..,..,0,3,7,7,..,..,..,..,..,8,8,..,25,19,27,17,21,109,..,804,189,164,89,31,1276,..,..,..,14,3,28,42,..,..,..,..,..,0,0,..,804,189,176,95,55,1315
597979799,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
599999499,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
